"Data Import Template"
"Table:","Tree Family"
""
""
"Notes:"
"Please do not change the template headings."
"First data column must be blank."
"If you are uploading new records, leave the ""name"" (ID) column blank."
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present."
"Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish."
"For updating, you can update only selective columns."
"You can only upload upto 5000 records in one go. (may be less in some cases)"
""
"DocType:","Tree Family"
"Column Labels:","ID"
"Column Name:","name"
"Mandatory:","Yes"
"Type:","Data (text)"
"Info:",""
"Start entering data below this line"
"","""Agavaceae"""
"","""Alangiaceae"""
"","""Anacardiaceae"""
"","""Annonaceae"""
"","""Apocynaceae"""
"","""Araliaceae"""
"","""Araucariaceae"""
"","""Ascelepiadaceae"""
"","""Averrhoaceae"""
"","""Balanitaceae"""
"","""Barringtoniaceae"""
"","""Bignoniaceae"""
"","""Bixaceae"""
"","""Bombacaceae"""
"","""Boraginaceae"""
"","""Burseraceae"""
"","""Cactaceae"""
"","""Caesalpiniceae"""
"","""Capparaceae"""
"","""Caricaceae"""
"","""Casuarinaceae"""
"","""Celastraceae"""
"","""Clusiaceae"""
"","""Cochlospermaceae"""
"","""Combretaceae"""
"","""Cupressaceae"""
"","""Dilleniaceae"""
"","""Ebenaceae"""
"","""Elaeocarpaceae"""
"","""Euphorbiaceae"""
"","""Fabaceae"""
"","""Flacourtiaceae"""
"","""Lauraceae"""
"","""Lecythidaceae"""
"","""Loganiaceae"""
"","""Lythraceae"""
"","""Magnoliaceae"""
"","""Malpighiaceae"""
"","""Malvaceae"""
"","""Melastomaceae"""
"","""Meliaceae"""
"","""Mimosaceae"""
"","""Moraceae"""
"","""Moringaceae"""
"","""Musaceae"""
"","""Myristicaceae"""
"","""Myrtaceae"""
"","""Nyctaginaceae"""
"","""Ochnaceae"""
"","""Oleaceae"""
"","""Pandanaceae"""
"","""Pinaceae"""
"","""Platanaceae"""
"","""Podocarpaceae"""
"","""Polygonaceae"""
"","""Proteaceae"""
"","""Punicaceae"""
"","""Rhamnaceae"""
"","""Rosaceae"""
"","""Rubiaceae"""
"","""Rutaceae"""
"","""Salicaceae"""
"","""Sambucaceae"""
"","""Santalaceae"""
"","""Sapindaceae"""
"","""Sapotaceae"""
"","""Simaroubaceae"""
"","""Solanaceae"""
"","""Sterculiaceae"""
"","""Taxodiaceae"""
"","""Theophrastaceae"""
"","""Tiliaceae"""
"","""Ulmaceae"""
"","""Verbenaceae"""
"","""Zygophyllaceae"""
