ID,POINT_X,POINT_Y,SCIENTIFIC,ADDRESS,PLOTTYPE,PLOTLENGTH,PLOTWIDTH,POWERLINE,OWNER,STEWARD,SPONSOR ,DATEPLANTED,DIAMETER,HEIGHT,CANOPYHEIGHT,CONDITION,CANOPYCONDITION
363700132,73.839455,18.516017,ficus religiosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,15.04585987,40,,Healthy,
363700138,73.839592,18.51606,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,11.2843949,35,,Healthy,
363700129,73.839271,18.516072,dalbergia lanceolaria var. paniculata,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,18.80732484,45,,Healthy,
363700134,73.839494,18.516073,leucaena latisiliqua,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,15.04585987,20,,Heavily Lopped,
363700126,73.83921,18.516082,leucaena latisiliqua,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,3.13455414,15,,Injured,
363700127,73.839162,18.516091,artocarpus heterophyllus,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,7.522929936,35,,Healthy,
363700136,73.839728,18.516117,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,11.2843949,35,,Healthy,
363700125,73.839191,18.516125,leucaena latisiliqua,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,20.0611465,35,,Healthy,
363700153,73.839698,18.516127,artocarpus heterophyllus,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,16.92659236,35,,Healthy,
363700151,73.839791,18.51613,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,3.13455414,15,,Healthy,
363700139,73.839816,18.516133,ficus racemosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,11.2843949,30,,Healthy,
363700137,73.839639,18.516147,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,11.2843949,35,,Healthy,
363700135,73.8397,18.516156,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,11.2843949,30,,Healthy,
363700152,73.839681,18.516168,annona squamosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,12.41283439,37,,Healthy,
363700149,73.839813,18.51617,neolamarckia cadamba,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,12.28745223,35,,Healthy,
363700150,73.839813,18.51617,cocos nucifera,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,21.31496815,52,,Healthy,
363700130,73.839398,18.516188,michelia champaca,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,21.31496815,40,,Healthy,
363700154,73.839596,18.516223,eucalyptus citriodora,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,17.42812102,43,,Healthy,
363700148,73.839823,18.51623,araucaria heterophylla,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,8.776751592,25,,Healthy,
363700147,73.839725,18.516242,licuala grandis,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,12.0366879,20,,Healthy,
363700435,73.83816,18.516226,delonix regia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,6.26910828,16,,Healthy,
363700155,73.839509,18.51627,mangifera indica,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,15.42200637,35,,Healthy,
363700434,73.83812,18.516255,bauhinia tomentosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,3.761464968,17,,Healthy,
363700433,73.838074,18.51627,millettia peguensis,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,50.15286624,45,,Healthy,
363700431,73.838042,18.516288,erythrina suberosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,5.015286624,15,,Healthy,
363700040,73.839506,18.516289,ficus racemosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,37.61464968,41,,Healthy,
363700429,73.837977,18.516285,erythrina suberosa,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,3.761464968,15,,Healthy,
363700050,73.839081,18.516306,millingtonia hortensis,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,3.761464968,25,,Healthy,
363700432,73.838085,18.51631,Morinda pubescens,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,7.522929936,20,,Healthy,
363700461,73.83788,18.516256,polyalthia longifolia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,6.26910828,30,,Healthy,
363700460,73.837864,18.516261,grevillea robusta,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,18.80732484,40,,Healthy,
363700462,73.83785,18.51631,cascabela thevetia,"Deccan Gymkhana,Pune",,,,FALSE,PMC,No,,,5.015286624,25,,Diseased,
