ID,POINT_X,POINT_Y,SCIENTIFIC,ADDRESS,PLOTTYPE,PLOTLENGTH,PLOTWIDTH,POWERLINE,OWNER,SPONSOR,DATEPLANTED,DIAMETER,HEIGHT,CANOPYHEIGHT,CONDITION,CANOPYCONDITION
81500026,73.814276,18.55133,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500029,73.814329,18.551322,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500028,73.814302,18.551253,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81500030,73.814281,18.551262,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500031,73.814269,18.551211,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81500032,73.814323,18.551198,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81500033,73.814219,18.551095,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,45,,Healthy,
81500034,73.814224,18.551074,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,35,,Healthy,
81500035,73.814308,18.551072,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500036,73.814285,18.551033,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,60,,Healthy,
81500037,73.814247,18.551003,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500038,73.814281,18.550989,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500039,73.814321,18.551059,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500040,73.81423,18.550958,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500041,73.814261,18.550993,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,40,,Healthy,
81500042,73.814258,18.550937,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500043,73.814288,18.550899,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500044,73.814293,18.550853,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500045,73.814294,18.550886,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500046,73.814227,18.550848,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,0,,Healthy,
81500047,73.814277,18.550813,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500048,73.814283,18.550741,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500049,73.814328,18.550754,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500050,73.814289,18.550746,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500051,73.814258,18.550693,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500052,73.81429,18.55066,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500053,73.814298,18.550677,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81500054,73.814315,18.550665,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81500055,73.814332,18.550622,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500056,73.814304,18.550529,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,60,,Healthy,
81500057,73.814297,18.550529,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,40,,Diseased,
81500058,73.814333,18.55048,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,55,,Healthy,
81500059,73.814335,18.550458,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500060,73.814367,18.550457,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500061,73.814398,18.550422,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81500062,73.814398,18.550422,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500063,73.8144,18.550418,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500063,73.81433,18.55043,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500064,73.814406,18.550372,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500065,73.814401,18.55037,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81500066,73.814411,18.550326,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81500067,73.81448,18.550313,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500068,73.814542,18.5503,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,27.58407643,60,,Healthy,
81500069,73.814562,18.550226,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81500070,73.81452,18.55025,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500071,73.814706,18.550197,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500072,73.814717,18.550228,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500073,73.814717,18.550226,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,10,,Healthy,
81500074,73.81471,18.55027,roystonea regia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500075,73.814747,18.55031,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500076,73.814767,18.550304,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500077,73.814812,18.550335,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,55,,Healthy,
81500078,73.814768,18.550315,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500079,73.814864,18.550371,callistemon citrinus,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,40,,Healthy,
81500080,73.814897,18.55035,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500081,73.814894,18.550369,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500082,73.814906,18.550411,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500083,73.814913,18.550457,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500084,73.814965,18.550464,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500085,73.81493,18.550451,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500086,73.81509,18.550472,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500087,73.814933,18.55054,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500088,73.81498,18.550537,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500089,73.814959,18.550576,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500090,73.814962,18.550577,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,45,,Healthy,
81500091,73.815007,18.550602,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500092,73.814974,18.55063,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,55,,Healthy,
81500093,73.815008,18.550666,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,55,,Healthy,
81500094,73.815001,18.550682,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500095,73.814983,18.550758,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,10,,Healthy,
81500096,73.815069,18.55073,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81500097,73.815067,18.550807,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500098,73.815112,18.55076,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,55,,Healthy,
81500099,73.815116,18.550892,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500100,73.815027,18.550835,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500101,73.815095,18.550832,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500102,73.815051,18.550852,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500103,73.814999,18.550965,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,55,,Healthy,
81500104,73.815031,18.550929,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500105,73.815063,18.550967,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500105,73.815074,18.550957,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,55,,Healthy,
81500108,73.815112,18.551082,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500109,73.815076,18.551086,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500111,73.815051,18.551155,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,40,,Healthy,
81500113,73.815058,18.551177,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500115,73.815117,18.551232,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500117,73.81504,18.551269,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500119,73.815051,18.551324,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500121,73.815019,18.551455,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500124,73.815019,18.551506,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500126,73.814953,18.551573,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500128,73.814921,18.551657,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,40,,Healthy,
81500130,73.814932,18.551659,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500132,73.814856,18.551758,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,50,,Healthy,
81500134,73.814863,18.551738,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500136,73.814743,18.551799,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,40,,Healthy,
81500138,73.814737,18.551874,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500140,73.814694,18.55185,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,13.79203822,50,,Healthy,
81500144,73.814589,18.551549,albizia lebbeck,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,40,,Healthy,
81400001,73.814387,18.548577,cassia renigera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,30,,Healthy,
81400002,73.814387,18.548577,millingtonia hortensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81400003,73.814387,18.548577,moringa oleifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,45,,Healthy,
81400004,73.814357,18.548661,bauhinia variegata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,25,,Healthy,
81400005,73.81436,18.548739,millingtonia hortensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,40,,Healthy,
81400006,73.814079,18.548979,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,40,,Healthy,
81400007,73.814064,18.549066,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,35,,Healthy,
81400008,73.814036,18.549035,araucaria heterophylla,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.880732484,20,,Healthy,
81400009,73.814067,18.54907,plumeria pudica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.253821656,9,,Healthy,
81400010,73.814067,18.54907,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81400011,73.814149,18.549023,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,50,,Healthy,
81400012,73.814231,18.549108,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,35,,Healthy,
81400013,73.814254,18.549111,syzygium aromaticum,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400014,73.814298,18.549156,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,40,,Healthy,
81400015,73.814247,18.549237,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,40,,Diseased,
81400016,73.814214,18.549256,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,45,,Healthy,
81400017,73.81429,18.549257,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400018,73.81429,18.549257,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81400019,73.814184,18.549207,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81400020,73.814317,18.549277,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81400021,73.814186,18.549291,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,45,,Healthy,
81400022,73.814223,18.549319,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,35,,Healthy,
81400023,73.814224,18.54927,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,35,,Healthy,
81400024,73.814184,18.549359,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400025,73.814248,18.549353,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,35,,Healthy,
81400026,73.814248,18.549353,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,35,,Healthy,
81400027,73.814223,18.549393,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,35,,Healthy,
81400028,73.81427,18.549369,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,15,,Healthy,
81400029,73.813931,18.549405,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,15.04585987,40,,Healthy,
81400030,73.813889,18.549371,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400031,73.813861,18.54936,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,0,,Healthy,
81400032,73.81389,18.549283,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81400033,73.814024,18.549137,cassia fistula,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,20,,Healthy,
81400034,73.813999,18.549091,grevillea robusta,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81400035,73.813854,18.549129,tabebuia argentea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400036,73.813949,18.549211,coccothrinax argentata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,40,,Healthy,
81400038,73.813948,18.549211,tabebuia argentea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81400039,73.813869,18.54927,azadirachta indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400040,73.813914,18.549297,tabebuia argentea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81400037,73.813837,18.549444,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.504585987,15,,Healthy,
81400051,73.813891,18.549564,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81400052,73.813887,18.549611,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,50,,Healthy,
81400053,73.813923,18.549646,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,50,,Healthy,
81400054,73.813954,18.549682,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,45,,Healthy,
81400055,73.813946,18.549661,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81400056,73.813991,18.549596,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,45,,Healthy,
81400057,73.814079,18.549622,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81400058,73.814033,18.549486,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.15901274,50,,Healthy,
81400059,73.814048,18.549529,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,9.779808917,45,,Healthy,
81400060,73.814088,18.549654,nyctanthes arbor-tristis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,25,,Healthy,
81400071,73.813893,18.549488,ficus elastica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.880732484,12,,Healthy,
81400072,73.813923,18.549451,pritchardia pacifica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,45,,Healthy,
81400073,73.813828,18.549605,araucaria heterophylla,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,45,,Healthy,
81400074,73.81382,18.549645,delonix regia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81400075,73.813864,18.549826,callistemon citrinus,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.504585987,9,,Healthy,
81400076,73.813951,18.549786,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,7,,Injured,
81400077,73.813896,18.549852,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,50,,Healthy,
81400078,73.813992,18.549877,syzygium aromaticum,"Sindh Socitey,Pune",,,,FALSE,PMC,,,21.31496815,50,,Healthy,
81400079,73.814036,18.549893,syzygium aromaticum,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.12843949,12,,Healthy,
81400080,73.814072,18.549926,moringa oleifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,35,,Healthy,
81400106,73.814087,18.550096,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81400107,73.814087,18.550096,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81400108,73.814131,18.55008,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.651369427,45,,Healthy,
81400109,73.814163,18.550031,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,3540,,Healthy,
81400036,73.814148,18.550649,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,50,,Healthy,
81400037,73.814184,18.550712,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,15,,Healthy,
81400138,73.814201,18.550636,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,7.522929936,25,,Healthy,
81400139,73.814181,18.550593,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,13,,Healthy,
81400140,73.814181,18.550593,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,20,,Healthy,
81400151,73.813927,18.550373,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.2843949,40,,Healthy,
81400152,73.813938,18.550386,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,40,,Healthy,
81400153,73.813938,18.550386,cocos nucifera,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,50,,Healthy,
81400161,73.814076,18.55042,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400191,73.814326,18.550113,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,50,,Healthy,
81400192,73.814304,18.550022,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,45,,Healthy,
81400193,73.814275,18.550038,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,35,,Healthy,
81400194,73.814322,18.550035,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,30,,Healthy,
81400195,73.814303,18.549992,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,27,,Healthy,
81400196,73.814303,18.549992,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,30,,Healthy,
81400197,73.814212,18.550022,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,30,,Healthy,
81400198,73.814253,18.549988,ficus benjamina var. nuda,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,12,,Healthy,
81400199,73.814298,18.549963,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,4.388375796,30,,Healthy,
81400200,73.814249,18.549968,ficus benjamina var. nuda,"Sindh Socitey,Pune",,,,FALSE,PMC,,,2.507643312,14,,Healthy,
81400227,73.814574,18.54982,santalum album,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.003057325,12,,Healthy,
81400231,73.814488,18.5498,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,45,,Healthy,
81400232,73.814488,18.5498,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81400233,73.814485,18.549812,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,35,,Healthy,
81400234,73.814445,18.549785,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,45,,Healthy,
81400235,73.814402,18.54984,ficus benghalensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,14,,Healthy,
81400241,73.81452,18.549762,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,11.15901274,35,,Healthy,
81400242,73.814386,18.549636,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81400243,73.814351,18.549674,ficus benghalensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,1.504585987,15,,Healthy,
81400244,73.81445,18.549695,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81400245,73.814411,18.549724,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400246,73.8145,18.549621,polyalthia longifolia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
81400247,73.81451,18.549667,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,10.03057325,35,,Healthy,
81400248,73.814587,18.549699,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,50.15286624,50,,Healthy,
81400249,73.814585,18.549628,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400249,73.814585,18.549628,mangifera indica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400250,73.814577,18.549632,roystonea oleracea,"Sindh Socitey,Pune",,,,FALSE,PMC,,,25.07643312,45,,Healthy,
81400041,73.814254,18.549243,delonix regia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,31.3455414,35,,Healthy,
81400042,73.814254,18.549243,dalbergia lanceolaria var. paniculata,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,20,,Healthy,
81400043,73.814254,18.549243,millingtonia hortensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,18.80732484,45,,Healthy,
81400044,73.814254,18.549243,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,15,,Healthy,
81400045,73.814256,18.549192,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,3.761464968,10,,Healthy,
81400046,73.814256,18.549192,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,5.015286624,10,,Healthy,
81400047,73.814256,18.549192,cascabela thevetia,"Sindh Socitey,Pune",,,,FALSE,PMC,,,6.26910828,10,,Healthy,
81400048,73.814242,18.549138,cassia surattensis,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,30,,Healthy,
81400049,73.814285,18.549087,leucaena latisiliqua,"Sindh Socitey,Pune",,,,FALSE,PMC,,,12.53821656,35,,Healthy,
81400050,73.814285,18.549087,pritchardia pacifica,"Sindh Socitey,Pune",,,,FALSE,PMC,,,8.776751592,35,,Healthy,
