-----
{
 "description": "The table gives the share and percentage growth/change of Major Imports for the years 2010-11, 2011-12 and 2012-13. It is observed that over the years Petroleum, oil and lubricants have been a substantial component of the total imports of India.\r", 
 "file_name": "tab72.xls", 
 "title": "Download XLS for Share and Percentage Growth/Change of Major Imports(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab72.xls"
}
-----
"","","","","","","","","","","","","","","","","","","","","","","",""
"7.2 (A) PRINCIPAL IMPORTS","","","","","","","","","","","","","","7.2 (B):  SHARE AND PERCENTAGE GROWTH/CHANGE OF MAJOR IMPORTS","","","","","","","","",""
"","","","","","","","","Quantity : Thousand tonnes","","","","","","","","","","","","","","",""
"","","","","","","","","Value : Rs. crore & US $ Million","","","","","","","","Percentage share","","","","Percentage changea","","",""
"","","1960-61","","","1970-71","","","1980-81","","","","","","","Commodity Group","2010-11","2011-12","2011-12","2012-13","2010-11","2011-12","2011-12","2012-13"
"","","Qty.","Rs. Cr","$ million","Qty.","Rs. Cr","$ million","Qty.","Rs. Cr","$ million","","","","","","","","(Apr.-Nov.)","(Apr.-Nov.)","","","(Apr.-Nov.)","(Apr.-Nov.)"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,"","","","",1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
"I.","Food and live animals chiefly for","...",214.0,449.0,"...",242.0,321.0,"...",380.0,481.0,"","","","I.","Food and allied products, of which",2.90147931248,2.95623697369,3.11557356497,3.50144139636,0.849341048677,34.7903915124,37.9084851458,11.5353819136
"","food (excl. cashew raw)","","","","","","","","","","","","","","1. Cereals",0.0323697465707,0.0150373473858,0.0156073410907,0.016798967539,14.2861466421,-38.5430359859,-46.6403469993,6.82120584272
"","of which:","","","","","","","","","","","","","","2. Pulses",0.424385688573,0.38100836987,0.388328245473,0.427479338736,-24.1425520296,18.7716951923,11.3496034154,9.24962511166
"","","","","","","","","","","","","","","","3. Cashew Nuts",0.15727183887,0.227747493856,0.295373446366,0.23624788096,-9.4762836306,91.5763129785,151.533147992,-20.621976929
"I.1","Cereals and cereal preparations",3747.7,181.0,380.0,3343.2,213.0,282.0,400.8,100.0,127.0,"","","","","4. Edible Oils",1.77244801579,1.97326017636,2.05998572679,2.45002288193,17.3969662587,47.2821154234,55.2525738613,18.0347097026
"","","","","","","","","","","","","","","II.","Fuel, of which",31.2786929981,35.2659381488,34.3406866986,38.0034009914,20.8079138072,49.1578149897,52.2842301401,9.82906738991
"II.","Raw materials and intermediate","...",527.0,1105.0,"...",889.0,1176.0,"...",9760.0,12341.0,"","","","","5. Coal",2.65150936678,3.56622276092,3.71219710585,3.49852887363,9.40742257508,77.9321680745,70.1309727861,-6.46842625942
"","manufactures","","","","","","","","","","","","","","6. POL",28.6569027544,31.6663125716,30.6913227717,34.5554297226,21.6081775709,46.1865487251,50.5644044054,11.7389274977
"","","","","","","","","","","","","","","III.","Fertilizers",1.8717174483,2.27425827033,2.32364024407,2.18220649258,3.39199409017,60.7454402834,32.1517611164,-6.79681341091
"II.1","Cashewnuts (unprocessed)","na","...","...",169.4,29.0,39.0,25.0,9.0,11.0,"","","","IV.","Paper board manufactures & newsprint",0.57064621538,0.524939223699,0.553093161833,0.498768574909,40.2694168011,21.6973866195,26.3119357556,-10.5037989466
"II.2","Crude rubber (including","","","","","","","","","","","","","V.","Capital goods, of which",13.7539162092,13.2940668759,12.6381104033,11.9068608255,17.6329915983,27.8705854791,25.6190413172,-6.49842220236
"","synthetic and reclaimed)",36.2,11.0,23.0,7.8,4.0,5.0,26.2,32.0,40.0,"","","","","7. Machinery except elec & machine tool",6.44935041962,6.15585565426,6.06759461119,5.73170974681,11.7444820234,26.2733266057,27.1387803983,-6.24996474201
"","","","","","","","","","","","","","","","8. Electrical machinery",1.03933116943,0.976863246835,0.975302681545,0.928839591138,23.4254292579,24.3423259375,26.5831848273,-5.48404924137
"II.3","Fibres","...",101.0,212.0,"...",127.0,168.0,"...",164.0,208.0,"","","","","9. Transport equipment",3.09326285911,2.87843870825,2.50415145154,2.31382452666,-2.18639144065,23.1060305298,13.0670412867,-8.29909203722
"","of which:","","","","","","","","","","","","","","10. Project goods",1.66175542731,1.80116168172,1.70380089893,1.50809268871,31.2040386072,43.391947098,35.1097539675,-12.155818931
"","","","","","","","","","","","","","","VI.","Others, of which",49.5504547099,45.7424670019,47.0673665885,43.8543504063,41.2995263992,22.1268366197,29.6128204223,-7.53090884182
"II.3.1","Synthetic and regenerated","","","","","","","","","","","","","","11. Chemicals",5.22324931087,4.85871750342,4.99590577776,5.09128013104,27.9071066028,23.0608929463,24.3427763818,1.13851235792
"","fibres (man-made fibres)",0.2,"...","...",15.8,9.0,12.0,68.8,97.0,122.0,"","","","","12. Pearls precious semi precious stones",9.35455976426,5.72782842133,6.07570652946,4.14208625028,113.996590262,-18.9961212571,4.33656397013,-32.3409093222
"","","","","","","","","","","","","","","","13. Iron & steel",2.80616165336,2.45518480545,2.44847089402,2.2772359953,25.8981780019,15.747247134,11.0180584563,-7.69676947538
"II.3.2","Raw wool",1.9,1.0,2.0,19.0,15.0,20.0,18.8,43.0,55.0,"","","","","14. Non-ferrous metals",1.10347448632,0.999452204671,1.04189370633,1.00017893866,35.6988182103,19.8226452133,23.0340922831,-4.72957611675
"II.3.3","Raw cotton",237.1,82.0,172.0,139.1,99.0,131.0,"na","...","...","","","","","15. Gold & Silver",11.5197664013,12.5833456379,13.0370260274,10.4552331416,43.0221353126,44.5079107364,59.2124046921,-20.4099099494
"II.3.4","Raw jute",100.4,8.0,17.0,0.7,"...",0.0,8.0,1.0,1.0,"","","","","16. Professional instruments, optical goods, etc.",1.13966999138,1.07274531502,1.04242123466,1.10682147034,16.5184746646,24.5250378015,14.2343214412,5.37513220672
"","","","","","","","","","","","","","","","17. Electronic Goods",7.18331531273,6.67647400099,6.97076566685,6.48376677584,26.7398120661,22.9593052462,22.2130211942,-7.68958398325
"II.4","Petroleum, oil and lubricants",800.0,69.0,145.0,12767.0,136.0,180.0,23537.0,5264.0,6656.0,"","","","","Total Imports",100.0,100.0,100.0,100.0,28.2260419218,32.2937017484,36.167962943,-0.756103526224
"","","","","","","","","","","","","","","Source : DGCI&S, Kolkata.","","","P : Provisional","","","","","",""
"II.5","Animal and vegetable oils and fats","...",5.0,10.0,"...",39.0,51.0,"...",709.0,896.0,"","","","a In terms of US Dollar.","","","","","","","","",""
"","of which:","","","","","","","","","","","","","I. Including Tea, Sugar, Milk and Cream, Spices, Fruits & Nuts.","","","","","","","","",""
"II.5.1","Edible oils",31.1,4.0,8.0,84.7,23.0,31.0,1633.3,677.0,857.0,"","","","I.(1) Including cereals preparations.","","","","","","","","",""
"","","","","","","","","","","","","","","II. (5) Includes coke and briquettes.","","","","","","","","",""
"II.6","Fertilizers and chemical products","...",88.0,185.0,"...",217.0,286.0,"...",1490.0,1884.0,"","","","III. Includes fertilizers crude ; fertilizers manufactured.","","","","","","","","",""
"","of which:","","","","","","","","","","","","","V. Including Manufactures of metals.","","","","","","","","",""
"II.6.1","Fertilizers and fertilizer mfg",307.0,13.0,27.0,2392.7,86.0,113.0,5560.2,818.0,1034.0,"","","","VI.(11) Including organic chemical, inorganic chemical, che. Materials & products and dyeing, tanning & colouring material.","","","","","","","","",""
"II.6.2","Chemical elements and compounds","...",39.0,82.0,"...",68.0,90.0,"...",358.0,453.0,"","","","    (13) Including primary steel, pig iron based items.","","","","","","","","",""
"II.6.3","Dyeing, tanning and","","","","","","","","","","","","","    (14) Excluding Gold and Silver.","","","","","","","","",""
