-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.9.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.9.csv"
}
-----
"State","District","Electric pumps","Diesel pumps","Wind mills","Solar pumps","Man/Animal operated","Others","Total"
"MADHYA PRADESH","SATNA",16106,2731,162,0,115,20,19134
"MADHYA PRADESH","SEHORE",27355,703,130,52,49,16,28305
"MADHYA PRADESH","SEONI",15259,3244,110,9,387,3348,22357
"MADHYA PRADESH","SHAHDOL",2169,1274,5,1,658,72,4179
"MADHYA PRADESH","SHAJAPUR",51140,534,319,40,164,1714,53911
"MADHYA PRADESH","SHEOPUR",3177,916,24,0,59,0,4176
"MADHYA PRADESH","SHIVPURI",20337,16985,236,10,2639,3202,43409
"MADHYA PRADESH","SIDHI",10428,1641,16,1,171,15,12272
"MADHYA PRADESH","TIKAMGARH",43881,14674,129,32,364,11,59091
"MADHYA PRADESH","UJJAIN",39091,144,108,50,43,1435,40871
"MADHYA PRADESH","UMARIA",1617,725,0,0,31,9,2382
"MADHYA PRADESH","VIDISHA",4031,11749,129,8,29,157,16103
"MAHARASHTRA","AHMEDNAGAR",111894,2660,85,15,64,37806,152524
"MAHARASHTRA","AKOLA",19408,87,31,31,72,737,20366
"MAHARASHTRA","AMRAVATI",61494,1006,278,18,69,10296,73161
"MAHARASHTRA","AURANGABAD",84990,1227,13,18,1888,155,88291
"MAHARASHTRA","BEED",29846,794,119,49,26,80,30914
"MAHARASHTRA","BHANDARA",12486,1104,19,7,188,2173,15977
"MAHARASHTRA","BULDANA",59448,1397,27,28,22,3475,64397
"MAHARASHTRA","CHANDRAPUR",8604,3509,61,9,215,1017,13415
"MAHARASHTRA","DHULE",41891,284,1718,71,112,6730,50806
"MAHARASHTRA","GADCHIROLI",2929,4072,98,24,680,3362,11165
"MAHARASHTRA","GONDIYA",3353,2349,60,21,404,2678,8865
"MAHARASHTRA","HINGOLI",20234,410,1,1,2,7,20655
"MAHARASHTRA","JALGAON",97941,1674,173,22,44,9614,109468
"MAHARASHTRA","JALNA",47347,981,45,8,1754,226,50361
"MAHARASHTRA","KOLHAPUR",33793,6408,83,28,254,613,41179
"MAHARASHTRA","LATUR",27766,178,0,0,0,0,27944
"MAHARASHTRA","NAGPUR",53575,2776,144,2,497,6584,63578
"MAHARASHTRA","NANDED",26930,301,58,52,84,818,28243
"MAHARASHTRA","NANDURBAR",16164,187,357,30,24,592,17354
"MAHARASHTRA","NASHIK",157824,4743,2513,179,516,2429,168204
"MAHARASHTRA","OSMANABAD",39328,1199,50,6,29,2090,42702
"MAHARASHTRA","PARBHANI",26601,207,27,4,12,694,27545
"MAHARASHTRA","PUNE",105759,8036,186,20,814,1855,116670
"MAHARASHTRA","RAIGHAR",3674,342,2,0,46,558,4622
"MAHARASHTRA","RATNAGIRI",2199,187,2,0,122,247,2757
"MAHARASHTRA","SANGLI",83109,4067,198,9,43,2165,89591
"MAHARASHTRA","SATARA",68605,6877,0,0,0,1,75483
"MAHARASHTRA","SINDHUDURGA",3841,185,10,7,143,688,4874
"MAHARASHTRA","SOLAPUR",123569,1469,342,30,425,5526,131361
"MAHARASHTRA","THANE",3914,1554,3,8,469,200,6148
"MAHARASHTRA","WARDHA",34536,1492,264,7,115,7564,43978
"MAHARASHTRA","WASHIM",17587,881,54,6,76,839,19443
"MAHARASHTRA","YAVATMAL",32290,2384,56,70,16,1701,36517
"MANIPUR","IMPHAL WEST",0,3,0,0,0,0,3
"MEGHALAYA","JAINTIA HILLS",1,0,0,0,1,9,11
"NAGALAND","DIMAPUR",22,152,0,0,75,24,273
"NAGALAND","MOKOKCHUNG",0,3,0,0,6,1,10
"ORISSA","ANGUL",1403,885,222,2,23787,6,26305
"ORISSA","BALASORE",65,611,10,3,2139,187,3015
"ORISSA","BARGARH",1430,2707,40,2,14870,12,19061
"ORISSA","BHADRAK",11,72,4,0,248,5,340
"ORISSA","BOLANGIR",1580,3144,98,4,52830,126,57782
"ORISSA","BOUDH",126,724,8,0,9682,0,10540
"ORISSA","CUTTACK",185,2712,39,9,10828,641,14414
"ORISSA","DEOGARH",96,119,4,3,4423,2899,7544
"ORISSA","DHENKANAL",1201,1211,24,3,8846,8,11293
"ORISSA","GAJAPATI",38,64,5,1,4513,3,4624
"ORISSA","GANJAM",1415,1450,179,7,29168,484,32703
"ORISSA","JAGATSINGHPUR",19,193,24,0,755,136,1127
"ORISSA","JAJAPUR",140,371,20,2,2187,155,2875
"ORISSA","JHARSUGUDA",682,664,25,11,5434,244,7060
"ORISSA","KALAHANDI",296,806,34,2,16720,22,17880
"ORISSA","KANDHAMAL",112,997,80,3,7157,2,8351
"ORISSA","KENDRAPARA",29,153,7,0,135,3,327
"ORISSA","KEONJHAR",977,232,30,4,19034,624,20901
"ORISSA","KHURDA",168,552,7,0,14185,64,14976
"ORISSA","KORAPUT",24,106,13,2,5410,22,5577
"ORISSA","MALKANAGIRI",17,306,14,18,1720,14,2089
"ORISSA","MAYURBHANJA",229,1398,27,2,11534,451,13641
"ORISSA","NAWARANGAPUR",18,1014,19,0,10273,0,11324
"ORISSA","NAYAGARH",190,425,18,0,14880,4,15517
"ORISSA","NUAPADA",236,584,13,5,12767,22,13627
"ORISSA","PURI",17,290,14,5,726,40,1092
"ORISSA","RAYAGADA",11,123,9,1,1936,41,2121
"ORISSA","SAMBALPUR",1067,2111,47,3,13242,102,16572
