-----
{
 "description": "The table refers to Block wise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.14.csv", 
 "title": "Download CSV for Blockwise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,13,10,23,33,0,0,0,33
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,105,66,171,110,1,0,7,118
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,57,1,58,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,15,0,15,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,TADIKONDA,5,35,40,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THADEPALLE,0,116,116,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,THULLUR,0,63,63,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VELDURTHI,1,250,251,0,0,0,0,0
ANDHRA PRADESH,GUNTUR,VINUKONDA,0,35,35,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,0,5876,5876,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,0,5665,5665,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,0,3787,3787,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,0,4387,4387,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,0,4254,4254,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,CHOPPADANDI,884,2940,3824,366,469,1,0,835
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,1379,2542,3921,110,17,0,0,126
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,2796,0,2796,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,1196,173,1369,0,1,0,0,1
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,403,2910,3313,3,1,0,0,4
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,0,4690,4690,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,0,1032,1032,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,644,4643,5287,93,0,6,0,99
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,1948,1394,3342,10,0,0,0,10
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,0,7148,7148,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,1831,3200,5031,202,35,1,0,238
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,1224,2427,3651,33,16,0,0,49
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,1017,4368,5385,1,0,0,0,1
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,6256,451,6707,163,15,0,0,178
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,568,360,928,54,19,0,0,73
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,999,3248,4247,14,13,0,0,26
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,931,1008,1939,273,578,58,3,913
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,1550,3189,4739,78,317,1,0,396
ANDHRA PRADESH,KARIMNAGAR,KATARAM,0,632,632,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,9,4309,4318,7,0,0,0,7
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,2120,2144,4264,218,304,0,0,522
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,0,4591,4591,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,216,3699,3915,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,3232,3232,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,KORATLA,1472,1828,3300,504,267,7,0,778
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,430,430,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,0,751,751,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,1864,2235,4099,390,2,13,0,405
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,372,4894,5266,94,123,0,0,217
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,45,6147,6192,35,4,0,0,40
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,340,766,1106,312,0,0,0,313
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,814,4485,5299,5,0,0,0,5
ANDHRA PRADESH,KARIMNAGAR,METPALLE,405,3024,3429,206,6,0,0,212
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,971,2240,3211,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,366,366,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,0,1805,1805,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,ODELA,1428,2207,3635,32,5,0,0,37
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,1274,2373,3647,838,153,0,0,991
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,0,3606,3606,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,1035,2817,3852,2,1,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,133,4431,4564,8,0,0,0,8
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,224,1208,1432,13,28,5,8,55
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,0,4789,4789,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,2318,836,3154,219,119,0,0,338
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,0,3886,3886,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,315,1956,2271,14,9,0,0,23
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,3075,1051,4126,11,8,0,0,19
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,865,5654,6519,217,143,0,0,360
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,3459,882,4341,0,0,0,0,0
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,1968,1641,3609,539,537,0,0,1075
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,13,4114,4127,4,0,0,1,6
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,2,916,918,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,0,198,198,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,0,254,254,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BAYYARAM,247,979,1226,677,425,0,0,1102
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,6,129,135,5,0,0,0,5
ANDHRA PRADESH,KHAMMAM,BONAKAL,0,624,624,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,176,176,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,420,420,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHERLA,0,44,44,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,0,1160,1160,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,63,63,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,2,64,66,5,0,0,0,5
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,0,88,88,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,ENKURU,13,847,860,20,0,0,0,20
ANDHRA PRADESH,KHAMMAM,GARLA,0,1787,1787,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,114,114,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,JULURPAD,0,1181,1181,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KALLURU,129,324,453,133,0,0,0,133
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,0,1429,1429,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,108,3298,3406,82,120,0,0,202
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,52,3015,3067,48,16,0,0,63
ANDHRA PRADESH,KHAMMAM,KONIJERLA,163,1135,1298,126,0,0,0,126
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,897,897,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,172,172,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,28,28,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,25,3741,3766,18,0,0,0,18
ANDHRA PRADESH,KHAMMAM,MADHIRA,16,797,813,11,0,0,0,11
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,251,2117,2368,246,103,0,0,349
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,335,335,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,14,1139,1153,14,2,0,0,15
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,0,217,217,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,PENUBALLI,48,661,709,92,50,0,0,141
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,29,29,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,392,392,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,SINGARENI,0,1346,1346,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,539,539,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,THALLADA,30,123,153,32,0,0,0,32
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,5615,5615,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,0,74,74,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,18,18,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,421,421,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,0,6,6,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,WAZEED,0,4,4,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,WYRA,99,114,213,108,27,0,0,134
ANDHRA PRADESH,KHAMMAM,YELLANDU,6,679,685,3,0,0,0,3
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,11,959,970,26,0,0,0,26
ANDHRA PRADESH,KRISHNA,A KONDURU,176,1430,1606,1,61,38,2,104
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,1,764,765,0,1,0,0,1
ANDHRA PRADESH,KRISHNA,BAPULAPADU,2,701,703,12,0,0,0,12
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,0,746,746,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,CHATRAI,3,1161,1164,1,0,0,0,1
ANDHRA PRADESH,KRISHNA,G KONDURU,1,568,569,1,0,0,0,1
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,358,567,925,317,46,0,3,367
ANDHRA PRADESH,KRISHNA,GANNAVARAM,0,313,313,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,GUDIVADA,3,3,6,3,0,0,0,3
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,1,69,70,1,0,0,0,1
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,333,650,983,353,3,0,0,356
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,108,177,285,139,0,1,0,140
ANDHRA PRADESH,KRISHNA,MUSUNURU,39,1780,1819,23,17,0,0,40
ANDHRA PRADESH,KRISHNA,MYLAVARAM,14,732,746,5,5,6,2,16
ANDHRA PRADESH,KRISHNA,NANDIGAMA,88,388,476,98,11,17,30,155
ANDHRA PRADESH,KRISHNA,NUZVID,0,1169,1169,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,1,1,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,335,59,394,259,50,28,196,533
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,90,728,818,0,62,37,12,110
ANDHRA PRADESH,KRISHNA,TIRUVURU,6,735,741,8,8,0,0,16
ANDHRA PRADESH,KRISHNA,UNGUTURU,28,120,148,118,39,0,0,158
ANDHRA PRADESH,KRISHNA,VATSAVAI,480,693,1173,452,51,6,2,512
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,23,615,638,3,24,0,0,27
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,0,96,96,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,598,598,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ADONI,1,1173,1174,1,0,0,0,1
ANDHRA PRADESH,KURNOOL,ALLAGADDA,0,455,455,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ALUR,0,48,48,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ASPARI,0,583,583,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ATMAKUR,0,1020,1020,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,0,566,566,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,0,204,204,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,59,59,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,C.BELAGAL,249,1454,1703,10,260,0,0,270
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,0,585,585,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,37,37,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,2,859,861,0,3,0,0,3
ANDHRA PRADESH,KURNOOL,DHONE,0,802,802,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,DORNIPADU,0,4,4,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,GADIVEMULA,0,291,291,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,GONEGANDLA,40,2144,2184,0,59,0,0,59
ANDHRA PRADESH,KURNOOL,GOSPADU,11,216,227,13,0,0,0,13
ANDHRA PRADESH,KURNOOL,GUDUR,0,606,606,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,HALAHARVI,2,79,81,0,1,0,0,1
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,23,271,294,19,16,0,0,35
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,0,940,940,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KALLUR,0,632,632,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KODUMUR,0,776,776,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,0,75,75,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,0,223,223,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOSIGI,0,2097,2097,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,855,855,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,853,853,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,0,952,952,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,KURNOOL,1,535,536,0,0,1,0,1
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,0,323,323,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,928,928,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,15,678,693,9,0,0,0,9
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,655,655,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,NANDAVARAM,29,512,541,3,9,0,0,12
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,0,353,353,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,NANDYAL,0,416,416,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,820,820,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,OWK,0,455,455,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PAGIDYALA,0,379,379,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PAMULAPADU,0,1002,1002,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PANYAM,0,175,175,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PATTIKANDA,0,349,349,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PEAPALLY,0,900,900,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,37,1045,1082,31,9,0,0,39
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,522,522,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,SANJAMALA,0,459,459,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,SIRVEL,327,690,1017,604,8,0,0,613
ANDHRA PRADESH,KURNOOL,TUGGALI,0,756,756,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,57,57,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,1023,1023,0,0,0,0,0
ANDHRA PRADESH,KURNOOL,VELGODU,145,93,238,178,121,0,0,298
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,307,1569,1876,86,282,0,0,369
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,0,1404,1404,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,0,1681,1681,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,14,1497,1511,11,1,0,0,12
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,0,423,423,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,0,1828,1828,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,1,485,486,1,0,0,0,1
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,0,1921,1921,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,0,2165,2165,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,0,1386,1386,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,0,1358,1358,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,0,1130,1130,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,0,741,741,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,0,1149,1149,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,0,981,981,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,0,1451,1451,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,0,2506,2506,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,0,1372,1372,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,0,1916,1916,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,73,836,909,127,82,0,0,209
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,0,1206,1206,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,0,2362,2362,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,0,3224,3224,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,0,1884,1884,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,14,1533,1547,16,14,0,0,29
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,0,1550,1550,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,0,1768,1768,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,0,991,991,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,0,2043,2043,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,0,772,772,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,0,2327,2327,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,0,1587,1587,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,0,1987,1987,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,1,1787,1788,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,0,799,799,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,0,1622,1622,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,0,1662,1662,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,0,1382,1382,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,0,1171,1171,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,0,526,526,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,0,1321,1321,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,0,237,237,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,0,1376,1376,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,0,1793,1793,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,0,1193,1193,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,0,2257,2257,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,0,1063,1063,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,0,2322,2322,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,25,2027,2052,43,0,0,0,43
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,0,2302,2302,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,0,1529,1529,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,0,1375,1375,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,0,1674,1674,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,0,1740,1740,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,0,681,681,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,0,2248,2248,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,0,2051,2051,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,0,2328,2328,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,0,1314,1314,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,0,2437,2437,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ALLADURG,0,251,251,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ANDOLE,0,43,43,0,0,0,0,0
ANDHRA PRADESH,MEDAK,CHEGUNTA,0,1616,1616,0,0,0,0,0
ANDHRA PRADESH,MEDAK,CHINNA KODUR,0,6126,6126,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DOULTABAD,0,2326,2326,0,0,0,0,0
ANDHRA PRADESH,MEDAK,DUBBAK,0,1603,1603,0,0,0,0,0
ANDHRA PRADESH,MEDAK,GAJWEL,0,1603,1603,0,0,0,0,0
ANDHRA PRADESH,MEDAK,HATHNOORA,0,45,45,0,0,0,0,0
ANDHRA PRADESH,MEDAK,JAGDEVPUR,0,1266,1266,0,0,0,0,0
ANDHRA PRADESH,MEDAK,JHARASANGAM,0,1363,1363,0,0,0,0,0
ANDHRA PRADESH,MEDAK,JINNARAM,0,566,566,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KALHER,0,61,61,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KANGTI,0,221,221,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KOHIR,0,2345,2345,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KONDAPAK,0,2961,2961,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KONDAPUR,0,1203,1203,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KOWDIPALLE,0,823,823,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KULCHARAM,0,69,69,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MANOOR,0,564,564,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MEDAK,0,368,368,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MIRDODDI,0,2373,2373,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MULUG,0,1170,1170,0,0,0,0,0
ANDHRA PRADESH,MEDAK,MUNPALLE,0,390,390,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NANGANUR,0,3727,3727,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NARAYANKHED,0,672,672,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NARSAPUR,0,352,352,0,0,0,0,0
ANDHRA PRADESH,MEDAK,NYALKAL,0,1162,1162,0,0,0,0,0
ANDHRA PRADESH,MEDAK,PAPANNAPET,0,83,83,0,0,0,0,0
ANDHRA PRADESH,MEDAK,PATANCHERU,0,115,115,0,0,0,0,0
ANDHRA PRADESH,MEDAK,PULKAL,0,89,89,0,0,0,0,0
ANDHRA PRADESH,MEDAK,RAIKODE,0,612,612,0,0,0,0,0
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,0,130,130,0,0,0,0,0
ANDHRA PRADESH,MEDAK,RAMAYAMPET,0,1360,1360,0,0,0,0,0
ANDHRA PRADESH,MEDAK,REGODE,0,676,676,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SADASIVPET,0,441,441,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SANGAREDDY,0,759,759,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),0,77,77,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),0,193,193,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SHIVAMPET,0,1638,1638,0,0,0,0,0
ANDHRA PRADESH,MEDAK,SIDDIPET,0,5380,5380,0,0,0,0,0
ANDHRA PRADESH,MEDAK,TEKMAL,0,137,137,0,0,0,0,0
ANDHRA PRADESH,MEDAK,TUPRAN,0,601,601,0,0,0,0,0
ANDHRA PRADESH,MEDAK,WARGAL,0,1410,1410,0,0,0,0,0
ANDHRA PRADESH,MEDAK,YELDURTHY,0,260,260,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ZAHIRABAD,0,2889,2889,0,0,0,0,0
