-----
{
 "description": "The table refers to district wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.2.csv", 
 "title": "Download CSV for District wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"UTTAR PRADESH","SITAPUR",NA,NA,NA,NA,NA,NA,0
"UTTAR PRADESH","SONBHADRA",0,0,0,1,3933,1,3935
"UTTAR PRADESH","SULTANPUR",0,0,0,0,1158,0,1158
"UTTAR PRADESH","TEHRI GARHWAL",NA,NA,NA,NA,NA,NA,0
"UTTAR PRADESH","UDHAMSINGH NAGAR",18,0,0,38,575,30,661
"UTTAR PRADESH","UNNAO",0,0,0,0,1344,1,1345
"UTTAR PRADESH","UTTARKASHI",NA,NA,NA,NA,NA,NA,0
"UTTAR PRADESH","VARANASI",10,0,10,19,2682,1,2722
"WEST BENGAL","BANKURA",573,12,308,649,6019,50,7611
"WEST BENGAL","BIRBHUM",181,1,49,93,871,1,1196
"WEST BENGAL","BURDWAN",18,3,29,32,274,2,358
"WEST BENGAL","COOCHBEHAR",25,0,159,17,5657,1012,6870
"WEST BENGAL","DAKSHIN DINAJPUR",27,1,0,5,275,0,308
"WEST BENGAL","DARJEELING",22,0,16,23,63,0,124
"WEST BENGAL","HOOGLY",0,0,7,2,161,0,170
"WEST BENGAL","HOWRAH",0,0,0,0,4,0,4
"WEST BENGAL","JALPAIGURI",828,36,1368,70,1441,53,3796
"WEST BENGAL","MALDA",0,0,23,1,1,0,25
"WEST BENGAL","MIDNAPORE",342,18,285,514,14430,33,15622
"WEST BENGAL","MURSHIDABAD",1,0,0,0,80,0,81
"WEST BENGAL","NADIA",16,0,0,0,177,0,193
"WEST BENGAL","NORTH 24 PARGANAS",0,0,0,0,10,0,10
"WEST BENGAL","PURULIA",2144,100,810,1004,15256,134,19448
"WEST BENGAL","SOUTH 24 PARGANAS",14,0,0,0,63,0,77
"WEST BENGAL","UTTAR DINAJPUR",14,0,3,4,69,0,90
"ANDAMAN & NICOBARS","ANDAMAN",NA,NA,NA,NA,NA,NA,0
"ANDAMAN & NICOBARS","NICOBARS",NA,NA,NA,NA,NA,NA,0
"CHANDIGARH","",NA,NA,NA,NA,NA,NA,0
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",0,7,7,1,398,0,413
"DAMAN & DIU","",NA,NA,NA,NA,NA,NA,0
"DELHI","CENTRAL-DELHI",NA,NA,NA,NA,NA,NA,0
"DELHI","EAST",NA,NA,NA,NA,NA,NA,0
"DELHI","NORTH-EAST",NA,NA,NA,NA,NA,NA,0
"DELHI","NORTH-WEST",NA,NA,NA,NA,NA,NA,0
"DELHI","SOUTH-EAST",NA,NA,NA,NA,NA,NA,0
"DELHI","SOUTH-WEST",NA,NA,NA,NA,NA,NA,0
"DELHI","WEST",NA,NA,NA,NA,NA,NA,0
"LAKSHADWEEP","",NA,NA,NA,NA,NA,NA,0
"PONDICHERRY","KARAIKAL",1,0,0,0,1,0,2
"PONDICHERRY","MAHE",NA,NA,NA,NA,NA,NA,0
"PONDICHERRY","PONDICHERRY",1,0,0,0,219,0,220
"PONDICHERRY","YANAM",NA,NA,NA,NA,NA,NA,0
