-----
{
 "description": "The table refers to Block wise Construction of Deep Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.1.csv", 
 "title": "Download CSV for Blockwise Construction of Deep Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total (1994-01)
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,44,2,2,5,7,12,6,2,80
TAMIL NADU,SIVAGANGA,ILAYANGUDI,31,0,10,23,12,36,32,22,166
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,4,0,0,0,0,0,2,6,12
TAMIL NADU,SIVAGANGA,KALLAL,7,6,8,6,1,2,0,0,30
TAMIL NADU,SIVAGANGA,KANNANGUDI,7,0,0,0,0,0,7,1,15
TAMIL NADU,SIVAGANGA,MANAMADURAI,1,0,0,2,0,3,1,1,8
TAMIL NADU,SIVAGANGA,S. PUDUR,0,0,0,0,0,4,15,3,22
TAMIL NADU,SIVAGANGA,SAKKOTTAI,27,1,1,3,9,5,8,2,56
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,2,5,12,17,16,4,0,0,56
TAMIL NADU,SIVAGANGA,SIVAGANGA,8,0,0,0,1,0,4,1,14
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,5,2,1,4,0,0,0,0,12
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,29,3,1,2,3,6,0,1,45
TAMIL NADU,THANJAVUR,AMMAPETTAI,149,20,29,46,37,70,42,29,422
TAMIL NADU,THANJAVUR,BUDHALUR,4,2,0,0,0,0,1,2,9
TAMIL NADU,THANJAVUR,MADHUKUR,1510,334,223,227,160,128,88,45,2715
TAMIL NADU,THANJAVUR,ORATHANADU,1783,423,362,255,223,175,121,155,3497
TAMIL NADU,THANJAVUR,PATTUKOTTAI,1290,358,361,403,269,185,100,73,3039
TAMIL NADU,THANJAVUR,PERAVURANI,792,293,263,164,110,77,68,49,1816
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,1114,145,91,191,128,105,54,31,1859
TAMIL NADU,THANJAVUR,THANJAVUR,227,183,123,93,49,10,34,9,728
TAMIL NADU,THANJAVUR,THIRUVONAM,485,74,64,97,58,66,57,60,961
TAMIL NADU,THENI,ANDIPATTI,18,0,1,1,8,15,61,32,136
TAMIL NADU,THENI,BODI,19,40,21,5,4,2,1,0,92
TAMIL NADU,THENI,CHINNAMANNUR,76,44,8,158,128,70,3,13,500
TAMIL NADU,THENI,CUMBUM,53,3,22,99,55,38,20,8,298
TAMIL NADU,THENI,MYILADUMPARAI,10,9,6,9,24,4,12,4,78
TAMIL NADU,THENI,PERIYAKULAM,997,17,2,6,0,1,0,0,1023
TAMIL NADU,THENI,THENI,8,1,13,2,9,35,2,1,71
TAMIL NADU,THENI,UTHAMAPALAYAM,117,5,21,57,33,25,111,6,375
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,0,1,0,0,0,0,0,1
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,33,0,0,0,0,0,0,0,33
TAMIL NADU,THIRUVALLUR,MINJUR,2,0,0,0,0,0,0,0,2
TAMIL NADU,THIRUVALLUR,PALLIPATTU,7,0,1,17,0,68,68,34,195
TAMIL NADU,THIRUVALLUR,R.K.PEET,21,1,5,0,0,6,23,9,65
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,0,3,0,0,0,0,0,3
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,2,0,68,0,0,0,0,0,70
TAMIL NADU,THIRUVALLUR,TIRUTTANI,1,0,0,0,0,0,4,0,5
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,21,0,6,0,0,0,0,0,27
TAMIL NADU,THIRUVARUR,KORADACHERRY,9,5,1,7,0,0,0,0,22
TAMIL NADU,THIRUVARUR,KOTTUR,54,11,9,13,9,6,8,6,116
TAMIL NADU,THIRUVARUR,MANNARGUDI,802,49,51,193,62,37,46,119,1359
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,664,131,81,43,43,40,21,19,1042
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,52,2,2,2,0,1,2,0,61
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,7,1,4,1,4,20,1,3,41
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,1,0,1,0,0,0,2,4,8
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,28,3,0,0,0,0,0,0,31
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,8,2,0,1,2,0,7,1,21
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,14,2,2,4,5,35,12,10,84
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,10,0,0,0,0,2,0,0,12
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,1,0,0,0,0,12,2,0,15
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,12,1,3,10,14,10,5,0,55
TAMIL NADU,TIRUNELVELI,ALANGULAM,0,0,1,0,0,30,0,0,31
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,5,0,0,0,0,0,0,0,5
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,2,14,2,0,3,10,2,1,34
TAMIL NADU,TIRUNELVELI,KADAYAM,11,1,7,0,0,0,2,1,22
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,19,1,1,1,1,0,16,3,42
TAMIL NADU,TIRUNELVELI,KALAKAD,1,0,0,0,0,0,0,0,1
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,0,0,0,0,0,10,11,2,23
TAMIL NADU,TIRUNELVELI,MANUR,10,0,1,0,0,0,0,0,11
TAMIL NADU,TIRUNELVELI,NANGUNERI,9,2,2,3,2,2,3,0,23
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,11,3,3,1,2,4,4,1,29
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,2,1,4,2,0,0,0,0,9
TAMIL NADU,TIRUNELVELI,RADHAPURAM,21,34,2,1,0,0,1,3,62
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,0,0,0,4,15,1,0,0,20
TAMIL NADU,TIRUNELVELI,TENKASI,0,4,1,2,0,6,10,1,24
TAMIL NADU,TIRUNELVELI,VALLIOOR,57,2,14,22,35,54,44,4,232
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,17,0,0,0,5,2,3,1,28
TAMIL NADU,TIRUVANNAMALAI,ARNI,5,0,0,0,0,3,1,3,12
TAMIL NADU,TIRUVANNAMALAI,POLUR,1,0,0,1,0,1,0,0,3
TAMIL NADU,TIRUVANNAMALAI,WEST ARNI,5,0,0,0,0,0,0,8,13
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,0,0,1,0,0,0,0,0,1
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,8,0,0,0,1,0,0,1,10
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,18,0,1,0,0,5,1,0,25
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,10,0,0,3,0,1,0,3,17
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,5,0,0,0,0,0,0,0,5
TAMIL NADU,TUTICORIN DISTRICT,SATTANKULAM,4,1,0,0,4,10,4,2,25
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,0,0,11,0,0,3,0,0,14
TAMIL NADU,VELLORE,ARCOT,0,0,0,0,0,0,0,1,1
TAMIL NADU,VELLORE,JOLARPET,4,1,6,4,12,2,2,0,31
TAMIL NADU,VELLORE,KANDHILI,13,1,0,1,2,0,0,2,19
TAMIL NADU,VELLORE,KAVERIPAKKAM,31,2,0,18,10,34,23,18,136
TAMIL NADU,VELLORE,NEMILI,55,0,0,0,6,6,6,1,74
TAMIL NADU,VELLORE,SHOLINGUR,0,0,0,0,0,15,0,3,18
TAMIL NADU,VELLORE,THIMIRI,3,0,0,0,1,0,0,2,6
TAMIL NADU,VELLORE,THIRUPATTUR,1,0,0,0,10,12,0,0,23
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,21,4,0,0,0,0,0,0,25
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,8,1,1,1,0,0,0,0,11
TAMIL NADU,VILLUPPURAM,KOLIYANUR,39,1,8,6,0,0,0,0,54
TAMIL NADU,VILLUPPURAM,MARAKKANAM,6,2,0,6,0,0,0,0,14
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,8,0,0,0,0,0,0,0,8
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,50,0,1,0,0,0,0,0,51
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,7,0,0,0,0,0,0,0,7
TAMIL NADU,VILLUPPURAM,VAANOOR,792,45,126,19,46,8,6,2,1044
TAMIL NADU,VILLUPPURAM,VALLAM,25,1,4,0,1,0,0,0,31
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,0,0,0,0,0,1,1,0,2
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,9,0,1,0,0,0,0,1,11
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,11,0,0,1,1,0,0,7,20
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,0,0,0,0,0,0,0,2,2
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,4,0,4,1,0,8,31,1,49
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,72,7,1,0,0,0,0,2,82
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,0,0,0,0,0,1,0,0,1
TAMIL NADU,VIRUDHUNAGAR,WATRAP,60,3,8,11,0,0,1,0,83
TRIPURA,DHALAI,MANU,1,0,0,0,0,0,1,0,2
TRIPURA,DHALAI,SALEMA,1,0,0,0,0,0,0,0,1
TRIPURA,NORTH TRIPURA,GOURNAGAR,1,0,0,0,0,0,0,0,1
TRIPURA,NORTH TRIPURA,KADAMTALA,4,0,0,0,0,0,0,0,4
TRIPURA,NORTH TRIPURA,KUMARGHAT,1,0,0,0,0,0,0,0,1
TRIPURA,NORTH TRIPURA,PANISAGAR,3,0,2,0,0,1,0,0,6
TRIPURA,SOUTH TRIPURA,BAGAFA,3,0,0,0,0,0,0,0,3
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,1,1,0,0,0,0,0,0,2
TRIPURA,SOUTH TRIPURA,KAKRABAN,4,0,0,0,0,0,3,1,8
TRIPURA,SOUTH TRIPURA,KILLA,1,0,0,0,0,0,0,0,1
TRIPURA,SOUTH TRIPURA,MATABARI,7,1,0,0,1,0,0,0,9
TRIPURA,SOUTH TRIPURA,RAJNAGAR,2,3,0,0,0,0,2,0,7
TRIPURA,SOUTH TRIPURA,RUPAICHARI,1,0,0,0,0,0,0,0,1
TRIPURA,SOUTH TRIPURA,SATCHAND,1,0,0,0,0,0,0,0,1
TRIPURA,WEST TRIPURA,BISHALGARH,13,1,0,1,4,0,2,4,25
TRIPURA,WEST TRIPURA,BOXANAGAR,2,0,0,0,1,3,0,1,7
TRIPURA,WEST TRIPURA,DUKLI,3,0,0,2,0,2,11,15,33
TRIPURA,WEST TRIPURA,JAMPUIJALA,2,0,0,0,0,0,0,1,3
TRIPURA,WEST TRIPURA,JIRANIA,5,2,0,0,0,2,2,0,11
TRIPURA,WEST TRIPURA,KALYANPUR,2,0,0,0,0,0,0,0,2
TRIPURA,WEST TRIPURA,KATHALIA,1,0,0,0,1,0,0,0,2
TRIPURA,WEST TRIPURA,KHOWAI,1,0,0,0,0,1,1,1,4
TRIPURA,WEST TRIPURA,MANDAI,1,0,1,0,0,0,0,0,2
TRIPURA,WEST TRIPURA,MELAGHAR,2,1,1,0,0,0,2,0,6
TRIPURA,WEST TRIPURA,MOHANPUR,10,1,0,2,4,1,0,0,18
TRIPURA,WEST TRIPURA,PADMABILL,1,0,0,0,0,0,0,0,1
TRIPURA,WEST TRIPURA,TELIAMURA,3,1,0,0,0,0,0,0,4
TRIPURA,WEST TRIPURA,TULASHIKHAR,3,0,0,0,0,0,0,0,3
UTTAR PRADESH,AGRA,BAH,89,5,5,1,4,4,3,13,124
UTTAR PRADESH,AGRA,BAMROLI AHIR,1,0,2,2,0,0,0,3,8
UTTAR PRADESH,AGRA,ETMADPUR,12,2,0,0,0,0,3,22,39
UTTAR PRADESH,AGRA,FATEHABAD,35,2,6,6,20,24,21,45,159
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,11,11,10,11,4,2,3,0,52
UTTAR PRADESH,AGRA,JETPUR KALAN,66,7,1,5,4,5,3,8,99
UTTAR PRADESH,AGRA,KHANDOLI,18,0,2,1,0,0,0,19,40
UTTAR PRADESH,AGRA,KHERA GARH,8,6,3,2,2,0,1,14,36
UTTAR PRADESH,AGRA,PINAHAT,76,3,0,2,5,5,9,20,120
UTTAR PRADESH,AGRA,SAIYA,3,2,5,1,4,0,1,48,64
UTTAR PRADESH,AGRA,SHAMSABAD,13,0,2,1,0,0,0,12,28
UTTAR PRADESH,ALIGARH,AKRABAD,23,8,0,1,0,0,0,0,32
UTTAR PRADESH,ALIGARH,ATRAULI,67,1,1,0,0,0,0,0,69
UTTAR PRADESH,ALIGARH,CHANDOUS,53,1,1,1,3,4,4,1,68
UTTAR PRADESH,ALIGARH,DHANIPUR,5,3,8,5,1,5,0,2,29
UTTAR PRADESH,ALIGARH,GANGIRI,65,0,0,1,0,0,0,0,66
UTTAR PRADESH,ALIGARH,GONDA,5,0,0,2,1,2,0,1,11
UTTAR PRADESH,ALIGARH,IGLAS,49,2,1,1,1,0,0,0,54
UTTAR PRADESH,ALIGARH,JAWA,24,3,1,5,3,5,0,1,42
UTTAR PRADESH,ALIGARH,KHAIR,54,0,0,3,1,2,0,1,61
UTTAR PRADESH,ALIGARH,LODHA,33,3,9,6,3,0,0,0,54
UTTAR PRADESH,ALIGARH,TAPPAL,61,1,0,2,1,1,0,1,67
UTTAR PRADESH,ALIGARH,VIJOLI,67,2,0,0,0,0,1,0,70
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,95,2,3,3,9,7,12,27,158
UTTAR PRADESH,ALLAHABAD,BAHRIA,12,0,0,0,0,0,0,0,12
UTTAR PRADESH,ALLAHABAD,CHAKA,56,1,0,1,0,0,0,1,59
UTTAR PRADESH,ALLAHABAD,DHANUPUR,37,0,0,0,0,1,0,0,38
UTTAR PRADESH,ALLAHABAD,HANDIA,78,1,1,3,3,5,3,1,95
UTTAR PRADESH,ALLAHABAD,JASRA,33,0,2,0,0,0,0,3,38
UTTAR PRADESH,ALLAHABAD,KARCHHANA,111,1,4,1,1,0,0,3,121
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,34,3,3,0,0,0,0,0,40
UTTAR PRADESH,ALLAHABAD,KAURIHAR,47,1,4,9,0,0,0,0,61
UTTAR PRADESH,ALLAHABAD,KORAON,66,2,0,0,0,0,0,0,68
UTTAR PRADESH,ALLAHABAD,MAIJA,27,0,0,0,0,0,0,0,27
UTTAR PRADESH,ALLAHABAD,MANDA,29,17,6,0,0,0,0,0,52
UTTAR PRADESH,ALLAHABAD,MAUAIMA,3,0,0,0,0,0,0,0,3
UTTAR PRADESH,ALLAHABAD,PHULPUR,20,0,0,0,0,0,0,0,20
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,42,0,1,0,1,0,1,0,45
UTTAR PRADESH,ALLAHABAD,SAIDABADA,77,16,9,2,1,1,6,7,119
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,51,1,2,0,0,0,0,0,54
UTTAR PRADESH,ALLAHABAD,SORAON,8,2,0,0,0,0,0,0,10
UTTAR PRADESH,ALLAHABAD,URUWAN,97,0,4,14,0,0,0,0,115
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,85,1,1,0,0,0,0,0,87
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,6,0,0,0,0,0,0,0,6
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,108,1,3,0,0,0,0,0,112
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,28,0,0,0,0,0,0,0,28
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,30,0,2,1,0,0,0,0,33
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,58,1,1,0,0,0,0,0,60
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,51,0,2,2,0,0,0,0,55
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,5,0,0,0,0,0,0,0,5
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,9,0,0,0,0,0,0,0,9
UTTAR PRADESH,AURAIYA,ACHALDA,31,0,0,0,0,0,0,33,64
UTTAR PRADESH,AURAIYA,AJEETMAL,42,0,0,0,0,0,0,52,94
UTTAR PRADESH,AURAIYA,ARVA KATARA,42,0,0,0,0,0,0,65,107
UTTAR PRADESH,AURAIYA,AURIAYA,21,0,0,0,0,0,0,32,53
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,21,0,0,0,0,0,0,48,69
UTTAR PRADESH,AURAIYA,BIDHUNA,32,0,0,0,0,0,0,32,64
UTTAR PRADESH,AURAIYA,SAHAR,0,0,0,0,0,0,0,21,21
UTTAR PRADESH,AZAMGARH,AHIROLA,7,0,1,0,0,0,0,0,8
UTTAR PRADESH,AZAMGARH,ATROULIA,23,0,0,0,0,0,0,0,23
UTTAR PRADESH,AZAMGARH,AZAMATGARH,32,0,0,2,0,0,0,0,34
UTTAR PRADESH,AZAMGARH,BILARIYA,22,0,5,2,0,0,0,0,29
UTTAR PRADESH,AZAMGARH,HARIYA,38,0,0,1,0,0,2,1,42
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,11,0,0,0,0,0,0,0,11
UTTAR PRADESH,AZAMGARH,KOAILSA,14,0,0,0,0,0,0,0,14
UTTAR PRADESH,AZAMGARH,LALGANJ,1,0,0,0,0,0,0,0,1
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,36,0,0,0,0,0,0,0,36
UTTAR PRADESH,AZAMGARH,MARTINGANJ,1,0,0,0,0,0,0,0,1
UTTAR PRADESH,AZAMGARH,MEHNAGAR,3,0,0,0,0,0,0,0,3
UTTAR PRADESH,AZAMGARH,MIRZA PUR,6,0,0,1,0,0,0,0,7
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,7,0,0,0,0,0,0,0,7
UTTAR PRADESH,AZAMGARH,PALHANI,16,0,0,1,0,0,0,1,18
UTTAR PRADESH,AZAMGARH,PAWAI,9,0,0,0,0,0,0,1,10
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,13,0,0,0,0,0,0,0,13
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,20,0,0,1,0,0,2,0,23
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,3,0,0,0,0,0,0,0,3
UTTAR PRADESH,AZAMGARH,TARAWA,8,0,0,0,0,0,0,0,8
UTTAR PRADESH,AZAMGARH,THEKAMA,5,0,0,0,0,0,0,0,5
UTTAR PRADESH,BAGHPAT,BADRAUT,18,0,0,0,0,0,0,0,18
UTTAR PRADESH,BAGHPAT,BAGHPAT,22,0,0,0,0,0,0,3,25
UTTAR PRADESH,BAGHPAT,BINAULI,172,0,1,0,1,1,6,25,206
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,1,0,0,0,0,0,0,0,1
UTTAR PRADESH,BAGHPAT,KHEKRA,40,0,0,0,0,0,0,0,40
UTTAR PRADESH,BAGHPAT,PILANA,77,0,1,0,0,0,0,4,82
UTTAR PRADESH,BAHARAICH,BALHA,32,1,1,1,4,1,1,1,42
UTTAR PRADESH,BAHARAICH,CHITTAURA,66,0,2,0,0,0,0,1,69
UTTAR PRADESH,BAHARAICH,Fakharpur,0,0,0,0,17,0,0,0,17
UTTAR PRADESH,BAHARAICH,HUJURPUR,19,0,0,0,1,0,0,0,20
UTTAR PRADESH,BAHARAICH,JARVAL,43,0,0,0,0,0,0,0,43
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,27,0,0,1,2,0,0,0,30
UTTAR PRADESH,BAHARAICH,MAHASHI,0,0,0,0,4,0,0,0,4
UTTAR PRADESH,BAHARAICH,MIHIPURWA,6,0,2,0,3,0,0,0,11
UTTAR PRADESH,BAHARAICH,NAWABGANJ,0,0,0,0,5,0,0,0,5
UTTAR PRADESH,BAHARAICH,RISHYA,114,0,0,0,0,0,0,0,114
UTTAR PRADESH,BAHARAICH,SHIVPUR,15,0,4,0,0,0,0,0,19
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,0,0,0,0,24,0,0,0,24
UTTAR PRADESH,BALLIA,BAIRIA,35,0,0,0,0,0,0,1,36
UTTAR PRADESH,BALLIA,BANSDEEH,32,1,0,0,0,0,0,0,33
UTTAR PRADESH,BALLIA,BELHARI,46,0,1,0,0,0,0,0,47
UTTAR PRADESH,BALLIA,BERUARBARI,16,0,1,0,0,0,0,0,17
UTTAR PRADESH,BALLIA,CHILKHAR,61,1,0,0,0,0,0,0,62
UTTAR PRADESH,BALLIA,DUBHAR,61,2,1,5,1,0,0,0,70
UTTAR PRADESH,BALLIA,GARWARH,38,0,0,8,0,0,0,0,46
UTTAR PRADESH,BALLIA,HANUMANGANJ,38,1,2,1,1,0,0,0,43
UTTAR PRADESH,BALLIA,MANIER,32,0,0,0,0,0,0,0,32
UTTAR PRADESH,BALLIA,MURLICHAPRA,17,0,0,0,1,0,0,0,18
UTTAR PRADESH,BALLIA,NAGRA,70,1,0,0,0,0,0,0,71
UTTAR PRADESH,BALLIA,NAWANAGAR,30,0,0,0,0,0,0,0,30
UTTAR PRADESH,BALLIA,PANDAH,20,1,1,7,0,0,0,0,29
UTTAR PRADESH,BALLIA,RASRA,57,1,0,3,0,0,0,0,61
UTTAR PRADESH,BALLIA,REVOTI,44,0,0,4,3,0,0,0,51
UTTAR PRADESH,BALLIA,SEAR,37,4,0,0,0,0,0,0,41
UTTAR PRADESH,BALLIA,SOHAON,39,1,0,3,0,0,0,0,43
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,67,0,0,0,0,0,0,1,68
UTTAR PRADESH,BALRAMPUR,GAISADI,30,0,0,0,0,0,0,0,30
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,4,0,0,0,0,0,0,0,4
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,17,1,0,0,0,0,0,0,18
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,2,0,1,0,0,0,0,0,3
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,18,0,0,0,0,0,0,0,18
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,27,1,0,0,0,0,0,0,28
UTTAR PRADESH,BALRAMPUR,TULSIPUR,31,0,0,0,0,0,0,1,32
UTTAR PRADESH,BALRAMPUR,UTRAULA,75,0,0,0,0,0,0,0,75
UTTAR PRADESH,BANDA,BABERU,94,24,28,34,24,26,11,32,273
UTTAR PRADESH,BANDA,BADOKHAR KHURD,159,24,12,21,7,32,9,15,279
UTTAR PRADESH,BANDA,BISANDA,8,11,2,0,6,3,0,2,32
UTTAR PRADESH,BANDA,JASPURA,145,0,5,0,0,0,2,0,152
UTTAR PRADESH,BANDA,KAMASIN,27,4,11,13,16,1,10,0,82
UTTAR PRADESH,BANDA,MAHUA,29,1,5,1,2,0,6,0,44
UTTAR PRADESH,BANDA,NARAINI,35,8,16,11,7,6,2,8,93
UTTAR PRADESH,BANDA,TINDWARI,624,0,8,28,1,9,10,5,685
UTTAR PRADESH,BARABANKI,BANIKODAR,8,0,0,0,0,0,0,0,8
UTTAR PRADESH,BARABANKI,BANKI,8,0,0,0,0,0,0,0,8
UTTAR PRADESH,BARABANKI,DARIYABAD,2,0,0,0,0,0,0,0,2
UTTAR PRADESH,BARABANKI,DEVA,2,0,0,0,0,0,0,0,2
UTTAR PRADESH,BARABANKI,FATEHPUR,17,1,0,0,0,0,0,0,18
UTTAR PRADESH,BARABANKI,HARKHA,9,1,0,0,0,0,0,0,10
UTTAR PRADESH,BARABANKI,MASAULI,6,0,0,0,0,0,0,0,6
UTTAR PRADESH,BARABANKI,NINDURA,49,0,0,1,1,0,0,1,52
UTTAR PRADESH,BARABANKI,PUREDALAI,14,0,0,1,0,0,0,0,15
UTTAR PRADESH,BARABANKI,RAMNAGAR,22,0,0,1,0,0,0,0,23
UTTAR PRADESH,BARABANKI,SIDHOUR,10,0,0,1,0,0,0,0,11
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,19,0,0,0,0,0,0,0,19
UTTAR PRADESH,BARABANKI,SURATGANJ,24,0,0,0,0,0,0,0,24
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,41,0,1,1,0,0,0,0,43
UTTAR PRADESH,BAREILLY,BAHERI,151,18,38,18,21,9,4,6,265
UTTAR PRADESH,BAREILLY,BHADPURA,4,0,0,0,0,0,0,0,4
UTTAR PRADESH,BAREILLY,BHOJIPURA,18,0,0,0,0,0,0,0,18
UTTAR PRADESH,BAREILLY,BHUTA,27,0,0,0,0,0,0,0,27
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,9,2,3,1,1,1,0,2,19
UTTAR PRADESH,BAREILLY,FARIDPUR,22,0,1,0,0,0,0,0,23
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),72,1,0,0,0,1,0,0,74
UTTAR PRADESH,BAREILLY,KYARA,11,0,1,0,0,0,0,0,12
UTTAR PRADESH,BAREILLY,MAJHGAWAN,54,2,0,0,4,0,0,0,60
UTTAR PRADESH,BAREILLY,MIRGANJ,60,0,0,0,0,0,0,0,60
UTTAR PRADESH,BAREILLY,NAWABGANJ,64,0,0,0,0,0,0,0,64
UTTAR PRADESH,BAREILLY,RAM NAGAR,66,0,0,0,0,0,0,0,66
UTTAR PRADESH,BAREILLY,RICHHA,10,0,0,0,0,0,1,0,11
UTTAR PRADESH,BAREILLY,SHERGARH,4,0,0,0,0,0,0,0,4
UTTAR PRADESH,BASTI,BAHADURPUR,22,0,1,0,0,0,0,0,23
UTTAR PRADESH,BASTI,BANKATI,30,1,0,0,0,0,0,0,31
UTTAR PRADESH,BASTI,BASTI SADAR,73,1,1,0,0,1,0,0,76
UTTAR PRADESH,BASTI,GAUR,37,2,1,0,0,0,0,0,40
UTTAR PRADESH,BASTI,HARRAIYA,33,0,0,0,0,0,0,0,33
UTTAR PRADESH,BASTI,KAPTAN GANJ,60,0,0,0,0,0,0,0,60
UTTAR PRADESH,BASTI,KUDRAHA,22,0,0,0,0,0,0,0,22
UTTAR PRADESH,BASTI,PARASH RAMPUR,13,1,1,1,0,0,0,0,16
UTTAR PRADESH,BASTI,RAM NAGAR,68,2,0,0,0,0,0,0,70
UTTAR PRADESH,BASTI,RUDHAULI,24,0,0,0,0,0,0,0,24
UTTAR PRADESH,BASTI,SAHUGHAT,28,0,0,0,0,0,0,0,28
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,51,0,0,0,0,0,0,0,51
UTTAR PRADESH,BASTI,VIKRAMJOT,11,0,0,0,0,0,0,0,11
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,48,0,0,0,0,0,0,0,48
UTTAR PRADESH,BIJNOR,AFJALGARH,7,0,0,0,0,1,2,0,10
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,65,0,0,0,0,2,0,0,67
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,39,0,0,0,0,0,0,0,39
