-----
{
 "description": "The Index of Eight Core Industries is a monthly production index, which is also considered as a lead indicator of the monthly industrial performance. The Index of Eight Core Industries is compiled based on the monthly production information received from the Source Agencies;\r\rFrequency and Date ...", 
 "file_name": "Index_of_Core_Industries_2004-05_0.xls", 
 "title": "Download XLS for Index of Eight Core Industries: Base Year 2004-05 - Upto May 2013", 
 "url": "http://data.gov.in/sites/default/files/Index_of_Core_Industries_2004-05_0.xls"
}
-----
"Month/ Year","Overall Growth (%)","Growth of Coal (%)","Growth of  Crude Oil (%)","Growth of  Natural Gas (%)","Growth of  Petroleum Refinery Products (%)","Growth of  Fertilizers (%)","Growth of  Steel (%)","Growth of  Cement (%)","Growth of  Electricity (%)"
38446.0,2.45011585096,8.15602836879,-0.426439232409,-0.385208012327,-7.71297006907,-2.49818885225,8.65062442888,9.87432675045,3.03126916002
38476.0,3.96576833584,11.2037708484,-1.9404019404,3.1320754717,-5.96146855689,-1.64636412807,1.03240607972,15.3424657534,10.3406973594
38507.0,4.61874257514,3.40579710145,0.323392022997,5.72792362768,-1.059972106,-4.7598491035,4.11438576014,16.6019417476,9.40272707752
38537.0,-0.255758892239,-1.61538461538,-3.94553072626,1.2791572611,3.59767153354,1.94642251011,-0.94839609484,3.64041604755,-0.998110693475
38568.0,3.71155722958,10.5993065874,-16.1099512874,-2.36664162284,2.50617049554,5.36365737626,6.82392586352,19.2944949225,7.90526642525
38599.0,1.22778559376,4.32624113475,-7.38206697875,0.114635078334,4.93112397684,4.44944951304,4.41464096116,4.88394584139,-0.742962555291
38629.0,3.93220101716,6.07338268426,-7.01145435613,4.07172207695,-2.4094135226,-7.00006636688,11.724137931,8.57549098018,7.70084976487
38660.0,3.11091270364,6.86075169439,-8.49696536951,-1.29342202513,1.49439601494,0.807712054958,10.4945054945,7.75733927908,3.37573234014
38690.0,5.00721715789,6.69538632574,-8.13630041725,-0.97192224622,9.21885331066,0.154607326755,12.3101952278,13.4260474066,3.39136972479
38721.0,5.68511348909,8.23728813559,-4.90902849296,0.469653179191,5.45618789521,-0.417777579944,10.0314300681,15.3996598639,6.40038000426
38752.0,7.22807385197,6.85780480741,-2.08012326656,9.26808142053,6.47185722691,8.10408919825,8.15986677769,16.2792817428,9.14832222699
38780.0,5.42572630663,7.38054398432,-2.50257113473,-0.884329678104,9.40453252592,4.42900138029,6.80578610387,16.9660678643,3.3942375715
38811.0,7.3781019923,3.37704918033,-1.78443968594,4.29234338747,13.0977130977,7.5790152473,13.6248948696,12.1732026144,5.91460173129
