-----
{
 "description": "This table consists of trends in India's overall trade balance and trade balance with OPEC countries during 2004-05 to 2011-12.", 
 "file_name": "Trends_in_India's_overall_Trade_balance_and_Trade_balance_with_OPEC_Countries.xls", 
 "title": "Download XLS for Trends In India Overall Trade Balance And Trade Balance With OPEC Countries During 2004-05 To 2011-12", 
 "url": "http://data.gov.in/sites/default/files/Trends_in_India's_overall_Trade_balance_and_Trade_balance_with_OPEC_Countries.xls"
}
-----
"Year","India's Overall Trade: Exports","India's Overall Trade: Imports","India's Overall Trade: Balance of Trade","India's Overall Trade: % variation over preceding year - Exports","India's Overall Trade: % variation over preceding year - Imports","India's Trade with OPEC Countries: Exports","India's Trade with OPEC Countries: Imports","India's Trade with OPEC Countries: Balance of Trade","India's Trade with OPEC Countries: % variation over preceding year - Exports","India's Trade with OPEC Countries: % variation over preceding year - Imports","% of India's trade with OPEC to India's total trade - Exports","% of India's trade with OPEC to India's total trade - Imports"
"2006-07",571779.0,840506.0,-268727.0,25.275295891,27.2705247809,94812.0,255094.0,-160282.0,40.4976068047,415.779044846,16.5819311307,30.3500510407
"2007-08",655864.0,1012312.0,-356448.0,14.7058566334,20.4407821003,108662.0,311255.0,-202593.0,14.6078555457,22.0158059382,16.5677640486,30.74694363
"2008-09",840755.0,1374436.0,-533681.0,28.1904480197,35.7719754384,178789.0,448379.0,-269590.0,64.5368205997,44.0551959005,21.2652913155,32.6227630825
"2009-10",845534.0,1363736.0,-518202.0,0.568417672211,-0.778501145197,178618.0,438189.0,-259571.0,-0.0956434679986,-2.27263096621,21.1248749311,32.1315122575
"2010-11",1142922.0,1683467.0,-540545.0,35.1716193553,23.4452269354,243769.0,565285.0,-321516.0,36.4750473077,29.0048358129,21.3285771032,33.5786207867
"2011-12*",1454066.0,2342217.0,-888151.0,27.2235550633,39.1305561677,277740.0,831203.0,-553463.0,13.9357342402,47.0414038936,19.1009211411,35.4878732415
