-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells in use and their Potential Created/ Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells in use and their Potential Created/ Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
GUJARAT,RAJKOT,DHORAJI,29,1187,1216,83,4381,4464,82,2974,3056
GUJARAT,RAJKOT,GONDAL,10,255,265,44,937,981,0,714,715
GUJARAT,RAJKOT,JAMKANDORNA,8,337,345,22,1449,1471,8,1173,1181
GUJARAT,RAJKOT,JASDAN,20,417,437,50,1100,1150,20,1003,1023
GUJARAT,RAJKOT,JETPUR,6,327,333,15,1531,1546,7,891,898
GUJARAT,RAJKOT,LODHIKA,1,198,199,2,1302,1304,0,328,328
GUJARAT,RAJKOT,MALIYA,0,25,25,0,82,82,0,33,33
GUJARAT,RAJKOT,MORVI,11,294,305,28,1355,1384,4,898,902
GUJARAT,RAJKOT,PADDHARI,0,54,54,0,147,147,0,31,31
GUJARAT,RAJKOT,RAJKOT,3,194,197,11,413,424,0,0,0
GUJARAT,RAJKOT,TANKARA,5,180,185,17,611,628,7,458,465
GUJARAT,RAJKOT,UPLETA,1,572,573,1,11314,11315,0,8297,8297
GUJARAT,RAJKOT,WANKANER,8,1161,1169,381,10644,11025,47,5126,5173
GUJARAT,SABARKANTHA,BAYAD,1,0,1,56,0,56,19,0,19
GUJARAT,SABARKANTHA,BHILODA,5,471,476,77,1198,1276,40,960,1000
GUJARAT,SABARKANTHA,HIMATNAGAR,9,437,446,504,1572,2076,184,1166,1350
GUJARAT,SABARKANTHA,IDAR,4,0,4,127,0,127,65,0,65
GUJARAT,SABARKANTHA,KHEDBRAHMA,1,0,1,17,0,17,0,0,0
GUJARAT,SABARKANTHA,MEGHRAJ,1,18,19,12,89,101,1,67,69
GUJARAT,SABARKANTHA,MODASA,0,20,20,0,60,60,0,21,21
GUJARAT,SABARKANTHA,PRANTIJ,16,270,286,1420,1335,2755,451,1329,1781
GUJARAT,SABARKANTHA,TALOD,5,0,5,385,0,385,86,0,86
GUJARAT,SABARKANTHA,VIJAYNAGAR,2,7,9,11,10,21,9,10,19
GUJARAT,SURAT,MAHUVA,1,0,1,50,0,50,50,0,50
GUJARAT,SURAT,MANGROL,4,0,4,27,0,27,4,0,4
GUJARAT,SURAT,NIZAR,7,0,7,230,0,230,230,0,230
GUJARAT,SURAT,SONGADH,3,0,3,151,0,151,151,0,151
GUJARAT,SURAT,UMARPADA,1,0,1,38,0,38,38,0,38
GUJARAT,SURAT,VYARA,3,0,3,147,0,147,147,0,147
GUJARAT,SURENDRANAGAR,CHOTILA,4,646,650,8,3532,3540,3,2187,2190
GUJARAT,SURENDRANAGAR,CHUDA,1,0,1,40,0,40,0,0,0
GUJARAT,SURENDRANAGAR,DASADA,37,367,404,443,1639,2082,71,1544,1615
GUJARAT,SURENDRANAGAR,DHRANGADHRA,37,3023,3060,695,10889,11584,16,3859,3875
GUJARAT,SURENDRANAGAR,HALVAD,13,2990,3003,86,14079,14165,44,10904,10947
GUJARAT,SURENDRANAGAR,LAKHTAR,30,28,58,101,170,270,0,22,22
GUJARAT,SURENDRANAGAR,LIMDI,0,22,22,0,146,146,0,146,146
GUJARAT,SURENDRANAGAR,MULI,9,1613,1622,24,6687,6711,20,5307,5327
GUJARAT,SURENDRANAGAR,SAYLA,9,366,375,88,2146,2234,0,1288,1288
GUJARAT,SURENDRANAGAR,WADHWAN,6,497,503,45,1700,1745,5,1688,1693
GUJARAT,VADODARA,CHHOTA UDAIPUR,1,5,6,10,13,23,0,12,12
GUJARAT,VADODARA,DABHOI,88,268,356,3505,6501,10006,2496,6033,8529
GUJARAT,VADODARA,JETPUR  PAVI,7,7,14,124,42,166,116,42,158
GUJARAT,VADODARA,KARJAN,152,778,930,5998,29353,35351,5289,25506,30795
GUJARAT,VADODARA,KAVANT,8,45,53,169,306,475,125,265,390
GUJARAT,VADODARA,NASVADI,9,1,10,188,1,189,110,1,111
GUJARAT,VADODARA,PADARA,64,898,962,1860,22124,23984,1672,21060,22732
GUJARAT,VADODARA,SANKHEDA,16,2,18,890,26,916,643,26,669
GUJARAT,VADODARA,SAVLI,27,11,38,1205,112,1317,1004,112,1116
GUJARAT,VADODARA,SINOR,37,46,83,1869,1050,2919,1322,1037,2359
GUJARAT,VADODARA,VADODARA,38,475,513,1098,7426,8524,915,6851,7766
GUJARAT,VADODARA,VAGHODIA,0,13,13,0,73,73,0,70,70
HARYANA,AMBALA,AMBALA,6,2667,2673,171,26398,26569,168,25749,25917
HARYANA,AMBALA,AMBALA-1,0,38,38,0,220,220,0,218,218
HARYANA,AMBALA,BARARA,3,440,443,47,3976,4023,45,3712,3757
HARYANA,AMBALA,NARAINGARH,1,64,65,3,324,327,3,309,312
HARYANA,AMBALA,SAHA,0,3,3,0,34,34,0,33,33
HARYANA,AMBALA,SHAHAZADPUR,16,418,434,313,3370,3682,292,3251,3543
HARYANA,BHIWANI,BADHRA,0,134,134,0,1095,1095,0,940,940
HARYANA,BHIWANI,DADRI-I,0,88,88,0,145,145,0,145,145
HARYANA,BHIWANI,DADRI-II,0,50,50,0,221,221,0,198,198
HARYANA,FARIDABAD,FARIDABAD,0,28,28,0,169,169,0,169,169
HARYANA,FATEHABAD,BHUNA,4,261,265,124,2384,2508,109,2292,2401
HARYANA,FATEHABAD,FATEHABAD,1,914,915,11,7735,7746,11,7442,7453
HARYANA,FATEHABAD,RATIA,1,207,208,13,1956,1969,13,1900,1913
HARYANA,FATEHABAD,TOHANA,15,1433,1448,163,10455,10619,159,10154,10313
HARYANA,GURGAON,FEROZEPUR JHIRKA,6,228,234,40,1197,1237,40,1176,1216
HARYANA,GURGAON,GURGAON,1,9,10,4,31,36,4,28,32
HARYANA,GURGAON,NAGINA,0,0,0,0,0,0,0,0,0
HARYANA,GURGAON,PUNHANA,0,18,18,0,170,170,0,170,170
HARYANA,HISSAR,AGROHA,1,131,132,9,1040,1049,9,1040,1049
HARYANA,HISSAR,BARWALA,0,25,25,0,149,149,0,133,133
HARYANA,HISSAR,HISSAR-II,0,78,78,0,336,336,0,336,336
HARYANA,HISSAR,UKLANA,0,93,93,0,904,904,0,904,904
HARYANA,JHAJJAR,MATANHAIL,0,239,239,0,2740,2740,0,2734,2734
HARYANA,JHAJJAR,SAHLAWAS,0,89,89,0,250,250,0,250,250
HARYANA,JIND,ALEWA,1,105,106,19,889,908,9,814,822
HARYANA,JIND,JIND,0,89,89,0,394,394,0,385,385
HARYANA,JIND,JULANA,1,407,408,4,1424,1428,4,1348,1351
HARYANA,JIND,NARWANA,1,368,369,7,1800,1807,7,1800,1807
HARYANA,JIND,PILLU KHERA,0,125,125,0,650,650,0,600,600
HARYANA,JIND,SAFIDON,0,117,117,0,608,608,0,608,608
HARYANA,JIND,UCHANA,2,272,274,14,1012,1026,14,1012,1026
HARYANA,KAITHAL,GUHLA,36,1640,1676,235,11841,12076,235,11636,11871
HARYANA,KAITHAL,KAITHAL,26,700,726,138,5142,5280,138,5119,5257
HARYANA,KAITHAL,KALAYAT,0,169,169,0,1285,1285,0,1282,1282
HARYANA,KAITHAL,PUNDRI,6,522,528,67,3274,3342,63,3164,3227
HARYANA,KAITHAL,RAJOND,0,202,202,0,1335,1335,0,1321,1321
HARYANA,KARNAL,ASSANDH,18,862,880,93,4591,4684,89,4358,4447
HARYANA,KARNAL,GHARAUNDA,5,485,490,233,4971,5204,57,4782,4839
HARYANA,KARNAL,INDRI,2,237,239,23,1560,1584,23,1503,1527
HARYANA,KARNAL,KARNAL,26,334,360,1093,3224,4317,913,3144,4057
HARYANA,KARNAL,NILOKHERI,4,299,303,43,2965,3007,42,2797,2839
HARYANA,KARNAL,NISSING,0,77,77,0,720,720,0,677,677
HARYANA,KURUKSHETRA,BABAIN,1,15,16,16,149,166,16,149,166
HARYANA,KURUKSHETRA,LADWA,1,0,1,29,0,29,29,0,29
HARYANA,KURUKSHETRA,PEHOWA,10,2218,2228,81,23659,23740,81,22951,23033
HARYANA,KURUKSHETRA,SHAHBAD,0,604,604,0,6352,6352,0,6344,6344
HARYANA,KURUKSHETRA,THANESAR,12,480,492,181,4648,4830,181,4648,4830
HARYANA,MAHENDRAGARH,ATELI NANGAL,0,9,9,0,21,21,0,21,21
HARYANA,MAHENDRAGARH,NANGAL CHAUDHARY,6,622,628,41,2829,2870,41,2809,2850
HARYANA,MAHENDRAGARH,NARNAUL,0,21,21,0,103,103,0,103,103
HARYANA,PANCHKULA,BARWALA,3,50,53,82,458,540,70,442,512
HARYANA,PANCHKULA,PINJORE,15,59,74,588,391,979,535,377,913
HARYANA,PANCHKULA,RAIPUR RANI,0,111,111,0,667,667,0,632,632
HARYANA,PANIPAT,BAPAULI,1,282,283,13,1792,1804,13,1772,1784
HARYANA,PANIPAT,ISRANA,1,322,323,6,1959,1965,6,1934,1941
HARYANA,PANIPAT,MADLAUDA,0,278,278,0,1323,1323,0,1300,1300
HARYANA,PANIPAT,PANIPAT,0,183,183,0,937,937,0,936,936
HARYANA,PANIPAT,SMALKHA,3,355,358,16,1999,2015,16,1922,1938
HARYANA,REWARI,BAWAL,0,5,5,0,18,18,0,16,16
HARYANA,REWARI,JATUSANA,0,67,67,0,383,383,0,383,383
HARYANA,REWARI,NAHAR,2,198,200,13,811,824,13,806,818
HARYANA,REWARI,REWARI,1,14,15,13,56,69,13,56,69
HARYANA,SIRSA,ELLENABAD,0,13,13,0,34,34,0,32,32
HARYANA,SIRSA,NATHUSARI CHOPTA,1,287,288,29,2819,2848,28,2734,2763
HARYANA,SIRSA,RANIA,1,24,25,17,125,141,17,125,141
HARYANA,SIRSA,SIRSA,15,1806,1821,207,19021,19228,193,18406,18599
HARYANA,SONEPAT,GANAUR,2,366,368,131,1826,1958,131,1813,1944
HARYANA,SONEPAT,SONEPAT,0,201,201,0,978,978,0,938,938
HARYANA,YAMUNANAGAR,BILASPUR,10,206,216,240,1362,1601,222,1247,1469
HARYANA,YAMUNANAGAR,CHHACHHRAULI,4,0,4,107,0,107,97,0,97
HARYANA,YAMUNANAGAR,MUSTAFABAD,0,47,47,0,700,700,0,700,700
HARYANA,YAMUNANAGAR,RADAUR,0,1,1,0,7,7,0,7,7
HARYANA,YAMUNANAGAR,SADHAURA,5,8,13,70,61,131,50,55,105
HIMACHAL PRADESH,Kangra,BAROH,0,1,1,0,1,1,0,1,1
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),14,0,14,374,0,374,157,0,157
HIMACHAL PRADESH,Kangra,INDORA,47,2,49,1804,27,1831,1780,27,1807
HIMACHAL PRADESH,Kangra,JAWALI,16,1,17,406,2,408,406,2,408
HIMACHAL PRADESH,Kangra,NURPUR,29,0,29,1201,0,1201,1103,0,1103
HIMACHAL PRADESH,Kullu,KULLU,0,2,2,0,4,4,0,2,2
HIMACHAL PRADESH,Sirmaur,NAHAN,3,0,3,329,0,329,222,0,222
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,8,0,8,510,0,510,298,0,298
HIMACHAL PRADESH,Solan,NALAGARH,32,5,37,1493,222,1715,1129,106,1235
HIMACHAL PRADESH,Una,AMB,81,0,81,3413,0,3413,2690,0,2690
HIMACHAL PRADESH,Una,BANGANA,1,0,1,110,0,110,110,0,110
HIMACHAL PRADESH,Una,HAROLI (ST),33,0,33,954,0,954,916,0,916
HIMACHAL PRADESH,Una,UNA,74,0,74,2014,0,2014,1944,0,1944
JAMMU & KASHMIR,JAMMU,BISHNAH,0,2,2,0,96,96,0,96,96
JAMMU & KASHMIR,JAMMU,R. S. PURA,5,3,8,146,96,242,118,67,185
JAMMU & KASHMIR,JAMMU,SAMBA,5,0,5,38,0,38,35,0,35
JAMMU & KASHMIR,KATHUA,GHAGWAL,4,0,4,64,0,64,64,0,64
JHARKHAND,CHATRA,HANTARGANJ,1,0,1,8,0,8,7,0,7
JHARKHAND,DUMKA,RANESHWAR,5,0,5,59,0,59,10,0,10
JHARKHAND,GARHWA,RAMNA,1,0,1,10,0,10,2,0,2
JHARKHAND,GARHWA,RANKA,2,0,2,30,0,30,13,0,13
JHARKHAND,GIRIDIH,GAWA,6,0,6,28,0,28,24,0,24
JHARKHAND,HAZARIBAGH,CHURCHU,4,0,4,21,0,21,7,0,7
JHARKHAND,SAHEBGANJ,PATANA,5,0,5,75,0,75,65,0,65
JHARKHAND,SARAIKELA,GAMHARIYA,1,0,1,4,0,4,3,0,3
JHARKHAND,WEST SINGHBHUM,BANDGAON,1,0,1,5,0,5,4,0,4
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,1,0,1,4,0,4,2,0,2
KARNATAKA,Bangalore,BANGALORE SOUTH,1,0,1,32,0,32,3,0,3
KARNATAKA,Bangalore Rural,DODDBALLAPUR,1,0,1,38,0,38,3,0,3
KARNATAKA,Bangalore Rural,HOSKOTE,1,0,1,41,0,41,0,0,0
KARNATAKA,Belgaum,BAILAHONGAL,1,0,1,31,0,31,2,0,2
KARNATAKA,Belgaum,BELGAUM,1,0,1,41,0,41,1,0,1
KARNATAKA,Belgaum,GOKAK,1,0,1,52,0,52,52,0,52
KARNATAKA,Belgaum,KHANAPUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,SOUNDATTI,1,0,1,49,0,49,3,0,3
KARNATAKA,Bellary,BELLARY,1,0,1,71,0,71,6,0,6
KARNATAKA,Bijapur,BASAVANA BAGEWADI,1,0,1,61,0,61,8,0,8
KARNATAKA,Bijapur,MUDDEBIHAL,1,0,1,32,0,32,7,0,7
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,3,0,3,131,0,131,123,0,123
KARNATAKA,Chikmagalur,TARIKERE,1,0,1,27,0,27,27,0,27
KARNATAKA,Chitradurga,CHITRADURGA,1,0,1,50,0,50,7,0,7
KARNATAKA,Dakshina Kannada,BELTHANGADI,1,0,1,30,0,30,30,0,30
KARNATAKA,Davanagere,HARPANAHALLI,2,0,2,75,0,75,49,0,49
KARNATAKA,Dharwar,KUNDGOL,0,0,0,0,0,0,0,0,0
KARNATAKA,Kolar,CHIKBALLAPUR,3,0,3,226,0,226,9,0,9
KARNATAKA,Kolar,GUDIBANDA,1,0,1,26,0,26,1,0,1
KARNATAKA,Kolar,MULBAGAL,1,0,1,34,0,34,1,0,1
KARNATAKA,Kolar,SRINIVASPUR,1,0,1,26,0,26,1,0,1
KARNATAKA,Mandya,MADDUR,1,0,1,50,0,50,1,0,1
KARNATAKA,Mandya,MALAVALLI,2,0,2,137,0,137,1,0,1
KARNATAKA,Mandya,PANDAVAPURA,1,0,1,84,0,84,84,0,84
KARNATAKA,Tumkur,TURUVEKERE,1,0,1,41,0,41,4,0,4
KERALA,ALAPPUZHA,MAVELIKARA,0,2,2,0,3,3,0,2,2
KERALA,ERANAKULAM,KALAMASSERY,0,8,8,0,6,6,0,6,6
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,3,3,0,3,3,0,2,2
KERALA,IDDUKKI,NEDUMKANDAM,2,32,34,13,25,38,13,22,35
KERALA,KANNUR,EDAKKAD,0,0,0,0,0,0,0,0,0
KERALA,KANNUR,IRIKKUR,0,9,9,0,3,3,0,3,3
KERALA,KANNUR,THALIPARAMBA,4,13,17,14,24,38,14,24,38
KERALA,KASARAGODE,KANHANGAD,4,1,5,2,25,27,2,25,27
KERALA,KASARAGODE,KASARAGODE,6,3,9,44,4,48,36,3,39
KERALA,KASARAGODE,MANJESWARAM,0,13,13,0,24,24,0,17,17
KERALA,KOLLAM,ITHIKKARA,2,0,2,11,0,11,11,0,11
KERALA,KOLLAM,VETTIKKAVALA,0,1,1,0,39,39,0,35,35
KERALA,KOTTAYAM,ERATTUPETTAH,1,4,5,12,201,213,6,160,165
KERALA,KOTTAYAM,LALAM,1,0,1,4,0,4,3,0,3
KERALA,KOTTAYAM,UZHAVOOR,5,0,5,17,0,17,17,0,17
KERALA,KOZHIKODE,KODUVALLY,0,1,1,0,2,2,0,2,2
KERALA,MALAPPURAM,MALAPPURAM,0,8,8,0,11,11,0,9,9
KERALA,MALAPPURAM,MANKADA,0,11,11,0,10,10,0,9,9
KERALA,MALAPPURAM,PERINTHALMANNA,0,5,5,0,5,5,0,5,5
KERALA,PALAKKAD,ALATHUR,13,10,23,320,22,342,243,22,265
KERALA,PALAKKAD,MANNARKKAD,0,2,2,0,5,5,0,5,5
KERALA,PALAKKAD,OTTAPPALAM,0,14,14,0,10,10,0,10,10
KERALA,PATHANAMTHITTA,KOIPURAM,0,2,2,0,36,36,0,33,33
KERALA,PATHANAMTHITTA,MALLAPPALLY,1,2,3,1,2,3,1,2,3
KERALA,PATHANAMTHITTA,RANNI,0,8,8,0,9,9,0,9,9
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,0,0,0,0,0,0,0,0,0
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,1,1,0,31,31,0,31,31
KERALA,THRISSUR,MALA,0,13,13,0,6,6,0,6,6
KERALA,THRISSUR,OLLUKKARA,1,0,1,40,0,40,40,0,40
KERALA,THRISSUR,PAZHAYANNUR,6,1,7,60,3,63,59,3,62
KERALA,THRISSUR,VADAKKANCHERRY,3,2,5,25,2,27,25,2,27
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,0,3,3,0,8,8,0,8,8
MADHYA PRADESH,BALAGHAT,KIRNAPUR,0,7,7,0,26,26,0,25,25
MADHYA PRADESH,BALAGHAT,LANJI,1,23,24,3,44,47,3,43,46
MADHYA PRADESH,BALAGHAT,WARASEONI,0,10,10,0,54,54,0,54,54
MADHYA PRADESH,BARWANI,BARWANI,0,71,71,0,447,447,0,217,217
MADHYA PRADESH,BARWANI,NIWALI,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,BARWANI,PANSEMAL,0,40,40,0,126,126,0,100,100
MADHYA PRADESH,BARWANI,PATI,0,9,9,0,18,18,0,18,18
MADHYA PRADESH,BARWANI,RAJPUR,0,602,602,0,3044,3044,0,1884,1884
MADHYA PRADESH,BARWANI,SENDHWA,0,246,246,0,845,845,0,408,408
MADHYA PRADESH,BARWANI,THIKRI,0,434,434,0,2168,2168,0,1452,1452
MADHYA PRADESH,BETUL,AMLA,0,393,393,0,817,817,0,603,603
MADHYA PRADESH,BETUL,ATHNER,0,22,22,0,177,177,0,174,174
MADHYA PRADESH,BETUL,BETUL,0,890,890,0,1799,1799,0,1460,1460
MADHYA PRADESH,BETUL,BHAINSDEHI,1,14,15,10,106,116,8,74,82
MADHYA PRADESH,BETUL,BHIMPURA,0,17,17,0,51,51,0,18,18
MADHYA PRADESH,BETUL,CHICHOLI,0,5,5,0,25,25,0,18,18
MADHYA PRADESH,BETUL,GHODA DONGRI,0,63,63,0,111,111,0,79,79
MADHYA PRADESH,BETUL,MULTAI,0,71,71,0,124,124,0,58,58
MADHYA PRADESH,BETUL,PRABHAT PATTAN,0,183,183,0,636,636,0,370,370
MADHYA PRADESH,BHIND,ATER,1,8,9,50,118,168,10,98,108
MADHYA PRADESH,BHIND,BHIND,34,46,80,1403,277,1681,669,266,935
MADHYA PRADESH,BHIND,GOHAD,0,90,90,0,678,678,0,455,455
MADHYA PRADESH,BHIND,LAHAR,0,117,117,0,1554,1554,0,1070,1070
MADHYA PRADESH,BHIND,MEHAGOAN,2,55,57,13,786,799,13,630,643
MADHYA PRADESH,BHIND,ROUN(MIHONA),3,123,126,32,822,854,26,594,620
MADHYA PRADESH,BHOPAL,BERASIA,0,106,106,0,350,350,0,271,271
MADHYA PRADESH,BHOPAL,FUNDA,0,134,134,0,361,361,0,309,309
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,0,84,84,0,304,304,0,304,304
MADHYA PRADESH,CHHATARPUR,BIJAWAR,0,12,12,0,65,65,0,65,65
MADHYA PRADESH,CHHATARPUR,GAURIHAR,0,3,3,0,15,15,0,15,15
MADHYA PRADESH,CHHATARPUR,NOWGONG,0,3,3,0,11,11,0,11,11
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,0,5,5,0,12,12,0,12,12
MADHYA PRADESH,DAMOH,BATIYAGHAR,0,63,63,0,170,170,0,165,165
MADHYA PRADESH,DAMOH,HATTA,0,373,373,0,2229,2229,0,1251,1251
MADHYA PRADESH,DAMOH,JABERA,0,3,3,0,11,11,0,11,11
MADHYA PRADESH,DATIA,BHANDER,0,15,15,0,167,167,0,86,86
MADHYA PRADESH,DATIA,DATIA,0,202,202,0,2292,2292,0,158,158
MADHYA PRADESH,DATIA,SEONDHA,0,79,79,0,360,360,0,286,286
MADHYA PRADESH,DEWAS,BAGLEE,5,383,388,9,1199,1208,3,541,543
MADHYA PRADESH,DEWAS,DEWAS,23,889,912,84,2761,2846,47,1709,1755
MADHYA PRADESH,DEWAS,KANNOD,0,112,112,0,198,198,0,138,138
MADHYA PRADESH,DEWAS,KHATEGAON,1,7,8,3,33,36,3,33,36
MADHYA PRADESH,DEWAS,SONKUCH,0,59,59,0,107,107,0,56,56
MADHYA PRADESH,DHAR,BADNAWER,0,4,4,0,25,25,0,14,14
MADHYA PRADESH,DHAR,BAGH,1,0,1,1,0,1,0,0,0
MADHYA PRADESH,DHAR,DAHI,0,1,1,0,2,2,0,0,0
MADHYA PRADESH,DHAR,DHAR,0,36,36,0,144,144,0,12,12
MADHYA PRADESH,DHAR,DHARAMPURI,9,90,99,37,665,702,10,182,191
MADHYA PRADESH,DHAR,GANDHWANI,0,14,14,0,43,43,0,29,29
MADHYA PRADESH,DHAR,KUKSHI,1,65,66,2,222,224,0,25,25
MADHYA PRADESH,DHAR,MANAWAR,0,131,131,0,848,848,0,448,448
MADHYA PRADESH,DHAR,NALACHHA,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,NISARPUR,2,1,3,4,4,8,0,4,4
MADHYA PRADESH,DHAR,SARDARPUR,4,203,207,11,736,747,3,213,216
MADHYA PRADESH,DHAR,TIRLA,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,GUNA,BAMORI,5,1122,1127,14,4661,4675,14,4640,4654
MADHYA PRADESH,GUNA,CHANCHODA,0,21,21,0,51,51,0,51,51
MADHYA PRADESH,GUNA,EHSAGADH,42,346,388,642,1714,2356,642,1713,2355
MADHYA PRADESH,GUNA,GUNA,3,768,771,30,2946,2976,30,2945,2975
MADHYA PRADESH,GUNA,RAGHOGARH,0,37,37,0,105,105,0,105,105
MADHYA PRADESH,GWALIOR,MORAR,0,26,26,0,66,66,0,65,65
MADHYA PRADESH,HARDA,HARDA,0,2,2,0,8,8,0,8,8
MADHYA PRADESH,HOSHANGABAD,BABAI,8,28,36,409,240,649,249,240,489
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,22,291,313,151,2146,2297,147,1381,1528
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,0,1,1,0,6,6,0,6,6
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,12,122,134,1474,378,1852,310,235,545
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,0,5,5,0,40,40,0,40,40
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,7,19,26,388,167,555,240,111,351
MADHYA PRADESH,INDORE,DEPAL PUR,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE,INDORE,0,126,126,0,532,532,0,315,315
MADHYA PRADESH,INDORE,MHOW,8,1141,1149,23,5726,5749,19,2631,2649
MADHYA PRADESH,JABALPUR,BARGI,2,19,21,147,152,299,147,137,284
MADHYA PRADESH,JABALPUR,PANAGAR,7,3,10,235,43,278,215,39,254
MADHYA PRADESH,JABALPUR,PATAN,3,78,81,170,775,945,111,716,828
MADHYA PRADESH,JABALPUR,SHAHPURA,6,25,31,145,78,223,131,76,207
MADHYA PRADESH,JABALPUR,SIHORA,15,9,24,224,109,333,128,90,218
MADHYA PRADESH,JHABUA,JHABUA,0,2,2,0,4,4,0,1,1
MADHYA PRADESH,JHABUA,JOBAT,1,67,68,2,145,147,0,40,41
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,19,19,0,30,30,0,10,10
MADHYA PRADESH,JHABUA,PETLAWAD,1,268,269,2,556,558,1,363,364
MADHYA PRADESH,JHABUA,RAMA,1,2,3,7,5,12,6,3,9
MADHYA PRADESH,JHABUA,SONDWA,0,36,36,0,150,150,0,46,46
MADHYA PRADESH,JHABUA,THANDLA,2,89,91,11,223,234,2,156,158
MADHYA PRADESH,KATNI,BADWARA,0,7,7,0,45,45,0,45,45
MADHYA PRADESH,KATNI,BAHORIBAND,8,20,28,25,149,174,20,114,134
MADHYA PRADESH,KATNI,DHIMAR KHERA,51,3,54,66,11,77,66,8,74
MADHYA PRADESH,KATNI,KATNI,0,12,12,0,55,55,0,39,39
MADHYA PRADESH,KATNI,RITHI,0,12,12,0,269,269,0,227,227
MADHYA PRADESH,KHANDWA,BALADI,0,5,5,0,15,15,0,13,13
MADHYA PRADESH,KHANDWA,BURHANPUR,0,89,89,0,247,247,0,222,222
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,0,256,256,0,10627,10627,0,10239,10239
MADHYA PRADESH,KHANDWA,KHAKNAR,1,560,561,11,2193,2204,10,1820,1831
MADHYA PRADESH,KHANDWA,KHANDWA,0,232,232,0,665,665,0,665,665
MADHYA PRADESH,KHANDWA,PANDHANA,1,93,94,3,363,366,0,305,305
MADHYA PRADESH,KHANDWA,PUNASA,0,34,34,0,91,91,0,61,61
MADHYA PRADESH,KHARGONE,BARWAHA,4,1581,1585,16,6420,6435,12,5029,5041
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,10,10,0,31,31,0,23,23
MADHYA PRADESH,KHARGONE,BHIKANGAON,0,207,207,0,856,856,0,393,393
MADHYA PRADESH,KHARGONE,GOGAWA,0,121,121,0,447,447,0,325,325
MADHYA PRADESH,KHARGONE,KASRAWAD,0,40,40,0,232,232,0,143,143
MADHYA PRADESH,KHARGONE,KHARGONE,0,402,402,0,1278,1278,0,824,824
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,245,245,0,1010,1010,0,722,722
MADHYA PRADESH,KHARGONE,SEGOAN,1,103,104,6,450,456,5,223,227
MADHYA PRADESH,KHARGONE,ZIRNYA,0,9,9,0,32,32,0,31,31
MADHYA PRADESH,MANDSAUR,GAROTH,4,194,198,8,509,517,4,302,306
MADHYA PRADESH,MANDSAUR,MALHARGAR,1,251,252,2,650,652,1,315,316
MADHYA PRADESH,MANDSAUR,MANDSAUR,4,432,436,13,1040,1053,5,421,426
MADHYA PRADESH,MANDSAUR,SITAMAU,2,198,200,3,514,517,1,175,176
MADHYA PRADESH,MORENA,AMBAH,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,12,26,38,1127,223,1351,787,223,1010
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,1,4,5,2,13,15,2,11,13
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,0,129,129,0,936,936,0,936,936
MADHYA PRADESH,NEEMUCH,JAWAD,32,1921,1953,69,5334,5402,44,3580,3624
MADHYA PRADESH,NEEMUCH,MANASA,0,141,141,0,504,504,0,308,308
MADHYA PRADESH,NEEMUCH,NEEMUCH,2,639,641,6,1538,1544,2,803,805
MADHYA PRADESH,PANNA,AJAYGARH,0,23,23,0,42,42,0,42,42
