-----
{
 "description": "The table refers to District wise Surface Lift Schemes according to Water Distribution System. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.8.csv", 
 "title": "Download CSV for Districtwise Surface Lift Schemes according to Water Distribution System", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.8.csv"
}
-----
"State","District","Sprinkler","Drip Irrigation","Open channel","Under ground channel","Others","Total"
"ANDAMAN & NICOBARS","ANDAMAN",1,0,233,20,1415,1669
"ANDAMAN & NICOBARS","NICOBAR",0,0,0,0,27,27
"ANDHRA PRADESH","ADILABAD",504,2,675,227,46,1454
"ANDHRA PRADESH","ANANTHAPUR",0,0,0,1,0,1
"ANDHRA PRADESH","CHITTOOR",0,0,19,4,0,23
"ANDHRA PRADESH","CUDDAPAH",2,0,285,130,0,417
"ANDHRA PRADESH","EAST GODAVARI",1,0,57,0,0,58
"ANDHRA PRADESH","GUNTUR",37,12,1295,139,67,1550
"ANDHRA PRADESH","KARIMNAGAR",3,4,305,146,13,471
"ANDHRA PRADESH","KHAMMAM",45,67,2585,778,741,4216
"ANDHRA PRADESH","KRISHNA",4,0,100,0,2,106
"ANDHRA PRADESH","KURNOOL",12,0,909,1116,112,2149
"ANDHRA PRADESH","MAHABOOBNAGAR",17,0,540,795,27,1379
"ANDHRA PRADESH","MEDAK",1,2,566,418,0,987
"ANDHRA PRADESH","NALGONDA",104,80,2626,1538,75,4423
"ANDHRA PRADESH","NELLORE",52,72,2597,74,21,2816
"ANDHRA PRADESH","NIZAMABAD",53,12,635,1038,45,1783
"ANDHRA PRADESH","PRAKASAM",13,15,1071,199,51,1349
"ANDHRA PRADESH","RANGAREDDY",6,0,109,157,0,272
"ANDHRA PRADESH","SRIKAKULAM",1,0,28,4,0,33
"ANDHRA PRADESH","VISAKHAPATNAM",1,0,47,6,0,54
"ANDHRA PRADESH","VIZIANAGARAM",5,0,109,62,23,199
"ANDHRA PRADESH","WARANGAL",1,0,122,90,1,214
"ANDHRA PRADESH","WEST GODAVARI",1,0,205,33,0,239
"ARUNACHAL PRADESH","DIBANG VALLEY",0,0,9,0,0,9
"ARUNACHAL PRADESH","LOHIT",0,0,5,1,0,6
"ARUNACHAL PRADESH","TIRAP",0,0,1,0,0,1
"ARUNACHAL PRADESH","UPPER SUBANSIRI",0,0,1,1,0,2
"ARUNACHAL PRADESH","WEST KAMENG",0,0,1,1,0,2
"ARUNACHAL PRADESH","WEST SIANG",0,0,0,1,0,1
"ASSAM","BARPETA",6,0,11,10,0,27
"ASSAM","BONGAIGAON",0,0,193,0,0,193
"ASSAM","CACHAR",3,8,253,4,8,276
"ASSAM","DARRANG",0,0,8,0,0,8
"ASSAM","DHEMAJI",0,1,6,1,0,8
"ASSAM","DHUBRI",0,1,27,1,0,29
"ASSAM","DIBRUGARH",1,0,2,0,0,3
"ASSAM","GOALPARA",0,0,17,0,2,19
"ASSAM","GOLAGHAT",0,2,36,1,1,40
"ASSAM","HAILAKANDI",1,0,13,2,0,16
"ASSAM","JORHAT",0,1,17,4,1,23
"ASSAM","KAMRUP",13,5,83,7,2,110
"ASSAM","KARBIANGLONG",0,0,22,0,0,22
"ASSAM","KARIMGANJ",2,1,15,1,0,19
"ASSAM","KOKRAJHAR",2,3,77,0,1,83
"ASSAM","LAKHIMPUR",0,10,5,0,1,16
"ASSAM","MORIGAON",0,0,39,0,0,39
"ASSAM","NAGOAN",10,2,418,0,8,438
"ASSAM","NALBARI",0,2,52,0,2,56
"ASSAM","NC HILLS",3,3,2,0,0,8
"ASSAM","SIBSAGAR",0,1,28,1,2,32
"ASSAM","SONITPUR",0,1,105,4,17,127
"ASSAM","TINSUKIA",20,14,79,1,2,116
"BIHAR","AURANGABAD",6,7,84,1,1,99
"BIHAR","BANKA",14,16,320,20,75,445
"BIHAR","BEGUSARAI",18,122,105,8,6,259
"BIHAR","BHAGALPUR",0,2,60,1,0,63
"BIHAR","BHOJPUR",0,0,14,0,0,14
"BIHAR","BUXAR",2,0,2,1,0,5
"BIHAR","DARBHANGA",2,20,268,12,1,303
"BIHAR","EAST CHAMPARAN",6,10,51,2,49,118
"BIHAR","GAYA",11,0,57,3,5,76
"BIHAR","GOPAALGANJ",12,2,22,2,4,42
"BIHAR","JAMUI",10,10,119,9,5,153
"BIHAR","JEHANABAD",2,0,23,0,0,25
"BIHAR","KAIMUR (BHABUA)",25,3,139,5,4,176
"BIHAR","KATIHAR",1,0,21,9,1,32
"BIHAR","KHAGARIA",0,2,8,4,48,62
"BIHAR","KISHANGANJ",0,0,9,2,0,11
"BIHAR","LAKHISARAI",0,0,25,2,0,27
"BIHAR","MADHEPURA",0,0,7,1,2,10
"BIHAR","MADHUBANI",0,3,103,6,21,133
"BIHAR","MUNGER",0,1,15,0,4,20
