-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by type. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by type", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Pucca,Kuchcha,"Dug-cum
Borewell",Others,"Total
"
ORISSA,NAYAGARH,GANIA,933,6,0,1,940
ORISSA,NAYAGARH,KHANDAPARA,1876,155,2,7,2040
ORISSA,NAYAGARH,NAYAGARH,2197,123,13,8,2341
ORISSA,NAYAGARH,NUAGAON,2169,46,0,7,2222
ORISSA,NAYAGARH,ODAGAON,2074,78,1,0,2153
ORISSA,NAYAGARH,RANAPUR,2265,520,0,0,2785
ORISSA,NUAPADA,BODEN,2031,39,1,3,2074
ORISSA,NUAPADA,KHARIAR,2882,707,4,0,3593
ORISSA,NUAPADA,KOMANA,2975,170,3,1,3149
ORISSA,NUAPADA,NUAPADA,2928,25,4,2,2959
ORISSA,NUAPADA,SINAPALI,1660,187,0,5,1852
ORISSA,PURI,ASTARANG,92,40,0,1,133
ORISSA,PURI,BRAHMAGIRI,4,47,0,0,51
ORISSA,PURI,DELANGA,69,49,0,0,118
ORISSA,PURI,GOP,121,8,0,1,130
ORISSA,PURI,KAKATPUR,119,69,0,4,192
ORISSA,PURI,KANAS,10,109,2,10,131
ORISSA,PURI,KRISHNAPRASAD,6,0,0,0,6
ORISSA,PURI,NIMAPARA,28,28,3,16,75
ORISSA,PURI,PIPILI,30,58,0,3,91
ORISSA,PURI,PURISADAR,42,20,10,0,72
ORISSA,PURI,SATYABADI,41,52,0,0,93
ORISSA,RAYAGADA,BISAMCUTTACK,168,11,4,2,185
ORISSA,RAYAGADA,CHANDRAPUR,60,79,0,1,140
ORISSA,RAYAGADA,GUDARI,134,29,83,0,246
ORISSA,RAYAGADA,GUNUPUR,382,68,0,0,450
ORISSA,RAYAGADA,K.SINGPUR,28,7,0,0,35
ORISSA,RAYAGADA,KASHIPUR,18,35,0,0,53
ORISSA,RAYAGADA,KOLNARA,128,18,0,0,146
ORISSA,RAYAGADA,MUNIGUDA,182,69,0,0,251
ORISSA,RAYAGADA,PADMAPUR,165,155,6,0,326
ORISSA,RAYAGADA,RAMNAGUDA,227,14,1,1,243
ORISSA,RAYAGADA,RAYAGADA,30,13,3,0,46
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,382,24,0,0,406
ORISSA,SAMBALPUR,GOVINDAPUR,2482,43,0,3,2528
ORISSA,SAMBALPUR,JAMANKIRA,2820,58,0,5,2883
ORISSA,SAMBALPUR,JUJUMURA,1305,206,0,0,1511
ORISSA,SAMBALPUR,KUCHINDA,2408,63,1,1,2473
ORISSA,SAMBALPUR,MANESWAR,842,168,0,0,1010
ORISSA,SAMBALPUR,NAKTIDEUL,1786,582,1,10,2379
ORISSA,SAMBALPUR,RAIRAKHOLA,1708,631,3,35,2377
ORISSA,SAMBALPUR,RENGALI,660,340,0,5,1005
ORISSA,SONEPUR,BINIKA,546,243,0,2,791
ORISSA,SONEPUR,BIRMAHARAJPUR,1287,1077,1,41,2406
ORISSA,SONEPUR,DUNGURIPALI,480,955,2,1,1438
ORISSA,SONEPUR,SONEPUR,1097,793,2,2,1894
ORISSA,SONEPUR,TARAVA,1752,1015,4,1,2772
ORISSA,SONEPUR,ULLUNDA,1662,1126,3,0,2791
ORISSA,SUNDARGARH,BADAGAON,1438,193,1,0,1632
ORISSA,SUNDARGARH,BALISANKARA,2012,21,0,0,2033
ORISSA,SUNDARGARH,BISHRA,681,38,0,0,719
ORISSA,SUNDARGARH,BONAI,1006,138,0,0,1144
ORISSA,SUNDARGARH,GURUNDIA,627,305,0,0,932
ORISSA,SUNDARGARH,HEMAGIRI,1155,676,5,4,1840
ORISSA,SUNDARGARH,KOIDA,328,89,0,0,417
ORISSA,SUNDARGARH,KUANRAMUNDA,1197,299,2,2,1500
ORISSA,SUNDARGARH,KUTRA,1928,35,0,12,1975
ORISSA,SUNDARGARH,LAHUNIPADA,871,175,0,2,1048
ORISSA,SUNDARGARH,LATHIKATA,815,35,0,1,851
ORISSA,SUNDARGARH,LEPHRIPADA,1455,21,0,0,1476
ORISSA,SUNDARGARH,NUAGAON,2032,518,0,3,2553
ORISSA,SUNDARGARH,RAJAGANGAPUR,772,5,1,0,778
ORISSA,SUNDARGARH,SUBDEGA,1508,37,0,2,1547
ORISSA,SUNDARGARH,SUNDARGARH,1536,162,0,0,1698
ORISSA,SUNDARGARH,TANGARPALI,1353,113,0,0,1466
PONDICHERRY,KARAIKAL,KOTTUCHERRY,1,0,0,0,1
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,17,0,0,0,17
PONDICHERRY,PONDICHERRY,MANNADIPET,3,0,0,0,3
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,0,0,43,0,43
PONDICHERRY,PONDICHERRY,VILLIANUR,1,0,13,0,14
PUNJAB,BATHINDA,BATHINDA,21,0,0,0,21
PUNJAB,BATHINDA,NATHANA,5,0,0,0,5
PUNJAB,BATHINDA,SANGAT,70,0,0,0,70
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,40,0,0,0,40
PUNJAB,FATEHGARH SAHIB,SIRHIND,29,0,0,0,29
PUNJAB,GURDASPUR,DHARKALAN,0,0,2,2,4
PUNJAB,GURDASPUR,GURDASPUR,98,0,0,0,98
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,0,10,0,3,13
PUNJAB,HOSHIARPUR,HAZIPUR,174,3,64,0,241
PUNJAB,HOSHIARPUR,TALWARA,279,0,2,0,281
PUNJAB,LUDHIANA,MANGAT,81,0,0,0,81
PUNJAB,LUDHIANA,SUDHAR,11,0,0,0,11
PUNJAB,MOGA,KOT ISE KHAN,10,0,0,0,10
PUNJAB,ROPAR,ANANDPUR SAHIB,951,5,479,0,1435
PUNJAB,ROPAR,CHAMKAUR SAHIB,7,0,0,0,7
PUNJAB,ROPAR,KHARAR,12,0,4,0,16
PUNJAB,ROPAR,MAJRI,2,0,0,0,2
PUNJAB,ROPAR,MORINDA,2,0,0,0,2
PUNJAB,ROPAR,NOORPUR BEDI,43,0,84,0,127
PUNJAB,ROPAR,ROPAR,160,0,0,0,160
PUNJAB,SANGRUR,DHURI,149,0,0,0,149
PUNJAB,SANGRUR,SANGRUR,128,0,0,0,128
PUNJAB,SANGRUR,SUNAM,1,0,0,0,1
RAJASTHAN,AJMER,AJMER,10040,246,8,35,10329
RAJASTHAN,AJMER,BEAWAR,8764,338,10,4,9116
RAJASTHAN,AJMER,BHINAI,4750,170,8,1,4929
RAJASTHAN,AJMER,KEKRI,8636,453,16,7,9112
RAJASTHAN,AJMER,KISHANGARH,11586,150,159,4,11899
RAJASTHAN,AJMER,MASUDA,8997,279,29,6,9311
RAJASTHAN,AJMER,NASIRABAD,5996,185,23,31,6235
RAJASTHAN,AJMER,PISAGAON,4882,61,94,9,5046
RAJASTHAN,AJMER,SARWAD,6293,207,10,38,6548
RAJASTHAN,ALWAR,ALWAR,8575,43,103,10,8731
RAJASTHAN,ALWAR,BANSUR,3638,252,1909,1,5800
RAJASTHAN,ALWAR,BEHROR,2645,248,6232,3,9128
RAJASTHAN,ALWAR,KATHUMAR,3969,139,29,9,4146
RAJASTHAN,ALWAR,KISHANGARH BAAS,4385,97,259,9,4750
RAJASTHAN,ALWAR,KOTKASIM,739,15,20,0,774
RAJASTHAN,ALWAR,LAXMANGARH,4567,221,34,14,4836
RAJASTHAN,ALWAR,MANDAWAR,4345,292,4278,7,8922
RAJASTHAN,ALWAR,RAJGARH,10455,360,31,231,11077
RAJASTHAN,ALWAR,RAMGARH,4352,193,89,11,4645
RAJASTHAN,ALWAR,THANAGAZI,5573,491,21,6,6091
RAJASTHAN,ALWAR,TIJARA,4354,922,353,105,5734
RAJASTHAN,BANSWARA,BAGIDORA,1912,2085,4,1,4002
RAJASTHAN,BANSWARA,BANSWARA,851,1950,7,0,2808
RAJASTHAN,BANSWARA,GADHI,963,354,5,1,1323
RAJASTHAN,BANSWARA,GHATOL,318,824,48,47,1237
RAJASTHAN,BANSWARA,KUSHALGARH,436,836,2,3,1277
RAJASTHAN,BARAN,ANTA,184,0,15,2,201
RAJASTHAN,BARAN,ATRU,3572,402,142,18,4134
RAJASTHAN,BARAN,BARAN,1167,18,23,8,1216
RAJASTHAN,BARAN,CHABRA,4887,182,25,12,5106
RAJASTHAN,BARAN,CHIPA BAROD,9017,93,58,3,9171
RAJASTHAN,BARAN,KISHANGANJ,685,130,114,2,931
RAJASTHAN,BARAN,MANGROL,118,1,0,0,119
RAJASTHAN,BARAN,SHAHABAD,935,202,25,1,1163
RAJASTHAN,BARMER,BARMER,315,14,0,1,330
RAJASTHAN,BARMER,BAYTOO,1,0,30,0,31
RAJASTHAN,BARMER,CHOHATAN,3481,32,3053,2,6568
RAJASTHAN,BARMER,GUDAMALANI,5523,384,1501,9,7417
RAJASTHAN,BARMER,PACH PADRA,574,4,735,0,1313
RAJASTHAN,BARMER,RAMSAR,11,0,0,0,11
RAJASTHAN,BARMER,SHIV,35,1,0,0,36
RAJASTHAN,BARMER,SIWANA,3107,34,2290,9,5440
RAJASTHAN,BHARATPUR,BAYANA,4477,2,33,2,4514
RAJASTHAN,BHARATPUR,BEIR,1833,23,101,0,1957
RAJASTHAN,BHARATPUR,DEEG,21,0,0,0,21
RAJASTHAN,BHARATPUR,KAMAN,913,9,418,1,1341
RAJASTHAN,BHARATPUR,NADBAI,28,0,0,0,28
RAJASTHAN,BHARATPUR,NAGAR,21,0,0,0,21
RAJASTHAN,BHARATPUR,ROOPBAS,318,0,2,5,325
RAJASTHAN,BHILWARA,ASIND,12403,603,14,6,13026
RAJASTHAN,BHILWARA,BANEDA,6720,461,6,1,7188
RAJASTHAN,BHILWARA,BHILWARA,11395,606,17,13,12031
RAJASTHAN,BHILWARA,BIJOLIYA,1660,815,8,0,2483
RAJASTHAN,BHILWARA,HURDA,6010,125,15,22,6172
RAJASTHAN,BHILWARA,JAHAJPUR,9205,638,7,4,9854
RAJASTHAN,BHILWARA,KOTADI,8620,894,14,20,9548
RAJASTHAN,BHILWARA,MANDAL,12378,784,22,14,13198
RAJASTHAN,BHILWARA,MANDALGARH,6558,1437,11,4,8010
RAJASTHAN,BHILWARA,RAIPUR,5967,264,6,8,6245
RAJASTHAN,BHILWARA,SAHADA,8098,504,185,14,8801
RAJASTHAN,BHILWARA,SHAHPURA,11362,546,15,7,11930
RAJASTHAN,BIKANER,BIKANER,238,2,186,7,433
RAJASTHAN,BIKANER,CHHATARGARH,95,0,0,3,98
RAJASTHAN,BIKANER,DOONGAR GARH,158,7,957,0,1122
RAJASTHAN,BIKANER,NOKHA,267,0,433,0,700
RAJASTHAN,BUNDI,BUNDI,4002,220,156,12,4390
RAJASTHAN,BUNDI,HINDOLI,5258,2842,49,3,8152
RAJASTHAN,BUNDI,INDRAGARH,2103,16,38,4,2161
RAJASTHAN,BUNDI,KESHORAIPATAN,543,1,7,1,552
RAJASTHAN,BUNDI,NAINWA,6410,480,1299,12,8201
RAJASTHAN,CHITTORGARH,ARNOD,2704,4581,15,10,7310
RAJASTHAN,CHITTORGARH,BADI SADRI,4295,1810,10,2,6117
RAJASTHAN,CHITTORGARH,BENGU,5163,1970,227,19,7379
RAJASTHAN,CHITTORGARH,BHADESAR,4763,1398,12,9,6182
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,4399,3585,8,9,8001
RAJASTHAN,CHITTORGARH,CHITTORGARH,6812,707,505,15,8039
RAJASTHAN,CHITTORGARH,DUNGLA,4728,1021,10,3,5762
RAJASTHAN,CHITTORGARH,GANGARAR,5006,1433,52,2,6493
RAJASTHAN,CHITTORGARH,KAPASAN,7840,1463,6,2,9311
RAJASTHAN,CHITTORGARH,NIMBAHERA,6106,1417,16,4,7543
RAJASTHAN,CHITTORGARH,PRATAPGARH,6213,5963,28,8,12212
RAJASTHAN,CHITTORGARH,RASHMI,4123,131,44,2,4300
RAJASTHAN,CHITTORGARH,RAWATBHATA,2198,1036,7,5,3246
RAJASTHAN,CHURU,CHURU,780,4,141,1,926
RAJASTHAN,CHURU,RAJGARH,1902,2,1016,1,2921
RAJASTHAN,CHURU,RATANGARH,365,0,179,1,545
RAJASTHAN,CHURU,SARDAR SHAHAR,143,0,708,0,851
RAJASTHAN,CHURU,SUJANGARH,54,35,123,0,212
RAJASTHAN,CHURU,TARANAGAR,28,41,13,0,82
RAJASTHAN,DAUSA,BASWA,6247,618,1688,12,8565
RAJASTHAN,DAUSA,DAUSA,9832,78,455,6,10371
RAJASTHAN,DAUSA,LALSOT,7842,581,2033,16,10472
RAJASTHAN,DAUSA,MAHUA,5139,6,113,3,5261
RAJASTHAN,DAUSA,SIKRAY,6122,93,595,21,6831
RAJASTHAN,DHOLPUR,BARI,1389,26,36,0,1451
RAJASTHAN,DHOLPUR,BASERI,2401,30,43,6,2480
RAJASTHAN,DHOLPUR,RAJAKHERA,5,0,0,0,5
RAJASTHAN,DHOLPUR,SAPAIU,95,0,0,0,95
RAJASTHAN,DUNGARPUR,ASPUR,724,2948,18,0,3690
RAJASTHAN,DUNGARPUR,DUNGARPUR,1542,4713,6,0,6261
RAJASTHAN,DUNGARPUR,SAGWARA,2925,645,9,2,3581
RAJASTHAN,DUNGARPUR,SIMALWARA,910,3589,3,10,4512
RAJASTHAN,GANGANAGAR,PADAM PUR,0,0,165,0,165
RAJASTHAN,HANUMANGARH,BHADRA,1,20,0,0,21
RAJASTHAN,HANUMANGARH,NOHAR,187,118,11,0,316
RAJASTHAN,JAIPUR,AMER,6459,23,2589,11,9082
RAJASTHAN,JAIPUR,BASSI,8143,1355,2360,17,11875
RAJASTHAN,JAIPUR,CHAKSU,9895,588,93,12,10588
RAJASTHAN,JAIPUR,CHOMU,8003,74,4106,13,12196
RAJASTHAN,JAIPUR,JAIPUR,4921,21,676,5,5623
RAJASTHAN,JAIPUR,JAMWARAMGARH,8470,189,120,35,8814
RAJASTHAN,JAIPUR,KOTPUTLI,7958,506,1217,10,9691
RAJASTHAN,JAIPUR,MOUJMABAD,7488,437,27,17,7969
RAJASTHAN,JAIPUR,PHAGI,7626,163,75,2,7866
RAJASTHAN,JAIPUR,PHULERA,15751,158,1801,30,17740
RAJASTHAN,JAIPUR,SANGANER,7844,58,1540,58,9500
RAJASTHAN,JAIPUR,SHAHPURA,6014,23,30,2,6069
RAJASTHAN,JAIPUR,VIRATNAGAR,3476,79,702,5,4262
RAJASTHAN,JAISALMER,FATHEGARH,0,0,2,0,2
RAJASTHAN,JAISALMER,JAISALMER,77,0,0,0,77
RAJASTHAN,JAISALMER,POKARAN,125,2,0,0,127
RAJASTHAN,JALORE,AHORE,3673,705,678,12,5068
RAJASTHAN,JALORE,BAGODA,1831,26,4503,5,6365
RAJASTHAN,JALORE,BHINMAL,5074,350,1907,7,7338
RAJASTHAN,JALORE,JALORE,3571,99,1842,3,5515
RAJASTHAN,JALORE,RANIWARA,6934,318,824,4,8080
RAJASTHAN,JALORE,SANCHORE,10657,2254,654,7,13572
RAJASTHAN,JALORE,SAYLA,1591,13,4920,6,6530
RAJASTHAN,JHALAWAR,AKLERA,8145,1141,54,10,9350
RAJASTHAN,JHALAWAR,GANGADHAR,5130,3043,29,39,8241
RAJASTHAN,JHALAWAR,JHALARA PATAN,11628,2754,19,15,14416
RAJASTHAN,JHALAWAR,KHANPUR,4443,136,61,4,4644
RAJASTHAN,JHALAWAR,MANOHAR THANA,7401,957,6,7,8371
RAJASTHAN,JHALAWAR,PACHPAHAR,6297,1110,6,9,7422
RAJASTHAN,JHALAWAR,PIRAWA,8068,3215,9,9,11301
RAJASTHAN,JHUNJHUNU,BUHANA,640,4,2551,0,3195
RAJASTHAN,JHUNJHUNU,CIDAWA,4365,4,6210,4,10583
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,1858,15,3108,1,4982
RAJASTHAN,JHUNJHUNU,KHETDI,3208,8,1055,4,4275
RAJASTHAN,JHUNJHUNU,NAWALGARH,5811,47,467,10,6335
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,7061,22,397,22,7502
RAJASTHAN,JODHPUR,BHOPAL GARH,1924,49,172,1,2146
RAJASTHAN,JODHPUR,BILADA,2724,307,51,4,3086
RAJASTHAN,JODHPUR,JODHPUR,658,11,94,0,763
RAJASTHAN,JODHPUR,LUNI,404,128,195,0,727
RAJASTHAN,JODHPUR,ONSIA,69,1,105,0,175
RAJASTHAN,JODHPUR,PHALODI,11,84,5,0,100
RAJASTHAN,JODHPUR,SHER GARH,361,7,28,0,396
RAJASTHAN,KAROLI,HINDON,5799,511,899,8,7217
RAJASTHAN,KAROLI,KAROLI,7718,1337,17,190,9262
RAJASTHAN,KAROLI,MANDRAYAL,632,0,21,1,654
RAJASTHAN,KAROLI,NADOTI,3004,183,181,18,3386
RAJASTHAN,KAROLI,SAPOTRA,3966,104,23,4,4097
RAJASTHAN,KAROLI,TODA BHIM,5405,36,359,3,5803
RAJASTHAN,KOTA,DIGOD,873,144,13,8,1038
RAJASTHAN,KOTA,LADPURA,2926,211,74,1,3212
RAJASTHAN,KOTA,PIPALLDA,253,1,0,0,254
RAJASTHAN,KOTA,RAMGANJMANDI,5568,365,28,4,5965
RAJASTHAN,KOTA,SANGOD,3494,478,445,4,4421
RAJASTHAN,NAGAUR,DEEDWANA,3560,28,475,1,4064
RAJASTHAN,NAGAUR,DEGANA,4772,247,430,4,5453
RAJASTHAN,NAGAUR,JAYAL,284,12,260,3,559
RAJASTHAN,NAGAUR,KHEEVSAR,23,0,11,0,34
RAJASTHAN,NAGAUR,LADNU,51,1,4,0,56
RAJASTHAN,NAGAUR,MAKRANA,2348,6,21,5,2380
RAJASTHAN,NAGAUR,MERTA,2527,99,29,1,2656
RAJASTHAN,NAGAUR,NAGAUR,493,34,840,13,1380
RAJASTHAN,NAGAUR,NAWA,5824,22,3342,8,9196
RAJASTHAN,NAGAUR,PARBATSAR,5876,5,7,20,5908
RAJASTHAN,PALI,BALI,5426,553,64,10,6053
RAJASTHAN,PALI,DESURI,8055,555,69,9,8688
RAJASTHAN,PALI,JAITARAN,3292,161,168,3,3624
RAJASTHAN,PALI,MARWAR JUNCTION,5418,51,18,30,5517
RAJASTHAN,PALI,PALI,5003,384,2,2,5391
RAJASTHAN,PALI,RAIPUR,4550,113,0,4,4667
RAJASTHAN,PALI,ROHAT,1799,273,0,191,2263
RAJASTHAN,PALI,SOJAT,4422,192,61,52,4727
RAJASTHAN,PALI,SUMERPUR,4089,177,24,11,4301
RAJASTHAN,RAJSAMAND,AMET,5535,1385,137,13,7070
RAJASTHAN,RAJSAMAND,BHIM,6917,291,9,8,7225
RAJASTHAN,RAJSAMAND,DEVGARH,3843,622,2,1,4468
RAJASTHAN,RAJSAMAND,KUMBHALGARH,3406,3059,16,3,6484
RAJASTHAN,RAJSAMAND,NATHDWARA,4699,2230,15,4,6948
RAJASTHAN,RAJSAMAND,RAILMAGRA,6337,838,26,14,7215
RAJASTHAN,RAJSAMAND,RAJSAMAND,7764,677,19,8,8468
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,4668,134,221,13,5036
RAJASTHAN,SAWAI MADHOPUR,BAOLI,4328,121,92,5,4546
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,3705,28,132,3,3868
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,5317,98,996,5,6416
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,2011,4,598,1,2614
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,2158,82,237,1,2478
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,7050,116,422,17,7605
RAJASTHAN,SIKAR,DATARAM GARH,8442,35,4451,17,12945
RAJASTHAN,SIKAR,FATEHPUR,751,0,82,0,833
RAJASTHAN,SIKAR,LAXMAN GARH,2228,35,2401,32,4696
RAJASTHAN,SIKAR,NEEM KA THANA,7035,124,231,62,7452
RAJASTHAN,SIKAR,SHRI MADHOPUR,8032,173,8381,18,16604
RAJASTHAN,SIKAR,SIKAR,4875,18,5414,15,10322
RAJASTHAN,SIROHI,ABUROAD,1731,796,7,0,2534
RAJASTHAN,SIROHI,PINDWARA,3176,243,13,2,3434
RAJASTHAN,SIROHI,REVDAR,6003,272,300,3,6578
RAJASTHAN,SIROHI,SHIVGANJ,2341,92,57,2,2492
RAJASTHAN,SIROHI,SIROHI,2579,368,176,1,3124
RAJASTHAN,TONK,DEOLI,8090,83,51,29,8253
RAJASTHAN,TONK,MALPURA,7335,210,21,3,7569
RAJASTHAN,TONK,NIWAI,9355,89,4,23,9471
RAJASTHAN,TONK,PEEPLU,5867,92,4,8,5971
RAJASTHAN,TONK,TODARAI SINGH,5176,98,38,5,5317
RAJASTHAN,TONK,TONK,5672,64,133,21,5890
RAJASTHAN,TONK,UNIYARA,5754,75,135,51,6015
RAJASTHAN,UDAIPUR,DHARIYAVAD,1464,4348,3,3,5818
RAJASTHAN,UDAIPUR,GIRWA,4361,5193,318,1,9873
RAJASTHAN,UDAIPUR,GOGUNDA,3777,1281,0,1,5059
RAJASTHAN,UDAIPUR,JHADOL,1998,1185,7,4,3194
RAJASTHAN,UDAIPUR,KHERWADA,830,1254,2,0,2086
RAJASTHAN,UDAIPUR,KOTRA,471,1748,3,2,2224
RAJASTHAN,UDAIPUR,MAWLI,7847,2454,26,9,10336
RAJASTHAN,UDAIPUR,SALUMBER,2219,3675,11,3,5908
RAJASTHAN,UDAIPUR,SARADA,1652,2687,2,6,4347
RAJASTHAN,UDAIPUR,VALLABH NAGAR,5749,7757,13,4,13523
TAMIL NADU,COIMBATORE,ANAMALAI,4465,485,8,5,4963
TAMIL NADU,COIMBATORE,ANNUR,3844,2004,8,5,5861
TAMIL NADU,COIMBATORE,AVINASHI,5612,1248,195,220,7275
TAMIL NADU,COIMBATORE,KINATHUKADAVU,6748,796,39,0,7583
TAMIL NADU,COIMBATORE,KUDIMANGALAM,6674,300,20,59,7053
TAMIL NADU,COIMBATORE,MADATTHUKULAM,3615,273,1,4,3893
TAMIL NADU,COIMBATORE,MADUKKARAI,3336,1220,51,59,4666
TAMIL NADU,COIMBATORE,METTUPALAYAM,5673,1270,9,4,6956
TAMIL NADU,COIMBATORE,PALLADAM,5358,1709,13,0,7080
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,2363,844,45,34,3286
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,4793,1896,27,21,6737
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,3716,1236,10,1,4963
TAMIL NADU,COIMBATORE,PONGALUR,5333,1196,6,1,6536
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,1797,504,54,4,2359
TAMIL NADU,COIMBATORE,SOOLUR,4039,420,8,0,4467
TAMIL NADU,COIMBATORE,SULTHANPET,5670,724,213,2,6609
TAMIL NADU,COIMBATORE,THIRUPPUR,3910,1181,65,12,5168
TAMIL NADU,COIMBATORE,THONDAMUTHUR,2908,1200,85,110,4303
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,7081,586,13,3,7683
TAMIL NADU,CUDDALORE,ANNAGRAMAM,39,0,64,0,103
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,0,1,0,1
TAMIL NADU,CUDDALORE,CUDDALORE,37,20,26,40,123
TAMIL NADU,CUDDALORE,KAMMAPURAM,32,50,0,0,82
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,131,3,137,12,283
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,175,0,67,0,242
TAMIL NADU,CUDDALORE,KUMARATCHI,25,0,0,0,25
TAMIL NADU,CUDDALORE,KURINJIPADY,499,5,0,0,504
TAMIL NADU,CUDDALORE,MANGALORE,5499,1013,9,1,6522
TAMIL NADU,CUDDALORE,NALLUR,1874,76,1,1,1952
TAMIL NADU,CUDDALORE,PANRUTI,26,0,0,0,26
TAMIL NADU,CUDDALORE,PARANGIPETTAI,41,472,0,13,526
TAMIL NADU,CUDDALORE,VRIDHACHALAM,1436,98,8,1,1543
TAMIL NADU,DHARMAPURI,BARUGUR,8181,305,73,12,8571
TAMIL NADU,DHARMAPURI,DHARMAPURI,1332,1896,4,1,3233
TAMIL NADU,DHARMAPURI,HARUR,6807,855,38,6,7706
TAMIL NADU,DHARMAPURI,HOSUR,1301,487,48,0,1836
TAMIL NADU,DHARMAPURI,KARIMANGALAM,7415,4259,26,6,11706
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,6034,1826,9,111,7980
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),2028,2103,52,5,4188
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,5796,393,16,19,6224
TAMIL NADU,DHARMAPURI,MATHUR,2343,1590,24,2,3959
TAMIL NADU,DHARMAPURI,MORAPPUR,4563,401,362,1,5327
TAMIL NADU,DHARMAPURI,NALLAMPALLI,5369,1088,33,10,6500
TAMIL NADU,DHARMAPURI,PALACODE,8633,2660,28,9,11330
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,11350,1745,19,81,13195
TAMIL NADU,DHARMAPURI,PENNAGARAM,8968,1175,28,0,10171
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,2393,3498,73,2,5966
TAMIL NADU,DHARMAPURI,THALLY,2032,580,79,12,2703
TAMIL NADU,DHARMAPURI,UTHANGARAI,8416,1820,44,49,10329
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,4106,355,3,6,4470
TAMIL NADU,DINDIGUL,ATHOOR,3724,1923,5,5,5657
TAMIL NADU,DINDIGUL,BATLAGUNDU,4418,790,5,42,5255
TAMIL NADU,DINDIGUL,DINDIGUL,3808,2388,8,71,6275
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,3733,1669,10,298,5710
TAMIL NADU,DINDIGUL,KODAIKANAL,1,2,0,0,3
TAMIL NADU,DINDIGUL,NATHAM,4223,2346,18,144,6731
TAMIL NADU,DINDIGUL,NILAKOTTAI,6167,2516,16,6,8705
TAMIL NADU,DINDIGUL,ODDANCHATRAM,8063,3289,45,177,11574
TAMIL NADU,DINDIGUL,PALANI,5238,715,7,51,6011
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,3131,5419,13,35,8598
TAMIL NADU,DINDIGUL,SHANARPATTI,3647,3021,8,316,6992
TAMIL NADU,DINDIGUL,THOPPAMPATTI,6319,3867,40,42,10268
TAMIL NADU,DINDIGUL,VADAMADURAI,3126,3822,681,27,7656
TAMIL NADU,DINDIGUL,VEDASANDUR,5439,2341,49,63,7892
TAMIL NADU,ERODE,AMMAPETTAI,6119,198,10,2,6329
TAMIL NADU,ERODE,ANTHIYUR,4193,108,7,2,4310
TAMIL NADU,ERODE,BHAVANI,5300,48,7,2,5357
TAMIL NADU,ERODE,BHAVANISAGAR,2887,1356,13,12,4268
TAMIL NADU,ERODE,CHENNIMALAI,5307,911,29,2,6249
TAMIL NADU,ERODE,DHARAPURAM,7973,964,42,2,8981
TAMIL NADU,ERODE,ERODE,3468,310,62,1,3841
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,5127,444,28,83,5682
TAMIL NADU,ERODE,KANGEYAM,5475,1068,518,5,7066
TAMIL NADU,ERODE,KODUMUDI,4893,3153,42,9,8097
TAMIL NADU,ERODE,KUMDADAM,9008,1705,55,14,10782
TAMIL NADU,ERODE,MODAKURICHI,8780,3626,22,6,12434
TAMIL NADU,ERODE,MOOLANUR,6963,729,27,5,7724
TAMIL NADU,ERODE,NAMBIYUR,4920,474,73,7,5474
TAMIL NADU,ERODE,PERUNTHURAI,5505,544,118,14,6181
