-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEES","A","A Union Govt",14982.2375,10894.744,16794.6679,13192.0971,15519.4045,18753.6624,20305.303,21727.0233,73620.6087,28409.32,38800.4654,65769.454
"CEES","B","A UT Puducherry",70.5934,74.1148,82.4459,87.6945,91.6134,113.2502,169.0639,251.6934,181.0865,151.6722,243.0626,216.7712
"CEES","B","Andhra Pradesh",1763.0158,2389.2227,2521.8326,2681.5821,3398.7052,4357.2435,7479.956,9395.9535,12454.2636,9983.7705,13062.0798,10405.5626
"CEES","B","Arunachal Pradesh",212.5064,205.484,227.862,233.224,360.6819,288.6497,331.3266,423.7286,581.7141,1081.3227,814.3,1150.4294
"CEES","B","Assam",420.4125,518.9217,469.0202,472.3289,564.9023,2109.9339,1029.8366,1274.6758,1379.219,1839.5467,2102.3054,1771.2893
"CEES","B","Bihar",1125.6482,982.5286,679.8001,746.6977,1363.5035,999.5836,1683.5532,4460.1592,5082.348,5589.6815,5935.0601,7728.1511
"CEES","B","Chattisgarh",0.0,168.3784,349.7112,663.7487,808.2291,994.1367,1102.0209,1620.3453,2291.0174,2129.7971,1866.0073,2071.0354
"CEES","B","D NCT Delhi",343.1826,403.7827,382.8607,471.8833,518.2102,938.9041,1081.9442,1402.51,2856.2742,2980.6022,3724.2046,3183.5118
"CEES","B","Goa",80.0938,105.0782,131.5256,135.9807,184.9585,265.5019,389.3198,421.1993,449.8993,558.256,693.5624,810.1797
"CEES","B","Gujarat",2033.9756,1904.8582,868.9972,1285.9506,1991.1012,2565.9806,5050.5071,6193.7946,4818.9101,8122.609,5819.9358,6758.7448
"CEES","B","Haryana",702.3381,1272.396,1225.2621,176.1626,25.521,551.8447,1091.028,1688.3525,2333.2279,3197.5821,3961.1056,2602.4558
"CEES","B","Himachal Pradesh",319.1518,301.3844,371.8553,604.7379,458.3681,294.187,400.0403,474.3199,769.0497,1181.7717,1270.3406,1104.3406
"CEES","B","Jammu and Kashmir",453.7717,594.5809,911.5976,1034.1722,1325.6854,1570.6651,2305.6041,1569.7609,2480.6224,3536.5422,4369.3318,4063.6463
"CEES","B","Jharkhand",0.0,155.36,602.3865,673.9655,816.6982,1087.2516,1215.7305,894.1247,1643.7227,1520.0681,1765.9233,1862.3829
"CEES","B","Karnataka",1352.1997,1600.5528,1841.8295,2564.8433,2473.7502,4051.4255,4498.7057,6929.0069,6162.2431,6839.762,8996.1544,10273.0058
"CEES","B","Kerala",534.9708,480.2232,472.5934,574.5789,544.1353,549.9318,614.1982,746.9874,1282.8841,1352.4234,1629.159,2765.9013
"CEES","B","Madhya Pradesh",739.521,958.8575,1277.273,1882.7829,2107.0509,4373.1809,5866.7723,4376.8234,5618.3495,5293.1916,6627.5647,7089.2006
"CEES","B","Maharastra",3505.3972,4296.5978,2776.622,3485.0186,7867.9451,7545.0684,8760.5148,8977.404,10405.4513,16349.2782,15237.7938,16181.1721
"CEES","B","Manipur",287.2233,105.6336,122.8107,80.7668,133.8863,248.6366,297.6617,465.0182,625.4161,864.8617,925.6692,1052.5674
"CEES","B","Meghalaya",101.9475,139.3606,88.8784,111.0417,126.7137,128.2557,133.6019,177.2319,211.4879,261.9343,291.44,405.3468
"CEES","B","Mizoram",104.8077,94.1034,73.1796,105.2851,230.6822,240.6176,347.9572,319.9709,424.8053,328.3169,396.5964,465.4062
"CEES","B","Nagaland",90.4242,114.8675,125.6039,166.9951,202.9329,187.6688,300.9425,402.3687,392.9494,412.1554,510.9331,599.6771
"CEES","B","Orissa",736.1855,679.8212,664.8322,893.3902,687.8836,950.4149,866.285,1167.6988,2067.7788,2670.613,2907.4292,3266.4438
"CEES","B","Punjab",359.2524,1297.285,907.7675,377.395,642.1302,618.7378,1082.6984,2121.8361,1566.2967,1526.1763,1341.4762,1535.8645
"CEES","B","Rajasthan",867.5094,770.4025,1125.664,1235.1635,1794.0219,1858.236,2440.6738,2244.3631,2770.768,2956.5982,3246.2424,3260.2227
"CEES","B","Sikkim",54.2946,96.1497,129.149,113.834,101.2765,205.4172,219.3849,186.0491,240.7755,344.108,339.0224,228.5509
"CEES","B","Tamil Nadu",218.6587,760.7054,961.2776,838.0299,1825.2654,1738.766,2807.7053,4625.623,5946.3464,7439.6799,5892.1379,7571.4418
"CEES","B","Tripura",155.4028,217.8822,329.4853,240.6948,243.3107,356.4659,412.5962,413.8924,483.4508,616.1116,671.9289,583.5652
"CEES","B","Uttar Pradesh",2225.982,2899.4463,3216.274,3176.3452,8767.4601,4901.6994,7238.8558,11150.4898,14261.8589,18558.9299,19778.2436,14475.2755
"CEES","B","Uttarakhand",0.0,147.462,151.3469,223.0011,351.8471,825.4527,1310.1332,1154.3092,1615.854,1561.3516,1428.6984,1514.8923
"CEES","B","West Bengal",729.9402,1082.3724,1069.6215,629.6901,600.6233,1660.3554,1308.9289,1558.8433,1854.2782,2368.0477,1963.7112,1642.6146
