-----
{
 "description": "The table gives the State-wise distribution of Bank Offices, Aggregate Deposits of Public Sector Banks, Total Credit of Public Sector Banks and Percentage Share of Advances to Priority Sectors. The details are given for Public Sector Banks which include State Bank of India and Its Associates, ...", 
 "file_name": "tab47.xls", 
 "title": "Download XLS for State-wise Distribution of Bank Offices, Aggregate Deposits and Total Credit of Public Sector Banks and Percentage Share of Advances to Priority Sectors(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab47.xls"
}
-----
"","","","","","","","","","","",""
"","Appendix No. 4.7: STATE-WISE DISTRIBUTION OF BANK OFFICES, AGGREGATE DEPOSITS AND GROSS BANK CREDIT OF PUBLIC SECTOR BANKS AND PERCENTAGE SHARE OF ADVANCES TO PRIORITY SECTORS","","","","","","","","","",""
"","S. No.","State\Union Territory","No. of offices
 at the end of","","","Deposits 
(Rs. Crore) 
end","","Credit
(Rs. Crore) 
end","","Share of priority sectors in total banks credit (per cent)",""
"","","","June 
1969","March 2012","June 
2012","June 
1969","March 
2012","June 
1969","March 
2012","June 
1969","March 
2012"
"",1.0,"Andaman & Nicobar",1.0,44.0,44.0,"…",1891.0,"…",768.0,"…",54.5572916667
"",2.0,"Andhra Pradesh",567.0,5869.0,5904.0,121.0,269846.0,122.0,305304.0,24.4,42.7007179729
"",3.0,"Arunachal Pradesh","…",71.0,71.0,"…",5755.0,"…",1327.0,"…",37.3775433308
"",4.0,"Assam",74.0,1110.0,1114.0,33.0,58504.0,13.0,20230.0,10.3,54.2412259021
"",5.0,"Bihar",273.0,2997.0,3016.0,169.0,120685.0,53.0,32964.0,9.1,71.5962868584
"",6.0,"Chandigarh",20.0,301.0,303.0,35.0,31981.0,64.0,39745.0,4.2,23.0997609762
"",7.0,"Chhattisgarh","…",1009.0,1019.0,"…",59044.0,"…",31468.0,"…",39.9739417821
"",8.0,"Dadra & Nagar Haveli","…",25.0,25.0,"…",1242.0,"…",364.0,"…",65.9340659341
"",9.0,"Daman & Diu","…",25.0,25.0,"…",1715.0,"…",344.0,"…",79.0697674419
"",10.0,"Delhi",274.0,2145.0,2162.0,360.0,512269.0,245.0,473643.0,10.2,9.58760078794
"",11.0,"Goa",85.0,410.0,413.0,49.0,30466.0,20.0,8414.0,12.6,39.0301877823
"",12.0,"Gujarat",752.0,4298.0,4322.0,401.0,254678.0,195.0,170750.0,15.9,38.6084919473
"",13.0,"Haryana",172.0,2162.0,2176.0,49.0,101661.0,23.0,128213.0,28.2,32.4709662827
"",14.0,"Himachal Pradesh",42.0,957.0,960.0,12.0,34826.0,3.0,13132.0,2.7,69.5400548279
"",15.0,"Jammu & Kashmir",35.0,383.0,385.0,18.0,14042.0,1.0,3746.0,30.3,70.3150026695
"",16.0,"Jharkhand","…",1660.0,1665.0,"…",79960.0,"…",25990.0,"…",53.8283955367
"",17.0,"Karnataka",756.0,4744.0,4768.0,188.0,286645.0,143.0,213433.0,24.8,35.4382874251
"",18.0,"Kerala",601.0,2868.0,2906.0,117.0,124665.0,77.0,98690.0,27.6,55.2365994528
