-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total - Constraints in utilisation,Total in use
UTTAR PRADESH,AGRA,SAIYA,0,17,0,2,33,52,52
UTTAR PRADESH,AGRA,SHAMSABAD,0,12,0,7,9,28,28
UTTAR PRADESH,ALIGARH,AKRABAD,31,0,0,0,0,0,31
UTTAR PRADESH,ALIGARH,ATRAULI,4,59,1,0,2,62,66
UTTAR PRADESH,ALIGARH,CHANDOUS,45,5,0,0,13,18,63
UTTAR PRADESH,ALIGARH,DHANIPUR,29,0,0,0,0,0,29
UTTAR PRADESH,ALIGARH,GANGIRI,4,55,0,1,0,56,60
UTTAR PRADESH,ALIGARH,GONDA,11,0,0,0,0,0,11
UTTAR PRADESH,ALIGARH,IGLAS,54,0,0,0,0,0,54
UTTAR PRADESH,ALIGARH,JAWA,29,13,0,0,0,13,42
UTTAR PRADESH,ALIGARH,KHAIR,23,21,8,1,0,30,53
UTTAR PRADESH,ALIGARH,LODHA,25,22,4,0,0,26,51
UTTAR PRADESH,ALIGARH,TAPPAL,50,11,4,1,1,17,67
UTTAR PRADESH,ALIGARH,VIJOLI,32,21,0,0,0,21,53
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,26,106,3,1,15,125,151
UTTAR PRADESH,ALLAHABAD,BAHRIA,4,6,0,0,2,8,12
UTTAR PRADESH,ALLAHABAD,CHAKA,26,12,5,1,14,32,58
UTTAR PRADESH,ALLAHABAD,DHANUPUR,1,35,0,0,2,37,38
UTTAR PRADESH,ALLAHABAD,HANDIA,5,81,0,0,3,84,89
UTTAR PRADESH,ALLAHABAD,JASRA,23,4,2,1,8,15,38
UTTAR PRADESH,ALLAHABAD,KARCHHANA,6,92,6,4,12,114,120
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,17,9,0,1,10,20,37
UTTAR PRADESH,ALLAHABAD,KAURIHAR,17,37,0,0,2,39,56
UTTAR PRADESH,ALLAHABAD,KORAON,24,5,7,2,27,41,65
UTTAR PRADESH,ALLAHABAD,MAIJA,0,27,0,0,0,27,27
UTTAR PRADESH,ALLAHABAD,MANDA,33,9,2,1,5,17,50
UTTAR PRADESH,ALLAHABAD,MAUAIMA,0,1,0,0,0,1,1
UTTAR PRADESH,ALLAHABAD,PHULPUR,16,1,0,0,3,4,20
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,38,0,0,0,6,6,44
UTTAR PRADESH,ALLAHABAD,SAIDABADA,11,94,0,9,4,107,118
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,18,22,1,2,11,36,54
UTTAR PRADESH,ALLAHABAD,SORAON,8,0,0,0,0,0,8
UTTAR PRADESH,ALLAHABAD,URUWAN,52,29,3,0,28,60,112
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,70,2,1,0,13,16,86
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,3,1,0,0,2,3,6
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,93,1,0,0,16,17,110
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,28,0,0,0,0,0,28
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,21,4,0,0,5,9,30
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,43,2,1,0,13,16,59
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,32,7,1,0,10,18,50
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,4,1,0,0,0,1,5
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,8,0,0,0,1,1,9
UTTAR PRADESH,AURAIYA,ACHALDA,0,0,31,33,0,64,64
UTTAR PRADESH,AURAIYA,AJEETMAL,0,0,42,52,0,94,94
UTTAR PRADESH,AURAIYA,ARVA KATARA,0,0,42,65,0,107,107
UTTAR PRADESH,AURAIYA,AURIAYA,0,0,21,32,0,53,53
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,0,0,21,48,0,69,69
UTTAR PRADESH,AURAIYA,BIDHUNA,0,0,32,32,0,64,64
UTTAR PRADESH,AURAIYA,SAHAR,0,0,0,21,0,21,21
UTTAR PRADESH,AZAMGARH,AHIROLA,0,7,0,1,0,8,8
UTTAR PRADESH,AZAMGARH,ATROULIA,0,15,0,4,4,23,23
UTTAR PRADESH,AZAMGARH,AZAMATGARH,0,15,1,2,16,34,34
UTTAR PRADESH,AZAMGARH,BILARIYA,0,3,0,0,16,19,19
UTTAR PRADESH,AZAMGARH,HARIYA,1,17,12,3,7,39,40
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,1,5,1,0,3,9,10
UTTAR PRADESH,AZAMGARH,KOAILSA,0,8,4,0,2,14,14
UTTAR PRADESH,AZAMGARH,LALGANJ,1,0,0,0,0,0,1
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,2,10,5,0,18,33,35
UTTAR PRADESH,AZAMGARH,MARTINGANJ,0,0,1,0,0,1,1
UTTAR PRADESH,AZAMGARH,MEHNAGAR,0,1,0,2,0,3,3
UTTAR PRADESH,AZAMGARH,MIRZA PUR,0,6,1,0,0,7,7
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,0,4,0,1,2,7,7
UTTAR PRADESH,AZAMGARH,PALHANI,2,14,0,0,1,15,17
UTTAR PRADESH,AZAMGARH,PAWAI,0,3,4,1,2,10,10
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,0,9,0,0,4,13,13
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,0,13,3,0,6,22,22
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,0,1,2,0,0,3,3
UTTAR PRADESH,AZAMGARH,TARAWA,1,4,0,2,0,6,7
UTTAR PRADESH,AZAMGARH,THEKAMA,0,3,2,0,0,5,5
UTTAR PRADESH,BAGHPAT,BADRAUT,0,15,1,0,0,16,16
UTTAR PRADESH,BAGHPAT,BAGHPAT,0,21,0,0,0,21,21
UTTAR PRADESH,BAGHPAT,BINAULI,0,176,0,2,9,187,187
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,0,1,0,0,0,1,1
UTTAR PRADESH,BAGHPAT,KHEKRA,0,37,0,1,0,38,38
UTTAR PRADESH,BAGHPAT,PILANA,0,77,0,0,4,81,81
UTTAR PRADESH,BAHARAICH,BALHA,0,0,0,0,42,42,42
UTTAR PRADESH,BAHARAICH,CHITTAURA,0,0,0,2,65,67,67
UTTAR PRADESH,BAHARAICH,Fakharpur,0,0,0,0,17,17,17
UTTAR PRADESH,BAHARAICH,HUJURPUR,0,1,0,0,19,20,20
UTTAR PRADESH,BAHARAICH,JARVAL,0,1,0,0,42,43,43
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,0,1,2,0,27,30,30
UTTAR PRADESH,BAHARAICH,MAHASHI,0,0,0,0,4,4,4
UTTAR PRADESH,BAHARAICH,MIHIPURWA,0,0,0,0,11,11,11
UTTAR PRADESH,BAHARAICH,NAWABGANJ,0,0,0,0,5,5,5
UTTAR PRADESH,BAHARAICH,RISHYA,0,0,0,0,114,114,114
UTTAR PRADESH,BAHARAICH,SHIVPUR,0,4,0,0,14,18,18
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,0,0,0,0,24,24,24
UTTAR PRADESH,BALLIA,BAIRIA,23,5,2,0,4,11,34
UTTAR PRADESH,BALLIA,BANSDEEH,25,2,1,0,3,6,31
UTTAR PRADESH,BALLIA,BELHARI,28,5,0,2,11,18,46
UTTAR PRADESH,BALLIA,BERUARBARI,2,2,0,2,11,15,17
UTTAR PRADESH,BALLIA,CHILKHAR,30,26,1,1,0,28,58
UTTAR PRADESH,BALLIA,DUBHAR,14,17,5,0,11,33,47
UTTAR PRADESH,BALLIA,GARWARH,14,13,0,6,11,30,44
UTTAR PRADESH,BALLIA,HANUMANGANJ,3,37,1,0,1,39,42
UTTAR PRADESH,BALLIA,MANIER,13,8,1,0,8,17,30
UTTAR PRADESH,BALLIA,MURLICHAPRA,9,4,1,0,1,6,15
UTTAR PRADESH,BALLIA,NAGRA,21,5,7,2,34,48,69
UTTAR PRADESH,BALLIA,NAWANAGAR,12,1,3,0,13,17,29
UTTAR PRADESH,BALLIA,PANDAH,14,2,7,3,3,15,29
UTTAR PRADESH,BALLIA,RASRA,31,19,4,3,1,27,58
UTTAR PRADESH,BALLIA,REVOTI,15,10,7,5,6,28,43
UTTAR PRADESH,BALLIA,SEAR,18,8,2,2,9,21,39
UTTAR PRADESH,BALLIA,SOHAON,17,4,4,1,13,22,39
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,0,41,1,24,1,67,67
UTTAR PRADESH,BALRAMPUR,GAISADI,0,30,0,0,0,30,30
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,0,0,0,3,1,4,4
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,0,11,0,1,2,14,14
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,0,0,0,3,0,3,3
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,0,9,0,3,3,15,15
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,0,8,2,8,9,27,27
UTTAR PRADESH,BALRAMPUR,TULSIPUR,0,12,1,15,2,30,30
UTTAR PRADESH,BALRAMPUR,UTRAULA,0,75,0,0,0,75,75
UTTAR PRADESH,BANDA,BABERU,0,23,0,6,237,266,266
UTTAR PRADESH,BANDA,BADOKHAR KHURD,0,49,21,6,187,263,263
UTTAR PRADESH,BANDA,BISANDA,0,8,0,0,15,23,23
UTTAR PRADESH,BANDA,JASPURA,0,110,4,1,25,140,140
UTTAR PRADESH,BANDA,KAMASIN,0,6,0,7,61,74,74
UTTAR PRADESH,BANDA,MAHUA,0,30,5,0,9,44,44
UTTAR PRADESH,BANDA,NARAINI,0,0,9,0,84,93,93
UTTAR PRADESH,BANDA,TINDWARI,0,213,254,1,111,579,579
UTTAR PRADESH,BARABANKI,BANIKODAR,0,5,0,1,2,8,8
UTTAR PRADESH,BARABANKI,BANKI,3,1,1,0,3,5,8
UTTAR PRADESH,BARABANKI,DARIYABAD,0,0,0,0,2,2,2
UTTAR PRADESH,BARABANKI,DEVA,0,1,0,0,1,2,2
UTTAR PRADESH,BARABANKI,FATEHPUR,7,4,1,1,4,10,17
UTTAR PRADESH,BARABANKI,HARKHA,9,1,0,0,0,1,10
UTTAR PRADESH,BARABANKI,MASAULI,0,4,2,0,0,6,6
UTTAR PRADESH,BARABANKI,NINDURA,2,35,3,4,7,49,51
UTTAR PRADESH,BARABANKI,PUREDALAI,2,5,0,0,8,13,15
UTTAR PRADESH,BARABANKI,RAMNAGAR,0,17,0,2,4,23,23
UTTAR PRADESH,BARABANKI,SIDHOUR,1,6,1,0,3,10,11
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,7,4,1,1,4,10,17
UTTAR PRADESH,BARABANKI,SURATGANJ,0,15,0,4,5,24,24
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,20,18,2,0,2,22,42
UTTAR PRADESH,BAREILLY,BAHERI,14,32,16,91,104,243,257
UTTAR PRADESH,BAREILLY,BHADPURA,4,0,0,0,0,0,4
UTTAR PRADESH,BAREILLY,BHOJIPURA,2,4,6,2,3,15,17
UTTAR PRADESH,BAREILLY,BHUTA,11,10,1,0,0,11,22
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,3,1,11,0,4,16,19
UTTAR PRADESH,BAREILLY,FARIDPUR,8,0,0,0,0,0,8
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),10,55,2,1,4,62,72
UTTAR PRADESH,BAREILLY,KYARA,0,3,0,0,0,3,3
UTTAR PRADESH,BAREILLY,MAJHGAWAN,18,9,7,1,8,25,43
UTTAR PRADESH,BAREILLY,MIRGANJ,52,6,0,0,0,6,58
UTTAR PRADESH,BAREILLY,NAWABGANJ,59,3,0,0,0,3,62
UTTAR PRADESH,BAREILLY,RAM NAGAR,7,55,1,0,2,58,65
UTTAR PRADESH,BAREILLY,RICHHA,6,1,0,1,0,2,8
UTTAR PRADESH,BAREILLY,SHERGARH,0,2,0,0,2,4,4
UTTAR PRADESH,BASTI,BAHADURPUR,0,2,0,0,21,23,23
UTTAR PRADESH,BASTI,BANKATI,0,25,0,0,4,29,29
UTTAR PRADESH,BASTI,BASTI SADAR,0,8,24,1,43,76,76
UTTAR PRADESH,BASTI,GAUR,0,4,0,0,36,40,40
UTTAR PRADESH,BASTI,HARRAIYA,0,8,0,1,23,32,32
UTTAR PRADESH,BASTI,KAPTAN GANJ,0,13,6,0,41,60,60
UTTAR PRADESH,BASTI,KUDRAHA,0,0,0,0,22,22,22
UTTAR PRADESH,BASTI,PARASH RAMPUR,0,3,3,0,9,15,15
UTTAR PRADESH,BASTI,RAM NAGAR,0,9,0,0,61,70,70
UTTAR PRADESH,BASTI,RUDHAULI,0,1,17,0,6,24,24
UTTAR PRADESH,BASTI,SAHUGHAT,0,12,2,0,14,28,28
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,0,7,12,0,32,51,51
UTTAR PRADESH,BASTI,VIKRAMJOT,0,5,5,0,1,11,11
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,0,0,48,0,0,48,48
UTTAR PRADESH,BIJNOR,AFJALGARH,0,0,10,0,0,10,10
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,0,0,67,0,0,67,67
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,0,0,39,0,0,39,39
UTTAR PRADESH,BIJNOR,HALDOUR,0,0,78,0,0,78,78
UTTAR PRADESH,BIJNOR,JALILPUR,0,0,98,0,0,98,98
UTTAR PRADESH,BIJNOR,KIRATPUR,0,0,66,0,0,66,66
UTTAR PRADESH,BIJNOR,KOTWALI,0,0,56,0,0,56,56
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,0,0,53,0,0,53,53
UTTAR PRADESH,BIJNOR,NAJIBABAD,0,0,45,0,0,45,45
UTTAR PRADESH,BIJNOR,NOORPUR,0,0,72,0,0,72,72
UTTAR PRADESH,BUDAUN,AMBIYAPUR,22,58,7,10,7,82,104
UTTAR PRADESH,BUDAUN,ASAFPUR,17,54,14,2,4,74,91
UTTAR PRADESH,BUDAUN,BISAULI,15,67,6,1,5,79,94
UTTAR PRADESH,BUDAUN,DATAGANJ,10,2,1,1,2,6,16
UTTAR PRADESH,BUDAUN,DEHGWA,3,0,0,0,5,5,8
UTTAR PRADESH,BUDAUN,GUNNAUR,15,6,0,1,1,8,23
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,24,21,11,1,1,34,58
UTTAR PRADESH,BUDAUN,JAGAT,17,61,0,2,2,65,82
UTTAR PRADESH,BUDAUN,JUNAMAI,13,1,0,0,0,1,14
UTTAR PRADESH,BUDAUN,KADAR CHOKE,6,18,2,2,5,27,33
UTTAR PRADESH,BUDAUN,MYAUN,7,40,6,0,5,51,58
UTTAR PRADESH,BUDAUN,RAJPURA,9,6,1,0,3,10,19
UTTAR PRADESH,BUDAUN,SAHASWAN,8,4,3,3,13,23,31
UTTAR PRADESH,BUDAUN,SALARPUR,23,39,3,1,0,43,66
UTTAR PRADESH,BUDAUN,SAMRAR,26,0,0,0,0,0,26
UTTAR PRADESH,BUDAUN,UJHANI,27,15,3,0,2,20,47
UTTAR PRADESH,BUDAUN,USAWA,4,21,0,0,0,21,25
UTTAR PRADESH,BUDAUN,WAZIRGANJ,20,56,4,1,3,64,84
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,0,9,6,1,19,35,35
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,0,0,0,0,2,2,2
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,0,11,1,0,7,19,19
UTTAR PRADESH,BULAND SAHAR,DANPUR,0,6,1,53,0,60,60
UTTAR PRADESH,BULAND SAHAR,DIBAI,0,4,0,0,3,7,7
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,0,8,0,0,1,9,9
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,0,20,6,0,1,27,27
UTTAR PRADESH,BULAND SAHAR,KHURJA,0,11,0,0,1,12,12
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,0,21,0,1,3,25,25
UTTAR PRADESH,BULAND SAHAR,PAHASU,0,17,4,2,7,30,30
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,0,28,3,0,2,33,33
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,0,35,0,0,3,38,38
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,0,8,1,0,11,20,20
UTTAR PRADESH,CHANDAULI,BARAHNI,0,4,1,0,4,9,9
UTTAR PRADESH,CHANDAULI,CHAHANIA,1,6,19,1,13,39,40
UTTAR PRADESH,CHANDAULI,CHAKIYA,0,3,3,1,6,13,13
UTTAR PRADESH,CHANDAULI,CHANDOULI,0,12,1,0,0,13,13
UTTAR PRADESH,CHANDAULI,DHANAPUR,0,10,0,0,2,12,12
UTTAR PRADESH,CHANDAULI,NAOUGHAR,0,7,2,0,4,13,13
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,0,10,8,1,19,38,38
UTTAR PRADESH,CHANDAULI,SAHABGANJ,0,8,0,0,0,8,8
UTTAR PRADESH,CHANDAULI,SAKELDIHA,0,44,18,2,8,72,72
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,0,4,0,1,0,5,5
UTTAR PRADESH,CHITRAKOOT,MAU,0,0,6,14,0,20,20
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,0,70,5,39,4,118,118
UTTAR PRADESH,DEORIA,BAITALPUR,0,11,0,0,51,62,62
UTTAR PRADESH,DEORIA,BANKATA,0,19,1,0,37,57,57
UTTAR PRADESH,DEORIA,BARHAJ,0,37,0,2,7,46,46
UTTAR PRADESH,DEORIA,BHAGALPUR,0,52,0,0,27,79,79
UTTAR PRADESH,DEORIA,BHALUWANI,0,52,8,0,24,84,84
UTTAR PRADESH,DEORIA,BHATANI,0,9,5,0,25,39,39
UTTAR PRADESH,DEORIA,BHATPAR RANI,0,22,0,0,45,67,67
UTTAR PRADESH,DEORIA,DEORIA SADAR,0,19,4,1,50,74,74
UTTAR PRADESH,DEORIA,DESAHI DEORIA,0,0,0,0,13,13,13
UTTAR PRADESH,DEORIA,GAURI BAZAR,0,26,2,0,42,70,70
UTTAR PRADESH,DEORIA,LAR,0,10,0,0,40,50,50
UTTAR PRADESH,DEORIA,PATHARDEVA,0,5,0,0,22,27,27
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,0,7,1,0,10,18,18
UTTAR PRADESH,DEORIA,RUDRAPUR,0,7,2,0,18,27,27
UTTAR PRADESH,DEORIA,SALEMPUR,0,21,26,1,54,102,102
UTTAR PRADESH,ETAH,ALIGANJ,0,0,82,0,0,82,82
UTTAR PRADESH,ETAH,AMAPUR,0,0,12,0,0,12,12
UTTAR PRADESH,ETAH,GANJDUNDWARA,0,0,52,0,0,52,52
UTTAR PRADESH,ETAH,JAIDHRA,0,0,74,0,0,74,74
UTTAR PRADESH,ETAH,JALESAR,0,0,5,0,0,5,5
UTTAR PRADESH,ETAH,KASGANJ,0,0,48,0,0,48,48
UTTAR PRADESH,ETAH,MARAHERA,0,0,52,0,0,52,52
UTTAR PRADESH,ETAH,NIDHOLI KALAN,0,0,48,0,0,48,48
UTTAR PRADESH,ETAH,PATIYALI,0,0,52,0,0,52,52
UTTAR PRADESH,ETAH,SAHAWAR,0,0,38,0,0,38,38
UTTAR PRADESH,ETAH,SAKIT,0,0,35,0,0,35,35
UTTAR PRADESH,ETAH,SHEETALPUR,0,0,43,0,0,43,43
UTTAR PRADESH,ETAH,SIDHPURA,0,0,11,0,0,11,11
UTTAR PRADESH,ETAH,SORON,0,0,94,0,0,94,94
UTTAR PRADESH,ETAWAH,BADPURA,0,0,39,64,0,103,103
UTTAR PRADESH,ETAWAH,BASREHAR,0,0,35,64,0,99,99
UTTAR PRADESH,ETAWAH,BHARTHANA,0,0,0,95,0,95,95
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,0,0,40,53,0,93,93
UTTAR PRADESH,ETAWAH,MAHEWA,0,0,0,63,0,63,63
UTTAR PRADESH,ETAWAH,TAKHA,0,0,12,52,0,64,64
UTTAR PRADESH,FAIZABAD,AMANI GANJ,43,6,0,0,11,17,60
UTTAR PRADESH,FAIZABAD,BIKAPUR,59,1,0,0,8,9,68
UTTAR PRADESH,FAIZABAD,HASTINPUR,67,8,1,0,17,26,93
UTTAR PRADESH,FAIZABAD,MASONDHA,11,1,1,0,2,4,15
UTTAR PRADESH,FAIZABAD,MAWAI,49,0,0,0,10,10,59
UTTAR PRADESH,FAIZABAD,MAYA,10,0,0,0,0,0,10
UTTAR PRADESH,FAIZABAD,MILKI PUR,27,1,0,0,4,5,32
UTTAR PRADESH,FAIZABAD,PURA,8,0,0,0,2,2,10
UTTAR PRADESH,FAIZABAD,RUDAULI,32,7,1,0,7,15,47
UTTAR PRADESH,FAIZABAD,SOHAWAL,40,0,0,0,10,10,50
UTTAR PRADESH,FAIZABAD,TARUN,80,2,1,0,14,17,97
UTTAR PRADESH,FARRUKHABAD,BARHPUR,0,6,0,1,13,20,20
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,0,32,3,2,16,53,53
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,0,21,0,6,20,47,47
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,12,31,17,5,40,93,105
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,0,13,0,5,4,22,22
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,0,4,0,0,2,6,6
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,0,15,0,4,2,21,21
UTTAR PRADESH,FATEHPUR,AIRAYA,13,0,0,3,1,4,17
UTTAR PRADESH,FATEHPUR,AMAULI,84,122,9,1,1,133,217
UTTAR PRADESH,FATEHPUR,ASODHAR,1,22,0,1,22,45,46
UTTAR PRADESH,FATEHPUR,BAHUWA,7,10,0,0,0,10,17
UTTAR PRADESH,FATEHPUR,BHITAURA,0,9,0,0,0,9,9
UTTAR PRADESH,FATEHPUR,DEVMAI,2,26,0,4,0,30,32
UTTAR PRADESH,FATEHPUR,DHATA,19,0,0,6,3,9,28
UTTAR PRADESH,FATEHPUR,HASWA,11,15,0,0,0,15,26
UTTAR PRADESH,FATEHPUR,HATHGAON,5,0,0,3,1,4,9
UTTAR PRADESH,FATEHPUR,KHAJUHA,13,19,0,1,0,20,33
UTTAR PRADESH,FATEHPUR,MALWAN,19,33,2,0,1,36,55
UTTAR PRADESH,FATEHPUR,TELYANI,5,5,0,0,0,5,10
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,4,0,0,3,1,4,8
UTTAR PRADESH,FIROZABAD,EKA,0,3,0,1,1,5,5
UTTAR PRADESH,FIROZABAD,FIROZABAD,0,4,0,0,2,6,6
UTTAR PRADESH,FIROZABAD,JASRANA,0,3,0,0,1,4,4
UTTAR PRADESH,FIROZABAD,KHAIRGARH,0,3,0,4,10,17,17
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,0,2,1,4,8,15,15
UTTAR PRADESH,FIROZABAD,MADANPUR,0,0,0,12,10,22,22
UTTAR PRADESH,FIROZABAD,ORAON,0,19,7,11,0,37,37
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,0,12,2,10,0,24,24
UTTAR PRADESH,FIROZABAD,TUNDLA,0,64,0,18,27,109,109
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,0,1,0,0,9,10,10
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,0,11,2,3,0,16,16
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,0,20,16,3,18,57,57
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,0,4,21,2,17,44,44
UTTAR PRADESH,GHAZIABAD,BHOJPUR,0,15,0,0,5,20,20
UTTAR PRADESH,GHAZIABAD,DHAULANA,0,16,1,1,5,23,23
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,0,19,0,0,16,35,35
UTTAR PRADESH,GHAZIABAD,HAPUR,0,37,10,0,1,48,48
UTTAR PRADESH,GHAZIABAD,LAUNI,0,0,0,0,18,18,18
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,0,16,0,1,2,19,19
UTTAR PRADESH,GHAZIABAD,RAJPUR,0,13,0,0,0,13,13
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,0,17,0,0,1,18,18
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,14,13,0,3,4,20,34
UTTAR PRADESH,GHAZIPUR,BHADORA,0,1,0,0,13,14,14
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,2,68,15,1,19,103,105
UTTAR PRADESH,GHAZIPUR,DEVKALI,2,47,8,0,11,66,68
UTTAR PRADESH,GHAZIPUR,JAMANIYA,0,3,4,0,9,16,16
UTTAR PRADESH,GHAZIPUR,KARNDA,0,30,0,8,30,68,68
UTTAR PRADESH,GHAZIPUR,KASIMABAD,9,2,1,2,7,12,21
UTTAR PRADESH,GHAZIPUR,MANIHARI,2,14,3,2,2,21,23
UTTAR PRADESH,GHAZIPUR,MARADAH,2,9,7,3,2,21,23
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,0,62,0,14,24,100,100
UTTAR PRADESH,GHAZIPUR,REVTIPUR,0,16,0,4,37,57,57
UTTAR PRADESH,GHAZIPUR,SADAR,0,57,8,8,6,79,79
UTTAR PRADESH,GHAZIPUR,SADAT,0,6,9,1,5,21,21
UTTAR PRADESH,GHAZIPUR,SAIDPUR,0,9,0,2,32,43,43
UTTAR PRADESH,GHAZIPUR,VIRNO,1,16,4,0,5,25,26
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,1,9,5,0,18,32,33
UTTAR PRADESH,GONDA,BELSAR,0,1,1,0,11,13,13
UTTAR PRADESH,GONDA,BHABHANJOT,0,1,0,0,2,3,3
UTTAR PRADESH,GONDA,COLONELGANJ,0,10,0,0,32,42,42
UTTAR PRADESH,GONDA,HALDAR MAU,0,0,0,0,3,3,3
UTTAR PRADESH,GONDA,ITIYATHOK,0,5,4,0,47,56,56
UTTAR PRADESH,GONDA,JHANJHRI,0,6,4,0,5,15,15
UTTAR PRADESH,GONDA,KATRA BAZAR,0,0,0,0,0,0,0
UTTAR PRADESH,GONDA,MANKAPUR,0,3,0,0,12,15,15
UTTAR PRADESH,GONDA,MUJEHNA,0,7,3,4,19,33,33
UTTAR PRADESH,GONDA,NAWABGANJ,0,0,0,0,1,1,1
UTTAR PRADESH,GONDA,PANDRIKRIPAL,0,6,1,0,18,25,25
UTTAR PRADESH,GONDA,PARASPUR,0,1,1,0,3,5,5
UTTAR PRADESH,GONDA,RUPIHDEEH,0,3,2,0,33,38,38
UTTAR PRADESH,GONDA,TARABGANJ,0,0,0,0,14,14,14
UTTAR PRADESH,GONDA,WAZIRGANJ,0,2,0,1,6,9,9
UTTAR PRADESH,GORAKHPUR,BANSGAON,0,6,0,0,44,50,50
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,0,3,0,0,16,19,19
