-----
{
 "description": "The table explains the key targets of the 11th Plan (i.e. by end of 2011-12) and actual achievements up to the year 2011-12 with respect to Electronics/IT Hardware Manufacturing, Exports of Computer Software and Services and employment.", 
 "file_name": "dataset_CIT01_1.xls", 
 "title": "Download XLS for The key Targets And Achievements With Respect To Electronics/IT Hardware Manufacturing And Software Sector", 
 "url": "http://data.gov.in/sites/default/files/dataset_CIT01_1.xls"
}
-----
"Targets  ","Achievements (Estimated) upto 2011-12 (in Million)","Percentage Achievement"
"Electronics Hardware - Electronics production- US $ 67 billion @ 32% growth","US$ 33000",49.0
"Exports- US $ 6.7 billion","US$ 7000",104.0
"Software Services - IT-ITES Exports- US $ 86 billion","US $ 69000",80.0
"Employment - Direct Employment in IT-ITES Exports- 3.4 Million",2.8,82.0
