-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Sixth Lok Sabha from 23rd March 1977 to 22nd August 1979. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Sixth_Lok_Sabha_From_23rd_March_1977_to_22nd_August_1979.xls", 
 "title": "Download XLS for Members of Sixth Lok Sabha from 23rd March 1977 to 22nd August 1979", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Sixth_Lok_Sabha_From_23rd_March_1977_to_22nd_August_1979.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Sixth Lok Sabha","Shri   Abdul Lateef","Male","Nalgonda                                                                                            ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Begum Akbar Jahan Abdullah","Female","Srinagar                                                                                            ","Jammu and Kashmir                                           ","National Conference"
"Sixth Lok Sabha","Shri Satish Chandra Agarwal","Male","Jaipur                                                                                              ","Rajasthan                                                   ","Janata Party"
"Sixth Lok Sabha","Shri Halimuddin Ahmed","Male","Kishanganj                                                                                          ","Bihar                                                       ","Janata Party"
"Sixth Lok Sabha","Shri Subhash Ahuja","Male","Betul                                                                                               ","Madhya Pradesh                                              ","Janata Party"
"Sixth Lok Sabha","Shri O.V. Alagesan Mudaliar","Male","Arakkonam                                                                                           ","Tamil Nadu                                                  ","Congress"
"Sixth Lok Sabha","Shri M.A. Hannan Alhaj","Male","Basirhat                                                                                            ","West Bengal                                                 ","Janata Party"
"Sixth Lok Sabha","Shri Subhash Chandra Bose Alluri","Male","Narasapur                                                                                           ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Shri Debananda Amat","Male","Sundergarh-ST                                                                                       ","Odisha                                                      ","Janata Party"
"Sixth Lok Sabha","Prof. Ramdas Kishordas Amin","Male","Surendranagar                                                                                       ","Gujarat                                                     ","Janata Party"
"Sixth Lok Sabha","Shri   Amrit Nahata","Male","Pali                                                                                                ","Rajasthan                                                   ","Janata Party"
"Sixth Lok Sabha","Shri Kumari Ananthan","Male","Nagercoil                                                                                           ","Tamil Nadu                                                  ","Janata Party"
"Sixth Lok Sabha","Shri P. Anbalagan","Male","Ramanathapuram                                                                                      ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Sixth Lok Sabha","Shri Maganti Ankineedu","Male","Machilipatnam                                                                                       ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Shri P. Ankineedu Prasada Rao","Male","Bapatla                                                                                             ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Shri Faquir Ali Ansari","Male","Mirzapur                                                                                            ","Uttar Pradesh                                               ","Janata Party"
"Sixth Lok Sabha","Shri S.R.A.S. Appalanaidu","Male","Anakapalli                                                                                          ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Shri Chhabiram Argal","Male","Morena-SC                                                                                           ","Madhya Pradesh                                              ","Janata Party"
"Sixth Lok Sabha","Shri Mookaiah Arunachalam","Male","Tenkasi-SC                                                                                          ","Tamil Nadu                                                  ","Congress"
"Sixth Lok Sabha","Shri V. Alias, `Aladi` `Aruna` Arunachalam","Male","Tirunelveli                                                                                         ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Sixth Lok Sabha","Shri A.V.P. Asaithambi","Male","Madras North                                                                                        ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Sixth Lok Sabha","Shri A. Ashokaraj","Male","Perambalur-SC                                                                                       ","Tamil Nadu                                                  ","All India Anna Dravida Munnetra Kazhagam"
"Sixth Lok Sabha","Dr. Henry Austin","Male","Ernakulam                                                                                           ","Kerala                                                      ","Congress"
"Sixth Lok Sabha","Shri Gev. Mancharsha Avari","Male","Nagpur                                                                                              ","Maharashtra                                                 ","Congress"
"Sixth Lok Sabha","Shri A.R. Badri Narayan","Male","Shimoga                                                                                             ","Karnataka                                                   ","Congress"
"Sixth Lok Sabha","Shri Mani Ram Bagri","Male","Mathura                                                                                             ","Uttar Pradesh                                               ","Janata Party"
"Sixth Lok Sabha","Shri Hemwati Nandan Bahuguna","Male","Lucknow                                                                                             ","Uttar Pradesh                                               ","Janata Party"
"Sixth Lok Sabha","Smt. Kamala Bahuguna","Female","Phulpur                                                                                             ","Uttar Pradesh                                               ","Janata Party"
"Sixth Lok Sabha","Shri Arif Baig","Male","Bhopal                                                                                              ","Madhya Pradesh                                              ","Janata Party"
"Sixth Lok Sabha","Shri Pradyumna Kishore Bal","Male","Jagatsinghpur                                                                                       ","Odisha                                                      ","Janata Party"
"Sixth Lok Sabha","Shri   Balak Ram","Male","Shimla-SC                                                                                           ","Himachal Pradesh                                            ","Janata Party"
"Sixth Lok Sabha","Shri Thamburu Balakrishniah","Male","Tirupathi-SC                                                                                        ","Andhra Pradesh                                              ","Congress"
"Sixth Lok Sabha","Chowdhary   Balbir Singh","Male","Hoshiarpur                                                                                          ","Punjab                                                      ","Janata Party"
"Sixth Lok Sabha","Dr.   Baldev Prakash","Male","Amritsar                                                                                            ","Punjab                                                      ","Janata Party"
"Sixth Lok Sabha","Shri Gulam Mehmood Banatwalla","Male","Ponnani                                                                                             ","Kerala                                                      ","Muslim League"
"Sixth Lok Sabha","Smt. Renuka Devi Barkataki","Female","Gauhati                                                                                             ","Assam                                                       ","Janata Party"
"Sixth Lok Sabha","Shri Palas Barman","Male","Balurghat-SC                                                                                        ","West Bengal                                                 ","Revolutionary Socialist Party"
"Sixth Lok Sabha","Shri Surjit Singh Barnala","Male","Sangrur                                                                                             ","Punjab                                                      ","Akali Dal"
"Sixth Lok Sabha","Shri A.E.T. Barrow","Male","Nominated Anglo-Indian                                                                              ","NA","Unattached"
"Sixth Lok Sabha","Shri Bedabrata Barua","Male","Kaliabor                                                                                            ","Assam                                                       ","Congress"
"Sixth Lok Sabha","Shri Jatiram Chaitaram Barway","Male","Ramtek                                                                                              ","Maharashtra                                                 ","Congress"
"Sixth Lok Sabha","Shri Kondaji Basappa","Male","Davangere                                                                                           ","Karnataka                                                   ","Congress"
"Sixth Lok Sabha","Shri   Bashir Ahmad","Male","Fatehpur                                                                                            ","Uttar Pradesh                                               ","Janata Party"
"Sixth Lok Sabha","Swami Siddarameshwar Bassayya","Male","Koppal                                                                                              ","Karnataka                                                   ","Congress"
