-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.15.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.15.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ASSAM","DARRANG",0,73,73,0,1090,1090,0,917,917
"ASSAM","DHEMAJI",7,0,7,225,0,225,140,0,140
"ASSAM","DHUBRI",2,9,11,105,18,123,100,18,118
"ASSAM","DIBRUGARH",4,5,9,138,90,228,138,90,228
"ASSAM","GOALPARA",8,5,13,474,342,816,375,131,506
"ASSAM","GOLAGHAT",3,5,8,92,115,207,92,115,207
"ASSAM","HAILAKANDI",0,0,0,0,0,0,0,0,0
"ASSAM","JORHAT",55,10,65,1833,332,2165,1338,332,1670
"ASSAM","KAMRUP",21,1,22,728,30,758,728,7,735
"ASSAM","KARBIANGLONG",2,1,3,16,6,22,16,6,22
"ASSAM","KARIMGANJ",2,7,9,48,124,172,9,31,40
"ASSAM","KOKRAJHAR",1,1,2,45,40,85,25,0,25
"ASSAM","LAKHIMPUR",27,2,29,1188,7,1195,488,6,494
"ASSAM","MORIGAON",2,2,4,75,167,242,75,0,75
"ASSAM","NAGOAN",8,10,18,365,695,1060,255,695,950
"ASSAM","NALBARI",2,4,6,165,82,247,145,82,227
"ASSAM","NC HILLS",0,1,1,0,34,34,0,34,34
"ASSAM","SIBSAGAR",13,1,14,610,8,618,154,7,161
"ASSAM","SONITPUR",0,7,7,0,66,66,0,62,62
"ASSAM","TINSUKIA",9,2,11,366,53,419,366,53,419
"BIHAR","AURANGABAD",22,28,50,459,79,538,268,62,330
"BIHAR","BANKA",1,0,1,15,0,15,10,0,10
"BIHAR","BEGUSARAI",60,4,64,4367,130,4497,2267,50,2317
"BIHAR","BHAGALPUR",52,0,52,3132,0,3132,1825,0,1825
"BIHAR","BHOJPUR",19,0,19,1457,0,1457,184,0,184
"BIHAR","BUXAR",16,7,23,1643,32,1674,673,25,698
"BIHAR","DARBHANGA",60,1,61,6383,200,6583,4369,45,4414
"BIHAR","EAST CHAMPARAN",44,54,98,3746,3658,7404,1620,672,2292
"BIHAR","GAYA",14,4,18,1118,232,1349,360,13,374
"BIHAR","GOPAALGANJ",10,1,11,656,60,716,442,0,442
"BIHAR","JAMUI",3,0,3,1,0,1,1,0,1
"BIHAR","JEHANABAD",3,0,3,55,0,55,27,0,27
"BIHAR","KAIMUR (BHABUA)",91,1,92,5879,40,5919,4257,33,4290
"BIHAR","KATIHAR",27,0,27,3220,0,3220,1410,0,1410
"BIHAR","KHAGARIA",34,0,34,2525,0,2525,1674,0,1674
"BIHAR","KISHANGANJ",5,0,5,518,0,518,291,0,291
"BIHAR","LAKHISARAI",41,0,41,2532,0,2532,86,0,86
"BIHAR","MADHEPURA",6,5,11,331,137,468,184,36,220
"BIHAR","MADHUBANI",13,528,541,310,4378,4688,132,3307,3439
"BIHAR","MUNGER",1,0,1,32,0,32,32,0,32
"BIHAR","MUZAFFARPUR",43,6,49,2390,379,2770,1168,68,1236
"BIHAR","NALANDA",46,33,79,3872,1827,5699,3794,1726,5520
"BIHAR","NAWADA",20,33,53,1427,1352,2779,1058,1191,2249
"BIHAR","PATNA",96,2,98,3534,95,3629,2880,85,2965
"BIHAR","PURNIA",2,0,2,284,0,284,184,0,184
"BIHAR","ROHTAS(SASARAM)",33,15,48,2831,559,3390,2534,452,2986
"BIHAR","SAHARSA",2,0,2,127,0,127,75,0,75
"BIHAR","SAMASTIPUR",45,0,45,2512,0,2512,1063,0,1063
"BIHAR","SARAN",80,0,80,1054,0,1054,250,0,250
"BIHAR","SHEKHPURA",66,19,85,4858,923,5781,3067,160,3226
"BIHAR","SHEOHAR",3,3,6,164,13,177,127,13,139
"BIHAR","SITAMARHI",41,1614,1655,1390,12069,13459,1050,9662,10712
"BIHAR","SIWAN",9,1,10,587,51,638,230,35,265
"BIHAR","SUPAUL",14,0,14,772,0,772,254,0,254
"BIHAR","VAISHALI",20,0,20,698,0,698,608,0,608
"BIHAR","WEST CHAMPARAN",3,8,11,136,85,221,69,71,139
"CHANDIGARH","UT CHANDIGARH",34,21,55,1325,90,1415,1281,88,1369
"CHHATTISGARH","BASTER",1,3,4,7,25,32,7,17,25
"CHHATTISGARH","BILASPUR",888,494,1382,1047,2259,3305,68,2149,2217
"CHHATTISGARH","DANTEWADA",0,3,3,0,30,30,0,2,2
"CHHATTISGARH","DHAMTARI",1,6,7,8,125,133,5,23,28
"CHHATTISGARH","DURG",49,134,183,1311,1603,2914,812,1030,1842
"CHHATTISGARH","JANJGIR-CHAMPA",1694,980,2674,2091,3320,5411,458,3056,3514
"CHHATTISGARH","JASHPUR",0,1,1,0,17,17,0,4,4
"CHHATTISGARH","KANKER",0,6,6,0,82,82,0,82,82
"CHHATTISGARH","KORIA",2,2,4,2,14,16,0,14,14
"CHHATTISGARH","KVARDHA",1,60,61,8,1334,1342,8,417,425
"CHHATTISGARH","MAHASAMUND",1,3,4,87,60,147,87,60,147
"CHHATTISGARH","RAIGARH",93,506,599,255,2853,3107,157,2203,2360
"CHHATTISGARH","RAIPUR",25,103,128,388,1584,1971,246,924,1169
"CHHATTISGARH","RAJNANDGAON",9,6,15,190,52,242,148,43,191
"CHHATTISGARH","SURGUJA",32,38,70,303,301,604,277,291,568
"DELHI","MAHRAULI",5,470,475,44,6667,6710,44,6613,6656
"DELHI","NAJAFGARH",2,166,168,4,251,255,4,241,245
"GOA","NORTH GOA",24,28,52,27,28,56,24,28,51
"GOA","SOUTH GOA",2,1,3,3,6,9,3,6,9
"GUJARAT","AHMEDABAD",494,4760,5254,12506,96794,109301,3121,74627,77748
"GUJARAT","AMRELI",0,1613,1613,0,1966,1966,0,0,0
"GUJARAT","ANAND",289,1994,2283,18455,62675,81130,9670,26866,36536
"GUJARAT","BANASKANTHA",849,19582,20431,33730,150211,183941,31501,148568,180068
"GUJARAT","BHARUCH",106,97,203,6614,1612,8225,3820,1233,5053
"GUJARAT","BHAVNAGAR",3,0,3,120,0,120,116,0,116
"GUJARAT","DANG",1,0,1,40,0,40,0,0,0
"GUJARAT","GANDHINAGAR",86,7841,7927,1409,125921,127330,1235,114339,115575
"GUJARAT","JUNAGADH",43,7129,7172,93,25213,25305,93,21130,21223
"GUJARAT","KACHCHH",175,817,992,5086,4791,9877,3630,4058,7687
"GUJARAT","KHEDA",138,1417,1555,4538,16700,21238,3157,7413,10570
"GUJARAT","MEHSANA",848,8422,9270,18626,171593,190219,8510,140810,149320
"GUJARAT","NARMADA",44,416,460,1125,1521,2646,131,1513,1644
"GUJARAT","NAVSARI",1,201,202,8,242,250,8,242,250
"GUJARAT","PANCHMAHAL",14,0,14,443,0,443,142,0,142
"GUJARAT","PATAN",290,5734,6024,10629,158572,169201,5510,155824,161334
"GUJARAT","PORBANDAR",0,151,151,0,247,247,0,0,0
"GUJARAT","RAJKOT",102,5201,5303,654,35267,35921,174,21927,22101
"GUJARAT","SABARKANTHA",44,1223,1267,2609,4264,6874,855,3554,4409
"GUJARAT","SURAT",19,0,19,643,0,643,620,0,620
"GUJARAT","SURENDRANAGAR",146,9552,9698,1529,40988,42517,159,26944,27104
"GUJARAT","VADODARA",447,2549,2996,16916,67027,83943,13691,61015,74706
"HARYANA","AMBALA",26,3630,3656,534,34322,34856,508,33273,33780
"HARYANA","BHIWANI",0,272,272,0,1461,1461,0,1284,1284
"HARYANA","FARIDABAD",0,28,28,0,169,169,0,169,169
"HARYANA","FATEHABAD",21,2815,2836,311,22530,22841,291,21788,22079
"HARYANA","GURGAON",7,255,262,45,1398,1443,44,1374,1418
"HARYANA","HISSAR",1,327,328,9,2429,2438,9,2413,2422
"HARYANA","JHAJJAR",0,328,328,0,2990,2990,0,2984,2984
"HARYANA","JIND",5,1483,1488,44,6777,6821,33,6566,6600
"HARYANA","KAITHAL",68,3233,3301,440,22877,23318,436,22522,22958
"HARYANA","KARNAL",55,2294,2349,1485,18030,19516,1125,17260,18386
"HARYANA","KURUKSHETRA",24,3317,3341,308,34808,35116,308,34093,34401
"HARYANA","MAHENDRAGARH",6,652,658,41,2952,2993,41,2932,2973
"HARYANA","PANCHKULA",18,220,238,669,1516,2186,605,1451,2056
"HARYANA","PANIPAT",5,1420,1425,35,8009,8044,35,7863,7898
"HARYANA","REWARI",3,284,287,26,1268,1294,26,1260,1287
"HARYANA","SIRSA",17,2130,2147,253,21999,22251,238,21298,21535
"HARYANA","SONEPAT",2,567,569,131,2804,2936,131,2751,2882
"HARYANA","YAMUNANAGAR",19,262,281,416,2130,2546,369,2009,2378
"HIMACHAL PRADESH","Kangra",106,4,110,3785,30,3815,3446,30,3476
"HIMACHAL PRADESH","Kullu",0,2,2,0,4,4,0,2,2
"HIMACHAL PRADESH","Sirmaur",11,0,11,839,0,839,520,0,520
"HIMACHAL PRADESH","Solan",32,5,37,1493,222,1715,1129,106,1235
"HIMACHAL PRADESH","Una",189,0,189,6491,0,6491,5660,0,5660
"JAMMU & KASHMIR","JAMMU",10,5,15,184,192,376,153,163,316
"JAMMU & KASHMIR","KATHUA",4,0,4,64,0,64,64,0,64
"JHARKHAND","CHATRA",1,0,1,8,0,8,7,0,7
"JHARKHAND","DUMKA",5,0,5,59,0,59,10,0,10
"JHARKHAND","GARHWA",3,0,3,40,0,40,15,0,15
"JHARKHAND","GIRIDIH",6,0,6,28,0,28,24,0,24
"JHARKHAND","HAZARIBAGH",4,0,4,21,0,21,7,0,7
"JHARKHAND","SAHEBGANJ",5,0,5,75,0,75,65,0,65
"JHARKHAND","SARAIKELA",1,0,1,4,0,4,3,0,3
"JHARKHAND","WEST SINGHBHUM",2,0,2,9,0,9,6,0,6
"KARNATAKA","Bangalore",1,0,1,32,0,32,3,0,3
"KARNATAKA","Bangalore Rural",2,0,2,79,0,79,4,0,4
"KARNATAKA","Belgaum",4,0,4,173,0,173,57,0,57
"KARNATAKA","Bellary",1,0,1,71,0,71,6,0,6
"KARNATAKA","Bijapur",2,0,2,93,0,93,15,0,15
"KARNATAKA","Chikmagalur",4,0,4,158,0,158,150,0,150
"KARNATAKA","Chitradurga",1,0,1,50,0,50,7,0,7
"KARNATAKA","Dakshina Kannada",1,0,1,30,0,30,30,0,30
"KARNATAKA","Davanagere",2,0,2,75,0,75,49,0,49
"KARNATAKA","Dharwar",0,0,0,0,0,0,0,0,0
"KARNATAKA","Kolar",6,0,6,313,0,313,12,0,12
"KARNATAKA","Mandya",4,0,4,271,0,271,86,0,86
"KARNATAKA","Tumkur",1,0,1,41,0,41,4,0,4
"KERALA","ALAPPUZHA",0,2,2,0,3,3,0,2,2
"KERALA","ERANAKULAM",0,11,11,0,8,8,0,8,8
"KERALA","IDDUKKI",2,32,34,13,25,38,13,22,35
"KERALA","KANNUR",4,22,26,14,26,40,14,26,40
"KERALA","KASARAGODE",10,17,27,46,53,99,38,45,83
"KERALA","KOLLAM",2,1,3,11,39,50,11,35,46
"KERALA","KOTTAYAM",7,4,11,33,201,234,26,160,185
"KERALA","KOZHIKODE",0,1,1,0,2,2,0,2,2
"KERALA","MALAPPURAM",0,24,24,0,27,27,0,23,23
"KERALA","PALAKKAD",13,26,39,320,37,357,243,37,280
"KERALA","PATHANAMTHITTA",1,12,13,1,46,47,1,43,44
"KERALA","THIRUVANANTHAPURAM",0,1,1,0,31,31,0,31,31
"KERALA","THRISSUR",10,16,26,126,11,137,124,11,135
"MADHYA PRADESH","BALAGHAT",1,43,44,3,133,136,3,131,134
"MADHYA PRADESH","BARWANI",0,1402,1402,0,6648,6648,0,4078,4078
"MADHYA PRADESH","BETUL",1,1658,1659,10,3845,3855,8,2855,2863
"MADHYA PRADESH","BHIND",40,439,479,1498,4236,5734,718,3111,3829
"MADHYA PRADESH","BHOPAL",0,240,240,0,711,711,0,580,580
"MADHYA PRADESH","CHHATARPUR",0,107,107,0,407,407,0,407,407
"MADHYA PRADESH","DAMOH",0,439,439,0,2409,2409,0,1426,1426
"MADHYA PRADESH","DATIA",0,296,296,0,2819,2819,0,530,530
"MADHYA PRADESH","DEWAS",29,1450,1479,96,4299,4395,53,2476,2529
"MADHYA PRADESH","DHAR",17,545,562,55,2688,2743,12,926,939
"MADHYA PRADESH","GUNA",50,2294,2344,686,9477,10163,686,9454,10140
"MADHYA PRADESH","GWALIOR",0,26,26,0,66,66,0,65,65
"MADHYA PRADESH","HARDA",0,2,2,0,8,8,0,8,8
"MADHYA PRADESH","HOSHANGABAD",49,466,515,2422,2977,5399,947,2013,2960
"MADHYA PRADESH","INDORE",8,1267,1275,23,6258,6281,19,2945,2964
"MADHYA PRADESH","JABALPUR",33,134,167,921,1157,2078,732,1058,1790
"MADHYA PRADESH","JHABUA",5,483,488,22,1113,1135,9,620,629
"MADHYA PRADESH","KATNI",59,54,113,91,529,620,86,433,519
"MADHYA PRADESH","KHANDWA",2,1269,1271,14,14201,14215,10,13326,13336
"MADHYA PRADESH","KHARGONE",5,2718,2723,22,10754,10776,16,7713,7729
"MADHYA PRADESH","MANDSAUR",11,1075,1086,25,2713,2738,10,1213,1223
"MADHYA PRADESH","MORENA",0,0,0,0,0,0,0,0,0
"MADHYA PRADESH","NARSINGHPUR",13,159,172,1129,1173,2302,789,1171,1959
"MADHYA PRADESH","NEEMUCH",34,2701,2735,74,7375,7450,46,4691,4738
"MADHYA PRADESH","PANNA",2,418,420,14,1779,1794,14,1327,1341
"MADHYA PRADESH","RAISEN",10,138,148,68,864,931,60,746,806
"MADHYA PRADESH","RAJGARH",4,461,465,8,1626,1634,7,990,997
"MADHYA PRADESH","RATLAM",22,3658,3680,64,9322,9385,13,3495,3508
"MADHYA PRADESH","REWA",58,924,982,478,7426,7904,276,2704,2980
"MADHYA PRADESH","SAGAR",2,294,296,2,948,950,2,939,941
"MADHYA PRADESH","SATNA",0,1670,1670,0,11309,11309,0,7818,7818
"MADHYA PRADESH","SEHORE",0,17,17,0,64,64,0,58,58
"MADHYA PRADESH","SEONI",5,41,46,25,435,460,14,228,242
"MADHYA PRADESH","SHAHDOL",3,106,109,15,480,495,15,280,295
"MADHYA PRADESH","SHAJAPUR",2,317,319,2,796,798,1,582,583
"MADHYA PRADESH","SHEOPUR",6,894,900,25,5596,5621,25,5419,5444
"MADHYA PRADESH","SHIVPURI",24,1265,1289,73,5601,5674,52,4273,4325
"MADHYA PRADESH","SIDHI",11,52,63,950,860,1810,357,687,1044
"MADHYA PRADESH","TIKAMGARH",1,84,85,3,317,320,3,304,307
"MADHYA PRADESH","UJJAIN",0,251,251,0,478,478,0,350,350
"MADHYA PRADESH","VIDISHA",0,120,120,0,439,439,0,343,343
"MAHARASHTRA","AHMEDNAGAR",49,3152,3201,275,9215,9490,244,8116,8359
"MAHARASHTRA","AKOLA",1,186,187,15,735,750,5,319,324
"MAHARASHTRA","AMRAVATI",0,562,562,0,1444,1444,0,1325,1325
"MAHARASHTRA","AURANGABAD",2,148,150,4,277,280,3,97,100
"MAHARASHTRA","BEED",4,1668,1672,18,6706,6724,18,6274,6292
"MAHARASHTRA","BHANDARA",3,32,35,0,88,88,0,79,79
"MAHARASHTRA","BULDANA",0,163,163,0,432,432,0,385,385
"MAHARASHTRA","CHANDRAPUR",0,44,44,0,204,204,0,201,201
"MAHARASHTRA","DHULE",11,2051,2062,43,4832,4875,28,3932,3960
"MAHARASHTRA","GADCHIROLI",5,10,15,55,52,107,55,52,107
"MAHARASHTRA","GONDIYA",0,7,7,0,11,11,0,8,8
"MAHARASHTRA","HINGOLI",0,322,322,0,1035,1035,0,499,499
"MAHARASHTRA","JALGAON",14,6292,6306,41,15691,15732,41,15669,15710
"MAHARASHTRA","JALNA",0,118,118,0,360,360,0,242,242
"MAHARASHTRA","KOLHAPUR",31,2008,2039,29,3024,3053,16,2382,2398
"MAHARASHTRA","LATUR",0,10419,10419,0,23303,23303,0,21540,21540
"MAHARASHTRA","NAGPUR",6,31,37,7,101,108,4,91,95
"MAHARASHTRA","NANDED",43,1242,1285,187,3834,4021,97,2674,2771
"MAHARASHTRA","NANDURBAR",0,3419,3419,0,9316,9316,0,9266,9266
"MAHARASHTRA","NASHIK",18,3644,3662,33,7443,7476,33,7437,7470
"MAHARASHTRA","OSMANABAD",41,9879,9920,222,31155,31377,134,24490,24624
"MAHARASHTRA","PARBHANI",0,102,102,0,389,389,0,352,352
"MAHARASHTRA","PUNE",27,1375,1402,47,3544,3591,34,3088,3123
"MAHARASHTRA","RAIGHAR",60,58,118,2,98,100,2,98,100
"MAHARASHTRA","SANGLI",176,9505,9681,263,20830,21093,196,18915,19111
"MAHARASHTRA","SATARA",1,572,573,1,1557,1558,0,930,930
"MAHARASHTRA","SINDHUDURGA",0,3,3,0,5,5,0,4,4
"MAHARASHTRA","SOLAPUR",95,8620,8715,290,22215,22506,131,12698,12829
"MAHARASHTRA","THANE",0,19,19,0,84,84,0,49,49
"MAHARASHTRA","WARDHA",34,13,47,116,45,161,0,36,36
"MAHARASHTRA","WASHIM",0,45,45,0,458,458,0,441,441
"MAHARASHTRA","YAVATMAL",1,394,395,2,1209,1211,2,1024,1026
"MEGHALAYA","WEST GARO HILLS",5,0,5,341,0,341,258,0,258
"NAGALAND","DIMAPUR",0,0,0,0,0,0,0,0,0
"ORISSA","ANGUL",0,2,2,0,2,2,0,1,1
"ORISSA","BALASORE",449,25,474,13009,523,13532,2651,156,2807
"ORISSA","BARGARH",0,56,56,0,263,263,0,199,199
"ORISSA","BHADRAK",142,0,142,4340,0,4340,1078,0,1078
"ORISSA","BOLANGIR",2,24,26,35,137,172,32,111,143
"ORISSA","CUTTACK",109,6,115,2773,13,2787,679,12,690
"ORISSA","DEOGARH",0,3,3,0,6,6,0,2,2
"ORISSA","DHENKANAL",0,3,3,0,207,207,0,207,207
"ORISSA","GAJAPATI",0,1,1,0,16,16,0,16,16
"ORISSA","GANJAM",44,9,53,625,90,715,407,31,438
"ORISSA","JAGATSINGHPUR",56,1,57,511,10,521,196,4,200
"ORISSA","JAJAPUR",211,3,214,3267,46,3313,2174,31,2205
"ORISSA","JHARSUGUDA",8,123,131,64,475,539,39,315,354
"ORISSA","KALAHANDI",0,9,9,0,75,75,0,48,48
"ORISSA","KENDRAPARA",11,3,14,257,20,277,101,14,115
"ORISSA","KEONJHAR",8,4,12,137,31,168,67,24,91
"ORISSA","KHURDA",17,5,22,322,33,355,107,10,118
"ORISSA","KORAPUT",1,1,2,11,4,15,10,4,14
"ORISSA","MALKANAGIRI",0,5,5,0,10,10,0,9,9
"ORISSA","MAYURBHANJA",171,35,206,3069,239,3308,1595,132,1726
"ORISSA","NAWARANGAPUR",1,3,4,0,21,22,0,19,19
"ORISSA","NAYAGARH",0,7,7,0,91,91,0,44,44
"ORISSA","NUAPADA",1,3,4,20,14,34,20,6,26
"ORISSA","PURI",33,28,61,731,134,865,288,93,381
"ORISSA","RAYAGADA",1,11,12,2,125,127,0,64,64
"ORISSA","SAMBALPUR",1,32,33,3,160,163,2,127,129
"ORISSA","SONEPUR",0,3,3,0,18,18,0,18,18
"ORISSA","SUNDARGARH",1,37,38,3,115,117,1,84,85
"PONDICHERRY","KARAIKAL",19,0,19,474,0,474,474,0,474
"PONDICHERRY","PONDICHERRY",5,297,302,51,1088,1139,51,1074,1125
"PUNJAB","AMRITSER",1,3,4,160,248,408,160,128,288
"PUNJAB","GURDASPUR",282,1723,2005,8096,10784,18881,4892,10215,15107
"PUNJAB","HOSHIARPUR",282,1507,1789,21685,20507,42192,16107,18601,34708
"PUNJAB","KAPURTHALA",14,0,14,435,0,435,311,0,311
"PUNJAB","LUDHIANA",109,216,325,4280,1109,5389,3395,1089,4484
"PUNJAB","MOGA",0,91,91,0,541,541,0,432,432
"PUNJAB","NAWANSHAHAR",89,339,428,4438,3162,7599,4320,3067,7387
"PUNJAB","PATIALA",28,2129,2157,1240,24969,26209,1240,24948,26188
"PUNJAB","ROPAR",289,583,872,4694,5515,10209,4464,5085,9549
"PUNJAB","SANGRUR",30,2114,2144,1135,15424,16560,1135,15247,16382
"RAJASTHAN","AJMER",1,65,66,1,231,232,1,173,174
"RAJASTHAN","ALWAR",1,25,26,32,99,131,31,99,130
"RAJASTHAN","BANSWARA",1,182,183,1,747,748,1,744,745
"RAJASTHAN","BARAN",52,9192,9244,243,55049,55291,230,48919,49149
"RAJASTHAN","BARMER",0,447,447,0,10614,10614,0,7638,7638
"RAJASTHAN","BHARATPUR",5,970,975,46,8355,8401,46,8061,8107
"RAJASTHAN","BHILWARA",1,235,236,4,1144,1148,4,695,699
"RAJASTHAN","BIKANER",8,2422,2430,109,33914,34024,82,28190,28272
"RAJASTHAN","BUNDI",8,1129,1137,32,5633,5665,32,5035,5067
"RAJASTHAN","CHITTORGARH",42,6874,6916,154,30720,30875,94,19609,19703
"RAJASTHAN","CHURU",6,1168,1174,85,17268,17353,70,11745,11815
"RAJASTHAN","DAUSA",0,15,15,0,56,56,0,56,56
"RAJASTHAN","DUNGARPUR",0,73,73,0,565,565,0,83,83
"RAJASTHAN","JAIPUR",7,134,141,7,1016,1023,0,798,798
"RAJASTHAN","JAISALMER",0,888,888,0,22035,22035,0,15110,15110
"RAJASTHAN","JALORE",3,1010,1013,33,9941,9974,31,7361,7391
"RAJASTHAN","JHALAWAR",1,544,545,8,4623,4631,8,4533,4541
"RAJASTHAN","JHUNJHUNU",0,6,6,0,40,40,0,40,40
"RAJASTHAN","JODHPUR",63,13349,13412,848,160055,160903,794,137597,138391
"RAJASTHAN","KAROLI",0,418,418,0,2518,2518,0,2473,2473
"RAJASTHAN","KOTA",12,1639,1651,103,15842,15945,68,8075,8143
"RAJASTHAN","NAGAUR",29,8926,8955,459,136753,137213,408,116950,117358
"RAJASTHAN","PALI",1,558,559,0,9332,9332,0,6947,6947
"RAJASTHAN","RAJSAMAND",0,94,94,0,817,817,0,136,136
"RAJASTHAN","SAWAI MADHOPUR",1,1010,1011,4,5460,5464,4,5208,5212
"RAJASTHAN","SIKAR",0,95,95,0,973,973,0,742,742
"RAJASTHAN","SIROHI",0,69,69,0,544,544,0,438,438
"RAJASTHAN","TONK",2,253,255,1,2277,2278,1,2277,2278
"RAJASTHAN","UDAIPUR",1,298,299,2,776,777,1,485,486
"TAMIL NADU","COIMBATORE",68,12376,12444,195,25263,25458,98,14853,14951
"TAMIL NADU","CUDDALORE",0,3582,3582,0,11057,11057,0,9203,9203
"TAMIL NADU","DHARMAPURI",31,1853,1884,56,4341,4396,32,2785,2817
"TAMIL NADU","DINDIGUL",5,1954,1959,4,3478,3482,4,2016,2019
"TAMIL NADU","ERODE",19,4044,4063,45,7727,7773,22,4412,4434
"TAMIL NADU","KANCHEEPURAM",2,480,482,175,1317,1492,175,847,1022
"TAMIL NADU","KANYAKUMARI",0,312,312,0,215,215,0,213,213
"TAMIL NADU","KARUR",1,925,926,1,2487,2488,1,1662,1663
"TAMIL NADU","MADURAI",58,310,368,90,2967,3057,80,2648,2728
"TAMIL NADU","NAMAKKAL",147,3346,3493,140,4024,4164,120,2927,3047
"TAMIL NADU","NILGIRIS",0,1,1,0,1,1,0,1,1
"TAMIL NADU","PERAMBALUR",6,2359,2365,10,3840,3850,8,3071,3079
"TAMIL NADU","PUDUKKOTTAI",409,6776,7185,1013,14672,15685,656,11048,11704
"TAMIL NADU","RAMANATHAPURAM",0,577,577,0,1567,1567,0,1434,1434
"TAMIL NADU","SALEM",79,5163,5242,87,6878,6965,61,4460,4521
"TAMIL NADU","SIVAGANGA",25,447,472,205,946,1150,127,736,863
"TAMIL NADU","THANJAVUR",180,13972,14152,325,28863,29188,264,22114,22378
"TAMIL NADU","THENI",3,2520,2523,4,5024,5028,3,3920,3923
"TAMIL NADU","THIRUVALLUR",3,143,146,5,189,194,5,171,175
"TAMIL NADU","THIRUVARUR",8,2228,2236,28,4577,4605,26,3310,3336
"TAMIL NADU","TIRUCHIRAPPALLI",1,272,273,3,634,637,2,372,374
"TAMIL NADU","TIRUNELVELI",2,453,455,6,1173,1178,6,588,594
"TAMIL NADU","TIRUVANNAMALAI",6,18,24,6,20,26,4,16,20
"TAMIL NADU","TUTICORIN DISTRICT",0,89,89,0,325,325,0,154,154
"TAMIL NADU","VELLORE",0,304,304,0,537,537,0,395,395
"TAMIL NADU","VILLUPPURAM",112,1013,1125,267,2696,2963,267,2524,2791
"TAMIL NADU","VIRUDHUNAGAR",7,200,207,16,449,465,16,418,434
"TRIPURA","DHALAI",3,0,3,68,0,68,46,0,46
"TRIPURA","NORTH TRIPURA",12,0,12,400,0,400,271,0,271
"TRIPURA","SOUTH TRIPURA",30,0,30,952,0,952,842,0,842
"TRIPURA","WEST TRIPURA",106,0,106,2267,0,2267,1691,0,1691
"UTTAR PRADESH","AGRA",315,401,716,15315,4640,19955,12366,3754,16120
