-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells according to Average Pumping Hours. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.10.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells according to Average Pumping Hours", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.10.csv"
}
-----
"State","District","Avg pumping hours (0-4)","Avg pumping hours (4 - 8)","Avg pumping hours (8-12)","Avg pumping hours (12 -16)","Avg pumping hours (16 - 20)","Avg pumping hours (20 - 24)","Total"
"ASSAM","NALBARI",38,5,0,1,0,0,44
"ASSAM","NC HILLS",1,0,0,0,0,0,1
"ASSAM","SIBSAGAR",12,9,0,0,0,0,21
"ASSAM","SONITPUR",1,2,3,2,0,0,8
"ASSAM","TINSUKIA",142,11,0,0,0,0,153
"BIHAR","AURANGABAD",78,15,3,0,0,0,96
"BIHAR","BANKA",3,0,0,0,0,0,3
"BIHAR","BEGUSARAI",194,46,9,3,0,0,252
"BIHAR","BHAGALPUR",106,31,17,0,1,0,155
"BIHAR","BHOJPUR",127,4,5,4,2,0,142
"BIHAR","BUXAR",132,22,1,0,0,0,155
"BIHAR","DARBHANGA",160,26,20,9,0,1,216
"BIHAR","EAST CHAMPARAN",202,50,30,0,0,0,282
"BIHAR","GAYA",45,10,4,0,0,0,59
"BIHAR","GOPAALGANJ",45,6,1,1,3,0,56
"BIHAR","JAMUI",0,3,0,0,0,0,3
"BIHAR","JEHANABAD",34,1,0,0,1,0,36
"BIHAR","KAIMUR (BHABUA)",57,49,21,18,1,1,147
"BIHAR","KATIHAR",43,24,0,0,0,0,67
"BIHAR","KHAGARIA",93,15,17,1,0,0,126
"BIHAR","KISHANGANJ",5,1,0,0,4,0,10
"BIHAR","LAKHISARAI",6,23,12,4,0,0,45
"BIHAR","MADHEPURA",26,6,3,0,0,0,35
"BIHAR","MADHUBANI",162,450,20,4,6,0,642
"BIHAR","MUNGER",1,0,1,0,0,0,2
"BIHAR","MUZAFFARPUR",203,32,14,0,0,0,249
"BIHAR","NALANDA",110,51,21,5,1,0,188
"BIHAR","NAWADA",104,17,27,1,0,1,150
"BIHAR","PATNA",212,58,26,8,4,0,308
"BIHAR","PURNIA",1,2,0,0,0,0,3
"BIHAR","ROHTAS(SASARAM)",43,24,9,10,2,0,88
"BIHAR","SAHARSA",13,0,0,2,0,0,15
"BIHAR","SAMASTIPUR",213,42,2,0,0,0,257
"BIHAR","SARAN",129,22,0,0,0,0,151
"BIHAR","SHEKHPURA",56,50,35,0,0,0,141
"BIHAR","SHEOHAR",13,5,1,0,0,0,19
"BIHAR","SITAMARHI",251,1368,180,36,1,12,1848
"BIHAR","SIWAN",97,6,1,0,1,0,105
"BIHAR","SUPAUL",28,2,7,3,2,0,42
"BIHAR","VAISHALI",51,11,7,1,0,0,70
"BIHAR","WEST CHAMPARAN",16,10,0,1,0,0,27
"CHANDIGARH","UT CHANDIGARH",2,0,1,21,21,12,57
"CHHATTISGARH","BASTER",0,3,0,0,0,1,4
"CHHATTISGARH","BILASPUR",92,1116,105,18,61,0,1392
"CHHATTISGARH","DANTEWADA",3,0,0,0,0,0,3
"CHHATTISGARH","DHAMTARI",2,4,0,0,2,0,8
"CHHATTISGARH","DURG",23,37,81,18,25,6,190
"CHHATTISGARH","JANJGIR-CHAMPA",20,2591,56,1,10,3,2681
"CHHATTISGARH","JASHPUR",0,1,0,0,0,0,1
"CHHATTISGARH","KANKER",0,0,0,2,4,0,6
"CHHATTISGARH","KORIA",0,2,0,0,2,0,4
"CHHATTISGARH","KVARDHA",18,50,2,0,0,0,70
"CHHATTISGARH","MAHASAMUND",0,2,1,1,0,0,4
"CHHATTISGARH","RAIGARH",51,244,206,102,38,1,642
"CHHATTISGARH","RAIPUR",13,2,53,22,43,1,134
"CHHATTISGARH","RAJNANDGAON",3,1,1,2,4,6,17
"CHHATTISGARH","SURGUJA",5,24,8,28,6,0,71
"DELHI","MAHRAULI",234,216,26,0,0,0,476
"DELHI","NAJAFGARH",52,107,7,3,0,0,169
"GOA","NORTH GOA",55,2,0,0,0,0,57
"GOA","SOUTH GOA",2,1,0,0,0,0,3
"GUJARAT","AHMEDABAD",2130,4154,374,23,4,1,6686
"GUJARAT","AMRELI",3982,1577,0,0,0,0,5559
"GUJARAT","ANAND",228,2102,15,0,0,0,2345
"GUJARAT","BANASKANTHA",1496,18195,1391,42,18,1,21143
"GUJARAT","BHARUCH",4,170,32,1,0,0,207
"GUJARAT","BHAVNAGAR",1,0,3,0,0,0,4
"GUJARAT","DANG",0,1,0,0,0,0,1
"GUJARAT","GANDHINAGAR",77,7790,123,0,0,0,7990
"GUJARAT","JUNAGADH",4221,501,2490,9,0,0,7221
"GUJARAT","KACHCHH",322,457,444,28,7,0,1258
"GUJARAT","KHEDA",1223,1023,14,0,0,0,2260
"GUJARAT","MEHSANA",928,5787,3173,47,1,2,9938
"GUJARAT","NARMADA",9,233,205,14,0,0,461
"GUJARAT","NAVSARI",167,35,0,0,0,0,202
"GUJARAT","PANCHMAHAL",0,14,0,0,0,0,14
"GUJARAT","PATAN",161,2990,2926,2,2,43,6124
"GUJARAT","PORBANDAR",670,98,8,0,0,0,776
"GUJARAT","RAJKOT",5207,1528,177,137,74,0,7123
"GUJARAT","SABARKANTHA",404,772,96,0,0,39,1311
"GUJARAT","SURAT",0,19,0,0,0,0,19
"GUJARAT","SURENDRANAGAR",2055,7995,220,21,1,10,10302
"GUJARAT","VADODARA",299,2818,99,16,5,1,3238
"HARYANA","AMBALA",767,2734,169,8,12,2,3692
"HARYANA","BHIWANI",50,169,68,0,0,0,287
"HARYANA","FARIDABAD",0,24,4,0,0,0,28
"HARYANA","FATEHABAD",431,2334,81,3,2,0,2851
"HARYANA","GURGAON",42,163,84,1,0,0,290
"HARYANA","HISSAR",8,162,160,0,0,0,330
"HARYANA","JHAJJAR",36,219,82,0,0,0,337
"HARYANA","JIND",176,804,496,3,40,27,1546
"HARYANA","KAITHAL",480,2614,219,4,33,0,3350
"HARYANA","KARNAL",416,1707,253,0,0,0,2376
"HARYANA","KURUKSHETRA",337,2869,180,3,2,1,3392
"HARYANA","MAHENDRAGARH",160,547,36,2,0,0,745
"HARYANA","PANCHKULA",178,108,6,0,0,0,292
"HARYANA","PANIPAT",223,863,399,0,0,0,1485
"HARYANA","REWARI",41,246,9,11,0,0,307
"HARYANA","SIRSA",691,1101,311,46,11,0,2160
"HARYANA","SONEPAT",207,358,22,2,0,0,589
"HARYANA","YAMUNANAGAR",83,176,21,2,0,0,282
"HIMACHAL PRADESH","Kangra",6,46,34,21,3,0,110
"HIMACHAL PRADESH","Kullu",0,2,0,0,0,0,2
"HIMACHAL PRADESH","Sirmaur",1,6,0,5,0,0,12
"HIMACHAL PRADESH","Solan",0,6,7,21,0,3,37
"HIMACHAL PRADESH","Una",1,11,82,21,33,42,190
"JAMMU & KASHMIR","JAMMU",0,5,6,4,0,0,15
"JAMMU & KASHMIR","KATHUA",1,2,2,0,0,0,5
"JHARKHAND","CHATRA",0,1,0,0,0,0,1
"JHARKHAND","DUMKA",0,5,0,0,0,0,5
"JHARKHAND","GARHWA",0,2,1,0,0,0,3
"JHARKHAND","GIRIDIH",1,5,1,0,0,0,7
"JHARKHAND","HAZARIBAGH",0,3,1,0,0,0,4
"JHARKHAND","SAHEBGANJ",0,0,5,0,0,0,5
"JHARKHAND","SARAIKELA",0,1,0,0,0,0,1
"JHARKHAND","WEST SINGHBHUM",0,2,0,0,0,0,2
"KARNATAKA","Bangalore",0,1,0,0,0,0,1
"KARNATAKA","Bangalore Rural",2,0,0,0,0,0,2
"KARNATAKA","Belgaum",2,3,0,0,0,0,5
"KARNATAKA","Bellary",0,1,0,0,0,0,1
"KARNATAKA","Bijapur",0,1,1,0,0,0,2
"KARNATAKA","Chikmagalur",0,3,1,0,0,0,4
"KARNATAKA","Chitradurga",0,1,0,0,0,0,1
"KARNATAKA","Dakshina Kannada",0,0,0,0,0,1,1
"KARNATAKA","Davanagere",2,1,0,0,0,0,3
"KARNATAKA","Dharwar",1,0,0,0,0,0,1
"KARNATAKA","Kolar",0,6,0,0,0,0,6
"KARNATAKA","Mandya",1,2,1,0,0,0,4
"KARNATAKA","Tumkur",1,0,0,0,0,0,1
"KERALA","ALAPPUZHA",2,0,0,0,0,0,2
"KERALA","ERANAKULAM",11,0,0,0,0,0,11
"KERALA","IDDUKKI",1,33,0,0,0,0,34
"KERALA","KANNUR",27,0,0,0,0,0,27
"KERALA","KASARAGODE",25,2,0,0,0,0,27
"KERALA","KOLLAM",3,2,0,0,0,0,5
"KERALA","KOTTAYAM",3,5,3,0,0,0,11
"KERALA","KOZHIKODE",1,0,0,0,0,0,1
"KERALA","MALAPPURAM",18,8,0,0,0,0,26
"KERALA","PALAKKAD",20,10,9,0,0,0,39
"KERALA","PATHANAMTHITTA",7,6,0,0,0,0,13
"KERALA","THIRUVANANTHAPURAM",5,0,0,0,0,0,5
"KERALA","THRISSUR",18,7,1,0,0,0,26
"MADHYA PRADESH","BALAGHAT",19,23,3,0,0,0,45
"MADHYA PRADESH","BARWANI",255,685,685,0,0,0,1625
"MADHYA PRADESH","BETUL",201,1557,5,0,0,7,1770
"MADHYA PRADESH","BHIND",103,392,25,0,0,7,527
"MADHYA PRADESH","BHOPAL",106,196,0,0,0,0,302
"MADHYA PRADESH","CHHATARPUR",5,98,6,0,0,0,109
"MADHYA PRADESH","DAMOH",115,338,67,3,0,0,523
"MADHYA PRADESH","DATIA",108,255,0,0,0,0,363
"MADHYA PRADESH","DEWAS",199,1435,0,0,0,0,1634
"MADHYA PRADESH","DHAR",684,528,3,0,16,0,1231
"MADHYA PRADESH","GUNA",141,1420,788,0,0,0,2349
"MADHYA PRADESH","GWALIOR",3,26,0,0,0,0,29
"MADHYA PRADESH","HARDA",0,0,2,0,0,0,2
"MADHYA PRADESH","HOSHANGABAD",59,463,2,0,0,0,524
"MADHYA PRADESH","INDORE",470,1031,237,3,0,0,1741
"MADHYA PRADESH","JABALPUR",10,157,6,0,2,1,176
"MADHYA PRADESH","JHABUA",239,453,30,0,0,0,722
"MADHYA PRADESH","KATNI",12,91,5,4,1,0,113
"MADHYA PRADESH","KHANDWA",589,1048,44,63,16,0,1760
"MADHYA PRADESH","KHARGONE",380,2133,563,3,0,0,3079
"MADHYA PRADESH","MANDSAUR",229,1017,6,0,0,0,1252
"MADHYA PRADESH","MORENA",1,0,0,0,0,0,1
"MADHYA PRADESH","NARSINGHPUR",3,135,37,0,0,0,175
"MADHYA PRADESH","NEEMUCH",404,2718,0,0,0,0,3122
"MADHYA PRADESH","PANNA",150,275,2,0,3,0,430
"MADHYA PRADESH","RAISEN",16,119,14,0,0,0,149
"MADHYA PRADESH","RAJGARH",311,331,59,1,0,0,702
"MADHYA PRADESH","RATLAM",1594,3197,264,0,0,0,5055
"MADHYA PRADESH","REWA",280,782,3,28,8,0,1101
"MADHYA PRADESH","SAGAR",124,211,7,0,0,1,343
"MADHYA PRADESH","SATNA",67,1283,322,54,0,0,1726
"MADHYA PRADESH","SEHORE",75,16,0,0,0,0,91
"MADHYA PRADESH","SEONI",18,36,0,8,0,0,62
"MADHYA PRADESH","SHAHDOL",54,36,14,2,10,0,116
"MADHYA PRADESH","SHAJAPUR",109,280,31,0,0,0,420
"MADHYA PRADESH","SHEOPUR",119,693,68,28,1,0,909
"MADHYA PRADESH","SHIVPURI",410,1015,104,4,0,0,1533
"MADHYA PRADESH","SIDHI",13,59,0,0,0,0,72
"MADHYA PRADESH","TIKAMGARH",18,64,3,0,0,0,85
"MADHYA PRADESH","UJJAIN",60,245,1,0,2,0,308
"MADHYA PRADESH","VIDISHA",7,111,4,0,0,0,122
"MAHARASHTRA","AHMEDNAGAR",2478,740,54,9,2,0,3283
"MAHARASHTRA","AKOLA",26,154,8,0,0,0,188
"MAHARASHTRA","AMRAVATI",103,290,125,50,0,3,571
"MAHARASHTRA","AURANGABAD",49,101,0,0,0,0,150
"MAHARASHTRA","BEED",1301,518,43,0,0,0,1862
"MAHARASHTRA","BHANDARA",18,16,2,1,0,0,37
"MAHARASHTRA","BULDANA",115,41,5,0,0,2,163
"MAHARASHTRA","CHANDRAPUR",42,2,0,0,0,0,44
"MAHARASHTRA","DHULE",2090,680,258,39,16,0,3083
"MAHARASHTRA","GADCHIROLI",40,1,3,0,1,0,45
"MAHARASHTRA","GONDIYA",9,5,1,0,0,0,15
"MAHARASHTRA","HINGOLI",159,148,15,0,0,0,322
"MAHARASHTRA","JALGAON",2348,3311,822,23,7,0,6511
"MAHARASHTRA","JALNA",42,32,44,0,0,0,118
"MAHARASHTRA","KOLHAPUR",1370,673,122,42,6,134,2347
"MAHARASHTRA","LATUR",4654,4719,921,88,29,8,10419
"MAHARASHTRA","NAGPUR",37,1,1,0,0,0,39
"MAHARASHTRA","NANDED",637,612,43,19,10,0,1321
"MAHARASHTRA","NANDURBAR",5758,1242,319,6,5,0,7330
"MAHARASHTRA","NASHIK",4035,385,104,22,5,26,4577
"MAHARASHTRA","OSMANABAD",5476,2740,894,512,382,231,10235
"MAHARASHTRA","PARBHANI",72,31,1,0,0,0,104
"MAHARASHTRA","PUNE",965,420,52,0,2,3,1442
"MAHARASHTRA","RAIGHAR",53,72,0,0,0,0,125
"MAHARASHTRA","SANGLI",9671,1827,173,32,21,4,11728
"MAHARASHTRA","SATARA",353,160,42,14,3,1,573
"MAHARASHTRA","SINDHUDURGA",3,0,0,0,0,0,3
"MAHARASHTRA","SOLAPUR",6368,3107,342,109,31,9,9966
"MAHARASHTRA","THANE",17,2,0,0,0,0,19
"MAHARASHTRA","WARDHA",102,2,0,0,0,0,104
"MAHARASHTRA","WASHIM",65,9,2,0,0,1,77
"MAHARASHTRA","YAVATMAL",135,277,8,2,0,0,422
"MEGHALAYA","WEST GARO HILLS",5,3,0,0,0,0,8
"NAGALAND","DIMAPUR",3,0,0,0,0,0,3
"ORISSA","ANGUL",0,2,0,0,0,0,2
"ORISSA","BALASORE",1186,162,225,48,15,0,1636
"ORISSA","BARGARH",28,24,15,2,0,0,69
"ORISSA","BHADRAK",445,47,60,9,3,0,564
"ORISSA","BOLANGIR",11,20,0,2,0,0,33
"ORISSA","CUTTACK",208,69,17,1,0,0,295
"ORISSA","DEOGARH",3,2,0,0,0,0,5
"ORISSA","DHENKANAL",3,1,1,0,0,0,5
"ORISSA","GAJAPATI",1,1,0,0,0,0,2
"ORISSA","GANJAM",51,31,9,0,0,0,91
"ORISSA","JAGATSINGHPUR",206,47,9,0,0,0,262
"ORISSA","JAJAPUR",516,71,82,30,0,0,699
"ORISSA","JHARSUGUDA",31,43,65,4,3,0,146
"ORISSA","KALAHANDI",7,2,4,0,0,0,13
"ORISSA","KENDRAPARA",48,7,5,0,0,0,60
"ORISSA","KEONJHAR",35,7,4,0,0,0,46
"ORISSA","KHURDA",21,5,13,2,0,0,41
"ORISSA","KORAPUT",1,0,1,0,0,0,2
"ORISSA","MALKANAGIRI",7,1,0,0,0,0,8
"ORISSA","MAYURBHANJA",236,87,59,9,14,0,405
"ORISSA","NAWARANGAPUR",3,3,0,0,0,0,6
"ORISSA","NAYAGARH",6,4,0,0,0,0,10
"ORISSA","NUAPADA",3,2,0,0,0,0,5
"ORISSA","PURI",52,24,13,1,6,0,96
"ORISSA","RAYAGADA",1,7,3,1,0,0,12
"ORISSA","SAMBALPUR",12,20,0,0,1,0,33
"ORISSA","SONEPUR",2,0,1,0,0,0,3
"ORISSA","SUNDARGARH",36,5,1,1,0,0,43
"PONDICHERRY","KARAIKAL",0,3,9,2,5,0,19
"PONDICHERRY","PONDICHERRY",8,100,143,14,16,28,309
"PUNJAB","AMRITSER",0,4,0,0,0,0,4
"PUNJAB","GURDASPUR",124,1644,237,3,0,0,2008
"PUNJAB","HOSHIARPUR",149,1181,464,21,11,0,1826
"PUNJAB","KAPURTHALA",0,14,0,0,0,0,14
"PUNJAB","LUDHIANA",58,270,6,0,0,0,334
"PUNJAB","MOGA",10,65,26,0,0,0,101
"PUNJAB","NAWANSHAHAR",23,285,38,34,59,8,447
"PUNJAB","PATIALA",94,1822,288,0,0,1,2205
"PUNJAB","ROPAR",29,506,274,33,28,23,893
"PUNJAB","SANGRUR",74,2008,75,1,0,0,2158
"RAJASTHAN","AJMER",44,20,7,0,0,0,71
"RAJASTHAN","ALWAR",2,17,9,0,0,0,28
"RAJASTHAN","BANSWARA",103,91,0,0,0,0,194
"RAJASTHAN","BARAN",372,4878,3327,339,353,16,9285
"RAJASTHAN","BARMER",27,305,119,14,4,0,469
"RAJASTHAN","BHARATPUR",54,724,165,39,3,2,987
"RAJASTHAN","BHILWARA",73,142,30,1,1,0,247
"RAJASTHAN","BIKANER",82,2264,115,24,2,0,2487
"RAJASTHAN","BUNDI",3063,741,142,29,8,20,4003
"RAJASTHAN","CHITTORGARH",4020,3211,180,16,1,20,7448
"RAJASTHAN","CHURU",28,1045,43,1,79,0,1196
"RAJASTHAN","DAUSA",0,13,2,0,0,0,15
"RAJASTHAN","DUNGARPUR",25,51,1,0,0,0,77
"RAJASTHAN","JAIPUR",11,129,1,0,0,0,141
"RAJASTHAN","JAISALMER",23,799,34,29,15,2,902
"RAJASTHAN","JALORE",101,781,148,28,9,7,1074
"RAJASTHAN","JHALAWAR",33,135,375,2,0,0,545
"RAJASTHAN","JHUNJHUNU",5,2,0,0,0,0,7
"RAJASTHAN","JODHPUR",717,12514,374,41,13,4,13663
"RAJASTHAN","KAROLI",143,169,117,2,4,0,435
"RAJASTHAN","KOTA",530,1002,293,26,0,4,1855
"RAJASTHAN","NAGAUR",345,8522,170,10,9,4,9060
"RAJASTHAN","PALI",148,441,7,0,9,0,605
"RAJASTHAN","RAJSAMAND",80,43,7,0,0,0,130
"RAJASTHAN","SAWAI MADHOPUR",135,702,183,15,5,0,1040
"RAJASTHAN","SIKAR",10,95,0,0,0,0,105
"RAJASTHAN","SIROHI",17,34,13,7,2,0,73
"RAJASTHAN","TONK",24,120,89,7,16,0,256
"RAJASTHAN","UDAIPUR",226,111,27,2,0,0,366
"TAMIL NADU","COIMBATORE",17901,2697,568,477,134,196,21973
"TAMIL NADU","CUDDALORE",493,1478,774,384,658,3,3790
"TAMIL NADU","DHARMAPURI",1151,711,143,19,0,0,2024
"TAMIL NADU","DINDIGUL",2181,596,161,18,1,0,2957
"TAMIL NADU","ERODE",4765,1420,492,21,10,1,6709
"TAMIL NADU","KANCHEEPURAM",149,232,18,83,0,0,482
"TAMIL NADU","KANYAKUMARI",210,99,3,0,0,0,312
"TAMIL NADU","KARUR",548,327,45,6,5,0,931
"TAMIL NADU","MADURAI",234,128,36,5,3,1,407
"TAMIL NADU","NAMAKKAL",3410,311,37,2,0,0,3760
"TAMIL NADU","NILGIRIS",0,1,0,0,0,0,1
"TAMIL NADU","PERAMBALUR",725,1342,410,214,5,0,2696
"TAMIL NADU","PUDUKKOTTAI",1439,2052,2717,930,528,71,7737
"TAMIL NADU","RAMANATHAPURAM",99,85,330,52,6,6,578
"TAMIL NADU","SALEM",4923,678,90,24,10,1,5726
"TAMIL NADU","SIVAGANGA",289,118,96,3,6,4,516
"TAMIL NADU","THANJAVUR",1834,5924,5375,1050,853,10,15046
"TAMIL NADU","THENI",1441,871,258,1,1,1,2573
"TAMIL NADU","THIRUVALLUR",349,49,3,0,0,0,401
"TAMIL NADU","THIRUVARUR",350,418,1428,302,39,2,2539
"TAMIL NADU","TIRUCHIRAPPALLI",244,59,17,4,4,0,328
"TAMIL NADU","TIRUNELVELI",466,96,30,2,2,0,596
"TAMIL NADU","TIRUVANNAMALAI",11,10,7,0,0,0,28
"TAMIL NADU","TUTICORIN DISTRICT",60,28,9,0,0,0,97
"TAMIL NADU","VELLORE",184,109,12,3,0,0,308
"TAMIL NADU","VILLUPPURAM",216,407,533,26,63,0,1245
"TAMIL NADU","VIRUDHUNAGAR",98,141,10,1,0,0,250
"TRIPURA","DHALAI",2,1,0,0,0,0,3
"TRIPURA","NORTH TRIPURA",7,5,0,0,0,0,12
"TRIPURA","SOUTH TRIPURA",6,22,4,0,0,0,32
"TRIPURA","WEST TRIPURA",28,86,7,0,0,0,121
"UTTAR PRADESH","AGRA",79,188,470,30,2,0,769
"UTTAR PRADESH","ALIGARH",100,274,177,68,2,2,623
"UTTAR PRADESH","ALLAHABAD",167,694,219,49,6,0,1135
"UTTAR PRADESH","AMBEDAKAR NAGAR",39,117,189,33,13,4,395
"UTTAR PRADESH","AURAIYA",0,189,0,283,0,0,472
"UTTAR PRADESH","AZAMGARH",24,180,82,9,1,0,296
"UTTAR PRADESH","BAGHPAT",43,317,11,1,0,0,372
"UTTAR PRADESH","BAHARAICH",20,354,21,1,2,0,398
"UTTAR PRADESH","BALLIA",113,356,228,29,4,0,730
"UTTAR PRADESH","BALRAMPUR",15,180,57,20,4,0,276
"UTTAR PRADESH","BANDA",169,397,517,531,23,3,1640
"UTTAR PRADESH","BARABANKI",13,107,77,1,0,0,198
"UTTAR PRADESH","BAREILLY",110,369,247,12,12,0,750
"UTTAR PRADESH","BASTI",4,381,75,19,5,1,485
"UTTAR PRADESH","BIJNOR",72,508,56,0,0,0,636
"UTTAR PRADESH","BUDAUN",87,608,213,6,4,0,918
"UTTAR PRADESH","BULAND SAHAR",25,273,25,2,2,0,327
"UTTAR PRADESH","CHANDAULI",15,76,108,26,0,0,225
"UTTAR PRADESH","CHITRAKOOT",16,63,54,9,0,2,144
"UTTAR PRADESH","DEORIA",58,620,170,2,2,2,854
"UTTAR PRADESH","ETAH",1,645,0,0,0,0,646
"UTTAR PRADESH","ETAWAH",0,126,0,391,0,0,517
"UTTAR PRADESH","FAIZABAD",60,169,262,45,18,6,560
"UTTAR PRADESH","FARRUKHABAD",26,164,85,9,1,6,291
"UTTAR PRADESH","FATEHPUR",180,275,125,8,30,0,618
"UTTAR PRADESH","FIROZABAD",28,156,77,0,2,0,263
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",9,106,17,0,0,0,132
"UTTAR PRADESH","GHAZIABAD",17,138,46,1,0,0,202
"UTTAR PRADESH","GHAZIPUR",57,442,236,18,2,12,767
"UTTAR PRADESH","GONDA",215,180,34,2,2,0,433
"UTTAR PRADESH","GORAKHPUR",69,759,141,8,9,1,987
"UTTAR PRADESH","HAMIRPUR",48,189,313,153,64,10,777
"UTTAR PRADESH","HARDOI",0,551,0,0,0,0,551
"UTTAR PRADESH","HATHRAS",27,47,58,0,0,0,132
"UTTAR PRADESH","JALAUN",51,418,729,296,115,4,1613
"UTTAR PRADESH","JAUNPUR",40,281,171,23,0,0,515
"UTTAR PRADESH","JHANSI",78,83,58,34,42,23,318
"UTTAR PRADESH","JYOTIBA PHULENAGAR",111,129,68,27,42,10,387
"UTTAR PRADESH","KANNAUJ",23,124,48,9,1,6,211
"UTTAR PRADESH","KANPUR DEHAT",97,665,406,18,40,0,1226
"UTTAR PRADESH","KANPUR NAGAR",176,616,109,6,9,3,919
"UTTAR PRADESH","KAUSHAMBI",39,150,65,21,10,1,286
"UTTAR PRADESH","KHERI",96,419,215,18,1,6,755
"UTTAR PRADESH","KUSHINAGAR",19,109,14,0,0,0,142
"UTTAR PRADESH","LALITPUR",7,24,47,6,0,0,84
"UTTAR PRADESH","LUCKNOW",59,37,128,117,22,18,381
"UTTAR PRADESH","MAHARAJ GANJ",41,103,67,2,3,0,216
"UTTAR PRADESH","MAHOBA",0,14,7,7,0,0,28
"UTTAR PRADESH","MAINPURI",57,191,50,14,15,0,327
"UTTAR PRADESH","MATHURA",0,23,14,0,1,0,38
"UTTAR PRADESH","MAU",25,151,81,9,1,6,273
"UTTAR PRADESH","MEERUT",92,257,1,2,0,0,352
"UTTAR PRADESH","MIRZAPUR",50,295,97,26,6,8,482
"UTTAR PRADESH","MORADABAD",166,958,102,13,3,0,1242
"UTTAR PRADESH","MUZZAFARNAGAR",116,377,10,0,0,0,503
"UTTAR PRADESH","PILIBHIT",6,59,61,0,0,0,126
"UTTAR PRADESH","PRATAPGARH",5,26,52,8,3,1,95
"UTTAR PRADESH","RAEBARELI",29,223,122,9,1,6,390
"UTTAR PRADESH","RAMPUR",88,456,136,33,42,12,767
"UTTAR PRADESH","SAHARANPUR",21,287,235,40,16,0,599
"UTTAR PRADESH","SANT KABIR NAGAR",42,283,28,3,2,0,358
"UTTAR PRADESH","SANT RAVI DAS NAGAR",18,339,101,22,1,2,483
"UTTAR PRADESH","SHAHJAHANPUR",2,0,456,0,0,0,458
"UTTAR PRADESH","SHRAWASTI",17,60,132,2,9,0,220
