-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"LAES-D","A","A Union Govt",4846.4812,5996.5443,7912.8814,5034.0002,3277.8349,13171.4106,4247.4072,4094.2796,3062.4458,2845.041,3265.5848,24686.0794
"LAES-D","B","A UT Puducherry",1.6634,3.9372,0.1111,0.2899,0.4872,0.3565,0.7775,1.066,0.1,0.4287,0.0125,0.0
"LAES-D","B","Andhra Pradesh",1679.5526,952.6515,1131.2643,756.9888,781.7459,791.7272,144.3404,183.7208,324.0758,327.4002,90.0196,667.2135
"LAES-D","B","Arunachal Pradesh",1.0629,0.339,1.9123,0.1105,0.362,2.8503,2.8833,1.5875,0.185,25.533,202.7263,3.1537
"LAES-D","B","Assam",62.4547,97.3216,64.6199,45.6316,98.7104,955.4958,82.9954,75.1055,114.5657,75.8511,74.0266,68.511
"LAES-D","B","Bihar",0.0,650.0869,510.818,718.048,2538.5713,1115.261,1744.1391,308.1097,265.3649,543.8574,889.6674,1087.7725
"LAES-D","B","Chattisgarh",1034.1878,0.2482,25.5985,13.7184,519.7311,74.7967,275.2054,225.2261,434.7728,435.4651,838.5593,490.5008
"LAES-D","B","D NCT Delhi",717.79,1201.788,1029.0271,2344.3893,2831.9826,1550.253,1514.4827,1083.2382,1448.537,1831.9322,2047.7791,2319.2233
"LAES-D","B","Goa",0.058,6.0575,0.0807,6.605,2.6066,0.6424,1.745,0.1222,6.6984,1.2429,1.16,1.5108
"LAES-D","B","Gujarat",418.059,702.1352,106.2981,226.6161,2246.2316,641.2254,533.486,308.6504,367.5551,261.0337,328.9522,603.767
