-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.8.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Submersible pumps,Turbine pumps,Others,Total
GUJARAT,PORBANDAR,RANAVAV,114,0,0,114
GUJARAT,RAJKOT,DHORAJI,1283,27,11,1321
GUJARAT,RAJKOT,GONDAL,725,64,93,882
GUJARAT,RAJKOT,JAMKANDORNA,430,0,9,439
GUJARAT,RAJKOT,JASDAN,499,15,2,516
GUJARAT,RAJKOT,JETPUR,584,2,23,609
GUJARAT,RAJKOT,LODHIKA,209,10,1,220
GUJARAT,RAJKOT,MALIYA,25,0,7,32
GUJARAT,RAJKOT,MORVI,317,2,15,334
GUJARAT,RAJKOT,PADDHARI,63,2,0,65
GUJARAT,RAJKOT,RAJKOT,305,51,2,358
GUJARAT,RAJKOT,TANKARA,194,7,1,202
GUJARAT,RAJKOT,UPLETA,866,1,1,868
GUJARAT,RAJKOT,WANKANER,1255,14,8,1277
GUJARAT,SABARKANTHA,BAYAD,1,0,0,1
GUJARAT,SABARKANTHA,BHILODA,452,27,1,480
GUJARAT,SABARKANTHA,HIMATNAGAR,430,22,5,457
GUJARAT,SABARKANTHA,IDAR,6,0,0,6
GUJARAT,SABARKANTHA,KHEDBRAHMA,1,0,0,1
GUJARAT,SABARKANTHA,MEGHRAJ,2,18,0,20
GUJARAT,SABARKANTHA,MODASA,21,0,0,21
GUJARAT,SABARKANTHA,PRANTIJ,296,0,2,298
GUJARAT,SABARKANTHA,TALOD,17,0,0,17
GUJARAT,SABARKANTHA,VIJAYNAGAR,4,6,0,10
GUJARAT,SURAT,MAHUVA,1,0,0,1
GUJARAT,SURAT,MANGROL,4,0,0,4
GUJARAT,SURAT,NIZAR,7,0,0,7
GUJARAT,SURAT,SONGADH,3,0,0,3
GUJARAT,SURAT,UMARPADA,1,0,0,1
GUJARAT,SURAT,VYARA,3,0,0,3
GUJARAT,SURENDRANAGAR,CHOTILA,665,0,42,707
GUJARAT,SURENDRANAGAR,CHUDA,1,0,0,1
GUJARAT,SURENDRANAGAR,DASADA,375,30,31,436
GUJARAT,SURENDRANAGAR,DHRANGADHRA,2782,284,79,3145
GUJARAT,SURENDRANAGAR,HALVAD,3061,47,44,3152
GUJARAT,SURENDRANAGAR,LAKHTAR,15,0,141,156
GUJARAT,SURENDRANAGAR,LIMDI,7,14,5,26
GUJARAT,SURENDRANAGAR,MULI,1674,1,17,1692
GUJARAT,SURENDRANAGAR,SAYLA,393,0,2,395
GUJARAT,SURENDRANAGAR,WADHWAN,585,5,2,592
GUJARAT,VADODARA,CHHOTA UDAIPUR,6,0,0,6
GUJARAT,VADODARA,DABHOI,369,0,0,369
GUJARAT,VADODARA,JETPUR  PAVI,14,0,0,14
GUJARAT,VADODARA,KARJAN,1019,0,0,1019
GUJARAT,VADODARA,KAVANT,54,5,0,59
GUJARAT,VADODARA,NASVADI,8,2,0,10
GUJARAT,VADODARA,PADARA,1049,3,0,1052
GUJARAT,VADODARA,SANKHEDA,19,0,0,19
GUJARAT,VADODARA,SAVLI,38,0,0,38
GUJARAT,VADODARA,SINOR,83,0,0,83
GUJARAT,VADODARA,VADODARA,555,1,0,556
GUJARAT,VADODARA,VAGHODIA,13,0,0,13
HARYANA,AMBALA,AMBALA,2616,20,64,2700
HARYANA,AMBALA,AMBALA-1,36,0,2,38
HARYANA,AMBALA,BARARA,433,6,9,448
HARYANA,AMBALA,NARAINGARH,58,6,3,67
HARYANA,AMBALA,SAHA,3,0,0,3
HARYANA,AMBALA,SHAHAZADPUR,430,5,1,436
HARYANA,BHIWANI,BADHRA,123,0,18,141
HARYANA,BHIWANI,DADRI-I,67,20,3,90
HARYANA,BHIWANI,DADRI-II,54,0,2,56
HARYANA,FARIDABAD,FARIDABAD,24,4,0,28
HARYANA,FATEHABAD,BHUNA,265,0,2,267
HARYANA,FATEHABAD,FATEHABAD,901,4,16,921
HARYANA,FATEHABAD,RATIA,185,22,1,208
HARYANA,FATEHABAD,TOHANA,1333,44,78,1455
HARYANA,GURGAON,FEROZEPUR JHIRKA,129,106,0,235
HARYANA,GURGAON,GURGAON,10,0,0,10
HARYANA,GURGAON,NAGINA,7,0,20,27
HARYANA,GURGAON,PUNHANA,0,18,0,18
HARYANA,HISSAR,AGROHA,24,105,4,133
HARYANA,HISSAR,BARWALA,0,25,0,25
HARYANA,HISSAR,HISSAR-II,0,78,0,78
HARYANA,HISSAR,UKLANA,1,93,0,94
HARYANA,JHAJJAR,MATANHAIL,36,203,0,239
HARYANA,JHAJJAR,SAHLAWAS,1,62,35,98
HARYANA,JIND,ALEWA,86,19,1,106
HARYANA,JIND,JIND,41,48,0,89
HARYANA,JIND,JULANA,13,393,4,410
HARYANA,JIND,NARWANA,37,336,9,382
HARYANA,JIND,PILLU KHERA,32,95,1,128
HARYANA,JIND,SAFIDON,67,49,9,125
HARYANA,JIND,UCHANA,17,284,5,306
HARYANA,KAITHAL,GUHLA,1634,13,45,1692
HARYANA,KAITHAL,KAITHAL,491,119,120,730
HARYANA,KAITHAL,KALAYAT,107,51,21,179
HARYANA,KAITHAL,PUNDRI,489,49,7,545
HARYANA,KAITHAL,RAJOND,48,156,0,204
HARYANA,KARNAL,ASSANDH,848,0,40,888
HARYANA,KARNAL,GHARAUNDA,492,1,10,503
HARYANA,KARNAL,INDRI,239,0,0,239
HARYANA,KARNAL,KARNAL,334,11,19,364
HARYANA,KARNAL,NILOKHERI,302,1,0,303
HARYANA,KARNAL,NISSING,79,0,0,79
HARYANA,KURUKSHETRA,BABAIN,16,0,0,16
HARYANA,KURUKSHETRA,LADWA,1,0,0,1
HARYANA,KURUKSHETRA,PEHOWA,2160,4,89,2253
HARYANA,KURUKSHETRA,SHAHBAD,611,0,2,613
HARYANA,KURUKSHETRA,THANESAR,501,0,8,509
HARYANA,MAHENDRAGARH,ATELI NANGAL,8,0,1,9
HARYANA,MAHENDRAGARH,NANGAL CHAUDHARY,645,0,66,711
HARYANA,MAHENDRAGARH,NARNAUL,22,0,3,25
HARYANA,PANCHKULA,BARWALA,56,0,1,57
HARYANA,PANCHKULA,PINJORE,63,8,4,75
HARYANA,PANCHKULA,RAIPUR RANI,137,12,11,160
HARYANA,PANIPAT,BAPAULI,276,0,9,285
HARYANA,PANIPAT,ISRANA,244,77,4,325
HARYANA,PANIPAT,MADLAUDA,201,90,2,293
HARYANA,PANIPAT,PANIPAT,167,1,24,192
HARYANA,PANIPAT,SMALKHA,372,2,16,390
HARYANA,REWARI,BAWAL,2,0,19,21
HARYANA,REWARI,JATUSANA,62,6,2,70
HARYANA,REWARI,NAHAR,158,43,0,201
HARYANA,REWARI,REWARI,15,0,0,15
HARYANA,SIRSA,ELLENABAD,9,3,2,14
HARYANA,SIRSA,NATHUSARI CHOPTA,276,1,16,293
HARYANA,SIRSA,RANIA,23,2,0,25
HARYANA,SIRSA,SIRSA,1777,34,17,1828
HARYANA,SONEPAT,GANAUR,306,62,20,388
HARYANA,SONEPAT,SONEPAT,168,31,2,201
HARYANA,YAMUNANAGAR,BILASPUR,197,6,13,216
HARYANA,YAMUNANAGAR,CHHACHHRAULI,5,0,0,5
HARYANA,YAMUNANAGAR,MUSTAFABAD,47,0,0,47
HARYANA,YAMUNANAGAR,RADAUR,1,0,0,1
HARYANA,YAMUNANAGAR,SADHAURA,13,0,0,13
HIMACHAL PRADESH,Kangra,BAROH,1,0,0,1
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),13,1,0,14
HIMACHAL PRADESH,Kangra,INDORA,45,1,3,49
HIMACHAL PRADESH,Kangra,JAWALI,17,0,0,17
HIMACHAL PRADESH,Kangra,NURPUR,29,0,0,29
HIMACHAL PRADESH,Kullu,KULLU,0,2,0,2
HIMACHAL PRADESH,Sirmaur,NAHAN,3,0,0,3
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,9,0,0,9
HIMACHAL PRADESH,Solan,NALAGARH,36,1,0,37
HIMACHAL PRADESH,Una,AMB,82,0,0,82
HIMACHAL PRADESH,Una,BANGANA,1,0,0,1
HIMACHAL PRADESH,Una,HAROLI (ST),31,0,2,33
HIMACHAL PRADESH,Una,UNA,65,9,0,74
JAMMU & KASHMIR,JAMMU,BISHNAH,2,0,0,2
JAMMU & KASHMIR,JAMMU,R. S. PURA,8,0,0,8
JAMMU & KASHMIR,JAMMU,SAMBA,1,3,1,5
JAMMU & KASHMIR,KATHUA,GHAGWAL,3,0,2,5
JHARKHAND,CHATRA,HANTARGANJ,1,0,0,1
JHARKHAND,DUMKA,RANESHWAR,0,1,4,5
JHARKHAND,GARHWA,RAMNA,0,1,0,1
JHARKHAND,GARHWA,RANKA,0,2,0,2
JHARKHAND,GIRIDIH,GAWA,0,6,1,7
JHARKHAND,HAZARIBAGH,CHURCHU,0,4,0,4
JHARKHAND,SAHEBGANJ,PATANA,0,5,0,5
JHARKHAND,SARAIKELA,GAMHARIYA,0,1,0,1
JHARKHAND,WEST SINGHBHUM,BANDGAON,0,1,0,1
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,0,0,1,1
KARNATAKA,Bangalore,BANGALORE SOUTH,1,0,0,1
KARNATAKA,Bangalore Rural,DODDBALLAPUR,1,0,0,1
KARNATAKA,Bangalore Rural,HOSKOTE,1,0,0,1
KARNATAKA,Belgaum,BAILAHONGAL,1,0,0,1
KARNATAKA,Belgaum,BELGAUM,1,0,0,1
KARNATAKA,Belgaum,GOKAK,1,0,0,1
KARNATAKA,Belgaum,KHANAPUR,1,0,0,1
KARNATAKA,Belgaum,SOUNDATTI,1,0,0,1
KARNATAKA,Bellary,BELLARY,1,0,0,1
KARNATAKA,Bijapur,BASAVANA BAGEWADI,1,0,0,1
KARNATAKA,Bijapur,MUDDEBIHAL,1,0,0,1
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,2,1,0,3
KARNATAKA,Chikmagalur,TARIKERE,1,0,0,1
KARNATAKA,Chitradurga,CHITRADURGA,1,0,0,1
KARNATAKA,Dakshina Kannada,BELTHANGADI,1,0,0,1
KARNATAKA,Davanagere,HARPANAHALLI,3,0,0,3
KARNATAKA,Dharwar,KUNDGOL,0,0,1,1
KARNATAKA,Kolar,CHIKBALLAPUR,3,0,0,3
KARNATAKA,Kolar,GUDIBANDA,1,0,0,1
KARNATAKA,Kolar,MULBAGAL,1,0,0,1
KARNATAKA,Kolar,SRINIVASPUR,1,0,0,1
KARNATAKA,Mandya,MADDUR,1,0,0,1
KARNATAKA,Mandya,MALAVALLI,2,0,0,2
KARNATAKA,Mandya,PANDAVAPURA,1,0,0,1
KARNATAKA,Tumkur,TURUVEKERE,1,0,0,1
KERALA,ALAPPUZHA,MAVELIKARA,0,0,2,2
KERALA,ERANAKULAM,KALAMASSERY,7,0,1,8
KERALA,ERANAKULAM,KOTHAMANGALAM-999,0,3,0,3
KERALA,IDDUKKI,NEDUMKANDAM,0,2,32,34
KERALA,KANNUR,EDAKKAD,1,0,0,1
KERALA,KANNUR,IRIKKUR,2,0,7,9
KERALA,KANNUR,THALIPARAMBA,8,0,9,17
KERALA,KASARAGODE,KANHANGAD,5,0,0,5
KERALA,KASARAGODE,KASARAGODE,6,0,3,9
KERALA,KASARAGODE,MANJESWARAM,0,6,7,13
KERALA,KOLLAM,ITHIKKARA,3,0,0,3
KERALA,KOLLAM,VETTIKKAVALA,0,0,2,2
KERALA,KOTTAYAM,ERATTUPETTAH,0,0,5,5
KERALA,KOTTAYAM,LALAM,0,0,1,1
KERALA,KOTTAYAM,UZHAVOOR,1,0,4,5
KERALA,KOZHIKODE,KODUVALLY,1,0,0,1
KERALA,MALAPPURAM,MALAPPURAM,9,0,0,9
KERALA,MALAPPURAM,MANKADA,2,2,8,12
KERALA,MALAPPURAM,PERINTHALMANNA,2,0,3,5
KERALA,PALAKKAD,ALATHUR,17,0,6,23
KERALA,PALAKKAD,MANNARKKAD,2,0,0,2
KERALA,PALAKKAD,OTTAPPALAM,0,14,0,14
KERALA,PATHANAMTHITTA,KOIPURAM,1,0,1,2
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,1,2,3
KERALA,PATHANAMTHITTA,RANNI,0,2,6,8
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,2,2,0,4
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,0,1,1
KERALA,THRISSUR,MALA,12,0,1,13
KERALA,THRISSUR,OLLUKKARA,1,0,0,1
KERALA,THRISSUR,PAZHAYANNUR,6,1,0,7
KERALA,THRISSUR,VADAKKANCHERRY,3,2,0,5
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,3,0,0,3
MADHYA PRADESH,BALAGHAT,KIRNAPUR,7,0,0,7
MADHYA PRADESH,BALAGHAT,LANJI,24,0,0,24
MADHYA PRADESH,BALAGHAT,WARASEONI,7,0,4,11
MADHYA PRADESH,BARWANI,BARWANI,136,0,0,136
MADHYA PRADESH,BARWANI,NIWALI,3,0,0,3
MADHYA PRADESH,BARWANI,PANSEMAL,40,0,0,40
MADHYA PRADESH,BARWANI,PATI,9,0,0,9
MADHYA PRADESH,BARWANI,RAJPUR,673,0,8,681
MADHYA PRADESH,BARWANI,SENDHWA,246,0,19,265
MADHYA PRADESH,BARWANI,THIKRI,484,0,7,491
MADHYA PRADESH,BETUL,AMLA,412,0,12,424
MADHYA PRADESH,BETUL,ATHNER,30,0,0,30
MADHYA PRADESH,BETUL,BETUL,889,0,6,895
MADHYA PRADESH,BETUL,BHAINSDEHI,16,0,1,17
MADHYA PRADESH,BETUL,BHIMPURA,18,0,0,18
MADHYA PRADESH,BETUL,CHICHOLI,5,0,0,5
MADHYA PRADESH,BETUL,GHODA DONGRI,65,0,0,65
MADHYA PRADESH,BETUL,MULTAI,65,0,7,72
MADHYA PRADESH,BETUL,PRABHAT PATTAN,220,11,13,244
MADHYA PRADESH,BHIND,ATER,5,3,1,9
MADHYA PRADESH,BHIND,BHIND,65,28,0,93
MADHYA PRADESH,BHIND,GOHAD,92,4,0,96
MADHYA PRADESH,BHIND,LAHAR,116,3,7,126
MADHYA PRADESH,BHIND,MEHAGOAN,20,7,30,57
MADHYA PRADESH,BHIND,ROUN(MIHONA),73,13,60,146
MADHYA PRADESH,BHOPAL,BERASIA,83,6,66,155
MADHYA PRADESH,BHOPAL,FUNDA,143,2,2,147
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,84,0,0,84
MADHYA PRADESH,CHHATARPUR,BIJAWAR,13,0,1,14
MADHYA PRADESH,CHHATARPUR,GAURIHAR,3,0,0,3
MADHYA PRADESH,CHHATARPUR,NOWGONG,3,0,0,3
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,5,0,0,5
MADHYA PRADESH,DAMOH,BATIYAGHAR,67,0,0,67
MADHYA PRADESH,DAMOH,HATTA,442,2,9,453
MADHYA PRADESH,DAMOH,JABERA,3,0,0,3
MADHYA PRADESH,DATIA,BHANDER,15,0,0,15
MADHYA PRADESH,DATIA,DATIA,113,146,0,259
MADHYA PRADESH,DATIA,SEONDHA,89,0,0,89
MADHYA PRADESH,DEWAS,BAGLEE,359,28,5,392
MADHYA PRADESH,DEWAS,DEWAS,1019,1,0,1020
MADHYA PRADESH,DEWAS,KANNOD,106,6,27,139
MADHYA PRADESH,DEWAS,KHATEGAON,9,0,0,9
MADHYA PRADESH,DEWAS,SONKUCH,74,0,0,74
MADHYA PRADESH,DHAR,BADNAWER,4,8,0,12
MADHYA PRADESH,DHAR,BAGH,1,26,1,28
MADHYA PRADESH,DHAR,DAHI,2,5,0,7
MADHYA PRADESH,DHAR,DHAR,197,24,0,221
MADHYA PRADESH,DHAR,DHARAMPURI,118,18,2,138
MADHYA PRADESH,DHAR,GANDHWANI,19,23,0,42
MADHYA PRADESH,DHAR,KUKSHI,76,58,0,134
MADHYA PRADESH,DHAR,MANAWAR,178,28,1,207
MADHYA PRADESH,DHAR,NALACHHA,0,7,0,7
MADHYA PRADESH,DHAR,NISARPUR,3,1,0,4
MADHYA PRADESH,DHAR,SARDARPUR,345,56,0,401
MADHYA PRADESH,DHAR,TIRLA,0,28,0,28
MADHYA PRADESH,DHAR,UMARBAN,0,2,0,2
MADHYA PRADESH,GUNA,BAMORI,1029,92,8,1129
MADHYA PRADESH,GUNA,CHANCHODA,20,1,0,21
MADHYA PRADESH,GUNA,EHSAGADH,375,14,2,391
MADHYA PRADESH,GUNA,GUNA,653,111,7,771
MADHYA PRADESH,GUNA,RAGHOGARH,37,0,0,37
MADHYA PRADESH,GWALIOR,MORAR,26,1,2,29
MADHYA PRADESH,HARDA,HARDA,0,0,2,2
MADHYA PRADESH,HOSHANGABAD,BABAI,22,0,15,37
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,318,0,0,318
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1,0,0,1
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,104,0,30,134
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,5,0,0,5
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,21,1,7,29
MADHYA PRADESH,INDORE,DEPAL PUR,1,0,0,1
MADHYA PRADESH,INDORE,INDORE,154,2,11,167
MADHYA PRADESH,INDORE,MHOW,1090,483,0,1573
MADHYA PRADESH,JABALPUR,BARGI,21,0,0,21
MADHYA PRADESH,JABALPUR,PANAGAR,13,0,0,13
MADHYA PRADESH,JABALPUR,PATAN,81,0,0,81
MADHYA PRADESH,JABALPUR,SHAHPURA,33,0,0,33
MADHYA PRADESH,JABALPUR,SIHORA,28,0,0,28
MADHYA PRADESH,JHABUA,JHABUA,46,2,0,48
MADHYA PRADESH,JHABUA,JOBAT,98,1,1,100
MADHYA PRADESH,JHABUA,MEGHNAGAR,29,0,0,29
MADHYA PRADESH,JHABUA,PETLAWAD,381,13,10,404
MADHYA PRADESH,JHABUA,RAMA,5,2,0,7
MADHYA PRADESH,JHABUA,SONDWA,41,1,1,43
MADHYA PRADESH,JHABUA,THANDLA,91,0,0,91
MADHYA PRADESH,KATNI,BADWARA,7,0,0,7
MADHYA PRADESH,KATNI,BAHORIBAND,28,0,0,28
MADHYA PRADESH,KATNI,DHIMAR KHERA,54,0,0,54
MADHYA PRADESH,KATNI,KATNI,6,3,3,12
MADHYA PRADESH,KATNI,RITHI,11,1,0,12
MADHYA PRADESH,KHANDWA,BALADI,1,0,5,6
MADHYA PRADESH,KHANDWA,BURHANPUR,91,2,7,100
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,445,0,32,477
MADHYA PRADESH,KHANDWA,KHAKNAR,573,8,81,662
MADHYA PRADESH,KHANDWA,KHANDWA,304,2,30,336
MADHYA PRADESH,KHANDWA,PANDHANA,104,1,7,112
MADHYA PRADESH,KHANDWA,PUNASA,40,0,27,67
MADHYA PRADESH,KHARGONE,BARWAHA,1753,6,0,1759
MADHYA PRADESH,KHARGONE,BHAGWANPURA,10,0,0,10
MADHYA PRADESH,KHARGONE,BHIKANGAON,249,2,1,252
MADHYA PRADESH,KHARGONE,GOGAWA,135,0,0,135
MADHYA PRADESH,KHARGONE,KASRAWAD,43,0,0,43
MADHYA PRADESH,KHARGONE,KHARGONE,473,1,0,474
MADHYA PRADESH,KHARGONE,MAHESHWAR,279,2,0,281
MADHYA PRADESH,KHARGONE,SEGOAN,114,1,0,115
MADHYA PRADESH,KHARGONE,ZIRNYA,10,0,0,10
MADHYA PRADESH,MANDSAUR,GAROTH,203,10,0,213
MADHYA PRADESH,MANDSAUR,MALHARGAR,256,0,0,256
MADHYA PRADESH,MANDSAUR,MANDSAUR,531,6,0,537
MADHYA PRADESH,MANDSAUR,SITAMAU,243,3,0,246
MADHYA PRADESH,MORENA,AMBAH,1,0,0,1
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,38,2,0,40
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,5,0,0,5
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,130,0,0,130
MADHYA PRADESH,NEEMUCH,JAWAD,2000,74,4,2078
MADHYA PRADESH,NEEMUCH,MANASA,170,0,3,173
MADHYA PRADESH,NEEMUCH,NEEMUCH,857,0,14,871
MADHYA PRADESH,PANNA,AJAYGARH,23,0,0,23
MADHYA PRADESH,PANNA,GUNOUR,259,4,64,327
MADHYA PRADESH,PANNA,PANNA,55,0,1,56
MADHYA PRADESH,PANNA,PAWAI,5,3,16,24
MADHYA PRADESH,RAISEN,BADI,71,14,2,87
MADHYA PRADESH,RAISEN,GAIRATGANJ,14,6,0,20
MADHYA PRADESH,RAISEN,SANCHI,37,1,2,40
MADHYA PRADESH,RAISEN,UDAYPURA,2,0,0,2
MADHYA PRADESH,RAJGARH,BIAORA,58,0,14,72
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,6,6
MADHYA PRADESH,RAJGARH,NARSINGARH,21,0,14,35
MADHYA PRADESH,RAJGARH,RAJGARH,55,0,0,55
MADHYA PRADESH,RAJGARH,SARANGPUR,114,8,18,140
MADHYA PRADESH,RAJGARH,ZEERAPUR],168,0,226,394
MADHYA PRADESH,RATLAM,ALOT,644,0,0,644
MADHYA PRADESH,RATLAM,BAJNA,3,0,0,3
MADHYA PRADESH,RATLAM,JAORA,850,14,10,874
MADHYA PRADESH,RATLAM,PIPLODA,867,10,7,884
MADHYA PRADESH,RATLAM,RATLAM,2029,1,11,2041
MADHYA PRADESH,RATLAM,SAILANA,596,12,1,609
MADHYA PRADESH,REWA,GANGEO,88,3,27,118
MADHYA PRADESH,REWA,HANUMANA,2,0,0,2
MADHYA PRADESH,REWA,JAWA,1,0,0,1
MADHYA PRADESH,REWA,MAUGANJ,2,0,0,2
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,350,0,4,354
MADHYA PRADESH,REWA,REWA,239,2,1,242
MADHYA PRADESH,REWA,SIRMOUR,361,9,12,382
MADHYA PRADESH,SAGAR,BANDA,48,0,0,48
MADHYA PRADESH,SAGAR,BINA,4,0,0,4
MADHYA PRADESH,SAGAR,DEORI,29,0,2,31
MADHYA PRADESH,SAGAR,JAISINAGAR,25,0,1,26
MADHYA PRADESH,SAGAR,KESLI,1,0,0,1
MADHYA PRADESH,SAGAR,KHURAI,25,0,10,35
MADHYA PRADESH,SAGAR,MALTHONE,4,0,15,19
MADHYA PRADESH,SAGAR,RAHATGARH,76,0,26,102
MADHYA PRADESH,SAGAR,REHLI,2,0,4,6
MADHYA PRADESH,SAGAR,SAGAR,65,0,5,70
MADHYA PRADESH,SAGAR,SHAHGARH,1,0,0,1
MADHYA PRADESH,SATNA,AMARPATAN,170,0,21,191
MADHYA PRADESH,SATNA,MAIHAR,5,0,1,6
MADHYA PRADESH,SATNA,MAJHAGAWAN,310,0,3,313
MADHYA PRADESH,SATNA,NAGOD,772,2,5,779
MADHYA PRADESH,SATNA,RAMNAGER,53,0,0,53
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,131,0,1,132
MADHYA PRADESH,SATNA,SOHAWAL,200,0,1,201
MADHYA PRADESH,SATNA,UCHEHARA,51,0,0,51
MADHYA PRADESH,SEHORE,ASHTA,2,0,0,2
MADHYA PRADESH,SEHORE,NASRULLAGANJ,75,0,14,89
MADHYA PRADESH,SEONI,BARGHAT,0,2,0,2
MADHYA PRADESH,SEONI,DHANORA,2,0,1,3
MADHYA PRADESH,SEONI,KURAI,6,0,0,6
MADHYA PRADESH,SEONI,LAKHNADON,1,0,0,1
MADHYA PRADESH,SEONI,SEONI,40,0,10,50
MADHYA PRADESH,SHAHDOL,BEOHARI,0,0,6,6
MADHYA PRADESH,SHAHDOL,BURHAR,4,0,0,4
MADHYA PRADESH,SHAHDOL,GOHPARU,1,4,0,5
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,27,0,6,33
MADHYA PRADESH,SHAHDOL,JAITHARI,20,0,0,20
MADHYA PRADESH,SHAHDOL,SOHAGPUR,38,9,1,48
MADHYA PRADESH,SHAJAPUR,AGAR,129,0,3,132
MADHYA PRADESH,SHAJAPUR,BAROD,36,0,2,38
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,36,48,15,99
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,1,0,0,1
MADHYA PRADESH,SHAJAPUR,NALKHEDA,16,0,0,16
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,6,0,39,45
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,5,53,25,83
MADHYA PRADESH,SHAJAPUR,SUSNER,3,0,3,6
MADHYA PRADESH,SHEOPUR,KARHAL,270,27,1,298
MADHYA PRADESH,SHEOPUR,SHEOPUR,503,1,14,518
MADHYA PRADESH,SHEOPUR,VIJAYPUR,93,0,0,93
MADHYA PRADESH,SHIVPURI,BADARWAS,55,1,0,56
MADHYA PRADESH,SHIVPURI,KOLARAS,233,6,28,267
MADHYA PRADESH,SHIVPURI,POHARI,126,0,1,127
MADHYA PRADESH,SHIVPURI,SHIVPURI,768,12,303,1083
MADHYA PRADESH,SIDHI,CHITRANGI,7,0,0,7
MADHYA PRADESH,SIDHI,DEOSAR,6,0,0,6
MADHYA PRADESH,SIDHI,MAJHOULI,4,0,0,4
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,11,0,0,11
MADHYA PRADESH,SIDHI,SIDHI,11,0,0,11
MADHYA PRADESH,SIDHI,SIHAWAL,32,1,0,33
MADHYA PRADESH,TIKAMGARH,JATARA,49,6,0,55
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,30,0,0,30
MADHYA PRADESH,UJJAIN,GHATTIA,2,0,0,2
MADHYA PRADESH,UJJAIN,KHACHROD,22,5,0,27
MADHYA PRADESH,UJJAIN,MEHIDPUR,23,0,0,23
MADHYA PRADESH,UJJAIN,TARANA,47,0,0,47
MADHYA PRADESH,UJJAIN,UJJAIN,209,0,0,209
MADHYA PRADESH,VIDISHA,BASODA,40,0,0,40
MADHYA PRADESH,VIDISHA,KURWAI,2,0,0,2
MADHYA PRADESH,VIDISHA,LATERI,5,3,0,8
MADHYA PRADESH,VIDISHA,NATERAN,68,0,0,68
MADHYA PRADESH,VIDISHA,SIRONJ,0,4,0,4
MAHARASHTRA,AHMEDNAGAR,AKOLA,19,0,0,19
MAHARASHTRA,AHMEDNAGAR,JAMKHED,19,0,0,19
MAHARASHTRA,AHMEDNAGAR,KARJAT,169,7,118,294
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,164,0,61,225
MAHARASHTRA,AHMEDNAGAR,NEVASA,947,0,0,947
MAHARASHTRA,AHMEDNAGAR,PARNER,201,0,0,201
MAHARASHTRA,AHMEDNAGAR,PATHARDI,20,0,2,22
MAHARASHTRA,AHMEDNAGAR,RAHATA,767,0,0,767
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,789,0,0,789
MAHARASHTRA,AKOLA,AKOT,167,0,0,167
MAHARASHTRA,AKOLA,BALAPUR,9,0,0,9
MAHARASHTRA,AKOLA,MURTIJAPUR,1,0,0,1
MAHARASHTRA,AKOLA,TELHARA,11,0,0,11
MAHARASHTRA,AMRAVATI,ACHALPUR,1,0,0,1
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,8,0,0,8
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,27,0,0,27
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,9,0,0,9
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,2,0,0,2
MAHARASHTRA,AMRAVATI,DHARNI,11,0,2,13
