-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.8.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Submersible pumps,Turbine pumps,Others,Total
RAJASTHAN,BARMER,SIWANA,175,4,9,188
RAJASTHAN,BHARATPUR,BEIR,377,26,248,651
RAJASTHAN,BHARATPUR,BHARATPUR,32,59,136,227
RAJASTHAN,BHARATPUR,KUMBHER,0,0,21,21
RAJASTHAN,BHARATPUR,NADBAI,16,6,0,22
RAJASTHAN,BHARATPUR,ROOPBAS,45,19,2,66
RAJASTHAN,BHILWARA,BANEDA,22,0,0,22
RAJASTHAN,BHILWARA,BHILWARA,42,0,0,42
RAJASTHAN,BHILWARA,BIJOLIYA,79,2,0,81
RAJASTHAN,BHILWARA,KOTADI,1,0,0,1
RAJASTHAN,BHILWARA,MANDALGARH,69,2,4,75
RAJASTHAN,BHILWARA,RAIPUR,9,0,0,9
RAJASTHAN,BHILWARA,SAHADA,16,0,0,16
RAJASTHAN,BHILWARA,SHAHPURA,1,0,0,1
RAJASTHAN,BIKANER,BIKANER,495,5,0,500
RAJASTHAN,BIKANER,DOONGAR GARH,523,3,0,526
RAJASTHAN,BIKANER,KOLAYAT,237,6,1,244
RAJASTHAN,BIKANER,LUNKARANSAR,116,0,0,116
RAJASTHAN,BIKANER,NOKHA,1091,9,1,1101
RAJASTHAN,BUNDI,BUNDI,2457,732,311,3500
RAJASTHAN,BUNDI,HINDOLI,19,0,0,19
RAJASTHAN,BUNDI,INDRAGARH,9,1,0,10
RAJASTHAN,BUNDI,KESHORAIPATAN,109,78,0,187
RAJASTHAN,BUNDI,NAINWA,196,61,30,287
RAJASTHAN,CHITTORGARH,BADI SADRI,728,12,22,762
RAJASTHAN,CHITTORGARH,BENGU,1084,78,60,1222
RAJASTHAN,CHITTORGARH,BHADESAR,194,10,26,230
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,965,40,0,1005
RAJASTHAN,CHITTORGARH,CHITTORGARH,1796,15,133,1944
RAJASTHAN,CHITTORGARH,DUNGLA,7,0,0,7
RAJASTHAN,CHITTORGARH,GANGARAR,242,0,0,242
RAJASTHAN,CHITTORGARH,KAPASAN,134,2,0,136
RAJASTHAN,CHITTORGARH,NIMBAHERA,1645,4,24,1673
RAJASTHAN,CHITTORGARH,PRATAPGARH,81,0,0,81
RAJASTHAN,CHITTORGARH,RASHMI,96,7,0,103
RAJASTHAN,CHITTORGARH,RAWATBHATA,43,0,0,43
RAJASTHAN,CHURU,RATANGARH,318,6,0,324
RAJASTHAN,CHURU,SUJANGARH,838,31,3,872
RAJASTHAN,DAUSA,MAHUA,15,0,0,15
RAJASTHAN,DUNGARPUR,SAGWARA,2,48,0,50
RAJASTHAN,DUNGARPUR,SIMALWARA,24,0,3,27
RAJASTHAN,JAIPUR,AMER,0,7,0,7
RAJASTHAN,JAIPUR,BASSI,10,0,0,10
RAJASTHAN,JAIPUR,CHOMU,101,1,0,102
RAJASTHAN,JAIPUR,PHULERA,4,0,0,4
RAJASTHAN,JAIPUR,SANGANER,17,1,0,18
RAJASTHAN,JAISALMER,JAISALMER,450,2,1,453
RAJASTHAN,JAISALMER,POKARAN,423,26,0,449
RAJASTHAN,JALORE,AHORE,17,3,0,20
RAJASTHAN,JALORE,BAGODA,528,257,26,811
RAJASTHAN,JALORE,BHINMAL,108,9,0,117
RAJASTHAN,JALORE,JALORE,33,2,0,35
RAJASTHAN,JALORE,RANIWARA,14,0,0,14
RAJASTHAN,JALORE,SANCHORE,70,4,0,74
RAJASTHAN,JALORE,SAYLA,3,0,0,3
RAJASTHAN,JHALAWAR,JHALARA PATAN,15,0,0,15
RAJASTHAN,JHALAWAR,KHANPUR,484,18,0,502
RAJASTHAN,JHALAWAR,PACHPAHAR,2,0,0,2
RAJASTHAN,JHALAWAR,PIRAWA,26,0,0,26
RAJASTHAN,JHUNJHUNU,BUHANA,7,0,0,7
RAJASTHAN,JODHPUR,BHOPAL GARH,4224,33,35,4292
RAJASTHAN,JODHPUR,BILADA,2141,11,1,2153
RAJASTHAN,JODHPUR,JODHPUR,682,7,0,689
RAJASTHAN,JODHPUR,ONSIA,4988,57,2,5047
RAJASTHAN,JODHPUR,PHALODI,1115,25,5,1145
RAJASTHAN,JODHPUR,SHER GARH,333,4,0,337
RAJASTHAN,KAROLI,HINDON,59,1,65,125
RAJASTHAN,KAROLI,NADOTI,7,0,0,7
RAJASTHAN,KAROLI,SAPOTRA,58,3,0,61
RAJASTHAN,KAROLI,TODA BHIM,168,68,6,242
RAJASTHAN,KOTA,DIGOD,1435,196,2,1633
RAJASTHAN,KOTA,LADPURA,143,37,0,180
RAJASTHAN,KOTA,PIPALLDA,14,0,0,14
RAJASTHAN,KOTA,RAMGANJMANDI,0,2,0,2
RAJASTHAN,KOTA,SANGOD,14,12,0,26
RAJASTHAN,NAGAUR,DEEDWANA,9,0,0,9
RAJASTHAN,NAGAUR,DEGANA,336,2,0,338
RAJASTHAN,NAGAUR,JAYAL,174,10,0,184
RAJASTHAN,NAGAUR,KHEEVSAR,1224,10,18,1252
RAJASTHAN,NAGAUR,LADNU,574,145,2,721
RAJASTHAN,NAGAUR,MAKRANA,8,0,0,8
RAJASTHAN,NAGAUR,MERTA,3694,13,2,3709
RAJASTHAN,NAGAUR,NAGAUR,2346,66,205,2617
RAJASTHAN,NAGAUR,NAWA,178,1,5,184
RAJASTHAN,NAGAUR,PARBATSAR,30,4,4,38
RAJASTHAN,PALI,BALI,5,5,0,10
RAJASTHAN,PALI,JAITARAN,430,0,0,430
RAJASTHAN,PALI,MARWAR JUNCTION,37,14,0,51
RAJASTHAN,PALI,PALI,6,0,0,6
RAJASTHAN,PALI,RAIPUR,0,1,0,1
RAJASTHAN,PALI,ROHAT,1,0,0,1
RAJASTHAN,PALI,SOJAT,97,1,4,102
RAJASTHAN,PALI,SUMERPUR,4,0,0,4
RAJASTHAN,RAJSAMAND,AMET,31,0,5,36
RAJASTHAN,RAJSAMAND,DEVGARH,3,0,0,3
RAJASTHAN,RAJSAMAND,RAILMAGRA,6,0,0,6
RAJASTHAN,RAJSAMAND,RAJSAMAND,77,1,7,85
RAJASTHAN,SAWAI MADHOPUR,BAOLI,0,1,5,6
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,178,3,0,181
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,0,1,1,2
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,503,71,8,582
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,220,44,5,269
RAJASTHAN,SIKAR,DATARAM GARH,9,0,0,9
RAJASTHAN,SIKAR,LAXMAN GARH,54,0,0,54
RAJASTHAN,SIKAR,SHRI MADHOPUR,3,0,0,3
RAJASTHAN,SIKAR,SIKAR,39,0,0,39
RAJASTHAN,SIROHI,ABUROAD,2,1,0,3
RAJASTHAN,SIROHI,REVDAR,5,0,0,5
RAJASTHAN,SIROHI,SHIVGANJ,14,0,0,14
RAJASTHAN,SIROHI,SIROHI,51,0,0,51
RAJASTHAN,TONK,UNIYARA,232,24,0,256
RAJASTHAN,UDAIPUR,GIRWA,143,2,0,145
RAJASTHAN,UDAIPUR,GOGUNDA,1,0,0,1
RAJASTHAN,UDAIPUR,JHADOL,31,1,0,32
RAJASTHAN,UDAIPUR,KHERWADA,27,0,0,27
RAJASTHAN,UDAIPUR,MAWLI,108,0,0,108
RAJASTHAN,UDAIPUR,VALLABH NAGAR,50,3,0,53
TAMIL NADU,COIMBATORE,ANAMALAI,667,46,48,761
TAMIL NADU,COIMBATORE,ANNUR,983,50,147,1180
TAMIL NADU,COIMBATORE,AVINASHI,1705,96,91,1892
TAMIL NADU,COIMBATORE,KINATHUKADAVU,999,5,432,1436
TAMIL NADU,COIMBATORE,KUDIMANGALAM,1646,7,0,1653
TAMIL NADU,COIMBATORE,MADATTHUKULAM,498,4,0,502
TAMIL NADU,COIMBATORE,MADUKKARAI,412,169,0,581
TAMIL NADU,COIMBATORE,METTUPALAYAM,775,60,1,836
TAMIL NADU,COIMBATORE,PALLADAM,150,47,79,276
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,953,21,0,974
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,1206,0,344,1550
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,888,67,93,1048
TAMIL NADU,COIMBATORE,PONGALUR,1478,123,68,1669
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,653,66,5,724
TAMIL NADU,COIMBATORE,SOOLUR,501,3,98,602
TAMIL NADU,COIMBATORE,SULTHANPET,247,127,465,839
TAMIL NADU,COIMBATORE,THIRUPPUR,929,220,171,1320
TAMIL NADU,COIMBATORE,THONDAMUTHUR,1975,32,0,2007
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,2055,56,12,2123
TAMIL NADU,CUDDALORE,ANNAGRAMAM,3,0,0,3
TAMIL NADU,CUDDALORE,BHUVANAGIRI,5,0,7,12
TAMIL NADU,CUDDALORE,CUDDALORE,528,5,0,533
TAMIL NADU,CUDDALORE,KAMMAPURAM,386,13,2,401
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,759,1,220,980
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,363,0,0,363
TAMIL NADU,CUDDALORE,KUMARATCHI,6,1,8,15
TAMIL NADU,CUDDALORE,KURINJIPADY,408,2,0,410
TAMIL NADU,CUDDALORE,MANGALORE,1,28,0,29
TAMIL NADU,CUDDALORE,NALLUR,18,0,0,18
TAMIL NADU,CUDDALORE,PANRUTI,26,0,0,26
TAMIL NADU,CUDDALORE,VRIDHACHALAM,1000,0,0,1000
TAMIL NADU,DHARMAPURI,BARUGUR,63,25,10,98
TAMIL NADU,DHARMAPURI,HOSUR,545,61,156,762
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,7,3,5,15
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),152,13,31,196
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,4,0,6,10
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,51,47,4,102
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,254,32,30,316
TAMIL NADU,DHARMAPURI,THALLY,227,35,260,522
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,3,0,0,3
TAMIL NADU,DINDIGUL,ATHOOR,350,6,1,357
TAMIL NADU,DINDIGUL,BATLAGUNDU,5,3,65,73
TAMIL NADU,DINDIGUL,DINDIGUL,0,0,2,2
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,194,109,30,333
TAMIL NADU,DINDIGUL,NATHAM,10,11,0,21
TAMIL NADU,DINDIGUL,NILAKOTTAI,38,2,1,41
TAMIL NADU,DINDIGUL,ODDANCHATRAM,587,29,223,839
TAMIL NADU,DINDIGUL,PALANI,49,11,0,60
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,14,7,13,34
TAMIL NADU,DINDIGUL,SHANARPATTI,82,15,36,133
TAMIL NADU,DINDIGUL,THOPPAMPATTI,215,44,0,259
TAMIL NADU,DINDIGUL,VADAMADURAI,130,5,142,277
TAMIL NADU,DINDIGUL,VEDASANDUR,234,38,256,528
TAMIL NADU,ERODE,AMMAPETTAI,46,0,0,46
TAMIL NADU,ERODE,ANTHIYUR,102,2,45,149
TAMIL NADU,ERODE,BHAVANI,313,3,0,316
TAMIL NADU,ERODE,BHAVANISAGAR,275,52,129,456
TAMIL NADU,ERODE,CHENNIMALAI,147,23,1,171
TAMIL NADU,ERODE,DHARAPURAM,29,5,1,35
TAMIL NADU,ERODE,ERODE,4,0,1,5
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,1290,23,0,1313
TAMIL NADU,ERODE,KANGEYAM,22,13,1,36
TAMIL NADU,ERODE,KODUMUDI,1,0,0,1
TAMIL NADU,ERODE,KUMDADAM,70,4,0,74
TAMIL NADU,ERODE,MODAKURICHI,259,3,0,262
TAMIL NADU,ERODE,MOOLANUR,45,4,1,50
TAMIL NADU,ERODE,NAMBIYUR,1547,84,2,1633
TAMIL NADU,ERODE,PERUNTHURAI,553,29,0,582
TAMIL NADU,ERODE,SATHYAMANGALAM,337,57,2,396
TAMIL NADU,ERODE,THALAVADI,156,73,52,281
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,376,37,0,413
TAMIL NADU,ERODE,UTHUKULI,479,11,0,490
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,1,0,0,1
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,131,0,0,131
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,98,0,0,98
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,20,5,0,25
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,113,0,2,115
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,34,0,0,34
TAMIL NADU,KANCHEEPURAM,WALAJABAD,78,0,0,78
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,14,2,0,16
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,3,0,4,7
TAMIL NADU,KANYAKUMARI,MELPURAM,2,0,0,2
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,218,0,48,266
TAMIL NADU,KANYAKUMARI,THOVALAI,0,0,20,20
TAMIL NADU,KANYAKUMARI,THUCKALAY,1,0,0,1
TAMIL NADU,KARUR,ARAVAKURICHI,230,5,89,324
TAMIL NADU,KARUR,K.PARAMATHI,15,0,35,50
TAMIL NADU,KARUR,KADAVUR,34,4,145,183
TAMIL NADU,KARUR,KARUR,21,4,6,31
TAMIL NADU,KARUR,KRISHNARAYAPURAM,7,0,2,9
TAMIL NADU,KARUR,KULITHALAI,0,3,0,3
TAMIL NADU,KARUR,THANTHONI,161,18,90,269
TAMIL NADU,KARUR,THOGAMALAI,61,1,0,62
TAMIL NADU,MADURAI,ALANGANALLUR,64,6,3,73
TAMIL NADU,MADURAI,CHELLAMPATTI,75,2,2,79
TAMIL NADU,MADURAI,KALLIKUDI,1,0,0,1
TAMIL NADU,MADURAI,KALLUPATTI(T),3,0,1,4
TAMIL NADU,MADURAI,KOTTAMPATTI,17,1,0,18
TAMIL NADU,MADURAI,MADURAI EAST,21,12,4,37
TAMIL NADU,MADURAI,MADURAI WEST,4,4,0,8
TAMIL NADU,MADURAI,MELUR,49,1,1,51
TAMIL NADU,MADURAI,SEDAPATTI,24,0,0,24
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,62,1,1,64
TAMIL NADU,MADURAI,TIRUMANGALAM,16,0,0,16
TAMIL NADU,MADURAI,USILAMPATTI,25,0,0,25
TAMIL NADU,MADURAI,VADIPATTI,7,0,0,7
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,534,28,300,862
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,23,0,66,89
TAMIL NADU,NAMAKKAL,KABILARMALAI,2,0,9,11
TAMIL NADU,NAMAKKAL,KOLLIHILLS,4,0,0,4
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,112,0,364,476
TAMIL NADU,NAMAKKAL,MOHANUR,84,0,61,145
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,17,0,0,17
TAMIL NADU,NAMAKKAL,NAMAKKAL,60,0,142,202
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,52,28,254,334
TAMIL NADU,NAMAKKAL,PARAMATHI,228,10,11,249
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,64,0,28,92
TAMIL NADU,NAMAKKAL,RASIPURAM,40,57,0,97
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,86,0,19,105
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,205,5,769,979
TAMIL NADU,NAMAKKAL,VENNANDHUR,77,0,21,98
TAMIL NADU,NILGIRIS,KOTAGIRI,1,0,0,1
TAMIL NADU,PERAMBALUR,ANDIMADAM,392,4,0,396
TAMIL NADU,PERAMBALUR,ARIYALUR,26,24,0,50
TAMIL NADU,PERAMBALUR,JAYANKONDAM,269,141,4,414
TAMIL NADU,PERAMBALUR,SENDURAI,866,55,0,921
TAMIL NADU,PERAMBALUR,THIRUMANUR,48,15,0,63
TAMIL NADU,PERAMBALUR,TPALUR,137,272,170,579
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,35,0,0,35
TAMIL NADU,PERAMBALUR,VEPPUR,228,0,10,238
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,0,1,0,1
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,1303,35,5,1343
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,159,45,1,205
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,3,1,0,4
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,750,8,0,758
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,1870,8,6,1884
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,58,1,0,59
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,6,3,4,13
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,10,3,0,13
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,841,9,11,861
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,2555,20,3,2578
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,16,2,0,18
TAMIL NADU,RAMANATHAPURAM,BOGALUR,0,0,1,1
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,258,0,24,282
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,13,19,16,48
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,162,1,81,244
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,3,0,0,3
TAMIL NADU,SALEM,ATTUR,93,0,0,93
TAMIL NADU,SALEM,AYODYAPATTANAM,54,15,0,69
TAMIL NADU,SALEM,EDAPPADI,465,0,147,612
TAMIL NADU,SALEM,GANGAVALLI,6,0,0,6
TAMIL NADU,SALEM,KADAYAMPATTI,402,0,0,402
TAMIL NADU,SALEM,KOLATHUR,283,4,0,287
TAMIL NADU,SALEM,KONGANAPURAM,205,0,83,288
TAMIL NADU,SALEM,MAGUDANCHAVADI,378,0,49,427
TAMIL NADU,SALEM,MECHERI,296,25,288,609
TAMIL NADU,SALEM,NANGAVALLI,108,15,205,328
TAMIL NADU,SALEM,OMALUR,270,3,8,281
TAMIL NADU,SALEM,PANAMARATHUPATTI,0,0,7,7
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,373,0,0,373
TAMIL NADU,SALEM,SANKARI,582,0,200,782
TAMIL NADU,SALEM,THALAIVASAL,101,1,21,123
TAMIL NADU,SALEM,THARAMANGALAM,404,0,0,404
TAMIL NADU,SALEM,VALAPPADY,286,60,250,596
TAMIL NADU,SALEM,VEERAPANDI,7,0,32,39
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,74,0,6,80
TAMIL NADU,SIVAGANGA,ILAYANGUDI,138,28,0,166
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,2,0,10,12
TAMIL NADU,SIVAGANGA,KALLAL,9,0,21,30
TAMIL NADU,SIVAGANGA,KANNANGUDI,13,0,2,15
TAMIL NADU,SIVAGANGA,MANAMADURAI,7,0,1,8
TAMIL NADU,SIVAGANGA,S. PUDUR,8,7,7,22
TAMIL NADU,SIVAGANGA,SAKKOTTAI,42,0,14,56
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,12,0,44,56
TAMIL NADU,SIVAGANGA,SIVAGANGA,12,1,1,14
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,9,0,3,12
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,24,6,15,45
TAMIL NADU,THANJAVUR,AMMAPETTAI,418,4,0,422
TAMIL NADU,THANJAVUR,BUDHALUR,9,0,0,9
TAMIL NADU,THANJAVUR,MADHUKUR,2478,237,0,2715
TAMIL NADU,THANJAVUR,ORATHANADU,2989,276,232,3497
TAMIL NADU,THANJAVUR,PATTUKOTTAI,2986,47,6,3039
TAMIL NADU,THANJAVUR,PERAVURANI,1760,56,0,1816
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,1831,28,0,1859
TAMIL NADU,THANJAVUR,THANJAVUR,722,6,0,728
TAMIL NADU,THANJAVUR,THIRUVONAM,871,88,2,961
TAMIL NADU,THENI,ANDIPATTI,67,69,0,136
TAMIL NADU,THENI,BODI,90,2,0,92
TAMIL NADU,THENI,CHINNAMANNUR,498,2,0,500
TAMIL NADU,THENI,CUMBUM,297,1,0,298
TAMIL NADU,THENI,MYILADUMPARAI,39,39,0,78
TAMIL NADU,THENI,PERIYAKULAM,1008,15,0,1023
TAMIL NADU,THENI,THENI,70,1,0,71
TAMIL NADU,THENI,UTHAMAPALAYAM,375,0,0,375
TAMIL NADU,THIRUVALLUR,ELLAPURAM,1,0,0,1
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,33,0,0,33
TAMIL NADU,THIRUVALLUR,MINJUR,2,0,0,2
TAMIL NADU,THIRUVALLUR,PALLIPATTU,195,0,0,195
TAMIL NADU,THIRUVALLUR,R.K.PEET,65,0,0,65
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,3,0,0,3
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,70,0,0,70
TAMIL NADU,THIRUVALLUR,TIRUTTANI,5,0,0,5
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,27,0,0,27
TAMIL NADU,THIRUVARUR,KORADACHERRY,21,1,0,22
TAMIL NADU,THIRUVARUR,KOTTUR,84,32,0,116
TAMIL NADU,THIRUVARUR,MANNARGUDI,781,578,0,1359
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,272,736,34,1042
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,33,28,0,61
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,33,5,3,41
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,8,0,0,8
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,30,1,0,31
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,15,0,6,21
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,59,2,23,84
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,0,2,10,12
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,14,1,0,15
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,55,0,0,55
TAMIL NADU,TIRUNELVELI,ALANGULAM,31,0,0,31
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,0,5,0,5
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,9,2,23,34
TAMIL NADU,TIRUNELVELI,KADAYAM,12,2,8,22
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,39,1,2,42
TAMIL NADU,TIRUNELVELI,KALAKAD,0,1,0,1
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,2,0,21,23
TAMIL NADU,TIRUNELVELI,MANUR,3,0,8,11
TAMIL NADU,TIRUNELVELI,NANGUNERI,13,0,10,23
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,15,14,0,29
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,1,0,8,9
TAMIL NADU,TIRUNELVELI,RADHAPURAM,41,0,21,62
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,1,0,19,20
TAMIL NADU,TIRUNELVELI,TENKASI,12,0,12,24
TAMIL NADU,TIRUNELVELI,VALLIOOR,85,3,144,232
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,10,0,18,28
TAMIL NADU,TIRUVANNAMALAI,ARNI,10,0,2,12
TAMIL NADU,TIRUVANNAMALAI,POLUR,3,0,0,3
TAMIL NADU,TIRUVANNAMALAI,WEST ARNI,13,0,0,13
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,1,0,0,1
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,6,0,4,10
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,22,1,2,25
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,11,2,4,17
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,5,0,0,5
TAMIL NADU,TUTICORIN DISTRICT,SATTANKULAM,7,18,0,25
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,14,0,0,14
TAMIL NADU,VELLORE,ARCOT,1,0,0,1
TAMIL NADU,VELLORE,JOLARPET,31,0,0,31
TAMIL NADU,VELLORE,KANDHILI,19,0,0,19
TAMIL NADU,VELLORE,KAVERIPAKKAM,135,1,0,136
TAMIL NADU,VELLORE,NEMILI,70,4,0,74
TAMIL NADU,VELLORE,SHOLINGUR,18,0,0,18
TAMIL NADU,VELLORE,THIMIRI,6,0,0,6
TAMIL NADU,VELLORE,THIRUPATTUR,23,0,0,23
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,25,0,0,25
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,11,0,0,11
TAMIL NADU,VILLUPPURAM,KOLIYANUR,54,0,0,54
TAMIL NADU,VILLUPPURAM,MARAKKANAM,13,1,0,14
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,8,0,0,8
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,51,0,0,51
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,6,1,0,7
TAMIL NADU,VILLUPPURAM,VAANOOR,1001,38,5,1044
TAMIL NADU,VILLUPPURAM,VALLAM,5,26,0,31
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,2,0,0,2
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,10,1,0,11
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,13,2,5,20
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,2,0,0,2
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,13,0,36,49
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,41,8,33,82
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,0,0,1,1
TAMIL NADU,VIRUDHUNAGAR,WATRAP,36,1,46,83
TRIPURA,DHALAI,MANU,1,1,0,2
TRIPURA,DHALAI,SALEMA,1,0,0,1
TRIPURA,NORTH TRIPURA,GOURNAGAR,1,0,0,1
TRIPURA,NORTH TRIPURA,KADAMTALA,4,0,0,4
TRIPURA,NORTH TRIPURA,KUMARGHAT,1,0,0,1
TRIPURA,NORTH TRIPURA,PANISAGAR,6,0,0,6
TRIPURA,SOUTH TRIPURA,BAGAFA,3,0,0,3
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,2,0,0,2
TRIPURA,SOUTH TRIPURA,KAKRABAN,8,0,0,8
TRIPURA,SOUTH TRIPURA,KILLA,1,0,0,1
TRIPURA,SOUTH TRIPURA,MATABARI,9,0,0,9
TRIPURA,SOUTH TRIPURA,RAJNAGAR,7,0,0,7
TRIPURA,SOUTH TRIPURA,RUPAICHARI,1,0,0,1
TRIPURA,SOUTH TRIPURA,SATCHAND,1,0,0,1
TRIPURA,WEST TRIPURA,BISHALGARH,16,9,0,25
TRIPURA,WEST TRIPURA,BOXANAGAR,5,2,0,7
TRIPURA,WEST TRIPURA,DUKLI,33,0,0,33
TRIPURA,WEST TRIPURA,JAMPUIJALA,3,0,0,3
TRIPURA,WEST TRIPURA,JIRANIA,11,0,0,11
