-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No in use - Public,No in use - Private,Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Total potential created,Potential utilised - Public,Potential utilised - Private,Total potential utilised
TAMIL NADU,CUDDALORE,KAMMAPURAM,0,82,82,0,69,69,0,57,57
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,0,267,267,0,407,407,0,406,406
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,0,206,206,0,276,276,0,248,248
TAMIL NADU,CUDDALORE,KUMARATCHI,0,7,7,0,3,3,0,3,3
TAMIL NADU,CUDDALORE,KURINJIPADY,0,498,498,0,810,810,0,769,769
TAMIL NADU,CUDDALORE,MANGALORE,0,5937,5937,0,5903,5903,0,4757,4757
TAMIL NADU,CUDDALORE,NALLUR,0,1864,1864,0,2335,2335,0,2204,2204
TAMIL NADU,CUDDALORE,PANRUTI,0,26,26,0,101,101,0,101,101
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,427,427,0,62,62,0,61,61
TAMIL NADU,CUDDALORE,VRIDHACHALAM,0,1099,1099,0,1265,1265,0,1038,1038
TAMIL NADU,DHARMAPURI,BARUGUR,159,7473,7632,321,11530,11851,237,7220,7457
TAMIL NADU,DHARMAPURI,DHARMAPURI,2,2957,2959,1,4364,4365,0,3007,3007
TAMIL NADU,DHARMAPURI,HARUR,6,7327,7333,18,15634,15651,13,11007,11020
TAMIL NADU,DHARMAPURI,HOSUR,3,1656,1659,6,2191,2197,4,1348,1352
TAMIL NADU,DHARMAPURI,KARIMANGALAM,18,11396,11414,43,17230,17273,32,11945,11976
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,42,5891,5933,63,9553,9615,44,6111,6156
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),8,3790,3798,18,5643,5661,11,3954,3965
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,31,5498,5529,58,6818,6876,41,4637,4678
TAMIL NADU,DHARMAPURI,MATHUR,18,3622,3640,35,7216,7251,24,4803,4827
TAMIL NADU,DHARMAPURI,MORAPPUR,15,4984,4999,21,9780,9801,13,6858,6871
TAMIL NADU,DHARMAPURI,NALLAMPALLI,2,6155,6157,2,9419,9421,2,6805,6807
TAMIL NADU,DHARMAPURI,PALACODE,36,10965,11001,80,17500,17579,45,11624,11669
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,2,11947,11949,1,24063,24064,1,15929,15930
TAMIL NADU,DHARMAPURI,PENNAGARAM,16,8280,8296,32,12257,12289,19,7077,7096
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,8,5559,5567,10,8593,8603,6,5597,5603
TAMIL NADU,DHARMAPURI,THALLY,79,2378,2457,134,3366,3500,99,2212,2311
TAMIL NADU,DHARMAPURI,UTHANGARAI,13,8796,8809,16,14967,14983,10,10306,10315
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,13,4003,4016,34,6705,6740,18,4560,4577
TAMIL NADU,DINDIGUL,ATHOOR,5,4578,4583,9,8552,8561,5,5059,5065
TAMIL NADU,DINDIGUL,BATLAGUNDU,28,2711,2739,68,5712,5779,39,2754,2793
TAMIL NADU,DINDIGUL,DINDIGUL,11,3313,3324,22,6406,6428,5,2641,2646
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,4,3869,3873,7,8408,8415,3,3984,3987
TAMIL NADU,DINDIGUL,KODAIKANAL,0,3,3,0,5,5,0,5,5
TAMIL NADU,DINDIGUL,NATHAM,1,4757,4758,0,5411,5411,0,3021,3022
TAMIL NADU,DINDIGUL,NILAKOTTAI,18,6160,6178,44,12093,12137,18,5783,5802
TAMIL NADU,DINDIGUL,ODDANCHATRAM,17,8705,8722,40,18537,18577,23,9923,9946
TAMIL NADU,DINDIGUL,PALANI,1,4328,4329,1,11175,11175,0,6696,6696
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,4,6487,6491,10,17407,17416,5,7400,7404
TAMIL NADU,DINDIGUL,SHANARPATTI,0,5056,5056,0,8793,8793,0,4194,4194
TAMIL NADU,DINDIGUL,THOPPAMPATTI,3,6983,6986,8,19877,19886,0,7504,7505
TAMIL NADU,DINDIGUL,VADAMADURAI,51,4439,4490,56,10468,10524,33,3466,3499
TAMIL NADU,DINDIGUL,VEDASANDUR,52,5672,5724,143,12167,12310,74,5221,5295
TAMIL NADU,ERODE,AMMAPETTAI,2,4900,4902,4,14108,14112,4,7716,7720
TAMIL NADU,ERODE,ANTHIYUR,75,2913,2988,188,5605,5793,138,4219,4357
TAMIL NADU,ERODE,BHAVANI,4,4081,4085,8,7347,7355,6,6243,6249
TAMIL NADU,ERODE,BHAVANISAGAR,2,1340,1342,7,3097,3104,6,1416,1422
TAMIL NADU,ERODE,CHENNIMALAI,7,4219,4226,16,8176,8192,2,4124,4126
TAMIL NADU,ERODE,DHARAPURAM,1,4626,4627,3,11356,11359,2,4016,4018
TAMIL NADU,ERODE,ERODE,0,2207,2207,0,4296,4296,0,1459,1459
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,248,4072,4320,356,7703,8060,242,4871,5113
TAMIL NADU,ERODE,KANGEYAM,2,3164,3166,7,6640,6646,1,3099,3101
TAMIL NADU,ERODE,KODUMUDI,445,5807,6252,635,10109,10745,295,5441,5736
TAMIL NADU,ERODE,KUMDADAM,5,5511,5516,16,11893,11909,4,4473,4477
TAMIL NADU,ERODE,MODAKURICHI,43,8802,8845,39,13282,13320,31,7027,7059
TAMIL NADU,ERODE,MOOLANUR,3,3982,3985,8,8184,8192,1,2769,2769
TAMIL NADU,ERODE,NAMBIYUR,0,2887,2887,0,5754,5754,0,2896,2896
TAMIL NADU,ERODE,PERUNTHURAI,3,4625,4628,8,9044,9052,2,5186,5188
TAMIL NADU,ERODE,SATHYAMANGALAM,17,3440,3457,36,9598,9633,23,6270,6293
TAMIL NADU,ERODE,THALAVADI,0,1079,1079,0,2177,2177,0,1263,1263
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,16,2409,2425,27,4790,4817,25,3117,3143
TAMIL NADU,ERODE,UTHUKULI,0,1826,1826,0,13084,13084,0,1238,1238
TAMIL NADU,ERODE,VELLAKOIL,2,2500,2502,6,5565,5571,2,2020,2022
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,0,5793,5793,0,6079,6079,0,5225,5225
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,0,5426,5426,0,6624,6624,0,5570,5570
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,65,2862,2927,186,5199,5385,186,4357,4543
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,1,3771,3772,1,3445,3446,1,2894,2895
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,0,712,712,0,1200,1200,0,1068,1068
TAMIL NADU,KANCHEEPURAM,LATHORE,0,3301,3301,0,3428,3428,0,3352,3352
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,0,7379,7379,0,7994,7994,0,7202,7202
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,5,832,837,5,1360,1364,5,1197,1202
TAMIL NADU,KANCHEEPURAM,TAMBARAM,14,871,885,9,866,875,9,776,785
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,0,3900,3900,0,3895,3895,0,3274,3274
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,0,3548,3548,0,3396,3396,0,3130,3130
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,0,7554,7554,0,9994,9994,0,6901,6901
TAMIL NADU,KANCHEEPURAM,WALAJABAD,72,1997,2069,60,3483,3543,60,3206,3266
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,0,1157,1157,0,593,593,0,589,589
TAMIL NADU,KANYAKUMARI,KILLIYOOR,0,22,22,0,16,16,0,16,16
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,0,432,432,0,343,343,0,338,338
TAMIL NADU,KANYAKUMARI,MELPURAM,1,41,42,3,74,77,3,74,77
TAMIL NADU,KANYAKUMARI,MUNCHIRAI,0,57,57,0,39,39,0,39,39
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,61,1145,1206,19,445,463,19,427,446
TAMIL NADU,KANYAKUMARI,THIRUVATTAR,0,1,1,0,3,3,0,3,3
TAMIL NADU,KANYAKUMARI,THOVALAI,0,273,273,0,243,243,0,204,204
TAMIL NADU,KANYAKUMARI,THUCKALAY,0,5,5,0,13,13,0,13,13
TAMIL NADU,KARUR,ARAVAKURICHI,0,5962,5962,0,17966,17966,0,11138,11138
TAMIL NADU,KARUR,K.PARAMATHI,2,7701,7703,3,18135,18138,3,10841,10844
TAMIL NADU,KARUR,KADAVUR,4,8028,8032,4,16481,16486,4,10699,10703
TAMIL NADU,KARUR,KARUR,8,4809,4817,4,7506,7510,4,5884,5888
TAMIL NADU,KARUR,KRISHNARAYAPURAM,3,6808,6811,15,11879,11894,8,8106,8114
TAMIL NADU,KARUR,KULITHALAI,9,2036,2045,14,3436,3450,9,2452,2461
TAMIL NADU,KARUR,THANTHONI,1,6714,6715,2,13346,13348,1,7971,7972
TAMIL NADU,KARUR,THOGAMALAI,5,5645,5650,14,14840,14854,9,9044,9052
TAMIL NADU,MADURAI,ALANGANALLUR,7,3361,3368,5,4347,4352,5,3626,3631
TAMIL NADU,MADURAI,CHELLAMPATTI,7,4816,4823,7,6265,6271,5,5377,5381
TAMIL NADU,MADURAI,KALLIKUDI,3,465,468,4,964,969,1,461,462
TAMIL NADU,MADURAI,KALLUPATTI(T),14,998,1012,16,1295,1311,9,922,931
TAMIL NADU,MADURAI,KOTTAMPATTI,9,3073,3082,11,2552,2564,6,1987,1993
TAMIL NADU,MADURAI,MADURAI EAST,9,900,909,14,1380,1394,13,1270,1283
TAMIL NADU,MADURAI,MADURAI WEST,8,1323,1331,12,1763,1774,11,1601,1612
TAMIL NADU,MADURAI,MELUR,11,4039,4050,18,3585,3603,15,2789,2804
TAMIL NADU,MADURAI,SEDAPATTI,1,4300,4301,0,5737,5737,0,4158,4159
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,69,2477,2546,66,2462,2528,59,2093,2151
TAMIL NADU,MADURAI,TIRUMANGALAM,15,3611,3626,21,4797,4818,16,3553,3569
TAMIL NADU,MADURAI,USILAMPATTI,13,3761,3774,14,5515,5529,12,4552,4563
TAMIL NADU,MADURAI,VADIPATTI,3,2790,2793,3,33607,33610,3,32973,32975
TAMIL NADU,NAGAPATTINAM,SEMBANARKOIL,0,17,17,0,42,42,0,23,23
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,0,195,195,0,68,68,0,61,61
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,0,4585,4585,0,758,758,0,755,755
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,1,3549,3550,2,5549,5551,2,4352,4354
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,21,5035,5056,30,6996,7026,17,4278,4295
TAMIL NADU,NAMAKKAL,KABILARMALAI,1,4756,4757,2,5980,5981,1,4378,4379
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,185,185,0,225,225,0,183,183
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,3375,3375,0,4649,4649,0,3112,3112
TAMIL NADU,NAMAKKAL,MOHANUR,5,4750,4755,4,4607,4611,3,3687,3690
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,5950,5950,0,7594,7594,0,6144,6144
TAMIL NADU,NAMAKKAL,NAMAKKAL,3,3309,3312,3,3518,3522,1,2157,2159
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,0,2262,2262,0,2045,2045,0,1779,1779
TAMIL NADU,NAMAKKAL,PARAMATHI,2,4074,4076,7,4188,4195,1,2689,2690
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,1,3752,3753,0,4686,4686,0,3057,3057
TAMIL NADU,NAMAKKAL,RASIPURAM,0,3052,3052,0,4464,4464,0,3921,3921
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,0,3401,3401,0,4026,4026,0,2847,2847
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,1,3918,3919,2,7226,7228,1,5282,5284
TAMIL NADU,NAMAKKAL,VENNANDHUR,0,3722,3722,0,3846,3846,0,3002,3002
TAMIL NADU,NILGIRIS,COONOOR,0,129,129,0,177,177,0,165,165
TAMIL NADU,NILGIRIS,GUDALUR,0,187,187,0,768,768,0,768,768
TAMIL NADU,NILGIRIS,KOTAGIRI,0,236,236,0,256,256,0,256,256
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,0,314,314,0,497,497,0,487,487
TAMIL NADU,PERAMBALUR,ALATHUR,1,6463,6464,1,8070,8071,1,5588,5588
TAMIL NADU,PERAMBALUR,ANDIMADAM,0,1624,1624,0,1177,1177,0,932,932
TAMIL NADU,PERAMBALUR,ARIYALUR,0,1063,1063,0,1149,1149,0,801,801
TAMIL NADU,PERAMBALUR,JAYANKONDAM,0,875,875,0,822,822,0,702,702
TAMIL NADU,PERAMBALUR,PERAMBALUR,0,8564,8564,0,12585,12585,0,5382,5382
TAMIL NADU,PERAMBALUR,SENDURAI,0,494,494,0,356,356,0,248,248
TAMIL NADU,PERAMBALUR,THIRUMANUR,1,1214,1215,1,1378,1379,1,1061,1062
TAMIL NADU,PERAMBALUR,TPALUR,0,728,728,0,698,698,0,591,591
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,7,10692,10699,11,15704,15715,6,9673,9680
TAMIL NADU,PERAMBALUR,VEPPUR,0,2690,2690,0,2691,2691,0,1776,1776
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,4,4818,4822,2,4587,4589,2,3951,3954
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,0,1333,1333,0,1394,1394,0,1151,1151
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,0,739,739,0,980,980,0,719,719
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,0,2778,2778,0,3059,3059,0,2353,2353
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,0,1140,1140,0,1921,1921,0,741,741
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,1,4490,4491,1,5167,5168,1,4677,4678
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,0,17,17,0,12,12,0,11,11
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,1,4741,4742,3,3603,3606,3,3268,3270
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,0,2687,2687,0,2317,2317,0,2076,2076
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,8,2554,2562,46,2856,2902,9,1583,1592
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,0,2045,2045,0,1333,1333,0,1154,1154
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,6,6211,6217,5,6794,6799,5,6226,6232
TAMIL NADU,RAMANATHAPURAM,BOGALUR,0,63,63,0,111,111,0,95,95
TAMIL NADU,RAMANATHAPURAM,KADALADI,1,281,282,0,452,452,0,437,437
TAMIL NADU,RAMANATHAPURAM,KAMUDI,12,744,756,32,1107,1140,18,927,945
TAMIL NADU,RAMANATHAPURAM,MANDAPAM,6,2037,2043,12,1666,1677,12,1570,1581
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,0,21,21,0,41,41,0,40,40
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,0,83,83,0,97,97,0,86,86
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,0,244,244,0,463,463,0,357,357
TAMIL NADU,RAMANATHAPURAM,R.S.MANGALAM,0,106,106,0,73,73,0,72,72
TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,0,427,427,0,537,537,0,504,504
TAMIL NADU,RAMANATHAPURAM,TIRUPPULLANI,1,2953,2954,1,2417,2417,1,2192,2193
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,1,39,40,0,39,39,0,39,39
TAMIL NADU,SALEM,ATTUR,5,9481,9486,5,11628,11633,5,8668,8673
TAMIL NADU,SALEM,AYODYAPATTANAM,1,6206,6207,0,6759,6760,0,4868,4868
TAMIL NADU,SALEM,EDAPPADI,4,3702,3706,3,6262,6265,3,4103,4106
TAMIL NADU,SALEM,GANGAVALLI,4,8010,8014,7,11306,11313,4,6594,6598
TAMIL NADU,SALEM,KADAYAMPATTI,33,5229,5262,34,7408,7442,25,4405,4430
TAMIL NADU,SALEM,KOLATHUR,2,3936,3938,15,5532,5547,7,3623,3630
TAMIL NADU,SALEM,KONGANAPURAM,0,2198,2198,0,3150,3150,0,2055,2055
TAMIL NADU,SALEM,MAGUDANCHAVADI,5,2580,2585,6,3032,3038,4,2249,2254
TAMIL NADU,SALEM,MECHERI,0,2089,2089,0,1841,1841,0,967,967
TAMIL NADU,SALEM,NANGAVALLI,0,2159,2159,0,2362,2362,0,1938,1938
TAMIL NADU,SALEM,OMALUR,7,5633,5640,6,5853,5859,5,3375,3380
TAMIL NADU,SALEM,PANAMARATHUPATTI,0,3624,3624,0,4309,4309,0,3122,3122
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,2,7326,7328,3,7985,7988,3,6263,6266
TAMIL NADU,SALEM,SALEM,1,2349,2350,3,2664,2667,1,1651,1652
TAMIL NADU,SALEM,SANKARI,0,3259,3259,0,4507,4507,0,3092,3092
TAMIL NADU,SALEM,THALAIVASAL,46,10551,10597,333,13264,13597,48,10150,10198
TAMIL NADU,SALEM,THARAMANGALAM,0,2971,2971,0,1526,1526,0,1251,1251
TAMIL NADU,SALEM,VALAPPADY,5,6023,6028,6,6174,6181,4,4062,4066
TAMIL NADU,SALEM,VEERAPANDI,16,3392,3408,18,3798,3816,16,2771,2787
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,1,184,185,1,357,359,1,283,284
TAMIL NADU,SIVAGANGA,ILAYANGUDI,4,462,466,6,498,504,6,416,422
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,5,2053,2058,6,1896,1902,2,1439,1441
TAMIL NADU,SIVAGANGA,KALLAL,31,558,589,117,839,956,75,498,573
TAMIL NADU,SIVAGANGA,KANNANGUDI,0,62,62,0,100,100,0,38,38
TAMIL NADU,SIVAGANGA,MANAMADURAI,13,1163,1176,30,1652,1682,12,1316,1328
TAMIL NADU,SIVAGANGA,S. PUDUR,0,1896,1896,0,1906,1906,0,1289,1289
TAMIL NADU,SIVAGANGA,SAKKOTTAI,10,192,202,30,285,315,19,168,187
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,15,1228,1243,20,1686,1705,10,1187,1197
TAMIL NADU,SIVAGANGA,SIVAGANGA,38,3030,3068,39,3386,3424,25,1942,1967
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,3,1613,1616,7,2250,2258,4,1501,1505
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,24,2049,2073,30,2621,2651,22,2242,2264
TAMIL NADU,THANJAVUR,AMMAPETTAI,0,2,2,0,2,2,0,2,2
TAMIL NADU,THANJAVUR,BUDHALUR,0,466,466,0,885,885,0,655,655
TAMIL NADU,THANJAVUR,KUMBAKONAM,0,10,10,0,17,17,0,13,13
TAMIL NADU,THANJAVUR,MADHUKUR,0,17,17,0,21,21,0,15,15
TAMIL NADU,THANJAVUR,ORATHANADU,10,734,744,22,1270,1293,14,827,841
TAMIL NADU,THANJAVUR,PATTUKOTTAI,0,69,69,0,63,63,0,54,54
TAMIL NADU,THANJAVUR,PERAVURANI,0,296,296,0,269,269,0,250,250
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,0,316,316,0,314,314,0,292,292
TAMIL NADU,THANJAVUR,THANJAVUR,0,677,677,0,1324,1324,0,1257,1257
TAMIL NADU,THANJAVUR,THIRUPANANDAL,0,73,73,0,204,204,0,95,95
TAMIL NADU,THANJAVUR,THIRUVAIYARU,0,18,18,0,35,35,0,35,35
TAMIL NADU,THANJAVUR,THIRUVONAM,2,1160,1162,9,1757,1766,7,1303,1309
TAMIL NADU,THENI,ANDIPATTI,2,4722,4724,8,11409,11417,2,6032,6034
TAMIL NADU,THENI,BODI,0,2731,2731,0,4387,4387,0,4124,4124
TAMIL NADU,THENI,CHINNAMANNUR,5,3092,3097,4,4655,4659,4,2858,2862
TAMIL NADU,THENI,CUMBUM,0,1958,1958,0,4244,4244,0,3724,3724
TAMIL NADU,THENI,MYILADUMPARAI,5,2139,2144,36,4952,4988,18,3337,3355
TAMIL NADU,THENI,PERIYAKULAM,12,5552,5564,10,7917,7927,7,6418,6425
TAMIL NADU,THENI,THENI,13,2612,2625,22,4372,4394,4,1619,1623
TAMIL NADU,THENI,UTHAMAPALAYAM,1,2822,2823,1,3985,3986,0,2499,2499
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,424,424,0,1218,1218,0,1021,1021
TAMIL NADU,THIRUVALLUR,GUMMIDIPOONDI,2,1319,1321,2,1671,1672,2,1417,1418
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,0,598,598,0,1921,1921,0,1597,1597
TAMIL NADU,THIRUVALLUR,MINJUR,0,16,16,0,24,24,0,4,4
TAMIL NADU,THIRUVALLUR,PALLIPATTU,0,2498,2498,0,3643,3643,0,3102,3102
TAMIL NADU,THIRUVALLUR,POONAMALLEE,0,903,903,0,2862,2862,0,2590,2590
TAMIL NADU,THIRUVALLUR,POONDI,1,1180,1181,3,2518,2521,3,2257,2260
TAMIL NADU,THIRUVALLUR,PUZAL,0,17,17,0,16,16,0,16,16
TAMIL NADU,THIRUVALLUR,R.K.PEET,0,3190,3190,0,3742,3742,0,3057,3057
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,39,39,0,77,77,0,68,68
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,0,3201,3201,0,5896,5896,0,4638,4638
TAMIL NADU,THIRUVALLUR,THIRUVALLUR,0,751,751,0,1998,1998,0,1498,1498
TAMIL NADU,THIRUVALLUR,TIRUTTANI,0,2186,2186,0,3278,3278,0,2350,2350
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,0,338,338,0,1102,1102,0,388,388
TAMIL NADU,THIRUVARUR,KOTTUR,0,33,33,0,24,24,0,24,24
TAMIL NADU,THIRUVARUR,MANNARGUDI,0,73,73,0,83,83,0,45,45
TAMIL NADU,THIRUVARUR,MUTHUPETTAI,0,14,14,0,20,20,0,18,18
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,0,67,67,0,111,111,0,74,74
TAMIL NADU,THIRUVARUR,THIRUTHURAIPOONDI,0,1,1,0,0,0,0,0,0
TAMIL NADU,THIRUVARUR,VALANGAIMAN,0,48,48,0,94,94,0,94,94
TAMIL NADU,TIRUCHIRAPPALLI,ANDANALLUR,1,754,755,2,397,399,2,367,369
TAMIL NADU,TIRUCHIRAPPALLI,LALGUDI,14,180,194,14,232,246,14,188,202
TAMIL NADU,TIRUCHIRAPPALLI,MANAPPARAI,3,5167,5170,5,5917,5922,4,3376,3380
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,9,1652,1661,24,2667,2691,14,1939,1953
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,14,4114,4128,24,6197,6221,6,3152,3158
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,19,6343,6362,9,7513,7522,6,4725,4731
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,0,4941,4941,0,6364,6364,0,3594,3594
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,7,2453,2460,11,4592,4603,7,2956,2963
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,1,5812,5813,3,11301,11304,1,4312,4312
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,0,214,214,0,327,327,0,247,247
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,11,3610,3621,12,7996,8009,8,3653,3661
TAMIL NADU,TIRUCHIRAPPALLI,THURAIYUR,6,7842,7848,4,11678,11682,3,7456,7459
TAMIL NADU,TIRUCHIRAPPALLI,UPPILIAPURAM,6,7871,7877,11,14114,14125,7,9329,9335
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,0,5419,5419,0,8247,8247,0,4287,4287
TAMIL NADU,TIRUNELVELI,ALANGULAM,0,6205,6205,0,11918,11918,0,4714,4714
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,1,251,252,1,279,280,1,187,188
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,7,1118,1125,16,1948,1965,6,1023,1029
TAMIL NADU,TIRUNELVELI,KADAYAM,5,2186,2191,5,2853,2857,3,1306,1309
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,1,4321,4322,2,5973,5975,1,4388,4389
TAMIL NADU,TIRUNELVELI,KALAKAD,8,2097,2105,3,2263,2267,3,1484,1487
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,13,6094,6107,5,7435,7440,5,3989,3994
TAMIL NADU,TIRUNELVELI,KURUVIKULAM,11,4647,4658,12,6279,6292,8,3146,3154
TAMIL NADU,TIRUNELVELI,MANUR,18,2137,2155,43,3095,3139,18,1324,1342
TAMIL NADU,TIRUNELVELI,MELANEELITHANALLUR,17,2130,2147,11,3186,3197,8,1266,1274
TAMIL NADU,TIRUNELVELI,NANGUNERI,4,3850,3854,2,3981,3983,2,2548,2550
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,10,1484,1494,7,2363,2370,3,892,895
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,4,1306,1310,2,2607,2608,1,1078,1079
TAMIL NADU,TIRUNELVELI,RADHAPURAM,26,3094,3120,24,5305,5329,15,2211,2226
TAMIL NADU,TIRUNELVELI,SANKARANKOVIL,8,4707,4715,6,6649,6655,4,3690,3693
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,5,1159,1164,4,2399,2403,3,1969,1971
TAMIL NADU,TIRUNELVELI,TENKASI,3,1734,1737,12,2085,2097,10,1541,1551
TAMIL NADU,TIRUNELVELI,VALLIOOR,26,3471,3497,43,4854,4896,16,2088,2104
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,20,5825,5845,40,12198,12238,18,7106,7124
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,0,5779,5779,0,8470,8470,0,4582,4582
TAMIL NADU,TIRUVANNAMALAI,ARNI,2,5808,5810,2,7126,7128,1,5478,5479
TAMIL NADU,TIRUVANNAMALAI,CHENGAM,2,10686,10688,3,13700,13703,1,9020,9020
TAMIL NADU,TIRUVANNAMALAI,CHETPET,3,7784,7787,4,12875,12878,4,8400,8403
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,0,4909,4909,0,6698,6698,0,4028,4028
TAMIL NADU,TIRUVANNAMALAI,JAMNAMARATHUR,0,242,242,0,694,694,0,244,244
TAMIL NADU,TIRUVANNAMALAI,KALASAPAKKAM,16,8746,8762,36,16824,16860,16,7994,8011
TAMIL NADU,TIRUVANNAMALAI,KILPENNATHUR,4,8581,8585,5,15175,15179,3,8384,8388
TAMIL NADU,TIRUVANNAMALAI,PERNAMALLUR,1,7020,7021,1,7672,7672,0,4993,4993
TAMIL NADU,TIRUVANNAMALAI,POLUR,1,9053,9054,1,17659,17661,1,9165,9166
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,113,6981,7094,96,10633,10729,62,6425,6487
