-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.9.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.9.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Electric pumps,Diesel pumps,Wind mills,Solar pumps,Man/Animal operated,Others,Total
ASSAM,TINSUKIA,KAKAPATHAR,13,693,0,0,0,0,706
ASSAM,TINSUKIA,MARGHERITA,0,292,0,0,0,0,292
ASSAM,TINSUKIA,SADIYA,1,92,0,0,0,0,93
ASSAM,TINSUKIA,SAIKHOWA,2,309,0,0,0,0,311
BIHAR,ARARIA,ARARIA,0,1005,0,0,0,0,1005
BIHAR,ARARIA,BHARGAMA,0,3262,0,0,0,0,3262
BIHAR,ARARIA,FORBESGANJ,0,1658,0,0,0,0,1658
BIHAR,ARARIA,JOKIHAT,0,1798,0,0,0,0,1798
BIHAR,ARARIA,KURSAKANTA,0,1115,0,0,0,0,1115
BIHAR,ARARIA,NARPATGANJ,13,1457,0,0,0,0,1470
BIHAR,ARARIA,PALASI,0,1457,36,0,0,0,1493
BIHAR,ARARIA,RANIGANJ,0,1285,0,0,0,0,1285
BIHAR,ARARIA,SIKTI,0,566,0,0,0,0,566
BIHAR,AURANGABAD,AURANGABAD,98,271,9,0,4,0,382
BIHAR,AURANGABAD,BARUN,523,398,6,0,2,0,929
BIHAR,AURANGABAD,DAUDNAGAR,1,530,9,0,3,0,543
BIHAR,AURANGABAD,DEO,34,34,2,0,5,0,75
BIHAR,AURANGABAD,GOH,9,1942,1,0,0,0,1952
BIHAR,AURANGABAD,HASPURA,12,1314,11,2,40,1,1380
BIHAR,AURANGABAD,KUTUMBA,15,344,32,0,134,0,525
BIHAR,AURANGABAD,MADANPUR,116,386,12,0,14,0,528
BIHAR,AURANGABAD,NABINAGAR,148,12,3,1,1,0,165
BIHAR,AURANGABAD,OBRA,14,720,5,0,0,0,739
BIHAR,AURANGABAD,RAFIGANAJ,102,1217,17,8,27,0,1371
BIHAR,BANKA,AMARPUR,160,940,0,0,1,1,1102
BIHAR,BANKA,BANKA,47,284,0,0,1,0,332
BIHAR,BANKA,BARAHAT,0,339,1,0,0,0,340
BIHAR,BANKA,BELHAR,0,501,0,0,0,0,501
BIHAR,BANKA,BOUNSI,1,90,0,0,0,0,91
BIHAR,BANKA,DHORAIYA,12,1106,1,0,9,0,1128
BIHAR,BANKA,PHULLIDUMER,0,101,0,0,0,0,101
BIHAR,BANKA,RAJOUN,2,909,0,0,1,0,912
BIHAR,BANKA,SAMBHUGANJ,9,983,0,1,16,0,1009
BIHAR,BEGUSARAI,BACHHAWARA,0,2032,4,0,0,1,2037
BIHAR,BEGUSARAI,BAKHRI,9,746,4,0,0,1,760
BIHAR,BEGUSARAI,BALLIA,0,1087,1,0,0,1,1089
BIHAR,BEGUSARAI,BARAUNI,26,1390,4,0,0,0,1420
BIHAR,BEGUSARAI,BEGUSARAI,181,2356,1,0,1,7,2546
BIHAR,BEGUSARAI,BHAGWANPUR,13,1195,1,0,1,2,1212
BIHAR,BEGUSARAI,BIRPUR,0,964,2,0,0,0,966
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,1505,0,0,0,0,1505
BIHAR,BEGUSARAI,CHHAURAHI,0,1283,3,0,0,1,1287
BIHAR,BEGUSARAI,DANDARI,0,767,2,0,0,0,769
BIHAR,BEGUSARAI,GADHPURA,0,854,4,0,0,0,858
BIHAR,BEGUSARAI,KHODAWANDPUR,6,842,0,0,2,0,850
BIHAR,BEGUSARAI,MANSOORCHAK,3,482,1,0,0,0,486
BIHAR,BEGUSARAI,MATIHANI,0,1481,2,0,0,2,1485
BIHAR,BEGUSARAI,NAWAKOTHI,10,1111,1,0,0,0,1122
BIHAR,BEGUSARAI,S.KAMAL,2,1721,3,1,0,3,1730
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,0,251,2,0,0,0,253
BIHAR,BEGUSARAI,TEGHRA,4,799,2,0,0,0,805
BIHAR,BHAGALPUR,BIHPUR,0,1294,0,0,0,0,1294
BIHAR,BHAGALPUR,GOPALPUR,0,728,0,0,0,0,728
BIHAR,BHAGALPUR,GOURADIH,28,327,0,0,23,0,378
BIHAR,BHAGALPUR,ISMAILPUR,0,189,0,0,0,0,189
BIHAR,BHAGALPUR,JAGDISHPUR,6,50,0,0,8,0,64
BIHAR,BHAGALPUR,KAHALGAON,10,451,0,0,0,0,461
BIHAR,BHAGALPUR,KHARIK,3,898,0,0,0,0,901
BIHAR,BHAGALPUR,NARAYANPUR,1,417,0,0,0,0,418
BIHAR,BHAGALPUR,NATHNAGAR,6,829,0,0,0,0,835
BIHAR,BHAGALPUR,NAVGACHHIA,4,1099,0,0,0,0,1103
BIHAR,BHAGALPUR,PIRPAINTY,0,1013,0,0,0,0,1013
BIHAR,BHAGALPUR,RANGRA CHOWK,0,412,0,0,0,0,412
BIHAR,BHAGALPUR,SABOUR,160,259,1,0,21,0,441
BIHAR,BHAGALPUR,SANHAULA,23,1067,0,0,0,0,1090
BIHAR,BHAGALPUR,SHAHKUND,33,1667,4,0,2,22,1728
BIHAR,BHAGALPUR,SULTANGANJ,5,845,0,0,0,0,850
BIHAR,BHOJPUR,AGIAON,0,931,3,0,0,0,934
BIHAR,BHOJPUR,ARA,2,1599,6,0,6,1,1614
BIHAR,BHOJPUR,BARHARA,4,619,59,0,0,0,682
BIHAR,BHOJPUR,BEHEA,41,1527,3,0,0,0,1571
BIHAR,BHOJPUR,CHARPOKHARI,3,745,20,0,1,1,770
BIHAR,BHOJPUR,GARHANI,0,676,0,0,0,0,676
BIHAR,BHOJPUR,JAGDISHPUR,69,3110,5,2,4,10,3200
BIHAR,BHOJPUR,KOILWAR,23,1347,1,0,0,0,1371
BIHAR,BHOJPUR,PIRO,5,2256,15,1,17,3,2297
BIHAR,BHOJPUR,SAHAR,1,362,2,0,0,2,367
BIHAR,BHOJPUR,SANDESH,12,886,90,0,0,0,988
BIHAR,BHOJPUR,SHAHPUR,32,1205,6,0,0,0,1243
BIHAR,BHOJPUR,TARARI,0,1380,2,0,0,1,1383
BIHAR,BHOJPUR,UDWANTNAGAR,11,1195,3,0,1,0,1210
BIHAR,BUXAR,BRAHMPUR,13,1663,0,0,0,0,1676
BIHAR,BUXAR,BUXAR,20,1453,11,0,0,0,1484
BIHAR,BUXAR,CHAKKI,0,195,0,0,0,0,195
BIHAR,BUXAR,CHOUGAI,1,708,0,0,0,0,709
BIHAR,BUXAR,CHOUSA,9,933,0,0,59,0,1001
BIHAR,BUXAR,DUMRAON,200,974,1,0,1,5,1181
BIHAR,BUXAR,ITARHI,31,2084,7,0,28,0,2150
BIHAR,BUXAR,KESATH,165,198,1,0,0,0,364
BIHAR,BUXAR,NAWANAGAR,101,958,115,0,0,0,1174
BIHAR,BUXAR,RAJPUR,23,2438,3,0,0,0,2464
BIHAR,BUXAR,SIMRI,17,1370,0,0,32,0,1419
BIHAR,DARBHANGA,ALINAGAR,99,253,0,0,1,0,353
BIHAR,DARBHANGA,BAHADURPUR,0,808,5,0,0,0,813
BIHAR,DARBHANGA,BAHERI,1,1750,1,0,0,0,1752
BIHAR,DARBHANGA,BENIPUR,390,378,0,0,5,0,773
BIHAR,DARBHANGA,BIRAUL,0,1265,4,0,0,0,1269
BIHAR,DARBHANGA,DARBHANGA,0,817,0,0,0,0,817
BIHAR,DARBHANGA,GAURA BAURAM,0,775,0,0,0,0,775
BIHAR,DARBHANGA,GHANSHYAMPUR,0,564,0,0,0,0,564
BIHAR,DARBHANGA,HANUMAN NAGAR,0,750,1,1,0,0,752
BIHAR,DARBHANGA,HAYAGHAT,0,477,0,0,1,0,478
BIHAR,DARBHANGA,JALE,26,709,0,0,0,0,735
BIHAR,DARBHANGA,KEOTI RUNWAY,0,841,24,0,0,0,865
BIHAR,DARBHANGA,KIRATPUR,0,221,1,0,0,0,222
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,0,351,0,1,0,0,352
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),0,297,1,0,0,0,298
BIHAR,DARBHANGA,MANIGACHHI,10,434,75,0,1,0,520
BIHAR,DARBHANGA,SINGHWARA,1,881,3,1,0,0,886
BIHAR,DARBHANGA,TARDIH,0,345,0,0,0,0,345
BIHAR,EAST CHAMPARAN,ADAPUR,1,1306,121,0,0,0,1428
BIHAR,EAST CHAMPARAN,AREARAJ,2,934,0,0,3,0,939
BIHAR,EAST CHAMPARAN,BANJARIYA,0,970,28,0,1,0,999
BIHAR,EAST CHAMPARAN,BANKATWA,30,635,0,0,0,0,665
BIHAR,EAST CHAMPARAN,CHAKIYA,0,1884,6,0,5,0,1895
BIHAR,EAST CHAMPARAN,CHAURADANO,0,1316,1,0,0,0,1317
BIHAR,EAST CHAMPARAN,CHIRIYA,2,969,3,0,1,1,976
BIHAR,EAST CHAMPARAN,DHAKA,0,1249,3,0,0,0,1252
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,987,4,0,0,0,991
BIHAR,EAST CHAMPARAN,HARSIDHI,0,2229,8,0,2,0,2239
BIHAR,EAST CHAMPARAN,KALYANPUR,0,2158,113,0,0,0,2271
BIHAR,EAST CHAMPARAN,KESARIA,1,970,27,0,0,0,998
BIHAR,EAST CHAMPARAN,KOTWA,0,638,4,0,0,0,642
BIHAR,EAST CHAMPARAN,MADHUBAN,1,1954,12,0,0,0,1967
BIHAR,EAST CHAMPARAN,MEHSI,2,2034,8,0,3,1,2048
BIHAR,EAST CHAMPARAN,MOTIHARI,0,1827,2,0,1,0,1830
BIHAR,EAST CHAMPARAN,PAHARPUR,0,1614,16,0,4,0,1634
BIHAR,EAST CHAMPARAN,PAKRIDYAL,0,1504,1,0,0,0,1505
BIHAR,EAST CHAMPARAN,PATAHI,0,1343,4,0,0,0,1347
BIHAR,EAST CHAMPARAN,PHENHARA,0,912,3,0,0,0,915
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,0,777,0,0,0,0,777
BIHAR,EAST CHAMPARAN,RAMGARHWA,0,742,2,0,0,0,744
BIHAR,EAST CHAMPARAN,RAXAUL,9,690,11,0,0,0,710
BIHAR,EAST CHAMPARAN,SANGRAMPUR,0,815,3,0,0,0,818
BIHAR,EAST CHAMPARAN,SUGAULI,0,1325,9,0,0,0,1334
BIHAR,EAST CHAMPARAN,TETARIA,1,1123,3,0,0,0,1127
BIHAR,EAST CHAMPARAN,TURKAULIA,3,1528,1,0,3,1,1536
BIHAR,GAYA,AMAS,9,173,0,0,2,0,184
BIHAR,GAYA,ATRI,0,639,7,0,0,0,646
BIHAR,GAYA,BANKE BAZAR,29,719,1,0,74,0,823
BIHAR,GAYA,BARACHATTY,0,451,0,0,3,0,454
BIHAR,GAYA,BATHANI,9,750,1,0,3,0,763
BIHAR,GAYA,BELAGANJ,15,2402,4,0,1,0,2422
BIHAR,GAYA,BODHGAYA,540,245,0,0,4,0,789
BIHAR,GAYA,DOBHI,28,327,0,2,3,0,360
BIHAR,GAYA,DUMARIYA,0,395,2,0,5,0,402
BIHAR,GAYA,FATEHPUR,0,696,0,0,9,0,705
BIHAR,GAYA,GAYA NAGAR,1153,358,5,0,0,0,1516
BIHAR,GAYA,GURARU,248,810,56,0,6,0,1120
BIHAR,GAYA,GURUA,2,1206,10,1,7,0,1226
BIHAR,GAYA,IMAMGANJ,8,943,5,0,14,0,970
BIHAR,GAYA,KHIZARSARAI,1,2200,24,0,16,0,2241
BIHAR,GAYA,KONCH,3,2042,10,1,7,0,2063
BIHAR,GAYA,MANPUR,391,574,3,0,0,0,968
BIHAR,GAYA,MOHANPUR,0,313,0,0,16,0,329
BIHAR,GAYA,PARAIYA,428,925,0,0,5,0,1358
BIHAR,GAYA,SHERGHATTY,72,473,0,0,0,0,545
BIHAR,GAYA,TANKUPPA,0,950,3,0,0,0,953
BIHAR,GAYA,TEKARI,2,2455,6,2,4,0,2469
BIHAR,GAYA,WAZIRGANJ,28,1467,4,5,0,0,1504
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,1898,12,0,2,0,1912
BIHAR,GOPAALGANJ,BARAULI,1,1486,24,1,13,2,1527
BIHAR,GOPAALGANJ,BHOREY,0,2355,10,0,7,0,2372
BIHAR,GOPAALGANJ,BIJAIPUR,3,2161,0,0,0,0,2164
BIHAR,GOPAALGANJ,GOPALGANJ,1,864,54,0,0,0,919
BIHAR,GOPAALGANJ,HATHUA,0,2029,12,0,0,0,2041
BIHAR,GOPAALGANJ,KATEYA,2,1212,9,0,8,0,1231
BIHAR,GOPAALGANJ,KUCHAIKOTE,104,2456,35,0,22,0,2617
BIHAR,GOPAALGANJ,MANJHA,0,1496,0,0,3,0,1499
BIHAR,GOPAALGANJ,PANCHDEWRI,6,965,5,0,2,1,979
BIHAR,GOPAALGANJ,PHULWARIYA,1,1104,3,0,1,0,1109
BIHAR,GOPAALGANJ,SIDHWALIYA,64,471,0,0,0,0,535
BIHAR,GOPAALGANJ,THAWE,0,610,0,0,0,0,610
BIHAR,GOPAALGANJ,UCHKAGAON,1,1727,0,0,0,0,1728
BIHAR,JAMUI,ALIGANJ,33,155,6,0,0,0,194
BIHAR,JAMUI,BARHAT,0,20,0,0,0,0,20
BIHAR,JAMUI,CHAKAI,5,0,0,0,0,0,5
BIHAR,JAMUI,GHIDHOR,59,388,0,0,0,0,447
BIHAR,JAMUI,JAMUI,265,1049,0,0,1,0,1315
BIHAR,JAMUI,JHAJHA,62,159,0,0,0,0,221
BIHAR,JAMUI,KHAIRA,645,332,1,0,20,0,998
BIHAR,JAMUI,LAXMIPUR,0,27,0,0,0,0,27
BIHAR,JAMUI,SIKANDARA,13,457,0,1,54,0,525
BIHAR,JAMUI,SONO,142,76,0,0,0,0,218
BIHAR,JEHANABAD,ARWAL,1,983,2,0,0,0,986
BIHAR,JEHANABAD,GHOSHI,2,1597,3,0,1,0,1603
BIHAR,JEHANABAD,HULASGANJ,2,1063,0,0,0,0,1065
BIHAR,JEHANABAD,JEHANABAD,210,1902,1,0,2,0,2115
BIHAR,JEHANABAD,KAKO,610,2049,14,0,1,0,2674
BIHAR,JEHANABAD,KALER,0,622,1,0,2,0,625
BIHAR,JEHANABAD,KARPI,4,2500,1,1,6,0,2512
BIHAR,JEHANABAD,KURTHA,17,1687,1,1,0,0,1706
BIHAR,JEHANABAD,MAKHDUMPUR,594,1762,63,0,2,0,2421
BIHAR,JEHANABAD,MODANGANJ,0,1117,1,0,0,0,1118
BIHAR,JEHANABAD,RATNI,0,1931,0,3,1,0,1935
BIHAR,JEHANABAD,VANSHI,0,1039,3,0,0,0,1042
BIHAR,KAIMUR (BHABUA),BHABUA,423,1274,4,0,1,2,1704
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,41,158,7,83,1,0,290
BIHAR,KAIMUR (BHABUA),CHAINPUR,47,542,5,0,0,0,594
BIHAR,KAIMUR (BHABUA),CHAND,180,322,3,0,0,0,505
BIHAR,KAIMUR (BHABUA),DURGAWATI,1242,269,2,0,4,0,1517
BIHAR,KAIMUR (BHABUA),KUDRA,804,2141,0,0,0,0,2945
BIHAR,KAIMUR (BHABUA),MOHANIA,796,1118,18,1,6,5,1944
BIHAR,KAIMUR (BHABUA),NUAON,431,985,2,0,0,0,1418
BIHAR,KAIMUR (BHABUA),RAMGARH,1118,29,7,0,0,0,1154
BIHAR,KAIMUR (BHABUA),RAMPUR,151,437,10,0,1,0,599
BIHAR,KATIHAR,AMDABAD,0,1072,0,0,0,0,1072
BIHAR,KATIHAR,AZAMNAGAR,0,5502,0,0,0,0,5502
BIHAR,KATIHAR,BALRAMPUR,0,2554,4,0,0,0,2558
BIHAR,KATIHAR,BARARI,0,2977,0,0,0,0,2977
BIHAR,KATIHAR,BARSOI,0,3324,0,0,0,0,3324
BIHAR,KATIHAR,DANDKHORA,0,1264,0,0,0,0,1264
BIHAR,KATIHAR,FALKA,0,1391,34,0,0,0,1425
BIHAR,KATIHAR,HASANGANJ,1,888,0,0,0,0,889
BIHAR,KATIHAR,KADWA,4,4663,28,0,0,0,4695
BIHAR,KATIHAR,KATIHAR,0,865,0,0,0,0,865
BIHAR,KATIHAR,KORHA,0,2803,0,0,0,0,2803
BIHAR,KATIHAR,KURSELA,0,514,0,0,0,0,514
BIHAR,KATIHAR,MANIHARI,0,1695,0,0,0,0,1695
BIHAR,KATIHAR,MANSAHI,0,833,0,0,0,0,833
BIHAR,KATIHAR,PRANPUR,0,2240,0,0,0,0,2240
BIHAR,KATIHAR,SAMELI,0,1495,1,0,0,0,1496
BIHAR,KHAGARIA,ALAULI,1,1976,6,0,0,0,1983
BIHAR,KHAGARIA,BELDAUR,1,2198,0,0,0,1,2200
BIHAR,KHAGARIA,CHAUTHAM,0,1694,7,0,0,1,1702
BIHAR,KHAGARIA,GOGRI,3,1943,1,0,0,0,1947
BIHAR,KHAGARIA,KHAGARIA,2,2685,6,0,0,0,2693
BIHAR,KHAGARIA,MANSI,0,700,0,0,0,0,700
BIHAR,KHAGARIA,PARBATTA,1,2851,1,0,0,3,2856
BIHAR,KISHANGANJ,BAHADURGANJ,0,1552,0,0,0,0,1552
BIHAR,KISHANGANJ,DIGHAL BANK,0,1454,0,0,0,0,1454
BIHAR,KISHANGANJ,KISHANGANJ,6,986,1,0,15,0,1008
BIHAR,KISHANGANJ,KOCHADHAMAN,0,2718,0,0,0,0,2718
BIHAR,KISHANGANJ,POTHIA,4,1312,0,0,0,0,1316
BIHAR,KISHANGANJ,TERHAGACHH,0,720,0,0,0,0,720
BIHAR,KISHANGANJ,THAKURGANJ,2,1666,0,0,0,0,1668
BIHAR,LAKHISARAI,BARHIYA,104,769,0,0,7,0,880
BIHAR,LAKHISARAI,HALSI,43,1521,0,0,20,0,1584
BIHAR,LAKHISARAI,LAKHISARAI,50,2183,0,0,11,0,2244
BIHAR,LAKHISARAI,PIPARYA,0,450,0,0,0,0,450
BIHAR,LAKHISARAI,RAMGHAR CHOK,1,947,0,0,0,0,948
BIHAR,LAKHISARAI,SURYAGARAH,1,1015,3,0,0,10,1029
BIHAR,MADHEPURA,ALAMNAGAR,0,1305,0,0,0,0,1305
BIHAR,MADHEPURA,BIHARIGANJ,0,919,0,0,0,0,919
BIHAR,MADHEPURA,CHAUSA,2,1836,0,0,0,0,1838
BIHAR,MADHEPURA,GAMHARIA,0,804,2,0,1,0,807
BIHAR,MADHEPURA,GAWALPARA,0,1239,1,0,0,0,1240
BIHAR,MADHEPURA,GHAILARH,21,647,48,1,1,0,718
BIHAR,MADHEPURA,KUMAR KHAND,1,2895,0,0,0,0,2896
BIHAR,MADHEPURA,MADHEPURA,18,1088,0,0,0,0,1106
BIHAR,MADHEPURA,MURLIGANJ,17,2017,0,0,1,0,2035
BIHAR,MADHEPURA,PURAINI,0,816,1,0,0,0,817
BIHAR,MADHEPURA,SHANKARPUR,1,970,8,0,1,0,980
BIHAR,MADHEPURA,SINGHESHWAR,21,1270,0,0,2,0,1293
BIHAR,MADHEPURA,UDAKISHUNGANJ,0,1706,1,0,0,0,1707
BIHAR,MADHUBANI,ANDHARATHADHI,0,311,3,0,36,3,353
BIHAR,MADHUBANI,BABUBARHI,7,663,0,0,0,0,670
BIHAR,MADHUBANI,BASOPATTI,0,833,0,0,0,0,833
BIHAR,MADHUBANI,BENIPATTI,1,683,0,0,0,0,684
BIHAR,MADHUBANI,BISFI,5,1045,15,0,1,0,1066
BIHAR,MADHUBANI,GHOGHARDIHA,1,1203,0,0,0,0,1204
BIHAR,MADHUBANI,HARLAKHI,7,466,79,0,3,0,555
BIHAR,MADHUBANI,JAYNAGAR,31,465,6,0,2,0,504
BIHAR,MADHUBANI,JHANJHARPUR,0,626,0,0,0,0,626
BIHAR,MADHUBANI,KHAJAULI,2,1606,0,0,0,0,1608
BIHAR,MADHUBANI,KHUTAUNA,0,441,0,0,0,1,442
BIHAR,MADHUBANI,LADANIA,0,1190,0,0,1,0,1191
BIHAR,MADHUBANI,LAKHANAUR,0,401,1,0,0,0,402
BIHAR,MADHUBANI,LAUKHI,0,853,0,0,0,0,853
BIHAR,MADHUBANI,MADHEPUR,27,419,26,0,0,0,472
BIHAR,MADHUBANI,MADHWAPUR,0,364,0,0,1,0,365
BIHAR,MADHUBANI,PANDAUL,51,1078,1,0,3,0,1133
BIHAR,MADHUBANI,PHULPRAS,0,977,0,0,1,0,978
BIHAR,MADHUBANI,RAJNAGAR,32,1387,1,0,7,1,1428
BIHAR,MADHUBANI,ROHIKA,1,330,5,0,4,0,340
BIHAR,MUNGER,ASARGANJ,45,328,0,0,0,0,373
BIHAR,MUNGER,BARIYARPUR,0,138,0,0,0,0,138
BIHAR,MUNGER,DHARAHARA,0,140,0,0,1,0,141
BIHAR,MUNGER,HAWALI KHAGARHPUR,66,428,0,0,3,0,497
BIHAR,MUNGER,JAMALPUR,0,183,0,0,0,0,183
BIHAR,MUNGER,SADAR MUNGER,0,241,0,0,0,0,241
BIHAR,MUNGER,SANGRAMPUR,0,551,2,0,1,0,554
BIHAR,MUNGER,TARAPUR,91,674,0,0,0,0,765
BIHAR,MUNGER,TATIA BAMBAR,0,480,0,0,0,0,480
BIHAR,MUZAFFARPUR,AURAI,1,1801,6,0,3,0,1811
BIHAR,MUZAFFARPUR,BANDRA,0,1253,4,0,1,0,1258
BIHAR,MUZAFFARPUR,BOCHAHAN,0,2192,7,0,3,0,2202
BIHAR,MUZAFFARPUR,GAIGHAT,41,2259,0,0,12,0,2312
BIHAR,MUZAFFARPUR,KANTI,0,2776,23,1,2,0,2802
BIHAR,MUZAFFARPUR,KATRA,47,1564,6,0,2,0,1619
BIHAR,MUZAFFARPUR,KURHANI,12,3864,16,3,7,0,3902
BIHAR,MUZAFFARPUR,MINAPUR,10,3372,6,0,0,1,3389
BIHAR,MUZAFFARPUR,MORAUL,1,939,1,0,0,0,941
BIHAR,MUZAFFARPUR,MOTIPUR,14,2787,11,0,5,0,2817
BIHAR,MUZAFFARPUR,MUSHAHARI,3,1731,3,0,0,0,1737
BIHAR,MUZAFFARPUR,PAROO,0,2628,4,0,1,0,2633
BIHAR,MUZAFFARPUR,SAHEBGANJ,1,2317,8,0,1,0,2327
BIHAR,MUZAFFARPUR,SAKRA,51,2159,21,0,1,0,2232
BIHAR,MUZAFFARPUR,SARAIYA,4,2607,4,0,13,5,2633
BIHAR,NALANDA,ASTHAWAN,3,1167,3,1,1,0,1175
BIHAR,NALANDA,BEN,16,477,2,0,0,0,495
BIHAR,NALANDA,BIHARSHARIF,95,761,2,0,0,0,858
BIHAR,NALANDA,BIND,0,763,45,0,0,0,808
BIHAR,NALANDA,CHANDI,5,990,2,0,0,0,997
BIHAR,NALANDA,EKANGARSARAI,100,1476,20,0,1,0,1597
BIHAR,NALANDA,GIRIYAK,119,1148,7,0,0,0,1274
BIHAR,NALANDA,HARNAUT,14,1568,3,0,1,0,1586
BIHAR,NALANDA,HILSA,3,1821,5,0,2,0,1831
BIHAR,NALANDA,ISLAMPUR,37,2198,63,0,0,0,2298
BIHAR,NALANDA,KARAIPARSURAI,1,796,0,0,4,0,801
BIHAR,NALANDA,KATRISARAI,2,362,1,0,0,0,365
BIHAR,NALANDA,NAGARNAUSA,1,1746,6,0,0,0,1753
BIHAR,NALANDA,NOORSARAI,42,372,2,0,0,0,416
BIHAR,NALANDA,PARWALPUR,7,502,1,1,4,0,515
BIHAR,NALANDA,RAHUI,41,587,7,0,0,0,635
BIHAR,NALANDA,RAJGIR,148,1120,2,0,4,0,1274
BIHAR,NALANDA,SARMERA,21,933,0,0,1,0,955
BIHAR,NALANDA,SILAO,140,748,1,0,0,0,889
BIHAR,NALANDA,THARTHARI,0,500,16,0,0,0,516
BIHAR,NAWADA,AKBARPUR,474,1217,890,123,8,0,2712
BIHAR,NAWADA,GOVINDPUR,91,412,11,7,11,0,532
BIHAR,NAWADA,HASUA,672,1030,1,0,13,0,1716
BIHAR,NAWADA,KASHICHAK,1,371,3,0,12,0,387
BIHAR,NAWADA,KAWAKOLE,1,388,409,66,0,0,864
BIHAR,NAWADA,MESKAUR,214,199,1,0,0,0,414
BIHAR,NAWADA,NARDIGUNJ,194,714,496,36,5,0,1445
BIHAR,NAWADA,NARHAT,136,296,499,115,5,0,1051
BIHAR,NAWADA,NAWADA,307,1044,562,25,4,0,1942
BIHAR,NAWADA,PAKRIBRAWAN,37,649,285,107,12,0,1090
BIHAR,NAWADA,RAJAULI,837,409,366,57,16,0,1685
BIHAR,NAWADA,ROH,37,384,792,119,5,0,1337
BIHAR,NAWADA,SIRDALA,283,129,400,19,5,0,836
BIHAR,NAWADA,WARISALIGUNJ,39,714,671,22,21,0,1467
BIHAR,PATNA,ATHAMALGOLA,2,557,3,0,1,10,573
BIHAR,PATNA,BAKHTIARPUR,14,983,1,0,0,3,1001
BIHAR,PATNA,BARH,62,738,0,0,1,0,801
BIHAR,PATNA,BELCHCHI,19,325,0,0,1,0,345
BIHAR,PATNA,BIHTA,378,1671,4,1,1,0,2055
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,178,587,0,0,0,0,765
BIHAR,PATNA,DANIYAWAN,5,559,28,0,1,0,593
BIHAR,PATNA,DHANARUA,19,2792,65,0,8,1,2885
BIHAR,PATNA,DULHIN BAZAR,9,829,46,0,0,0,884
BIHAR,PATNA,FATUHA,140,1327,3,0,1,0,1471
BIHAR,PATNA,GHOSWARI,0,694,3,0,0,0,697
BIHAR,PATNA,KHUSRUPUR,0,182,0,0,0,0,182
BIHAR,PATNA,MANER,13,983,3,0,3,1,1003
BIHAR,PATNA,MASAURHI,50,3218,46,0,13,0,3327
BIHAR,PATNA,MOKAMA,130,473,1,0,0,0,604
BIHAR,PATNA,NAUBATPUR,58,2043,13,0,3,0,2117
BIHAR,PATNA,PALIGANJ,1,606,121,0,2,0,730
BIHAR,PATNA,PANDARAK,0,1313,2,0,19,8,1342
BIHAR,PATNA,PATNA SADAR,73,458,11,0,0,0,542
BIHAR,PATNA,PHULWARI,208,1406,2,0,0,0,1616
BIHAR,PATNA,PUNPUN,2,1816,28,0,8,1,1855
BIHAR,PATNA,SAMPATCHAK,482,543,39,2,4,0,1070
BIHAR,PATNA,VIKRAM,149,1322,0,1,0,0,1472
BIHAR,PURNIA,AMOUR,0,1565,23,0,0,0,1588
BIHAR,PURNIA,BAISA,0,1556,1,0,0,0,1557
BIHAR,PURNIA,BAISI,0,1730,0,0,0,0,1730
BIHAR,PURNIA,BANMANKHI,0,1976,0,0,0,0,1976
BIHAR,PURNIA,BARHARA KOTHI,2,1531,0,0,0,0,1533
BIHAR,PURNIA,BHAWANIPUR,0,1261,0,0,0,0,1261
BIHAR,PURNIA,DAGARUA,0,2376,0,2,0,0,2378
BIHAR,PURNIA,DHAMDAHA,0,2018,112,0,1,0,2131
BIHAR,PURNIA,JALALGARH,0,780,0,0,0,0,780
BIHAR,PURNIA,KASBA,0,1137,0,0,0,0,1137
BIHAR,PURNIA,KRITYANAND NAGAR,0,1803,0,0,0,0,1803
BIHAR,PURNIA,PURNEA EAST,33,1768,0,0,0,0,1801
BIHAR,PURNIA,RUPOULI,0,1772,7,0,0,0,1779
BIHAR,PURNIA,SRINAGAR,0,986,0,0,0,0,986
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,180,404,0,0,0,0,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,4,945,22,0,0,0,971
BIHAR,ROHTAS(SASARAM),CHENARI,51,272,0,0,0,0,323
BIHAR,ROHTAS(SASARAM),DAWATH,0,596,1,0,0,0,597
BIHAR,ROHTAS(SASARAM),DEHRI,1889,80,1,1,3,0,1974
