-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.4.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.4.csv"
}
-----
State,District,Block,Scheduled caste,Scheduled tribe,Other social status of farmers,Total,Owned by other than individual farmers,Total
UTTAR PRADESH,BULANDSHAHR,PAHASU,388,131,1940,2459,0,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,410,8,2435,2853,0,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,70,15,1804,1889,0,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,252,24,2229,2505,0,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,237,10,2131,2378,0,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,0,3,300,303,0,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,0,0,15,15,3,18
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,4,9,121,134,3,137
UTTAR PRADESH,DEORIA,BAITALPUR,49,1,2822,2872,0,2872
UTTAR PRADESH,DEORIA,BANKATA,47,1,1448,1496,0,1496
UTTAR PRADESH,DEORIA,BARHAJ,157,23,2119,2299,0,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,123,4,1999,2126,0,2126
UTTAR PRADESH,DEORIA,BHALUWANI,115,5,3755,3875,0,3875
UTTAR PRADESH,DEORIA,BHATANI,69,9,1148,1226,0,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,55,46,843,944,1,945
UTTAR PRADESH,DEORIA,DEORIA SADAR,75,478,1859,2412,0,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,174,15,1971,2160,0,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,319,9,3278,3606,0,3606
UTTAR PRADESH,DEORIA,LAR,82,14,1674,1770,0,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,207,2,2631,2840,0,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,188,3,2358,2549,0,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,199,3,2739,2941,0,2941
UTTAR PRADESH,DEORIA,SALEMPUR,168,7,1818,1993,0,1993
UTTAR PRADESH,ETAH,ALIGANJ,442,19,4673,5134,1,5135
UTTAR PRADESH,ETAH,AMANPUR,231,14,2231,2476,1,2477
UTTAR PRADESH,ETAH,AWAGARH,233,34,2059,2326,0,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,469,22,2644,3135,0,3135
UTTAR PRADESH,ETAH,JAITHRA,222,203,3444,3869,2,3871
UTTAR PRADESH,ETAH,JALESAR,329,43,2952,3324,2,3326
UTTAR PRADESH,ETAH,KASGANJ,147,34,2125,2306,1,2307
UTTAR PRADESH,ETAH,MARAHERA,127,19,1887,2033,0,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,142,20,1854,2016,8,2024
UTTAR PRADESH,ETAH,PATIYALI,248,16,1853,2117,2,2119
UTTAR PRADESH,ETAH,SAHAWAR,245,17,2096,2358,0,2358
UTTAR PRADESH,ETAH,SAKIT,234,73,2378,2685,0,2685
UTTAR PRADESH,ETAH,SHEETALPUR,230,19,3572,3821,1,3822
UTTAR PRADESH,ETAH,SIDHPURA,153,62,1814,2029,0,2029
UTTAR PRADESH,ETAH,SORON,236,82,2031,2349,1,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,427,53,2617,3097,1,3098
UTTAR PRADESH,ETAWAH,AIRWA KATRA,277,72,1585,1934,2,1936
UTTAR PRADESH,ETAWAH,AJEETMAL,366,7,1647,2020,1,2021
UTTAR PRADESH,ETAWAH,AURAIYA,163,15,1001,1179,0,1179
UTTAR PRADESH,ETAWAH,BADPURA,155,5,1197,1357,0,1357
UTTAR PRADESH,ETAWAH,BASREHAR,287,19,1479,1785,8,1793
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,417,11,1999,2427,0,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,328,20,2112,2460,0,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,432,5,2853,3290,0,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,25,26,267,318,1,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,465,21,2855,3341,31,3372
UTTAR PRADESH,ETAWAH,MAHEWA,446,39,1988,2473,0,2473
UTTAR PRADESH,ETAWAH,SAHAR,388,13,2393,2794,1,2795
UTTAR PRADESH,ETAWAH,TAKHA,188,6,1019,1213,0,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,656,11,2139,2806,0,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,237,2,3430,3669,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,400,53,3006,3459,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,423,2,3051,3476,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,216,32,3073,3321,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,585,7,3455,4047,0,4047
UTTAR PRADESH,FAIZABAD,PURA,345,0,2742,3087,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,330,72,2085,2487,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,252,13,4064,4329,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,132,13,1753,1898,0,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,297,59,4343,4699,0,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,152,45,1716,1913,0,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,332,10,2583,2925,0,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,275,23,4627,4925,10,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,334,9,2652,2995,4,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,306,23,2467,2796,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,281,9,3292,3582,0,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,284,11,1943,2238,0,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,239,26,2202,2467,1,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,398,25,3012,3435,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,366,22,4600,4988,0,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,411,10,4525,4946,0,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,618,139,5380,6137,0,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,219,2,2021,2242,2,2244
UTTAR PRADESH,FATEHPUR,AMAULI,42,1,1504,1547,0,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,37,6,572,615,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,161,12,1448,1621,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,119,12,1883,2014,3,2017
UTTAR PRADESH,FATEHPUR,DHATA,67,3,1259,1329,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,72,8,763,843,0,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,11,2,286,299,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,161,39,808,1008,0,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,67,0,924,991,0,991
UTTAR PRADESH,FIROZABAD,ARANV,224,20,1764,2008,0,2008
UTTAR PRADESH,FIROZABAD,EKA,266,21,1715,2002,0,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,84,82,1416,1582,0,1582
UTTAR PRADESH,FIROZABAD,JASRANA,144,1,1868,2013,0,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,271,4,2166,2441,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,203,5,2872,3080,0,3080
UTTAR PRADESH,FIROZABAD,NARKHI,523,43,2308,2874,0,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,155,11,1886,2052,1,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,325,5,2007,2337,0,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,334,17,3475,3826,0,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,103,5,1039,1147,1,1148
UTTAR PRADESH,GHAZIABAD,DADRI,234,3,3689,3926,0,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,304,13,3221,3538,0,3538
UTTAR PRADESH,GHAZIABAD,GARH,501,44,3629,4174,0,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,176,53,4039,4268,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,184,3,2051,2238,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,217,22,3199,3438,2,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,76,4,1541,1621,1,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,237,102,2668,3007,0,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,138,8,1175,1321,2,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,11,13,335,359,4,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,43,5,3420,3468,4,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,114,23,809,946,3,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,22,12,855,889,1,890
UTTAR PRADESH,GHAZIPUR,KARNDA,81,5,858,944,1,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,426,126,664,1216,1,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,243,9,1367,1619,1,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,97,40,445,582,1,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,125,18,1398,1541,34,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,19,3,465,487,0,487
UTTAR PRADESH,GHAZIPUR,SADAR,167,20,668,855,7,862
UTTAR PRADESH,GHAZIPUR,SADAT,102,7,576,685,3,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,105,13,872,990,1,991
UTTAR PRADESH,GHAZIPUR,VIRNO,298,23,1254,1575,2,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,359,24,2197,2580,3,2583
UTTAR PRADESH,GONDA,BELSAR,238,23,2100,2361,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,505,131,4516,5152,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,919,12,5038,5969,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,166,4,1548,1718,0,1718
UTTAR PRADESH,GONDA,HALDAR MAU,402,6,2711,3119,0,3119
UTTAR PRADESH,GONDA,ITIYATHOK,5,0,71,76,0,76
UTTAR PRADESH,GONDA,JHANJHRI,310,18,2954,3282,0,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,483,105,2310,2898,0,2898
UTTAR PRADESH,GONDA,MANKAPUR,774,30,5747,6551,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,463,7,3486,3956,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,402,6,2281,2689,0,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,576,7,2734,3317,0,3317
UTTAR PRADESH,GONDA,PARASPUR,229,8,3276,3513,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,304,1,2207,2512,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,547,31,3799,4377,0,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,251,4,2026,2281,0,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,136,5,1880,2021,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,337,15,2365,2717,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,269,10,2258,2537,0,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,306,21,2464,2791,0,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,257,9,3559,3825,0,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,349,17,2063,2429,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,194,7,2602,2803,0,2803
UTTAR PRADESH,GORAKHPUR,GOLA,180,4,1998,2182,0,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,300,12,3062,3374,0,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,185,32,2216,2433,0,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,336,2,1599,1937,0,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,281,7,1424,1712,0,1712
UTTAR PRADESH,GORAKHPUR,PALI,235,34,2006,2275,0,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,259,6,1531,1796,0,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,177,4,1929,2110,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,252,6,2038,2296,0,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,243,24,1487,1754,0,1754
UTTAR PRADESH,GORAKHPUR,URUWA,346,24,2641,3011,0,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,55,12,964,1031,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,26,0,238,264,0,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,166,58,1148,1372,1,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,69,13,865,947,0,947
UTTAR PRADESH,HAMIRPUR,RATH,124,1,829,954,0,954
UTTAR PRADESH,HAMIRPUR,SARILA,66,12,975,1053,0,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,199,6,1645,1850,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,1252,41,1463,2756,0,2756
UTTAR PRADESH,HARDOI,BAVAN,771,10,1449,2230,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,571,16,643,1230,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,340,6,1056,1402,0,1402
UTTAR PRADESH,HARDOI,BHARKHANI,667,64,4687,5418,0,5418
UTTAR PRADESH,HARDOI,BILGRAM,1113,14,551,1678,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,720,136,766,1622,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,152,8,1578,1738,0,1738
UTTAR PRADESH,HARDOI,KACHOUNA,733,7,1488,2228,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,932,19,1349,2300,1,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,257,39,1767,2063,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,268,14,1911,2193,1,2194
UTTAR PRADESH,HARDOI,PIHANI,1001,16,1419,2436,0,2436
UTTAR PRADESH,HARDOI,SANDI,508,124,2327,2959,0,2959
UTTAR PRADESH,HARDOI,SANDILA,366,9,902,1277,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,668,19,2985,3672,0,3672
UTTAR PRADESH,HARDOI,SURSA,728,8,1092,1828,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,626,15,953,1594,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,791,27,2016,2834,0,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,586,19,2687,3292,0,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,707,6,3945,4658,0,4658
UTTAR PRADESH,HARDWAR,KHANPUR,258,63,1342,1663,0,1663
UTTAR PRADESH,HARDWAR,LAKSAR,1189,5,5693,6887,2,6889
UTTAR PRADESH,HARDWAR,NARSAN,373,3,2405,2781,0,2781
UTTAR PRADESH,HARDWAR,ROORKEE,421,1,3625,4047,0,4047
UTTAR PRADESH,JALAUN,DAKOR,46,3,290,339,0,339
UTTAR PRADESH,JALAUN,JALAUN,185,3,800,988,1,989
UTTAR PRADESH,JALAUN,KADAURA,38,0,171,209,0,209
UTTAR PRADESH,JALAUN,KONCH,125,4,490,619,0,619
UTTAR PRADESH,JALAUN,KUTHAUND,111,10,693,814,0,814
UTTAR PRADESH,JALAUN,MADHOGHARH,226,2,795,1023,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,4,0,194,198,0,198
UTTAR PRADESH,JALAUN,NADIGAON,30,0,183,213,0,213
UTTAR PRADESH,JALAUN,RAMPURA,143,1,735,879,0,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,398,94,3878,4370,0,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,252,40,2556,2848,0,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,194,11,1917,2122,0,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,355,16,1730,2101,0,2101
UTTAR PRADESH,JAUNPUR,DOBHI,318,24,1502,1844,0,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,185,3,1676,1864,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,658,9,3732,4399,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,340,29,1897,2266,1,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,130,22,2162,2314,0,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,385,17,2783,3185,0,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,273,31,2549,2853,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,312,16,3297,3625,0,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,303,21,1793,2117,1,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,152,11,1839,2002,0,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,148,26,1803,1977,0,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,128,12,1881,2021,3,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,452,42,3060,3554,0,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,257,10,2312,2579,0,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,267,8,2275,2550,0,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,314,20,2233,2567,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,152,32,2678,2862,0,2862
UTTAR PRADESH,JHANSI,BADAGAON,29,0,86,115,0,115
UTTAR PRADESH,JHANSI,BANGRA,11,5,76,92,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,64,0,258,322,0,322
UTTAR PRADESH,JHANSI,GURSARAJ,50,3,184,237,0,237
UTTAR PRADESH,JHANSI,MAURANIPUR,20,0,80,100,4,104
UTTAR PRADESH,JHANSI,MOTH,69,0,157,226,1,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,37,2,2505,2544,0,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,6,0,207,213,3,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,22,19,4015,4056,0,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,133,55,2202,2390,0,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,3,0,2167,2170,0,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,19,0,1767,1786,0,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,22,0,386,408,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,263,8,1933,2204,0,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,415,3,2088,2506,250,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,150,9,2746,2905,0,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,4,0,895,899,0,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,3,0,1675,1678,0,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,3,0,431,434,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,59,1,2922,2982,0,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,40,27,1234,1301,1,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,15,0,1363,1378,0,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,504,21,2807,3332,0,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,0,0,2071,2071,0,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,3,0,2931,2934,0,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,3,0,2766,2769,0,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,942,69,1027,2038,0,2038
UTTAR PRADESH,KHIRI,BEHJAM,1639,113,2082,3834,0,3834
UTTAR PRADESH,KHIRI,BIJUA,499,3,1267,1769,0,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,251,40,846,1137,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,885,12,2567,3464,0,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,1644,95,5069,6808,0,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,1442,92,4990,6524,0,6524
UTTAR PRADESH,KHIRI,MITAULI,1362,131,3681,5174,0,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,1230,246,2030,3506,0,3506
UTTAR PRADESH,KHIRI,NAKAHA,1054,88,3387,4529,1,4530
UTTAR PRADESH,KHIRI,NIGHASAN,1231,274,3693,5198,0,5198
UTTAR PRADESH,KHIRI,PALIA,886,795,2768,4449,0,4449
UTTAR PRADESH,KHIRI,PASGAWAN,967,107,1382,2456,0,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,1460,32,4798,6290,1,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,290,10,1333,1633,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,336,6,2014,2356,0,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,297,0,1450,1747,1,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,159,2,1827,1988,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,211,19,1736,1966,2,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,313,11,3492,3816,0,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,71,2,1151,1224,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,417,17,991,1425,0,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,245,4,2152,2401,1,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,253,1,1118,1372,0,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,436,17,2216,2669,0,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,181,5,883,1069,0,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,72,1,705,778,2,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,317,6,3135,3458,0,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,139,1,1434,1574,0,1574
UTTAR PRADESH,LALITPUR,BAR,20,16,224,260,26,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,1186,40,2750,3976,0,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,331,5,1186,1522,0,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,2377,54,3677,6108,0,6108
UTTAR PRADESH,LUCKNOW,KAKORI,430,11,1074,1515,0,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,495,7,1024,1526,0,1526
UTTAR PRADESH,LUCKNOW,MALL,828,5,1011,1844,0,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,1015,24,1952,2991,1,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,986,31,1929,2946,0,2946
UTTAR PRADESH,MAHOBA,KABARAI,25,1,126,152,1,153
UTTAR PRADESH,MAHOBA,PANWADI,1,0,19,20,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,366,6,3086,3458,0,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,72,1,844,917,0,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,282,15,2272,2569,1,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,428,21,2746,3195,0,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,354,27,2556,2937,0,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,371,14,2197,2582,1,2583
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,250,80,1576,1906,0,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,323,91,1508,1922,0,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,464,6,2717,3187,1,3188
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,280,17,2293,2590,0,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,397,59,2461,2917,1,2918
UTTAR PRADESH,MAHRAJGANJ,SISWA,306,22,1912,2240,0,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,214,4,1371,1589,4,1593
UTTAR PRADESH,MAINPURI,BEWAR,413,25,3014,3452,4,3456
UTTAR PRADESH,MAINPURI,GHIROR,166,1,1735,1902,5,1907
UTTAR PRADESH,MAINPURI,JAGIR,387,18,1422,1827,0,1827
UTTAR PRADESH,MAINPURI,KARHAL,182,2,1744,1928,0,1928
UTTAR PRADESH,MAINPURI,KISHANI,283,12,1516,1811,0,1811
UTTAR PRADESH,MAINPURI,KURAWALI,192,2,1740,1934,0,1934
UTTAR PRADESH,MAINPURI,MAINPURI,243,7,2834,3084,0,3084
UTTAR PRADESH,MAINPURI,SULTANGANJ,213,8,2263,2484,1,2485
UTTAR PRADESH,MATHURA,BALDEV,403,10,3334,3747,0,3747
UTTAR PRADESH,MATHURA,CHHATA,222,17,3457,3696,0,3696
UTTAR PRADESH,MATHURA,CHOMUHA,333,10,2906,3249,0,3249
UTTAR PRADESH,MATHURA,FAREH,293,104,2065,2462,0,2462
UTTAR PRADESH,MATHURA,GOVERDHAN,309,2,2108,2419,0,2419
UTTAR PRADESH,MATHURA,MAAT,242,47,1483,1772,0,1772
UTTAR PRADESH,MATHURA,MATHURA,661,48,2377,3086,0,3086
UTTAR PRADESH,MATHURA,NAND GAWON,143,3,2461,2607,0,2607
UTTAR PRADESH,MATHURA,NOHJHIL,388,299,4967,5654,0,5654
UTTAR PRADESH,MATHURA,RAYA,284,222,3106,3612,0,3612
UTTAR PRADESH,MATHURA,SADABAB,384,7,3138,3529,0,3529
UTTAR PRADESH,MATHURA,SAHPAU,228,22,2592,2842,0,2842
UTTAR PRADESH,MAU,BADRAW,91,8,518,617,1,618
UTTAR PRADESH,MAU,DOHARIGHAT,13,1,101,115,0,115
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,216,8,1444,1668,0,1668
UTTAR PRADESH,MAU,GHOSI,60,2,339,401,0,401
UTTAR PRADESH,MAU,KOPAGANJ,148,19,1152,1319,0,1319
UTTAR PRADESH,MAU,MUHAMMDABAD,237,33,1290,1560,0,1560
UTTAR PRADESH,MAU,PARDHA,248,12,1253,1513,0,1513
UTTAR PRADESH,MAU,RANIPUR,472,25,2400,2897,0,2897
UTTAR PRADESH,MAU,RATANPURA,71,2,536,609,0,609
UTTAR PRADESH,MEERUT,BAGHPAT,71,15,3074,3160,0,3160
UTTAR PRADESH,MEERUT,BARAUT,84,5,3454,3543,0,3543
UTTAR PRADESH,MEERUT,BINAULI,40,3,2961,3004,2,3006
UTTAR PRADESH,MEERUT,CHAPROULI,45,6,2745,2796,1,2797
UTTAR PRADESH,MEERUT,DAURALA,298,164,2429,2891,6,2897
UTTAR PRADESH,MEERUT,HASTINAPUR,548,171,2569,3288,1,3289
UTTAR PRADESH,MEERUT,JANI KHURD,142,2,1952,2096,1,2097
UTTAR PRADESH,MEERUT,KHARKHODA,109,0,2654,2763,0,2763
UTTAR PRADESH,MEERUT,KHEKRA,32,2,2007,2041,0,2041
UTTAR PRADESH,MEERUT,MACHHRA,172,55,3233,3460,0,3460
UTTAR PRADESH,MEERUT,MAWANA,508,29,4425,4962,0,4962
