-----
{
 "description": "The table refers to block wise construction of shallow tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.1.csv", 
 "title": "Download CSV for Block wise Construction of Shallow Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.1.csv"
}
-----
State,District,Block,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
ANDHRA PRADESH,SRIKAKULUM,ICHCHAPURAM,118,4,1,1,1,1,0,2,128
ANDHRA PRADESH,SRIKAKULUM,JALUMURU,46,66,24,32,11,2,3,1,185
ANDHRA PRADESH,SRIKAKULUM,KANCHILI,0,0,0,1,2,0,0,0,3
ANDHRA PRADESH,SRIKAKULUM,KAVITI,24,10,35,55,52,34,19,27,256
ANDHRA PRADESH,SRIKAKULUM,KOTABOMMALI,2,0,0,0,0,0,0,0,2
ANDHRA PRADESH,SRIKAKULUM,KOTTURU,66,9,33,5,26,14,9,7,169
ANDHRA PRADESH,SRIKAKULUM,LAVERU,9,2,4,2,2,5,5,2,31
ANDHRA PRADESH,SRIKAKULUM,MANDASA,26,10,5,7,3,4,2,6,63
ANDHRA PRADESH,SRIKAKULUM,MELIAPUTTI,36,7,1,1,1,4,3,5,58
ANDHRA PRADESH,SRIKAKULUM,NANDIGAM,0,0,8,0,0,0,0,0,8
ANDHRA PRADESH,SRIKAKULUM,NARASANNAPETA,318,34,43,24,20,19,28,24,510
ANDHRA PRADESH,SRIKAKULUM,PALAKONDA,131,19,0,1,5,16,2,10,184
ANDHRA PRADESH,SRIKAKULUM,PALASA,21,2,0,5,12,8,2,6,56
ANDHRA PRADESH,SRIKAKULUM,PATHPATNAM,65,10,6,13,8,5,4,3,114
ANDHRA PRADESH,SRIKAKULUM,POLAKI,354,13,13,15,42,23,16,8,484
ANDHRA PRADESH,SRIKAKULUM,PONDURU,28,0,0,0,0,0,0,0,28
ANDHRA PRADESH,SRIKAKULUM,RANASTALAM,57,6,26,34,14,8,10,9,164
ANDHRA PRADESH,SRIKAKULUM,REGIDI AMADALAVALASA,84,24,2,16,0,0,34,0,160
ANDHRA PRADESH,SRIKAKULUM,SANTHABOMMALI,31,0,0,3,11,0,1,0,46
ANDHRA PRADESH,SRIKAKULUM,SANTHAKAVATI,80,1,19,7,5,3,0,2,117
ANDHRA PRADESH,SRIKAKULUM,SARAVAKOTA,0,10,0,1,0,0,0,0,11
ANDHRA PRADESH,SRIKAKULUM,SARUBUJJILI,245,10,8,7,3,1,1,0,275
ANDHRA PRADESH,SRIKAKULUM,SOMPETA,51,3,2,26,28,3,12,3,128
ANDHRA PRADESH,SRIKAKULUM,SRIKAKULAM,306,8,11,10,11,7,15,5,373
ANDHRA PRADESH,SRIKAKULUM,TEKKALI,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,SRIKAKULUM,VAJRAPUKOTTURU,5,9,3,3,1,8,12,7,48
ANDHRA PRADESH,SRIKAKULUM,VANGARA,51,17,53,31,23,13,11,8,207
ANDHRA PRADESH,SRIKAKULUM,VEERAGHATTAM,114,11,29,20,16,32,6,14,242
ANDHRA PRADESH,VIJAYA NAGARAM,0ACHIPENTA,51,1,3,16,26,26,9,17,149
ANDHRA PRADESH,VIJAYA NAGARAM,BADANGI,27,8,23,9,2,2,12,4,87
ANDHRA PRADESH,VIJAYA NAGARAM,BALIJIPETA,95,35,3,1,5,3,6,1,149
ANDHRA PRADESH,VIJAYA NAGARAM,BHOGHAPURAM,5,4,0,13,11,43,9,0,85
ANDHRA PRADESH,VIJAYA NAGARAM,BOBBILI,210,4,17,10,6,5,2,1,255
ANDHRA PRADESH,VIJAYA NAGARAM,BONDAPALLE,2,0,2,0,0,0,0,0,4
ANDHRA PRADESH,VIJAYA NAGARAM,CHEEPURUPALLE,2,6,4,8,10,6,3,0,39
ANDHRA PRADESH,VIJAYA NAGARAM,DATTIRAJERU,7,0,0,1,0,3,19,6,36
ANDHRA PRADESH,VIJAYA NAGARAM,DENKADA,11,29,3,1,2,2,5,3,56
ANDHRA PRADESH,VIJAYA NAGARAM,GAJAPATHINAGARAM,112,1,0,5,2,17,3,11,151
ANDHRA PRADESH,VIJAYA NAGARAM,GANTYADA,97,36,11,5,0,2,6,9,166
ANDHRA PRADESH,VIJAYA NAGARAM,GARIVIDI,13,7,1,6,1,1,4,5,38
ANDHRA PRADESH,VIJAYA NAGARAM,GARUGUBILLI,49,0,20,8,16,23,4,1,121
ANDHRA PRADESH,VIJAYA NAGARAM,GURLA,39,0,9,7,0,0,0,0,55
ANDHRA PRADESH,VIJAYA NAGARAM,JAMI,81,15,92,65,23,13,4,3,296
ANDHRA PRADESH,VIJAYA NAGARAM,JIYYAMMAVALASA,82,11,0,0,6,8,7,37,151
ANDHRA PRADESH,VIJAYA NAGARAM,KOMARADA,34,12,8,26,20,24,8,19,151
ANDHRA PRADESH,VIJAYA NAGARAM,KOTHAVALASA,0,0,0,0,0,0,0,2,2
ANDHRA PRADESH,VIJAYA NAGARAM,KURUPAM,0,0,0,0,0,0,0,5,5
ANDHRA PRADESH,VIJAYA NAGARAM,LAKKAVARAPUKOTA,51,3,0,2,6,4,0,1,67
ANDHRA PRADESH,VIJAYA NAGARAM,MAKKUVA,3,0,1,0,4,5,12,9,34
ANDHRA PRADESH,VIJAYA NAGARAM,MENTADA,40,2,2,4,7,2,8,16,81
ANDHRA PRADESH,VIJAYA NAGARAM,MERAKAMUDIDAM,3,1,0,4,1,2,4,2,17
ANDHRA PRADESH,VIJAYA NAGARAM,NELLIMARLA,17,22,9,1,1,2,4,0,56
ANDHRA PRADESH,VIJAYA NAGARAM,PARVATHIPURAM,2,1,2,0,8,2,0,6,21
ANDHRA PRADESH,VIJAYA NAGARAM,PUSAPATIREGA,93,1,3,73,25,1,2,0,198
ANDHRA PRADESH,VIJAYA NAGARAM,RAMABHADRAPURAM,12,12,3,30,8,10,0,0,75
ANDHRA PRADESH,VIJAYA NAGARAM,SALUR,268,24,31,61,93,55,35,10,577
ANDHRA PRADESH,VIJAYA NAGARAM,SEETHANAGARAM,143,5,13,69,51,15,19,8,323
ANDHRA PRADESH,VIJAYA NAGARAM,SRUNGAVARAPUKOTA,38,10,67,86,94,142,60,20,517
ANDHRA PRADESH,VIJAYA NAGARAM,THERLAM,93,27,2,0,0,0,0,0,122
ANDHRA PRADESH,VIJAYA NAGARAM,VEPADA,43,0,0,0,0,0,0,0,43
ANDHRA PRADESH,VIJAYA NAGARAM,VIZIANAGARAM,0,1,0,0,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLE,169,14,9,4,13,0,4,6,219
ANDHRA PRADESH,VISAKHAPATNAM,ANANDAPURAM,13,8,6,13,4,9,8,11,72
ANDHRA PRADESH,VISAKHAPATNAM,ANANTHAGIRI,6,0,0,0,0,1,1,0,8
ANDHRA PRADESH,VISAKHAPATNAM,ATCHUTAPURAM,217,2,9,46,2,19,18,35,348
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,0,0,9,1,21,1,3,0,35
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,13,4,128,10,0,0,1,7,163
ANDHRA PRADESH,VISAKHAPATNAM,CHEEDIKADA,65,0,7,7,6,4,8,2,99
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,562,8,14,6,11,14,18,15,648
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,306,19,21,16,6,15,22,6,411
ANDHRA PRADESH,VISAKHAPATNAM,GOLUGONDA,71,2,4,14,17,11,9,11,139
ANDHRA PRADESH,VISAKHAPATNAM,K.KOTAPADU,224,2,4,2,0,2,0,2,236
ANDHRA PRADESH,VISAKHAPATNAM,KASIMKOTA,103,11,12,54,46,21,16,9,272
ANDHRA PRADESH,VISAKHAPATNAM,KOTAURATLA,44,13,10,1,1,4,8,6,87
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,191,16,46,47,24,37,106,70,537
ANDHRA PRADESH,VISAKHAPATNAM,MAKAVARAPALEM,46,2,4,1,0,4,6,2,65
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,283,38,81,59,39,15,16,14,545
ANDHRA PRADESH,VISAKHAPATNAM,NARSIPATNAM,11,1,2,0,3,2,0,0,19
ANDHRA PRADESH,VISAKHAPATNAM,NATHAVARAM,5,2,45,8,0,0,0,0,60
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,89,29,70,36,7,2,3,0,236
ANDHRA PRADESH,VISAKHAPATNAM,PARAVADA,12,1,0,0,1,2,4,0,20
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,330,10,10,11,35,33,70,24,523
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,4,2,0,1,0,2,0,0,9
ANDHRA PRADESH,VISAKHAPATNAM,RAMBILLI,21,12,4,0,0,0,0,1,38
ANDHRA PRADESH,VISAKHAPATNAM,RAVIKAMATHAM,0,0,0,0,0,2,3,10,15
ANDHRA PRADESH,VISAKHAPATNAM,ROLUGUNTA,3,9,2,8,4,6,1,2,35
ANDHRA PRADESH,VISAKHAPATNAM,S.RAYAVARAM,102,14,12,37,0,19,31,51,266
ANDHRA PRADESH,VISAKHAPATNAM,SABBAVARAM,5,0,0,0,1,0,1,0,7
ANDHRA PRADESH,VISAKHAPATNAM,VISAKHAPATNAM RURAL,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,215,18,1,5,18,14,3,1,275
ANDHRA PRADESH,WARANGAL,ATMAKUR,0,1,0,0,0,0,1,0,2
ANDHRA PRADESH,WARANGAL,BACHANNAPETA,19,0,0,3,3,24,48,43,140
ANDHRA PRADESH,WARANGAL,CHERIYAL,21,8,21,31,79,105,147,107,519
ANDHRA PRADESH,WARANGAL,CHITYAL,9,24,13,5,14,1,3,1,70
ANDHRA PRADESH,WARANGAL,DEVARUPPULA,23,8,31,54,48,72,56,46,338
ANDHRA PRADESH,WARANGAL,DORNAKAL,1,0,0,0,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,DUGGONDI,2,0,0,1,0,1,1,1,6
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,1,0,4,3,88,11,14,1,122
ANDHRA PRADESH,WARANGAL,GHANPUR(STATION),27,2,2,8,26,58,84,42,249
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,31,0,0,0,0,4,2,0,37
ANDHRA PRADESH,WARANGAL,HANAMKONDA,11,0,1,0,2,0,4,32,50
ANDHRA PRADESH,WARANGAL,JANGAON,14,1,1,3,16,16,9,8,68
ANDHRA PRADESH,WARANGAL,KODAKANDLA,1,0,1,8,5,22,32,22,91
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,51,1,7,28,8,11,2,16,124
ANDHRA PRADESH,WARANGAL,LINGALAGHANPUR,8,2,2,6,6,10,13,7,54
ANDHRA PRADESH,WARANGAL,MADDUR,17,6,13,14,28,14,7,3,102
ANDHRA PRADESH,WARANGAL,MAHABUBABAD,0,0,2,7,5,0,0,2,16
ANDHRA PRADESH,WARANGAL,MANGAPET,255,12,28,10,25,11,16,34,391
ANDHRA PRADESH,WARANGAL,MULUG,7,5,2,10,8,10,10,1,53
ANDHRA PRADESH,WARANGAL,NALLA BELLI,1,0,0,0,0,0,3,2,6
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,2,0,6,15,11,0,0,0,34
ANDHRA PRADESH,WARANGAL,NEKKONDA,3,0,0,0,3,0,0,0,6
ANDHRA PRADESH,WARANGAL,PALAKURTHI,23,18,13,7,25,23,70,47,226
ANDHRA PRADESH,WARANGAL,PARKAL,0,0,4,1,0,0,3,0,8
ANDHRA PRADESH,WARANGAL,RAGHUNATHPALLE,2,0,0,0,0,0,2,0,4
ANDHRA PRADESH,WARANGAL,TADVAI,80,0,9,32,83,8,8,6,226
ANDHRA PRADESH,WARANGAL,THORRUR,0,0,4,3,7,17,1,21,53
ANDHRA PRADESH,WARANGAL,VENKATAPUR,15,0,11,5,0,0,0,0,31
ANDHRA PRADESH,WARANGAL,WARDHANNA PET,51,60,83,116,80,44,10,40,484
ANDHRA PRADESH,WEST GODAVARI,ACHANTA,26,0,260,131,201,114,0,0,732
ANDHRA PRADESH,WEST GODAVARI,ATTILI,20,9,8,14,11,3,2,0,67
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,44,12,19,25,4,16,10,2,132
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,319,81,117,84,112,94,65,40,912
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,401,51,70,76,46,43,21,16,724
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,179,47,60,66,207,205,132,283,1179
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,26,17,28,10,15,27,19,14,156
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,26,1,0,4,3,2,8,8,52
ANDHRA PRADESH,WEST GODAVARI,IRAGAVARAM,252,17,12,67,120,88,35,3,594
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,699,115,39,43,39,82,18,3,1038
ANDHRA PRADESH,WEST GODAVARI,JEELUGU MILLI,382,91,85,26,17,2,1,4,608
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,1237,41,41,38,44,59,47,31,1538
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,161,8,8,71,63,62,0,1,374
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,1,2,9,0,8,22,19,14,75
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,258,2,2,0,0,11,2,12,287
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,649,29,24,45,13,21,8,7,796
ANDHRA PRADESH,WEST GODAVARI,PALACOLE,0,1,1,20,5,9,39,0,75
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,6,0,0,3,0,0,0,0,9
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,3,0,0,0,0,0,0,0,3
ANDHRA PRADESH,WEST GODAVARI,PENUGONDA,417,42,43,20,2,0,2,1,527
ANDHRA PRADESH,WEST GODAVARI,PENUMANTRA,144,6,15,19,6,26,20,7,243
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,415,144,75,121,82,45,21,20,923
ANDHRA PRADESH,WEST GODAVARI,PODURU,113,48,25,39,66,60,41,2,394
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,255,10,21,41,52,40,14,6,439
ANDHRA PRADESH,WEST GODAVARI,T.NARASAPURAM,35,17,16,8,5,1,24,6,112
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,0,0,0,0,3,5,8
ANDHRA PRADESH,WEST GODAVARI,TANUKU,219,0,0,4,3,7,7,3,243
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,227,19,26,95,61,23,12,39,502
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,715,30,32,52,11,7,3,1,851
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,64,6,21,4,33,3,12,27,170
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,0,0,0,7,78,169,59,0,313
ASSAM,BARPETA,BAJALI,323,29,32,16,24,9,3,2,438
ASSAM,BARPETA,BARPETA,172,37,46,36,6,57,49,1,404
ASSAM,BARPETA,BHAWANIPUR,123,6,14,52,16,0,0,0,211
ASSAM,BARPETA,CHENGA,183,50,43,12,22,0,0,6,316
ASSAM,BARPETA,GOBARDHANA,166,27,35,25,24,29,4,3,313
ASSAM,BARPETA,JALAH,204,46,33,6,16,10,9,4,328
ASSAM,BARPETA,MANDIA,88,39,56,22,56,5,9,18,293
ASSAM,BARPETA,RUPSI,36,10,6,4,4,0,0,0,60
ASSAM,BONGAIGAON,BOITAMARI,69,19,29,22,20,10,13,3,185
ASSAM,BONGAIGAON,BOROBAZAR,119,56,14,3,0,0,0,0,192
ASSAM,BONGAIGAON,MANIKPUR,124,33,16,3,7,3,0,0,186
ASSAM,BONGAIGAON,SIDLI-CHIRANG,34,23,6,5,1,1,1,2,73
ASSAM,BONGAIGAON,SRIJANGRAM,71,10,14,45,68,8,0,0,216
ASSAM,CACHAR,SONAI,0,0,0,0,0,0,1,0,1
ASSAM,DARRANG,DALGAON SIALMARI,151,50,45,64,87,51,213,86,747
ASSAM,DARRANG,KALAIGAON,220,39,40,19,18,4,2,0,342
ASSAM,DARRANG,KHAIRABARI,171,41,2,11,3,0,3,1,232
ASSAM,DARRANG,MAZBAT,319,70,88,91,59,21,1,0,649
ASSAM,DARRANG,SIPAJHAR,139,21,12,25,9,6,0,0,212
ASSAM,DARRANG,UDALGURI,57,7,2,1,0,2,0,0,69
ASSAM,DHEMAJI,BORDOLONI,107,17,18,35,42,0,0,0,219
ASSAM,DHEMAJI,DHEMAJI,212,70,76,21,39,4,0,0,422
ASSAM,DHEMAJI,MURKONGSELLECK,38,0,0,6,32,0,0,0,76
ASSAM,DHUBRI,AGAMONI,74,60,59,101,97,89,75,51,606
ASSAM,DHUBRI,BILASIPARA,314,45,45,69,92,15,15,10,605
ASSAM,DHUBRI,CHAPAR SALKOCHA,79,13,13,3,7,0,1,1,117
ASSAM,DHUBRI,GAURIPUR,207,32,53,46,53,30,39,90,550
ASSAM,DHUBRI,GOLOKGANJ,22,23,19,7,6,6,6,11,100
ASSAM,DHUBRI,MANKACHAR,62,18,27,15,3,2,1,3,131
ASSAM,DHUBRI,SOUTH SALMARA,231,19,30,15,16,3,12,53,379
ASSAM,DIBRUGARH,BARBARUAH,161,13,19,8,2,0,1,0,204
ASSAM,DIBRUGARH,JOYPUR,110,43,15,8,5,0,0,1,182
ASSAM,DIBRUGARH,KHOWANG,136,51,32,24,17,3,0,0,263
ASSAM,DIBRUGARH,LAHOWAL,207,34,23,13,0,0,0,0,277
ASSAM,DIBRUGARH,PANITOLA,215,12,31,14,19,12,0,0,303
ASSAM,DIBRUGARH,TENGAKHAT,152,36,9,15,12,7,0,1,232
ASSAM,GOALPARA,BALIJANA,14,14,19,18,7,16,0,0,88
ASSAM,GOALPARA,DUDHNOI,9,1,1,0,4,0,2,10,27
ASSAM,GOALPARA,LAKHIPUR,81,11,18,20,13,5,1,0,149
ASSAM,GOALPARA,MATIA,25,11,2,22,19,22,13,3,117
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,26,0,0,0,0,0,0,0,26
ASSAM,GOLAGHAT,GOLAGHAT EAST,20,7,1,1,1,0,1,1,32
ASSAM,GOLAGHAT,GOLAGHAT NORTH,90,11,1,3,4,1,0,0,110
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,105,12,22,9,2,2,0,1,153
ASSAM,GOLAGHAT,GOLAGHAT WEST,110,8,21,21,2,1,3,4,170
ASSAM,GOLAGHAT,GOMARIGURI,3,1,0,0,0,0,0,0,4
ASSAM,HAILAKANDI,HAILAKANDI,2,18,5,0,2,1,48,0,76
ASSAM,HAILAKANDI,LALA,0,4,0,0,0,0,0,0,4
ASSAM,JORHAT,JORHAT,19,0,3,0,0,1,0,0,23
ASSAM,JORHAT,JORHAT CENTRAL,69,2,3,12,3,4,0,0,93
ASSAM,JORHAT,JORHAT EAST,113,2,9,15,10,5,1,1,156
ASSAM,JORHAT,MAJULI,447,119,139,193,79,74,19,0,1070
ASSAM,JORHAT,NORTH WEST JORHAT,101,8,9,8,9,7,2,0,144
ASSAM,JORHAT,TITABOR,1,0,0,0,1,0,2,0,4
ASSAM,KAMRUP,BOKO BANGAON,10,4,8,2,0,0,0,0,24
ASSAM,KAMRUP,CHAMARIA,28,7,5,6,0,0,0,0,46
ASSAM,KAMRUP,CHHAYGAON,29,9,6,5,0,0,0,0,49
ASSAM,KAMRUP,DIMORIA,11,5,10,5,1,0,0,0,32
ASSAM,KAMRUP,HAJO,77,29,35,45,11,2,0,0,199
ASSAM,KAMRUP,KAMALPUR,74,8,7,6,2,16,17,11,141
ASSAM,KAMRUP,KARARA,183,24,2,2,0,1,27,80,319
ASSAM,KAMRUP,RAMPUR,20,4,11,17,5,2,2,1,62
ASSAM,KAMRUP,RANGIA,199,65,19,15,7,1,0,4,310
ASSAM,KAMRUP,RANI,25,9,10,1,1,0,0,40,86
ASSAM,KARBI ANGLONG,AMRI,1,0,0,0,0,0,0,0,1
ASSAM,KARBI ANGLONG,BOKAJAN,0,0,0,0,3,1,0,0,4
ASSAM,KARBI ANGLONG,HOWRAGHAT,2,0,0,0,1,7,10,0,20
ASSAM,KARBI ANGLONG,LUMBAJONG,1,0,0,0,0,1,0,0,2
ASSAM,KARBI ANGLONG,RONGKHONG,51,0,1,0,0,0,0,0,52
ASSAM,KARBI ANGLONG,SAMILONGSO,0,0,0,0,1,1,0,0,2
ASSAM,KARIMGANJ,BADARPUR,1,0,0,0,0,0,0,0,1
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0,0,14,0,14
ASSAM,KARIMGANJ,PATHARKANDI,0,0,0,0,0,0,23,0,23
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,0,0,0,0,0,18,0,18
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,0,0,28,0,28
ASSAM,KOKRAJHAR,DOTOMA,175,29,5,1,0,0,17,22,249
ASSAM,KOKRAJHAR,GOSSAIGAON,61,1,0,0,0,0,0,0,62
ASSAM,KOKRAJHAR,KACHUGAON,188,1,6,0,0,56,30,0,281
ASSAM,KOKRAJHAR,KOKRAJHAR,59,37,8,5,4,0,0,0,113
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),37,9,4,2,1,0,0,0,53
ASSAM,LAKHIMPUR,BIHPURIA,77,29,52,97,69,5,1,0,330
ASSAM,LAKHIMPUR,BORDALANI,28,3,2,16,2,0,0,0,51
ASSAM,LAKHIMPUR,DHAKUAKHANA,72,22,15,24,20,2,0,0,155
ASSAM,LAKHIMPUR,LAKHIMPUR,160,13,32,18,14,0,0,0,237
ASSAM,LAKHIMPUR,NARAYANPUR,97,38,30,20,10,1,1,0,197
ASSAM,LAKHIMPUR,NOWBOICHA,83,8,15,35,38,12,5,0,196
ASSAM,MARIGAON,BHURBANDHA,135,34,42,31,63,25,22,64,416
ASSAM,MARIGAON,KAPILI,0,1,1,4,2,2,0,0,10
ASSAM,MARIGAON,LAHARIGHAT,84,51,50,96,86,34,1,0,402
ASSAM,MARIGAON,MAYONG,44,44,115,224,99,35,3,3,567
ASSAM,NAGAON,BATADRAVA,78,21,34,33,27,20,5,0,218
ASSAM,NAGAON,JUGIJAN,105,16,91,54,47,8,13,1,335
ASSAM,NAGAON,JURIA,26,16,25,25,13,4,8,2,119
ASSAM,NAGAON,KALIABOR,36,30,96,119,104,48,1,0,434
ASSAM,NAGAON,KAPILI,1,0,8,1,0,0,0,0,10
ASSAM,NAGAON,KAPILI PT.I,26,17,33,66,77,26,83,9,337
ASSAM,NAGAON,KATHIATOLI,331,102,181,170,91,68,42,3,988
ASSAM,NAGAON,KHAGARIJAN,16,37,48,46,14,7,0,0,168
ASSAM,NAGAON,LANKA,150,55,102,45,17,0,0,0,369
ASSAM,NAGAON,LAOKHOWA,43,18,37,28,11,2,5,0,144
ASSAM,NAGAON,RUPAHI,43,19,62,8,3,0,0,0,135
ASSAM,NALBARI,BARIGOG BANBHAG,65,12,13,6,3,1,0,0,100
ASSAM,NALBARI,BARKHETRI,171,28,23,27,17,5,14,6,291
ASSAM,NALBARI,BASKA,50,71,66,30,27,1,0,0,245
ASSAM,NALBARI,PASCHIM NALBARI,151,7,9,10,5,0,0,0,182
ASSAM,NALBARI,PUB NALBARI,133,36,29,37,15,9,9,0,268
ASSAM,NALBARI,TAMULPUR,119,13,8,7,14,0,5,2,168
ASSAM,NALBARI,TIHU BARAMA,122,11,17,6,2,0,5,0,163
ASSAM,SIBSAGAR,AMGURI,109,0,0,0,0,0,0,0,109
ASSAM,SIBSAGAR,DEMOW,164,29,35,19,17,0,0,0,264
ASSAM,SIBSAGAR,NAZIRA,102,0,0,0,0,0,0,0,102
ASSAM,SIBSAGAR,SAPEKHATI,28,7,7,4,1,0,0,0,47
ASSAM,SIBSAGAR,SONARI,93,80,37,29,19,8,0,0,266
ASSAM,SONITPUR,BALIPARA,232,38,86,72,31,25,24,17,525
ASSAM,SONITPUR,BEHALI,194,15,8,0,2,2,2,2,225
ASSAM,SONITPUR,BISWANATH,31,3,4,13,4,5,0,0,60
ASSAM,SONITPUR,CHAIDUAR,370,99,122,75,32,17,38,5,758
ASSAM,SONITPUR,DHEKIAJULI,266,78,70,24,19,11,22,5,495
ASSAM,SONITPUR,GABHORU,180,60,48,39,35,20,27,1,410
ASSAM,SONITPUR,NADUAR,242,67,64,20,1,0,0,0,394
ASSAM,TINSUKIA,HAPJAN,180,62,89,45,61,21,0,0,458
ASSAM,TINSUKIA,KAKOPATHAR,296,98,154,73,52,13,9,6,701
ASSAM,TINSUKIA,MARGHERITA,17,6,14,15,28,10,3,0,93
ASSAM,TINSUKIA,SADIYA,65,46,17,11,12,9,0,0,160
BIHAR,ARARIA,ARARIA,759,21,120,346,155,237,45,55,1738
BIHAR,ARARIA,BHARGAMA,516,91,208,111,98,69,79,36,1208
BIHAR,ARARIA,FORBESGANJ,1466,11,522,302,297,0,344,0,2942
BIHAR,ARARIA,JOKIHAT,83,83,115,282,432,313,165,30,1503
BIHAR,ARARIA,KURSAKATTA,18,132,149,260,181,111,141,31,1023
BIHAR,ARARIA,NARPAIGANJ,8,19,101,194,251,127,156,61,917
BIHAR,ARARIA,PALASI,612,256,303,364,40,290,18,30,1913
BIHAR,ARARIA,RANIGANJ,22,2,22,26,63,75,522,6,738
BIHAR,ARARIA,SIKTI,192,81,134,164,100,267,48,123,1109
BIHAR,AURANGABAD,AURANGABAD,158,47,55,51,112,98,77,65,663
BIHAR,AURANGABAD,BARUN,428,38,85,129,201,86,47,54,1068
BIHAR,AURANGABAD,DAUDNAGAR,20,11,21,74,71,58,57,11,323
BIHAR,AURANGABAD,DEO,96,13,31,38,112,92,52,26,460
BIHAR,AURANGABAD,GOH,137,51,105,262,191,211,93,167,1217
BIHAR,AURANGABAD,HASPURA,154,22,75,73,96,182,255,77,934
BIHAR,AURANGABAD,KUTUMBA,315,18,20,62,131,169,57,25,797
BIHAR,AURANGABAD,MADANPUR,95,46,56,57,121,140,94,33,642
BIHAR,AURANGABAD,NABINAGAR,366,10,7,10,19,20,67,18,517
BIHAR,AURANGABAD,OBRA,99,64,77,110,126,141,63,39,719
BIHAR,AURANGABAD,RAFIGANJ,257,122,133,203,203,181,156,182,1437
BIHAR,BANKA,AMARPUR,337,126,160,202,137,104,76,134,1276
BIHAR,BANKA,BANKA,75,13,18,20,39,26,26,10,227
BIHAR,BANKA,BARAHAT,37,11,48,150,27,33,130,2,438
BIHAR,BANKA,BELHAR,57,27,52,28,131,26,49,33,403
BIHAR,BANKA,DHURAIYA,322,137,91,200,247,138,78,15,1228
BIHAR,BANKA,KATORIA,0,1,1,1,7,1,1,1,13
BIHAR,BANKA,PHULLIDUMAR,92,25,34,23,107,27,21,0,329
BIHAR,BANKA,RAJAN,364,94,90,168,96,72,58,71,1013
BIHAR,BANKA,SAMBHUGANJ,466,92,129,110,105,40,27,29,998
BIHAR,BEGUSARAI,BACHHAWARA,135,254,602,534,388,104,20,20,2057
BIHAR,BEGUSARAI,BAKHARI,61,46,229,120,119,37,60,58,730
BIHAR,BEGUSARAI,BALIA,489,193,246,185,111,71,46,36,1377
BIHAR,BEGUSARAI,BARAUNI,285,97,130,331,336,144,55,43,1421
