-----
{
 "description": "The table refers to block wise construction of shallow tubewells over the years . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.1.csv", 
 "title": "Download CSV for Block wise Construction of Shallow Tubewells over the years for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.1.csv"
}
-----
State,District,Block,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
MADHYA PRADESH,RAISEN,GAIRATGANJ,1,0,3,5,48,17,125,122,321
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,127,16,55,88,333,428,414,168,1629
MADHYA PRADESH,RAISEN,SANCHI,107,48,86,174,366,413,403,303,1900
MADHYA PRADESH,RAISEN,SILWANI,41,8,14,19,81,97,218,283,761
MADHYA PRADESH,RAISEN,UDAIPURA,26,1,10,28,48,107,143,73,436
MADHYA PRADESH,RAJGARH,BIAORA,8,0,0,0,3,6,8,4,29
MADHYA PRADESH,RAJGARH,JEERAPUR,9,0,2,4,3,1,1,0,20
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,0,0,0,0,0,9,9
MADHYA PRADESH,RAJGARH,NARASINGHGARH,131,51,54,67,125,134,99,98,759
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),46,13,20,30,67,51,51,48,326
MADHYA PRADESH,RAJGARH,RAJGARH,0,0,0,2,0,0,0,0,2
MADHYA PRADESH,RAJNANDGAON,CHHURIA,2,0,0,3,0,2,0,0,7
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,1,0,4,0,0,0,1,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,63,11,19,18,8,7,3,0,129
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,2,0,0,0,1,6,4,3,16
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,22,5,2,6,9,15,10,3,72
MADHYA PRADESH,RATLAM,ALOT,37,9,15,22,43,43,65,54,288
MADHYA PRADESH,RATLAM,BAJNA,2,0,0,0,0,0,0,0,2
MADHYA PRADESH,RATLAM,JAWRA,0,0,8,7,8,30,12,15,80
MADHYA PRADESH,RATLAM,PIPLODA,210,34,54,51,55,66,128,107,705
MADHYA PRADESH,RATLAM,RATLAM,556,110,142,307,484,576,382,422,2979
MADHYA PRADESH,RATLAM,SAILANA,0,0,1,0,0,5,2,5,13
MADHYA PRADESH,REWA,GANGEO,0,0,0,1,5,1,0,0,7
MADHYA PRADESH,REWA,HANUMANA,1,0,0,0,0,0,0,0,1
MADHYA PRADESH,REWA,MAUGANJ,3,0,0,1,9,33,23,24,93
MADHYA PRADESH,REWA,RAIPUR,12,9,28,34,95,110,84,76,448
MADHYA PRADESH,REWA,REWA,29,18,15,70,98,48,45,37,360
MADHYA PRADESH,REWA,SIRMAUR,59,6,8,22,35,63,48,19,260
MADHYA PRADESH,REWA,TYONTHAR,0,0,0,0,0,1,0,0,1
MADHYA PRADESH,SAGAR,BANDA,54,4,0,0,0,3,0,0,61
MADHYA PRADESH,SAGAR,BEENA,4,3,3,5,21,52,119,98,305
MADHYA PRADESH,SAGAR,DEORI,15,0,1,13,34,125,50,3,241
MADHYA PRADESH,SAGAR,JAISINAGAR,3,0,0,0,0,0,2,0,5
MADHYA PRADESH,SAGAR,KESALI,0,0,0,0,1,2,1,4,8
MADHYA PRADESH,SAGAR,KHURAI,0,0,7,2,21,21,32,108,191
MADHYA PRADESH,SAGAR,MALTHON,1,0,0,1,0,0,2,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,0,0,0,0,9,5,3,3,20
MADHYA PRADESH,SAGAR,REHALI,45,6,56,56,90,58,103,127,541
MADHYA PRADESH,SAGAR,SAGAR,53,26,26,16,25,14,15,3,178
MADHYA PRADESH,SATNA,AMARPATAN,10,15,20,35,93,100,136,56,465
MADHYA PRADESH,SATNA,CHITRAKOOT,0,0,1,2,0,2,2,2,9
MADHYA PRADESH,SATNA,MAIHAR,18,0,0,1,6,14,37,20,96
MADHYA PRADESH,SATNA,NAGOD,4,2,1,5,16,44,72,71,215
MADHYA PRADESH,SATNA,RAMNAGAR,0,0,0,0,1,1,9,1,12
MADHYA PRADESH,SATNA,RAMPUR,61,20,102,128,295,266,373,223,1468
MADHYA PRADESH,SATNA,SATNA,8,1,0,9,7,44,74,86,229
MADHYA PRADESH,SATNA,UNCHEHARA,58,5,3,5,2,5,16,9,103
MADHYA PRADESH,SEHORE,AASHTA,406,283,271,534,941,624,366,162,3587
MADHYA PRADESH,SEHORE,BUDANI,27,4,5,10,9,10,5,6,76
MADHYA PRADESH,SEHORE,ICHHAWER,47,15,16,19,38,41,28,34,238
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,0,0,0,3,3,8,24,9,47
MADHYA PRADESH,SEHORE,SIHORE,238,117,92,344,593,161,97,54,1696
MADHYA PRADESH,SEONI,BARGHAT,0,0,0,0,0,0,0,1,1
MADHYA PRADESH,SEONI,CHHAPARA,0,5,0,0,0,0,0,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,8,6,2,0,0,1,5,0,22
MADHYA PRADESH,SEONI,KURAI,4,0,0,0,0,0,0,2,6
MADHYA PRADESH,SEONI,LAKHNADAUN,0,0,0,1,0,0,0,2,3
MADHYA PRADESH,SEONI,SEONI,0,0,0,0,1,0,1,1,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,1,0,0,4,0,1,5,0,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,1,0,0,0,0,0,0,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,0,1,0,0,1,5,2,9
MADHYA PRADESH,SHAHDOL,PALEE-1,1,0,2,2,1,0,0,2,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,0,13,0,0,0,2,1,16
MADHYA PRADESH,SHAHDOL,UMARIYA,6,0,1,0,2,1,9,1,20
MADHYA PRADESH,SHAJAPUR,AGAR,46,0,0,2,3,24,26,33,134
MADHYA PRADESH,SHAJAPUR,BAROD,4,1,1,0,4,0,1,2,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,192,20,38,118,276,157,174,101,1076
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,74,35,79,60,124,170,173,77,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,30,13,29,37,41,54,72,46,322
MADHYA PRADESH,SHAJAPUR,SUJALPUR,42,18,39,116,209,135,148,61,768
MADHYA PRADESH,SHAJAPUR,SUSNER,2,0,0,0,0,0,0,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,17,4,17,3,15,11,3,15,85
MADHYA PRADESH,SHIVPURI,KARERA,1,0,0,0,0,2,1,0,4
MADHYA PRADESH,SHIVPURI,KOLARAS,10,0,4,1,2,2,21,1,41
MADHYA PRADESH,SHIVPURI,POHARI,13,0,0,1,7,3,10,14,48
MADHYA PRADESH,SHIVPURI,SHIVPURI,3,0,4,9,9,6,13,15,59
MADHYA PRADESH,SIDHI,BAIDHAN,0,1,0,0,0,0,1,2,4
MADHYA PRADESH,SIDHI,CHITRANGI,2,0,0,0,0,0,2,4,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,30,10,7,4,6,5,25,11,98
MADHYA PRADESH,SIDHI,SIDHI,17,5,18,9,7,4,6,2,68
MADHYA PRADESH,SIDHI,SIHAWAL,14,8,8,20,23,41,20,22,156
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,0,0,0,1,0,0,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,16,0,0,0,1,0,0,0,17
MADHYA PRADESH,TIKAMGARH,JATARA,109,1,52,38,25,3,2,25,255
MADHYA PRADESH,TIKAMGARH,NIWARI,76,9,15,5,6,10,4,6,131
MADHYA PRADESH,TIKAMGARH,PALERA,299,22,10,10,76,18,3,0,438
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,0,0,0,6,0,0,3,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,45,0,0,0,0,0,0,19,64
MADHYA PRADESH,UJJAIN,BADNAGAR,801,223,564,889,1076,1676,1205,1357,7791
MADHYA PRADESH,UJJAIN,GHATIYA,66,18,23,82,221,151,158,132,851
MADHYA PRADESH,UJJAIN,KHACHRAUD,210,110,113,171,316,416,393,270,1999
MADHYA PRADESH,UJJAIN,MAHIDPUR,90,25,69,64,125,95,122,96,686
MADHYA PRADESH,UJJAIN,TARANA,219,52,50,130,182,161,136,69,999
MADHYA PRADESH,UJJAIN,UJJAIN,1104,180,319,428,851,845,582,457,4766
MADHYA PRADESH,VIDISHA,BASODA,0,0,6,5,15,120,134,117,397
MADHYA PRADESH,VIDISHA,GYARASPUR,18,2,5,11,37,30,43,66,212
MADHYA PRADESH,VIDISHA,KURWAI,12,5,18,14,7,21,73,257,407
MADHYA PRADESH,VIDISHA,LATERI,0,0,0,0,0,2,5,1,8
MADHYA PRADESH,VIDISHA,NATERAN,10,0,4,0,130,0,10,5,159
MADHYA PRADESH,VIDISHA,SIRONJ,1,0,0,0,4,9,148,22,184
MADHYA PRADESH,VIDISHA,VIDISHA,42,8,23,48,280,274,354,178,1207
MANIPUR,BISHNUPUR,BISHNUPUR,0,0,1,0,0,0,0,0,1
MANIPUR,BISHNUPUR,MOIRANG,0,0,1,0,0,1,0,0,2
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,0,0,0,0,2,0,0,2
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,0,0,1,0,1,1,1,4
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,0,0,0,0,0,0,1,1
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,0,0,0,0,0,3,1,4
MANIPUR,SENAPATI,KANGPOKPI,0,0,0,0,2,1,0,0,3
MANIPUR,THOUBAL,KAKCHING,0,0,1,2,0,2,5,2,12
MANIPUR,THOUBAL,THOUBAL,0,0,4,2,1,0,0,0,7
MEGHALAYA,WEST GARO HILLS,BETASING,107,0,0,0,0,0,0,0,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,0,0,0,0,0,0,2,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,0,0,0,0,0,0,1,1
NAGALAND,KOHIMA,MEDZIPHEMA,2,0,0,0,0,0,0,4,6
ORISSA,ANGUL,ANUGUL,1,0,0,0,0,0,0,0,1
ORISSA,ANGUL,KISONAGAR,0,0,0,0,0,0,1,0,1
ORISSA,BALASORE,BAHANAGA,63,48,82,69,183,86,62,77,670
ORISSA,BALASORE,BALASORE,54,15,11,17,12,11,15,13,148
ORISSA,BALASORE,BALIPAL,245,38,33,91,133,78,51,74,743
ORISSA,BALASORE,BASTA,255,118,83,110,151,113,111,79,1020
ORISSA,BALASORE,BHOGARAI,738,8,36,245,256,204,206,178,1871
ORISSA,BALASORE,JALESWAR,198,45,71,118,201,104,94,113,944
ORISSA,BALASORE,JILGIRI,3,12,0,1,6,3,10,1,36
ORISSA,BALASORE,KHAIRA,6,71,63,107,118,32,30,9,436
ORISSA,BALASORE,OUPADA,3,3,2,4,12,0,1,4,29
ORISSA,BALASORE,REMUNA,26,66,19,25,55,33,41,51,316
ORISSA,BALASORE,SIMULIA,61,18,38,62,62,48,50,27,366
ORISSA,BALASORE,SORO,50,36,30,39,52,73,19,11,310
ORISSA,BARAGARH,AMBABHANA,9,2,2,6,14,10,10,7,60
ORISSA,BARAGARH,ATABIRA,0,0,0,0,0,1,1,2,4
ORISSA,BARAGARH,BARAGARH,0,0,0,0,1,2,2,1,6
ORISSA,BARAGARH,BARAPALI,0,0,0,1,1,0,0,2,4
ORISSA,BARAGARH,BHATALI,1,1,4,5,12,15,23,14,75
ORISSA,BARAGARH,JHARABANDHA,0,0,0,0,1,0,0,0,1
ORISSA,BARAGARH,PADMAPUR,0,0,0,0,1,2,0,0,3
ORISSA,BARAGARH,PAIKMAL,1,0,0,0,0,0,1,0,2
ORISSA,BARAGARH,SOHELA,4,3,0,7,10,6,3,2,35
ORISSA,BHADRAK,BASUDEVPUR,40,15,116,56,73,35,30,30,395
ORISSA,BHADRAK,BHADRAK,58,21,24,22,25,45,20,34,249
ORISSA,BHADRAK,BHANDARIPOKHARI,41,5,12,12,18,9,20,18,135
ORISSA,BHADRAK,BONTH,38,8,13,10,20,18,17,33,157
ORISSA,BHADRAK,DHAMANAGAR,36,12,12,19,34,26,35,21,195
ORISSA,BHADRAK,TIHIDI,30,3,11,19,19,20,9,14,125
ORISSA,BOLANGIR,AGALPUR,0,0,0,0,0,4,5,0,9
ORISSA,BOLANGIR,BALANGIR,0,0,0,0,0,0,0,1,1
ORISSA,BOLANGIR,BONGOMUNDA,1,0,0,0,0,2,0,0,3
ORISSA,BOLANGIR,TUREKELA,0,0,0,0,0,2,2,0,4
ORISSA,CUTTACK,ATHGARH,0,0,0,0,0,0,1,0,1
ORISSA,CUTTACK,BARANGA,93,9,15,5,5,19,12,17,175
ORISSA,CUTTACK,CUTTACK(SADAR),122,13,6,29,24,24,43,40,301
ORISSA,CUTTACK,KANTAPARA,84,8,15,21,36,33,36,54,287
ORISSA,CUTTACK,MAHANGA,10,1,1,2,10,33,28,17,102
ORISSA,CUTTACK,NIALI,173,10,10,21,34,8,28,49,333
ORISSA,CUTTACK,NISCHINTAKOILI,108,9,21,51,68,31,28,30,346
ORISSA,CUTTACK,SALIPUR,90,0,5,9,10,15,10,18,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,8,1,1,0,0,0,1,0,11
ORISSA,GAJAPATI,GUMMA,0,0,0,0,0,0,1,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,10,30,35,3,0,4,0,1,83
ORISSA,GAJAPATI,RAYAGADA,0,0,0,0,0,3,0,0,3
ORISSA,GANJAM,ASKA,106,7,2,1,1,1,0,1,119
ORISSA,GANJAM,BELAGUNTHA,29,2,4,4,2,0,0,0,41
ORISSA,GANJAM,BHANJANAGAR,27,0,0,1,0,0,0,0,28
ORISSA,GANJAM,CHATRAPUR,107,3,0,0,1,4,0,2,117
ORISSA,GANJAM,CHIKITI,20,0,6,10,7,22,5,1,71
ORISSA,GANJAM,DHARAKOT,31,1,0,0,0,0,0,0,32
ORISSA,GANJAM,DIGAPAHANDI,26,10,12,4,9,15,4,1,81
ORISSA,GANJAM,GANJAM,33,0,1,1,0,2,0,2,39
ORISSA,GANJAM,HINJILIKUT,89,0,0,0,2,0,0,0,91
ORISSA,GANJAM,J.N.PRASAD,22,0,0,0,0,0,0,0,22
ORISSA,GANJAM,K.KHANDI,0,0,1,0,0,0,0,0,1
ORISSA,GANJAM,K.S.NAGAR,12,0,0,0,0,1,0,0,13
ORISSA,GANJAM,P.PUR,78,7,12,7,2,1,4,0,111
ORISSA,GANJAM,PATRAPUR,16,3,4,4,4,2,0,0,33
ORISSA,GANJAM,POLASARA,1,0,3,5,0,1,0,0,10
ORISSA,GANJAM,R.LUNDA,6,0,0,0,0,0,0,0,6
ORISSA,GANJAM,S.KHEMUNDI,19,1,0,0,0,2,0,1,23
ORISSA,GANJAM,SHERAGADA,41,0,1,2,2,0,0,1,47
ORISSA,GANJAM,SORADA,14,0,0,0,0,0,0,0,14
ORISSA,JAGATSINGHPUR,BALIKUDA,130,0,1,4,29,19,28,17,228
ORISSA,JAGATSINGHPUR,BIRIDI,63,8,6,13,22,17,14,43,186
ORISSA,JAGATSINGHPUR,ERASAMA,0,0,0,0,3,4,2,5,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,135,2,1,16,23,38,37,57,309
ORISSA,JAGATSINGHPUR,KUNJANG,13,0,1,0,0,0,1,0,15
ORISSA,JAGATSINGHPUR,NAUGAON,160,0,3,3,0,3,2,0,171
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,187,7,18,15,26,17,17,34,321
ORISSA,JAGATSINGHPUR,TRITOL,265,1,1,6,8,12,15,24,332
ORISSA,JAJPUR,BARACHAN,2,2,0,2,2,3,6,0,17
ORISSA,JAJPUR,BARI,85,18,3,29,55,10,9,15,224
ORISSA,JAJPUR,BINJHARPUR,122,18,12,26,59,48,37,15,337
ORISSA,JAJPUR,DANAGADI,1,1,0,4,3,0,0,0,9
ORISSA,JAJPUR,DASARATHPUR,36,6,20,10,21,22,43,9,167
ORISSA,JAJPUR,DHARAMASALA,60,4,3,5,5,2,1,4,84
ORISSA,JAJPUR,JAJPUR,81,5,12,34,90,50,33,24,329
ORISSA,JAJPUR,KOREI,20,4,3,4,6,4,4,1,46
ORISSA,JAJPUR,RASULPUR,90,4,3,11,0,1,2,1,112
ORISSA,JHARSUGUDA,LAIKERA,8,0,0,1,0,0,0,0,9
ORISSA,KALAHANDI,BHABANI PATANA,0,0,0,0,0,0,1,0,1
ORISSA,KALAHANDI,JUNAGARH,0,0,0,0,1,2,1,2,6
ORISSA,KALAHANDI,KALAMPUR,1,0,0,0,0,0,2,0,3
ORISSA,KENDRAPARA,AUL,12,0,0,0,1,2,0,0,15
ORISSA,KENDRAPARA,DERABISI,9,1,1,10,23,35,52,36,167
ORISSA,KENDRAPARA,GARADPUR,151,2,5,6,8,7,10,11,200
ORISSA,KENDRAPARA,KENDRAPARA,1,0,1,0,0,0,2,4,8
ORISSA,KENDRAPARA,MAHAKALAPADA,1,0,0,0,0,0,3,0,4
ORISSA,KENDRAPARA,MARSAGHAI,4,0,0,1,0,0,4,1,10
ORISSA,KENDRAPARA,PATAMUNDAI,121,9,5,3,10,0,0,33,181
ORISSA,KEONJHAR,ANANDAPUR,6,4,0,3,5,3,6,4,31
ORISSA,KEONJHAR,GHASIPURA,0,0,0,1,1,1,1,0,4
ORISSA,KEONJHAR,HATADIHI,44,3,4,4,8,7,3,12,85
ORISSA,KEONJHAR,SADAR,0,0,0,0,0,0,0,2,2
ORISSA,KHURDA,BALIANTA,103,2,3,6,14,12,24,15,179
ORISSA,KHURDA,BALIPATANA,78,10,13,10,9,9,11,21,161
ORISSA,KHURDA,BHUBANESWAR,11,0,0,0,0,1,2,1,15
ORISSA,KORAPUT,KORAPUT,0,0,0,0,0,0,1,0,1
ORISSA,KORAPUT,KOTAPAD,0,0,1,0,0,0,0,0,1
ORISSA,MAYURBHANJ,BARIPADA,6,1,2,0,2,0,1,0,12
ORISSA,MAYURBHANJ,BARSAHI,14,0,3,1,14,14,17,20,83
ORISSA,MAYURBHANJ,BETANATI,37,5,1,5,6,0,7,5,66
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,0,0,0,1,0,0,0,1
ORISSA,MAYURBHANJ,KARANJIA,2,0,1,0,0,0,2,0,5
ORISSA,MAYURBHANJ,KULIANA,0,0,0,0,0,0,4,0,4
ORISSA,MAYURBHANJ,MORADA,18,1,0,0,0,0,0,0,19
ORISSA,MAYURBHANJ,RASGOVINDPUR,6,0,0,2,1,1,2,1,13
ORISSA,MAYURBHANJ,SAMAKHUNTA,0,0,0,0,0,0,0,1,1
ORISSA,MAYURBHANJ,SARASKANA,9,0,0,0,0,0,1,2,12
ORISSA,MAYURBHANJ,SULIAPADA,36,2,0,1,2,0,0,0,41
ORISSA,NAYAGARH,BHAPUR,0,0,0,0,2,0,0,1,3
ORISSA,NAYAGARH,KHANDAPADA,32,0,0,0,1,0,0,2,35
ORISSA,NAYAGARH,NAYAGARH,65,31,12,16,11,3,5,3,146
ORISSA,NAYAGARH,NUAGAON,0,0,0,0,5,0,0,0,5
ORISSA,NAYAGARH,ODOGAON,23,0,24,0,1,0,0,10,58
ORISSA,NUAPADA,BODEN,0,0,0,0,1,0,0,0,1
ORISSA,NUAPADA,NUAPARA,1,0,0,1,0,0,0,1,3
ORISSA,PURI,ASTARANG,7,8,9,14,25,52,50,39,204
ORISSA,PURI,BRAHMAGIRI,7,2,6,3,4,5,3,10,40
ORISSA,PURI,DELANG,23,6,9,15,5,20,12,26,116
ORISSA,PURI,GOP,114,19,31,23,63,33,55,79,417
ORISSA,PURI,KAKATPUR,38,23,33,24,40,67,92,90,407
ORISSA,PURI,KANAS,1,0,0,0,0,2,0,1,4
ORISSA,PURI,KRISHNAPRASAD,14,0,0,0,4,18,3,0,39
ORISSA,PURI,NIMAPARA,198,28,24,45,70,43,51,66,525
ORISSA,PURI,PIPILI,85,39,41,62,39,46,24,32,368
ORISSA,PURI,PURISADAR,19,1,6,15,27,7,7,1,83
ORISSA,PURI,SATYABADI,2,3,0,3,5,1,2,5,21
ORISSA,RAYAGADA,GUDARI,54,0,1,0,1,0,0,0,56
ORISSA,RAYAGADA,GUNUPUR,65,4,1,0,0,1,1,1,73
ORISSA,RAYAGADA,KOUNARA,4,0,0,0,0,0,0,0,4
ORISSA,RAYAGADA,MUNIGUDA,0,0,0,2,0,0,0,0,2
ORISSA,RAYAGADA,PADAMPUR,30,8,11,4,2,0,0,0,55
ORISSA,RAYAGADA,RAMANGUDA,99,2,2,0,4,1,0,1,109
ORISSA,RAYAGADA,RAYAGADA,13,4,0,0,2,0,0,1,20
ORISSA,SAMBALPUR,DHANKAUDA,0,0,0,0,0,0,0,2,2
ORISSA,SONEPUR,DUNGURIPALLI,1,0,0,0,0,0,0,0,1
ORISSA,SONEPUR,ULUNDA,0,0,0,0,0,0,1,0,1
ORISSA,SUNDARGARH,BISRA,0,0,0,0,0,0,1,0,1
ORISSA,SUNDARGARH,KUARMUNDA,2,0,0,0,0,0,0,0,2
PUNJAB,AMRITSAR,AJNALA,8144,833,576,398,259,239,201,129,10779
PUNJAB,AMRITSAR,BHIKHIWIND,3809,393,311,275,111,95,41,18,5053
PUNJAB,AMRITSAR,CHOGAWAN,8537,921,840,439,161,152,106,53,11209
PUNJAB,AMRITSAR,CHOHLA SAHIB,2081,680,420,270,240,115,60,12,3878
PUNJAB,AMRITSAR,GANDI WIND,5918,366,279,212,128,199,147,56,7305
PUNJAB,AMRITSAR,JANDIALA GURU,3757,234,372,342,96,102,40,38,4981
PUNJAB,AMRITSAR,KHANDOOR SAHIB,4986,284,222,235,99,263,267,38,6394
PUNJAB,AMRITSAR,MAJITHA,4313,517,286,169,141,83,112,265,5886
PUNJAB,AMRITSAR,NAUSHERA PANUWAN,3316,466,224,67,36,29,38,7,4183
PUNJAB,AMRITSAR,PATTI,3598,379,468,430,387,204,9,11,5486
PUNJAB,AMRITSAR,RAYYA,5457,113,118,110,87,111,88,47,6131
PUNJAB,AMRITSAR,TARAN TARAN,5912,788,618,227,85,49,27,171,7877
PUNJAB,AMRITSAR,TARSIKKA,4449,528,442,383,173,197,128,52,6352
PUNJAB,AMRITSAR,VALTOHA,4170,115,103,122,60,88,14,6,4678
PUNJAB,AMRITSAR,VERKA,4444,198,272,199,131,113,40,40,5437
PUNJAB,BATHINDA,BATHINDA,2306,817,730,816,514,370,223,215,5991
PUNJAB,BATHINDA,MAUR,1038,570,563,492,263,135,62,60,3183
PUNJAB,BATHINDA,NATHANA,2524,236,165,114,44,22,84,13,3202
PUNJAB,BATHINDA,PHUL,7046,761,405,509,250,244,191,63,9469
PUNJAB,BATHINDA,RAMPURA,2486,391,192,260,247,171,107,97,3951
PUNJAB,BATHINDA,SANGAT,440,309,384,518,469,320,277,103,2820
PUNJAB,BATHINDA,TALWANDI SABO,899,785,480,573,358,227,152,122,3596
PUNJAB,FARIDKOT,BAGHAPURANA,9093,2635,1901,1136,1228,795,614,1305,18707
PUNJAB,FARIDKOT,FARIDKOT,7422,1299,1397,1149,977,534,213,114,13105
PUNJAB,FARIDKOT,GIDDERBAHA,2252,503,502,443,375,293,169,138,4675
PUNJAB,FARIDKOT,KOTKAPURA,6020,711,623,976,534,444,332,210,9850
PUNJAB,FARIDKOT,LAMBI,380,226,179,295,343,316,184,45,1968
PUNJAB,FARIDKOT,MALAUT,1749,392,181,417,216,232,107,78,3372
PUNJAB,FARIDKOT,MOGA I,7328,1787,1628,1206,898,690,557,420,14514
PUNJAB,FARIDKOT,MOGA II,4382,1382,1532,1312,1232,825,614,565,11844
PUNJAB,FARIDKOT,MUKTSAR,3481,540,653,906,575,541,328,129,7153
PUNJAB,FARIDKOT,N.S. WALA,8290,3016,1723,1776,1361,1034,683,247,18130
PUNJAB,FATEHGARH SAHIB,AMLOH,5158,45,32,57,32,22,16,12,5374
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,6237,651,184,270,96,111,74,133,7756
PUNJAB,FATEHGARH SAHIB,KHAMANO,3161,200,86,151,39,25,18,15,3695
PUNJAB,FATEHGARH SAHIB,SIRHIND,6998,383,176,68,149,74,54,21,7923
PUNJAB,FEROZEPUR,ABOHAR,522,424,443,493,484,207,186,138,2897
PUNJAB,FEROZEPUR,FAZILKA,3067,1958,1687,841,198,27,6,3,7787
PUNJAB,FEROZEPUR,FEROZEPUR,6892,4230,2936,2180,1442,728,336,119,18863
PUNJAB,FEROZEPUR,GHAL KHURD,3562,1483,788,711,410,451,157,714,8276
PUNJAB,FEROZEPUR,GURUHARSAI,3413,1557,1626,2475,1589,1074,558,127,12419
PUNJAB,FEROZEPUR,JALALABAD,3199,1677,1743,1532,567,136,66,4,8924
PUNJAB,FEROZEPUR,KHUIAN SERVER,790,249,374,427,300,190,220,75,2625
PUNJAB,FEROZEPUR,KOT ISEH KHAN,7447,2880,2325,1720,557,305,225,164,15623
PUNJAB,FEROZEPUR,ZIRA,10611,1444,1165,1146,1812,1850,1237,1126,20391
PUNJAB,GURDASPUR,BANNIAL,96,17,17,34,29,45,13,51,302
PUNJAB,GURDASPUR,BATALA,5474,131,205,87,68,38,26,59,6088
PUNJAB,GURDASPUR,DERA BABA NANAK,6139,749,208,62,15,14,7,13,7207
PUNJAB,GURDASPUR,DHAR KALAN,96,12,2,5,7,7,4,13,146
PUNJAB,GURDASPUR,DHARIWAL,5435,566,253,108,19,1,1,4,6387
PUNJAB,GURDASPUR,DINANAGAR,2171,257,279,245,144,152,130,190,3568
PUNJAB,GURDASPUR,FATEHGARH CHURIAN,3756,985,681,428,264,125,68,27,6334
PUNJAB,GURDASPUR,GURDASPUR,4225,441,263,180,254,145,153,169,5830
PUNJAB,GURDASPUR,KAHNUWAN,3690,1743,252,240,133,120,65,109,6352
PUNJAB,GURDASPUR,KALANAUR,2001,745,1047,574,339,216,22,10,4954
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,653,98,113,166,101,63,74,40,1308
PUNJAB,GURDASPUR,PATHANKOT,1172,101,62,117,96,94,84,207,1933
PUNJAB,GURDASPUR,QADIAN,3282,368,219,71,39,30,19,3,4031
PUNJAB,GURDASPUR,SRI HARGOBIND PUR,4333,575,372,188,58,31,28,29,5614
PUNJAB,HOSHIARPUR,BALACHAUR,2149,432,129,61,62,21,30,10,2894
PUNJAB,HOSHIARPUR,BHUNGA,3514,198,205,94,129,117,126,92,4475
PUNJAB,HOSHIARPUR,DASUYA,5881,1146,561,305,116,72,33,41,8155
PUNJAB,HOSHIARPUR,GARHSHANKAR,3395,569,370,305,234,204,147,43,5267
PUNJAB,HOSHIARPUR,HOSHIARPUR 1,7264,647,391,150,83,51,44,42,8672
PUNJAB,HOSHIARPUR,HOSHIARPUR-II,2102,229,241,74,172,81,112,143,3154
PUNJAB,HOSHIARPUR,MAHILPUR,2603,594,285,59,46,20,12,6,3625
PUNJAB,HOSHIARPUR,MUKERIAN,1604,356,275,221,479,382,316,260,3893
PUNJAB,HOSHIARPUR,SAROYA,1334,55,80,41,22,16,19,37,1604
PUNJAB,HOSHIARPUR,TALWARA,258,24,15,15,24,18,15,39,408
PUNJAB,HOSHIARPUR,TANDA,7428,559,619,259,90,100,51,57,9163
PUNJAB,JALANDHAR,ADAMPUR,3808,344,223,139,96,67,37,40,4754
PUNJAB,JALANDHAR,AUR,4667,618,153,95,26,13,8,5,5585
