-----
{
 "description": "The table refers to Block wise Potential Utilized through Shallow Tubewells . The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.13.csv", 
 "title": "Download CSV for Blockwise Potential Utilized through Shallow Tubewells", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Kharif,Rabi,Perennial,Others,Total
ANDHRA PRADESH,ADILABAD,SARANGAPUR,1726,925,56,7,2714
ANDHRA PRADESH,ADILABAD,TALAMADUGU,402,116,0,0,518
ANDHRA PRADESH,ADILABAD,TAMSI,268,64,0,0,332
ANDHRA PRADESH,ADILABAD,TANDUR,0,0,0,0,0
ANDHRA PRADESH,ADILABAD,TANUR,393,176,0,0,570
ANDHRA PRADESH,ADILABAD,UTNUR,44,29,0,0,73
ANDHRA PRADESH,ADILABAD,VEMANPALLE,97,0,0,0,97
ANDHRA PRADESH,ADILABAD,WANKDI,1,0,0,0,1
ANDHRA PRADESH,ANANTHAPUR,AGALI,662,461,163,0,1285
ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,94,116,62,0,272
ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,170,94,69,0,333
ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,629,259,0,0,888
ANDHRA PRADESH,ANANTHAPUR,ATMAKUR,104,65,10,0,179
ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,550,397,255,0,1201
ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,1008,460,0,0,1469
ANDHRA PRADESH,ANANTHAPUR,BOMMANAHAL,822,340,132,0,1294
ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,642,482,4,0,1128
ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,65,74,2,0,140
ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,579,431,3,0,1013
ANDHRA PRADESH,ANANTHAPUR,CHENNE KOTHAPALLE,642,380,12,1,1036
ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,373,169,217,0,760
ANDHRA PRADESH,ANANTHAPUR,D.HIRCHAL,1829,907,104,0,2839
ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,155,92,0,0,246
ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,77,55,11,0,143
ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,875,522,675,1,2072
ANDHRA PRADESH,ANANTHAPUR,GOOTY,478,397,43,0,918
ANDHRA PRADESH,ANANTHAPUR,GORANTLA,248,82,1,0,330
ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,230,172,80,0,483
ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,881,501,3,0,1385
ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,834,553,5,0,1392
ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,553,284,200,0,1037
ANDHRA PRADESH,ANANTHAPUR,KADIRI,259,138,0,0,397
ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,380,308,27,0,715
ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,319,255,0,0,574
ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,146,103,13,4,266
ANDHRA PRADESH,ANANTHAPUR,KANEKAL,1558,1521,7,0,3087
ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,155,152,61,0,368
ANDHRA PRADESH,ANANTHAPUR,KUDAIR,437,311,58,0,806
ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,151,120,0,0,271
ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,805,382,157,0,1344
ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,337,327,76,4,745
ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,216,87,0,0,302
ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,299,225,0,0,524
ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,288,147,51,0,485
ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,186,133,0,0,320
ANDHRA PRADESH,ANANTHAPUR,NARPALA,401,134,214,0,748
ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,135,124,110,0,368
ANDHRA PRADESH,ANANTHAPUR,PAMIDI,474,437,291,0,1202
ANDHRA PRADESH,ANANTHAPUR,PARIGI,341,0,0,0,341
ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,1737,1003,2055,0,4795
ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGUR,1154,550,141,73,1918
ANDHRA PRADESH,ANANTHAPUR,PENU KONDA,485,234,3,0,722
ANDHRA PRADESH,ANANTHAPUR,PUTLUR,877,1236,3020,0,5132
ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTHI,201,152,40,0,394
ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,341,297,8,0,646
ANDHRA PRADESH,ANANTHAPUR,RAPTADU,482,323,108,0,912
ANDHRA PRADESH,ANANTHAPUR,RAYADURG,1147,666,0,0,1813
ANDHRA PRADESH,ANANTHAPUR,RODDAM,1253,646,273,0,2172
ANDHRA PRADESH,ANANTHAPUR,ROLLA,586,470,121,0,1177
ANDHRA PRADESH,ANANTHAPUR,SETTUR,151,125,0,0,276
ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,579,283,320,0,1181
ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,238,144,30,2,415
ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,279,169,85,0,533
ANDHRA PRADESH,ANANTHAPUR,TADPATRI,1030,928,609,0,2567
ANDHRA PRADESH,ANANTHAPUR,TALUPULA,285,173,2,0,460
ANDHRA PRADESH,ANANTHAPUR,TANAKAL,113,111,0,0,225
ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,191,105,0,0,296
ANDHRA PRADESH,ANANTHAPUR,VAJRAKARUR,202,97,12,0,310
ANDHRA PRADESH,ANANTHAPUR,VIDAPANAKAL,293,28,0,0,321
ANDHRA PRADESH,ANANTHAPUR,YADIKI,1000,684,749,0,2434
ANDHRA PRADESH,ANANTHAPUR,YELLANUR,1475,1349,1533,0,4358
ANDHRA PRADESH,CHITTOOR,B KOTHAKOTA,75,21,1,3,101
ANDHRA PRADESH,CHITTOOR,BAIREDDI PALLE,236,162,68,2,468
ANDHRA PRADESH,CHITTOOR,BANGARUPALEM,93,12,0,0,105
ANDHRA PRADESH,CHITTOOR,BUCHINAIDU KHANDRIGA,106,146,5,0,258
ANDHRA PRADESH,CHITTOOR,CHANDRAGIRI,98,32,0,0,130
ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,466,470,0,0,936
ANDHRA PRADESH,CHITTOOR,CHITTOOR,35,13,16,0,64
ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,106,48,0,0,155
ANDHRA PRADESH,CHITTOOR,GANGADHARA NELLORE,116,81,0,0,197
ANDHRA PRADESH,CHITTOOR,GANGAVARAM,86,57,0,0,143
ANDHRA PRADESH,CHITTOOR,GUDI PALLE,3,3,0,0,6
ANDHRA PRADESH,CHITTOOR,GUDIPALA,29,24,0,0,53
ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,33,28,0,0,61
ANDHRA PRADESH,CHITTOOR,K V P PURAM,145,669,9,0,823
ANDHRA PRADESH,CHITTOOR,KALAKADA,219,167,0,0,386
ANDHRA PRADESH,CHITTOOR,KALIKIRI,209,165,0,0,374
ANDHRA PRADESH,CHITTOOR,KAMBHAMVARIPALLE,130,124,0,0,254
ANDHRA PRADESH,CHITTOOR,KARVETINAGAR,663,538,0,0,1200
ANDHRA PRADESH,CHITTOOR,KUPPAM,19,16,0,0,35
ANDHRA PRADESH,CHITTOOR,KURABALAKOTA,91,43,0,0,134
ANDHRA PRADESH,CHITTOOR,MANDANPALLE,532,403,0,0,936
ANDHRA PRADESH,CHITTOOR,MULAKALACHERUVU,41,55,0,0,96
ANDHRA PRADESH,CHITTOOR,NAGALAPURAM,498,515,39,0,1052
ANDHRA PRADESH,CHITTOOR,NAGARI,405,528,0,0,933
ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,155,237,116,10,518
ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,112,83,0,0,195
ANDHRA PRADESH,CHITTOOR,NINDRA,520,594,0,0,1114
ANDHRA PRADESH,CHITTOOR,PAKALA,459,336,78,0,874
ANDHRA PRADESH,CHITTOOR,PALAMANER,163,127,0,0,290
ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,98,64,0,0,161
ANDHRA PRADESH,CHITTOOR,PEDDA PANJANI,145,72,0,0,218
ANDHRA PRADESH,CHITTOOR,PEDDAMANDYAM,25,63,0,0,88
ANDHRA PRADESH,CHITTOOR,PEDDATHIPPASAMUDRAM,62,46,1,0,110
ANDHRA PRADESH,CHITTOOR,PENUMURU,80,48,0,0,128
ANDHRA PRADESH,CHITTOOR,PICHATUR,131,171,26,0,328
ANDHRA PRADESH,CHITTOOR,PILERU,49,25,0,0,74
ANDHRA PRADESH,CHITTOOR,PULICHERLA,105,12,0,0,117
ANDHRA PRADESH,CHITTOOR,PUNGANUR,204,104,0,0,308
ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,460,314,8,9,790
ANDHRA PRADESH,CHITTOOR,PUTTUR,442,321,91,0,854
ANDHRA PRADESH,CHITTOOR,RAMA KUPPAM,113,52,0,0,165
ANDHRA PRADESH,CHITTOOR,RAMACHANDRAPURAM,428,430,0,0,858
ANDHRA PRADESH,CHITTOOR,RAMASAMUDRAM,53,58,0,0,111
ANDHRA PRADESH,CHITTOOR,RENIGUNTA,387,432,0,0,820
ANDHRA PRADESH,CHITTOOR,ROMPICHERLA,0,0,0,0,0
ANDHRA PRADESH,CHITTOOR,SANTHI PURAM,17,2,0,0,19
ANDHRA PRADESH,CHITTOOR,SODAM,38,37,0,0,75
ANDHRA PRADESH,CHITTOOR,SOMALA,42,49,0,0,92
ANDHRA PRADESH,CHITTOOR,SRIKALAHASTI,147,663,0,0,809
ANDHRA PRADESH,CHITTOOR,SRIRANGARAJAPURAM,177,155,3,0,335
ANDHRA PRADESH,CHITTOOR,THOTTAMBEDU,629,862,0,0,1491
ANDHRA PRADESH,CHITTOOR,TIRUPATI RURAL,1032,961,0,0,1993
ANDHRA PRADESH,CHITTOOR,TIRUPATI URBAN,29,26,0,0,55
ANDHRA PRADESH,CHITTOOR,VADAMALAPETA,900,891,0,0,1791
ANDHRA PRADESH,CHITTOOR,VARADAIAHPALEM,322,117,4,0,443
ANDHRA PRADESH,CHITTOOR,VAYALPAD,63,56,0,0,120
ANDHRA PRADESH,CHITTOOR,VEDURU KUPPAM,373,226,0,0,598
ANDHRA PRADESH,CHITTOOR,VENKATAGIRI KOTA,65,33,0,0,99
ANDHRA PRADESH,CHITTOOR,VIJAYA PURAM,157,171,691,2,1021
ANDHRA PRADESH,CHITTOOR,YADAMARI,22,14,0,0,35
ANDHRA PRADESH,CHITTOOR,YERPEDU,1178,1002,73,0,2253
ANDHRA PRADESH,CHITTOOR,YERRAVARIPALEM,247,272,0,0,519
ANDHRA PRADESH,CUDDAPAH,A.KASINAYANI,89,98,1,2,191
ANDHRA PRADESH,CUDDAPAH,ATLUR,80,154,0,0,235
ANDHRA PRADESH,CUDDAPAH,B KODUR,2,2,0,0,3
ANDHRA PRADESH,CUDDAPAH,BADVEL,104,85,0,0,190
ANDHRA PRADESH,CUDDAPAH,BRAHMAMGARIMATTAM,71,40,0,2,114
ANDHRA PRADESH,CUDDAPAH,CHAKRAYAPET,312,413,227,0,952
ANDHRA PRADESH,CUDDAPAH,CHAPAD,3440,1691,0,0,5131
ANDHRA PRADESH,CUDDAPAH,CHENNUR,764,221,0,0,985
ANDHRA PRADESH,CUDDAPAH,CHINNAMANDEM,15,11,0,0,26
ANDHRA PRADESH,CUDDAPAH,CHINTHA KOMMADINNE,22,118,0,0,140
ANDHRA PRADESH,CUDDAPAH,CHITVEL,239,197,0,0,436
ANDHRA PRADESH,CUDDAPAH,DUVVUR,453,391,0,0,845
ANDHRA PRADESH,CUDDAPAH,GALIVEEDU,66,40,0,0,106
ANDHRA PRADESH,CUDDAPAH,GOPAVARAM,19,18,0,0,37
ANDHRA PRADESH,CUDDAPAH,JAMMALAMADUGU,1051,333,46,0,1429
ANDHRA PRADESH,CUDDAPAH,KAMALAPURAM,2753,2202,0,0,4955
ANDHRA PRADESH,CUDDAPAH,KHAJIPET,1223,850,0,0,2073
ANDHRA PRADESH,CUDDAPAH,KONDAPURAM,2246,1401,0,0,3647
ANDHRA PRADESH,CUDDAPAH,LAKKIREDDIPALLE,27,34,7,0,68
ANDHRA PRADESH,CUDDAPAH,MYLAVARAM,605,41,0,0,646
ANDHRA PRADESH,CUDDAPAH,NANDALUR,267,52,0,0,319
ANDHRA PRADESH,CUDDAPAH,PEDDAMUDIUM,285,198,0,0,483
ANDHRA PRADESH,CUDDAPAH,PENAGALURU,295,65,83,0,442
ANDHRA PRADESH,CUDDAPAH,PENDLIMARRI,4137,3085,214,0,7436
ANDHRA PRADESH,CUDDAPAH,PORUMAMILLA,542,316,77,11,946
ANDHRA PRADESH,CUDDAPAH,PRODDUTUR,2573,1336,0,0,3909
ANDHRA PRADESH,CUDDAPAH,PULLAMPETA,82,44,2,0,128
ANDHRA PRADESH,CUDDAPAH,RAJAMPET,170,148,49,0,367
ANDHRA PRADESH,CUDDAPAH,RAJU PALEM,655,138,0,0,793
ANDHRA PRADESH,CUDDAPAH,RAYACHOTI,6,20,2,0,28
ANDHRA PRADESH,CUDDAPAH,S MYDUKUR,3312,2781,19,0,6111
ANDHRA PRADESH,CUDDAPAH,SAMBEPALLE,9,15,0,0,24
ANDHRA PRADESH,CUDDAPAH,SIDHOUT,1629,1193,0,0,2822
ANDHRA PRADESH,CUDDAPAH,T SUNDUPALLE,400,152,0,19,571
ANDHRA PRADESH,CUDDAPAH,THANDUR,28,18,0,0,46
ANDHRA PRADESH,CUDDAPAH,VALLUR,835,586,0,0,1421
ANDHRA PRADESH,CUDDAPAH,VEERABALLE,938,1067,106,0,2111
ANDHRA PRADESH,CUDDAPAH,VEERAPUNAYUNIPALLE,1392,852,0,0,2244
ANDHRA PRADESH,CUDDAPAH,VEMPALLE,1955,1490,251,0,3696
ANDHRA PRADESH,CUDDAPAH,VEMULA,379,263,87,29,758
ANDHRA PRADESH,CUDDAPAH,VONTIMITTA,10,10,0,3,24
ANDHRA PRADESH,CUDDAPAH,YERRAGUNTLA,682,395,0,0,1077
ANDHRA PRADESH,EAST GODAVARI,ADDATEEGALA,43,36,6,0,85
ANDHRA PRADESH,EAST GODAVARI,AINAVILLI,1,1,1435,0,1437
ANDHRA PRADESH,EAST GODAVARI,ALAMURU,174,1056,735,50,2014
ANDHRA PRADESH,EAST GODAVARI,ALLAVARAM,0,0,133,2,135
ANDHRA PRADESH,EAST GODAVARI,AMALAPURAM,0,0,781,0,781
ANDHRA PRADESH,EAST GODAVARI,AMBAJIPETA,8,20,2414,577,3018
ANDHRA PRADESH,EAST GODAVARI,ANAPARTHI,423,423,0,0,847
ANDHRA PRADESH,EAST GODAVARI,ATREYAPURAM,594,1845,993,2,3434
ANDHRA PRADESH,EAST GODAVARI,BICCAVOLU,232,232,0,0,463
ANDHRA PRADESH,EAST GODAVARI,GOKAVARAM,218,29,0,14,260
ANDHRA PRADESH,EAST GODAVARI,GOLLAPROLU,47,0,0,0,47
ANDHRA PRADESH,EAST GODAVARI,I POLAVARAM,0,0,26,0,26
ANDHRA PRADESH,EAST GODAVARI,JAGGAMPETA,425,0,4,0,429
ANDHRA PRADESH,EAST GODAVARI,KADIAM,1426,1825,1474,8,4733
ANDHRA PRADESH,EAST GODAVARI,KAJULURU,125,125,0,0,250
ANDHRA PRADESH,EAST GODAVARI,KAKINADA (RURAL),68,124,2,0,194
ANDHRA PRADESH,EAST GODAVARI,KAPILESWARAPURAM,1085,1703,382,0,3170
ANDHRA PRADESH,EAST GODAVARI,KARAPA,108,108,0,0,216
ANDHRA PRADESH,EAST GODAVARI,KIRLAMPUDI,1220,534,1057,0,2810
ANDHRA PRADESH,EAST GODAVARI,KORUKONDA,460,111,188,0,758
ANDHRA PRADESH,EAST GODAVARI,KOTANANDURU,461,0,0,0,461
ANDHRA PRADESH,EAST GODAVARI,KOTHAPALLI,0,62,0,0,63
ANDHRA PRADESH,EAST GODAVARI,KOTHAPETA,563,829,2140,0,3532
ANDHRA PRADESH,EAST GODAVARI,MALIKIPURAM,0,0,820,0,820
ANDHRA PRADESH,EAST GODAVARI,MAMIDIKUDURU,0,6,594,79,679
ANDHRA PRADESH,EAST GODAVARI,MANDAPETA,1571,1624,7,19,3221
ANDHRA PRADESH,EAST GODAVARI,MUMMIDIVARAM,124,758,87,0,969
ANDHRA PRADESH,EAST GODAVARI,P GANNAVARAM,0,0,1790,0,1790
ANDHRA PRADESH,EAST GODAVARI,PAMARRU,337,337,0,0,674
ANDHRA PRADESH,EAST GODAVARI,PEDAPUDI,478,478,0,0,955
ANDHRA PRADESH,EAST GODAVARI,PEDDAPURAM,559,49,422,11,1041
ANDHRA PRADESH,EAST GODAVARI,PITHAPURAM,1209,287,57,3,1556
ANDHRA PRADESH,EAST GODAVARI,PRATHIPADU,876,11,0,0,887
ANDHRA PRADESH,EAST GODAVARI,RAJAHMUNDRY(RURAL),608,596,51,0,1255
ANDHRA PRADESH,EAST GODAVARI,RAJANAGARAM,487,336,24,0,847
ANDHRA PRADESH,EAST GODAVARI,RAMACHANDRAPURAM,182,191,0,0,373
ANDHRA PRADESH,EAST GODAVARI,RANGAMPETA,88,83,3,0,174
ANDHRA PRADESH,EAST GODAVARI,RAVULAPALEM,2010,1137,522,0,3669
ANDHRA PRADESH,EAST GODAVARI,RAYAVARAM,183,327,0,0,510
ANDHRA PRADESH,EAST GODAVARI,RAZOLE,121,114,251,25,511
ANDHRA PRADESH,EAST GODAVARI,SAKHINETIPALLE,0,0,53,18,71
ANDHRA PRADESH,EAST GODAVARI,SAMALKOTA,273,141,41,9,464
ANDHRA PRADESH,EAST GODAVARI,SANKHAVARAM,432,87,199,4,721
ANDHRA PRADESH,EAST GODAVARI,SEETHANAGARAM,950,1244,652,322,3168
ANDHRA PRADESH,EAST GODAVARI,THALLAREVU,18,0,0,70,88
ANDHRA PRADESH,EAST GODAVARI,THONDANGI,1021,353,58,0,1432
ANDHRA PRADESH,EAST GODAVARI,TUNI,517,234,159,7,918
ANDHRA PRADESH,EAST GODAVARI,UPPALAGUPTAM,0,0,102,0,102
ANDHRA PRADESH,EAST GODAVARI,YELESWARAM,1752,955,1724,38,4469
ANDHRA PRADESH,GUNTUR,ACHAMPETA,93,2,0,0,95
ANDHRA PRADESH,GUNTUR,AMARAVATHI,315,9,0,0,325
ANDHRA PRADESH,GUNTUR,AMRUTHALUR,182,0,213,0,395
ANDHRA PRADESH,GUNTUR,BAPATLA,57,4,0,0,60
ANDHRA PRADESH,GUNTUR,BELLAMKONDA,125,11,0,0,136
ANDHRA PRADESH,GUNTUR,BHATTIPROLU,1369,722,1,0,2092
ANDHRA PRADESH,GUNTUR,BOLLAPALLE,1679,0,0,0,1679
ANDHRA PRADESH,GUNTUR,CHEBROLE,2,2,10,0,15
ANDHRA PRADESH,GUNTUR,CHERUKUPALLE,96,0,2,0,97
ANDHRA PRADESH,GUNTUR,DACHEPALLE,127,53,0,0,180
ANDHRA PRADESH,GUNTUR,DUGGIRALA,827,0,975,11,1812
ANDHRA PRADESH,GUNTUR,EDLAPADU,65,0,0,0,65
ANDHRA PRADESH,GUNTUR,GUNTUR,53,0,17,0,70
ANDHRA PRADESH,GUNTUR,GURAZALA,108,0,0,0,108
ANDHRA PRADESH,GUNTUR,IPURU,67,0,0,0,67
ANDHRA PRADESH,GUNTUR,KAREMPUDI,549,101,0,0,650
ANDHRA PRADESH,GUNTUR,KARLAPALEM,155,0,0,0,155
ANDHRA PRADESH,GUNTUR,KOLLIPARA,1497,168,735,1,2401
ANDHRA PRADESH,GUNTUR,KOLLUR,795,70,2709,0,3574
ANDHRA PRADESH,GUNTUR,KROSURU,16,0,0,0,16
ANDHRA PRADESH,GUNTUR,MACHAVARAM,311,2,11,0,325
ANDHRA PRADESH,GUNTUR,MACHERLA,265,0,0,0,265
ANDHRA PRADESH,GUNTUR,MANGALAGIRI,880,32,884,2,1798
ANDHRA PRADESH,GUNTUR,MEDIKONDURU,2,2,1,0,4
ANDHRA PRADESH,GUNTUR,NADENDLA,11,0,0,0,11
ANDHRA PRADESH,GUNTUR,NAGARAM,78,1,0,0,79
ANDHRA PRADESH,GUNTUR,NAKARIKALLU,82,8,0,0,89
ANDHRA PRADESH,GUNTUR,NARASARAOPETA,8,0,0,0,8
ANDHRA PRADESH,GUNTUR,NIZAMPATNAM,2,2,0,0,4
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,85,62,0,0,147
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,0,0,124,0,124
ANDHRA PRADESH,GUNTUR,PIDUGURALLA,118,0,0,0,118
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,1,0,1,0,2
ANDHRA PRADESH,GUNTUR,PONNUR,791,2,320,0,1113
ANDHRA PRADESH,GUNTUR,PRATHIPADU,34,0,0,0,34
ANDHRA PRADESH,GUNTUR,RAJUPALEM,39,0,8,0,48
ANDHRA PRADESH,GUNTUR,RENTACRINTALA,69,0,2,0,71
ANDHRA PRADESH,GUNTUR,REPALLE,160,0,0,0,160
ANDHRA PRADESH,GUNTUR,ROMPICHERLA,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,1,0,0,0,1
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,1,0,24,0,25
ANDHRA PRADESH,GUNTUR,TADIKONDA,782,0,8,0,790
ANDHRA PRADESH,GUNTUR,TENALI,0,0,597,0,597
ANDHRA PRADESH,GUNTUR,THADEPALLE,874,900,423,0,2196
ANDHRA PRADESH,GUNTUR,THULLUR,428,749,1970,0,3146
ANDHRA PRADESH,GUNTUR,TSUNDUR,675,0,133,0,808
ANDHRA PRADESH,GUNTUR,VEMURU,408,303,66,0,776
ANDHRA PRADESH,GUNTUR,VINUKONDA,15,0,0,0,15
ANDHRA PRADESH,KARIMNAGAR,BEJJANKI,757,492,6,0,1255
ANDHRA PRADESH,KARIMNAGAR,BHEEMADEVARPALLE,41,42,4,0,88
ANDHRA PRADESH,KARIMNAGAR,BOINPALLE,179,102,0,0,281
ANDHRA PRADESH,KARIMNAGAR,CHANDURTHI,211,141,42,4,397
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,225,263,0,0,488
ANDHRA PRADESH,KARIMNAGAR,DHARMAPURI,10,10,0,0,20
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,148,96,0,0,244
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,562,349,3,0,914
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,782,771,0,0,1553
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,553,409,8,0,970
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,2,1,0,0,3
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,210,102,0,0,312
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,20,20,0,0,39
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,51,74,0,0,125
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,21,19,0,0,40
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,932,477,0,0,1409
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,44,28,7,0,79
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,636,497,15,0,1147
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,689,461,17,10,1177
ANDHRA PRADESH,KARIMNAGAR,KORATLA,59,25,4,28,116
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,299,48,0,0,346
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,67,20,0,0,87
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,43,33,0,0,76
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,48,48,0,0,95
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,411,276,0,0,687
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,248,73,0,0,322
ANDHRA PRADESH,KARIMNAGAR,METPALLE,544,241,16,12,813
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,523,355,0,12,891
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,88,41,0,0,129
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,1,1,0,0,3
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,11,6,0,0,17
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,67,38,23,0,127
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,2153,1533,0,0,3687
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,90,56,14,1,161
