-----
{
 "description": "The table gives nationality-wise (North America, Central and South America, Western Europe, Eastern Europe, Africa, West Asia, South Asia, etc.) listing of the number of foreign tourists to India from 2001 to 2010.", 
 "file_name": "NUMBER_OF_FOREIGN_TOURISTS_TO_INDIA.xls", 
 "title": "Download XLS for Number of Foreign Tourists To India From 2001 To 2010", 
 "url": "http://data.gov.in/sites/default/files/NUMBER_OF_FOREIGN_TOURISTS_TO_INDIA.xls"
}
-----
"Nationality","Region",2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0
"Canada","NORTH AMERICA",88600.0,93598.0,107671.0,135884.0,157643.0,176567.0,208214.0,222364.0,224069.0,242372.0
"U.S.A.","NORTH AMERICA",329147.0,348182.0,410803.0,526120.0,611165.0,696739.0,799062.0,804933.0,827140.0,931292.0
"Others","NORTH AMERICA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Total","NORTH AMERICA",417747.0,441780.0,518474.0,662004.0,768808.0,873306.0,1007276.0,1027297.0,1051209.0,1173664.0
"Argentina","CENTRAL AND SOUTH AMERICA",2906.0,1359.0,1805.0,2799.0,3313.0,4493.0,4992.0,5087.0,6011.0,7626.0
"Brazil","CENTRAL AND SOUTH AMERICA",3819.0,3622.0,4528.0,7397.0,7005.0,9148.0,10788.0,11530.0,13964.0,15219.0
"Mexico","CENTRAL AND SOUTH AMERICA",3473.0,3105.0,3563.0,4570.0,5398.0,6502.0,8299.0,9272.0,8185.0,10458.0
"Others","CENTRAL AND SOUTH AMERICA",11727.0,9586.0,11758.0,13399.0,19870.0,18602.0,18240.0,17616.0,18444.0,29425.0
"Total","CENTRAL AND SOUTH AMERICA",21925.0,17672.0,21654.0,28165.0,35586.0,38745.0,42319.0,43505.0,46604.0,62728.0
"Austria","WESTERN EUROPE",17787.0,13801.0,16903.0,21093.0,27187.0,28045.0,26692.0,25900.0,27930.0,32620.0
"Belgium","WESTERN EUROPE",18851.0,13945.0,17309.0,24007.0,25596.0,29156.0,34207.0,36277.0,34759.0,37709.0
"Denmark","WESTERN EUROPE",14531.0,10230.0,11327.0,15805.0,20170.0,21592.0,28347.0,34253.0,30857.0,35541.0
"Finland","WESTERN EUROPE",8186.0,7673.0,8001.0,12525.0,16258.0,22860.0,34364.0,29223.0,24874.0,24089.0
"France","WESTERN EUROPE",102434.0,78194.0,97654.0,131824.0,152258.0,175345.0,204827.0,207802.0,196462.0,225232.0
"Germany","WESTERN EUROPE",80011.0,64891.0,76868.0,116679.0,120243.0,156808.0,184195.0,204344.0,191616.0,227720.0
"Greece","WESTERN EUROPE",3996.0,3207.0,3455.0,4468.0,4793.0,5146.0,6455.0,6672.0,6664.0,7441.0
"Ireland","WESTERN EUROPE",6136.0,5793.0,7083.0,8996.0,10052.0,14936.0,18376.0,18924.0,19223.0,20329.0
"Italy","WESTERN EUROPE",41351.0,37136.0,46908.0,65561.0,67642.0,79978.0,93540.0,85766.0,77873.0,94100.0
"Netherland","WESTERN EUROPE",42368.0,31669.0,40565.0,51211.0,52755.0,58611.0,67429.0,71605.0,64580.0,70756.0
"Norway","WESTERN EUROPE",7667.0,7475.0,8400.0,10631.0,11194.0,14216.0,19484.0,22369.0,22092.0,22229.0
"Portugal","WESTERN EUROPE",7028.0,7262.0,8158.0,10648.0,11457.0,13108.0,15756.0,15415.0,17184.0,21038.0
"Spain","WESTERN EUROPE",23073.0,19567.0,30551.0,42895.0,45247.0,53520.0,63357.0,62535.0,59047.0,72591.0
"Sweden","WESTERN EUROPE",14446.0,15330.0,18098.0,26154.0,28799.0,36013.0,47090.0,58961.0,43327.0,45028.0
"Switzerland","WESTERN EUROPE",25308.0,21606.0,24463.0,28260.0,34311.0,37446.0,41172.0,42107.0,38290.0,43134.0
"U.K.","WESTERN EUROPE",405472.0,387846.0,430917.0,555907.0,651083.0,734240.0,796191.0,776530.0,769251.0,759494.0
"Others","WESTERN EUROPE",1328.0,1158.0,1306.0,1633.0,3074.0,6251.0,4601.0,10842.0,10013.0,11291.0
"Total","WESTERN EUROPE",819973.0,726783.0,847966.0,1128297.0,1282119.0,1487271.0,1686083.0,1709525.0,1634042.0,1750342.0
"Czechoslovakia"," EASTERN EUROPE",3197.0,2561.0,3466.0,4114.0,4783.0,5760.0,7764.0,8549.0,8328.0,9918.0
"Hungary"," EASTERN EUROPE",1939.0,1557.0,1997.0,3527.0,3704.0,4262.0,5073.0,5263.0,4980.0,6022.0
"Poland"," EASTERN EUROPE",5181.0,4468.0,6336.0,8445.0,10983.0,14808.0,20166.0,23517.0,19656.0,25424.0
"CIS"," EASTERN EUROPE",25032.0,28304.0,38947.0,61816.0,75863.0,87433.0,109769.0,140341.0,135854.0,170112.0
"Others"," EASTERN EUROPE",3514.0,3738.0,4506.0,5153.0,6077.0,7928.0,7946.0,10607.0,11565.0,12603.0
"Total"," EASTERN EUROPE",38863.0,40628.0,55252.0,82426.0,101445.0,121309.0,152764.0,191110.0,183475.0,227650.0
"Egypt","AFRICA",2479.0,2688.0,3382.0,3781.0,4048.0,5528.0,6328.0,5326.0,5869.0,8017.0
"Ethiopia","AFRICA",2897.0,2535.0,2301.0,2661.0,3248.0,3140.0,3588.0,3306.0,3936.0,3797.0
"Kenya","AFRICA",15973.0,17275.0,16563.0,17538.0,19816.0,20313.0,25397.0,14941.0,22704.0,29223.0
"Mali","AFRICA",85.0,54.0,57.0,2541.0,114.0,162.0,238.0,232.0,273.0,495.0
"Mauritius","AFRICA",16039.0,14425.0,16308.0,19823.0,19760.0,20607.0,21522.0,19713.0,18866.0,21672.0
"Nigeria","AFRICA",7539.0,5997.0,5713.0,6659.0,10049.0,9348.0,10863.0,13997.0,18338.0,23893.0
"South Africa","AFRICA",21162.0,18238.0,23873.0,32148.0,39229.0,41954.0,46042.0,42337.0,44308.0,55688.0
"Sudan","AFRICA",2323.0,1899.0,2025.0,2487.0,3660.0,4355.0,4381.0,3473.0,4987.0,7418.0
"Tanzania","AFRICA",6579.0,7459.0,8515.0,9953.0,11193.0,11954.0,13960.0,14872.0,17020.0,17645.0
"Zambia","AFRICA",1290.0,1126.0,1383.0,1468.0,1848.0,2069.0,2814.0,1995.0,2249.0,2621.0
"Others","AFRICA",14596.0,11761.0,13233.0,16434.0,21836.0,23383.0,22352.0,21558.0,25924.0,34056.0
"Total","AFRICA",90962.0,83457.0,93353.0,115493.0,134801.0,142813.0,157485.0,141750.0,164474.0,204525.0
"Bahrein"," WEST ASIA",3945.0,3754.0,4182.0,4414.0,4923.0,4793.0,6674.0,7224.0,7901.0,7766.0
"Israel"," WEST ASIA",28774.0,25503.0,32157.0,39083.0,42866.0,42735.0,47553.0,42720.0,40581.0,43456.0
"Jordan"," WEST ASIA",1428.0,1768.0,1686.0,2400.0,3333.0,3933.0,4537.0,4154.0,4301.0,4640.0
"Kuwait"," WEST ASIA",1850.0,1838.0,2361.0,2965.0,3103.0,3773.0,4129.0,5302.0,5208.0,4764.0
"Oman"," WEST ASIA",13114.0,13256.0,12352.0,14927.0,14979.0,17849.0,22284.0,34042.0,32971.0,35485.0
"Qatar"," WEST ASIA",1361.0,1215.0,1434.0,1788.0,2176.0,2392.0,2606.0,2934.0,2765.0,2735.0
"Saudi Arabia"," WEST ASIA",9851.0,8663.0,9961.0,11929.0,12444.0,14006.0,16352.0,16983.0,15552.0,21599.0
"Syria"," WEST ASIA",1501.0,1452.0,1661.0,2289.0,2385.0,2645.0,2928.0,2883.0,3215.0,3586.0
"Turkey"," WEST ASIA",2432.0,3354.0,5528.0,7008.0,7906.0,10221.0,11212.0,10934.0,10282.0,15483.0
"U.A.E."," WEST ASIA",21483.0,22027.0,21374.0,22668.0,24560.0,27593.0,32750.0,63502.0,47234.0,45482.0
"Yemen Arab Rep."," WEST ASIA",7773.0,6772.0,7717.0,8826.0,9423.0,9573.0,10898.0,11583.0,12695.0,14931.0
"Others"," WEST ASIA",2912.0,2962.0,3183.0,4511.0,5723.0,7180.0,9738.0,13281.0,22138.0,35390.0
"Total"," WEST ASIA",96424.0,92562.0,103596.0,122808.0,133821.0,146693.0,171661.0,215542.0,204843.0,235317.0
"Afghanistan","SOUTH ASIA",1248.0,6012.0,10079.0,12705.0,14025.0,18799.0,23045.0,32438.0,50446.0,73389.0
"Iran","SOUTH ASIA",11728.0,11815.0,17539.0,24733.0,28691.0,29771.0,33223.0,30149.0,34652.0,49265.0
"Maldives","SOUTH ASIA",17564.0,18826.0,18345.0,21099.0,33915.0,37652.0,45787.0,54956.0,55159.0,58152.0
"Nepal","SOUTH ASIA",41135.0,43056.0,42771.0,51534.0,77024.0,91552.0,83037.0,78133.0,88785.0,104374.0
"Pakistan","SOUTH ASIA",52762.0,2946.0,10364.0,67416.0,88609.0,83426.0,106283.0,85529.0,53137.0,51739.0
"Bangladesh","SOUTH ASIA",431312.0,435867.0,454611.0,477446.0,456371.0,484401.0,480240.0,541884.0,468899.0,431962.0
"Sri Lanka","SOUTH ASIA",112813.0,108008.0,109098.0,128711.0,136400.0,154813.0,204084.0,218805.0,239995.0,266515.0
"Bhutan","SOUTH ASIA",3571.0,4123.0,4082.0,7054.0,6934.0,8502.0,6729.0,9952.0,10328.0,12048.0
"Total","SOUTH ASIA",672133.0,630653.0,666889.0,790698.0,841969.0,908916.0,982428.0,1051846.0,1001401.0,1047444.0
"Indonesia","SOUTH EAST ASIA",7767.0,8694.0,9078.0,11408.0,12640.0,16990.0,17818.0,19609.0,20068.0,26171.0
"Malayasia","SOUTH EAST ASIA",57869.0,63748.0,70750.0,84390.0,96276.0,107286.0,112741.0,115794.0,135343.0,179077.0
"Maynnar","SOUTH EAST ASIA",3417.0,3037.0,3609.0,4932.0,5652.0,7734.0,7977.0,12147.0,12849.0,14719.0
"Philippines","SOUTH EAST ASIA",7199.0,7647.0,8091.0,10492.0,11422.0,15644.0,15567.0,17222.0,21987.0,24534.0
"Singapore","SOUTH EAST ASIA",42824.0,44306.0,48368.0,60710.0,68666.0,82574.0,92908.0,97851.0,95328.0,107487.0
"Thailand","SOUTH EAST ASIA",18623.0,19649.0,25754.0,33442.0,41978.0,46623.0,50037.0,58065.0,67309.0,76617.0
"Others","SOUTH EAST ASIA",2276.0,2210.0,3276.0,3736.0,4774.0,4875.0,6427.0,12237.0,7307.0,10438.0
"Total","SOUTH EAST ASIA",139975.0,149291.0,168926.0,209110.0,241408.0,281726.0,303475.0,332925.0,360191.0,439043.0
"China","EAST ASIA",18657.0,23207.0,33837.0,52279.0,63791.0,88833.0,118127.0,127032.0,123673.0,143445.0
"Hong Kong","EAST ASIA",918.0,581.0,1070.0,1965.0,1908.0,1466.0,914.0,519.0,1396.0,1507.0
"Japan","EAST ASIA",80634.0,59709.0,77996.0,96851.0,103082.0,119292.0,145538.0,145352.0,124756.0,168019.0
"Korea","EAST ASIA",29685.0,31552.0,36982.0,49314.0,53585.0,71920.0,85292.0,79824.0,70489.0,95612.0
"Others","EAST ASIA",570.0,375.0,621.0,1218.0,1201.0,1474.0,2166.0,2503.0,2483.0,3364.0
"Total","EAST ASIA",130464.0,115424.0,150506.0,201627.0,223567.0,282985.0,352037.0,355230.0,322797.0,411947.0
