-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to The Farmers holding size. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.3.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to The Farmers holding size", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.3.csv"
}
-----
"State","District","Marginal (0-1 ha)","Small (1-2 ha)","Medium (2-10 ha)","Big ( > 10 ha)","Total"
"CHHATTISGARH","RAJNANDGAON",68,207,672,188,1135
"CHHATTISGARH","SURGUJA",8,9,25,2,44
"DELHI","ALIPUR",862,2408,2547,56,5873
"DELHI","NAJAFGARH",1088,1092,895,28,3103
"DELHI","NANGLOI",429,128,85,0,642
"DELHI","SHADARA-NORTHEAST",98,32,14,0,144
"DELHI","SHAHDARA-EAST",382,77,44,4,507
"GOA","NORTH GOA",1,2,4,0,7
"GOA","SOUTH GOA",1,1,4,1,7
"GUJARAT","AHMEDABAD",87,143,302,80,612
"GUJARAT","AMRELI",224,308,651,1,1184
"GUJARAT","ANAND",1310,1163,1171,40,3684
"GUJARAT","BANASKANTHA",546,1306,2863,235,4950
"GUJARAT","BHARUCH",473,755,2157,125,3510
"GUJARAT","DAHOD",7,1,0,0,8
"GUJARAT","GANDHINAGAR",318,211,131,0,660
"GUJARAT","KACHCHH",113,290,889,72,1364
"GUJARAT","KHEDA",2542,1638,2073,90,6343
"GUJARAT","MEHSANA",413,144,126,20,703
"GUJARAT","NARMADA",1,0,1,0,2
"GUJARAT","NAVSARI",2548,1576,983,19,5126
"GUJARAT","PANCHMAHAL",117,77,66,0,260
"GUJARAT","PATAN",2,23,161,0,186
"GUJARAT","PORBANDAR",241,361,253,5,860
"GUJARAT","RAJKOT",327,470,630,175,1602
"GUJARAT","SABARKANTHA",1874,1641,1260,59,4834
"GUJARAT","SURAT",3158,4258,4385,81,11882
"GUJARAT","SURENDRANAGAR",89,177,97,58,421
"GUJARAT","VADODARA",157,338,2018,52,2565
"GUJARAT","VALSAD",628,178,66,4,876
"HARYANA","AMBALA",784,2966,5253,3113,12116
"HARYANA","BHIWANI",1866,3806,11626,3799,21097
"HARYANA","FARIDABAD",56,66,327,21242,21691
"HARYANA","FATEHABAD",1129,4121,12124,560,17934
"HARYANA","GURGAON",2394,4635,10278,668,17975
"HARYANA","HISSAR",3120,6164,11281,1029,21594
"HARYANA","JHAJJAR",46,194,898,15660,16798
"HARYANA","JIND",1988,6034,11768,1800,21590
"HARYANA","KAITHAL",77,193,728,26983,27981
"HARYANA","KARNAL",70,345,1047,30625,32087
"HARYANA","KURUKSHETRA",724,3403,20594,864,25585
"HARYANA","MAHENDRAGARH",646,3182,9986,759,14573
"HARYANA","PANCHKULA",243,512,882,90,1727
"HARYANA","PANIPAT",6,33,143,14639,14821
"HARYANA","REWARI",1328,3590,10485,761,16164
"HARYANA","ROHTAK",3,5,9,6132,6149
"HARYANA","SIRSA",772,2809,11575,7016,22172
"HARYANA","SONEPAT",718,747,526,28846,30837
"HARYANA","YAMUNANAGAR",1253,3923,11687,518,17381
"HIMACHAL PRADESH","Bilaspur",5,24,13,3,45
"HIMACHAL PRADESH","Hamirpur",16,8,10,9,43
"HIMACHAL PRADESH","Kangra",213,133,313,34,693
"HIMACHAL PRADESH","Mandi",7,14,13,4,38
"HIMACHAL PRADESH","Sirmaur",28,61,41,17,147
"HIMACHAL PRADESH","Solan",55,54,87,3,199
"HIMACHAL PRADESH","Una",301,252,255,595,1403
"JAMMU & KASHMIR","ANANTNAG",0,0,0,0,0
"JAMMU & KASHMIR","JAMMU",604,357,273,6,1240
"JAMMU & KASHMIR","KATHUA",32,24,17,1,74
"JAMMU & KASHMIR","KUPWARA",0,0,0,0,0
"JAMMU & KASHMIR","UDHAMPUR",1,1,0,0,2
"JHARKHAND","CHATRA",49,16,35,0,100
"JHARKHAND","DHANBAD",1,1,0,0,2
"JHARKHAND","DUMKA",2,3,0,0,5
"JHARKHAND","GARHWA",7,6,1,0,14
"JHARKHAND","GIRIDIH",131,113,21,1,266
"JHARKHAND","GODDA",136,52,26,0,214
"JHARKHAND","HAZARIBAGH",0,0,0,0,0
"JHARKHAND","KODERMA",20,67,116,6,209
"JHARKHAND","LATEHAR",0,0,0,0,0
"JHARKHAND","PAKUR",1,0,0,0,1
"JHARKHAND","PALAMU",58,36,20,0,114
"JHARKHAND","SAHEBGANJ",72,87,14,5,178
"JHARKHAND","WEST SINGHBHUM",0,0,2,0,2
"KARNATAKA","Bagalkote",3085,7758,8360,218,19421
"KARNATAKA","Bangalore",8336,3636,1018,11,13001
"KARNATAKA","Bangalore Rural",23939,12685,3099,13,39736
"KARNATAKA","Belgaum",8943,12897,11770,203,33813
"KARNATAKA","Bellary",3131,7220,7239,91,17681
"KARNATAKA","Bidar",2311,3614,1855,5,7785
"KARNATAKA","Bijapur",2146,4280,3036,19,9481
"KARNATAKA","Chamaraja Nagara",5427,7358,2081,10,14876
"KARNATAKA","Chikmagalur",11235,7420,2164,22,20841
"KARNATAKA","Chitradurga",14690,16421,9660,51,40822
"KARNATAKA","Dakshina Kannada",2604,2180,1730,103,6617
"KARNATAKA","Davanagere",12625,13894,7329,148,33996
"KARNATAKA","Dharwar",1148,2833,2274,12,6267
"KARNATAKA","Gadag",949,3046,2748,26,6769
"KARNATAKA","Gulbarga",2624,2515,1155,7,6301
"KARNATAKA","Hassan",20815,10349,1754,94,33012
"KARNATAKA","Haveri",4997,9479,5171,20,19667
"KARNATAKA","Kodagu",56,24,6,0,86
"KARNATAKA","Kolar",28844,19644,5805,19,54312
"KARNATAKA","Koppal",3535,8304,4941,33,16813
"KARNATAKA","Mandya",10125,4569,1191,3,15888
"KARNATAKA","Mysore",6124,8490,2203,8,16825
"KARNATAKA","Raichur",961,2444,1266,2,4673
"KARNATAKA","Shimoga",3122,4865,1909,15,9911
"KARNATAKA","Tumkur",41333,29352,7975,40,78700
"KARNATAKA","Udupi",166,134,79,1,380
"KARNATAKA","Uttara Kannada",377,844,405,1,1627
"KERALA","ALAPPUZHA",1179,78,19,0,1276
"KERALA","ERANAKULAM",227,107,24,0,358
"KERALA","IDDUKKI",50,117,61,2,230
"KERALA","KANNUR",4,95,16,2,117
"KERALA","KASARAGODE",175,89,33,0,297
"KERALA","KOLLAM",13,35,47,2,97
"KERALA","KOTTAYAM",14,81,28,1,124
"KERALA","KOZHIKODE",0,58,15,0,73
"KERALA","MALAPPURAM",200,127,39,2,368
"KERALA","PALAKKAD",285,248,110,0,643
"KERALA","PATHANAMTHITTA",65,42,7,1,115
"KERALA","THIRUVANANTHAPURAM",19,26,11,0,56
"KERALA","THRISSUR",654,138,26,0,818
"MADHYA PRADESH","BALAGHAT",5,4,7,0,16
"MADHYA PRADESH","BARWANI",131,332,695,32,1190
"MADHYA PRADESH","BETUL",270,411,830,111,1622
"MADHYA PRADESH","BHIND",115,251,911,59,1336
"MADHYA PRADESH","BHOPAL",407,1294,3418,377,5496
"MADHYA PRADESH","CHHATARPUR",12,55,113,11,191
"MADHYA PRADESH","CHHINDWARA",154,438,892,66,1550
"MADHYA PRADESH","DAMOH",611,1248,3205,361,5425
"MADHYA PRADESH","DATIA",262,431,1275,92,2060
"MADHYA PRADESH","DEWAS",1893,4378,11808,1563,19642
"MADHYA PRADESH","DHAR",1522,4473,12134,1644,19773
"MADHYA PRADESH","DINDORI",1,1,0,0,2
"MADHYA PRADESH","GUNA",597,1332,4603,848,7380
"MADHYA PRADESH","GWALIOR",623,1399,3358,204,5584
"MADHYA PRADESH","HARDA",51,199,970,162,1382
"MADHYA PRADESH","HOSHANGABAD",144,809,3463,350,4766
"MADHYA PRADESH","INDORE",3310,7771,16694,1551,29326
"MADHYA PRADESH","JABALPUR",1534,3285,5663,234,10716
"MADHYA PRADESH","JHABUA",28,80,155,18,281
"MADHYA PRADESH","KATNI",120,213,304,39,676
"MADHYA PRADESH","KHANDWA",199,494,1065,61,1819
"MADHYA PRADESH","KHARGONE",112,263,637,108,1120
"MADHYA PRADESH","MANDLA",0,0,0,1,1
"MADHYA PRADESH","MANDSAUR",162,252,558,24,996
"MADHYA PRADESH","MORENA",5,15,40,7,67
"MADHYA PRADESH","NARSINGHPUR",2702,8428,14375,1161,26666
"MADHYA PRADESH","NEEMUCH",74,108,226,3,411
"MADHYA PRADESH","PANNA",251,429,1477,92,2249
"MADHYA PRADESH","RAISEN",426,1964,8804,1058,12252
"MADHYA PRADESH","RAJGARH",303,732,2630,487,4152
"MADHYA PRADESH","RATLAM",978,2487,5390,660,9515
"MADHYA PRADESH","REWA",735,1940,3389,293,6357
"MADHYA PRADESH","SAGAR",530,1168,3274,429,5401
"MADHYA PRADESH","SATNA",1337,2795,6486,665,11283
"MADHYA PRADESH","SEHORE",699,1974,7240,1354,11267
"MADHYA PRADESH","SEONI",2,18,68,8,96
"MADHYA PRADESH","SHAHDOL",18,34,122,20,194
"MADHYA PRADESH","SHAJAPUR",882,1851,5857,1096,9686
"MADHYA PRADESH","SHEOPUR",248,952,3333,217,4750
"MADHYA PRADESH","SHIVPURI",157,528,1705,150,2540
"MADHYA PRADESH","SIDHI",138,302,821,135,1396
"MADHYA PRADESH","TIKAMGARH",137,378,506,16,1037
"MADHYA PRADESH","UJJAIN",2839,7157,22699,2669,35364
"MADHYA PRADESH","UMARIA",61,138,328,27,554
"MADHYA PRADESH","VIDISHA",284,1190,7167,1306,9947
"MAHARASHTRA","AHMEDNAGAR",4751,2988,2856,314,10909
"MAHARASHTRA","AKOLA",31,72,115,6,224
"MAHARASHTRA","AMRAVATI",21,46,67,3,137
"MAHARASHTRA","AURANGABAD",485,332,590,28,1435
"MAHARASHTRA","BEED",257,120,107,5,489
"MAHARASHTRA","BHANDARA",16,16,20,0,52
"MAHARASHTRA","BULDANA",166,119,165,9,459
"MAHARASHTRA","CHANDRAPUR",16,49,75,1,141
"MAHARASHTRA","DHULE",119,176,113,2,410
"MAHARASHTRA","GADCHIROLI",13,28,95,0,136
"MAHARASHTRA","GONDIYA",30,54,63,14,161
"MAHARASHTRA","HINGOLI",1078,1203,910,62,3253
"MAHARASHTRA","JALGAON",292,495,525,2,1314
"MAHARASHTRA","JALNA",17,30,111,5,163
"MAHARASHTRA","KOLHAPUR",1244,741,480,22,2487
"MAHARASHTRA","LATUR",119,328,561,28,1036
"MAHARASHTRA","NAGPUR",87,165,256,4,512
"MAHARASHTRA","NANDED",1815,2643,2349,64,6871
"MAHARASHTRA","NANDURBAR",232,832,866,1,1931
"MAHARASHTRA","NASHIK",1300,589,545,62,2496
"MAHARASHTRA","OSMANABAD",267,435,567,28,1297
"MAHARASHTRA","PARBHANI",632,806,718,47,2203
"MAHARASHTRA","PUNE",1455,979,1227,116,3777
"MAHARASHTRA","RAIGHAR",238,67,44,1,350
"MAHARASHTRA","RATNAGIRI",5,1,0,0,6
"MAHARASHTRA","SANGLI",2619,1378,1176,148,5321
"MAHARASHTRA","SATARA",798,480,228,16,1522
"MAHARASHTRA","SINDHUDURGA",8,4,4,0,16
"MAHARASHTRA","SOLAPUR",1250,1718,1836,57,4861
"MAHARASHTRA","THANE",1015,524,442,30,2011
"MAHARASHTRA","WARDHA",2,5,9,2,18
"MAHARASHTRA","WASHIM",17,35,66,13,131
"MAHARASHTRA","YAVATMAL",12,242,504,10,768
"MANIPUR","IMPHAL EAST",0,0,0,0,0
"MEGHALAYA","WEST GARO HILLS",3,24,16,6,49
"NAGALAND","DIMAPUR",0,1,1,0,2
"ORISSA","ANGUL",0,1,7,0,8
"ORISSA","BALASORE",4520,5230,3474,111,13335
"ORISSA","BARGARH",14,272,966,206,1458
"ORISSA","BHADRAK",914,1635,1317,36,3902
"ORISSA","BOLANGIR",2,2,35,8,47
"ORISSA","CUTTACK",1692,1747,1019,58,4516
"ORISSA","DEOGARH",0,1,0,0,1
"ORISSA","DHENKANAL",0,1,6,5,12
"ORISSA","GAJAPATI",15,67,52,0,134
"ORISSA","GANJAM",289,746,393,55,1483
"ORISSA","JAGATSINGHPUR",1408,1674,736,141,3959
"ORISSA","JAJAPUR",815,1414,844,58,3131
"ORISSA","JHARSUGUDA",2,0,1,7,10
"ORISSA","KALAHANDI",0,6,26,6,38
"ORISSA","KANDHAMAL",0,0,0,0,0
"ORISSA","KENDRAPARA",287,472,394,10,1163
"ORISSA","KEONJHAR",125,353,208,7,693
"ORISSA","KHURDA",232,366,231,19,848
"ORISSA","KORAPUT",0,0,4,1,5
"ORISSA","MAYURBHANJA",399,818,561,43,1821
"ORISSA","NAWARANGAPUR",1,0,5,3,9
"ORISSA","NAYAGARH",65,92,67,3,227
"ORISSA","NUAPADA",1,2,3,4,10
"ORISSA","PURI",2065,2171,1390,70,5696
"ORISSA","RAYAGADA",7,15,84,19,125
"ORISSA","SAMBALPUR",5,5,12,1,23
"ORISSA","SONEPUR",5,2,9,4,20
"ORISSA","SUNDARGARH",8,8,10,5,31
"PONDICHERRY","KARAIKAL",130,81,36,1,248
"PONDICHERRY","PONDICHERRY",2055,1349,603,27,4034
"PUNJAB","AMRITSER",1779,16827,106164,0,124770
"PUNJAB","BATHINDA",1606,6672,30859,4061,43198
"PUNJAB","FARIDKOT",873,3755,19760,4161,28549
"PUNJAB","FATEHGARH SAHIB",2610,7118,22132,0,31860
"PUNJAB","FEROZEPUR",3092,11873,61544,15035,91544
"PUNJAB","GURDASPUR",3787,14998,49870,2056,70711
"PUNJAB","HOSHIARPUR",8892,15746,33530,1609,59777
"PUNJAB","JALANDHAR",4225,15584,45259,3743,68811
"PUNJAB","KAPURTHALA",3338,8660,32811,3763,48572
"PUNJAB","LUDHIANA",6548,17126,74108,10206,107988
"PUNJAB","MANSA",968,6593,30474,3808,41843
"PUNJAB","MOGA",2307,8638,35209,7250,53404
"PUNJAB","MUKATSAR",354,2054,17165,7644,27217
"PUNJAB","NAWANSHAHAR",3790,8048,14757,1092,27687
"PUNJAB","PATIALA",4121,11736,60651,3494,80002
"PUNJAB","ROPAR",4826,7631,16719,876,30052
"PUNJAB","SANGRUR",2902,10694,97915,14729,126240
"RAJASTHAN","AJMER",17,21,43,14,95
"RAJASTHAN","ALWAR",907,5893,14107,1129,22036
"RAJASTHAN","BANSWARA",15,33,41,4,93
"RAJASTHAN","BARAN",78,499,2846,145,3568
"RAJASTHAN","BARMER",0,0,46,7,53
"RAJASTHAN","BHARATPUR",2401,9619,22350,1324,35694
"RAJASTHAN","BHILWARA",13,51,261,9,334
"RAJASTHAN","BIKANER",0,0,7,3,10
"RAJASTHAN","BUNDI",231,835,2931,118,4115
"RAJASTHAN","CHITTORGARH",81,479,1815,76,2451
"RAJASTHAN","CHURU",0,4,72,39,115
"RAJASTHAN","DAUSA",186,1230,2483,236,4135
"RAJASTHAN","DHOLPUR",2548,5973,5972,230,14723
"RAJASTHAN","DUNGARPUR",37,73,102,4,216
"RAJASTHAN","GANGANAGAR",0,0,103,0,103
"RAJASTHAN","HANUMANGARH",5,83,1037,55,1180
"RAJASTHAN","JAIPUR",70,350,2397,104,2921
"RAJASTHAN","JAISALMER",0,0,4,2,6
"RAJASTHAN","JALORE",6,11,185,37,239
"RAJASTHAN","JHALAWAR",9,63,752,74,898
"RAJASTHAN","JHUNJHUNU",1,7,13,0,21
"RAJASTHAN","JODHPUR",38,72,771,419,1300
"RAJASTHAN","KAROLI",107,741,3134,114,4096
"RAJASTHAN","KOTA",385,1254,7673,760,10072
"RAJASTHAN","NAGAUR",12,26,336,131,505
"RAJASTHAN","PALI",26,58,464,224,772
"RAJASTHAN","RAJSAMAND",6,18,43,3,70
"RAJASTHAN","SAWAI MADHOPUR",36,337,1182,69,1624
"RAJASTHAN","SIKAR",48,12,142,15,217
"RAJASTHAN","SIROHI",2,3,2,0,7
"RAJASTHAN","TONK",0,4,38,5,47
"RAJASTHAN","UDAIPUR",65,165,355,82,667
"TAMIL NADU","COIMBATORE",77,71,102,6,256
"TAMIL NADU","CUDDALORE",12154,10790,7528,349,30821
"TAMIL NADU","DHARMAPURI",80,145,103,6,334
"TAMIL NADU","DINDIGUL",138,89,122,3,352
"TAMIL NADU","ERODE",536,290,202,9,1037
"TAMIL NADU","KANCHEEPURAM",2489,1330,1118,66,5003
"TAMIL NADU","KANYAKUMARI",312,14,3,10,339
"TAMIL NADU","KARUR",305,143,92,11,551
"TAMIL NADU","MADURAI",241,160,54,4,459
"TAMIL NADU","NAGAPATTINAM",8469,5949,2769,75,17262
"TAMIL NADU","NAMAKKAL",415,232,198,1,846
"TAMIL NADU","NILGIRIS",2,0,1,0,3
"TAMIL NADU","PERAMBALUR",3156,1504,810,44,5514
"TAMIL NADU","PUDUKKOTTAI",718,373,136,4,1231
"TAMIL NADU","RAMANATHAPURAM",333,299,143,12,787
"TAMIL NADU","SALEM",51,38,15,0,104
"TAMIL NADU","SIVAGANGA",120,82,76,20,298
"TAMIL NADU","THANJAVUR",15486,8180,3593,202,27461
"TAMIL NADU","THENI",257,213,197,15,682
"TAMIL NADU","THIRUVALLUR",5163,4408,4506,323,14400
"TAMIL NADU","THIRUVARUR",5982,5694,3493,211,15380
"TAMIL NADU","TIRUCHIRAPPALLI",4212,1322,575,28,6137
"TAMIL NADU","TIRUNELVELI",156,127,105,68,456
"TAMIL NADU","TIRUVANNAMALAI",191,154,90,1,436
"TAMIL NADU","TUTICORIN DISTRICT",417,173,115,25,730
"TAMIL NADU","VELLORE",315,278,116,11,720
"TAMIL NADU","VILLUPPURAM",9645,5265,3565,331,18806
"TAMIL NADU","VIRUDHUNAGAR",105,139,53,44,341
"TRIPURA","NORTH TRIPURA",5,7,0,0,12
"TRIPURA","SOUTH TRIPURA",362,97,15,0,474
"TRIPURA","WEST TRIPURA",390,113,69,5,577
"UTTAR PRADESH","AGRA",32108,19260,14509,601,66478
"UTTAR PRADESH","ALIGARH",13988,16425,15176,577,46166
"UTTAR PRADESH","ALLAHABAD",14648,10374,4217,475,29714
"UTTAR PRADESH","AMBEDAKAR NAGAR",33314,16896,5847,384,56441
"UTTAR PRADESH","AURAIYA",0,32558,0,0,32558
"UTTAR PRADESH","AZAMGARH",38903,19456,6571,577,65507
"UTTAR PRADESH","BAGHPAT",7190,9556,7908,215,24869
"UTTAR PRADESH","BAHARAICH",25337,17205,8243,370,51155
"UTTAR PRADESH","BALLIA",19046,10298,3706,493,33543
"UTTAR PRADESH","BALRAMPUR",27493,12696,5152,310,45651
"UTTAR PRADESH","BANDA",1815,3276,4695,521,10307
"UTTAR PRADESH","BARABANKI",60209,22270,6842,653,89974
"UTTAR PRADESH","BAREILLY",67089,29940,12092,316,109437
"UTTAR PRADESH","BASTI",44915,17718,4245,363,67241
"UTTAR PRADESH","BIJNOR",31153,30090,23611,601,85455
"UTTAR PRADESH","BUDAUN",49979,29893,15669,953,96494
"UTTAR PRADESH","BULAND SAHAR",23587,22360,14858,840,61645
"UTTAR PRADESH","CHANDAULI",5247,3566,2900,252,11965
"UTTAR PRADESH","CHITRAKOOT",414,1021,1748,273,3456
"UTTAR PRADESH","DEORIA",37879,14088,3505,316,55788
"UTTAR PRADESH","ETAH",28863,24218,12478,663,66222
"UTTAR PRADESH","ETAWAH",7,30210,0,0,30217
"UTTAR PRADESH","FAIZABAD",41829,15932,5315,480,63556
"UTTAR PRADESH","FARRUKHABAD",9909,9275,6190,512,25886
"UTTAR PRADESH","FATEHPUR",13473,13125,7742,836,35176
"UTTAR PRADESH","FIROZABAD",2716,5702,21638,216,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",10310,8671,4304,254,23539
"UTTAR PRADESH","GHAZIABAD",14718,12318,7912,293,35241
"UTTAR PRADESH","GHAZIPUR",36939,21376,8024,970,67309
"UTTAR PRADESH","GONDA",48034,27426,16348,997,92805
"UTTAR PRADESH","GORAKHPUR",56352,15444,4447,365,76608
"UTTAR PRADESH","HAMIRPUR",2384,3178,4604,323,10489
"UTTAR PRADESH","HARDOI",28609,14762,9895,369,53635
"UTTAR PRADESH","HATHRAS",10633,11136,8353,362,30484
"UTTAR PRADESH","JALAUN",2388,3095,3969,118,9570
"UTTAR PRADESH","JAUNPUR",46476,22330,6594,477,75877
"UTTAR PRADESH","JHANSI",3109,3543,2637,68,9357
"UTTAR PRADESH","JYOTIBA PHULENAGAR",29044,23912,16577,151,69684
"UTTAR PRADESH","KANNAUJ",11779,9198,5181,651,26809
"UTTAR PRADESH","KANPUR DEHAT",12576,9092,4375,205,26248
"UTTAR PRADESH","KANPUR NAGAR",13382,8760,4820,710,27672
"UTTAR PRADESH","KAUSHAMBI",5318,5527,3071,300,14216
"UTTAR PRADESH","KHERI",53252,30136,15086,1272,99746
"UTTAR PRADESH","KUSHINAGAR",28162,10892,3257,303,42614
"UTTAR PRADESH","LALITPUR",90,412,323,112,937
"UTTAR PRADESH","LUCKNOW",17582,8437,3474,216,29709
"UTTAR PRADESH","MAHARAJ GANJ",41916,15594,4555,307,62372
"UTTAR PRADESH","MAHOBA",137,391,200,25,753
"UTTAR PRADESH","MAINPURI",22100,20505,15089,290,57984
"UTTAR PRADESH","MATHURA",19539,16227,18468,252,54486
"UTTAR PRADESH","MAU",17749,9270,3245,459,30723
"UTTAR PRADESH","MEERUT",19540,17526,13173,221,50460
"UTTAR PRADESH","MIRZAPUR",3124,2396,1373,119,7012
"UTTAR PRADESH","MORADABAD",42527,34773,23893,229,101422
"UTTAR PRADESH","MUZZAFARNAGAR",34548,31840,23815,504,90707
"UTTAR PRADESH","PILIBHIT",37261,22981,13275,403,73920
"UTTAR PRADESH","PRATAPGARH",55798,27245,7219,485,90747
