-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.9.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.9.csv"
}
-----
"State","District","Electric pumps","Diesel pumps","Wind mills","Solar pumps","Man/Animal operated","Others","Total"
"JAMMU & KASHMIR","UDHAMPUR",1,2,0,0,0,0,3
"JHARKHAND","CHATRA",10,45,2,0,43,0,100
"JHARKHAND","DHANBAD",4,0,0,0,0,0,4
"JHARKHAND","DUMKA",0,5,0,0,0,0,5
"JHARKHAND","GARHWA",6,9,0,0,0,0,15
"JHARKHAND","GIRIDIH",152,110,3,0,1,0,266
"JHARKHAND","GODDA",32,170,0,1,10,1,214
"JHARKHAND","HAZARIBAGH",0,2,0,0,0,0,2
"JHARKHAND","KODERMA",0,202,4,0,5,0,211
"JHARKHAND","LATEHAR",3,0,0,0,0,0,3
"JHARKHAND","PAKUR",0,1,0,0,0,0,1
"JHARKHAND","PALAMU",82,32,0,0,0,0,114
"JHARKHAND","SAHEBGANJ",0,183,1,0,3,0,187
"JHARKHAND","WEST SINGHBHUM",0,0,0,0,2,0,2
"KARNATAKA","Bagalkote",19451,15,63,0,14,30,19573
"KARNATAKA","Bangalore",12988,9,6,0,4,16,13023
"KARNATAKA","Bangalore Rural",39636,9,48,0,28,56,39777
"KARNATAKA","Belgaum",33168,52,138,300,27,403,34088
"KARNATAKA","Bellary",17539,78,66,0,35,50,17768
"KARNATAKA","Bidar",7758,0,6,0,8,18,7790
"KARNATAKA","Bijapur",9684,2,1,1,1,12,9701
"KARNATAKA","Chamaraja Nagara",14699,9,94,17,36,24,14879
"KARNATAKA","Chikmagalur",20260,161,301,0,85,48,20855
"KARNATAKA","Chitradurga",40314,82,145,85,131,82,40839
"KARNATAKA","Dakshina Kannada",6483,86,18,1,7,39,6634
"KARNATAKA","Davanagere",33569,26,158,0,35,403,34191
"KARNATAKA","Dharwar",6313,3,11,13,10,99,6449
"KARNATAKA","Gadag",6568,5,57,9,16,117,6772
"KARNATAKA","Gulbarga",6145,31,39,0,25,72,6312
"KARNATAKA","Hassan",33277,244,176,0,30,508,34235
"KARNATAKA","Haveri",19695,1,20,0,26,14,19756
"KARNATAKA","Kodagu",88,0,0,0,0,0,88
"KARNATAKA","Kolar",54577,3,18,0,32,54,54684
"KARNATAKA","Koppal",16172,47,143,0,49,403,16814
"KARNATAKA","Mandya",15695,11,85,0,14,96,15901
"KARNATAKA","Mysore",15188,535,331,0,10,763,16827
"KARNATAKA","Raichur",4521,13,6,0,10,123,4673
"KARNATAKA","Shimoga",9679,44,153,1,28,52,9957
"KARNATAKA","Tumkur",78373,18,60,0,28,271,78750
"KARNATAKA","Udupi",379,0,1,0,1,1,382
"KARNATAKA","Uttara Kannada",1617,0,7,0,4,2,1630
"KERALA","ALAPPUZHA",1254,2,0,0,19,1,1276
"KERALA","ERANAKULAM",354,2,3,0,0,0,359
"KERALA","IDDUKKI",216,17,0,1,30,12,276
"KERALA","KANNUR",62,55,0,0,0,0,117
"KERALA","KASARAGODE",146,27,0,1,115,15,304
"KERALA","KOLLAM",98,0,0,0,16,0,114
"KERALA","KOTTAYAM",120,0,0,0,8,0,128
"KERALA","KOZHIKODE",19,44,0,0,5,8,76
"KERALA","MALAPPURAM",246,95,25,0,1,1,368
"KERALA","PALAKKAD",645,0,0,0,3,0,648
"KERALA","PATHANAMTHITTA",81,3,0,0,41,0,125
"KERALA","THIRUVANANTHAPURAM",53,0,0,0,4,0,57
"KERALA","THRISSUR",818,7,2,2,2,1,832
"MADHYA PRADESH","BALAGHAT",16,0,0,0,0,0,16
"MADHYA PRADESH","BARWANI",1189,1,0,0,0,0,1190
"MADHYA PRADESH","BETUL",1529,16,13,0,31,34,1623
"MADHYA PRADESH","BHIND",892,323,5,0,0,134,1354
"MADHYA PRADESH","BHOPAL",5444,12,13,10,21,0,5500
"MADHYA PRADESH","CHHATARPUR",134,58,0,0,0,0,192
"MADHYA PRADESH","CHHINDWARA",1497,45,1,1,0,12,1556
"MADHYA PRADESH","DAMOH",4991,193,73,78,90,1,5426
"MADHYA PRADESH","DATIA",1963,15,92,0,2,4,2076
"MADHYA PRADESH","DEWAS",19528,61,31,42,1,5,19668
"MADHYA PRADESH","DHAR",18862,681,159,19,209,51,19981
"MADHYA PRADESH","DINDORI",1,0,0,0,1,0,2
"MADHYA PRADESH","GUNA",6880,506,28,0,0,0,7414
"MADHYA PRADESH","GWALIOR",5311,201,70,2,4,48,5636
"MADHYA PRADESH","HARDA",1311,52,1,4,0,16,1384
"MADHYA PRADESH","HOSHANGABAD",4736,19,20,1,19,8,4803
"MADHYA PRADESH","INDORE",27968,97,48,8,6,1339,29466
"MADHYA PRADESH","JABALPUR",10980,30,6,1,8,21,11046
"MADHYA PRADESH","JHABUA",274,6,0,0,1,2,283
"MADHYA PRADESH","KATNI",669,13,0,0,4,1,687
"MADHYA PRADESH","KHANDWA",1466,31,154,3,2,164,1820
"MADHYA PRADESH","KHARGONE",1120,1,0,0,0,0,1121
"MADHYA PRADESH","MANDLA",0,1,0,0,0,0,1
"MADHYA PRADESH","MANDSAUR",1004,8,0,0,0,0,1012
"MADHYA PRADESH","MORENA",41,11,0,0,0,15,67
"MADHYA PRADESH","NARSINGHPUR",26450,89,2,1,5,141,26688
"MADHYA PRADESH","NEEMUCH",411,0,0,0,1,1,413
"MADHYA PRADESH","PANNA",1506,727,1,0,6,11,2251
"MADHYA PRADESH","RAISEN",12067,128,0,0,1,64,12260
"MADHYA PRADESH","RAJGARH",4083,0,27,29,8,60,4207
"MADHYA PRADESH","RATLAM",9474,17,28,6,30,1,9556
"MADHYA PRADESH","REWA",6240,76,36,0,6,10,6368
"MADHYA PRADESH","SAGAR",4730,493,66,19,25,76,5409
"MADHYA PRADESH","SATNA",11070,100,108,1,9,12,11300
"MADHYA PRADESH","SEHORE",11047,29,116,54,29,1,11276
"MADHYA PRADESH","SEONI",89,1,2,0,3,5,100
"MADHYA PRADESH","SHAHDOL",161,8,10,0,0,15,194
"MADHYA PRADESH","SHAJAPUR",9590,8,14,3,17,68,9700
"MADHYA PRADESH","SHEOPUR",4233,519,5,0,0,1,4758
"MADHYA PRADESH","SHIVPURI",2109,493,81,0,20,0,2703
"MADHYA PRADESH","SIDHI",1463,6,0,0,0,3,1472
"MADHYA PRADESH","TIKAMGARH",1023,16,1,0,0,0,1040
"MADHYA PRADESH","UJJAIN",34526,72,637,33,56,171,35495
"MADHYA PRADESH","UMARIA",534,26,1,0,0,0,561
"MADHYA PRADESH","VIDISHA",6794,3060,19,1,49,26,9949
"MAHARASHTRA","AHMEDNAGAR",8765,7,1,0,0,2358,11131
"MAHARASHTRA","AKOLA",218,0,3,0,0,4,225
"MAHARASHTRA","AMRAVATI",129,0,0,0,0,8,137
"MAHARASHTRA","AURANGABAD",1443,0,1,0,0,0,1444
"MAHARASHTRA","BEED",403,0,0,85,1,0,489
"MAHARASHTRA","BHANDARA",47,1,0,0,0,10,58
"MAHARASHTRA","BULDANA",452,3,0,0,0,4,459
"MAHARASHTRA","CHANDRAPUR",139,2,0,0,0,0,141
"MAHARASHTRA","DHULE",388,21,10,7,2,249,677
"MAHARASHTRA","GADCHIROLI",106,21,0,1,0,14,142
"MAHARASHTRA","GONDIYA",138,0,1,0,32,75,246
"MAHARASHTRA","HINGOLI",3251,2,0,0,0,0,3253
"MAHARASHTRA","JALGAON",1250,1,0,0,13,56,1320
"MAHARASHTRA","JALNA",163,0,0,0,0,0,163
"MAHARASHTRA","KOLHAPUR",2422,26,16,3,21,31,2519
"MAHARASHTRA","LATUR",1036,0,0,0,0,0,1036
"MAHARASHTRA","NAGPUR",483,6,0,0,4,21,514
"MAHARASHTRA","NANDED",6817,17,3,2,5,28,6872
"MAHARASHTRA","NANDURBAR",1886,2,1,0,0,636,2525
"MAHARASHTRA","NASHIK",2361,115,105,5,291,588,3465
"MAHARASHTRA","OSMANABAD",1242,0,0,1,5,54,1302
"MAHARASHTRA","PARBHANI",2194,0,8,0,3,18,2223
"MAHARASHTRA","PUNE",3780,17,4,1,12,28,3842
"MAHARASHTRA","RAIGHAR",249,64,1,0,15,28,357
"MAHARASHTRA","RATNAGIRI",6,0,0,0,0,0,6
"MAHARASHTRA","SANGLI",5346,9,2,0,10,58,5425
"MAHARASHTRA","SATARA",1499,23,0,0,0,0,1522
"MAHARASHTRA","SINDHUDURGA",15,1,0,0,2,0,18
"MAHARASHTRA","SOLAPUR",4838,1,6,3,8,33,4889
"MAHARASHTRA","THANE",1982,22,0,1,1,5,2011
"MAHARASHTRA","WARDHA",71,5,23,0,4,7,110
"MAHARASHTRA","WASHIM",107,0,0,0,2,22,131
"MAHARASHTRA","YAVATMAL",658,23,1,0,1,85,768
"MANIPUR","IMPHAL EAST",0,3,0,0,0,0,3
"MEGHALAYA","WEST GARO HILLS",6,69,0,0,0,0,75
"NAGALAND","DIMAPUR",1,1,0,0,0,0,2
"ORISSA","ANGUL",9,0,0,0,1,0,10
"ORISSA","BALASORE",5262,7487,77,3,495,21,13345
"ORISSA","BARGARH",1417,26,3,0,15,0,1461
"ORISSA","BHADRAK",996,2606,199,5,87,9,3902
"ORISSA","BOLANGIR",31,10,0,0,7,0,48
"ORISSA","CUTTACK",998,2797,42,4,716,21,4578
"ORISSA","DEOGARH",0,0,0,0,0,1,1
"ORISSA","DHENKANAL",11,1,0,0,0,0,12
"ORISSA","GAJAPATI",115,18,7,1,0,0,141
"ORISSA","GANJAM",1566,247,57,4,85,0,1959
"ORISSA","JAGATSINGHPUR",1035,2539,53,1,283,91,4002
"ORISSA","JAJAPUR",826,2149,10,0,150,10,3145
"ORISSA","JHARSUGUDA",5,5,0,0,0,0,10
"ORISSA","KALAHANDI",23,8,1,0,6,0,38
"ORISSA","KANDHAMAL",0,0,0,0,1,0,1
"ORISSA","KENDRAPARA",486,690,5,1,68,3,1253
"ORISSA","KEONJHAR",144,536,6,1,98,0,785
"ORISSA","KHURDA",199,533,24,0,102,0,858
"ORISSA","KORAPUT",5,0,0,0,0,0,5
"ORISSA","MAYURBHANJA",343,1433,9,0,54,2,1841
"ORISSA","NAWARANGAPUR",8,2,0,0,1,0,11
"ORISSA","NAYAGARH",224,17,1,0,18,0,260
"ORISSA","NUAPADA",8,1,0,0,2,0,11
"ORISSA","PURI",1246,4260,72,3,150,16,5747
"ORISSA","RAYAGADA",311,45,0,0,25,0,381
"ORISSA","SAMBALPUR",20,1,0,0,2,0,23
"ORISSA","SONEPUR",2,0,0,0,17,1,20
"ORISSA","SUNDARGARH",32,0,0,0,1,0,33
"PONDICHERRY","KARAIKAL",247,44,0,0,0,0,291
"PONDICHERRY","PONDICHERRY",4067,6,1,0,0,5,4079
"PUNJAB","AMRITSER",122941,1868,0,0,0,0,124809
"PUNJAB","BATHINDA",17532,25731,75,29,6,0,43373
"PUNJAB","FARIDKOT",16230,12000,0,7,0,319,28556
"PUNJAB","FATEHGARH SAHIB",23561,8797,5,5,31,2,32401
"PUNJAB","FEROZEPUR",68690,20600,98,31,18,2225,91662
"PUNJAB","GURDASPUR",66054,4786,0,0,0,0,70840
"PUNJAB","HOSHIARPUR",30365,29507,1,1,0,5,59879
"PUNJAB","JALANDHAR",65788,3290,3,0,1,0,69082
"PUNJAB","KAPURTHALA",40760,7777,22,42,10,112,48723
"PUNJAB","LUDHIANA",77944,30802,76,15,20,0,108857
"PUNJAB","MANSA",9683,32270,19,1,0,0,41973
"PUNJAB","MOGA",42592,11049,0,0,0,0,53641
"PUNJAB","MUKATSAR",10295,16842,2,18,1,60,27218
"PUNJAB","NAWANSHAHAR",16866,11054,26,2,17,26,27991
"PUNJAB","PATIALA",61494,18971,17,5,8,3,80498
"PUNJAB","ROPAR",16914,13238,0,2,1,3,30158
"PUNJAB","SANGRUR",90143,37298,0,1,0,14,127456
"RAJASTHAN","AJMER",72,22,0,0,0,4,98
"RAJASTHAN","ALWAR",3988,17985,66,0,3,10,22052
"RAJASTHAN","BANSWARA",77,13,0,0,3,0,93
"RAJASTHAN","BARAN",1547,2015,20,0,3,5,3590
"RAJASTHAN","BARMER",51,2,0,0,0,0,53
"RAJASTHAN","BHARATPUR",4277,31287,32,0,43,89,35728
"RAJASTHAN","BHILWARA",319,12,0,0,3,0,334
"RAJASTHAN","BIKANER",10,0,0,0,0,0,10
"RAJASTHAN","BUNDI",588,3516,9,0,7,6,4126
"RAJASTHAN","CHITTORGARH",2120,198,4,0,13,127,2462
"RAJASTHAN","CHURU",113,2,0,0,0,0,115
"RAJASTHAN","DAUSA",973,2934,24,0,1,257,4189
"RAJASTHAN","DHOLPUR",1377,13316,17,21,24,7,14762
"RAJASTHAN","DUNGARPUR",195,13,0,0,6,9,223
"RAJASTHAN","GANGANAGAR",0,103,0,0,0,0,103
"RAJASTHAN","HANUMANGARH",122,1058,1,0,0,0,1181
"RAJASTHAN","JAIPUR",2802,123,0,1,1,8,2935
"RAJASTHAN","JAISALMER",4,2,0,0,0,0,6
"RAJASTHAN","JALORE",150,83,1,0,0,5,239
"RAJASTHAN","JHALAWAR",350,318,1,0,1,233,903
"RAJASTHAN","JHUNJHUNU",8,13,0,0,0,0,21
"RAJASTHAN","JODHPUR",1246,54,0,0,1,4,1305
"RAJASTHAN","KAROLI",1471,2520,23,1,190,0,4205
"RAJASTHAN","KOTA",4208,5649,163,1,24,134,10179
"RAJASTHAN","NAGAUR",484,20,1,0,1,11,517
"RAJASTHAN","PALI",627,49,4,1,61,43,785
"RAJASTHAN","RAJSAMAND",70,0,0,0,0,0,70
"RAJASTHAN","SAWAI MADHOPUR",488,1137,0,0,0,2,1627
"RAJASTHAN","SIKAR",143,73,0,0,2,0,218
"RAJASTHAN","SIROHI",7,0,0,0,0,0,7
"RAJASTHAN","TONK",18,21,0,0,4,4,47
"RAJASTHAN","UDAIPUR",634,30,3,0,5,1,673
"TAMIL NADU","COIMBATORE",235,2,0,0,1,19,257
"TAMIL NADU","CUDDALORE",28388,2367,46,6,20,9,30836
"TAMIL NADU","DHARMAPURI",299,17,15,1,1,1,334
"TAMIL NADU","DINDIGUL",337,18,0,1,2,1,359
"TAMIL NADU","ERODE",750,183,2,5,13,85,1038
"TAMIL NADU","KANCHEEPURAM",4706,185,108,11,0,1,5011
"TAMIL NADU","KANYAKUMARI",224,113,1,1,0,0,339
"TAMIL NADU","KARUR",409,124,7,1,7,7,555
"TAMIL NADU","MADURAI",305,130,14,0,12,6,467
"TAMIL NADU","NAGAPATTINAM",15167,2094,1,0,0,0,17262
"TAMIL NADU","NAMAKKAL",799,14,31,0,2,0,846
"TAMIL NADU","NILGIRIS",3,0,0,0,0,0,3
"TAMIL NADU","PERAMBALUR",3537,1606,44,4,5,323,5519
"TAMIL NADU","PUDUKKOTTAI",981,210,5,1,8,39,1244
"TAMIL NADU","RAMANATHAPURAM",633,123,18,4,16,0,794
"TAMIL NADU","SALEM",96,6,2,0,0,0,104
"TAMIL NADU","SIVAGANGA",213,73,0,0,6,33,325
"TAMIL NADU","THANJAVUR",16553,10867,35,1,28,0,27484
"TAMIL NADU","THENI",657,12,13,0,0,0,682
"TAMIL NADU","THIRUVALLUR",13429,692,127,3,66,105,14422
"TAMIL NADU","THIRUVARUR",9872,5386,66,1,55,3,15383
"TAMIL NADU","TIRUCHIRAPPALLI",4974,1184,24,2,16,40,6240
"TAMIL NADU","TIRUNELVELI",336,109,3,0,13,11,472
"TAMIL NADU","TIRUVANNAMALAI",381,41,2,0,7,6,437
"TAMIL NADU","TUTICORIN DISTRICT",460,242,6,0,24,15,747
"TAMIL NADU","VELLORE",642,67,0,0,0,72,781
"TAMIL NADU","VILLUPPURAM",17355,1269,73,3,36,226,18962
"TAMIL NADU","VIRUDHUNAGAR",284,30,17,1,15,0,347
"TRIPURA","NORTH TRIPURA",4,0,0,0,1,10,15
"TRIPURA","SOUTH TRIPURA",73,28,1,0,6,401,509
"TRIPURA","WEST TRIPURA",546,93,0,0,7,8,654
"UTTAR PRADESH","AGRA",10859,54129,0,45,1445,0,66478
"UTTAR PRADESH","ALIGARH",17238,28924,60,3,14,47,46286
"UTTAR PRADESH","ALLAHABAD",8125,21357,186,19,20,9,29716
"UTTAR PRADESH","AMBEDAKAR NAGAR",5198,49949,855,22,26,391,56441
"UTTAR PRADESH","AURAIYA",0,32561,0,0,0,0,32561
"UTTAR PRADESH","AZAMGARH",17353,47002,969,86,45,59,65514
"UTTAR PRADESH","BAGHPAT",17720,5805,167,4,6,1188,24890
"UTTAR PRADESH","BAHARAICH",300,50804,51,1,1,0,51157
"UTTAR PRADESH","BALLIA",5563,27821,123,4,16,16,33543
"UTTAR PRADESH","BALRAMPUR",248,42559,63,35,34,2712,45651
"UTTAR PRADESH","BANDA",759,9464,73,0,4,7,10307
"UTTAR PRADESH","BARABANKI",2313,86067,1197,17,191,191,89976
"UTTAR PRADESH","BAREILLY",999,107826,213,12,64,388,109502
"UTTAR PRADESH","BASTI",128,67026,61,0,1,26,67242
"UTTAR PRADESH","BIJNOR",25539,58905,646,17,105,257,85469
"UTTAR PRADESH","BUDAUN",7079,84887,240,54,8,4240,96508
