-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to the farmers holding size . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.3.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.3.csv"
}
-----
State,District,Block,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
UTTAR PRADESH,BASTI,NATHNAGAR,1161,491,154,20,1826
UTTAR PRADESH,BASTI,PARASRAMPUR,1782,1188,515,38,3523
UTTAR PRADESH,BASTI,RAM NAGAR,402,198,30,10,640
UTTAR PRADESH,BASTI,RUDHOULI,2882,1145,201,18,4246
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,1674,664,260,51,2649
UTTAR PRADESH,BASTI,SAUGHAT,691,451,196,12,1350
UTTAR PRADESH,BASTI,SEMARIYAWAN,1016,542,336,16,1910
UTTAR PRADESH,BASTI,VIKRAM JOT,2407,1321,381,23,4132
UTTAR PRADESH,BIJNOR,AFJAL GAR,1199,1568,1844,195,4806
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,1050,1906,1346,8,4310
UTTAR PRADESH,BIJNOR,DHAMPUR,1996,2562,1625,13,6196
UTTAR PRADESH,BIJNOR,HALDOOR,687,2014,2765,96,5562
UTTAR PRADESH,BIJNOR,JALILPUR,2034,2982,3048,14,8078
UTTAR PRADESH,BIJNOR,KIRATPUR,662,1020,1569,51,3302
UTTAR PRADESH,BIJNOR,KOTWALI,1854,2375,1438,55,5722
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,1259,1608,2286,114,5267
UTTAR PRADESH,BIJNOR,NAJIVABAD,652,973,1808,100,3533
UTTAR PRADESH,BIJNOR,NOORPUR,1974,3187,2384,68,7613
UTTAR PRADESH,BIJNOR,SHIVHARA,1892,2642,1888,73,6495
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,811,1119,949,2,2881
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,450,675,891,15,2031
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,548,995,949,107,2599
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,735,974,962,115,2786
UTTAR PRADESH,BULANDSHAHR,DANKAOR,1095,1904,1431,24,4454
UTTAR PRADESH,BULANDSHAHR,DANPUR,758,986,628,20,2392
UTTAR PRADESH,BULANDSHAHR,DIBAI,596,1201,1499,67,3363
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,695,769,604,15,2083
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,350,560,603,42,1555
UTTAR PRADESH,BULANDSHAHR,JEWAR,893,1045,801,10,2749
UTTAR PRADESH,BULANDSHAHR,KHURJA,987,1079,1165,108,3339
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,611,990,1090,28,2719
UTTAR PRADESH,BULANDSHAHR,PAHASU,713,802,883,61,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,686,975,1124,68,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,540,827,420,102,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,688,923,885,9,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,757,761,857,3,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,188,77,38,0,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,2,4,6,3,15
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,5,9,116,4,134
UTTAR PRADESH,DEORIA,BAITALPUR,2332,440,100,0,2872
UTTAR PRADESH,DEORIA,BANKATA,1406,67,22,1,1496
UTTAR PRADESH,DEORIA,BARHAJ,1399,783,101,16,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,1199,645,248,34,2126
UTTAR PRADESH,DEORIA,BHALUWANI,2328,1089,450,8,3875
UTTAR PRADESH,DEORIA,BHATANI,985,221,20,0,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,601,267,70,6,944
UTTAR PRADESH,DEORIA,DEORIA SADAR,1270,931,171,40,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,1278,759,119,4,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,1788,1516,289,13,3606
UTTAR PRADESH,DEORIA,LAR,816,822,122,10,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,1853,793,153,41,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,1681,597,266,5,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,1808,721,411,1,2941
UTTAR PRADESH,DEORIA,SALEMPUR,1321,552,110,10,1993
UTTAR PRADESH,ETAH,ALIGANJ,1406,2129,1537,62,5134
UTTAR PRADESH,ETAH,AMANPUR,790,989,676,21,2476
UTTAR PRADESH,ETAH,AWAGARH,592,967,733,34,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,1507,1233,391,4,3135
UTTAR PRADESH,ETAH,JAITHRA,1463,1541,849,16,3869
UTTAR PRADESH,ETAH,JALESAR,798,1200,1229,97,3324
UTTAR PRADESH,ETAH,KASGANJ,960,907,428,11,2306
UTTAR PRADESH,ETAH,MARAHERA,532,924,555,22,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,672,882,433,29,2016
UTTAR PRADESH,ETAH,PATIYALI,927,869,301,20,2117
UTTAR PRADESH,ETAH,SAHAWAR,719,982,644,13,2358
UTTAR PRADESH,ETAH,SAKIT,791,1217,645,32,2685
UTTAR PRADESH,ETAH,SHEETALPUR,1606,1315,860,40,3821
UTTAR PRADESH,ETAH,SIDHPURA,659,704,646,20,2029
UTTAR PRADESH,ETAH,SORON,597,934,796,22,2349
UTTAR PRADESH,ETAWAH,ACHHALDA,1296,1123,659,19,3097
UTTAR PRADESH,ETAWAH,AIRWA KATRA,842,772,309,11,1934
UTTAR PRADESH,ETAWAH,AJEETMAL,991,654,353,22,2020
UTTAR PRADESH,ETAWAH,AURAIYA,384,431,340,24,1179
UTTAR PRADESH,ETAWAH,BADPURA,530,528,288,11,1357
UTTAR PRADESH,ETAWAH,BASREHAR,604,808,345,28,1785
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,1045,825,530,27,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,732,886,812,30,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,1277,1308,669,36,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,72,107,134,5,318
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,924,1341,993,83,3341
UTTAR PRADESH,ETAWAH,MAHEWA,1048,874,542,9,2473
UTTAR PRADESH,ETAWAH,SAHAR,1060,1078,624,32,2794
UTTAR PRADESH,ETAWAH,TAKHA,502,440,256,15,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,1851,660,241,54,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,1959,1298,394,18,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,2225,984,241,9,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,2600,598,233,45,3476
UTTAR PRADESH,FAIZABAD,MAYA,1827,1044,407,43,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,3151,783,54,59,4047
UTTAR PRADESH,FAIZABAD,PURA,1950,956,167,14,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,1437,725,306,19,2487
UTTAR PRADESH,FAIZABAD,TARUN,2542,1486,233,68,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,790,659,413,36,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,1800,1832,1021,46,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,947,628,321,17,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,988,1039,886,12,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,1840,1770,1200,115,4925
UTTAR PRADESH,FARUKHABAD,KANNAUJ,952,1015,703,325,2995
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,999,991,739,67,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,1129,1570,837,46,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,922,880,405,31,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,1038,904,485,40,2467
UTTAR PRADESH,FARUKHABAD,SAURIKH,1635,1200,562,38,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,1602,1970,1349,67,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,1913,2074,889,70,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,2769,2235,1075,58,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,804,794,561,83,2242
UTTAR PRADESH,FATEHPUR,AMAULI,246,549,734,18,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,240,224,140,11,615
UTTAR PRADESH,FATEHPUR,BAHUWA,377,598,624,22,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,500,805,672,37,2014
UTTAR PRADESH,FATEHPUR,DHATA,176,591,552,10,1329
UTTAR PRADESH,FATEHPUR,HASWA,241,339,255,8,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,58,123,104,14,299
UTTAR PRADESH,FATEHPUR,TELYANI,415,383,145,65,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,293,337,325,36,991
UTTAR PRADESH,FIROZABAD,ARANV,264,950,782,12,2008
UTTAR PRADESH,FIROZABAD,EKA,734,947,315,6,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,432,702,429,19,1582
UTTAR PRADESH,FIROZABAD,JASRANA,447,799,744,23,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,520,949,962,10,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,1069,1088,912,11,3080
UTTAR PRADESH,FIROZABAD,NARKHI,627,1048,1139,60,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,459,730,861,2,2052
UTTAR PRADESH,FIROZABAD,TUNDLA,509,739,1054,35,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,1162,1564,1085,15,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,391,443,299,14,1147
UTTAR PRADESH,GHAZIABAD,DADRI,1542,1555,801,28,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,2795,574,157,12,3538
UTTAR PRADESH,GHAZIABAD,GARH,1803,1479,842,50,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,939,1928,1375,26,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,668,807,753,10,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,909,1215,1217,97,3438
UTTAR PRADESH,GHAZIABAD,RAJAPUR,420,565,606,30,1621
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,1071,1130,603,203,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,575,478,216,52,1321
UTTAR PRADESH,GHAZIPUR,BHADORA,131,142,84,2,359
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,1144,1007,1297,20,3468
UTTAR PRADESH,GHAZIPUR,DEVKALI,386,433,122,5,946
UTTAR PRADESH,GHAZIPUR,JAMANIYA,461,251,164,13,889
UTTAR PRADESH,GHAZIPUR,KARNDA,383,379,175,7,944
UTTAR PRADESH,GHAZIPUR,KASIMABAD,589,468,154,5,1216
UTTAR PRADESH,GHAZIPUR,MANIHARI,744,588,278,9,1619
UTTAR PRADESH,GHAZIPUR,MARADAH,267,212,103,0,582
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,1080,316,118,27,1541
UTTAR PRADESH,GHAZIPUR,REVTIPUR,306,156,24,1,487
UTTAR PRADESH,GHAZIPUR,SADAR,372,335,139,9,855
UTTAR PRADESH,GHAZIPUR,SADAT,325,253,93,14,685
UTTAR PRADESH,GHAZIPUR,SAIDPUR,415,382,171,22,990
UTTAR PRADESH,GHAZIPUR,VIRNO,694,597,249,35,1575
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,1052,1082,404,42,2580
UTTAR PRADESH,GONDA,BELSAR,1077,773,503,8,2361
UTTAR PRADESH,GONDA,BHABHANJOT,3718,1074,331,29,5152
UTTAR PRADESH,GONDA,CHHAPIA,3965,1377,589,38,5969
UTTAR PRADESH,GONDA,COLONELGANJ,777,583,311,47,1718
UTTAR PRADESH,GONDA,HALDAR MAU,2010,763,334,12,3119
UTTAR PRADESH,GONDA,ITIYATHOK,46,24,6,0,76
UTTAR PRADESH,GONDA,JHANJHRI,1890,999,367,26,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,2356,345,192,5,2898
UTTAR PRADESH,GONDA,MANKAPUR,3727,1729,1026,69,6551
UTTAR PRADESH,GONDA,MUJEHNA,2301,1154,500,1,3956
UTTAR PRADESH,GONDA,NAWABGANJ,1578,772,330,9,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,1971,901,422,23,3317
UTTAR PRADESH,GONDA,PARASPUR,1246,1161,1086,20,3513
UTTAR PRADESH,GONDA,TARABGANJ,1239,783,478,12,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,2943,1036,371,27,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,1596,504,156,25,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,1386,334,118,183,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,1604,674,280,159,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,2161,252,106,18,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,1634,698,336,123,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,3394,270,130,31,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,1857,462,76,34,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,1947,438,146,272,2803
UTTAR PRADESH,GORAKHPUR,GOLA,1308,618,161,95,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,2207,807,144,216,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,1389,631,348,65,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,1725,151,9,52,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,1269,334,79,30,1712
UTTAR PRADESH,GORAKHPUR,PALI,1728,426,48,73,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,1566,184,35,11,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,1649,315,97,49,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,1790,317,131,58,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,1171,425,110,48,1754
UTTAR PRADESH,GORAKHPUR,URUWA,2285,574,84,68,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,30,173,761,67,1031
UTTAR PRADESH,HAMIRPUR,KURARA,25,49,163,27,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,273,428,518,153,1372
UTTAR PRADESH,HAMIRPUR,MUSKARA,70,262,488,127,947
UTTAR PRADESH,HAMIRPUR,RATH,138,301,460,55,954
UTTAR PRADESH,HAMIRPUR,SARILA,17,218,603,215,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,241,536,712,361,1850
UTTAR PRADESH,HARDOI,AHIROURI,915,1063,716,62,2756
UTTAR PRADESH,HARDOI,BAVAN,1023,536,651,20,2230
UTTAR PRADESH,HARDOI,BEHANDAR,779,345,96,10,1230
UTTAR PRADESH,HARDOI,BHARAWAN,759,365,259,19,1402
UTTAR PRADESH,HARDOI,BHARKHANI,2027,1937,1363,91,5418
UTTAR PRADESH,HARDOI,BILGRAM,1446,195,34,3,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,761,510,325,26,1622
UTTAR PRADESH,HARDOI,HARPALPUR,856,529,335,18,1738
UTTAR PRADESH,HARDOI,KACHOUNA,1361,548,316,3,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,942,712,572,74,2300
UTTAR PRADESH,HARDOI,MAHDHOGANJ,940,736,364,23,2063
UTTAR PRADESH,HARDOI,MALLAWAN,1313,625,225,30,2193
UTTAR PRADESH,HARDOI,PIHANI,1072,940,402,22,2436
UTTAR PRADESH,HARDOI,SANDI,1256,1093,585,25,2959
UTTAR PRADESH,HARDOI,SANDILA,753,457,67,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,1532,1333,781,26,3672
UTTAR PRADESH,HARDOI,SURSA,781,666,363,18,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,714,546,325,9,1594
UTTAR PRADESH,HARDOI,TODARPUR,1335,917,509,73,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,1418,987,830,57,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,1467,1412,1653,126,4658
UTTAR PRADESH,HARDWAR,KHANPUR,743,558,351,11,1663
UTTAR PRADESH,HARDWAR,LAKSAR,2959,1953,1922,53,6887
UTTAR PRADESH,HARDWAR,NARSAN,874,1009,872,26,2781
UTTAR PRADESH,HARDWAR,ROORKEE,1632,1476,931,8,4047
UTTAR PRADESH,JALAUN,DAKOR,58,127,129,25,339
UTTAR PRADESH,JALAUN,JALAUN,194,302,462,30,988
UTTAR PRADESH,JALAUN,KADAURA,77,63,62,7,209
UTTAR PRADESH,JALAUN,KONCH,178,197,242,2,619
UTTAR PRADESH,JALAUN,KUTHAUND,292,260,164,98,814
UTTAR PRADESH,JALAUN,MADHOGHARH,444,328,219,32,1023
UTTAR PRADESH,JALAUN,MAHEBA,28,108,58,4,198
UTTAR PRADESH,JALAUN,NADIGAON,50,76,69,18,213
UTTAR PRADESH,JALAUN,RAMPURA,224,418,209,28,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,2145,2015,207,3,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,1917,856,62,13,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,1715,300,99,8,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,1609,399,86,7,2101
UTTAR PRADESH,JAUNPUR,DOBHI,802,824,203,15,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,1141,437,259,27,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,3028,1009,342,20,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,1680,485,98,3,2266
UTTAR PRADESH,JAUNPUR,KHUTHAN,604,936,758,16,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,1437,1397,347,4,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,1208,1341,294,10,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,2578,953,90,4,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,1084,904,126,3,2117
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,869,814,252,67,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,1304,532,135,6,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,1169,622,226,4,2021
UTTAR PRADESH,JAUNPUR,SHAH GANJ,3061,413,76,4,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,1303,1109,147,20,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,1573,844,128,5,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,1492,834,232,9,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,1988,780,94,0,2862
UTTAR PRADESH,JHANSI,BADAGAON,79,28,7,1,115
UTTAR PRADESH,JHANSI,BANGRA,73,14,5,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,82,107,123,10,322
UTTAR PRADESH,JHANSI,GURSARAJ,31,64,117,25,237
UTTAR PRADESH,JHANSI,MAURANIPUR,56,27,17,0,100
UTTAR PRADESH,JHANSI,MOTH,52,120,52,2,226
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,341,135,2058,10,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,9,53,132,19,213
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,377,113,3551,15,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,450,362,548,1030,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,177,26,1967,0,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,244,68,1468,6,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,9,45,349,5,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,807,756,587,54,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,1667,682,95,62,2506
UTTAR PRADESH,KANPUR DEHAT,MAITHA,595,445,1858,7,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,52,28,818,1,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,128,59,1001,490,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,31,30,373,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,477,128,2375,2,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,327,145,825,4,1301
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,184,86,1105,3,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1640,1154,532,6,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,0,0,0,2071,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,3,0,0,2931,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,3,0,0,2766,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,1198,580,258,2,2038
UTTAR PRADESH,KHIRI,BEHJAM,1958,1273,569,34,3834
UTTAR PRADESH,KHIRI,BIJUA,531,627,577,34,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,451,368,276,42,1137
UTTAR PRADESH,KHIRI,ISANAGAR,1563,1110,708,83,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,3156,2151,1458,43,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,3317,2048,1136,23,6524
UTTAR PRADESH,KHIRI,MITAULI,2193,1902,1007,72,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,1569,1148,749,40,3506
UTTAR PRADESH,KHIRI,NAKAHA,2300,1520,700,9,4529
UTTAR PRADESH,KHIRI,NIGHASAN,1944,1639,1542,73,5198
UTTAR PRADESH,KHIRI,PALIA,1403,1255,1690,101,4449
UTTAR PRADESH,KHIRI,PASGAWAN,1789,421,217,29,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,2595,2209,1339,147,6290
UTTAR PRADESH,KHIRI,RAMIA BEHAR,586,556,401,90,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,1902,338,98,18,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,1155,444,145,3,1747
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,1595,328,64,1,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,1238,571,152,5,1966
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,2170,1134,448,64,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,939,233,45,7,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,1029,356,38,2,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,1468,744,186,3,2401
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,713,427,188,44,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,1378,1016,244,31,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,743,217,101,8,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,500,228,44,6,778
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,2474,747,215,22,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,1175,308,84,7,1574
UTTAR PRADESH,LALITPUR,BAR,15,105,104,36,260
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,2284,1283,334,75,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,844,450,195,33,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,3492,1921,575,120,6108
UTTAR PRADESH,LUCKNOW,KAKORI,622,517,358,18,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,686,529,263,48,1526
UTTAR PRADESH,LUCKNOW,MALL,1123,454,249,18,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,1276,1207,476,32,2991
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,1281,1198,437,30,2946
UTTAR PRADESH,MAHOBA,KABARAI,29,50,68,5,152
UTTAR PRADESH,MAHOBA,PANWADI,2,15,3,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,2448,785,209,16,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,700,195,21,1,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,1734,584,226,25,2569
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,2074,892,205,24,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,2018,684,224,11,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,1160,956,428,38,2582
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,986,682,227,11,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,1114,569,200,39,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,2084,864,220,19,3187
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,1883,520,140,47,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,1836,857,162,62,2917
UTTAR PRADESH,MAHRAJGANJ,SISWA,1418,549,258,15,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,321,674,590,4,1589
UTTAR PRADESH,MAINPURI,BEWAR,1650,1300,497,5,3452
UTTAR PRADESH,MAINPURI,GHIROR,394,809,684,15,1902
UTTAR PRADESH,MAINPURI,JAGIR,930,566,312,19,1827
UTTAR PRADESH,MAINPURI,KARHAL,579,794,535,20,1928
UTTAR PRADESH,MAINPURI,KISHANI,775,642,391,3,1811
UTTAR PRADESH,MAINPURI,KURAWALI,923,637,371,3,1934
UTTAR PRADESH,MAINPURI,MAINPURI,482,2249,335,18,3084
UTTAR PRADESH,MAINPURI,SULTANGANJ,639,724,1113,8,2484
UTTAR PRADESH,MATHURA,BALDEV,637,1294,1801,15,3747
UTTAR PRADESH,MATHURA,CHHATA,512,1094,2082,8,3696
UTTAR PRADESH,MATHURA,CHOMUHA,325,922,1996,6,3249
UTTAR PRADESH,MATHURA,FAREH,613,795,1051,3,2462
UTTAR PRADESH,MATHURA,GOVERDHAN,692,778,944,5,2419
UTTAR PRADESH,MATHURA,MAAT,351,485,935,1,1772
UTTAR PRADESH,MATHURA,MATHURA,1066,1481,523,16,3086
UTTAR PRADESH,MATHURA,NAND GAWON,357,666,1561,23,2607
UTTAR PRADESH,MATHURA,NOHJHIL,941,1864,2823,26,5654
UTTAR PRADESH,MATHURA,RAYA,789,1241,1557,25,3612
UTTAR PRADESH,MATHURA,SADABAB,621,988,1899,21,3529
UTTAR PRADESH,MATHURA,SAHPAU,682,861,1290,9,2842
UTTAR PRADESH,MAU,BADRAW,302,297,16,2,617
UTTAR PRADESH,MAU,DOHARIGHAT,68,44,2,1,115
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,790,661,189,28,1668
UTTAR PRADESH,MAU,GHOSI,204,180,17,0,401
UTTAR PRADESH,MAU,KOPAGANJ,413,602,300,4,1319
UTTAR PRADESH,MAU,MUHAMMDABAD,765,606,189,0,1560
UTTAR PRADESH,MAU,PARDHA,609,528,362,14,1513
UTTAR PRADESH,MAU,RANIPUR,1195,1264,414,24,2897
UTTAR PRADESH,MAU,RATANPURA,260,300,48,1,609
UTTAR PRADESH,MEERUT,BAGHPAT,651,1129,1311,69,3160
UTTAR PRADESH,MEERUT,BARAUT,838,1454,1208,43,3543
UTTAR PRADESH,MEERUT,BINAULI,617,1345,1016,26,3004
