-----
{
 "description": "The table refers to block wise culturable command area and potential created through surface flow scheme. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.11.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through Surface Flow Scheme for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.11.csv"
}
-----
State,District,Block,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
MADHYA PRADESH,BASTAR,BHOPALPATNAM,981,984,7,0,0,991
MADHYA PRADESH,BASTAR,BIJAPUR,424,393,278,0,0,671
MADHYA PRADESH,BASTAR,CHARAMA,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,CHHINDGARH,115,119,2,0,0,121
MADHYA PRADESH,BASTAR,DANTEWARA,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,DARBHA,162,100,62,0,0,162
MADHYA PRADESH,BASTAR,DURGKONDAL,8,8,8,0,0,16
MADHYA PRADESH,BASTAR,FARASGAON,32,60,42,0,0,102
MADHYA PRADESH,BASTAR,GEEDAM,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,HSOOR,418,418,0,0,0,418
MADHYA PRADESH,BASTAR,JAGDALPUR,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,KANKER,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,KATEKALYAN,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,KESHKAL,37,34,34,0,0,68
MADHYA PRADESH,BASTAR,KONDAGAON,700,695,465,0,0,1160
MADHYA PRADESH,BASTAR,KONTA,297,297,0,0,0,297
MADHYA PRADESH,BASTAR,KOYALIBEDA,802,802,196,0,0,998
MADHYA PRADESH,BASTAR,KUAKONDA,246,246,4,0,0,250
MADHYA PRADESH,BASTAR,LOHANDIGURA,1083,934,149,0,0,1083
MADHYA PRADESH,BASTAR,MAKADI,11,11,11,0,0,22
MADHYA PRADESH,BASTAR,NARAYANPUR,NA,0,0,0,0,0
MADHYA PRADESH,BASTAR,SARONA (NARHARPUR),65,7,58,0,0,65
MADHYA PRADESH,BASTAR,SUKUMA,1315,1285,500,0,0,1785
MADHYA PRADESH,BASTAR,TOKAPAL,284,284,58,0,0,342
MADHYA PRADESH,BETUL,AAMLA,665,32,641,0,0,673
MADHYA PRADESH,BETUL,AATHNER,324,0,326,0,0,326
MADHYA PRADESH,BETUL,BETUL,760,15,762,0,0,777
MADHYA PRADESH,BETUL,BHAINSDEHI,824,0,824,0,0,824
MADHYA PRADESH,BETUL,BHEEMPUR,507,207,507,0,0,714
MADHYA PRADESH,BETUL,CHICHOLI,261,1,260,0,0,261
MADHYA PRADESH,BETUL,GHODADONGRI,388,19,493,0,0,512
MADHYA PRADESH,BETUL,MULTAI,2956,301,2656,0,0,2957
MADHYA PRADESH,BETUL,PRABHATPATTANAM,1034,15,1019,0,0,1034
MADHYA PRADESH,BETUL,SHAHPUR,369,0,369,0,0,369
MADHYA PRADESH,BHIND,ATER,NA,0,0,0,0,0
MADHYA PRADESH,BHIND,BHIND,1,1,1,0,0,2
MADHYA PRADESH,BHIND,GOHAD,760,0,760,0,0,760
MADHYA PRADESH,BHIND,LAHAR,NA,0,0,0,0,0
MADHYA PRADESH,BHIND,MEHGAON,NA,0,0,0,0,0
MADHYA PRADESH,BHIND,MITONA (RAUN),20,0,20,0,0,20
MADHYA PRADESH,BHOPAL,BERASIYA,1016,566,565,0,0,1131
MADHYA PRADESH,BHOPAL,PHANDA,2629,1130,2633,0,0,3763
MADHYA PRADESH,BILASPUR,AKALTARA,1079,1056,47,0,0,1103
MADHYA PRADESH,BILASPUR,BALAUDA,5196,5205,204,0,0,5409
MADHYA PRADESH,BILASPUR,BILHA,5096,4943,212,0,0,5155
MADHYA PRADESH,BILASPUR,CHANPA,17,11,0,0,6,17
MADHYA PRADESH,BILASPUR,DABHARA,932,910,22,0,0,932
MADHYA PRADESH,BILASPUR,GORELLA-1,958,928,60,0,0,988
MADHYA PRADESH,BILASPUR,GORELLA-2,NA,0,0,0,0,0
MADHYA PRADESH,BILASPUR,JALJAIPUR,4376,4454,205,0,0,4659
MADHYA PRADESH,BILASPUR,KARTALA,671,450,360,2,1,813
MADHYA PRADESH,BILASPUR,KATHGHORA,1270,1166,601,0,14,1781
MADHYA PRADESH,BILASPUR,KORBA,321,158,231,0,0,389
MADHYA PRADESH,BILASPUR,KOTA,NA,0,0,0,0,0
MADHYA PRADESH,BILASPUR,LORMI,643,628,23,0,0,651
MADHYA PRADESH,BILASPUR,MALKHARAUDA,2577,2553,341,0,0,2894
MADHYA PRADESH,BILASPUR,MARWAHI,973,952,42,0,0,994
MADHYA PRADESH,BILASPUR,MASTURI,510,395,120,0,0,515
MADHYA PRADESH,BILASPUR,MUNGELI,309,303,56,0,0,359
MADHYA PRADESH,BILASPUR,NAWAGARH,994,672,399,6,0,1077
MADHYA PRADESH,BILASPUR,PALI,1285,1238,90,0,3,1331
MADHYA PRADESH,BILASPUR,PAMGARH,909,505,487,0,7,999
MADHYA PRADESH,BILASPUR,PANDARIYA,3249,3295,40,0,0,3335
MADHYA PRADESH,BILASPUR,PATHARIYA,21,13,85,0,0,98
MADHYA PRADESH,BILASPUR,PONDI-APRORA,NA,0,0,0,0,0
MADHYA PRADESH,BILASPUR,SAKTI,10556,19656,10275,2,0,29933
MADHYA PRADESH,BILASPUR,TAKHATPUR,3780,3740,40,0,0,3780
MADHYA PRADESH,CHHATARPUR,BADAMALHARA,3474,0,3475,0,0,3475
MADHYA PRADESH,CHHATARPUR,BAKSWAHA,72,0,69,0,3,72
MADHYA PRADESH,CHHATARPUR,BIJAWAR,166,0,166,3,0,169
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,1553,0,1555,0,0,1555
MADHYA PRADESH,CHHATARPUR,GAURIHAR,NA,0,0,0,0,0
MADHYA PRADESH,CHHATARPUR,LAUNDI,300,0,300,0,0,300
MADHYA PRADESH,CHHATARPUR,NAUGAON,350,22,328,0,0,350
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,21,0,24,0,0,24
MADHYA PRADESH,CHHINDWARA,AMARWADA,198,102,97,0,0,199
MADHYA PRADESH,CHHINDWARA,BICHHIYA,7,4,3,0,0,7
MADHYA PRADESH,CHHINDWARA,CHAURAI,212,49,171,0,1,221
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,66,1,72,10,0,83
MADHYA PRADESH,CHHINDWARA,HARRAI,31,7,33,0,0,40
MADHYA PRADESH,CHHINDWARA,JAMAIE,316,0,316,0,0,316
MADHYA PRADESH,CHHINDWARA,MOHKHED,23,10,20,0,0,30
MADHYA PRADESH,CHHINDWARA,PANDHURNA,NA,0,0,0,0,0
MADHYA PRADESH,CHHINDWARA,PARASIYA,69,9,61,0,0,70
MADHYA PRADESH,CHHINDWARA,SAUNSAR,173,155,20,0,0,175
MADHYA PRADESH,CHHINDWARA,TAMIYA,1427,1389,1427,0,0,2816
MADHYA PRADESH,DAMOH,DAMOH,2314,0,2331,0,0,2331
MADHYA PRADESH,DAMOH,HATA,NA,0,0,0,0,0
MADHYA PRADESH,DAMOH,JABERA,2610,720,1994,0,0,2714
MADHYA PRADESH,DAMOH,PATERA,627,0,1147,0,0,1147
MADHYA PRADESH,DAMOH,PATHARIYA,1610,1425,1731,0,0,3156
MADHYA PRADESH,DAMOH,PATIYAGARH,18,0,18,0,0,18
MADHYA PRADESH,DAMOH,TENDUKHEDA,824,0,824,0,0,824
MADHYA PRADESH,DATIA,DATIA,31,0,31,0,0,31
MADHYA PRADESH,DATIA,SEONDHA,NA,0,0,0,0,0
MADHYA PRADESH,DEWAS,BAGALI,40,21,508,6,0,535
MADHYA PRADESH,DEWAS,DEWAS,258,1,258,0,0,259
MADHYA PRADESH,DEWAS,KANNAUD,445,325,120,0,0,445
MADHYA PRADESH,DEWAS,KHATEGAON,853,42,814,0,0,856
MADHYA PRADESH,DEWAS,SONKACHH,139,0,140,0,0,140
MADHYA PRADESH,DEWAS,TONK KHURD,167,9,158,0,0,167
MADHYA PRADESH,DHAR,BADNAWAR,269,53,216,0,0,269
MADHYA PRADESH,DHAR,BAKANER,NA,0,0,0,0,0
MADHYA PRADESH,DHAR,BANDH,693,17,678,0,0,695
MADHYA PRADESH,DHAR,DAHEE,286,80,317,0,0,397
MADHYA PRADESH,DHAR,DHAR,15,13,1,1,0,15
MADHYA PRADESH,DHAR,DHARAMPURI,18,8,12,0,0,20
MADHYA PRADESH,DHAR,GANDHWANI,1218,598,649,0,0,1247
MADHYA PRADESH,DHAR,KUKSHI,15,11,15,0,0,26
MADHYA PRADESH,DHAR,MANAWAR,672,274,448,0,0,722
MADHYA PRADESH,DHAR,NALCHHA,864,229,741,0,0,970
MADHYA PRADESH,DHAR,NISARPUR,257,195,85,1,0,281
MADHYA PRADESH,DHAR,SARDARPUR,1493,217,1277,0,0,1494
MADHYA PRADESH,DHAR,TIRLA,NA,0,0,0,0,0
MADHYA PRADESH,DURG,BALOD,2863,2863,0,0,0,2863
MADHYA PRADESH,DURG,BEMETARA,5149,5148,54,0,1,5203
MADHYA PRADESH,DURG,BERLA,5404,5404,17,0,0,5421
MADHYA PRADESH,DURG,DHAMDA,4403,4407,3,0,0,4410
MADHYA PRADESH,DURG,DONDI,2729,2855,5,0,0,2860
MADHYA PRADESH,DURG,DONDILOHARA,1757,1757,0,0,0,1757
MADHYA PRADESH,DURG,DURG,3904,3958,202,0,4,4164
MADHYA PRADESH,DURG,GUNDARDEHI,1917,1918,117,0,0,2035
MADHYA PRADESH,DURG,GURUR,896,896,0,0,0,896
MADHYA PRADESH,DURG,NAWAGARH,1980,1960,57,0,0,2017
MADHYA PRADESH,DURG,PATAN,1418,1588,216,0,0,1804
MADHYA PRADESH,DURG,SAJA,5875,5895,87,0,0,5982
MADHYA PRADESH,GUNA,ARON,1308,85,1314,0,0,1399
MADHYA PRADESH,GUNA,ASHOKNAGAR,1356,82,1361,0,0,1443
MADHYA PRADESH,GUNA,BAGHOGARH,NA,0,0,0,0,0
MADHYA PRADESH,GUNA,BAMORI,214,0,214,0,0,214
MADHYA PRADESH,GUNA,CHACHAUDA,168,1,189,0,0,190
MADHYA PRADESH,GUNA,CHANDERI,717,0,725,0,0,725
MADHYA PRADESH,GUNA,GUNA,90,0,90,0,0,90
MADHYA PRADESH,GUNA,ISAGARH,399,0,581,0,0,581
MADHYA PRADESH,GUNA,MUNGAOLI,NA,0,0,0,0,0
MADHYA PRADESH,GWALIOR,BHANDER,58,0,58,0,0,58
MADHYA PRADESH,GWALIOR,BHITARWAR,NA,0,0,0,0,0
MADHYA PRADESH,GWALIOR,DABRA,11,0,13,0,0,13
MADHYA PRADESH,GWALIOR,GHATI GAON,1458,480,1625,0,0,2105
MADHYA PRADESH,GWALIOR,MORAR,550,0,578,0,0,578
MADHYA PRADESH,HOSHANGABAD,BABAI,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,HARDA,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,KESALI,118,0,118,0,0,118
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,PIPARIA,99,0,99,0,0,99
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,NA,0,0,0,0,0
MADHYA PRADESH,HOSHANGABAD,TIMARNI,NA,0,0,0,0,0
MADHYA PRADESH,INDORE,DEPALPUR,349,0,349,0,0,349
MADHYA PRADESH,INDORE,INDORE,776,0,786,0,0,786
MADHYA PRADESH,INDORE,MHOW,61,0,61,0,0,61
MADHYA PRADESH,INDORE,SANWER,3064,2278,786,0,0,3064
MADHYA PRADESH,JABALPUR,BADWARA,341,991,341,0,0,1332
MADHYA PRADESH,JABALPUR,BAMHORIBAND,51,22,38,0,0,60
MADHYA PRADESH,JABALPUR,BARGI,57,0,57,0,0,57
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,18,0,18,0,0,18
MADHYA PRADESH,JABALPUR,KATNI,NA,0,0,0,0,0
MADHYA PRADESH,JABALPUR,KUNDAM,62,6,68,0,0,74
MADHYA PRADESH,JABALPUR,MAJHAULI,NA,0,0,0,0,0
MADHYA PRADESH,JABALPUR,PANAGARH,3816,474,3566,0,0,4040
MADHYA PRADESH,JABALPUR,PATAN,104,0,104,0,0,104
MADHYA PRADESH,JABALPUR,RITHI,311,220,311,0,0,531
MADHYA PRADESH,JABALPUR,SHAHPURA,6,32,13,8,0,53
MADHYA PRADESH,JABALPUR,SIHORA,1,0,1,0,0,1
MADHYA PRADESH,JABALPUR,VIJAYRAGHOGARH,NA,0,0,0,0,0
MADHYA PRADESH,JHABUA,ALIRAJPUR,1420,101,971,84,558,1714
MADHYA PRADESH,JHABUA,BHAWRA,249,3,246,0,0,249
MADHYA PRADESH,JHABUA,JHABUA,465,0,465,0,0,465
MADHYA PRADESH,JHABUA,JOBAT,1111,31,1080,0,0,1111
MADHYA PRADESH,JHABUA,KANTHIWADA,701,17,670,326,27,1040
MADHYA PRADESH,JHABUA,MEGHNAGAR,1048,18,1063,16,0,1097
MADHYA PRADESH,JHABUA,PETALAWAD,1159,750,857,235,25,1867
MADHYA PRADESH,JHABUA,RAMA,3477,180,3335,0,0,3515
MADHYA PRADESH,JHABUA,RANAPUR,1208,23,1182,1094,23,2322
MADHYA PRADESH,JHABUA,SONDWA,1567,10,979,126,669,1784
MADHYA PRADESH,JHABUA,THANDLA,1321,75,1269,722,49,2115
MADHYA PRADESH,JHABUA,UDAIGARH,470,109,361,0,0,470
MADHYA PRADESH,KHANDWA,BALDEE,14,7,7,0,0,14
MADHYA PRADESH,KHANDWA,BURHANPUR,78,47,33,3,0,83
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,NA,0,0,0,0,0
MADHYA PRADESH,KHANDWA,HARSUD,47,0,68,0,0,68
MADHYA PRADESH,KHANDWA,KHAKNER,66,64,66,0,0,130
MADHYA PRADESH,KHANDWA,KHALWA,1086,249,837,0,104,1190
MADHYA PRADESH,KHANDWA,KHANDWA,NA,0,0,0,0,0
MADHYA PRADESH,KHANDWA,PANDHANA,103,12,114,6,0,132
MADHYA PRADESH,KHANDWA,PUNASA,74,40,43,0,0,83
MADHYA PRADESH,KHARGONE,BADWAH,1044,707,391,0,0,1098
MADHYA PRADESH,KHARGONE,BADWANI,435,143,324,0,0,467
MADHYA PRADESH,KHARGONE,BHAGWANPURA,506,304,400,1,0,705
MADHYA PRADESH,KHARGONE,BHEEKANGAON,1015,598,425,0,0,1023
MADHYA PRADESH,KHARGONE,GOGAWAN,132,42,96,0,0,138
MADHYA PRADESH,KHARGONE,JHIRANYA,81,27,56,0,0,83
MADHYA PRADESH,KHARGONE,KASRAWAD,616,372,348,0,0,720
MADHYA PRADESH,KHARGONE,KHARGONE,252,90,222,0,0,312
MADHYA PRADESH,KHARGONE,MAHESHWAR,2587,2004,649,3,1,2657
MADHYA PRADESH,KHARGONE,NIWALI,144,114,31,0,0,145
MADHYA PRADESH,KHARGONE,PANSEMAL,838,526,600,5,0,1131
MADHYA PRADESH,KHARGONE,PATEE,360,37,326,2,0,365
MADHYA PRADESH,KHARGONE,RAJPUR,2058,1152,1393,3,0,2548
MADHYA PRADESH,KHARGONE,SEGAON,702,611,123,0,0,734
MADHYA PRADESH,KHARGONE,SENDHWA,777,288,649,0,0,937
MADHYA PRADESH,KHARGONE,THIKARI,302,167,142,44,0,353
MADHYA PRADESH,MANDLA,AMARPUR,65,0,65,0,0,65
MADHYA PRADESH,MANDLA,BAJANG,5386,5061,333,0,0,5394
MADHYA PRADESH,MANDLA,BEEJADANDI,5,5,0,0,0,5
MADHYA PRADESH,MANDLA,BICHHIYA,7,0,7,0,0,7
MADHYA PRADESH,MANDLA,DINDORI,994,308,686,0,0,994
MADHYA PRADESH,MANDLA,GHUGHARI,251,96,166,0,0,262
MADHYA PRADESH,MANDLA,KARANJIYA,4,4,0,0,0,4
MADHYA PRADESH,MANDLA,MANDLA,689,470,468,16,0,954
MADHYA PRADESH,MANDLA,MAWAI,1,0,1,0,0,1
MADHYA PRADESH,MANDLA,MEHADWANI,2,0,2,0,0,2
MADHYA PRADESH,MANDLA,MOHGAON,26,0,26,0,0,26
MADHYA PRADESH,MANDLA,MOWAS,146,90,56,0,0,146
MADHYA PRADESH,MANDLA,NAINPUR,NA,0,0,0,0,0
MADHYA PRADESH,MANDLA,NARAYANGANJ,212,0,212,0,0,212
MADHYA PRADESH,MANDLA,SAMNAPUR,582,362,220,0,0,582
MADHYA PRADESH,MANDLA,SHAHPURA,496,0,495,1,0,496
MADHYA PRADESH,MANDSAUR,BHANPURA,19,0,19,0,0,19
MADHYA PRADESH,MANDSAUR,GAROTH,264,154,156,3,0,313
MADHYA PRADESH,MANDSAUR,JAWAD,165,27,161,12,0,200
MADHYA PRADESH,MANDSAUR,MALHARGARH,48,0,78,0,0,78
MADHYA PRADESH,MANDSAUR,MANASA,524,12,517,0,0,529
MADHYA PRADESH,MANDSAUR,MANDSAUR,145,7,138,0,0,145
MADHYA PRADESH,MANDSAUR,NEEMACH,123,14,110,0,0,124
MADHYA PRADESH,MANDSAUR,SITAMAU,67,6,67,0,0,73
MADHYA PRADESH,MORENA,AMBAH,NA,0,0,0,0,0
MADHYA PRADESH,MORENA,JAURA,NA,0,0,0,0,0
MADHYA PRADESH,MORENA,KAILARAS,NA,0,0,0,0,0
MADHYA PRADESH,MORENA,KARAHAL,227,1,227,0,0,228
MADHYA PRADESH,MORENA,MORENA,NA,0,0,0,0,0
MADHYA PRADESH,MORENA,PAHARGARH,10,2,10,0,0,12
MADHYA PRADESH,MORENA,PAROSA,NA,0,0,0,0,0
MADHYA PRADESH,MORENA,SABALGARH,334,60,277,0,0,337
MADHYA PRADESH,MORENA,SHEOPUR KALAN,937,1,937,0,0,938
MADHYA PRADESH,MORENA,VIJAIPUR,1316,1,1316,0,0,1317
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,1,0,1,0,0,1
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,165,1,165,0,0,166
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,490,91,510,0,0,601
MADHYA PRADESH,NARSIMHAPUR,KARELI,150,3,147,0,0,150
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,340,0,1840,0,0,1840
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,272,10,262,0,0,272
MADHYA PRADESH,PANNA,AJAIGARH,257,31,226,0,0,257
MADHYA PRADESH,PANNA,GUNNAUR,127,0,127,0,0,127
MADHYA PRADESH,PANNA,PANNA,5988,1143,7187,0,0,8330
MADHYA PRADESH,PANNA,PAWAI,1293,108,1185,0,0,1293
MADHYA PRADESH,PANNA,SHAHNAGAR,778,0,778,0,0,778
MADHYA PRADESH,RAIGARH,BAGEECHA,NA,0,0,0,0,0
MADHYA PRADESH,RAIGARH,CHARGHODA,1902,813,800,915,0,2528
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,2094,1863,407,18,0,2288
MADHYA PRADESH,RAIGARH,DULDHLA,NA,0,0,0,0,0
MADHYA PRADESH,RAIGARH,JASHPURNAGAR,48062,42336,6040,0,0,48376
MADHYA PRADESH,RAIGARH,KANSABEL,94,85,15,0,0,100
MADHYA PRADESH,RAIGARH,KHARASIYA,670,466,319,0,0,785
MADHYA PRADESH,RAIGARH,KUNKURI,58,60,0,0,0,60
MADHYA PRADESH,RAIGARH,LALLUNGA,46,4,44,0,0,48
MADHYA PRADESH,RAIGARH,NANORA,NA,0,0,0,0,0
MADHYA PRADESH,RAIGARH,PATTHALGAON,NA,0,0,0,0,0
MADHYA PRADESH,RAIGARH,PUSAUR,1636,1016,730,0,0,1746
MADHYA PRADESH,RAIGARH,RAIGARH,1581,523,1042,106,3,1674
MADHYA PRADESH,RAIGARH,SARANGARH,4120,3387,1677,0,0,5064
MADHYA PRADESH,RAIGARH,SARIYALENDHA,2676,3229,131,0,0,3360
MADHYA PRADESH,RAIGARH,TAMNAR,581,394,443,0,0,837
MADHYA PRADESH,RAIGARH,TAPKARA,59,59,5,0,0,64
MADHYA PRADESH,RAIPUR,ABHANPUR,4208,3629,816,0,0,4445
MADHYA PRADESH,RAIPUR,BAGBAHRA,6557,6455,408,0,56,6919
MADHYA PRADESH,RAIPUR,BASNA,5035,4511,1848,0,0,6359
MADHYA PRADESH,RAIPUR,BHATAPARA,811,786,177,0,0,963
MADHYA PRADESH,RAIPUR,BILAIGARH,3917,3910,864,10,1,4785
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),6,6,1,0,0,7
MADHYA PRADESH,RAIPUR,CHHURA,NA,0,0,0,0,0
MADHYA PRADESH,RAIPUR,DEOBHOG,59,59,8,0,0,67
MADHYA PRADESH,RAIPUR,DHAMTARI,211,57,153,2,0,212
MADHYA PRADESH,RAIPUR,GARIYABAND,NA,0,0,0,0,0
MADHYA PRADESH,RAIPUR,KASDOL,2221,2093,326,0,0,2419
MADHYA PRADESH,RAIPUR,KURUD,NA,0,0,0,0,0
MADHYA PRADESH,RAIPUR,MAGARLOD,165,94,71,0,0,165
MADHYA PRADESH,RAIPUR,MAHASAMUND,1151,1150,2,0,0,1152
MADHYA PRADESH,RAIPUR,MAINPUR,NA,0,0,0,0,0
MADHYA PRADESH,RAIPUR,PALARI,56,42,42,0,0,84
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),222,195,31,0,0,226
MADHYA PRADESH,RAIPUR,PITHORA,7676,7578,579,0,0,8157
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),4258,5276,37,0,0,5313
MADHYA PRADESH,RAIPUR,RAJIM,2414,2394,223,1,0,2618
MADHYA PRADESH,RAIPUR,SARAIPALI,6010,5606,1416,0,0,7022
MADHYA PRADESH,RAIPUR,SIHAWA,594,583,14,0,0,597
MADHYA PRADESH,RAIPUR,SIMGA,4435,4496,21,0,0,4517
MADHYA PRADESH,RAIPUR,TILDA,6889,6970,127,0,0,7097
MADHYA PRADESH,RAISEN,BARELI,NA,0,0,0,0,0
MADHYA PRADESH,RAISEN,BEGAMGANJ,NA,0,0,0,0,0
MADHYA PRADESH,RAISEN,GAIRATGANJ,NA,0,0,0,0,0
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,395,0,401,0,0,401
MADHYA PRADESH,RAISEN,SANCHI,3036,0,3036,0,0,3036
MADHYA PRADESH,RAISEN,SILWANI,NA,0,0,0,0,0
MADHYA PRADESH,RAISEN,UDAIPURA,98,0,98,0,0,98
MADHYA PRADESH,RAJGARH,BIAORA,1138,0,1138,0,0,1138
MADHYA PRADESH,RAJGARH,JEERAPUR,41,0,41,0,0,41
MADHYA PRADESH,RAJGARH,KHILCHIPUR,22,0,22,0,0,22
MADHYA PRADESH,RAJGARH,NARASINGHGARH,1037,25,1034,0,0,1059
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),176,0,176,0,0,176
MADHYA PRADESH,RAJGARH,RAJGARH,751,32,720,0,0,752
MADHYA PRADESH,RAJNANDGAON,BODLA,1692,1692,2,0,0,1694
MADHYA PRADESH,RAJNANDGAON,CHAUKI,NA,0,0,0,0,0
MADHYA PRADESH,RAJNANDGAON,CHHUIKHANDAN,4028,8068,142,0,0,8210
MADHYA PRADESH,RAJNANDGAON,CHHURIA,NA,0,0,0,0,0
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,435,435,38,0,0,473
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,1545,1445,326,0,0,1771
MADHYA PRADESH,RAJNANDGAON,KAWARDHA,NA,0,0,0,0,0
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,7170,8718,132,0,0,8850
MADHYA PRADESH,RAJNANDGAON,MANPUR,NA,0,0,0,0,0
MADHYA PRADESH,RAJNANDGAON,MOHLA,NA,0,0,0,0,0
MADHYA PRADESH,RAJNANDGAON,RAJNANDGAON,4525,5141,1618,54,0,6813
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,NA,0,0,0,0,0
MADHYA PRADESH,RATLAM,ALOT,138,27,116,0,0,143
MADHYA PRADESH,RATLAM,BAJNA,465,64,402,0,20,486
MADHYA PRADESH,RATLAM,JAWRA,432,17,424,0,0,441
MADHYA PRADESH,RATLAM,PIPLODA,391,19,379,0,0,398
MADHYA PRADESH,RATLAM,RATLAM,550,97,486,2,0,585
MADHYA PRADESH,RATLAM,SAILANA,815,171,657,0,0,828
MADHYA PRADESH,REWA,GANGEO,19,4,15,0,0,19
MADHYA PRADESH,REWA,HANUMANA,1698,1194,525,0,0,1719
MADHYA PRADESH,REWA,JAWA,NA,0,0,0,0,0
MADHYA PRADESH,REWA,MAUGANJ,12765,12304,12304,0,0,24608
MADHYA PRADESH,REWA,NAIGARHI,66,67,67,0,0,134
MADHYA PRADESH,REWA,RAIPUR,282,188,281,0,0,469
MADHYA PRADESH,REWA,REWA,NA,0,0,0,0,0
MADHYA PRADESH,REWA,SIRMAUR,324,24,859,0,5,888
MADHYA PRADESH,REWA,TYONTHAR,829,214,779,0,0,993
MADHYA PRADESH,SAGAR,BANDA,352,1,352,0,0,353
MADHYA PRADESH,SAGAR,BEENA,NA,0,0,0,0,0
MADHYA PRADESH,SAGAR,DEORI,1787,0,1787,0,0,1787
MADHYA PRADESH,SAGAR,JAISINAGAR,241,1,241,0,0,242
MADHYA PRADESH,SAGAR,KESALI,188,0,188,0,0,188
MADHYA PRADESH,SAGAR,KHURAI,103,0,103,0,0,103
MADHYA PRADESH,SAGAR,MALTHON,70,1,166,0,0,167
MADHYA PRADESH,SAGAR,RAHATGARH,151,0,151,0,0,151
MADHYA PRADESH,SAGAR,REHALI,202,1,202,0,0,203
MADHYA PRADESH,SAGAR,SAGAR,1032,5,1032,0,0,1037
MADHYA PRADESH,SAGAR,SHAHGARH,170,0,207,0,0,207
MADHYA PRADESH,SATNA,AMARPATAN,841,788,516,0,0,1304
MADHYA PRADESH,SATNA,CHITRAKOOT,1894,1279,1771,0,0,3050
MADHYA PRADESH,SATNA,MAIHAR,672,148,571,0,0,719
MADHYA PRADESH,SATNA,NAGOD,1504,1107,1177,0,0,2284
MADHYA PRADESH,SATNA,RAMNAGAR,761,734,765,0,0,1499
MADHYA PRADESH,SATNA,RAMPUR,238,199,188,149,0,536
MADHYA PRADESH,SATNA,SATNA,NA,0,0,0,0,0
MADHYA PRADESH,SATNA,UNCHEHARA,452,126,394,46,0,566
MADHYA PRADESH,SEHORE,AASHTA,1452,2,1451,0,0,1453
MADHYA PRADESH,SEHORE,BUDANI,1502,0,1578,0,0,1578
MADHYA PRADESH,SEHORE,ICHHAWER,2530,1088,2530,0,0,3618
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,NA,0,0,0,0,0
MADHYA PRADESH,SEHORE,SIHORE,2554,1345,3084,0,0,4429
MADHYA PRADESH,SEONI,BARGHAT,1573,1562,64,0,0,1626
MADHYA PRADESH,SEONI,CHHAPARA,70,72,16,6,0,94
MADHYA PRADESH,SEONI,DHANORA,315,209,115,0,0,324
MADHYA PRADESH,SEONI,KAHANAPUS,437,182,255,0,0,437
MADHYA PRADESH,SEONI,KEOLARI,769,703,96,2,18,819
MADHYA PRADESH,SEONI,KURAI,1041,939,208,0,0,1147
MADHYA PRADESH,SEONI,LAKHNADAUN,1133,71,1062,0,0,1133
