-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.10.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.10.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
ASSAM,DIBRUGARH,TENGAKHAT,1,0,6,659,0,0,2,668
ASSAM,DIBRUGARH,TINGKHONG,0,0,0,760,0,0,0,760
ASSAM,GOALPARA,BALIJAN,0,0,0,224,0,0,1,225
ASSAM,GOALPARA,DUDHNAI,20,4,0,22,0,0,0,46
ASSAM,GOALPARA,JALESWAR,8,0,7,491,0,0,0,506
ASSAM,GOALPARA,KHARMUJA,24,0,0,952,0,0,0,976
ASSAM,GOALPARA,KRISHNAI,0,0,0,136,0,0,0,136
ASSAM,GOALPARA,KUSHDHAWA,4,0,0,105,0,0,0,109
ASSAM,GOALPARA,LAKHIPUR,6,0,0,558,0,0,0,564
ASSAM,GOALPARA,MATIA,0,2,1,337,2,0,0,342
ASSAM,GOLAGHAT,GAMARIGURI,17,1,2,814,0,0,0,834
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,220,0,0,0,220
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,1,0,229,0,0,0,230
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,0,0,268,0,0,1,269
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,0,0,568,1,0,0,569
ASSAM,GOLAGHAT,GOLAGHAT WEST,0,0,0,658,0,0,1,659
ASSAM,GOLAGHAT,KAKODONGA,0,0,0,230,0,0,0,230
ASSAM,GOLAGHAT,MORONGI,0,0,0,212,0,0,0,212
ASSAM,HAILAKANDI,ALGAPUR,1,0,0,1,0,0,0,2
ASSAM,JORHAT,JORHAT CENTRAL,9,0,0,66,0,0,0,75
ASSAM,JORHAT,JORHAT EAST,0,0,0,38,0,0,0,38
ASSAM,JORHAT,JORHAT NORTH WEST,3,0,0,416,0,0,3,422
ASSAM,JORHAT,KALIAPANI,5,0,0,394,0,0,0,399
ASSAM,JORHAT,MAJULI,5,1,1,650,0,0,0,657
ASSAM,JORHAT,TITABAR,0,0,0,46,0,0,1,47
ASSAM,JORHAT,UJANI MAJULI,9,0,0,300,0,0,1,310
ASSAM,KAMRUP,BEZERA,0,0,3,277,0,0,1,281
ASSAM,KAMRUP,BIHDIA -JAJIKENA,57,1,0,295,0,0,1,354
ASSAM,KAMRUP,BOKO BONGAON,0,0,10,95,0,0,1,106
ASSAM,KAMRUP,BONGAON,0,0,0,178,0,0,1,179
ASSAM,KAMRUP,CHAMARIA,0,1,0,1172,1,0,4,1178
ASSAM,KAMRUP,CHANDRAPUR,0,0,0,81,0,0,0,81
ASSAM,KAMRUP,CHAYANI BARDUAR,1,0,0,125,0,3,1,130
ASSAM,KAMRUP,CHHAYGAON,1,1,0,332,0,0,0,334
ASSAM,KAMRUP,DIMORIA,4,0,0,187,1,0,0,192
ASSAM,KAMRUP,GAROI MARI,0,0,0,434,0,0,0,434
ASSAM,KAMRUP,GORESWAR,0,0,0,283,0,0,0,283
ASSAM,KAMRUP,HAJO,0,0,0,1646,0,0,15,1661
ASSAM,KAMRUP,KAMALPUR,0,0,0,406,0,0,0,406
ASSAM,KAMRUP,RAMPUR (PALAS BARI),0,0,1,433,0,0,2,436
ASSAM,KAMRUP,RANGIA,0,0,0,378,0,0,0,378
ASSAM,KAMRUP,RANI,0,0,0,37,0,0,0,37
ASSAM,KAMRUP,SUALKUCHI,3,0,0,496,0,0,3,502
ASSAM,KARBIANGLONG,RONGKHAG,0,0,0,65,0,0,0,65
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,4,0,0,0,4
ASSAM,KOKRAJHAR,DOTOMA,25,0,0,666,0,2,7,700
ASSAM,KOKRAJHAR,GOSSAIGAON,0,0,0,401,0,0,0,401
ASSAM,KOKRAJHAR,HATIDHURA,0,0,0,137,0,0,1,138
ASSAM,KOKRAJHAR,KACHUGAON,5,0,0,109,1,0,1,116
ASSAM,KOKRAJHAR,KOKRAJHAR,0,0,0,1026,0,0,0,1026
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,0,0,0,99,0,0,0,99
ASSAM,LAKHIMPUR,BIHPURIA,3,0,2,160,0,0,0,165
ASSAM,LAKHIMPUR,BOGINODI,2,0,0,145,0,0,0,147
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,0,0,156,0,0,0,156
ASSAM,LAKHIMPUR,GHILAMARI,0,0,0,63,0,0,0,63
ASSAM,LAKHIMPUR,KARUNABARI,0,0,0,111,0,0,0,111
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,0,97,0,0,0,97
ASSAM,LAKHIMPUR,NARAYANPUR,1,0,0,402,0,0,0,403
ASSAM,LAKHIMPUR,NOWBOICHA,0,0,0,140,0,0,0,140
ASSAM,LAKHIMPUR,TELAHI,0,0,0,53,0,0,1,54
ASSAM,MORIGAON,BHUR- BANDHA,0,0,0,476,0,0,6,482
ASSAM,MORIGAON,DULONGGHAT,0,0,0,251,0,0,0,251
ASSAM,MORIGAON,KAPILI,1,0,0,0,0,0,0,1
ASSAM,MORIGAON,LAHORIGHAT,6,1,7,2406,29,8,12,2469
ASSAM,MORIGAON,MAIRABARI,0,0,0,580,0,0,2,582
ASSAM,MORIGAON,MAYONG,15,1,13,1647,4,1,11,1692
ASSAM,NAGOAN,BAJIAGAON,2,2,2,902,0,0,2,910
ASSAM,NAGOAN,BARHAMPUR,0,2,0,53,0,0,0,55
ASSAM,NAGOAN,BATADRAWA,0,0,0,879,0,0,2,881
ASSAM,NAGOAN,BINNAKANDI,0,0,0,98,0,0,15,113
ASSAM,NAGOAN,DALONG GHAT,0,0,12,148,0,0,0,160
ASSAM,NAGOAN,DHALPUKHURI,2,0,3,740,0,1,0,746
ASSAM,NAGOAN,JOGIJAN,0,1,1,431,0,0,0,433
ASSAM,NAGOAN,JURIA,0,0,0,1276,0,1,0,1277
ASSAM,NAGOAN,KALIABOR,0,0,0,192,0,0,0,192
ASSAM,NAGOAN,KATHITOLI,23,0,1,569,0,0,4,597
ASSAM,NAGOAN,KHAGARIJAN,0,0,0,240,0,0,0,240
ASSAM,NAGOAN,LAO-KHOWA,1,0,0,423,1,0,0,425
ASSAM,NAGOAN,LIMDING DEV,0,0,0,1,0,0,0,1
ASSAM,NAGOAN,PACHIM KALIABOR,0,0,0,25,0,0,0,25
ASSAM,NAGOAN,PAKHIMORIA,0,0,0,76,1,0,1,78
ASSAM,NAGOAN,RAHA,3,0,0,123,0,0,2,128
ASSAM,NAGOAN,RUPAHI,0,0,0,387,0,0,0,387
ASSAM,NAGOAN,UDALI,0,0,1,16,0,0,1,18
ASSAM,NALBARI,BARBHAG,1,0,0,157,0,0,1,159
ASSAM,NALBARI,BARIGOG-BANBHAG,0,0,0,151,0,0,0,151
ASSAM,NALBARI,BARKHETRI,6,0,66,1562,0,0,9,1643
ASSAM,NALBARI,BASKA,0,0,0,103,0,0,0,103
ASSAM,NALBARI,DHAMDHAMA,0,0,0,32,0,0,0,32
ASSAM,NALBARI,MADHUPUR,1,0,0,73,0,0,0,74
ASSAM,NALBARI,NAGRIJULI,0,0,0,365,0,0,0,365
ASSAM,NALBARI,PACHIM NALBARI,0,0,0,344,0,0,1,345
ASSAM,NALBARI,PUB-NALBARI,0,0,0,180,0,0,0,180
ASSAM,NALBARI,TAMULPUR,5,0,0,78,0,0,0,83
ASSAM,NALBARI,TIHU,0,0,0,138,0,0,0,138
ASSAM,NALBARI,TIHU BARAMA,0,0,0,163,0,0,0,163
ASSAM,SIBSAGAR,DEMOW,0,0,3,614,1,0,1,619
ASSAM,SIBSAGAR,GOURISAGAR,6,0,5,344,0,0,3,358
ASSAM,SIBSAGAR,LAKWA,0,0,0,102,0,0,0,102
ASSAM,SIBSAGAR,NAZIRA,6,0,0,47,0,0,0,53
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,0,1,68,0,0,0,69
ASSAM,SIBSAGAR,SEPEKHATI,5,0,0,228,0,0,0,233
ASSAM,SIBSAGAR,SIBSAGAR,9,0,0,452,0,0,0,461
ASSAM,SIBSAGAR,SONARI,0,0,0,190,0,0,1,191
ASSAM,SONITPUR,BAGHMARA,6,0,0,135,0,0,0,141
ASSAM,SONITPUR,BALIPARA,1,0,0,493,0,0,0,494
ASSAM,SONITPUR,BEHELI,1,0,1,56,0,0,0,58
ASSAM,SONITPUR,BIHAGURI,10,1,0,163,0,0,3,177
ASSAM,SONITPUR,BISHWANATH,0,0,0,35,0,0,0,35
ASSAM,SONITPUR,BORCHALA,0,1,0,636,0,0,0,637
ASSAM,SONITPUR,CHAIDUAR,0,0,1,14,0,0,0,15
ASSAM,SONITPUR,CHATIA,4,0,0,62,0,0,1,67
ASSAM,SONITPUR,DHEKIAJULI,3,0,0,265,0,0,0,268
ASSAM,SONITPUR,GABHARU,14,8,0,456,0,0,1,479
ASSAM,SONITPUR,NADUAR,5,0,1,235,0,0,0,241
ASSAM,SONITPUR,PUB-CHAIDUAR,1,0,0,57,0,0,0,58
ASSAM,SONITPUR,RANGAPARA,1,0,0,23,0,0,0,24
ASSAM,SONITPUR,SOKAMATHA,0,0,0,21,0,5,0,26
ASSAM,TINSUKIA,GUIJAN,6,0,1,216,0,0,0,223
ASSAM,TINSUKIA,HAPJAN,0,1,1,419,0,0,0,421
ASSAM,TINSUKIA,ITAKHULI,1,3,6,224,0,1,0,235
ASSAM,TINSUKIA,KAKAPATHAR,0,0,10,683,5,8,0,706
ASSAM,TINSUKIA,MARGHERITA,0,0,0,287,5,0,0,292
ASSAM,TINSUKIA,SADIYA,0,0,0,93,0,0,0,93
ASSAM,TINSUKIA,SAIKHOWA,0,1,2,301,6,0,1,311
BIHAR,ARARIA,ARARIA,0,0,0,985,20,0,0,1005
BIHAR,ARARIA,BHARGAMA,0,0,0,3262,0,0,0,3262
BIHAR,ARARIA,FORBESGANJ,0,0,0,1548,110,0,0,1658
BIHAR,ARARIA,JOKIHAT,0,0,0,1789,9,0,0,1798
BIHAR,ARARIA,KURSAKANTA,0,0,0,1026,89,0,0,1115
BIHAR,ARARIA,NARPATGANJ,0,0,1,1418,51,0,0,1470
BIHAR,ARARIA,PALASI,36,0,0,1452,5,0,0,1493
BIHAR,ARARIA,RANIGANJ,0,0,0,1285,0,0,0,1285
BIHAR,ARARIA,SIKTI,0,0,0,548,18,0,0,566
BIHAR,AURANGABAD,AURANGABAD,13,2,70,285,10,0,2,382
BIHAR,AURANGABAD,BARUN,8,3,425,415,75,3,0,929
BIHAR,AURANGABAD,DAUDNAGAR,12,0,0,492,35,0,4,543
BIHAR,AURANGABAD,DEO,7,0,25,37,5,1,0,75
BIHAR,AURANGABAD,GOH,1,0,1,1712,162,72,4,1952
BIHAR,AURANGABAD,HASPURA,54,3,1,1196,109,6,11,1380
BIHAR,AURANGABAD,KUTUMBA,166,0,6,336,17,0,0,525
BIHAR,AURANGABAD,MADANPUR,26,1,56,411,34,0,0,528
BIHAR,AURANGABAD,NABINAGAR,5,0,128,29,2,0,1,165
BIHAR,AURANGABAD,OBRA,5,0,19,698,16,0,1,739
BIHAR,AURANGABAD,RAFIGANAJ,52,0,129,1185,2,1,2,1371
BIHAR,BANKA,AMARPUR,2,22,143,935,0,0,0,1102
BIHAR,BANKA,BANKA,1,3,45,283,0,0,0,332
BIHAR,BANKA,BARAHAT,1,0,9,330,0,0,0,340
BIHAR,BANKA,BELHAR,0,0,0,501,0,0,0,501
BIHAR,BANKA,BOUNSI,0,0,0,91,0,0,0,91
BIHAR,BANKA,DHORAIYA,10,1,25,1025,61,6,0,1128
BIHAR,BANKA,PHULLIDUMER,0,0,19,82,0,0,0,101
BIHAR,BANKA,RAJOUN,1,0,0,907,4,0,0,912
BIHAR,BANKA,SAMBHUGANJ,17,0,3,987,2,0,0,1009
BIHAR,BEGUSARAI,BACHHAWARA,5,5,1,1905,120,0,1,2037
BIHAR,BEGUSARAI,BAKHRI,5,2,0,177,574,1,1,760
BIHAR,BEGUSARAI,BALLIA,2,0,0,159,928,0,0,1089
BIHAR,BEGUSARAI,BARAUNI,4,0,0,341,1071,3,1,1420
BIHAR,BEGUSARAI,BEGUSARAI,9,1,2,874,1657,3,0,2546
BIHAR,BEGUSARAI,BHAGWANPUR,4,0,1,738,443,24,2,1212
BIHAR,BEGUSARAI,BIRPUR,2,21,2,905,36,0,0,966
BIHAR,BEGUSARAI,CH.BARIYARPUR,0,2,0,1321,176,0,6,1505
BIHAR,BEGUSARAI,CHHAURAHI,4,13,0,882,385,3,0,1287
BIHAR,BEGUSARAI,DANDARI,2,0,0,114,653,0,0,769
BIHAR,BEGUSARAI,GADHPURA,4,0,0,394,459,0,1,858
BIHAR,BEGUSARAI,KHODAWANDPUR,2,0,0,812,35,0,1,850
BIHAR,BEGUSARAI,MANSOORCHAK,1,4,1,468,11,0,1,486
BIHAR,BEGUSARAI,MATIHANI,4,0,0,284,1192,5,0,1485
BIHAR,BEGUSARAI,NAWAKOTHI,1,0,0,473,646,1,1,1122
BIHAR,BEGUSARAI,S.KAMAL,7,0,0,496,1224,3,0,1730
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,2,0,0,118,133,0,0,253
BIHAR,BEGUSARAI,TEGHRA,2,0,0,706,91,6,0,805
BIHAR,BHAGALPUR,BIHPUR,0,0,0,312,978,2,2,1294
BIHAR,BHAGALPUR,GOPALPUR,2,0,0,76,650,0,0,728
BIHAR,BHAGALPUR,GOURADIH,23,1,14,338,1,0,1,378
BIHAR,BHAGALPUR,ISMAILPUR,0,0,0,83,106,0,0,189
BIHAR,BHAGALPUR,JAGDISHPUR,8,0,12,44,0,0,0,64
BIHAR,BHAGALPUR,KAHALGAON,0,0,0,459,1,0,1,461
BIHAR,BHAGALPUR,KHARIK,0,0,0,34,816,47,4,901
BIHAR,BHAGALPUR,NARAYANPUR,0,3,0,233,137,45,0,418
BIHAR,BHAGALPUR,NATHNAGAR,0,0,17,770,47,0,1,835
BIHAR,BHAGALPUR,NAVGACHHIA,1,0,0,824,274,0,4,1103
BIHAR,BHAGALPUR,PIRPAINTY,0,0,0,334,620,59,0,1013
BIHAR,BHAGALPUR,RANGRA CHOWK,0,0,0,87,325,0,0,412
BIHAR,BHAGALPUR,SABOUR,22,1,84,301,3,30,0,441
BIHAR,BHAGALPUR,SANHAULA,0,19,14,1044,6,0,7,1090
BIHAR,BHAGALPUR,SHAHKUND,139,14,23,1548,1,0,3,1728
BIHAR,BHAGALPUR,SULTANGANJ,0,11,1,827,9,0,2,850
BIHAR,BHOJPUR,AGIAON,3,1,0,797,131,1,1,934
BIHAR,BHOJPUR,ARA,13,6,1,1038,545,10,1,1614
BIHAR,BHOJPUR,BARHARA,59,1,0,97,433,91,1,682
BIHAR,BHOJPUR,BEHEA,3,0,0,1148,370,50,0,1571
BIHAR,BHOJPUR,CHARPOKHARI,22,95,0,615,37,1,0,770
BIHAR,BHOJPUR,GARHANI,0,2,0,404,262,8,0,676
BIHAR,BHOJPUR,JAGDISHPUR,21,0,0,783,2289,105,2,3200
BIHAR,BHOJPUR,KOILWAR,1,0,0,927,418,23,2,1371
BIHAR,BHOJPUR,PIRO,36,4,0,870,1350,34,3,2297
BIHAR,BHOJPUR,SAHAR,4,2,0,161,200,0,0,367
BIHAR,BHOJPUR,SANDESH,90,0,0,640,221,36,1,988
BIHAR,BHOJPUR,SHAHPUR,6,34,1,524,493,183,2,1243
BIHAR,BHOJPUR,TARARI,3,146,0,671,551,11,1,1383
BIHAR,BHOJPUR,UDWANTNAGAR,4,100,1,845,237,23,0,1210
BIHAR,BUXAR,BRAHMPUR,0,0,1,493,940,242,0,1676
BIHAR,BUXAR,BUXAR,11,0,0,633,607,233,0,1484
BIHAR,BUXAR,CHAKKI,0,0,0,47,3,145,0,195
BIHAR,BUXAR,CHOUGAI,0,0,0,573,132,4,0,709
BIHAR,BUXAR,CHOUSA,59,0,0,134,243,565,0,1001
BIHAR,BUXAR,DUMRAON,7,0,26,739,360,49,0,1181
BIHAR,BUXAR,ITARHI,35,3,3,948,1017,144,0,2150
BIHAR,BUXAR,KESATH,1,0,1,347,15,0,0,364
BIHAR,BUXAR,NAWANAGAR,115,1,0,544,429,85,0,1174
BIHAR,BUXAR,RAJPUR,3,2,3,407,1761,283,5,2464
BIHAR,BUXAR,SIMRI,32,1,0,36,324,1025,1,1419
BIHAR,DARBHANGA,ALINAGAR,1,0,0,352,0,0,0,353
BIHAR,DARBHANGA,BAHADURPUR,5,4,0,804,0,0,0,813
BIHAR,DARBHANGA,BAHERI,1,4,1,1745,0,0,1,1752
BIHAR,DARBHANGA,BENIPUR,5,0,0,766,1,0,1,773
BIHAR,DARBHANGA,BIRAUL,4,0,0,1263,0,1,1,1269
BIHAR,DARBHANGA,DARBHANGA,0,0,0,817,0,0,0,817
BIHAR,DARBHANGA,GAURA BAURAM,0,0,0,775,0,0,0,775
BIHAR,DARBHANGA,GHANSHYAMPUR,0,0,0,564,0,0,0,564
BIHAR,DARBHANGA,HANUMAN NAGAR,2,0,0,750,0,0,0,752
BIHAR,DARBHANGA,HAYAGHAT,1,0,0,477,0,0,0,478
BIHAR,DARBHANGA,JALE,0,0,0,723,11,0,1,735
BIHAR,DARBHANGA,KEOTI RUNWAY,24,0,0,841,0,0,0,865
BIHAR,DARBHANGA,KIRATPUR,1,0,0,221,0,0,0,222
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,1,0,0,350,1,0,0,352
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),1,1,0,296,0,0,0,298
BIHAR,DARBHANGA,MANIGACHHI,76,0,0,444,0,0,0,520
BIHAR,DARBHANGA,SINGHWARA,4,12,0,870,0,0,0,886
BIHAR,DARBHANGA,TARDIH,0,0,0,345,0,0,0,345
BIHAR,EAST CHAMPARAN,ADAPUR,121,0,1,1225,81,0,0,1428
BIHAR,EAST CHAMPARAN,AREARAJ,3,0,0,923,12,1,0,939
BIHAR,EAST CHAMPARAN,BANJARIYA,29,0,0,970,0,0,0,999
BIHAR,EAST CHAMPARAN,BANKATWA,0,2,0,662,1,0,0,665
BIHAR,EAST CHAMPARAN,CHAKIYA,11,0,0,1884,0,0,0,1895
BIHAR,EAST CHAMPARAN,CHAURADANO,1,0,0,1310,5,0,1,1317
BIHAR,EAST CHAMPARAN,CHIRIYA,5,0,0,968,3,0,0,976
BIHAR,EAST CHAMPARAN,DHAKA,3,0,0,1248,0,0,1,1252
BIHAR,EAST CHAMPARAN,GHORASAHAN,4,1,5,981,0,0,0,991
BIHAR,EAST CHAMPARAN,HARSIDHI,10,0,1,2228,0,0,0,2239
BIHAR,EAST CHAMPARAN,KALYANPUR,113,0,0,2157,0,0,1,2271
BIHAR,EAST CHAMPARAN,KESARIA,27,5,0,966,0,0,0,998
BIHAR,EAST CHAMPARAN,KOTWA,4,0,0,628,10,0,0,642
BIHAR,EAST CHAMPARAN,MADHUBAN,12,9,0,1945,0,0,1,1967
BIHAR,EAST CHAMPARAN,MEHSI,12,1,0,2032,0,0,3,2048
BIHAR,EAST CHAMPARAN,MOTIHARI,3,0,1,1823,3,0,0,1830
BIHAR,EAST CHAMPARAN,PAHARPUR,20,0,0,1612,1,0,1,1634
BIHAR,EAST CHAMPARAN,PAKRIDYAL,1,0,0,1503,0,0,1,1505
BIHAR,EAST CHAMPARAN,PATAHI,4,0,0,1342,0,0,1,1347
BIHAR,EAST CHAMPARAN,PHENHARA,3,0,0,912,0,0,0,915
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,0,79,1,697,0,0,0,777
BIHAR,EAST CHAMPARAN,RAMGARHWA,2,2,1,739,0,0,0,744
BIHAR,EAST CHAMPARAN,RAXAUL,11,14,0,681,3,0,1,710
BIHAR,EAST CHAMPARAN,SANGRAMPUR,3,0,1,813,1,0,0,818
BIHAR,EAST CHAMPARAN,SUGAULI,9,0,0,1325,0,0,0,1334
BIHAR,EAST CHAMPARAN,TETARIA,3,0,0,1123,1,0,0,1127
BIHAR,EAST CHAMPARAN,TURKAULIA,5,3,0,1490,37,0,1,1536
BIHAR,GAYA,AMAS,2,0,10,172,0,0,0,184
BIHAR,GAYA,ATRI,7,0,0,638,0,1,0,646
BIHAR,GAYA,BANKE BAZAR,75,0,23,725,0,0,0,823
BIHAR,GAYA,BARACHATTY,3,0,0,451,0,0,0,454
BIHAR,GAYA,BATHANI,4,0,24,728,1,6,0,763
BIHAR,GAYA,BELAGANJ,5,6,0,2406,1,0,4,2422
BIHAR,GAYA,BODHGAYA,4,53,534,198,0,0,0,789
BIHAR,GAYA,DOBHI,5,0,11,343,0,0,1,360
BIHAR,GAYA,DUMARIYA,7,0,0,395,0,0,0,402
BIHAR,GAYA,FATEHPUR,9,0,0,678,14,2,2,705
BIHAR,GAYA,GAYA NAGAR,5,0,793,690,3,24,1,1516
BIHAR,GAYA,GURARU,62,0,0,1018,0,40,0,1120
BIHAR,GAYA,GURUA,18,3,4,1196,0,5,0,1226
BIHAR,GAYA,IMAMGANJ,19,0,13,937,0,0,1,970
BIHAR,GAYA,KHIZARSARAI,40,0,0,2186,3,12,0,2241
BIHAR,GAYA,KONCH,18,0,0,2007,26,12,0,2063
BIHAR,GAYA,MANPUR,3,1,314,610,3,35,2,968
BIHAR,GAYA,MOHANPUR,16,0,0,313,0,0,0,329
BIHAR,GAYA,PARAIYA,5,1,290,1050,10,2,0,1358
BIHAR,GAYA,SHERGHATTY,0,7,60,475,3,0,0,545
BIHAR,GAYA,TANKUPPA,3,0,0,873,76,0,1,953
BIHAR,GAYA,TEKARI,12,0,15,2396,26,15,5,2469
BIHAR,GAYA,WAZIRGANJ,9,3,3,1475,9,0,5,1504
BIHAR,GOPAALGANJ,BAIKUNTHPUR,14,6,3,1682,203,2,2,1912
BIHAR,GOPAALGANJ,BARAULI,40,129,0,1212,144,0,2,1527
BIHAR,GOPAALGANJ,BHOREY,17,0,1,1930,423,1,0,2372
BIHAR,GOPAALGANJ,BIJAIPUR,0,0,1,1867,295,1,0,2164
BIHAR,GOPAALGANJ,GOPALGANJ,54,1,3,776,85,0,0,919
BIHAR,GOPAALGANJ,HATHUA,12,0,0,2004,25,0,0,2041
BIHAR,GOPAALGANJ,KATEYA,17,1,7,874,332,0,0,1231
BIHAR,GOPAALGANJ,KUCHAIKOTE,57,0,2,2517,37,1,3,2617
BIHAR,GOPAALGANJ,MANJHA,3,0,0,1396,100,0,0,1499
BIHAR,GOPAALGANJ,PANCHDEWRI,8,5,3,903,58,0,2,979
BIHAR,GOPAALGANJ,PHULWARIYA,4,11,0,1044,50,0,0,1109
BIHAR,GOPAALGANJ,SIDHWALIYA,0,326,22,187,0,0,0,535
BIHAR,GOPAALGANJ,THAWE,0,0,0,610,0,0,0,610
BIHAR,GOPAALGANJ,UCHKAGAON,0,20,1,1510,196,1,0,1728
BIHAR,JAMUI,ALIGANJ,6,0,21,167,0,0,0,194
BIHAR,JAMUI,BARHAT,0,0,0,20,0,0,0,20
BIHAR,JAMUI,CHAKAI,0,0,0,5,0,0,0,5
BIHAR,JAMUI,GHIDHOR,0,6,39,400,2,0,0,447
BIHAR,JAMUI,JAMUI,1,7,263,1043,0,0,1,1315
BIHAR,JAMUI,JHAJHA,0,0,57,164,0,0,0,221
BIHAR,JAMUI,KHAIRA,21,0,531,445,1,0,0,998
BIHAR,JAMUI,LAXMIPUR,0,0,0,27,0,0,0,27
BIHAR,JAMUI,SIKANDARA,55,0,3,466,0,0,1,525
BIHAR,JAMUI,SONO,0,0,133,84,0,1,0,218
BIHAR,JEHANABAD,ARWAL,2,0,0,859,122,3,0,986
BIHAR,JEHANABAD,GHOSHI,4,0,0,1598,0,0,1,1603
BIHAR,JEHANABAD,HULASGANJ,0,2,25,1037,0,0,1,1065
BIHAR,JEHANABAD,JEHANABAD,3,1,190,1915,5,0,1,2115
BIHAR,JEHANABAD,KAKO,15,2,279,2361,17,0,0,2674
BIHAR,JEHANABAD,KALER,3,0,3,614,4,0,1,625
BIHAR,JEHANABAD,KARPI,8,1,0,2493,10,0,0,2512
BIHAR,JEHANABAD,KURTHA,2,0,0,1699,5,0,0,1706
BIHAR,JEHANABAD,MAKHDUMPUR,65,3,361,1978,12,1,1,2421
BIHAR,JEHANABAD,MODANGANJ,1,0,0,1116,0,0,1,1118
BIHAR,JEHANABAD,RATNI,4,0,0,1930,1,0,0,1935
BIHAR,JEHANABAD,VANSHI,3,0,0,1039,0,0,0,1042
BIHAR,KAIMUR (BHABUA),BHABUA,7,0,345,809,498,41,4,1704
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,91,0,33,24,123,19,0,290
BIHAR,KAIMUR (BHABUA),CHAINPUR,5,0,30,130,422,7,0,594
BIHAR,KAIMUR (BHABUA),CHAND,3,0,95,148,252,4,3,505
BIHAR,KAIMUR (BHABUA),DURGAWATI,6,1,1111,213,136,48,2,1517
BIHAR,KAIMUR (BHABUA),KUDRA,0,0,327,1312,1187,113,6,2945
BIHAR,KAIMUR (BHABUA),MOHANIA,30,2,511,707,686,8,0,1944
BIHAR,KAIMUR (BHABUA),NUAON,2,0,74,655,345,342,0,1418
BIHAR,KAIMUR (BHABUA),RAMGARH,7,18,904,181,31,11,2,1154
BIHAR,KAIMUR (BHABUA),RAMPUR,11,0,101,306,176,2,3,599
BIHAR,KATIHAR,AMDABAD,0,0,0,1004,68,0,0,1072
BIHAR,KATIHAR,AZAMNAGAR,0,0,0,5426,76,0,0,5502
BIHAR,KATIHAR,BALRAMPUR,4,0,0,2550,2,2,0,2558
BIHAR,KATIHAR,BARARI,0,0,1,2854,122,0,0,2977
BIHAR,KATIHAR,BARSOI,0,0,0,3270,54,0,0,3324
BIHAR,KATIHAR,DANDKHORA,0,19,0,1245,0,0,0,1264
BIHAR,KATIHAR,FALKA,34,1,0,473,857,60,0,1425
BIHAR,KATIHAR,HASANGANJ,0,1,0,783,104,1,0,889
BIHAR,KATIHAR,KADWA,28,0,0,4650,16,1,0,4695
BIHAR,KATIHAR,KATIHAR,0,0,0,830,35,0,0,865
BIHAR,KATIHAR,KORHA,0,0,0,2798,5,0,0,2803
BIHAR,KATIHAR,KURSELA,0,0,0,513,1,0,0,514
BIHAR,KATIHAR,MANIHARI,0,0,0,1655,40,0,0,1695
BIHAR,KATIHAR,MANSAHI,0,0,0,833,0,0,0,833
BIHAR,KATIHAR,PRANPUR,0,0,0,2240,0,0,0,2240
BIHAR,KATIHAR,SAMELI,1,0,0,15,1480,0,0,1496
BIHAR,KHAGARIA,ALAULI,6,0,0,1774,201,0,2,1983
BIHAR,KHAGARIA,BELDAUR,1,0,0,46,2153,0,0,2200
BIHAR,KHAGARIA,CHAUTHAM,8,0,1,284,1405,4,0,1702
BIHAR,KHAGARIA,GOGRI,1,0,1,282,1660,1,2,1947
BIHAR,KHAGARIA,KHAGARIA,6,0,0,199,2488,0,0,2693
BIHAR,KHAGARIA,MANSI,0,0,0,0,700,0,0,700
BIHAR,KHAGARIA,PARBATTA,4,0,0,122,2594,134,2,2856
BIHAR,KISHANGANJ,BAHADURGANJ,0,0,0,1552,0,0,0,1552
BIHAR,KISHANGANJ,DIGHAL BANK,0,0,0,1454,0,0,0,1454
BIHAR,KISHANGANJ,KISHANGANJ,16,0,0,992,0,0,0,1008
BIHAR,KISHANGANJ,KOCHADHAMAN,0,0,0,2710,6,2,0,2718
