-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Deep Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.11.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Deep Tubewells", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.11.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total
GOA,SOUTH GOA,SANGUEM,6,0,0,6,0,6
GUJARAT,AHMEDABAD,BARWALA,14398,14507,5961,0,0,20467
GUJARAT,AHMEDABAD,BAVLA,5673,1799,2836,680,426,5740
GUJARAT,AHMEDABAD,DASKROI,27802,16313,8019,27,3505,27864
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,9905,3167,4513,1588,1239,10507
GUJARAT,AHMEDABAD,DHANDHUKA,354,343,126,0,0,469
GUJARAT,AHMEDABAD,DHOLKA,20662,7335,10515,3246,139,21234
GUJARAT,AHMEDABAD,MANDAL,7218,218,3204,653,3230,7305
GUJARAT,AHMEDABAD,RANPUR,1688,1657,705,33,0,2395
GUJARAT,AHMEDABAD,SANAND,14360,14360,7059,2331,457,24207
GUJARAT,AHMEDABAD,VIRAMGAM,9821,8693,4213,2301,347,15554
GUJARAT,AMRELI,AMRELI,1171,1171,0,0,0,1171
GUJARAT,AMRELI,BABRA,2097,2097,0,0,0,2097
GUJARAT,AMRELI,BAGASARA,226,226,0,0,0,226
GUJARAT,AMRELI,DHARI,2165,2165,0,0,0,2165
GUJARAT,AMRELI,JAFRABAD,1,1,0,0,0,1
GUJARAT,AMRELI,KUNKAVAV VADIA,774,774,0,0,0,774
GUJARAT,AMRELI,LATHI,2274,2274,0,0,0,2274
GUJARAT,AMRELI,LILIA,45,45,0,0,0,45
GUJARAT,AMRELI,RAJULA,278,278,0,0,0,278
GUJARAT,AMRELI,SAVARKUNDLA,116,116,0,0,0,116
GUJARAT,ANAND,ANAND,7055,2241,5527,0,3376,11144
GUJARAT,ANAND,ANKLAV,7429,2666,6598,184,4025,13473
GUJARAT,ANAND,BORSAD,17123,6294,15981,221,9000,31496
GUJARAT,ANAND,KHAMBHAT,15859,4800,10138,1,5088,20027
GUJARAT,ANAND,PETLAD,3343,755,2119,0,1309,4183
GUJARAT,ANAND,SOJITRA,309,69,177,0,108,354
GUJARAT,ANAND,TARAPUR,558,135,389,2,250,776
GUJARAT,ANAND,UMRETH,1868,456,1174,0,730,2360
GUJARAT,BANASKANTHA,BHABHAR,16984,4745,11610,1774,775,18904
GUJARAT,BANASKANTHA,DANTA,22,22,19,0,12,53
GUJARAT,BANASKANTHA,DANTIWADA,1587,1132,1211,156,842,3341
GUJARAT,BANASKANTHA,DEESA,22289,12068,16286,1296,102,29752
GUJARAT,BANASKANTHA,DEODAR,25521,17450,16573,964,522,35508
GUJARAT,BANASKANTHA,DHANERA,3111,1099,1636,672,30,3438
GUJARAT,BANASKANTHA,KANKAREJ,37849,7125,27836,2574,6118,43652
GUJARAT,BANASKANTHA,PALANPUR,12715,5621,6740,1403,514,14279
GUJARAT,BANASKANTHA,THARAD,13688,7980,9075,1315,972,19342
GUJARAT,BANASKANTHA,VADAGAM,8437,5378,4320,794,1269,11761
GUJARAT,BANASKANTHA,WAV,7488,3150,4367,538,534,8589
GUJARAT,BHARUCH,AMOD,2662,2044,1320,791,0,4155
GUJARAT,BHARUCH,ANKLESVAR,6,2,6,0,0,8
GUJARAT,BHARUCH,BHARUCH,355,75,153,128,0,356
GUJARAT,BHARUCH,JAMBUSAR,112,29,52,32,0,113
GUJARAT,BHARUCH,JHAGADIA,3488,645,1487,1319,62,3513
GUJARAT,BHARUCH,VALIA,53,25,53,0,23,101
GUJARAT,BHAVNAGAR,BOTAD,80,16,40,0,24,80
GUJARAT,BHAVNAGAR,GARIADHAR,40,8,20,0,12,40
GUJARAT,BHAVNAGAR,TALAJA,40,8,20,0,12,40
GUJARAT,DANG,DANG,40,10,20,10,0,40
GUJARAT,GANDHINAGAR,DEHGAM,35230,21045,14192,4,0,35241
GUJARAT,GANDHINAGAR,GANDHINAGAR,38399,17361,17353,4607,1578,40898
GUJARAT,GANDHINAGAR,KALOL,27416,2628,14796,8991,1017,27432
GUJARAT,GANDHINAGAR,MANSA,24709,3695,12983,7908,144,24730
GUJARAT,JUNAGADH,BHESANA,1294,1275,297,1,0,1573
GUJARAT,JUNAGADH,JUNAGADH,1557,1557,777,57,189,2580
GUJARAT,JUNAGADH,KESHOD,2022,2059,1090,3075,0,6223
GUJARAT,JUNAGADH,KODINAR,73,191,178,1,0,370
GUJARAT,JUNAGADH,MALIA,656,655,233,0,0,889
GUJARAT,JUNAGADH,MANAVADAR,1361,1361,711,0,89,2161
GUJARAT,JUNAGADH,MENDARDA,1852,1855,1061,363,6,3285
GUJARAT,JUNAGADH,VATHALI,1443,1443,779,12,62,2296
GUJARAT,JUNAGADH,VISAVADAR,6223,6191,20,0,12,6223
GUJARAT,KACHCHH,ANJAR,808,360,331,0,180,871
GUJARAT,KACHCHH,BHACHAU,1774,179,360,1021,217,1777
GUJARAT,KACHCHH,BHUJ,3221,2069,1441,250,873,4633
GUJARAT,KACHCHH,GANDHIDHAM,102,22,58,0,24,104
GUJARAT,KACHCHH,LAKHPAT,2,2,0,0,0,2
GUJARAT,KACHCHH,MANDVI,146,113,21,0,35,169
GUJARAT,KACHCHH,MUNDRA,484,187,213,0,130,530
GUJARAT,KACHCHH,NAKHATRANA,1820,1021,626,86,447,2180
GUJARAT,KACHCHH,RAPAR,199,182,151,0,0,333
GUJARAT,KHEDA,KAPADVANJ,409,368,29,0,12,409
GUJARAT,KHEDA,KATHLAL,2579,2568,12,0,4,2584
GUJARAT,KHEDA,KHEDA,6895,6895,6320,0,0,13215
GUJARAT,KHEDA,MAHUDHA,1052,207,532,12,301,1052
GUJARAT,KHEDA,MATAR,278,112,175,0,61,348
GUJARAT,KHEDA,MEHMEDABAD,2154,425,1096,0,633,2154
GUJARAT,KHEDA,NADIAD,948,190,478,0,280,948
GUJARAT,KHEDA,THASRA,2579,2568,12,0,4,2584
GUJARAT,MEHSANA,BECHARAJI,18351,4330,9445,1192,3399,18366
GUJARAT,MEHSANA,KADI,23086,9162,18692,3127,5479,36461
GUJARAT,MEHSANA,KHERALU,4154,3770,7424,1960,3174,16327
GUJARAT,MEHSANA,MEHSANA,44905,9287,23065,5872,7058,45282
GUJARAT,MEHSANA,SATLASANA,1504,1361,2177,924,761,5223
GUJARAT,MEHSANA,UNJHA,16332,3696,7912,199,5032,16839
GUJARAT,MEHSANA,VADNAGAR,1760,1195,2903,499,1584,6180
GUJARAT,MEHSANA,VIJAPUR,19402,4037,9368,10,6053,19468
GUJARAT,MEHSANA,VISNAGAR,27926,5653,15003,2512,6530,29698
GUJARAT,NARMADA,DEDIAPADA,103,20,51,37,0,108
GUJARAT,NARMADA,NANDOD,1601,166,406,1176,5,1753
GUJARAT,NARMADA,SAGBARA,70,14,36,22,0,73
GUJARAT,NARMADA,TILAKWADA,692,27,64,624,0,715
GUJARAT,NAVSARI,BANSDA,6,0,4,4,0,8
GUJARAT,NAVSARI,CHIKHLI,16,8,3,5,0,16
GUJARAT,NAVSARI,GANDEVI,223,60,2,163,0,226
GUJARAT,PANCHMAHAL,GHOGHAMBA,221,0,0,0,221,221
GUJARAT,PANCHMAHAL,HALOL,40,0,0,0,40,40
GUJARAT,PANCHMAHAL,KALOL,96,0,0,0,96,96
GUJARAT,PANCHMAHAL,SHEHERA,86,0,0,0,86,86
GUJARAT,PATAN,CHANASMA,22378,3211,15681,0,3650,22542
GUJARAT,PATAN,HARIJ,21227,4318,11024,396,5696,21434
GUJARAT,PATAN,PATAN,49079,11237,26571,23,11662,49493
GUJARAT,PATAN,RADHANPUR,2947,435,2667,0,17,3119
GUJARAT,PATAN,SAMI,23885,4669,16662,119,2591,24041
GUJARAT,PATAN,SANTALPUR,941,653,418,0,52,1123
GUJARAT,PATAN,SIDHPUR,26425,4954,16769,0,6275,27998
GUJARAT,PATAN,VAGDOD,21813,6260,10123,0,5898,22281
GUJARAT,PORBANDAR,KUTIYANA,1337,1342,133,0,0,1475
GUJARAT,PORBANDAR,PORBANDAR,147,147,0,0,0,147
GUJARAT,PORBANDAR,RANAVAV,254,254,0,0,0,254
GUJARAT,RAJKOT,DHORAJI,3045,2845,1924,3,4,4776
GUJARAT,RAJKOT,GONDAL,2361,2330,543,1,3,2878
GUJARAT,RAJKOT,JAMKANDORNA,909,1069,599,0,0,1668
GUJARAT,RAJKOT,JASDAN,1192,1206,109,0,0,1315
GUJARAT,RAJKOT,JETPUR,1476,1479,782,1,0,2261
GUJARAT,RAJKOT,LODHIKA,1389,537,633,104,123,1397
GUJARAT,RAJKOT,MALIYA,52,47,49,0,0,96
GUJARAT,RAJKOT,MORVI,628,763,653,58,14,1488
GUJARAT,RAJKOT,PADDHARI,202,139,64,1,0,204
GUJARAT,RAJKOT,RAJKOT,729,729,0,0,0,729
GUJARAT,RAJKOT,TANKARA,428,358,291,76,51,776
GUJARAT,RAJKOT,UPLETA,1902,14739,15172,18,3408,33338
GUJARAT,RAJKOT,WANKANER,3849,6982,4231,9,13,11235
GUJARAT,SABARKANTHA,BAYAD,36,36,20,0,0,56
GUJARAT,SABARKANTHA,BHILODA,1063,696,538,88,0,1321
GUJARAT,SABARKANTHA,HIMATNAGAR,1676,1577,940,0,0,2517
GUJARAT,SABARKANTHA,IDAR,109,109,45,0,0,154
GUJARAT,SABARKANTHA,KHEDBRAHMA,12,12,5,0,0,17
GUJARAT,SABARKANTHA,MEGHRAJ,82,80,27,0,0,108
GUJARAT,SABARKANTHA,MODASA,90,63,43,0,0,106
GUJARAT,SABARKANTHA,PRANTIJ,2954,1643,1956,16,0,3614
GUJARAT,SABARKANTHA,TALOD,1095,1095,430,0,0,1525
GUJARAT,SABARKANTHA,VIJAYNAGAR,30,18,12,0,0,30
GUJARAT,SURAT,MAHUVA,50,0,50,0,0,50
GUJARAT,SURAT,MANGROL,26,4,12,11,0,27
GUJARAT,SURAT,NIZAR,230,0,230,0,0,230
GUJARAT,SURAT,SONGADH,151,0,151,0,0,151
GUJARAT,SURAT,UMARPADA,38,0,38,0,0,38
GUJARAT,SURAT,VYARA,147,0,147,0,0,147
GUJARAT,SURENDRANAGAR,CHOTILA,1559,2098,1536,3,0,3637
GUJARAT,SURENDRANAGAR,CHUDA,40,8,20,0,12,40
GUJARAT,SURENDRANAGAR,DASADA,2083,211,1864,0,98,2173
GUJARAT,SURENDRANAGAR,DHRANGADHRA,6974,6692,3795,400,899,11786
GUJARAT,SURENDRANAGAR,HALVAD,7280,6734,5862,2104,8,14709
GUJARAT,SURENDRANAGAR,LAKHTAR,628,594,44,0,1,639
GUJARAT,SURENDRANAGAR,LIMDI,102,99,59,0,0,158
GUJARAT,SURENDRANAGAR,MULI,3410,3029,2920,970,21,6940
GUJARAT,SURENDRANAGAR,SAYLA,1000,1058,915,301,24,2297
GUJARAT,SURENDRANAGAR,WADHWAN,1908,796,978,106,33,1913
GUJARAT,VADODARA,CHHOTA UDAIPUR,17,16,7,1,0,23
GUJARAT,VADODARA,DABHOI,8680,2713,5294,1151,1114,10272
GUJARAT,VADODARA,JETPUR  PAVI,114,60,63,41,2,166
GUJARAT,VADODARA,KARJAN,20290,10602,15130,4433,5699,35863
GUJARAT,VADODARA,KAVANT,173,137,244,45,58,484
GUJARAT,VADODARA,NASVADI,155,67,60,62,0,189
GUJARAT,VADODARA,PADARA,15129,3922,12588,2511,5522,24543
GUJARAT,VADODARA,SANKHEDA,862,186,470,262,0,918
GUJARAT,VADODARA,SAVLI,1275,389,615,313,0,1317
GUJARAT,VADODARA,SINOR,2849,549,1452,717,201,2919
GUJARAT,VADODARA,VADODARA,8127,1356,4883,2065,473,8778
GUJARAT,VADODARA,VAGHODIA,64,34,39,0,0,73
HARYANA,AMBALA,AMBALA,13703,13425,13171,300,2,26898
HARYANA,AMBALA,AMBALA-1,111,111,91,18,0,220
HARYANA,AMBALA,BARARA,2033,2041,2019,0,0,4060
HARYANA,AMBALA,NARAINGARH,183,174,173,0,0,347
HARYANA,AMBALA,SAHA,18,17,17,0,0,34
HARYANA,AMBALA,SHAHAZADPUR,2000,1856,1833,2,9,3700
HARYANA,BHIWANI,BADHRA,890,297,862,0,0,1159
HARYANA,BHIWANI,DADRI-I,130,23,125,0,0,149
HARYANA,BHIWANI,DADRI-II,225,115,154,0,0,268
HARYANA,FARIDABAD,FARIDABAD,98,71,98,0,0,169
HARYANA,FATEHABAD,BHUNA,1308,1227,1225,74,0,2526
HARYANA,FATEHABAD,FATEHABAD,4039,3967,3959,0,0,7926
HARYANA,FATEHABAD,RATIA,984,984,984,0,0,1969
HARYANA,FATEHABAD,TOHANA,5446,5334,5292,44,0,10670
HARYANA,GURGAON,FEROZEPUR JHIRKA,1227,15,1227,0,0,1242
HARYANA,GURGAON,GURGAON,26,10,25,0,0,36
HARYANA,GURGAON,NAGINA,162,135,108,0,0,243
HARYANA,GURGAON,PUNHANA,170,0,170,0,0,170
HARYANA,HISSAR,AGROHA,612,546,514,0,0,1060
HARYANA,HISSAR,BARWALA,88,73,76,0,0,149
HARYANA,HISSAR,HISSAR-II,193,158,178,0,0,336
HARYANA,HISSAR,UKLANA,457,453,457,0,0,910
HARYANA,JHAJJAR,MATANHAIL,1665,1071,1669,0,0,2740
HARYANA,JHAJJAR,SAHLAWAS,237,97,179,0,0,276
HARYANA,JIND,ALEWA,454,454,454,0,0,908
HARYANA,JIND,JIND,200,196,198,0,0,394
HARYANA,JIND,JULANA,1115,659,772,3,0,1434
HARYANA,JIND,NARWANA,950,939,939,0,0,1878
HARYANA,JIND,PILLU KHERA,357,322,347,0,0,669
HARYANA,JIND,SAFIDON,333,301,331,0,0,632
HARYANA,JIND,UCHANA,739,665,635,0,0,1300
HARYANA,KAITHAL,GUHLA,6068,6005,6204,0,0,12210
HARYANA,KAITHAL,KAITHAL,2743,2658,2678,0,0,5336
HARYANA,KAITHAL,KALAYAT,828,692,684,0,0,1376
HARYANA,KAITHAL,PUNDRI,1783,1748,1768,30,0,3546
HARYANA,KAITHAL,RAJOND,688,673,673,0,0,1347
HARYANA,KARNAL,ASSANDH,1971,2471,2277,4,0,4752
HARYANA,KARNAL,GHARAUNDA,2661,2662,2651,0,0,5313
HARYANA,KARNAL,INDRI,792,792,792,0,0,1584
HARYANA,KARNAL,KARNAL,2224,2186,2169,0,0,4354
HARYANA,KARNAL,NILOKHERI,1506,1506,1501,0,0,3007
HARYANA,KARNAL,NISSING,704,334,399,0,0,733
HARYANA,KURUKSHETRA,BABAIN,81,83,83,0,0,166
HARYANA,KURUKSHETRA,LADWA,15,15,15,0,0,29
HARYANA,KURUKSHETRA,PEHOWA,12008,11995,11978,0,0,23973
HARYANA,KURUKSHETRA,SHAHBAD,3267,3260,3260,0,4,6524
HARYANA,KURUKSHETRA,THANESAR,2599,2551,2544,0,0,5094
HARYANA,MAHENDRAGARH,ATELI NANGAL,21,0,21,0,0,21
HARYANA,MAHENDRAGARH,NANGAL CHAUDHARY,3116,50,3113,0,0,3163
HARYANA,MAHENDRAGARH,NARNAUL,120,7,115,0,0,123
HARYANA,PANCHKULA,BARWALA,360,282,282,2,0,566
HARYANA,PANCHKULA,PINJORE,644,378,604,3,0,985
HARYANA,PANCHKULA,RAIPUR RANI,579,462,433,11,0,906
HARYANA,PANIPAT,BAPAULI,915,913,909,0,0,1822
HARYANA,PANIPAT,ISRANA,980,1000,978,0,0,1979
HARYANA,PANIPAT,MADLAUDA,745,683,679,0,0,1363
HARYANA,PANIPAT,PANIPAT,492,490,488,0,0,978
HARYANA,PANIPAT,SMALKHA,1168,1132,1187,0,0,2319
HARYANA,REWARI,BAWAL,97,55,77,0,0,132
HARYANA,REWARI,JATUSANA,397,10,393,0,0,403
HARYANA,REWARI,NAHAR,555,286,541,0,0,827
HARYANA,REWARI,REWARI,65,8,61,0,0,69
HARYANA,SIRSA,ELLENABAD,35,18,19,0,0,37
HARYANA,SIRSA,NATHUSARI CHOPTA,1539,1465,1432,0,0,2897
HARYANA,SIRSA,RANIA,87,79,63,0,0,141
HARYANA,SIRSA,SIRSA,10007,9635,9654,2,0,19291
HARYANA,SONEPAT,GANAUR,1173,1072,1019,0,0,2091
HARYANA,SONEPAT,SONEPAT,491,488,490,0,0,978
HARYANA,YAMUNANAGAR,BILASPUR,1133,773,827,1,0,1601
HARYANA,YAMUNANAGAR,CHHACHHRAULI,112,68,63,0,0,131
HARYANA,YAMUNANAGAR,MUSTAFABAD,350,350,350,0,0,700
HARYANA,YAMUNANAGAR,RADAUR,4,4,4,0,0,7
HARYANA,YAMUNANAGAR,SADHAURA,106,68,60,2,0,131
HIMACHAL PRADESH,Kangra,BAROH,0,0,0,0,0,1
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),302,232,142,0,0,374
HIMACHAL PRADESH,Kangra,INDORA,1200,740,775,316,0,1831
HIMACHAL PRADESH,Kangra,JAWALI,204,204,204,0,0,408
HIMACHAL PRADESH,Kangra,NURPUR,685,596,552,53,0,1201
HIMACHAL PRADESH,Kullu,KULLU,3,2,2,0,1,4
HIMACHAL PRADESH,Sirmaur,NAHAN,217,164,164,0,0,329
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,417,150,320,74,0,544
HIMACHAL PRADESH,Solan,NALAGARH,936,820,877,2,16,1715
HIMACHAL PRADESH,Una,AMB,2680,1134,2305,37,17,3493
HIMACHAL PRADESH,Una,BANGANA,55,55,55,0,0,110
HIMACHAL PRADESH,Una,HAROLI (ST),916,251,675,20,9,954
HIMACHAL PRADESH,Una,UNA,1954,792,1222,0,0,2014
JAMMU & KASHMIR,JAMMU,BISHNAH,56,53,43,0,0,96
JAMMU & KASHMIR,JAMMU,R. S. PURA,138,144,98,0,0,242
JAMMU & KASHMIR,JAMMU,SAMBA,36,22,16,0,0,38
JAMMU & KASHMIR,KATHUA,GHAGWAL,86,64,64,0,0,128
JHARKHAND,CHATRA,HANTARGANJ,5,5,3,0,0,8
JHARKHAND,DUMKA,RANESHWAR,59,42,16,0,0,59
JHARKHAND,GARHWA,RAMNA,9,2,8,0,0,10
JHARKHAND,GARHWA,RANKA,21,6,24,0,0,30
JHARKHAND,GIRIDIH,GAWA,38,32,15,0,0,48
JHARKHAND,HAZARIBAGH,CHURCHU,19,16,4,0,0,21
JHARKHAND,SAHEBGANJ,PATANA,45,30,45,0,0,75
JHARKHAND,SARAIKELA,GAMHARIYA,4,4,0,0,0,4
JHARKHAND,WEST SINGHBHUM,BANDGAON,5,5,0,0,0,5
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,4,4,0,0,0,4
KARNATAKA,Bangalore,BANGALORE SOUTH,32,32,0,0,0,32
KARNATAKA,Bangalore Rural,DODDBALLAPUR,38,38,0,0,0,38
KARNATAKA,Bangalore Rural,HOSKOTE,41,41,0,0,0,41
KARNATAKA,Belgaum,BAILAHONGAL,31,31,0,0,0,31
KARNATAKA,Belgaum,BELGAUM,41,41,0,0,0,41
KARNATAKA,Belgaum,GOKAK,32,32,20,0,0,52
KARNATAKA,Belgaum,KHANAPUR,61,61,0,0,0,61
KARNATAKA,Belgaum,SOUNDATTI,49,49,0,0,0,49
KARNATAKA,Bellary,BELLARY,71,71,0,0,0,71
KARNATAKA,Bijapur,BASAVANA BAGEWADI,61,61,0,0,0,61
KARNATAKA,Bijapur,MUDDEBIHAL,32,32,0,0,0,32
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,131,28,0,103,0,131
KARNATAKA,Chikmagalur,TARIKERE,27,0,0,27,0,27
KARNATAKA,Chitradurga,CHITRADURGA,50,50,0,0,0,50
KARNATAKA,Dakshina Kannada,BELTHANGADI,30,0,0,30,0,30
KARNATAKA,Davanagere,HARPANAHALLI,228,228,0,0,16,245
KARNATAKA,Dharwar,KUNDGOL,85,85,0,0,0,85
KARNATAKA,Kolar,CHIKBALLAPUR,226,226,0,0,0,226
KARNATAKA,Kolar,GUDIBANDA,26,26,0,0,0,26
KARNATAKA,Kolar,MULBAGAL,34,34,0,0,0,34
KARNATAKA,Kolar,SRINIVASPUR,26,26,0,0,0,26
KARNATAKA,Mandya,MADDUR,50,50,0,0,0,50
KARNATAKA,Mandya,MALAVALLI,136,67,0,70,0,137
KARNATAKA,Mandya,PANDAVAPURA,42,42,42,0,0,84
KARNATAKA,Tumkur,TURUVEKERE,41,41,0,0,0,41
KERALA,ALAPPUZHA,MAVELIKARA,1,1,1,0,1,3
KERALA,ERANAKULAM,KALAMASSERY,4,0,0,2,4,6
KERALA,ERANAKULAM,KOTHAMANGALAM-999,2,1,1,0,1,3
KERALA,IDDUKKI,NEDUMKANDAM,37,0,0,33,6,38
KERALA,KANNUR,EDAKKAD,0,0,0,0,0,0
KERALA,KANNUR,IRIKKUR,3,0,0,3,0,3
KERALA,KANNUR,THALIPARAMBA,36,0,0,35,3,38
KERALA,KASARAGODE,KANHANGAD,12,10,10,4,3,27
KERALA,KASARAGODE,KASARAGODE,21,16,17,12,2,48
KERALA,KASARAGODE,MANJESWARAM,8,0,8,6,10,24
KERALA,KOLLAM,ITHIKKARA,6,4,3,3,3,12
KERALA,KOLLAM,VETTIKKAVALA,28,18,20,8,31,77
KERALA,KOTTAYAM,ERATTUPETTAH,112,100,100,12,2,213
KERALA,KOTTAYAM,LALAM,4,0,0,3,1,4
KERALA,KOTTAYAM,UZHAVOOR,16,0,0,16,1,17
KERALA,KOZHIKODE,KODUVALLY,1,0,0,1,1,2
KERALA,MALAPPURAM,MALAPPURAM,16,0,0,17,8,24
KERALA,MALAPPURAM,MANKADA,17,1,1,17,1,18
KERALA,MALAPPURAM,PERINTHALMANNA,4,0,0,4,1,5
KERALA,PALAKKAD,ALATHUR,166,77,74,88,102,342
KERALA,PALAKKAD,MANNARKKAD,5,1,0,1,4,5
KERALA,PALAKKAD,OTTAPPALAM,10,1,1,9,0,10
KERALA,PATHANAMTHITTA,KOIPURAM,25,0,0,20,15,36
KERALA,PATHANAMTHITTA,MALLAPPALLY,2,0,0,1,2,3
KERALA,PATHANAMTHITTA,RANNI,6,0,0,5,4,9
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,2,0,0,0,2,2
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,30,0,0,30,1,31
KERALA,THRISSUR,MALA,6,0,0,0,6,6
KERALA,THRISSUR,OLLUKKARA,15,0,0,15,25,40
KERALA,THRISSUR,PAZHAYANNUR,30,5,5,22,31,63
KERALA,THRISSUR,VADAKKANCHERRY,21,0,0,21,6,27
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,8,0,8,0,0,8
MADHYA PRADESH,BALAGHAT,KIRNAPUR,24,23,3,0,0,26
MADHYA PRADESH,BALAGHAT,LANJI,47,47,1,0,0,47
MADHYA PRADESH,BALAGHAT,WARASEONI,56,30,26,0,0,56
MADHYA PRADESH,BARWANI,BARWANI,930,565,365,0,0,930
MADHYA PRADESH,BARWANI,NIWALI,10,3,10,0,0,13
MADHYA PRADESH,BARWANI,PANSEMAL,111,47,79,0,0,126
MADHYA PRADESH,BARWANI,PATI,18,5,14,0,0,18
MADHYA PRADESH,BARWANI,RAJPUR,3104,1873,1440,0,0,3313
MADHYA PRADESH,BARWANI,SENDHWA,838,509,436,0,0,945
MADHYA PRADESH,BARWANI,THIKRI,2226,1483,831,0,0,2314
MADHYA PRADESH,BETUL,AMLA,836,60,760,53,1,874
MADHYA PRADESH,BETUL,ATHNER,102,103,93,0,0,196
MADHYA PRADESH,BETUL,BETUL,1784,76,1684,49,0,1809
MADHYA PRADESH,BETUL,BHAINSDEHI,85,2,117,0,0,118
MADHYA PRADESH,BETUL,BHIMPURA,54,0,54,0,0,54
MADHYA PRADESH,BETUL,CHICHOLI,25,0,25,0,0,25
MADHYA PRADESH,BETUL,GHODA DONGRI,113,0,113,0,0,113
MADHYA PRADESH,BETUL,MULTAI,121,8,113,4,3,128
MADHYA PRADESH,BETUL,PRABHAT PATTAN,741,53,680,32,0,765
MADHYA PRADESH,BHIND,ATER,168,0,168,0,0,168
MADHYA PRADESH,BHIND,BHIND,1494,0,1809,0,0,1809
MADHYA PRADESH,BHIND,GOHAD,750,99,657,0,0,756
MADHYA PRADESH,BHIND,LAHAR,1649,6,1620,0,28,1654
MADHYA PRADESH,BHIND,MEHAGOAN,799,53,746,0,0,799
MADHYA PRADESH,BHIND,ROUN(MIHONA),982,4,994,0,1,999
MADHYA PRADESH,BHOPAL,BERASIA,507,0,507,0,0,507
MADHYA PRADESH,BHOPAL,FUNDA,406,0,407,0,0,407
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,304,0,304,0,0,304
MADHYA PRADESH,CHHATARPUR,BIJAWAR,110,0,110,0,0,110
MADHYA PRADESH,CHHATARPUR,GAURIHAR,15,0,15,0,0,15
MADHYA PRADESH,CHHATARPUR,NOWGONG,6,0,11,0,0,11
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,12,0,12,0,0,12
MADHYA PRADESH,DAMOH,BATIYAGHAR,161,15,161,0,0,176
MADHYA PRADESH,DAMOH,HATTA,2312,0,2312,0,0,2312
MADHYA PRADESH,DAMOH,JABERA,11,0,11,0,0,11
MADHYA PRADESH,DATIA,BHANDER,167,0,167,0,0,167
MADHYA PRADESH,DATIA,DATIA,2476,9,2348,120,0,2478
MADHYA PRADESH,DATIA,SEONDHA,460,0,460,0,0,460
MADHYA PRADESH,DEWAS,BAGLEE,1149,373,801,39,0,1214
MADHYA PRADESH,DEWAS,DEWAS,3083,17,3065,10,0,3092
MADHYA PRADESH,DEWAS,KANNOD,242,1,242,0,0,242
MADHYA PRADESH,DEWAS,KHATEGAON,38,0,38,0,0,38
MADHYA PRADESH,DEWAS,SONKUCH,132,6,121,5,0,133
MADHYA PRADESH,DHAR,BADNAWER,41,24,17,0,0,41
MADHYA PRADESH,DHAR,BAGH,57,56,2,0,0,57
MADHYA PRADESH,DHAR,DAHI,12,12,1,0,0,13
MADHYA PRADESH,DHAR,DHAR,878,18,866,0,0,884
MADHYA PRADESH,DHAR,DHARAMPURI,812,455,387,1,0,843
MADHYA PRADESH,DHAR,GANDHWANI,99,55,45,0,0,99
MADHYA PRADESH,DHAR,KUKSHI,363,239,128,0,0,366
MADHYA PRADESH,DHAR,MANAWAR,1241,788,461,0,0,1249
MADHYA PRADESH,DHAR,NALACHHA,14,14,0,0,0,14
MADHYA PRADESH,DHAR,NISARPUR,11,7,4,1,1,13
MADHYA PRADESH,DHAR,SARDARPUR,1782,971,708,89,17,1784
MADHYA PRADESH,DHAR,TIRLA,56,32,24,0,0,56
MADHYA PRADESH,DHAR,UMARBAN,4,4,0,0,0,4
MADHYA PRADESH,GUNA,BAMORI,4685,26,4662,0,0,4688
MADHYA PRADESH,GUNA,CHANCHODA,51,0,51,0,0,51
MADHYA PRADESH,GUNA,EHSAGADH,2365,0,2365,0,0,2365
MADHYA PRADESH,GUNA,GUNA,2975,0,2976,0,0,2976
MADHYA PRADESH,GUNA,RAGHOGARH,105,0,105,0,0,105
MADHYA PRADESH,GWALIOR,MORAR,75,1,75,0,0,76
MADHYA PRADESH,HARDA,HARDA,8,0,8,0,0,8
MADHYA PRADESH,HOSHANGABAD,BABAI,688,5,684,0,0,689
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,1598,0,2346,4,0,2350
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,6,0,6,0,0,6
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,1843,0,1850,2,0,1852
