-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
MAHARASHTRA,SOLAPUR,MALSHIRAS,280,1247,292,6,20,1845
MAHARASHTRA,SOLAPUR,MANGALVEDHA,113,369,44,0,6,532
MAHARASHTRA,SOLAPUR,MOHOL,54,620,223,86,3,986
MAHARASHTRA,SOLAPUR,NORTH  SOLAPUR,65,45,13,43,1,167
MAHARASHTRA,SOLAPUR,PANDHARPUR,396,1450,53,24,5,1928
MAHARASHTRA,SOLAPUR,SANGOLA,248,296,34,0,0,578
MAHARASHTRA,SOLAPUR,SOUTH  SOLAPUR,88,314,12,7,1,422
MAHARASHTRA,THANE,BHIWANDI,15,0,0,0,0,15
MAHARASHTRA,THANE,WADA,2,2,0,0,0,4
MAHARASHTRA,WARDHA,ARVI,1,0,0,0,2,3
MAHARASHTRA,WARDHA,ASHTI,1,0,0,0,2,3
MAHARASHTRA,WARDHA,KARANJA,9,2,0,0,0,11
MAHARASHTRA,WARDHA,SAMUDRAPUR,34,14,19,1,3,71
MAHARASHTRA,WARDHA,SELOO,0,0,0,0,14,14
MAHARASHTRA,WARDHA,WARDHA,0,0,0,0,2,2
MAHARASHTRA,WASHIM,KARANJA,0,0,0,3,0,3
MAHARASHTRA,WASHIM,MALEGAON,14,0,0,0,0,14
MAHARASHTRA,WASHIM,MANGRULPIR,2,0,0,0,0,2
MAHARASHTRA,WASHIM,RISOD,56,0,1,1,0,58
MAHARASHTRA,YAVATMAL,ARNI,0,1,0,0,0,1
MAHARASHTRA,YAVATMAL,BABULGAON,3,0,0,0,0,3
MAHARASHTRA,YAVATMAL,GHATANJI,15,0,2,0,0,17
MAHARASHTRA,YAVATMAL,KELAPUR,1,0,0,0,0,1
MAHARASHTRA,YAVATMAL,MAREGAON,0,2,0,0,0,2
MAHARASHTRA,YAVATMAL,UMARKHED,77,97,74,0,0,248
MAHARASHTRA,YAVATMAL,WANI,36,18,5,6,1,66
MAHARASHTRA,YAVATMAL,YAVATMAL,7,1,1,0,0,9
MAHARASHTRA,YAVATMAL,ZARI JAMANI,5,1,68,0,1,75
MEGHALAYA,WEST GARO HILLS,BETASING,4,0,0,0,0,4
MEGHALAYA,WEST GARO HILLS,SELSELLA,2,0,0,0,0,2
MEGHALAYA,WEST GARO HILLS,TIKRIKILLA,1,0,0,0,0,1
MEGHALAYA,WEST GARO HILLS,ZIKZAK,1,0,0,0,0,1
NAGALAND,DIMAPUR,MEDZIPHEMA,3,0,0,0,0,3
ORISSA,ANGUL,PALALAHADA,0,2,0,0,0,2
ORISSA,BALASORE,BAHANAGA,223,0,5,4,0,232
ORISSA,BALASORE,BALASORE,149,0,8,26,1,184
ORISSA,BALASORE,BALIAPAL,114,0,1,3,0,118
ORISSA,BALASORE,BASTA,214,1,0,3,0,218
ORISSA,BALASORE,BHOGRAI,120,0,1,2,9,132
ORISSA,BALASORE,JALESWAR,188,1,1,12,0,202
ORISSA,BALASORE,KHAIRA,47,0,0,1,0,48
ORISSA,BALASORE,NILAGIRI,17,0,0,0,0,17
ORISSA,BALASORE,OUPADA,32,0,0,1,0,33
ORISSA,BALASORE,REMUNA,245,0,5,0,0,250
ORISSA,BALASORE,SIMULIA,26,0,1,0,0,27
ORISSA,BALASORE,SORO,159,0,4,12,0,175
ORISSA,BARGARH,AMBABHANA,1,7,6,2,1,17
ORISSA,BARGARH,BARAPALI,0,2,0,3,0,5
ORISSA,BARGARH,BARGARH,2,1,4,1,0,8
ORISSA,BARGARH,BHATALI,0,8,1,1,1,11
ORISSA,BARGARH,BHEDEN,0,1,0,0,0,1
ORISSA,BARGARH,JHARABANDH,0,2,0,0,2,4
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,0,2,2,2,2,8
ORISSA,BARGARH,PAIKMAL,0,3,0,4,1,8
ORISSA,BARGARH,SOHELA,1,4,2,0,0,7
ORISSA,BHADRAK,BANTA,43,1,4,2,0,50
ORISSA,BHADRAK,BASUDEBPUR,102,2,1,0,1,106
ORISSA,BHADRAK,BHADRAK,59,0,0,2,0,61
ORISSA,BHADRAK,BHANDARI POKHARI,124,0,0,0,1,125
ORISSA,BHADRAK,CHANDABALI,0,1,6,1,1,9
ORISSA,BHADRAK,DHAMNAGAR,164,0,1,1,0,166
ORISSA,BHADRAK,TIHIDI,46,0,0,0,1,47
ORISSA,BOLANGIR,BALANGIR,0,0,1,0,0,1
ORISSA,BOLANGIR,BELAPARA,1,6,6,0,0,13
ORISSA,BOLANGIR,DEOGAON,0,0,0,1,0,1
ORISSA,BOLANGIR,GUDVELA,0,3,0,0,0,3
ORISSA,BOLANGIR,KHAPRAKHOL,0,0,2,0,0,2
ORISSA,BOLANGIR,MURIBAHAL,0,2,3,0,0,5
ORISSA,BOLANGIR,PUINTALA,2,0,0,0,0,2
ORISSA,BOLANGIR,TITILAGARH,2,1,0,0,0,3
ORISSA,BOLANGIR,TUREIKELA,2,0,0,1,0,3
ORISSA,CUTTACK,BADAMBA,0,0,0,0,1,1
ORISSA,CUTTACK,BARANGA,8,0,0,0,0,8
ORISSA,CUTTACK,CUTTACKSADAR,95,2,5,3,0,105
ORISSA,CUTTACK,KANTAPADA,1,0,0,0,0,1
ORISSA,CUTTACK,MAHANGA,53,1,1,3,2,60
ORISSA,CUTTACK,NIALI,43,1,0,1,0,45
ORISSA,CUTTACK,NISCHINTAKOILI,11,1,1,51,0,64
ORISSA,CUTTACK,SALIPUR,10,0,0,0,0,10
ORISSA,CUTTACK,TANGI CHOUDWAR,0,0,1,0,0,1
ORISSA,DEOGARH,BARAKOTE,0,0,3,2,0,5
ORISSA,DHENKANAL,GANDIA,0,0,1,1,1,3
ORISSA,DHENKANAL,HINDOL,0,0,1,0,0,1
ORISSA,DHENKANAL,SADAR,0,0,0,1,0,1
ORISSA,GAJAPATI,KASINAGAR,0,0,1,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,0,1,0,0,1
ORISSA,GANJAM,BELLAGUNTHA,3,0,0,0,0,3
ORISSA,GANJAM,BHANJANAGAR,3,2,0,0,3,8
ORISSA,GANJAM,CHHATRAPUR,8,0,1,1,0,10
ORISSA,GANJAM,CHIKETI,12,0,0,0,0,12
ORISSA,GANJAM,DHARAKOTE,3,0,0,0,0,3
ORISSA,GANJAM,GANJAM,15,0,1,1,0,17
ORISSA,GANJAM,PATRAPUR,1,0,0,0,0,1
ORISSA,GANJAM,PURUSOTTAMPUR,4,0,0,2,0,6
ORISSA,GANJAM,SANAKHEMUNDI,4,0,0,0,0,4
ORISSA,GANJAM,SHERAGAD,26,0,0,1,0,27
ORISSA,JAGATSINGHPUR,BALIKUDA,20,0,0,2,2,24
ORISSA,JAGATSINGHPUR,BIRIDI,10,0,0,0,0,10
ORISSA,JAGATSINGHPUR,ERASAMA,3,0,0,1,0,4
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,16,0,1,0,0,17
ORISSA,JAGATSINGHPUR,NAUGAON,55,0,1,0,0,56
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,1,0,0,0,0,1
ORISSA,JAGATSINGHPUR,TIRTOL,147,0,3,0,0,150
ORISSA,JAJAPUR,BADACHANA,26,0,2,0,0,28
ORISSA,JAJAPUR,BARI,68,0,0,0,0,68
ORISSA,JAJAPUR,BINJHARPUR,44,0,1,1,0,46
ORISSA,JAJAPUR,DANAGADI,3,0,0,0,0,3
ORISSA,JAJAPUR,DASARATHPUR,48,2,0,2,0,52
ORISSA,JAJAPUR,DHARMASALA,66,5,0,5,0,76
ORISSA,JAJAPUR,JAJPUR,122,0,0,1,1,124
ORISSA,JAJAPUR,KOREI,131,1,1,7,0,140
ORISSA,JAJAPUR,RASULPUR,149,1,0,0,0,150
ORISSA,JAJAPUR,SUKINDA,11,0,1,0,0,12
ORISSA,JHARSUGUDA,JHARSUGUDA,1,5,1,2,0,9
ORISSA,JHARSUGUDA,KOLABIRA,1,0,0,0,0,1
ORISSA,JHARSUGUDA,LAIKERA,0,1,0,0,0,1
ORISSA,JHARSUGUDA,LAKHANPUR,17,73,35,9,1,135
ORISSA,KALAHANDI,BHAWANIPATANA,0,3,0,0,0,3
ORISSA,KALAHANDI,DHARMGAD,0,0,1,0,0,1
ORISSA,KALAHANDI,JUNAGAD,5,3,1,0,0,9
ORISSA,KENDRAPARA,AUL,1,0,1,0,0,2
ORISSA,KENDRAPARA,DERABISHI,6,0,0,3,0,9
ORISSA,KENDRAPARA,KENDRAPADA,1,0,0,0,0,1
ORISSA,KENDRAPARA,MAHAKALPADA,1,3,1,0,0,5
ORISSA,KENDRAPARA,MARSHAGHAI,7,1,0,0,0,8
ORISSA,KENDRAPARA,PATTAMUNDAI,1,0,0,0,4,5
ORISSA,KENDRAPARA,RAJKANIKA,4,0,0,0,0,4
ORISSA,KENDRAPARA,RAJNAGAR,26,0,0,0,0,26
ORISSA,KEONJHAR,ANANDPUR,31,1,0,0,0,32
ORISSA,KEONJHAR,GHASIPURA,7,0,0,0,0,7
ORISSA,KEONJHAR,GHATAGAON,0,0,0,2,0,2
ORISSA,KEONJHAR,HATADIHI,2,0,0,1,0,3
ORISSA,KEONJHAR,JODA,0,1,0,0,0,1
ORISSA,KEONJHAR,SAHARPADA,0,0,0,1,0,1
ORISSA,KHURDA,BALIANTA,17,1,2,0,0,20
ORISSA,KHURDA,BALIPATANA,5,0,0,4,0,9
ORISSA,KHURDA,BHUBANESWAR,3,0,0,0,0,3
ORISSA,KHURDA,BOLAGARH,0,0,2,0,0,2
ORISSA,KHURDA,CHILIKA,0,1,4,0,0,5
ORISSA,KHURDA,TANGI,0,0,0,2,0,2
ORISSA,KORAPUT,BANDHUGAON,0,1,0,0,0,1
ORISSA,KORAPUT,KORAPUT,1,0,0,0,0,1
ORISSA,MALKANAGIRI,KHAIRPUT,2,0,0,1,0,3
ORISSA,MALKANAGIRI,KORKONDA,0,4,0,0,0,4
ORISSA,MALKANAGIRI,MALKANGIRI,0,0,0,1,0,1
ORISSA,MAYURBHANJA,BADASAHI,55,2,2,4,0,63
ORISSA,MAYURBHANJA,BARIPADA,3,0,0,0,0,3
ORISSA,MAYURBHANJA,BETANATI,61,0,2,1,0,64
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,2,8,0,3,0,13
ORISSA,MAYURBHANJA,KHUNTA,15,2,0,1,0,18
ORISSA,MAYURBHANJA,KULIANA,11,0,0,0,0,11
ORISSA,MAYURBHANJA,MURUDA,43,0,4,3,0,50
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,82,0,2,5,6,95
ORISSA,MAYURBHANJA,RIRANGAPUR,0,0,0,1,0,1
ORISSA,MAYURBHANJA,SARASAKANA,5,0,0,0,0,5
ORISSA,MAYURBHANJA,SULIAPADA,79,2,0,0,1,82
ORISSA,NAWARANGAPUR,JHARIGAON,0,0,1,3,0,4
ORISSA,NAWARANGAPUR,NANDAHANDI,0,0,0,1,0,1
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,1,0,0,0,0,1
ORISSA,NAYAGARH,KHANDAPARA,1,0,5,0,0,6
ORISSA,NAYAGARH,NAYAGARH,0,0,0,2,0,2
ORISSA,NAYAGARH,NUAGAON,0,0,1,0,0,1
ORISSA,NAYAGARH,RANAPUR,0,0,1,0,0,1
ORISSA,NUAPADA,KHARIAR,1,1,0,0,0,2
ORISSA,NUAPADA,KOMANA,0,0,0,1,0,1
ORISSA,NUAPADA,NUAPADA,0,1,1,0,0,2
ORISSA,PURI,ASTARANG,1,0,0,0,0,1
ORISSA,PURI,GOP,11,4,8,1,0,24
ORISSA,PURI,KAKATPUR,0,0,0,2,1,3
ORISSA,PURI,NIMAPARA,45,1,9,0,0,55
ORISSA,PURI,PIPILI,4,0,1,3,1,9
ORISSA,PURI,PURISADAR,3,0,0,0,0,3
ORISSA,PURI,SATYABADI,1,0,0,0,0,1
ORISSA,RAYAGADA,BISAMCUTTACK,0,1,0,5,0,6
ORISSA,RAYAGADA,KOLNARA,0,0,2,0,1,3
ORISSA,RAYAGADA,RAYAGADA,0,0,0,3,0,3
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,0,8,1,0,0,9
ORISSA,SAMBALPUR,GOVINDAPUR,0,0,0,1,0,1
ORISSA,SAMBALPUR,JAMANKIRA,4,0,1,2,0,7
ORISSA,SAMBALPUR,JUJUMURA,1,0,0,0,0,1
ORISSA,SAMBALPUR,MANESWAR,0,1,1,1,1,4
ORISSA,SAMBALPUR,RENGALI,2,1,3,0,5,11
ORISSA,SONEPUR,DUNGURIPALI,0,1,0,0,0,1
ORISSA,SONEPUR,SONEPUR,0,0,2,0,0,2
ORISSA,SUNDARGARH,BADAGAON,0,0,1,1,0,2
ORISSA,SUNDARGARH,BONAI,0,0,0,1,0,1
ORISSA,SUNDARGARH,HEMAGIRI,0,0,1,0,0,1
ORISSA,SUNDARGARH,KUANRAMUNDA,0,0,1,0,0,1
ORISSA,SUNDARGARH,KUTRA,0,2,0,4,0,6
ORISSA,SUNDARGARH,LAHUNIPADA,1,0,1,0,0,2
ORISSA,SUNDARGARH,LATHIKATA,0,4,0,0,0,4
ORISSA,SUNDARGARH,LEPHRIPADA,0,0,2,3,0,5
ORISSA,SUNDARGARH,SUBDEGA,0,0,1,1,0,2
ORISSA,SUNDARGARH,SUNDARGARH,0,0,13,0,1,14
ORISSA,SUNDARGARH,TANGARPALI,0,0,5,0,0,5
PONDICHERRY,KARAIKAL,NEDUNGADU,6,0,0,0,0,6
PONDICHERRY,KARAIKAL,THIRUNALLAR,9,4,0,0,0,13
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,0,26,0,0,0,26
PONDICHERRY,PONDICHERRY,BAHOUR,0,22,0,0,0,22
PONDICHERRY,PONDICHERRY,MANNADIPET,2,86,27,28,2,145
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,0,43,3,0,0,46
PONDICHERRY,PONDICHERRY,OULGARET,0,0,0,0,4,4
PONDICHERRY,PONDICHERRY,VILLIANUR,0,49,2,0,15,66
PUNJAB,AMRITSER,BABA BAKALA,2,0,0,0,0,2
PUNJAB,AMRITSER,TARN TARAN,2,0,0,0,0,2
PUNJAB,GURDASPUR,BAMIAL,2,0,0,0,0,2
PUNJAB,GURDASPUR,DERA BABA NANAK,2,891,0,0,0,893
PUNJAB,GURDASPUR,DHARIWAL,1,48,0,0,0,49
PUNJAB,GURDASPUR,DHARKALAN,21,1,0,0,0,22
PUNJAB,GURDASPUR,DINANAGAR,5,965,10,4,4,988
PUNJAB,GURDASPUR,KAHNUWAN,0,0,0,3,0,3
PUNJAB,GURDASPUR,PATHANKOT,32,2,3,0,0,37
PUNJAB,GURDASPUR,QUADIAN,14,0,0,0,0,14
PUNJAB,HOSHIARPUR,BHUNGA,90,133,1,0,2,226
PUNJAB,HOSHIARPUR,DASUYA,18,1,0,0,0,19
PUNJAB,HOSHIARPUR,GARHSHANKAR,71,209,18,1,0,299
PUNJAB,HOSHIARPUR,HAZIPUR,9,0,0,0,0,9
PUNJAB,HOSHIARPUR,HOSHIARPUR 2,50,482,143,7,0,682
PUNJAB,HOSHIARPUR,HOSHIARPUR-I,28,124,37,3,1,193
PUNJAB,HOSHIARPUR,MAHILPUR,72,291,14,1,1,379
PUNJAB,HOSHIARPUR,TALWARA,18,0,0,0,0,18
PUNJAB,HOSHIARPUR,TANDA,1,0,0,0,0,1
PUNJAB,KAPURTHALA,NADALA,13,0,0,0,0,13
PUNJAB,KAPURTHALA,SULTANPUR,1,0,0,0,0,1
PUNJAB,LUDHIANA,DORAHA,45,0,1,2,0,48
PUNJAB,LUDHIANA,LUDHIANA,8,0,0,0,0,8
PUNJAB,LUDHIANA,MANGAT,7,0,0,0,0,7
PUNJAB,LUDHIANA,MASHIWARA,42,0,0,0,0,42
PUNJAB,LUDHIANA,SAMRALA,4,2,0,0,0,6
PUNJAB,LUDHIANA,SIDHWAN BET,1,0,0,0,0,1
PUNJAB,LUDHIANA,SUDHAR,2,220,0,0,0,222
PUNJAB,MOGA,NIHAL SINGH WALA,0,101,0,0,0,101
PUNJAB,NAWANSHAHAR,AUR,0,152,0,0,0,152
PUNJAB,NAWANSHAHAR,BALACHOR,77,76,15,5,13,186
PUNJAB,NAWANSHAHAR,SADOYA,32,65,9,3,0,109
PUNJAB,PATIALA,DERABASSI,73,451,4,9,27,564
PUNJAB,PATIALA,KANOR,23,132,3,0,6,164
PUNJAB,PATIALA,NABHA,0,27,1,0,0,28
PUNJAB,PATIALA,PATRAN,3,1135,10,0,0,1148
PUNJAB,PATIALA,RAJPURA,16,282,1,0,0,299
PUNJAB,PATIALA,SAMANA,0,2,0,0,0,2
PUNJAB,ROPAR,ANANDPUR SAHIB,26,0,0,0,0,26
PUNJAB,ROPAR,KHARAR,51,263,40,9,0,363
PUNJAB,ROPAR,MAJRI,151,90,0,2,0,243
PUNJAB,ROPAR,MORINDA,5,0,1,0,0,6
PUNJAB,ROPAR,NOORPUR BEDI,58,1,2,3,0,64
PUNJAB,ROPAR,ROPAR,179,10,2,0,0,191
PUNJAB,SANGRUR,AHMADGARH,10,2,0,0,0,12
PUNJAB,SANGRUR,ANDANA,2,86,0,0,0,88
PUNJAB,SANGRUR,BARNALA,5,214,1,0,0,220
PUNJAB,SANGRUR,BHAVANIGARH,5,16,1,0,0,22
PUNJAB,SANGRUR,DHURI,7,34,0,0,0,41
PUNJAB,SANGRUR,LEHRAGAGA,2,236,1,0,0,239
PUNJAB,SANGRUR,SANGRUR,2,1401,9,0,0,1412
PUNJAB,SANGRUR,SHERPUR,14,108,2,0,0,124
RAJASTHAN,AJMER,AJMER,5,34,0,0,0,39
RAJASTHAN,AJMER,KISHANGARH,0,14,0,0,0,14
RAJASTHAN,AJMER,NASIRABAD,0,14,0,0,0,14
RAJASTHAN,AJMER,PISAGAON,4,0,0,0,0,4
RAJASTHAN,ALWAR,RAJGARH,13,12,0,0,0,25
RAJASTHAN,ALWAR,RAMGARH,1,0,0,0,0,1
RAJASTHAN,ALWAR,THANAGAZI,0,0,0,0,2,2
RAJASTHAN,BANSWARA,BAGIDORA,2,107,0,0,0,109
RAJASTHAN,BANSWARA,BANSWARA,6,78,0,1,0,85
RAJASTHAN,BARAN,ANTA,69,1184,24,0,38,1315
RAJASTHAN,BARAN,ATRU,633,1043,516,55,85,2332
RAJASTHAN,BARAN,BARAN,7,1389,1626,0,0,3022
RAJASTHAN,BARAN,CHABRA,42,550,82,1,41,716
RAJASTHAN,BARAN,CHIPA BAROD,27,395,238,6,17,683
RAJASTHAN,BARAN,KISHANGANJ,2,162,28,0,0,192
RAJASTHAN,BARAN,MANGROL,1,81,2,0,0,84
RAJASTHAN,BARAN,SHAHABAD,0,924,17,0,0,941
RAJASTHAN,BARMER,BAYTOO,1,13,17,0,0,31
RAJASTHAN,BARMER,GUDAMALANI,30,7,0,0,0,37
RAJASTHAN,BARMER,PACH PADRA,0,4,0,0,0,4
RAJASTHAN,BARMER,SHIV,0,8,201,0,0,209
RAJASTHAN,BARMER,SIWANA,12,66,110,0,0,188
RAJASTHAN,BHARATPUR,BEIR,1,620,28,1,1,651
RAJASTHAN,BHARATPUR,BHARATPUR,9,205,12,0,1,227
RAJASTHAN,BHARATPUR,KUMBHER,0,21,0,0,0,21
RAJASTHAN,BHARATPUR,NADBAI,0,22,0,0,0,22
RAJASTHAN,BHARATPUR,ROOPBAS,48,18,0,0,0,66
RAJASTHAN,BHILWARA,BANEDA,0,22,0,0,0,22
RAJASTHAN,BHILWARA,BHILWARA,13,29,0,0,0,42
RAJASTHAN,BHILWARA,BIJOLIYA,20,59,2,0,0,81
RAJASTHAN,BHILWARA,KOTADI,0,1,0,0,0,1
RAJASTHAN,BHILWARA,MANDALGARH,7,37,31,0,0,75
RAJASTHAN,BHILWARA,RAIPUR,8,1,0,0,0,9
RAJASTHAN,BHILWARA,SAHADA,11,3,2,0,0,16
RAJASTHAN,BHILWARA,SHAHPURA,0,0,1,0,0,1
RAJASTHAN,BIKANER,BIKANER,30,101,249,118,2,500
RAJASTHAN,BIKANER,DOONGAR GARH,0,62,456,7,1,526
RAJASTHAN,BIKANER,KOLAYAT,0,49,194,0,1,244
RAJASTHAN,BIKANER,LUNKARANSAR,0,35,81,0,0,116
RAJASTHAN,BIKANER,NOKHA,44,171,857,26,3,1101
RAJASTHAN,BUNDI,BUNDI,107,2071,1317,0,5,3500
RAJASTHAN,BUNDI,HINDOLI,7,10,2,0,0,19
RAJASTHAN,BUNDI,INDRAGARH,0,5,5,0,0,10
RAJASTHAN,BUNDI,KESHORAIPATAN,0,144,43,0,0,187
RAJASTHAN,BUNDI,NAINWA,83,85,118,0,1,287
RAJASTHAN,CHITTORGARH,BADI SADRI,17,626,87,0,32,762
RAJASTHAN,CHITTORGARH,BENGU,118,931,173,0,0,1222
RAJASTHAN,CHITTORGARH,BHADESAR,73,133,20,0,4,230
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,286,634,7,0,78,1005
RAJASTHAN,CHITTORGARH,CHITTORGARH,211,475,540,35,683,1944
RAJASTHAN,CHITTORGARH,DUNGLA,0,7,0,0,0,7
RAJASTHAN,CHITTORGARH,GANGARAR,44,151,47,0,0,242
RAJASTHAN,CHITTORGARH,KAPASAN,0,128,8,0,0,136
RAJASTHAN,CHITTORGARH,NIMBAHERA,57,1284,269,19,44,1673
RAJASTHAN,CHITTORGARH,PRATAPGARH,60,19,1,0,1,81
RAJASTHAN,CHITTORGARH,RASHMI,65,32,6,0,0,103
RAJASTHAN,CHITTORGARH,RAWATBHATA,28,13,1,0,1,43
RAJASTHAN,CHURU,RATANGARH,1,4,318,1,0,324
RAJASTHAN,CHURU,SUJANGARH,30,261,383,174,24,872
RAJASTHAN,DAUSA,MAHUA,0,15,0,0,0,15
RAJASTHAN,DUNGARPUR,SAGWARA,0,22,28,0,0,50
RAJASTHAN,DUNGARPUR,SIMALWARA,0,27,0,0,0,27
RAJASTHAN,JAIPUR,AMER,7,0,0,0,0,7
RAJASTHAN,JAIPUR,BASSI,5,5,0,0,0,10
RAJASTHAN,JAIPUR,CHOMU,0,102,0,0,0,102
RAJASTHAN,JAIPUR,PHULERA,0,4,0,0,0,4
RAJASTHAN,JAIPUR,SANGANER,12,6,0,0,0,18
RAJASTHAN,JAISALMER,JAISALMER,1,54,386,12,0,453
RAJASTHAN,JAISALMER,POKARAN,2,319,122,6,0,449
RAJASTHAN,JALORE,AHORE,8,9,0,0,3,20
RAJASTHAN,JALORE,BAGODA,11,758,41,0,1,811
RAJASTHAN,JALORE,BHINMAL,0,69,48,0,0,117
RAJASTHAN,JALORE,JALORE,8,21,6,0,0,35
RAJASTHAN,JALORE,RANIWARA,0,14,0,0,0,14
RAJASTHAN,JALORE,SANCHORE,37,34,3,0,0,74
RAJASTHAN,JALORE,SAYLA,1,2,0,0,0,3
RAJASTHAN,JHALAWAR,JHALARA PATAN,2,13,0,0,0,15
RAJASTHAN,JHALAWAR,KHANPUR,28,17,457,0,0,502
RAJASTHAN,JHALAWAR,PACHPAHAR,2,0,0,0,0,2
RAJASTHAN,JHALAWAR,PIRAWA,10,14,2,0,0,26
RAJASTHAN,JHUNJHUNU,BUHANA,0,7,0,0,0,7
RAJASTHAN,JODHPUR,BHOPAL GARH,60,3664,512,5,51,4292
RAJASTHAN,JODHPUR,BILADA,46,1677,426,1,3,2153
RAJASTHAN,JODHPUR,JODHPUR,3,461,200,13,12,689
RAJASTHAN,JODHPUR,ONSIA,48,3281,1583,4,131,5047
RAJASTHAN,JODHPUR,PHALODI,24,474,523,63,61,1145
RAJASTHAN,JODHPUR,SHER GARH,3,247,87,0,0,337
RAJASTHAN,KAROLI,HINDON,44,81,0,0,0,125
RAJASTHAN,KAROLI,NADOTI,1,6,0,0,0,7
RAJASTHAN,KAROLI,SAPOTRA,7,18,36,0,0,61
RAJASTHAN,KAROLI,TODA BHIM,1,240,1,0,0,242
RAJASTHAN,KOTA,DIGOD,19,574,1027,11,2,1633
RAJASTHAN,KOTA,LADPURA,6,116,58,0,0,180
RAJASTHAN,KOTA,PIPALLDA,0,10,4,0,0,14
RAJASTHAN,KOTA,RAMGANJMANDI,2,0,0,0,0,2
RAJASTHAN,KOTA,SANGOD,0,11,15,0,0,26
RAJASTHAN,NAGAUR,DEEDWANA,0,9,0,0,0,9
RAJASTHAN,NAGAUR,DEGANA,17,290,27,2,2,338
RAJASTHAN,NAGAUR,JAYAL,12,148,22,0,2,184
RAJASTHAN,NAGAUR,KHEEVSAR,2,1014,221,15,0,1252
RAJASTHAN,NAGAUR,LADNU,7,624,81,4,5,721
RAJASTHAN,NAGAUR,MAKRANA,0,8,0,0,0,8
RAJASTHAN,NAGAUR,MERTA,78,3409,44,1,177,3709
RAJASTHAN,NAGAUR,NAGAUR,85,2223,206,12,91,2617
RAJASTHAN,NAGAUR,NAWA,40,134,8,2,0,184
RAJASTHAN,NAGAUR,PARBATSAR,1,37,0,0,0,38
RAJASTHAN,PALI,BALI,8,2,0,0,0,10
RAJASTHAN,PALI,JAITARAN,26,268,135,0,1,430
RAJASTHAN,PALI,MARWAR JUNCTION,3,48,0,0,0,51
RAJASTHAN,PALI,PALI,0,6,0,0,0,6
RAJASTHAN,PALI,RAIPUR,0,1,0,0,0,1
RAJASTHAN,PALI,ROHAT,0,0,1,0,0,1
RAJASTHAN,PALI,SOJAT,1,100,1,0,0,102
RAJASTHAN,PALI,SUMERPUR,0,4,0,0,0,4
RAJASTHAN,RAJSAMAND,AMET,6,26,4,0,0,36
RAJASTHAN,RAJSAMAND,DEVGARH,3,0,0,0,0,3
RAJASTHAN,RAJSAMAND,RAILMAGRA,4,2,0,0,0,6
RAJASTHAN,RAJSAMAND,RAJSAMAND,4,80,1,0,0,85
RAJASTHAN,SAWAI MADHOPUR,BAOLI,1,5,0,0,0,6
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,0,15,166,0,0,181
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,1,1,0,0,0,2
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,22,301,256,1,2,582
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,71,155,38,0,5,269
RAJASTHAN,SIKAR,DATARAM GARH,8,1,0,0,0,9
RAJASTHAN,SIKAR,LAXMAN GARH,3,43,8,0,0,54
RAJASTHAN,SIKAR,SHRI MADHOPUR,2,1,0,0,0,3
RAJASTHAN,SIKAR,SIKAR,0,32,6,0,1,39
RAJASTHAN,SIROHI,ABUROAD,2,1,0,0,0,3
RAJASTHAN,SIROHI,REVDAR,2,3,0,0,0,5
RAJASTHAN,SIROHI,SHIVGANJ,0,10,4,0,0,14
RAJASTHAN,SIROHI,SIROHI,0,37,14,0,0,51
RAJASTHAN,TONK,UNIYARA,46,142,68,0,0,256
RAJASTHAN,UDAIPUR,GIRWA,77,68,0,0,0,145
RAJASTHAN,UDAIPUR,GOGUNDA,0,1,0,0,0,1
RAJASTHAN,UDAIPUR,JHADOL,6,17,9,0,0,32
RAJASTHAN,UDAIPUR,KHERWADA,0,27,0,0,0,27
RAJASTHAN,UDAIPUR,MAWLI,27,79,2,0,0,108
RAJASTHAN,UDAIPUR,VALLABH NAGAR,9,44,0,0,0,53
TAMIL NADU,COIMBATORE,ANAMALAI,510,249,2,0,0,761
TAMIL NADU,COIMBATORE,ANNUR,216,880,83,0,1,1180
