-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.6.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
TAMIL NADU,COIMBATORE,AVINASHI,175,1329,245,39,104,1892
TAMIL NADU,COIMBATORE,KINATHUKADAVU,269,1167,0,0,0,1436
TAMIL NADU,COIMBATORE,KUDIMANGALAM,561,1091,1,0,0,1653
TAMIL NADU,COIMBATORE,MADATTHUKULAM,303,183,2,0,14,502
TAMIL NADU,COIMBATORE,MADUKKARAI,423,138,18,0,2,581
TAMIL NADU,COIMBATORE,METTUPALAYAM,53,738,12,5,28,836
TAMIL NADU,COIMBATORE,PALLADAM,77,132,0,0,67,276
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,251,608,40,0,75,974
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,1228,322,0,0,0,1550
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,709,339,0,0,0,1048
TAMIL NADU,COIMBATORE,PONGALUR,288,1292,38,2,49,1669
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,146,552,26,0,0,724
TAMIL NADU,COIMBATORE,SOOLUR,107,493,1,0,1,602
TAMIL NADU,COIMBATORE,SULTHANPET,117,717,0,5,0,839
TAMIL NADU,COIMBATORE,THIRUPPUR,390,836,85,0,9,1320
TAMIL NADU,COIMBATORE,THONDAMUTHUR,337,1418,202,27,23,2007
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,1461,624,29,8,1,2123
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,3,0,0,0,3
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,5,0,0,7,12
TAMIL NADU,CUDDALORE,CUDDALORE,0,441,87,5,0,533
TAMIL NADU,CUDDALORE,KAMMAPURAM,17,229,151,0,4,401
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,11,777,1,17,174,980
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,105,258,0,0,0,363
TAMIL NADU,CUDDALORE,KUMARATCHI,0,13,1,0,1,15
TAMIL NADU,CUDDALORE,KURINJIPADY,1,363,31,15,0,410
TAMIL NADU,CUDDALORE,MANGALORE,0,29,0,0,0,29
TAMIL NADU,CUDDALORE,NALLUR,0,16,0,0,2,18
TAMIL NADU,CUDDALORE,PANRUTI,0,26,0,0,0,26
TAMIL NADU,CUDDALORE,VRIDHACHALAM,14,920,63,2,1,1000
TAMIL NADU,DHARMAPURI,BARUGUR,43,13,19,23,0,98
TAMIL NADU,DHARMAPURI,HOSUR,65,661,20,5,11,762
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,15,0,0,0,0,15
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),45,140,2,0,9,196
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,1,0,9,0,0,10
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,14,74,14,0,0,102
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,26,195,94,0,1,316
TAMIL NADU,DHARMAPURI,THALLY,21,488,1,1,11,522
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,0,1,2,0,0,3
TAMIL NADU,DINDIGUL,ATHOOR,320,37,0,0,0,357
TAMIL NADU,DINDIGUL,BATLAGUNDU,1,67,0,0,5,73
TAMIL NADU,DINDIGUL,DINDIGUL,0,2,0,0,0,2
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,118,213,0,1,1,333
TAMIL NADU,DINDIGUL,NATHAM,13,2,6,0,0,21
TAMIL NADU,DINDIGUL,NILAKOTTAI,27,14,0,0,0,41
TAMIL NADU,DINDIGUL,ODDANCHATRAM,507,330,0,1,1,839
TAMIL NADU,DINDIGUL,PALANI,22,9,8,21,0,60
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,5,29,0,0,0,34
TAMIL NADU,DINDIGUL,SHANARPATTI,81,44,5,3,0,133
TAMIL NADU,DINDIGUL,THOPPAMPATTI,220,12,0,0,27,259
TAMIL NADU,DINDIGUL,VADAMADURAI,21,231,12,13,0,277
TAMIL NADU,DINDIGUL,VEDASANDUR,158,369,0,1,0,528
TAMIL NADU,ERODE,AMMAPETTAI,35,11,0,0,0,46
TAMIL NADU,ERODE,ANTHIYUR,70,68,1,7,3,149
TAMIL NADU,ERODE,BHAVANI,133,182,1,0,0,316
TAMIL NADU,ERODE,BHAVANISAGAR,29,403,4,0,20,456
TAMIL NADU,ERODE,CHENNIMALAI,154,0,1,0,16,171
TAMIL NADU,ERODE,DHARAPURAM,26,9,0,0,0,35
TAMIL NADU,ERODE,ERODE,3,2,0,0,0,5
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,414,859,2,0,38,1313
TAMIL NADU,ERODE,KANGEYAM,34,0,1,0,1,36
TAMIL NADU,ERODE,KODUMUDI,0,1,0,0,0,1
TAMIL NADU,ERODE,KUMDADAM,52,20,2,0,0,74
TAMIL NADU,ERODE,MODAKURICHI,261,1,0,0,0,262
TAMIL NADU,ERODE,MOOLANUR,50,0,0,0,0,50
TAMIL NADU,ERODE,NAMBIYUR,586,1040,6,1,0,1633
TAMIL NADU,ERODE,PERUNTHURAI,555,1,21,5,0,582
TAMIL NADU,ERODE,SATHYAMANGALAM,131,258,0,1,6,396
TAMIL NADU,ERODE,THALAVADI,70,202,3,0,6,281
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,146,260,2,0,5,413
TAMIL NADU,ERODE,UTHUKULI,467,18,5,0,0,490
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,0,1,0,0,0,1
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,0,131,0,0,0,131
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,17,4,77,0,0,98
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,22,1,0,0,2,25
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,90,18,7,0,0,115
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,34,0,0,0,0,34
TAMIL NADU,KANCHEEPURAM,WALAJABAD,78,0,0,0,0,78
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,15,0,0,0,1,16
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,0,7,0,0,0,7
TAMIL NADU,KANYAKUMARI,MELPURAM,0,0,0,0,2,2
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,221,45,0,0,0,266
TAMIL NADU,KANYAKUMARI,THOVALAI,0,20,0,0,0,20
TAMIL NADU,KANYAKUMARI,THUCKALAY,0,1,0,0,0,1
TAMIL NADU,KARUR,ARAVAKURICHI,174,150,0,0,0,324
TAMIL NADU,KARUR,K.PARAMATHI,0,50,0,0,0,50
TAMIL NADU,KARUR,KADAVUR,10,152,7,12,2,183
TAMIL NADU,KARUR,KARUR,8,10,4,0,9,31
TAMIL NADU,KARUR,KRISHNARAYAPURAM,6,3,0,0,0,9
TAMIL NADU,KARUR,KULITHALAI,0,3,0,0,0,3
TAMIL NADU,KARUR,THANTHONI,139,125,4,1,0,269
TAMIL NADU,KARUR,THOGAMALAI,7,55,0,0,0,62
TAMIL NADU,MADURAI,ALANGANALLUR,68,0,2,3,0,73
TAMIL NADU,MADURAI,CHELLAMPATTI,77,0,0,1,1,79
TAMIL NADU,MADURAI,KALLIKUDI,1,0,0,0,0,1
TAMIL NADU,MADURAI,KALLUPATTI(T),3,0,0,1,0,4
TAMIL NADU,MADURAI,KOTTAMPATTI,18,0,0,0,0,18
TAMIL NADU,MADURAI,MADURAI EAST,16,0,1,5,15,37
TAMIL NADU,MADURAI,MADURAI WEST,8,0,0,0,0,8
TAMIL NADU,MADURAI,MELUR,39,12,0,0,0,51
TAMIL NADU,MADURAI,SEDAPATTI,24,0,0,0,0,24
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,64,0,0,0,0,64
TAMIL NADU,MADURAI,TIRUMANGALAM,16,0,0,0,0,16
TAMIL NADU,MADURAI,USILAMPATTI,25,0,0,0,0,25
TAMIL NADU,MADURAI,VADIPATTI,7,0,0,0,0,7
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,182,663,0,0,17,862
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,66,21,2,0,0,89
TAMIL NADU,NAMAKKAL,KABILARMALAI,0,2,0,0,9,11
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,0,0,0,4,4
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,0,425,51,0,0,476
TAMIL NADU,NAMAKKAL,MOHANUR,88,57,0,0,0,145
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,0,17,0,0,0,17
TAMIL NADU,NAMAKKAL,NAMAKKAL,0,202,0,0,0,202
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,2,306,0,0,26,334
TAMIL NADU,NAMAKKAL,PARAMATHI,16,221,0,0,12,249
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,0,92,0,0,0,92
TAMIL NADU,NAMAKKAL,RASIPURAM,9,88,0,0,0,97
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,81,24,0,0,0,105
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,77,895,6,0,1,979
TAMIL NADU,NAMAKKAL,VENNANDHUR,5,93,0,0,0,98
TAMIL NADU,NILGIRIS,KOTAGIRI,1,0,0,0,0,1
TAMIL NADU,PERAMBALUR,ANDIMADAM,86,242,67,1,0,396
TAMIL NADU,PERAMBALUR,ARIYALUR,19,28,3,0,0,50
TAMIL NADU,PERAMBALUR,JAYANKONDAM,45,350,17,2,0,414
TAMIL NADU,PERAMBALUR,SENDURAI,17,889,8,2,5,921
TAMIL NADU,PERAMBALUR,THIRUMANUR,39,23,0,1,0,63
TAMIL NADU,PERAMBALUR,TPALUR,29,445,9,22,74,579
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,32,0,3,0,0,35
TAMIL NADU,PERAMBALUR,VEPPUR,183,54,0,1,0,238
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,1,0,0,0,0,1
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,36,1218,21,0,68,1343
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,49,148,2,5,1,205
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,0,0,0,0,4,4
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,219,363,140,31,5,758
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,401,1384,93,4,2,1884
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,27,21,11,0,0,59
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,0,12,1,0,0,13
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,10,3,0,0,0,13
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,45,712,100,0,4,861
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,156,2407,11,0,4,2578
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,1,17,0,0,0,18
TAMIL NADU,RAMANATHAPURAM,BOGALUR,0,0,0,0,1,1
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,4,223,8,1,46,282
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,0,46,2,0,0,48
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,2,226,10,1,5,244
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,0,2,1,0,0,3
TAMIL NADU,SALEM,ATTUR,0,93,0,0,0,93
TAMIL NADU,SALEM,AYODYAPATTANAM,0,69,0,0,0,69
TAMIL NADU,SALEM,EDAPPADI,18,594,0,0,0,612
TAMIL NADU,SALEM,GANGAVALLI,0,6,0,0,0,6
TAMIL NADU,SALEM,KADAYAMPATTI,1,401,0,0,0,402
TAMIL NADU,SALEM,KOLATHUR,0,287,0,0,0,287
TAMIL NADU,SALEM,KONGANAPURAM,0,288,0,0,0,288
TAMIL NADU,SALEM,MAGUDANCHAVADI,0,427,0,0,0,427
TAMIL NADU,SALEM,MECHERI,75,506,28,0,0,609
TAMIL NADU,SALEM,NANGAVALLI,0,328,0,0,0,328
TAMIL NADU,SALEM,OMALUR,210,12,59,0,0,281
TAMIL NADU,SALEM,PANAMARATHUPATTI,7,0,0,0,0,7
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,0,373,0,0,0,373
TAMIL NADU,SALEM,SANKARI,84,693,5,0,0,782
TAMIL NADU,SALEM,THALAIVASAL,9,114,0,0,0,123
TAMIL NADU,SALEM,THARAMANGALAM,403,1,0,0,0,404
TAMIL NADU,SALEM,VALAPPADY,0,596,0,0,0,596
TAMIL NADU,SALEM,VEERAPANDI,7,32,0,0,0,39
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,3,32,39,2,4,80
TAMIL NADU,SIVAGANGA,ILAYANGUDI,57,67,10,9,23,166
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,3,7,0,2,0,12
TAMIL NADU,SIVAGANGA,KALLAL,0,30,0,0,0,30
TAMIL NADU,SIVAGANGA,KANNANGUDI,4,8,3,0,0,15
TAMIL NADU,SIVAGANGA,MANAMADURAI,2,4,1,0,1,8
TAMIL NADU,SIVAGANGA,S. PUDUR,19,3,0,0,0,22
TAMIL NADU,SIVAGANGA,SAKKOTTAI,3,37,13,3,0,56
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,0,56,0,0,0,56
TAMIL NADU,SIVAGANGA,SIVAGANGA,0,5,9,0,0,14
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,2,5,5,0,0,12
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,29,14,1,1,0,45
TAMIL NADU,THANJAVUR,AMMAPETTAI,36,272,97,15,2,422
TAMIL NADU,THANJAVUR,BUDHALUR,0,7,2,0,0,9
TAMIL NADU,THANJAVUR,MADHUKUR,67,2327,235,19,67,2715
TAMIL NADU,THANJAVUR,ORATHANADU,303,2703,152,31,308,3497
TAMIL NADU,THANJAVUR,PATTUKOTTAI,54,2718,234,29,4,3039
TAMIL NADU,THANJAVUR,PERAVURANI,110,1598,61,30,17,1816
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,85,1672,17,9,76,1859
TAMIL NADU,THANJAVUR,THANJAVUR,15,243,448,7,15,728
TAMIL NADU,THANJAVUR,THIRUVONAM,127,679,100,7,48,961
TAMIL NADU,THENI,ANDIPATTI,18,117,1,0,0,136
TAMIL NADU,THENI,BODI,37,39,16,0,0,92
TAMIL NADU,THENI,CHINNAMANNUR,77,357,0,17,49,500
TAMIL NADU,THENI,CUMBUM,5,286,7,0,0,298
TAMIL NADU,THENI,MYILADUMPARAI,0,78,0,0,0,78
TAMIL NADU,THENI,PERIYAKULAM,977,20,23,3,0,1023
TAMIL NADU,THENI,THENI,58,13,0,0,0,71
TAMIL NADU,THENI,UTHAMAPALAYAM,51,311,13,0,0,375
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,1,0,0,0,1
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,28,1,4,0,0,33
TAMIL NADU,THIRUVALLUR,MINJUR,2,0,0,0,0,2
TAMIL NADU,THIRUVALLUR,PALLIPATTU,3,1,176,15,0,195
TAMIL NADU,THIRUVALLUR,R.K.PEET,38,6,21,0,0,65
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,3,0,0,0,0,3
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,69,0,0,0,1,70
TAMIL NADU,THIRUVALLUR,TIRUTTANI,5,0,0,0,0,5
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,0,27,0,0,0,27
TAMIL NADU,THIRUVARUR,KORADACHERRY,2,20,0,0,0,22
TAMIL NADU,THIRUVARUR,KOTTUR,0,106,5,5,0,116
TAMIL NADU,THIRUVARUR,MANNARGUDI,45,1291,19,4,0,1359
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,5,1002,23,11,1,1042
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,1,42,2,16,0,61
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,7,34,0,0,0,41
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,7,1,0,0,0,8
TAMIL NADU,TIRUCHIRAPPALLI,MUSIRI,0,31,0,0,0,31
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,0,20,1,0,0,21
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,53,31,0,0,0,84
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,0,12,0,0,0,12
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,13,2,0,0,0,15
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,51,4,0,0,0,55
TAMIL NADU,TIRUNELVELI,ALANGULAM,31,0,0,0,0,31
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,5,0,0,0,0,5
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,10,20,2,0,2,34
TAMIL NADU,TIRUNELVELI,KADAYAM,6,14,0,1,1,22
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,9,33,0,0,0,42
TAMIL NADU,TIRUNELVELI,KALAKAD,0,1,0,0,0,1
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,2,21,0,0,0,23
TAMIL NADU,TIRUNELVELI,MANUR,3,8,0,0,0,11
TAMIL NADU,TIRUNELVELI,NANGUNERI,0,16,7,0,0,23
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,16,12,1,0,0,29
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,1,5,3,0,0,9
TAMIL NADU,TIRUNELVELI,RADHAPURAM,38,24,0,0,0,62
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,0,19,1,0,0,20
TAMIL NADU,TIRUNELVELI,TENKASI,0,16,0,0,8,24
TAMIL NADU,TIRUNELVELI,VALLIOOR,10,216,0,0,6,232
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,0,25,0,0,3,28
TAMIL NADU,TIRUVANNAMALAI,ARNI,9,1,2,0,0,12
TAMIL NADU,TIRUVANNAMALAI,POLUR,1,1,1,0,0,3
TAMIL NADU,TIRUVANNAMALAI,WEST ARNI,5,6,2,0,0,13
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,0,0,0,0,1,1
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,0,10,0,0,0,10
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,15,9,0,0,1,25
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,5,4,6,0,2,17
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,0,5,0,0,0,5
TAMIL NADU,TUTICORIN DISTRICT,SATTANKULAM,7,9,0,0,9,25
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,0,14,0,0,0,14
TAMIL NADU,VELLORE,ARCOT,1,0,0,0,0,1
TAMIL NADU,VELLORE,JOLARPET,0,27,4,0,0,31
TAMIL NADU,VELLORE,KANDHILI,13,6,0,0,0,19
TAMIL NADU,VELLORE,KAVERIPAKKAM,0,121,7,0,8,136
TAMIL NADU,VELLORE,NEMILI,29,45,0,0,0,74
TAMIL NADU,VELLORE,SHOLINGUR,0,18,0,0,0,18
TAMIL NADU,VELLORE,THIMIRI,3,3,0,0,0,6
TAMIL NADU,VELLORE,THIRUPATTUR,1,22,0,0,0,23
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,19,2,3,0,1,25
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,11,0,0,0,0,11
TAMIL NADU,VILLUPPURAM,KOLIYANUR,54,0,0,0,0,54
TAMIL NADU,VILLUPPURAM,MARAKKANAM,12,0,2,0,0,14
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,8,0,0,0,0,8
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,0,50,0,0,1,51
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,6,0,1,0,0,7
TAMIL NADU,VILLUPPURAM,VAANOOR,840,201,2,1,0,1044
TAMIL NADU,VILLUPPURAM,VALLAM,29,2,0,0,0,31
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,1,0,1,0,0,2
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,8,1,0,2,0,11
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,10,3,0,2,5,20
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,0,2,0,0,0,2
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,3,36,9,0,1,49
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,15,59,6,0,2,82
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,0,1,0,0,0,1
TAMIL NADU,VIRUDHUNAGAR,WATRAP,24,56,3,0,0,83
TRIPURA,DHALAI,MANU,0,0,0,2,0,2
TRIPURA,DHALAI,SALEMA,1,0,0,0,0,1
TRIPURA,NORTH TRIPURA,GOURNAGAR,1,0,0,0,0,1
TRIPURA,NORTH TRIPURA,KADAMTALA,1,0,0,2,1,4
TRIPURA,NORTH TRIPURA,KUMARGHAT,1,0,0,0,0,1
TRIPURA,NORTH TRIPURA,PANISAGAR,2,0,0,4,0,6
TRIPURA,SOUTH TRIPURA,BAGAFA,3,0,0,0,0,3
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,2,0,0,0,0,2
TRIPURA,SOUTH TRIPURA,KAKRABAN,8,0,0,0,0,8
TRIPURA,SOUTH TRIPURA,KILLA,1,0,0,0,0,1
TRIPURA,SOUTH TRIPURA,MATABARI,9,0,0,0,0,9
TRIPURA,SOUTH TRIPURA,RAJNAGAR,7,0,0,0,0,7
TRIPURA,SOUTH TRIPURA,RUPAICHARI,1,0,0,0,0,1
TRIPURA,SOUTH TRIPURA,SATCHAND,1,0,0,0,0,1
TRIPURA,WEST TRIPURA,BISHALGARH,24,0,0,1,0,25
TRIPURA,WEST TRIPURA,BOXANAGAR,6,0,0,1,0,7
TRIPURA,WEST TRIPURA,DUKLI,32,0,0,1,0,33
TRIPURA,WEST TRIPURA,JAMPUIJALA,3,0,0,0,0,3
TRIPURA,WEST TRIPURA,JIRANIA,9,0,0,2,0,11
TRIPURA,WEST TRIPURA,KALYANPUR,0,0,0,2,0,2
TRIPURA,WEST TRIPURA,KATHALIA,2,0,0,0,0,2
TRIPURA,WEST TRIPURA,KHOWAI,4,0,0,0,0,4
TRIPURA,WEST TRIPURA,MANDAI,2,0,0,0,0,2
TRIPURA,WEST TRIPURA,MELAGHAR,5,0,0,0,1,6
TRIPURA,WEST TRIPURA,MOHANPUR,18,0,0,0,0,18
TRIPURA,WEST TRIPURA,PADMABILL,1,0,0,0,0,1
TRIPURA,WEST TRIPURA,TELIAMURA,4,0,0,0,0,4
TRIPURA,WEST TRIPURA,TULASHIKHAR,3,0,0,0,0,3
UTTAR PRADESH,AGRA,BAH,93,22,7,0,2,124
UTTAR PRADESH,AGRA,BAMROLI AHIR,1,7,0,0,0,8
UTTAR PRADESH,AGRA,ETMADPUR,0,35,2,0,2,39
UTTAR PRADESH,AGRA,FATEHABAD,3,120,8,26,2,159
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,1,42,9,0,0,52
UTTAR PRADESH,AGRA,JETPUR KALAN,70,23,3,3,0,99
UTTAR PRADESH,AGRA,KHANDOLI,9,12,19,0,0,40
UTTAR PRADESH,AGRA,KHERA GARH,0,31,0,0,5,36
UTTAR PRADESH,AGRA,PINAHAT,58,46,13,3,0,120
UTTAR PRADESH,AGRA,SAIYA,0,46,0,1,17,64
UTTAR PRADESH,AGRA,SHAMSABAD,9,19,0,0,0,28
UTTAR PRADESH,ALIGARH,AKRABAD,1,29,2,0,0,32
UTTAR PRADESH,ALIGARH,ATRAULI,63,0,2,2,2,69
UTTAR PRADESH,ALIGARH,CHANDOUS,35,32,1,0,0,68
UTTAR PRADESH,ALIGARH,DHANIPUR,0,29,0,0,0,29
UTTAR PRADESH,ALIGARH,GANGIRI,56,4,3,0,3,66
UTTAR PRADESH,ALIGARH,GONDA,0,11,0,0,0,11
UTTAR PRADESH,ALIGARH,IGLAS,8,46,0,0,0,54
UTTAR PRADESH,ALIGARH,JAWA,14,28,0,0,0,42
UTTAR PRADESH,ALIGARH,KHAIR,38,18,2,0,3,61
UTTAR PRADESH,ALIGARH,LODHA,31,23,0,0,0,54
UTTAR PRADESH,ALIGARH,TAPPAL,17,50,0,0,0,67
UTTAR PRADESH,ALIGARH,VIJOLI,64,2,3,1,0,70
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,50,32,19,52,5,158
UTTAR PRADESH,ALLAHABAD,BAHRIA,11,0,1,0,0,12
UTTAR PRADESH,ALLAHABAD,CHAKA,57,0,2,0,0,59
UTTAR PRADESH,ALLAHABAD,DHANUPUR,22,15,1,0,0,38
UTTAR PRADESH,ALLAHABAD,HANDIA,73,12,4,4,2,95
UTTAR PRADESH,ALLAHABAD,JASRA,31,0,3,4,0,38
UTTAR PRADESH,ALLAHABAD,KARCHHANA,101,3,2,2,13,121
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,34,6,0,0,0,40
UTTAR PRADESH,ALLAHABAD,KAURIHAR,59,1,1,0,0,61
UTTAR PRADESH,ALLAHABAD,KORAON,60,1,6,1,0,68
UTTAR PRADESH,ALLAHABAD,MAIJA,27,0,0,0,0,27
UTTAR PRADESH,ALLAHABAD,MANDA,31,18,2,1,0,52
UTTAR PRADESH,ALLAHABAD,MAUAIMA,3,0,0,0,0,3
UTTAR PRADESH,ALLAHABAD,PHULPUR,19,0,1,0,0,20
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,40,3,2,0,0,45
UTTAR PRADESH,ALLAHABAD,SAIDABADA,78,26,5,9,1,119
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,50,3,0,1,0,54
UTTAR PRADESH,ALLAHABAD,SORAON,10,0,0,0,0,10
UTTAR PRADESH,ALLAHABAD,URUWAN,114,1,0,0,0,115
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,87,0,0,0,0,87
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,6,0,0,0,0,6
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,111,0,1,0,0,112
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,28,0,0,0,0,28
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,33,0,0,0,0,33
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,60,0,0,0,0,60
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,55,0,0,0,0,55
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,5,0,0,0,0,5
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,8,0,1,0,0,9
UTTAR PRADESH,AURAIYA,ACHALDA,64,0,0,0,0,64
UTTAR PRADESH,AURAIYA,AJEETMAL,94,0,0,0,0,94
UTTAR PRADESH,AURAIYA,ARVA KATARA,107,0,0,0,0,107
UTTAR PRADESH,AURAIYA,AURIAYA,53,0,0,0,0,53
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,69,0,0,0,0,69
UTTAR PRADESH,AURAIYA,BIDHUNA,64,0,0,0,0,64
UTTAR PRADESH,AURAIYA,SAHAR,21,0,0,0,0,21
