-----
{
 "description": "The table refers to block wise culturable command area and potential created through shallow tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Shallow Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.13.csv"
}
-----
State,District,Block,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
ASSAM,DIBRUGARH,JOYPUR,431,358,187,0,0,545
ASSAM,DIBRUGARH,KHOWANG,748,695,518,0,24,1237
ASSAM,DIBRUGARH,LAHOWAL,859,750,684,0,3,1437
ASSAM,DIBRUGARH,PANITOLA,719,678,431,0,0,1109
ASSAM,DIBRUGARH,TENGAKHAT,578,512,344,0,0,856
ASSAM,GOALPARA,BALIJANA,225,193,158,2,0,353
ASSAM,GOALPARA,DUDHNOI,65,65,8,0,0,73
ASSAM,GOALPARA,LAKHIPUR,347,319,246,1,32,598
ASSAM,GOALPARA,MATIA,255,252,137,0,4,393
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,48,36,20,0,0,56
ASSAM,GOLAGHAT,GOLAGHAT EAST,91,76,57,0,9,142
ASSAM,GOLAGHAT,GOLAGHAT NORTH,255,228,114,0,0,342
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,318,283,212,0,5,500
ASSAM,GOLAGHAT,GOLAGHAT WEST,445,410,284,0,17,711
ASSAM,GOLAGHAT,GOMARIGURI,8,8,5,0,0,13
ASSAM,HAILAKANDI,HAILAKANDI,234,212,84,0,0,296
ASSAM,HAILAKANDI,LALA,26,24,5,0,0,29
ASSAM,JORHAT,JORHAT,49,49,39,0,0,88
ASSAM,JORHAT,JORHAT CENTRAL,233,202,153,0,0,355
ASSAM,JORHAT,JORHAT EAST,319,308,232,0,0,540
ASSAM,JORHAT,MAJULI,2697,1596,2434,0,1,4031
ASSAM,JORHAT,NORTH WEST JORHAT,348,331,256,0,0,587
ASSAM,JORHAT,TITABOR,10,10,8,0,0,18
ASSAM,KAMRUP,BOKO BANGAON,51,44,19,1,3,67
ASSAM,KAMRUP,CHAMARIA,79,77,74,0,13,164
ASSAM,KAMRUP,CHHAYGAON,131,128,85,0,3,216
ASSAM,KAMRUP,DIMORIA,61,35,54,0,0,89
ASSAM,KAMRUP,HAJO,519,403,184,14,32,633
ASSAM,KAMRUP,KAMALPUR,305,286,70,0,0,356
ASSAM,KAMRUP,KARARA,663,595,89,0,38,722
ASSAM,KAMRUP,RAMPUR,234,231,134,1,0,366
ASSAM,KAMRUP,RANGIA,804,677,398,0,5,1080
ASSAM,KAMRUP,RANI,156,116,54,0,0,170
ASSAM,KARBI ANGLONG,AMRI,2,2,0,0,0,2
ASSAM,KARBI ANGLONG,BOKAJAN,23,19,10,0,2,31
ASSAM,KARBI ANGLONG,HOWRAGHAT,104,92,34,9,2,137
ASSAM,KARBI ANGLONG,LUMBAJONG,9,7,2,0,0,9
ASSAM,KARBI ANGLONG,RONGKHONG,155,73,75,1,14,163
ASSAM,KARBI ANGLONG,SAMILONGSO,11,7,4,0,2,13
ASSAM,KARIMGANJ,BADARPUR,4,3,3,0,0,6
ASSAM,KARIMGANJ,NORTH KARIMGANJ,77,42,48,0,0,90
ASSAM,KARIMGANJ,PATHARKANDI,105,43,63,0,0,106
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,107,65,71,0,0,136
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,103,73,76,0,0,149
ASSAM,KOKRAJHAR,DOTOMA,596,504,443,0,0,947
ASSAM,KOKRAJHAR,GOSSAIGAON,139,114,73,0,0,187
ASSAM,KOKRAJHAR,KACHUGAON,761,739,511,0,2,1252
ASSAM,KOKRAJHAR,KOKRAJHAR,248,208,114,0,0,322
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),135,104,62,0,0,166
ASSAM,LAKHIMPUR,BIHPURIA,838,782,523,2,43,1350
ASSAM,LAKHIMPUR,BORDALANI,146,131,62,0,22,215
ASSAM,LAKHIMPUR,DHAKUAKHANA,435,384,241,0,23,648
ASSAM,LAKHIMPUR,LAKHIMPUR,631,501,281,0,10,792
ASSAM,LAKHIMPUR,NARAYANPUR,526,473,395,0,11,879
ASSAM,LAKHIMPUR,NOWBOICHA,423,393,157,0,5,555
ASSAM,MARIGAON,BHURBANDHA,1019,905,664,1,40,1610
ASSAM,MARIGAON,KAPILI,19,17,15,0,1,33
ASSAM,MARIGAON,LAHARIGHAT,815,675,418,0,102,1195
ASSAM,MARIGAON,MAYONG,1319,1245,713,0,12,1970
ASSAM,NAGAON,BATADRAVA,421,398,305,0,0,703
ASSAM,NAGAON,JUGIJAN,681,618,422,0,39,1079
ASSAM,NAGAON,JURIA,238,212,140,0,0,352
ASSAM,NAGAON,KALIABOR,967,805,468,0,101,1374
ASSAM,NAGAON,KAPILI,12,12,9,0,1,22
ASSAM,NAGAON,KAPILI PT.I,460,412,275,1,2,690
ASSAM,NAGAON,KATHIATOLI,1868,1792,1012,2,10,2816
ASSAM,NAGAON,KHAGARIJAN,310,289,121,0,0,410
ASSAM,NAGAON,LANKA,637,545,370,1,18,934
ASSAM,NAGAON,LAOKHOWA,247,236,131,0,0,367
ASSAM,NAGAON,RUPAHI,215,208,97,0,3,308
ASSAM,NALBARI,BARIGOG BANBHAG,163,147,118,0,4,269
ASSAM,NALBARI,BARKHETRI,621,545,283,0,0,828
ASSAM,NALBARI,BASKA,498,453,385,0,94,932
ASSAM,NALBARI,PASCHIM NALBARI,288,255,186,0,9,450
ASSAM,NALBARI,PUB NALBARI,429,391,271,0,3,665
ASSAM,NALBARI,TAMULPUR,330,321,248,0,5,574
ASSAM,NALBARI,TIHU BARAMA,314,312,206,0,2,520
ASSAM,SIBSAGAR,AMGURI,328,274,164,1,56,495
ASSAM,SIBSAGAR,DEMOW,746,710,435,0,27,1172
ASSAM,SIBSAGAR,NAZIRA,306,255,153,0,71,479
ASSAM,SIBSAGAR,SAPEKHATI,80,70,56,0,0,126
ASSAM,SIBSAGAR,SONARI,629,612,331,0,5,948
ASSAM,SONITPUR,BALIPARA,1324,1203,960,2,15,2180
ASSAM,SONITPUR,BEHALI,423,350,226,0,0,576
ASSAM,SONITPUR,BISWANATH,79,74,21,0,0,95
ASSAM,SONITPUR,CHAIDUAR,1467,1310,860,1,36,2207
ASSAM,SONITPUR,DHEKIAJULI,1174,1049,684,0,88,1821
ASSAM,SONITPUR,GABHORU,907,856,659,0,0,1515
ASSAM,SONITPUR,NADUAR,647,514,511,0,13,1038
ASSAM,TINSUKIA,HAPJAN,677,577,299,0,0,876
ASSAM,TINSUKIA,KAKOPATHAR,1230,1180,254,1,8,1443
ASSAM,TINSUKIA,MARGHERITA,177,170,80,0,2,252
ASSAM,TINSUKIA,SADIYA,250,244,69,0,1,314
BIHAR,ARARIA,ARARIA,2185,1970,2130,143,39,4282
BIHAR,ARARIA,BHARGAMA,3527,2391,2711,21,558,5681
BIHAR,ARARIA,FORBESGANJ,10593,7278,10588,46,5932,23844
BIHAR,ARARIA,JOKIHAT,3345,1749,1997,0,0,3746
BIHAR,ARARIA,KURSAKATTA,2209,947,1881,270,743,3841
BIHAR,ARARIA,NARPAIGANJ,2738,1212,1578,9,1484,4283
BIHAR,ARARIA,PALASI,7604,6523,3835,1260,1054,12672
BIHAR,ARARIA,RANIGANJ,2539,1252,1979,301,439,3971
BIHAR,ARARIA,SIKTI,3048,1707,1482,7,214,3410
BIHAR,AURANGABAD,AURANGABAD,1698,1151,972,41,91,2255
BIHAR,AURANGABAD,BARUN,2355,1658,1452,74,65,3249
BIHAR,AURANGABAD,DAUDNAGAR,688,404,425,3,0,832
BIHAR,AURANGABAD,DEO,815,538,327,18,18,901
BIHAR,AURANGABAD,GOH,2160,2160,1139,36,1197,4532
BIHAR,AURANGABAD,HASPURA,1928,1774,1533,13,27,3347
BIHAR,AURANGABAD,KUTUMBA,1410,1062,821,31,67,1981
BIHAR,AURANGABAD,MADANPUR,1005,883,524,7,12,1426
BIHAR,AURANGABAD,NABINAGAR,1821,1540,1530,12,180,3262
BIHAR,AURANGABAD,OBRA,1993,1123,916,26,2,2067
BIHAR,AURANGABAD,RAFIGANJ,2776,2038,1731,80,49,3898
BIHAR,BANKA,AMARPUR,4349,1663,2048,151,749,4611
BIHAR,BANKA,BANKA,603,421,407,148,11,987
BIHAR,BANKA,BARAHAT,707,234,334,5,187,760
BIHAR,BANKA,BELHAR,1000,432,673,23,11,1139
BIHAR,BANKA,DHURAIYA,4798,3562,1894,25,27,5508
BIHAR,BANKA,KATORIA,11,11,3,0,0,14
BIHAR,BANKA,PHULLIDUMAR,339,181,200,39,13,433
BIHAR,BANKA,RAJAN,2533,997,1567,140,104,2808
BIHAR,BANKA,SAMBHUGANJ,1547,1217,903,86,3,2209
BIHAR,BEGUSARAI,BACHHAWARA,6879,58,6829,111,119,7117
BIHAR,BEGUSARAI,BAKHARI,2804,669,1701,514,410,3294
BIHAR,BEGUSARAI,BALIA,4592,1032,3278,234,621,5165
BIHAR,BEGUSARAI,BARAUNI,4522,1913,4372,84,2,6371
BIHAR,BEGUSARAI,BEGUSARAI,10296,8259,9408,71,129,17867
BIHAR,BEGUSARAI,BHAGAWANPUR,6165,1168,5498,122,365,7153
BIHAR,BEGUSARAI,BIRPUR,1873,387,1653,511,29,2580
BIHAR,BEGUSARAI,CHERIA BARIARPUR,5285,2281,5548,121,216,8166
BIHAR,BEGUSARAI,CHHAURAHI,5717,1385,4535,469,153,6542
BIHAR,BEGUSARAI,DANDARI,3968,728,2947,17,590,4282
BIHAR,BEGUSARAI,GARHPURA,3029,560,2046,565,125,3296
BIHAR,BEGUSARAI,KHUDABANDPUR,2709,836,2047,460,396,3739
BIHAR,BEGUSARAI,MANSURCHAK,1375,252,1377,31,0,1660
BIHAR,BEGUSARAI,MATIHANI,6496,852,6672,10,120,7654
BIHAR,BEGUSARAI,NAOKHOTHI,5668,1240,4732,309,451,6732
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,3663,4,3716,2,2,3724
BIHAR,BEGUSARAI,TEGHRA,6162,2163,4979,858,1806,9806
BIHAR,BHABUA,BHABUA,3270,2294,1916,0,1,4211
BIHAR,BHABUA,BHAGWANPUR,755,532,554,61,51,1198
BIHAR,BHABUA,CHAINPUR,2333,1861,1553,23,63,3500
BIHAR,BHABUA,CHAND,1485,842,1172,34,19,2067
BIHAR,BHABUA,DURGAWATI,5125,3181,2446,156,251,6034
BIHAR,BHABUA,KUDRA,5349,4871,4711,242,71,9895
BIHAR,BHABUA,MOHANIA,6071,4264,3896,409,80,8649
BIHAR,BHABUA,NUAWN,3069,2263,1570,31,2,3866
BIHAR,BHABUA,RAMGAR,3368,2554,2259,74,19,4906
BIHAR,BHABUA,RAMPUR,266,188,141,14,0,343
BIHAR,BHAGALPUR,BIHPUR,3678,930,2114,824,101,3969
BIHAR,BHAGALPUR,GAURIDIH,648,483,464,6,76,1029
BIHAR,BHAGALPUR,GOPALPUR,953,541,762,84,34,1421
BIHAR,BHAGALPUR,ISMAILPUR,483,150,478,33,89,750
BIHAR,BHAGALPUR,JAGDISHPUR,132,70,67,18,10,165
BIHAR,BHAGALPUR,KAHALGAON,1165,524,852,308,914,2598
BIHAR,BHAGALPUR,KHARIK,3758,1035,2758,330,370,4493
BIHAR,BHAGALPUR,NARAINPUR,1623,496,895,249,87,1727
BIHAR,BHAGALPUR,NATHNAGAR,1972,774,1320,16,1120,3230
BIHAR,BHAGALPUR,NAUGACHHIA,3843,1482,2793,804,157,5236
BIHAR,BHAGALPUR,PIRPAINTI,4102,1971,4102,7,2320,8400
BIHAR,BHAGALPUR,RANGRACHOWK,882,466,612,2,34,1114
BIHAR,BHAGALPUR,SABOUR,1111,1096,1090,0,31,2217
BIHAR,BHAGALPUR,SHAHKUND,5334,1711,3016,366,930,6023
BIHAR,BHAGALPUR,SONHAULLA,1419,740,777,4,1064,2585
BIHAR,BHAGALPUR,SULTANGANJ,2251,1640,1296,24,700,3660
BIHAR,BHOJPUR,AGIAON,1717,701,1401,37,75,2214
BIHAR,BHOJPUR,ARRAHSADAR,4968,4348,4586,2059,1459,12452
BIHAR,BHOJPUR,BARBARA,3101,941,2905,261,258,4365
BIHAR,BHOJPUR,BEHIA,4492,1724,3357,153,237,5471
BIHAR,BHOJPUR,CHARPOKHARI,2432,1391,1416,191,75,3073
BIHAR,BHOJPUR,GARHANI,2023,1174,1229,153,48,2604
BIHAR,BHOJPUR,JAGDISHPUR,9776,5782,5015,90,68,10955
BIHAR,BHOJPUR,KOILWAR,5515,1886,3799,11,43,5739
BIHAR,BHOJPUR,PIRO,5288,3114,2219,71,60,5464
BIHAR,BHOJPUR,SAHAR,875,737,665,51,101,1554
BIHAR,BHOJPUR,SAHPUR,2458,1442,2107,89,23,3661
BIHAR,BHOJPUR,SANDISH,1979,936,1284,23,0,2243
BIHAR,BHOJPUR,TARARI,2973,965,2260,334,188,3747
BIHAR,BHOJPUR,UDWABTNAGAR,3018,1818,1844,55,9,3726
BIHAR,BUXAR,BRAHAMPUR,1489,904,1282,16,4,2206
BIHAR,BUXAR,BUXAR,2663,1820,2396,55,193,4464
BIHAR,BUXAR,CHANGAIN,2227,2185,1783,2,132,4102
BIHAR,BUXAR,CHARKKI,626,361,653,0,0,1014
BIHAR,BUXAR,CHAUSA,2521,1789,1573,39,1,3402
BIHAR,BUXAR,DUMRAIN,4103,3698,3067,223,1,6989
BIHAR,BUXAR,ITARHI,10541,7819,6031,304,356,14510
BIHAR,BUXAR,KESATH,644,500,469,3,1,973
BIHAR,BUXAR,NAWANAGAR,3266,2772,2705,2,3,5482
BIHAR,BUXAR,RAJPUR,8664,7109,7050,118,39,14316
BIHAR,BUXAR,SIMRI,4709,1229,3597,17,6,4849
BIHAR,CHAMPARAN EAST,ADAPUR,3347,1972,1891,6,0,3869
BIHAR,CHAMPARAN EAST,ARERAJ,2774,1599,1815,67,227,3708
BIHAR,CHAMPARAN EAST,BANJARIA,2712,1488,1570,254,287,3599
BIHAR,CHAMPARAN EAST,CHAKIYA,3977,2655,2721,242,3,5621
BIHAR,CHAMPARAN EAST,CHAURADANO,4147,3285,2998,109,86,6478
BIHAR,CHAMPARAN EAST,CHIRAIYA,4658,2288,3273,128,17,5706
BIHAR,CHAMPARAN EAST,DHAKA,3802,2531,3190,4,3,5728
BIHAR,CHAMPARAN EAST,FENHARA,2111,1082,1854,0,0,2936
BIHAR,CHAMPARAN EAST,GHORASAHAN,5216,1882,2641,144,670,5337
BIHAR,CHAMPARAN EAST,HARSIDHI,8181,4440,5979,741,793,11953
BIHAR,CHAMPARAN EAST,KALYANPUR,3552,2122,2802,6,4,4934
BIHAR,CHAMPARAN EAST,KESARIA,4726,848,4726,15,6,5595
BIHAR,CHAMPARAN EAST,KOTWA,3279,1803,2263,331,359,4756
BIHAR,CHAMPARAN EAST,MADHUBAN,4811,2615,2380,34,78,5107
BIHAR,CHAMPARAN EAST,MEHSHI,6235,5097,4629,1127,263,11116
BIHAR,CHAMPARAN EAST,MOTIHARI,6280,2239,3755,570,276,6840
BIHAR,CHAMPARAN EAST,PAHARPUR,4570,1581,2143,461,754,4939
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,6615,2392,5308,55,1,7756
BIHAR,CHAMPARAN EAST,PATAHI,3920,2381,2728,3,4,5116
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,3025,1158,1718,207,279,3362
BIHAR,CHAMPARAN EAST,RAMGARHWA,3663,2884,2331,2052,737,8004
BIHAR,CHAMPARAN EAST,RAXAUL,3205,1328,2013,305,43,3689
BIHAR,CHAMPARAN EAST,SANGRAMPUR,2321,1303,1630,319,97,3349
BIHAR,CHAMPARAN EAST,SUGAULI,4582,2447,3342,185,6,5980
BIHAR,CHAMPARAN EAST,TETARIA,3096,2060,1383,38,137,3618
BIHAR,CHAMPARAN EAST,TURKAULIA,3416,1957,2133,520,156,4766
BIHAR,CHAMPARAN WEST,BAGAHA,3052,2092,1609,171,14,3886
BIHAR,CHAMPARAN WEST,BAIRIA,4795,2520,3057,24,12,5613
BIHAR,CHAMPARAN WEST,BETTIAN,3600,3556,3581,0,2,7139
BIHAR,CHAMPARAN WEST,BHITAHA,2342,2306,2342,2,3,4653
BIHAR,CHAMPARAN WEST,CHANPATIYA,3496,2517,2519,634,64,5734
BIHAR,CHAMPARAN WEST,GAUNAHA,639,408,369,0,0,777
BIHAR,CHAMPARAN WEST,LAURIYA,5328,2954,2632,340,478,6404
BIHAR,CHAMPARAN WEST,MADHUBANI,2132,500,2072,0,20,2592
BIHAR,CHAMPARAN WEST,MAINATANR,2267,1594,994,1,2,2591
BIHAR,CHAMPARAN WEST,MAJHAWALIA,6757,4458,4150,1,29,8638
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,4729,2692,2689,381,77,5839
BIHAR,CHAMPARAN WEST,NAUTAN,3667,3555,3018,201,42,6816
BIHAR,CHAMPARAN WEST,PIPRASI,907,627,907,0,2,1536
BIHAR,CHAMPARAN WEST,RAMNAGAR,4195,1914,1881,445,984,5224
BIHAR,CHAMPARAN WEST,SIDHAW,4088,2257,2261,740,101,5359
BIHAR,CHAMPARAN WEST,SIKTA,3169,3165,3165,4,0,6334
BIHAR,CHAMPARAN WEST,THAKRAHA,1759,1654,1759,4,0,3417
BIHAR,CHAMPARAN WEST,YOGAPATTI,3821,1954,2759,103,129,4945
BIHAR,CHATRA,CHATRA,4,3,2,0,0,5
BIHAR,CHATRA,HUNTERGANJ,85,18,73,1,4,96
BIHAR,CHATRA,PRATAP PUR,286,234,152,13,0,399
BIHAR,DARBHANGA,AUNAGAR,2842,1182,1434,411,10,3037
BIHAR,DARBHANGA,BAHADURPUR,3052,1820,2188,955,680,5643
BIHAR,DARBHANGA,BAHERI,6494,3906,5219,424,344,9893
BIHAR,DARBHANGA,BENIPUR,2749,1922,2645,23,78,4668
BIHAR,DARBHANGA,BIRAUL,4651,1169,3490,112,0,4771
BIHAR,DARBHANGA,DARBHANGA,2387,1011,1818,117,56,3002
BIHAR,DARBHANGA,GHANSHYAMPUR,1893,836,1012,114,138,2100
BIHAR,DARBHANGA,GORA BOURAM,2043,561,1253,171,287,2272
BIHAR,DARBHANGA,HAYAGHAT,1022,422,680,7,25,1134
BIHAR,DARBHANGA,JALE,2848,1255,2022,29,58,3364
BIHAR,DARBHANGA,KEOTI(RANWAY),4023,2009,2689,386,300,5384
BIHAR,DARBHANGA,KIRATPUR,873,297,703,6,523,1529
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,540,16,506,59,13,594
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,1308,15,1344,2,52,1413
BIHAR,DARBHANGA,MANIGACHHI,3033,1558,3211,179,55,5003
BIHAR,DARBHANGA,SINGHWARA,3936,3401,3700,132,1083,8316
BIHAR,DEOGHAR,DEOGHAR,2,2,1,0,0,3
BIHAR,DHANBAD,BAGHMARA,0,0,0,0,0,0
BIHAR,DHANBAD,TOPCHACHI,2,1,1,0,0,2
BIHAR,GAYA,AMAS,338,338,227,2,0,567
BIHAR,GAYA,ATARI,2072,1334,1028,13,6,2381
BIHAR,GAYA,BANROYBAZAR,797,792,548,1,1,1342
BIHAR,GAYA,BARACHATTI,349,233,187,13,7,440
BIHAR,GAYA,BELAGANJ,4366,2354,2301,101,88,4844
BIHAR,GAYA,BODHGAYA,8621,5740,5264,225,222,11451
BIHAR,GAYA,DOBBI,390,195,203,46,25,469
BIHAR,GAYA,DUMARIA,467,222,222,52,19,515
BIHAR,GAYA,FETHPUR,947,683,473,37,2,1195
BIHAR,GAYA,GARARU,1536,841,1052,134,28,2055
BIHAR,GAYA,GAYA SADAR,1033,979,819,60,37,1895
BIHAR,GAYA,GURUA,2503,1150,1740,1,92,2983
BIHAR,GAYA,IMAMGANJ,891,489,338,28,72,927
BIHAR,GAYA,KHIZIRSORAI,5036,3466,3629,37,41,7173
BIHAR,GAYA,KONCH,4369,3224,1900,7,16,5147
BIHAR,GAYA,MANPUR,1493,855,662,36,3,1556
BIHAR,GAYA,MOHANPUR,304,153,187,4,7,351
BIHAR,GAYA,NIMCHAK BATHANI,1710,1325,1150,3,0,2478
BIHAR,GAYA,PARAIYA,1567,949,1055,166,43,2213
BIHAR,GAYA,SHERGHATI,2056,1376,987,163,61,2587
BIHAR,GAYA,TANKUPPA,1326,617,609,88,29,1343
BIHAR,GAYA,TEKARI,4981,4347,3575,172,95,8189
BIHAR,GAYA,WAZGANJ,1284,624,1246,2,2,1874
BIHAR,GIRIDIH,BIRNI,4,0,4,0,0,4
BIHAR,GIRIDIH,GANDEY,6,2,4,0,0,6
BIHAR,GIRIDIH,GAWAN,818,684,616,241,237,1778
BIHAR,GIRIDIH,TISRI,109,39,78,2,0,119
BIHAR,GODDA,BOARIJORE,4,0,4,0,0,4
BIHAR,GODDA,GODDA,547,439,394,24,2,859
BIHAR,GODDA,MAHAGAMA,306,201,206,29,21,457
BIHAR,GODDA,PATHARGAMA,1006,614,662,223,97,1596
BIHAR,GOPALGANJ,BAIKUNTHPUR,6115,2351,4636,500,41,7528
BIHAR,GOPALGANJ,BARAULI,5514,3211,4427,22,37,7697
BIHAR,GOPALGANJ,BHOREY,6367,2789,5542,39,100,8470
BIHAR,GOPALGANJ,BIJAIPUR,4222,1402,2391,334,119,4246
BIHAR,GOPALGANJ,GOPALGANJ,3737,1795,2853,217,66,4931
BIHAR,GOPALGANJ,HATHUA,836,763,857,261,326,2207
BIHAR,GOPALGANJ,KATAIYA,3197,1049,2741,126,60,3976
BIHAR,GOPALGANJ,KUCHAIKOTE,4470,1989,2920,107,148,5164
BIHAR,GOPALGANJ,MANJHA,4450,4181,4483,355,104,9123
BIHAR,GOPALGANJ,PHULWARIYA,2031,1366,1902,10,32,3310
BIHAR,GOPALGANJ,PUNCHDEORI,1350,402,1071,2,2,1477
BIHAR,GOPALGANJ,SIDHWALIA,4280,1792,2961,168,257,5178
BIHAR,GOPALGANJ,THAWE,2583,1116,1984,386,1,3487
BIHAR,GOPALGANJ,UCHKAGAON,2909,857,1997,391,160,3405
BIHAR,HAZARIBAG,ICHAK,16,2,15,0,0,17
BIHAR,JAMUI,ALIGANJ,896,879,446,3,0,1328
BIHAR,JAMUI,BARHAT,218,35,208,0,0,243
BIHAR,JAMUI,GIDHOUR,552,160,448,2,11,621
BIHAR,JAMUI,JAMUI,1728,1087,1479,197,206,2969
BIHAR,JAMUI,JHAJHA,210,130,155,6,4,295
BIHAR,JAMUI,KHAIRA,1597,726,546,229,213,1714
BIHAR,JAMUI,SIKANDRA,266,188,170,22,38,418
BIHAR,JAMUI,SONO,1007,679,535,0,0,1214
BIHAR,JEHANABAD,ARWAL,2278,1459,1275,94,833,3661
BIHAR,JEHANABAD,BANSI SURUJPUR,4202,2433,1589,284,2203,6509
BIHAR,JEHANABAD,GHOSI,13845,7896,6328,277,6099,20600
BIHAR,JEHANABAD,JEHANABAD,7760,4258,4118,24,3813,12213
BIHAR,JEHANABAD,KAKU,8453,4262,3965,163,4057,12447
BIHAR,JEHANABAD,KALEV,743,683,622,13,622,1940
BIHAR,JEHANABAD,KARPI,7717,4658,2979,564,3662,11863
BIHAR,JEHANABAD,KURTHA,6212,3983,2282,204,3103,9572
BIHAR,JEHANABAD,MAKHDOMPUR,10974,5953,4737,97,4961,15748
BIHAR,JEHANABAD,RATNI FARIDPUR,5504,2734,2101,739,2747,8321
BIHAR,KATIHAR,AMDABAET,4208,2260,3982,3,0,6245
BIHAR,KATIHAR,AZAMNAGAR,15076,6338,8996,514,3358,19206
BIHAR,KATIHAR,BALRAMPUR,6900,3450,6900,0,3450,13800
BIHAR,KATIHAR,BANPUR,2454,1547,1223,89,503,3362
BIHAR,KATIHAR,BARARI,4870,1533,2373,579,654,5139
BIHAR,KATIHAR,BARSOI,11521,3809,9799,692,97,14397
BIHAR,KATIHAR,DANDKHORA,2014,1211,1507,148,98,2964
BIHAR,KATIHAR,FALKA,1575,904,827,50,36,1817
BIHAR,KATIHAR,HASANGANJ,1921,803,1324,73,16,2216
BIHAR,KATIHAR,KADWA,7457,3568,5288,631,896,10383
BIHAR,KATIHAR,KATIHAR,1520,797,1000,55,100,1952
BIHAR,KATIHAR,KORHA,6576,2986,2594,1702,575,7857
BIHAR,KATIHAR,KURSELA,1907,734,1471,17,13,2235
BIHAR,KATIHAR,MANIHARI,3762,828,3064,56,9,3957
BIHAR,KATIHAR,MANSHAHI,1031,463,583,5,0,1051
BIHAR,KATIHAR,SAMELI,2040,1139,1025,740,366,3270
BIHAR,KHAGARIA,ALAULI,8096,3330,6833,74,3691,13928
BIHAR,KHAGARIA,BELDAUR,4586,3015,4430,6,3080,10531
BIHAR,KHAGARIA,CHAUTHAM,9066,2991,9007,22,3297,15317
BIHAR,KHAGARIA,GOGRI,5833,2491,4738,775,2662,10666
BIHAR,KHAGARIA,KHAGARIA,7966,3430,7075,182,3629,14316
BIHAR,KHAGARIA,MANSI,3239,1212,3225,0,1298,5735
BIHAR,KHAGARIA,PARBATTA,5844,2870,5344,207,2864,11285
BIHAR,KISHANGANJ,BAHADURGANJ,2592,401,2608,112,82,3203
BIHAR,KISHANGANJ,DHIGHATBANK,3862,956,2533,183,612,4284
BIHAR,KISHANGANJ,KISHANGANJ,5778,3722,6271,32,8,10033
BIHAR,KISHANGANJ,KOCHADHAMIN,2395,70,2416,3,5,2494
BIHAR,KISHANGANJ,POTHIA,2432,628,1412,2,444,2486
BIHAR,KISHANGANJ,TERHAGACHH,4321,364,2682,3,1332,4381
BIHAR,KISHANGANJ,THAKURGANJ,5788,2382,4606,15,16,7019
BIHAR,KODARMA,SATGAWAN,458,229,235,9,0,473
BIHAR,LAKHISARAI,BARAHIYA,2540,503,2095,48,0,2646
BIHAR,LAKHISARAI,HALSI,3714,1371,2349,177,512,4409
BIHAR,LAKHISARAI,LOKHISARAI,6583,3203,4092,45,9,7349
BIHAR,LAKHISARAI,PIPARIA,420,140,322,0,41,503
BIHAR,LAKHISARAI,SURAJGARA,1391,604,1266,43,36,1949
BIHAR,MADHEPURA,ALAMNAGAR,5215,1572,4474,5,25,6076
BIHAR,MADHEPURA,BIHARIGANJ,2236,1553,1649,0,0,3202
BIHAR,MADHEPURA,CHAUSA,6503,6105,6699,7,0,12811
BIHAR,MADHEPURA,GAWALPARA,3340,2279,3104,816,684,6883
BIHAR,MADHEPURA,KUMAR KHAND,7298,2264,5196,275,172,7907
BIHAR,MADHEPURA,MADHEPURA,8528,7004,7275,15,20,14314
BIHAR,MADHEPURA,MURLIGANJ,5050,1692,3090,187,342,5311
BIHAR,MADHEPURA,PURAINI,2961,1797,1592,0,0,3389
BIHAR,MADHEPURA,SHANKERPUR,1161,1096,1097,0,0,2193
BIHAR,MADHEPURA,SINGHESWAR,1924,1758,1803,2,0,3563
BIHAR,MADHEPURA,UDA KISHANGANJ,5132,2891,4020,13,21,6945
BIHAR,MADHUBANI,ANDHARADATHI,1050,20,1082,0,0,1102
BIHAR,MADHUBANI,BABUBARHI,1109,224,1026,6,1,1257
BIHAR,MADHUBANI,BASOPATTI,2858,1358,1841,383,264,3846
BIHAR,MADHUBANI,BENIPATTI,2742,201,2394,172,106,2873
BIHAR,MADHUBANI,BISFI,3085,1032,2343,129,266,3770
BIHAR,MADHUBANI,GHOGARDIHA,1353,900,889,0,0,1789
BIHAR,MADHUBANI,HARLAKHI,1256,579,483,1,316,1379
BIHAR,MADHUBANI,JAITYAGAR,4491,2122,2960,99,453,5634
BIHAR,MADHUBANI,JHANJHARPUR,2556,1192,1761,351,397,3701
