-----
{
 "description": "The table refers to District wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.16.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.16.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ORISSA","BALASORE",0,1016,1016,0,1197,1197,0,362,362
"ORISSA","BARGARH",7,15426,15433,11,10427,10438,7,6955,6962
"ORISSA","BHADRAK",0,105,105,0,81,81,0,39,39
"ORISSA","BOLANGIR",25,46212,46237,780,25463,26243,631,13725,14355
"ORISSA","BOUDH",11,8257,8268,3,2655,2657,2,1913,1915
"ORISSA","CUTTACK",17,11686,11703,9,6665,6674,3,2989,2992
"ORISSA","DEOGARH",1,6138,6139,0,4319,4319,0,765,765
"ORISSA","DHENKANAL",20,8547,8567,15,4648,4663,12,2581,2593
"ORISSA","GAJAPATI",11,1674,1685,27,1235,1262,20,726,746
"ORISSA","GANJAM",28,24743,24771,51,18620,18671,38,7235,7273
"ORISSA","JAGATSINGHPUR",0,569,569,0,382,382,0,211,211
"ORISSA","JAJAPUR",0,1915,1915,0,1478,1478,0,879,879
"ORISSA","JHARSUGUDA",4,5564,5568,15,2745,2759,11,1870,1881
"ORISSA","KALAHANDI",44,12778,12822,43,6436,6479,10,3165,3175
"ORISSA","KANDHAMAL",72,4426,4498,31,1205,1236,21,719,739
"ORISSA","KENDRAPARA",2,182,184,24,157,182,8,92,100
"ORISSA","KEONJHAR",48,17572,17620,39,5834,5873,22,3092,3114
"ORISSA","KHURDA",162,8494,8656,50,3630,3680,28,2461,2489
"ORISSA","KORAPUT",8,2857,2865,14,1114,1128,10,799,809
"ORISSA","MALKANAGIRI",3,580,583,5,290,295,3,139,143
"ORISSA","MAYURBHANJA",7,6874,6881,24,3354,3378,16,1824,1840
"ORISSA","NAWARANGAPUR",5,8894,8899,1,3062,3063,1,2297,2298
"ORISSA","NAYAGARH",30,11032,11062,68,5418,5486,40,2783,2824
"ORISSA","NUAPADA",12,8503,8515,4,2464,2468,2,1389,1391
"ORISSA","PURI",2,345,347,6,218,224,6,162,168
"ORISSA","RAYAGADA",26,790,816,46,786,833,16,538,554
"ORISSA","SAMBALPUR",59,14019,14078,28,9796,9824,14,3579,3593
"ORISSA","SONEPUR",33,11415,11448,12,5441,5454,12,4043,4055
"ORISSA","SUNDARGARH",12,17040,17052,16,8628,8644,6,5221,5227
"PONDICHERRY","KARAIKAL",0,1,1,0,4,4,0,4,4
"PONDICHERRY","PONDICHERRY",0,76,76,0,92,92,0,88,88
"PUNJAB","BATHINDA",0,96,96,0,510,510,0,422,422
"PUNJAB","FATEHGARH SAHIB",0,69,69,0,422,422,0,422,422
"PUNJAB","GURDASPUR",0,115,115,0,862,862,0,812,812
"PUNJAB","HOSHIARPUR",0,520,520,0,1607,1607,0,1405,1405
"PUNJAB","LUDHIANA",0,92,92,0,655,655,0,655,655
"PUNJAB","MOGA",0,10,10,0,47,47,0,47,47
"PUNJAB","ROPAR",7,1734,1741,85,7743,7828,85,7743,7828
"PUNJAB","SANGRUR",0,276,276,0,1568,1568,0,1568,1568
"RAJASTHAN","AJMER",621,42234,42855,2266,150078,152344,1226,75138,76365
"RAJASTHAN","ALWAR",411,58573,58984,1804,327423,329227,1581,295754,297335
"RAJASTHAN","BANSWARA",31,6018,6049,60,8879,8939,31,6294,6325
"RAJASTHAN","BARAN",213,19448,19661,437,48287,48724,382,39783,40165
"RAJASTHAN","BARMER",10,19331,19341,96,167043,167139,50,133901,133952
"RAJASTHAN","BHARATPUR",35,7701,7736,74,33197,33271,74,32691,32765
"RAJASTHAN","BHILWARA",459,62103,62562,1540,191832,193372,694,96804,97497
"RAJASTHAN","BIKANER",2,2301,2303,23,26770,26793,23,22075,22098
"RAJASTHAN","BUNDI",255,20019,20274,923,66634,67558,755,51381,52137
"RAJASTHAN","CHITTORGARH",318,56263,56581,762,160145,160908,481,82493,82974
"RAJASTHAN","CHURU",2,5257,5259,117,52261,52378,5,41776,41780
"RAJASTHAN","DAUSA",217,35547,35764,642,145162,145804,559,129506,130065
"RAJASTHAN","DHOLPUR",198,2625,2823,386,6456,6842,370,5616,5986
"RAJASTHAN","DUNGARPUR",13,9716,9729,16,15212,15228,5,7465,7470
"RAJASTHAN","GANGANAGAR",0,42,42,0,569,569,0,566,566
"RAJASTHAN","HANUMANGARH",0,336,336,0,1709,1709,0,1494,1494
"RAJASTHAN","JAIPUR",695,95578,96273,3145,464140,467286,2589,389055,391644
"RAJASTHAN","JAISALMER",0,146,146,0,1427,1427,0,333,333
"RAJASTHAN","JALORE",81,41751,41832,360,251746,252107,247,182806,183053
"RAJASTHAN","JHALAWAR",342,55425,55767,722,114161,114883,637,85959,86596
"RAJASTHAN","JHUNJHUNU",202,34641,34843,1354,288810,290164,931,237548,238480
"RAJASTHAN","JODHPUR",26,3863,3889,181,21843,22024,160,17985,18145
"RAJASTHAN","KAROLI",659,23887,24546,1678,75399,77076,1606,68919,70526
"RAJASTHAN","KOTA",901,10444,11345,2639,33863,36502,2250,30355,32605
"RAJASTHAN","NAGAUR",45,27398,27443,252,205216,205469,170,152927,153097
"RAJASTHAN","PALI",243,26144,26387,1426,215494,216919,613,84436,85049
"RAJASTHAN","RAJSAMAND",174,12659,12833,325,29096,29421,117,8211,8329
"RAJASTHAN","SAWAI MADHOPUR",176,30749,30925,921,118508,119429,815,110929,111743
"RAJASTHAN","SIKAR",619,46176,46795,2516,299327,301842,2147,219641,221788
"RAJASTHAN","SIROHI",64,14130,14194,270,92882,93152,142,43301,43443
"RAJASTHAN","TONK",1272,39648,40920,5000,146593,151593,4284,124147,128431
"RAJASTHAN","UDAIPUR",125,26051,26176,362,48438,48800,276,21596,21872
"TAMIL NADU","COIMBATORE",453,78323,78776,1084,210216,211300,667,126413,127079
"TAMIL NADU","CUDDALORE",0,10616,10616,0,11692,11692,0,10038,10038
"TAMIL NADU","DHARMAPURI",471,112677,113148,892,186828,187719,620,124999,125618
"TAMIL NADU","DINDIGUL",195,67061,67256,409,145010,145419,206,67651,67857
"TAMIL NADU","ERODE",875,74390,75265,1363,161807,163171,784,78866,79650
"TAMIL NADU","KANCHEEPURAM",157,47946,48103,261,56963,57223,261,48151,48412
"TAMIL NADU","KANYAKUMARI",62,3133,3195,21,1769,1790,21,1703,1724
"TAMIL NADU","KARUR",32,47703,47735,56,103588,103644,37,66136,66173
"TAMIL NADU","MADURAI",169,35914,36083,190,74270,74460,154,65361,65516
"TAMIL NADU","NAGAPATTINAM",0,4797,4797,0,868,868,0,838,838
"TAMIL NADU","NAMAKKAL",35,55090,55125,50,69600,69651,26,50868,50894
"TAMIL NADU","NILGIRIS",0,866,866,0,1698,1698,0,1676,1676
"TAMIL NADU","PERAMBALUR",9,34407,34416,13,44629,44642,8,26754,26762
"TAMIL NADU","PUDUKKOTTAI",20,33553,33573,58,34024,34082,21,27910,27931
"TAMIL NADU","RAMANATHAPURAM",21,6998,7019,45,7004,7049,30,6319,6349
"TAMIL NADU","SALEM",131,90718,90849,439,109362,109801,125,75208,75334
"TAMIL NADU","SIVAGANGA",144,14490,14634,287,17475,17762,176,12319,12495
"TAMIL NADU","THANJAVUR",12,3838,3850,31,6162,6193,21,4798,4818
"TAMIL NADU","THENI",38,25628,25666,81,45921,46002,35,30612,30647
"TAMIL NADU","THIRUVALLUR",3,16660,16663,4,29965,29970,4,24002,24006
"TAMIL NADU","THIRUVARUR",0,236,236,0,332,332,0,255,255
"TAMIL NADU","TIRUCHIRAPPALLI",91,56372,56463,120,87541,87662,71,49579,49650
"TAMIL NADU","TIRUNELVELI",187,57816,58003,239,87669,87908,123,45950,46073
"TAMIL NADU","TIRUVANNAMALAI",208,132513,132721,438,202033,202470,192,121881,122073
"TAMIL NADU","TUTICORIN DISTRICT",101,19400,19501,251,27471,27721,129,15908,16037
"TAMIL NADU","VELLORE",174,105785,105959,259,117752,118012,203,95127,95330
"TAMIL NADU","VILLUPPURAM",232,127384,127616,250,168623,168873,211,124460,124671
"TAMIL NADU","VIRUDHUNAGAR",55,21956,22011,161,43329,43490,100,31428,31528
"TRIPURA","DHALAI",0,4,4,0,1,1,0,1,1
"TRIPURA","SOUTH TRIPURA",4,195,199,57,202,258,49,179,228
"TRIPURA","WEST TRIPURA",13,26,39,48,140,188,32,103,135
"UTTAR PRADESH","AGRA",0,1674,1674,0,5007,5007,0,4127,4127
"UTTAR PRADESH","ALIGARH",29,0,29,96,0,96,96,0,96
"UTTAR PRADESH","ALLAHABAD",2,2508,2510,6,6312,6318,1,5137,5138
"UTTAR PRADESH","AMBEDAKAR NAGAR",0,99,99,0,372,372,0,335,335
"UTTAR PRADESH","AZAMGARH",0,11,11,0,42,42,0,42,42
"UTTAR PRADESH","BAGHPAT",0,57,57,0,176,176,0,173,173
"UTTAR PRADESH","BAHARAICH",32,34,66,744,34,778,721,34,755
"UTTAR PRADESH","BALLIA",0,195,195,0,892,892,0,607,607
"UTTAR PRADESH","BALRAMPUR",4,10,14,137,19,156,129,6,135
"UTTAR PRADESH","BANDA",0,2891,2891,0,12036,12036,0,11336,11336
"UTTAR PRADESH","BARABANKI",0,339,339,0,1001,1001,0,906,906
"UTTAR PRADESH","BAREILLY",0,74,74,0,352,352,0,221,221
"UTTAR PRADESH","BASTI",0,44,44,0,113,113,0,113,113
"UTTAR PRADESH","CHANDAULI",1,296,297,3,963,966,3,932,934
"UTTAR PRADESH","CHITRAKOOT",2,3597,3599,3,10090,10092,3,9602,9604
"UTTAR PRADESH","DEORIA",0,27,27,0,84,84,0,82,82
"UTTAR PRADESH","FAIZABAD",0,371,371,0,1733,1733,0,1485,1485
"UTTAR PRADESH","FARRUKHABAD",0,29,29,0,102,102,0,102,102
"UTTAR PRADESH","FATEHPUR",0,434,434,0,1745,1745,0,889,889
"UTTAR PRADESH","FIROZABAD",0,48,48,0,737,737,0,460,460
"UTTAR PRADESH","GHAZIPUR",0,1,1,0,4,4,0,0,0
"UTTAR PRADESH","GONDA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","GORAKHPUR",0,85,85,0,213,213,0,184,184
"UTTAR PRADESH","HAMIRPUR",5,2623,2628,55,11926,11982,30,10865,10895
"UTTAR PRADESH","HARDOI",0,156,156,0,786,786,0,578,578
"UTTAR PRADESH","JALAUN",5,2620,2625,9,7306,7315,9,7147,7156
"UTTAR PRADESH","JAUNPUR",0,518,518,0,1856,1856,0,1448,1448
"UTTAR PRADESH","JHANSI",6,25174,25180,35,43205,43240,35,41397,41432
"UTTAR PRADESH","KANNAUJ",0,57,57,0,177,177,0,171,171
"UTTAR PRADESH","KANPUR DEHAT",1,171,172,2,635,637,2,567,568
"UTTAR PRADESH","KANPUR NAGAR",8,158,166,48,452,500,48,431,479
"UTTAR PRADESH","KAUSHAMBI",0,15,15,0,63,63,0,62,62
"UTTAR PRADESH","KHERI",0,164,164,0,538,538,0,195,195
"UTTAR PRADESH","LALITPUR",344,25029,25373,863,51218,52082,863,51218,52082
"UTTAR PRADESH","LUCKNOW",0,16,16,0,107,107,0,106,106
"UTTAR PRADESH","MAHARAJ GANJ",0,28,28,0,106,106,0,87,87
"UTTAR PRADESH","MAHOBA",0,14896,14896,0,32672,32672,0,31953,31953
"UTTAR PRADESH","MAINPURI",0,1,1,0,1,1,0,0,0
"UTTAR PRADESH","MATHURA",0,422,422,0,1613,1613,0,1442,1442
"UTTAR PRADESH","MAU",0,129,129,0,508,508,0,303,303
"UTTAR PRADESH","MEERUT",0,20,20,0,56,56,0,49,49
"UTTAR PRADESH","MIRZAPUR",0,16541,16541,0,94079,94079,0,66366,66366
"UTTAR PRADESH","MUZZAFARNAGAR",0,184,184,0,381,381,0,343,343
"UTTAR PRADESH","PRATAPGARH",0,145,145,0,503,503,0,464,464
"UTTAR PRADESH","RAEBARELI",0,338,338,0,706,706,0,415,415
"UTTAR PRADESH","SANT KABIR NAGAR",0,183,183,0,572,572,0,417,417
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,65,65,0,482,482,0,468,468
"UTTAR PRADESH","SHRAWASTI",0,17,17,0,92,92,0,71,71
"UTTAR PRADESH","SIDDHARTH NAGAR",4,382,386,141,1910,2051,126,1751,1877
"UTTAR PRADESH","SONBHADRA",0,8571,8571,0,36366,36366,0,25875,25875
"UTTAR PRADESH","SULTANPUR",0,65,65,0,127,127,0,41,41
"UTTAR PRADESH","UNNAO",0,211,211,0,855,855,0,786,786
"UTTAR PRADESH","VARANASI",0,420,420,0,2091,2091,0,1892,1892
"UTTARANCHAL","DEHRA DUN",0,16,16,0,68,68,0,62,62
"UTTARANCHAL","HARIDWAR",0,242,242,0,1447,1447,0,556,556
"UTTARANCHAL","NAINITAL",1,0,1,49,0,49,49,0,49
"UTTARANCHAL","PAURI",0,0,0,0,0,0,0,0,0
"UTTARANCHAL","UDHAM SINGH NAGAR",85,455,540,3128,6992,10121,3030,6830,9859
"WEST BENGAL","BANKURA",862,3347,4209,842,2995,3838,633,2020,2652
"WEST BENGAL","BIRBHUM",69,252,321,193,577,769,76,284,360
"WEST BENGAL","BURDWAN",15,45,60,29,59,87,20,27,47
"WEST BENGAL","COOCHBEHAR",253,6202,6455,458,4208,4666,110,1542,1651
"WEST BENGAL","DAKSHIN DINAJPUR",0,122,122,0,93,93,0,37,37
"WEST BENGAL","DARJEELING",17,195,212,136,1560,1696,38,442,480
"WEST BENGAL","HOOGHLY",1,18,19,72,61,133,17,30,47
"WEST BENGAL","JALPAIGURI",976,2237,3213,4056,6494,10550,2587,3498,6085
"WEST BENGAL","MALDA",0,1,1,0,2,2,0,0,0
"WEST BENGAL","MIDNAPORE",229,8370,8599,353,8496,8849,209,6151,6360
"WEST BENGAL","MURSHIDABAD",0,1,1,0,10,10,0,8,8
"WEST BENGAL","NADIA",0,2,2,0,4,4,0,3,3
"WEST BENGAL","PURULIA",1718,10382,12100,1170,8132,9302,458,3567,4026
"WEST BENGAL","UTTAR DINAJPUR",0,2,2,0,3,3,0,3,3
