-----
{
 "description": "This table provides funds for Scheduled Caste Sub-Plan (SCSP) and major Rural Development Schemes like MGNREGA and PMGSY.", 
 "file_name": "SJ08.xls", 
 "title": "Download XLS for Funds For Scheduled Caste Sub-Plan (SCSP) And Major Rural Development Schemes", 
 "url": "http://data.gov.in/sites/default/files/SJ08.xls"
}
-----
"Total GBS (2012-13) for 68 Ministries/ Departments","16.2 per cent of total GBS, equivalent to SC population","As per recommendation of the Task Force for 25 Ministries/ Departments","Earmarked outlay as per Statement 21","Consumption by SCs as imputed (23 Ministries @12 per cent consumption by SCs)","M/o RD : MGNREGS","M/o RD : PMGSY","M/o RD : MGNREGS and PMGSY","Shortfall
GAP "
391027.0,63346.37,50337.26,37113.03,9999.72,10107.9,2483.88,12591.78,3641.84
