-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Deep Tubewells . The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.11.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Deep Tubewells", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.11.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total - Irrigation potential created"
"KARNATAKA","Bijapur",93,93,0,0,0,93
"KARNATAKA","Chikmagalur",158,28,0,130,0,158
"KARNATAKA","Chitradurga",50,50,0,0,0,50
"KARNATAKA","Dakshina Kannada",30,0,0,30,0,30
"KARNATAKA","Davanagere",228,228,0,0,16,245
"KARNATAKA","Dharwar",85,85,0,0,0,85
"KARNATAKA","Kolar",313,313,0,0,0,313
"KARNATAKA","Mandya",228,159,42,70,0,271
"KARNATAKA","Tumkur",41,41,0,0,0,41
"KERALA","ALAPPUZHA",1,1,1,0,1,3
"KERALA","ERANAKULAM",5,1,1,2,4,8
"KERALA","IDDUKKI",37,0,0,33,6,38
"KERALA","KANNUR",39,0,0,38,3,41
"KERALA","KASARAGODE",41,26,35,22,15,99
"KERALA","KOLLAM",34,22,23,11,34,89
"KERALA","KOTTAYAM",132,100,100,31,4,234
"KERALA","KOZHIKODE",1,0,0,1,1,2
"KERALA","MALAPPURAM",37,1,1,37,10,48
"KERALA","PALAKKAD",181,78,75,99,106,357
"KERALA","PATHANAMTHITTA",33,0,0,26,21,47
"KERALA","THIRUVANANTHAPURAM",32,0,0,30,2,32
"KERALA","THRISSUR",72,5,5,58,69,137
"MADHYA PRADESH","BALAGHAT",136,100,38,0,0,138
"MADHYA PRADESH","BARWANI",7237,4484,3174,0,0,7659
"MADHYA PRADESH","BETUL",3861,301,3638,138,4,4081
"MADHYA PRADESH","BHIND",5842,162,5994,0,29,6184
"MADHYA PRADESH","BHOPAL",914,0,914,0,0,914
"MADHYA PRADESH","CHHATARPUR",447,0,452,0,0,452
"MADHYA PRADESH","DAMOH",2484,15,2484,0,0,2498
"MADHYA PRADESH","DATIA",3103,9,2976,120,0,3105
"MADHYA PRADESH","DEWAS",4643,398,4268,54,0,4720
"MADHYA PRADESH","DHAR",5371,2673,2641,91,18,5423
"MADHYA PRADESH","GUNA",10181,26,10159,0,0,10185
"MADHYA PRADESH","GWALIOR",75,1,75,0,0,76
"MADHYA PRADESH","HARDA",8,0,8,0,0,8
"MADHYA PRADESH","HOSHANGABAD",4821,5,5651,6,0,5662
"MADHYA PRADESH","INDORE",6633,25,7351,212,0,7588
"MADHYA PRADESH","JABALPUR",1948,347,1728,51,21,2147
"MADHYA PRADESH","JHABUA",1526,675,907,47,0,1629
"MADHYA PRADESH","KATNI",511,117,497,5,0,620
"MADHYA PRADESH","KHANDWA",4762,12127,3782,1119,14,17042
"MADHYA PRADESH","KHARGONE",11353,7893,3793,5,1,11691
"MADHYA PRADESH","MANDSAUR",2928,103,2866,55,0,3023
"MADHYA PRADESH","MORENA",20,0,20,0,0,20
"MADHYA PRADESH","NARSINGHPUR",2275,227,2141,21,0,2389
"MADHYA PRADESH","NEEMUCH",8040,338,7986,13,0,8337
"MADHYA PRADESH","PANNA",1852,28,1855,1,0,1884
"MADHYA PRADESH","RAISEN",934,0,934,0,0,934
"MADHYA PRADESH","RAJGARH",2155,239,2128,0,3,2370
"MADHYA PRADESH","RATLAM",11523,1767,9463,20,1097,12346
"MADHYA PRADESH","REWA",5021,3807,4225,278,0,8310
"MADHYA PRADESH","SAGAR",1078,4,1082,0,0,1086
"MADHYA PRADESH","SATNA",11743,10,11737,2,0,11749
"MADHYA PRADESH","SEHORE",497,0,497,0,0,497
"MADHYA PRADESH","SEONI",287,65,428,5,0,498
"MADHYA PRADESH","SHAHDOL",506,5,502,0,0,507
"MADHYA PRADESH","SHAJAPUR",937,1,936,0,0,937
"MADHYA PRADESH","SHEOPUR",5579,0,5688,0,0,5688
"MADHYA PRADESH","SHIVPURI",6600,29,6719,12,0,6760
"MADHYA PRADESH","SIDHI",1100,20,1080,0,1100,2200
"MADHYA PRADESH","TIKAMGARH",229,94,227,0,0,320
"MADHYA PRADESH","UJJAIN",555,11,555,0,0,567
"MADHYA PRADESH","VIDISHA",442,0,442,0,0,442
"MAHARASHTRA","AHMEDNAGAR",8450,4208,2671,1863,964,9706
"MAHARASHTRA","AKOLA",729,382,187,167,16,752
"MAHARASHTRA","AMRAVATI",1442,314,454,679,38,1485
"MAHARASHTRA","AURANGABAD",198,115,110,56,0,280
"MAHARASHTRA","BEED",3852,1700,1193,955,3290,7138
"MAHARASHTRA","BHANDARA",55,53,36,0,3,92
"MAHARASHTRA","BULDANA",431,152,237,40,3,432
"MAHARASHTRA","CHANDRAPUR",117,109,73,22,0,204
"MAHARASHTRA","DHULE",5233,3916,1382,986,65,6349
"MAHARASHTRA","GADCHIROLI",385,385,0,0,0,385
"MAHARASHTRA","GONDIYA",28,23,4,3,3,33
"MAHARASHTRA","HINGOLI",679,478,403,55,98,1035
"MAHARASHTRA","JALGAON",14696,4485,1430,10077,178,16170
"MAHARASHTRA","JALNA",278,150,96,99,16,360
"MAHARASHTRA","KOLHAPUR",3083,1161,603,1367,267,3397
"MAHARASHTRA","LATUR",22584,7062,8105,7913,224,23303
"MAHARASHTRA","NAGPUR",88,57,27,28,3,116
"MAHARASHTRA","NANDED",2757,1698,1522,841,73,4134
"MAHARASHTRA","NANDURBAR",15576,11466,2100,3159,164,16890
"MAHARASHTRA","NASHIK",7303,5080,2392,635,102,8209
"MAHARASHTRA","OSMANABAD",24726,12069,11010,7148,1901,32128
"MAHARASHTRA","PARBHANI",217,149,156,40,52,397
"MAHARASHTRA","PUNE",2820,2142,1155,208,116,3621
"MAHARASHTRA","RAIGHAR",99,0,16,85,0,101
"MAHARASHTRA","SANGLI",20655,12482,7367,3963,910,24722
"MAHARASHTRA","SATARA",973,841,659,57,1,1558
"MAHARASHTRA","SINDHUDURGA",4,2,1,0,1,5
"MAHARASHTRA","SOLAPUR",20052,8156,10835,5388,1180,25559
"MAHARASHTRA","THANE",59,31,44,10,0,84
"MAHARASHTRA","WARDHA",276,231,86,2,1,319
"MAHARASHTRA","WASHIM",804,6,774,5,21,806
"MAHARASHTRA","YAVATMAL",1203,719,494,80,39,1332
"MEGHALAYA","WEST GARO HILLS",258,232,159,25,12,428
"NAGALAND","DIMAPUR",12,9,3,0,0,12
"ORISSA","ANGUL",1,1,0,0,0,2
"ORISSA","BALASORE",31705,25495,22793,103,0,48390
"ORISSA","BARGARH",235,203,117,20,3,343
"ORISSA","BHADRAK",13130,2709,11644,0,35,14388
"ORISSA","BOLANGIR",220,215,41,0,0,256
"ORISSA","CUTTACK",3480,2724,3132,170,0,6026
"ORISSA","DEOGARH",11,11,2,0,0,12
"ORISSA","DHENKANAL",210,7,4,199,1,211
"ORISSA","GAJAPATI",11,11,9,0,0,20
"ORISSA","GANJAM",863,779,280,2,0,1061
"ORISSA","JAGATSINGHPUR",2535,1018,1618,0,2,2639
"ORISSA","JAJAPUR",8388,5377,3967,18,0,9362
"ORISSA","JHARSUGUDA",376,365,198,9,0,571
"ORISSA","KALAHANDI",77,65,30,0,0,95
"ORISSA","KENDRAPARA",744,323,621,0,0,944
"ORISSA","KEONJHAR",635,630,234,0,0,864
"ORISSA","KHURDA",476,237,273,29,28,566
"ORISSA","KORAPUT",14,5,1,9,0,15
"ORISSA","MALKANAGIRI",46,34,15,0,1,50
"ORISSA","MAYURBHANJA",4214,3927,2482,5,3,6417
"ORISSA","NAWARANGAPUR",26,26,8,0,0,34
"ORISSA","NAYAGARH",126,51,38,41,0,130
"ORISSA","NUAPADA",36,18,14,3,6,40
"ORISSA","PURI",1028,381,886,5,58,1330
"ORISSA","RAYAGADA",93,85,39,2,0,127
"ORISSA","SAMBALPUR",113,105,57,1,0,163
"ORISSA","SONEPUR",17,11,7,0,0,18
"ORISSA","SUNDARGARH",89,64,74,1,0,138
"PONDICHERRY","KARAIKAL",474,242,231,0,0,474
"PONDICHERRY","PONDICHERRY",772,419,389,88,256,1153
"PUNJAB","AMRITSER",204,204,204,0,0,408
"PUNJAB","GURDASPUR",9822,9145,9143,860,13,19160
"PUNJAB","HOSHIARPUR",22380,21220,20997,1319,425,43961
"PUNJAB","KAPURTHALA",167,217,217,0,0,435
"PUNJAB","LUDHIANA",2849,2849,2849,0,0,5698
"PUNJAB","MOGA",305,299,299,0,0,598
"PUNJAB","NAWANSHAHAR",6232,3386,4463,223,45,8116
"PUNJAB","PATIALA",13491,13476,13476,15,0,26966
"PUNJAB","ROPAR",5864,5026,5468,175,45,10714
"PUNJAB","SANGRUR",8341,8340,8340,0,0,16679
"RAJASTHAN","AJMER",182,118,130,1,7,257
"RAJASTHAN","ALWAR",134,1,133,0,0,134
"RAJASTHAN","BANSWARA",777,3,784,0,0,787
"RAJASTHAN","BARAN",48176,6796,48488,133,78,55496
"RAJASTHAN","BARMER",6649,3365,5434,188,1754,10740
"RAJASTHAN","BHARATPUR",8218,612,7842,0,74,8528
"RAJASTHAN","BHILWARA",722,536,635,0,15,1187
"RAJASTHAN","BIKANER",22208,16599,18015,47,6,34667
"RAJASTHAN","BUNDI",10914,5605,10889,77,0,16571
"RAJASTHAN","CHITTORGARH",23941,7608,22730,758,1229,32324
"RAJASTHAN","CHURU",10868,7743,9039,0,777,17559
"RAJASTHAN","DAUSA",55,0,56,0,0,56
"RAJASTHAN","DUNGARPUR",302,258,209,0,107,574
"RAJASTHAN","JAIPUR",582,398,574,0,50,1023
"RAJASTHAN","JAISALMER",10750,12176,10149,25,0,22350
"RAJASTHAN","JALORE",8344,1215,8306,157,627,10305
"RAJASTHAN","JHALAWAR",4629,34,4588,8,1,4631
"RAJASTHAN","JHUNJHUNU",46,36,11,0,0,47
"RAJASTHAN","JODHPUR",118880,55883,97064,1479,8133,162559
"RAJASTHAN","KAROLI",2593,32,2564,0,8,2604
"RAJASTHAN","KOTA",13353,4443,12368,0,0,16811
"RAJASTHAN","NAGAUR",109700,32236,105384,241,1376,139237
"RAJASTHAN","PALI",7120,3500,5903,61,180,9645
"RAJASTHAN","RAJSAMAND",240,153,204,21,536,913
"RAJASTHAN","SAWAI MADHOPUR",5150,599,4939,1,9,5548
"RAJASTHAN","SIKAR",698,391,630,0,41,1062
"RAJASTHAN","SIROHI",390,239,285,6,26,556
"RAJASTHAN","TONK",2278,7,2273,0,0,2280
"RAJASTHAN","UDAIPUR",776,87,681,61,36,864
"TAMIL NADU","COIMBATORE",35217,21997,3196,9426,4588,39207
"TAMIL NADU","CUDDALORE",7224,4099,4828,2062,580,11569
"TAMIL NADU","DHARMAPURI",3382,4346,362,1047,109,5864
"TAMIL NADU","DINDIGUL",4437,2779,1392,773,91,5035
"TAMIL NADU","ERODE",9889,8021,2059,916,608,11604
"TAMIL NADU","KANCHEEPURAM",765,490,528,353,121,1492
"TAMIL NADU","KANYAKUMARI",213,16,0,197,2,215
"TAMIL NADU","KARUR",1672,838,587,231,836,2492
"TAMIL NADU","MADURAI",3019,741,2273,399,12,3426
"TAMIL NADU","NAMAKKAL",4084,3421,514,496,77,4507
"TAMIL NADU","NILGIRIS",1,0,1,0,0,1
"TAMIL NADU","PERAMBALUR",3602,2242,1629,649,85,4605
"TAMIL NADU","PUDUKKOTTAI",13129,8782,5681,1925,236,16624
"TAMIL NADU","RAMANATHAPURAM",1549,48,1459,15,46,1568
"TAMIL NADU","SALEM",6266,4433,1632,1157,231,7452
"TAMIL NADU","SIVAGANGA",1147,409,514,318,5,1245
"TAMIL NADU","THANJAVUR",23867,9303,10474,8592,2730,31099
"TAMIL NADU","THENI",4692,2712,292,2134,65,5203
"TAMIL NADU","THIRUVALLUR",584,367,184,56,59,666
"TAMIL NADU","THIRUVARUR",3237,2127,2666,201,307,5301
"TAMIL NADU","TIRUCHIRAPPALLI",579,263,342,65,35,705
"TAMIL NADU","TIRUNELVELI",1280,370,329,474,285,1459
"TAMIL NADU","TIRUVANNAMALAI",22,15,9,1,4,29
"TAMIL NADU","TUTICORIN DISTRICT",278,86,191,55,1,333
"TAMIL NADU","VELLORE",485,271,204,52,14,541
"TAMIL NADU","VILLUPPURAM",3023,865,852,1482,10,3209
"TAMIL NADU","VIRUDHUNAGAR",518,140,164,220,7,531
"TRIPURA","DHALAI",66,44,19,2,4,68
"TRIPURA","NORTH TRIPURA",289,193,143,2,61,400
"TRIPURA","SOUTH TRIPURA",705,464,469,34,47,1014
"TRIPURA","WEST TRIPURA",2074,979,1475,67,167,2688
"UTTAR PRADESH","AGRA",14408,3423,12813,4420,600,21255
"UTTAR PRADESH","ALIGARH",19449,8088,11902,4020,1107,25118
"UTTAR PRADESH","ALLAHABAD",47064,24421,29579,2284,3774,60057
"UTTAR PRADESH","AMBEDAKAR NAGAR",25481,9714,13436,2879,4067,30097
"UTTAR PRADESH","AURAIYA",9440,5660,9440,5660,5660,26420
"UTTAR PRADESH","AZAMGARH",26703,15985,16198,4893,3105,40181
"UTTAR PRADESH","BAGHPAT",5302,1890,1741,3167,360,7158
"UTTAR PRADESH","BAHARAICH",1845,1600,2152,2044,199,5995
"UTTAR PRADESH","BALLIA",47632,32174,26785,4895,2149,66003
"UTTAR PRADESH","BALRAMPUR",3271,5017,6210,4677,1011,16914
"UTTAR PRADESH","BANDA",91856,24879,64713,3934,496,94023
"UTTAR PRADESH","BARABANKI",17994,11921,8732,1808,1259,23720
"UTTAR PRADESH","BAREILLY",50135,24860,26548,10683,2767,64858
"UTTAR PRADESH","BASTI",17100,7651,9066,1050,299,18065
"UTTAR PRADESH","BIJNOR",17317,7613,6453,2193,1058,17317
"UTTAR PRADESH","BUDAUN",72904,28020,44006,15341,8885,96252
"UTTAR PRADESH","BULAND SAHAR",19248,12583,11099,8897,1080,33659
"UTTAR PRADESH","CHANDAULI",15633,8243,8123,2409,3017,21790
"UTTAR PRADESH","CHITRAKOOT",1577,274,1190,188,1,1651
"UTTAR PRADESH","DEORIA",30927,11378,15619,4175,1588,32760
"UTTAR PRADESH","ETAH",20080,10005,9620,205,250,20080
"UTTAR PRADESH","ETAWAH",10340,7820,10340,7820,7820,33800
"UTTAR PRADESH","FAIZABAD",35414,13664,18824,4070,5656,42214
"UTTAR PRADESH","FARRUKHABAD",28196,19773,15335,3645,2035,40789
"UTTAR PRADESH","FATEHPUR",30321,20137,15801,3278,2455,41672
"UTTAR PRADESH","FIROZABAD",6302,1901,4896,1127,813,8737
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",10212,6022,4730,706,555,12012
"UTTAR PRADESH","GHAZIABAD",8587,3982,3853,3126,912,11873
"UTTAR PRADESH","GHAZIPUR",73815,48221,40244,8841,6007,103313
"UTTAR PRADESH","GONDA",2946,12567,16994,10885,4690,45136
"UTTAR PRADESH","GORAKHPUR",43919,17144,25026,4712,4291,51173
"UTTAR PRADESH","HAMIRPUR",46603,11939,30820,4472,328,47559
"UTTAR PRADESH","HARDOI",27550,22040,5510,0,0,27550
"UTTAR PRADESH","HATHRAS",2904,1090,2399,66,244,3799
"UTTAR PRADESH","JALAUN",62991,15654,47353,152,25,63184
"UTTAR PRADESH","JAUNPUR",29897,16852,22190,457,1203,40702
"UTTAR PRADESH","JHANSI",8008,3071,6379,234,36,9720
"UTTAR PRADESH","JYOTIBA PHULENAGAR",23649,16731,16760,3585,977,38053
"UTTAR PRADESH","KANNAUJ",22042,15423,12570,3052,1444,32489
"UTTAR PRADESH","KANPUR DEHAT",36156,13181,20478,1414,1847,36919
"UTTAR PRADESH","KANPUR NAGAR",26006,8895,15378,4432,4072,32777
"UTTAR PRADESH","KAUSHAMBI",14812,5621,9596,1908,1894,19019
"UTTAR PRADESH","KHERI",62203,41782,33889,7066,4170,86907
"UTTAR PRADESH","KUSHINAGAR",2337,1212,1299,569,219,3299
"UTTAR PRADESH","LALITPUR",7471,456,6141,868,6,7471
"UTTAR PRADESH","LUCKNOW",16843,10744,12967,4576,5029,33316
"UTTAR PRADESH","MAHARAJ GANJ",12940,6252,7462,3711,2726,20150
"UTTAR PRADESH","MAHOBA",285,72,202,28,10,312
"UTTAR PRADESH","MAINPURI",14029,5250,9222,6839,2035,23346
"UTTAR PRADESH","MATHURA",170,132,170,0,0,302
"UTTAR PRADESH","MAU",27007,19224,14714,3367,1990,39296
"UTTAR PRADESH","MEERUT",22250,7581,8122,12826,7653,36181
"UTTAR PRADESH","MIRZAPUR",24912,15103,15719,4091,1729,36642
"UTTAR PRADESH","MORADABAD",73807,36526,39812,25364,4610,106312
"UTTAR PRADESH","MUZZAFARNAGAR",21500,8743,10648,9133,2259,30782
"UTTAR PRADESH","PILIBHIT",4705,4705,4705,0,0,9411
"UTTAR PRADESH","PRATAPGARH",6506,2293,3313,635,1106,7346
"UTTAR PRADESH","RAEBARELI",37538,24460,20339,4485,3049,52334
"UTTAR PRADESH","RAMPUR",25287,18349,18251,4038,1087,41725
"UTTAR PRADESH","SAHARANPUR",28437,12199,11909,10723,1966,36797
"UTTAR PRADESH","SANT KABIR NAGAR",15212,8658,7947,1611,1154,19370
"UTTAR PRADESH","SANT RAVI DAS NAGAR",30855,12593,14594,7910,1927,37024
"UTTAR PRADESH","SHAHJAHANPUR",11450,11450,11450,5,7,22912
"UTTAR PRADESH","SHRAWASTI",17035,9985,12399,1113,2689,26186
