-----
{
 "description": "The table refers to Block wise Potential Utilized through Deep Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.12.csv", 
 "title": "Download CSV for Blockwise Potential Utilized through Deep Tubewells", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Kharif,Rabi,Perennial,Others,Total
ANDHRA PRADESH,PRAKASAM,YERRAGONDAPALEM,72,0,0,0,72
ANDHRA PRADESH,RANGAREDDY,IBRAHIMPATAM,558,342,0,33,933
ANDHRA PRADESH,RANGAREDDY,MARPALLE,1,0,0,0,1
ANDHRA PRADESH,RANGAREDDY,MEDCHAL,90,50,22,1,163
ANDHRA PRADESH,RANGAREDDY,MOINABAD,62,2,0,0,65
ANDHRA PRADESH,RANGAREDDY,NAWABPET,6,3,0,0,9
ANDHRA PRADESH,RANGAREDDY,RAJENDRANAGAR,6,6,2,0,13
ANDHRA PRADESH,RANGAREDDY,SHABAD,49,41,0,0,90
ANDHRA PRADESH,RANGAREDDY,SHAMIRPET,226,103,89,0,419
ANDHRA PRADESH,RANGAREDDY,YACHARAM,34,20,0,0,54
ANDHRA PRADESH,SRIKAKULAM,RANASTALAM,4,145,0,0,149
ANDHRA PRADESH,VISAKHAPATNAM,BHEEMUNIPATNAM,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,PADMANABHAM,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,YELAMANCHILI,0,0,8,0,8
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,92,0,0,0,92
ANDHRA PRADESH,WARANGAL,GHANAPUR,422,222,0,0,643
ANDHRA PRADESH,WARANGAL,GHANPUR(stn),11,7,0,6,23
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,18,10,0,0,28
ANDHRA PRADESH,WARANGAL,GUDUR,5,3,0,0,8
ANDHRA PRADESH,WARANGAL,HANAMKONDA,8,3,9,0,21
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,402,34,0,0,436
ANDHRA PRADESH,WARANGAL,MANGAPET,0,0,0,0,0
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,3,4,0,0,7
ANDHRA PRADESH,WARANGAL,TADVAI,77,7,0,0,84
ANDHRA PRADESH,WARANGAL,THORRUR,15,8,0,0,23
ANDHRA PRADESH,WARANGAL,VENKATAPUR,2,5,0,0,7
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,1219,465,0,0,1684
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,899,807,371,0,2077
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,652,596,1862,16,3126
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,907,518,304,0,1728
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,2931,2376,626,17,5950
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,3110,2040,387,0,5538
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,3329,3572,2193,313,9407
ANDHRA PRADESH,WEST GODAVARI,ELURU,310,285,136,0,731
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,705,425,77,0,1207
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,1611,1065,220,233,3128
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,386,382,62,0,830
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,669,855,2545,2,4071
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,702,425,0,0,1127
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,28,1680,21,0,1729
ANDHRA PRADESH,WEST GODAVARI,NALLAJERLA,5143,2347,2558,0,10048
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,2215,1905,1206,247,5572
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,1630,1636,9,0,3275
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,1629,1929,2444,2,6004
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,4,2,0,0,6
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,1022,1307,57,0,2387
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,5534,3458,2736,2,11729
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,43,40,0,0,84
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,4377,3753,960,534,9624
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,10,0,0,0,10
ASSAM,BARPETA,BARPETA,1,7,0,0,8
ASSAM,BARPETA,CHENGA,6,6,0,0,12
ASSAM,BARPETA,GOBARDHANA,4,3,2,2,10
ASSAM,BONGAIGAON,DANGTOLA,60,15,0,0,75
ASSAM,BONGAIGAON,SIDLI- CHIRANG PT,0,0,0,0,0
ASSAM,BONGAIGAON,TAPALARI,8,13,0,0,22
ASSAM,CACHAR,NARSINGPUR,20,12,0,0,32
ASSAM,CACHAR,SILCHAR,0,0,0,0,0
ASSAM,DARRANG,BECHIMARI,0,0,0,0,0
ASSAM,DARRANG,BHERGAON,304,23,0,3,330
ASSAM,DARRANG,DOLGAON-SIALMARI,220,84,16,5,325
ASSAM,DARRANG,KALAIGAON,0,0,0,0,0
ASSAM,DARRANG,MAZBAT,12,4,3,12,31
ASSAM,DARRANG,PACHIM-MANGALDAI,0,0,0,0,0
ASSAM,DARRANG,PUB-MANGALDAI,64,36,6,0,106
ASSAM,DARRANG,SIPAJHAR,31,63,0,0,95
ASSAM,DARRANG,UDALGURI,30,0,0,0,30
ASSAM,DHEMAJI,DHEMAJI,30,24,0,0,54
ASSAM,DHEMAJI,SISSIBOR GAON,51,35,0,0,86
ASSAM,DHUBRI,CHAPAR-SALKOCHS,0,0,0,0,0
ASSAM,DHUBRI,GAURIPUR,9,9,0,0,18
ASSAM,DHUBRI,GOLOKGANJ,30,55,0,15,100
ASSAM,DHUBRI,MANKACHAR,0,0,0,0,0
ASSAM,DHUBRI,SOUTH SALMARA,0,0,0,0,0
ASSAM,DIBRUGARH,KHOWANG,40,30,0,0,70
ASSAM,DIBRUGARH,LAHOWAL,4,4,0,0,8
ASSAM,DIBRUGARH,TENGAKHAT,73,77,0,0,150
ASSAM,GOALPARA,BALIJAN,0,0,0,0,0
ASSAM,GOALPARA,DUDHNAI,140,40,0,0,180
ASSAM,GOALPARA,JALESWAR,30,10,0,0,40
ASSAM,GOALPARA,KHARMUJA,56,31,0,0,86
ASSAM,GOALPARA,KRISHNAI,0,0,0,0,0
ASSAM,GOALPARA,KUSHDHAWA,80,20,0,0,100
ASSAM,GOALPARA,MATIA,75,25,0,0,100
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,0,0,0,0
ASSAM,GOLAGHAT,GOLAGHAT EAST,3,2,0,0,5
ASSAM,GOLAGHAT,GOLAGHAT NORTH,1,1,0,0,2
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,100,50,0,50,200
ASSAM,HAILAKANDI,ALGAPUR,0,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0,0
ASSAM,JORHAT,JORHAT,375,170,0,18,563
ASSAM,JORHAT,JORHAT CENTRAL,387,178,0,7,572
ASSAM,JORHAT,JORHAT NORTH WEST,261,87,0,19,367
ASSAM,JORHAT,KALIAPANI,100,10,0,20,130
ASSAM,JORHAT,MAJULI,0,0,0,0,0
ASSAM,JORHAT,TITABAR,0,0,0,0,0
ASSAM,JORHAT,UJANI MAJULI,16,15,3,3,38
ASSAM,KAMRUP,BOKO BONGAON,36,28,0,0,64
ASSAM,KAMRUP,GAROI MARI,0,0,0,0,0
ASSAM,KAMRUP,GORESWAR,60,46,0,0,106
ASSAM,KAMRUP,HAJO,0,7,0,0,7
ASSAM,KAMRUP,KAMALPUR,3,3,0,2,7
ASSAM,KAMRUP,RANGIA,304,217,0,0,521
ASSAM,KAMRUP,RANI,20,10,0,0,30
ASSAM,KARBIANGLONG,HOWRAGHAT,11,11,0,0,22
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,23,11,3,4,40
ASSAM,KOKRAJHAR,GOSSAIGAON,0,0,0,0,0
ASSAM,KOKRAJHAR,KOKRAJHAR,20,5,0,0,25
ASSAM,LAKHIMPUR,BIHPURIA,45,5,1,6,57
ASSAM,LAKHIMPUR,BOGINODI,0,0,0,0,0
ASSAM,LAKHIMPUR,DHAKUAKHANA,1,1,0,0,2
ASSAM,LAKHIMPUR,GHILAMARI,0,0,0,0,0
ASSAM,LAKHIMPUR,KARUNABARI,15,0,0,0,15
ASSAM,LAKHIMPUR,LAKHIMPUR,148,50,0,0,198
ASSAM,LAKHIMPUR,NARAYANPUR,175,10,1,1,186
ASSAM,LAKHIMPUR,NOWBOICHA,24,12,0,0,36
ASSAM,MORIGAON,BHUR- BANDHA,0,0,0,0,0
ASSAM,MORIGAON,DULONGGHAT,0,0,0,0,0
ASSAM,MORIGAON,LAHORIGHAT,25,15,0,0,40
ASSAM,MORIGAON,MAIRABARI,20,15,0,0,35
ASSAM,MORIGAON,MAYONG,0,0,0,0,0
ASSAM,NAGOAN,BAJIAGAON,25,5,0,0,30
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,0
ASSAM,NAGOAN,JOGIJAN,10,20,0,0,30
ASSAM,NAGOAN,KALIABOR,30,90,385,0,505
ASSAM,NAGOAN,KATHITOLI,75,75,0,0,150
ASSAM,NAGOAN,UDALI,215,20,0,0,235
ASSAM,NALBARI,BARIGOG-BANBHAG,65,0,0,0,65
ASSAM,NALBARI,BARKHETRI,0,0,0,0,0
ASSAM,NALBARI,BASKA,50,30,0,0,80
ASSAM,NALBARI,DHAMDHAMA,0,0,0,0,0
ASSAM,NALBARI,MADHUPUR,0,0,0,0,0
ASSAM,NALBARI,PACHIM NALBARI,0,0,0,0,0
ASSAM,NALBARI,PUB-NALBARI,82,0,0,0,82
ASSAM,NALBARI,TIHU BARAMA,0,0,0,0,0
ASSAM,NC HILLS,DIYUNGBRA,34,0,0,0,34
ASSAM,SIBSAGAR,GOURISAGAR,30,10,0,0,40
ASSAM,SIBSAGAR,NAZIRA,0,0,0,0,0
ASSAM,SIBSAGAR,SEPEKHATI,20,10,0,0,30
ASSAM,SIBSAGAR,SIBSAGAR,76,8,0,0,84
ASSAM,SIBSAGAR,SONARI,3,2,1,1,7
ASSAM,SONITPUR,BAGHMARA,1,1,0,0,2
ASSAM,SONITPUR,BIHAGURI,0,0,0,0,0
ASSAM,SONITPUR,BORCHALA,37,23,0,0,60
ASSAM,SONITPUR,PUB-CHAIDUAR,0,0,0,0,0
ASSAM,TINSUKIA,GUIJAN,110,75,0,0,185
ASSAM,TINSUKIA,HAPJAN,0,0,0,0,0
ASSAM,TINSUKIA,KAKAPATHAR,136,62,0,0,198
ASSAM,TINSUKIA,MARGHERITA,20,16,0,0,36
ASSAM,TINSUKIA,SAIKHOWA,0,0,0,0,0
BIHAR,AURANGABAD,AURANGABAD,0,0,0,0,0
BIHAR,AURANGABAD,BARUN,95,64,6,0,165
BIHAR,AURANGABAD,DEO,0,0,0,0,0
BIHAR,AURANGABAD,GOH,10,10,0,0,20
BIHAR,AURANGABAD,HASPURA,6,6,0,0,12
BIHAR,AURANGABAD,KUTUMBA,61,31,0,20,112
BIHAR,AURANGABAD,OBRA,9,12,0,0,21
BIHAR,BANKA,BANKA,5,5,0,0,10
BIHAR,BANKA,DHORAIYA,0,0,0,0,0
BIHAR,BEGUSARAI,BACHHAWARA,0,7,0,0,7
BIHAR,BEGUSARAI,BAKHRI,0,10,0,0,10
BIHAR,BEGUSARAI,BALLIA,26,68,6,0,100
BIHAR,BEGUSARAI,BARAUNI,5,90,0,0,95
BIHAR,BEGUSARAI,BEGUSARAI,22,386,39,40,487
BIHAR,BEGUSARAI,BHAGWANPUR,31,106,7,17,161
BIHAR,BEGUSARAI,BIRPUR,20,80,0,0,100
BIHAR,BEGUSARAI,CH.BARIYARPUR,3,43,0,0,45
BIHAR,BEGUSARAI,CHHAURAHI,70,230,10,0,310
BIHAR,BEGUSARAI,DANDARI,10,20,5,5,40
BIHAR,BEGUSARAI,GADHPURA,99,83,25,0,207
BIHAR,BEGUSARAI,KHODAWANDPUR,7,104,16,17,144
