-----
{
 "description": "The table refers to District wise Potential Utilized through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.10.csv", 
 "title": "Download CSV for Districtwise Potential Utilized through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.10.csv"
}
-----
"State","District","Kharif","Rabi","Perennial","Others","Total"
"ASSAM","KARBIANGLONG",4743,3314,0,0,8057
"ASSAM","KARIMGANJ",0,0,0,0,0
"ASSAM","KOKRAJHAR",6174,1130,8,24,7336
"ASSAM","LAKHIMPUR",54,12,0,0,66
"ASSAM","MORIGAON",23,2,0,0,25
"ASSAM","NAGOAN",289,279,115,0,682
"ASSAM","NALBARI",1648,348,0,1,1997
"ASSAM","NC HILLS",3724,13,0,0,3737
"ASSAM","SIBSAGAR",49,34,0,0,83
"ASSAM","SONITPUR",5527,1881,0,0,7408
"BIHAR","ARARIA",172,172,0,0,344
"BIHAR","AURANGABAD",20211,3897,27,100,24235
"BIHAR","BANKA",24902,11661,835,662,38059
"BIHAR","BEGUSARAI",14,1299,0,0,1313
"BIHAR","BHAGALPUR",2181,1196,75,89,3541
"BIHAR","BHOJPUR",549,264,0,0,813
"BIHAR","BUXAR",170,157,6,6,338
"BIHAR","EAST CHAMPARAN",28,49,13,0,90
"BIHAR","GAYA",72599,5991,378,298,79265
"BIHAR","GOPAALGANJ",14,20,0,0,34
"BIHAR","JAMUI",33123,2921,194,87,36324
"BIHAR","JEHANABAD",9824,115,18,6,9963
"BIHAR","KAIMUR (BHABUA)",4590,2487,30,6,7114
"BIHAR","KATIHAR",0,1,0,0,1
"BIHAR","LAKHISARAI",7029,1013,122,1,8164
"BIHAR","MADHEPURA",24,30,0,0,53
"BIHAR","MADHUBANI",1410,529,90,32,2061
"BIHAR","MUNGER",3618,1758,2,0,5378
"BIHAR","MUZAFFARPUR",46,76,4,37,163
"BIHAR","NALANDA",20574,18554,0,0,39128
"BIHAR","NAWADA",74715,10435,2079,306,87535
"BIHAR","PATNA",3276,1806,423,76,5581
"BIHAR","ROHTAS(SASARAM)",3031,1058,0,4,4093
"BIHAR","SARAN",47,68,18,18,150
"BIHAR","SHEKHPURA",4980,860,19,8,5866
"BIHAR","SITAMARHI",133,218,44,29,424
"BIHAR","SIWAN",60,1277,17,11,1363
"BIHAR","SUPAUL",94,94,0,0,188
"BIHAR","VAISHALI",8,20,2,2,32
"BIHAR","WEST CHAMPARAN",1774,1206,427,0,3407
"CHHATTISGARH","BASTER",1245,869,0,2,2117
"CHHATTISGARH","BILASPUR",4395,829,6,1,5232
"CHHATTISGARH","DANTEWADA",3737,50,0,0,3787
"CHHATTISGARH","DHAMTARI",1677,2,0,0,1679
"CHHATTISGARH","DURG",14547,62,0,1,14610
"CHHATTISGARH","JANJGIR-CHAMPA",14710,15787,0,2,30499
"CHHATTISGARH","JASHPUR",766,1316,0,0,2082
"CHHATTISGARH","KANKER",5017,191,0,0,5208
"CHHATTISGARH","KORBA",2818,2410,2,0,5229
"CHHATTISGARH","KORIA",62,860,1,0,923
"CHHATTISGARH","KVARDHA",3055,201,0,0,3256
"CHHATTISGARH","MAHASAMUND",10513,270,6,0,10789
"CHHATTISGARH","RAIGARH",5220,6412,2,0,11635
"CHHATTISGARH","RAIPUR",19030,713,0,6,19749
"CHHATTISGARH","RAJNANDGAON",16309,456,21,0,16786
"CHHATTISGARH","SURGUJA",341,7188,0,0,7529
"DADRA & NAGAR HAVELI","DADRA & NAGAR HAVELI",25,13,3,0,42
"DELHI","ALIPUR",116,128,0,0,244
"GOA","NORTH GOA",4,3322,860,27,4212
"GOA","SOUTH GOA",355,2034,365,13,2766
"GUJARAT","AHMEDABAD",2131,1595,2,0,3729
"GUJARAT","AMRELI",0,0,0,0,0
"GUJARAT","BANASKANTHA",496,810,30,70,1406
"GUJARAT","BHARUCH",121,497,0,0,618
"GUJARAT","BHAVNAGAR",0,0,0,0,0
"GUJARAT","DAHOD",2655,497,0,0,3152
"GUJARAT","DANG",0,0,0,0,0
"GUJARAT","GANDHINAGAR",0,0,0,0,0
"GUJARAT","JAMNAGAR",9245,0,0,20,9265
"GUJARAT","JUNAGADH",0,0,0,0,0
"GUJARAT","KACHCHH",9908,2571,199,72,12750
"GUJARAT","KHEDA",573,0,0,0,573
"GUJARAT","MEHSANA",237,0,0,0,237
"GUJARAT","NARMADA",0,0,0,0,0
"GUJARAT","NAVSARI",710,0,0,0,710
"GUJARAT","PANCHMAHAL",0,0,0,0,0
"GUJARAT","PATAN",89,75,0,45,209
"GUJARAT","PORBANDAR",0,0,0,0,0
"GUJARAT","RAJKOT",390,48,0,0,438
"GUJARAT","SABARKANTHA",553,0,0,0,553
"GUJARAT","SURAT",894,1099,0,0,1993
"GUJARAT","SURENDRANAGAR",405,407,0,198,1010
"GUJARAT","VADODARA",2564,1799,0,52,4415
"GUJARAT","VALSAD",0,929,1,0,930
"HARYANA","AMBALA",180,175,0,0,355
"HARYANA","BHIWANI",92,451,0,0,543
"HARYANA","GURGAON",0,0,0,0,0
"HARYANA","KARNAL",1022,970,0,0,1992
"HARYANA","PANCHKULA",885,1017,4,1,1907
"HARYANA","REWARI",0,70,0,0,70
"HIMACHAL PRADESH","Bilaspur",1826,1815,13,0,3654
"HIMACHAL PRADESH","Chamba",2999,2732,14,0,5745
"HIMACHAL PRADESH","Hamirpur",844,845,0,0,1689
"HIMACHAL PRADESH","Kangra",29576,29247,1488,2,60313
"HIMACHAL PRADESH","Kinnaur",2267,1430,1830,0,5527
"HIMACHAL PRADESH","Kullu",2014,458,387,25,2883
"HIMACHAL PRADESH","Lahul & Spiti",904,2044,0,1,2949
"HIMACHAL PRADESH","Mandi",12502,11646,47,6,24201
"HIMACHAL PRADESH","Shimla",3278,1751,37,0,5067
"HIMACHAL PRADESH","Sirmaur",7521,6627,163,1,14312
"HIMACHAL PRADESH","Solan",6112,5834,101,17,12064
"HIMACHAL PRADESH","Una",342,602,17,2,963
"JAMMU & KASHMIR","ANANTNAG",41650,21737,1993,83,65463
"JAMMU & KASHMIR","BADGAM",20001,5266,220,4,25491
"JAMMU & KASHMIR","BARAMULLA",27822,1151,109,1,29083
"JAMMU & KASHMIR","DODA",3004,240,0,0,3244
"JAMMU & KASHMIR","JAMMU",46,46,0,0,92
"JAMMU & KASHMIR","KARGIL",2127,4785,0,0,6912
"JAMMU & KASHMIR","KATHUA",17121,14216,0,0,31337
"JAMMU & KASHMIR","KUPWARA",22226,474,0,0,22700
"JAMMU & KASHMIR","LEH",4439,8534,0,0,12973
"JAMMU & KASHMIR","POONCH",4921,2764,3,0,7688
"JAMMU & KASHMIR","PULWAMA",31044,17878,592,4,49518
"JAMMU & KASHMIR","RAJOURI",4391,2901,1,0,7292
"JAMMU & KASHMIR","SRINAGAR",13955,3237,273,0,17465
"JAMMU & KASHMIR","UDHAMPUR",4610,1699,4,0,6313
"JHARKHAND","BOKARO",2275,681,193,80,3229
"JHARKHAND","CHATRA",7741,2344,270,24,10380
"JHARKHAND","DEOGHAR",7528,3222,216,79,11044
"JHARKHAND","DHANBAD",103,497,4,1,605
"JHARKHAND","DUMKA",2893,1455,55,42,4445
"JHARKHAND","GARHWA",10123,1753,50,14,11940
"JHARKHAND","GIRIDIH",5389,1807,184,60,7440
"JHARKHAND","GODDA",1723,1047,28,33,2832
"JHARKHAND","GUMLA",342,243,14,7,607
"JHARKHAND","HAZARIBAGH",2534,1413,75,48,4070
"JHARKHAND","JAMTARA",2045,1395,113,41,3594
"JHARKHAND","KODERMA",1689,674,161,96,2621
"JHARKHAND","LATEHAR",7739,1553,104,342,9738
"JHARKHAND","LOHARDAGA",6,25,13,12,57
"JHARKHAND","PAKUR",1175,1308,89,79,2651
"JHARKHAND","PALAMU",23345,1856,124,91,25416
"JHARKHAND","RANCHI",1358,111,37,1,1507
"JHARKHAND","SAHEBGANJ",602,841,69,13,1525
"JHARKHAND","SARAIKELA",2835,768,96,43,3743
"JHARKHAND","SIMDEGA",192,537,22,1,750
"JHARKHAND","WEST SINGHBHUM",5092,1504,90,5,6691
"KARNATAKA","Bagalkote",1456,394,55,204,2108
"KARNATAKA","Bangalore",2268,82,25,14,2388
"KARNATAKA","Bangalore Rural",7335,591,2325,616,10867
"KARNATAKA","Belgaum",958,428,27,19,1432
"KARNATAKA","Bellary",2207,574,0,1060,3841
"KARNATAKA","Bidar",242,893,442,12,1588
"KARNATAKA","Bijapur",141,3845,1,0,3988
"KARNATAKA","Chamaraja Nagara",1434,3,0,44,1481
"KARNATAKA","Chikmagalur",8966,77,6514,568,16125
"KARNATAKA","Chitradurga",1280,1899,70,2014,5264
"KARNATAKA","Dakshina Kannada",4,991,903,198,2096
"KARNATAKA","Davanagere",1417,2,64,840,2323
"KARNATAKA","Dharwar",3365,124,42,43,3573
"KARNATAKA","Gadag",310,1243,3,542,2098
"KARNATAKA","Gulbarga",5221,2695,25,110,8051
"KARNATAKA","Hassan",17201,4002,1296,4842,27340
"KARNATAKA","Haveri",6665,276,13,1404,8358
"KARNATAKA","Kodagu",198,1,153,4,356
"KARNATAKA","Kolar",17418,4235,763,2174,24589
"KARNATAKA","Koppal",953,0,0,771,1724
"KARNATAKA","Mandya",5967,516,818,1602,8903
"KARNATAKA","Mysore",2601,1464,284,324,4672
"KARNATAKA","Raichur",2402,409,0,160,2971
"KARNATAKA","Shimoga",46842,323,2023,2130,51317
"KARNATAKA","Tumkur",14974,1610,4211,8963,29758
"KARNATAKA","Udupi",4,6430,1736,219,8388
"KARNATAKA","Uttara Kannada",3968,1988,2560,1644,10159
"KERALA","ALAPPUZHA",1153,1010,1357,2434,5954
"KERALA","ERANAKULAM",3185,2913,1048,2579,9725
"KERALA","IDDUKKI",1919,2246,1957,1744,7867
"KERALA","KANNUR",3674,4462,5059,7791,20986
"KERALA","KASARAGODE",4515,5066,4299,7044,20923
"KERALA","KOLLAM",3115,2931,617,2267,8930
"KERALA","KOTTAYAM",2626,2492,890,3731,9739
"KERALA","KOZHIKODE",1135,1449,1845,2641,7069
"KERALA","MALAPPURAM",7623,7872,1399,2947,19841
"KERALA","PALAKKAD",6456,5987,1503,4894,18840
"KERALA","PATHANAMTHITTA",1576,1194,441,1377,4588
"KERALA","THIRUVANANTHAPURAM",6864,5815,5967,16266,34912
"KERALA","THRISSUR",6659,7102,598,5277,19637
"KERALA","WAYANAD",3150,2098,298,2676,8222
"MADHYA PRADESH","BALAGHAT",44547,3736,22,13,48317
"MADHYA PRADESH","BARWANI",930,654,0,0,1585
"MADHYA PRADESH","BETUL",653,13414,46,1,14115
"MADHYA PRADESH","BHIND",0,8,0,0,8
"MADHYA PRADESH","BHOPAL",3,2818,7,0,2828
"MADHYA PRADESH","CHHATARPUR",0,20416,0,0,20416
"MADHYA PRADESH","CHHINDWARA",16,10879,12,0,10907
"MADHYA PRADESH","DAMOH",280,9018,0,0,9298
"MADHYA PRADESH","DATIA",2,475,0,0,477
"MADHYA PRADESH","DEWAS",10,1001,8,0,1019
"MADHYA PRADESH","DHAR",129,153,0,0,282
"MADHYA PRADESH","GUNA",1,8960,0,0,8961
"MADHYA PRADESH","GWALIOR",843,1845,0,0,2689
"MADHYA PRADESH","HARDA",0,303,0,0,303
"MADHYA PRADESH","HOSHANGABAD",2,827,0,0,830
"MADHYA PRADESH","INDORE",0,224,0,0,224
"MADHYA PRADESH","JABALPUR",84,1890,0,0,1974
"MADHYA PRADESH","JHABUA",699,212,0,0,911
"MADHYA PRADESH","KATNI",2817,4171,0,0,6987
"MADHYA PRADESH","KHANDWA",45,251,54,0,350
"MADHYA PRADESH","KHARGONE",1242,632,0,0,1874
"MADHYA PRADESH","MANDLA",24,3132,0,3,3159
"MADHYA PRADESH","MANDSAUR",30,16,0,0,46
"MADHYA PRADESH","MORENA",51,334,0,0,385
"MADHYA PRADESH","NARSINGHPUR",5,3653,11,0,3668
"MADHYA PRADESH","NEEMUCH",0,279,0,0,279
"MADHYA PRADESH","PANNA",702,7460,1,0,8163
"MADHYA PRADESH","RAISEN",0,72,0,0,72
"MADHYA PRADESH","RAJGARH",0,1987,2,6,1995
"MADHYA PRADESH","RATLAM",362,1491,0,2,1855
"MADHYA PRADESH","REWA",21,1509,0,6,1536
"MADHYA PRADESH","SAGAR",0,2452,0,0,2452
"MADHYA PRADESH","SATNA",3,2534,3,0,2540
"MADHYA PRADESH","SEHORE",0,508,15,0,524
"MADHYA PRADESH","SEONI",5283,2060,0,0,7343
"MADHYA PRADESH","SHAHDOL",10,4295,14,2,4321
"MADHYA PRADESH","SHAJAPUR",40,418,0,0,458
"MADHYA PRADESH","SHEOPUR",0,782,0,0,782
"MADHYA PRADESH","SHIVPURI",2,9945,0,0,9946
"MADHYA PRADESH","SIDHI",414,6546,0,6989,13949
"MADHYA PRADESH","TIKAMGARH",1075,8546,0,0,9621
"MADHYA PRADESH","UJJAIN",0,567,1,0,568
"MADHYA PRADESH","UMARIA",14,488,0,0,502
"MADHYA PRADESH","VIDISHA",0,3549,0,0,3549
"MAHARASHTRA","AHMEDNAGAR",2238,2657,1551,240,6686
"MAHARASHTRA","AKOLA",309,10411,4,54,10778
"MAHARASHTRA","AMRAVATI",353,1292,13,5,1663
"MAHARASHTRA","AURANGABAD",2125,20331,753,13,23221
"MAHARASHTRA","BEED",276,677,254,1222,2429
"MAHARASHTRA","BHANDARA",35033,2207,3,30,37273
"MAHARASHTRA","BULDANA",1445,1525,111,25,3106
"MAHARASHTRA","CHANDRAPUR",59134,4858,1655,83,65729
"MAHARASHTRA","DHULE",280,148,1,0,429
"MAHARASHTRA","GADCHIROLI",26932,50,0,0,26982
"MAHARASHTRA","GONDIYA",42692,616,0,0,43309
"MAHARASHTRA","HINGOLI",296,1657,355,234,2542
"MAHARASHTRA","JALGAON",391,134,8,0,532
"MAHARASHTRA","JALNA",0,0,0,0,0
"MAHARASHTRA","KOLHAPUR",79,11,30,83,204
"MAHARASHTRA","LATUR",722,804,496,10,2033
"MAHARASHTRA","NAGPUR",6321,5894,123,7,12343
"MAHARASHTRA","NANDED",2938,6614,2423,124,12099
"MAHARASHTRA","NANDURBAR",150,869,0,1110,2130
"MAHARASHTRA","NASHIK",4972,2661,219,80,7932
"MAHARASHTRA","OSMANABAD",721,1154,169,159,2203
"MAHARASHTRA","PARBHANI",0,1401,35,113,1549
"MAHARASHTRA","PUNE",4654,11185,6222,719,22779
"MAHARASHTRA","RAIGHAR",103,8309,120,0,8533
"MAHARASHTRA","RATNAGIRI",69,548,115,6,737
"MAHARASHTRA","SANGLI",2532,1582,654,276,5045
"MAHARASHTRA","SATARA",4887,3657,8648,4,17197
"MAHARASHTRA","SINDHUDURGA",1471,1204,29,103,2807
"MAHARASHTRA","SOLAPUR",533,1611,296,112,2552
"MAHARASHTRA","THANE",90,4048,43,0,4181
"MAHARASHTRA","WARDHA",3676,5605,1693,168,11142
"MAHARASHTRA","WASHIM",592,4669,94,32,5387
"MAHARASHTRA","YAVATMAL",2437,2643,157,155,5392
"MANIPUR","BISHNUPUR",1547,1005,0,48,2600
"MANIPUR","CHANDEL",866,606,0,0,1472
"MANIPUR","CHURACHANDPUR",1773,884,0,0,2657
"MANIPUR","IMPHAL EAST",1268,0,0,0,1268
"MANIPUR","IMPHAL WEST",5822,42,0,0,5864
"MANIPUR","SENAPATI",652,484,0,0,1136
"MANIPUR","TAMENGLONG",567,337,0,0,904
"MANIPUR","THOUBAL",4363,485,0,455,5303
"MANIPUR","UKHRUL",700,340,0,0,1040
"MEGHALAYA","EAST GARO HILLS",3705,323,0,0,4028
"MEGHALAYA","EAST KHASI HILLS",5123,1128,1551,0,7802
"MEGHALAYA","JAINTIA HILLS",4218,106,2923,0,7246
"MEGHALAYA","RI BHOI",20293,289,0,60,20642
"MEGHALAYA","SOUTH GARO HILLS",341,274,227,0,842
"MEGHALAYA","WEST GARO HILLS",8387,2485,306,182,11361
"MEGHALAYA","WEST KHASI HILLS",11711,5153,161,7,17031
"MIZORAM","AIZAWL",639,33,37,5,714
"MIZORAM","CHAMPHAI",2029,2,11,5,2047
"MIZORAM","KOLASIB",630,509,4,0,1142
"MIZORAM","LAWNGTLAI",537,0,0,0,537
"MIZORAM","LUNGLEI",414,118,2,26,559
"MIZORAM","MAMIT",215,62,6,4,286
"MIZORAM","SAIHA",281,19,0,50,350
"MIZORAM","SERCHHIP",931,1,0,0,932
"NAGALAND","DIMAPUR",6361,1817,0,0,8178
"NAGALAND","KOHIMA",9582,316,167,75,10139
"NAGALAND","MOKOKCHUNG",4020,0,0,0,4020
"NAGALAND","MON",1080,0,0,0,1080
"NAGALAND","PHEK",8901,76,0,0,8978
"NAGALAND","TUENSANG",6408,4,2,0,6414
"NAGALAND","WOKHA",2027,0,0,0,2027
"NAGALAND","ZUNHEBOTO",5024,1145,1,0,6170
"ORISSA","ANGUL",6286,1031,24,0,7341
"ORISSA","BALASORE",1537,43,0,0,1580
"ORISSA","BARGARH",22380,1090,93,26,23589
"ORISSA","BHADRAK",1006,952,0,0,1958
"ORISSA","BOLANGIR",19331,991,32,0,20354
"ORISSA","BOUDH",3939,32,0,0,3971
"ORISSA","CUTTACK",5753,1260,18,1,7032
"ORISSA","DEOGARH",1614,220,17,7,1857
"ORISSA","DHENKANAL",11425,1939,37,3,13403
"ORISSA","GAJAPATI",22591,2403,86,0,25079
"ORISSA","GANJAM",90215,3431,166,4,93816
"ORISSA","JAGATSINGHPUR",524,2,0,0,526
"ORISSA","JAJAPUR",3893,557,26,0,4477
"ORISSA","JHARSUGUDA",4935,1199,5,0,6139
"ORISSA","KALAHANDI",10946,993,25,3,11968
"ORISSA","KANDHAMAL",4916,432,5,0,5353
"ORISSA","KENDRAPARA",4,17,0,0,21
"ORISSA","KEONJHAR",14371,1811,15,0,16197
"ORISSA","KHURDA",6205,1245,55,0,7505
"ORISSA","KORAPUT",10063,3320,50,24,13456
"ORISSA","MALKANAGIRI",490,112,2,88,692
"ORISSA","MAYURBHANJA",22816,2788,2,11,25617
"ORISSA","NAWARANGAPUR",2081,227,1,0,2309
"ORISSA","NAYAGARH",7569,1378,183,5,9135
"ORISSA","NUAPADA",4910,542,2,11,5465
"ORISSA","PURI",172,700,0,10,883
"ORISSA","RAYAGADA",22759,2978,75,41,25853
"ORISSA","SAMBALPUR",10367,1817,27,1,12212
"ORISSA","SONEPUR",9405,360,0,0,9765
"ORISSA","SUNDARGARH",6145,880,11,0,7036
"PONDICHERRY","KARAIKAL",1938,6925,0,0,8863
"PONDICHERRY","PONDICHERRY",1257,307,53,0,1617
"PONDICHERRY","YANAM",866,866,5,174,1911
"PUNJAB","GURDASPUR",300,280,0,0,580
"PUNJAB","HOSHIARPUR",217,215,10,0,442
"PUNJAB","MOGA",48,47,0,0,95
"PUNJAB","PATIALA",200,200,0,0,400
"PUNJAB","ROPAR",2721,2740,0,0,5461
"RAJASTHAN","AJMER",3327,4756,0,13,8095
"RAJASTHAN","ALWAR",0,450,0,0,450
"RAJASTHAN","BANSWARA",143,2123,220,12,2499
"RAJASTHAN","BARAN",1655,12847,658,0,15159
"RAJASTHAN","BHARATPUR",219,1725,0,0,1944
"RAJASTHAN","BHILWARA",3828,6868,0,0,10696
"RAJASTHAN","BUNDI",621,686,15,0,1323
"RAJASTHAN","CHITTORGARH",590,1390,0,15,1995
"RAJASTHAN","DAUSA",0,134,0,0,134
"RAJASTHAN","DHOLPUR",45,1736,0,0,1782
"RAJASTHAN","DUNGARPUR",80,641,2,69,792
"RAJASTHAN","JAIPUR",3,127,0,1,131
"RAJASTHAN","JAISALMER",0,3,0,0,3
"RAJASTHAN","JALORE",0,33,0,0,33
"RAJASTHAN","JHALAWAR",2,2703,0,104,2809
"RAJASTHAN","JHUNJHUNU",0,10,0,0,10
"RAJASTHAN","KAROLI",8,639,0,0,647
"RAJASTHAN","KOTA",293,369,0,0,662
"RAJASTHAN","NAGAUR",22,27,0,0,48
"RAJASTHAN","PALI",7,3221,0,0,3228
"RAJASTHAN","RAJSAMAND",36,77,19,0,133
"RAJASTHAN","SAWAI MADHOPUR",0,554,0,0,554
"RAJASTHAN","SIROHI",3,892,1,3,899
"RAJASTHAN","TONK",142,6775,0,0,6917
"RAJASTHAN","UDAIPUR",67,1994,0,0,2061
"SIKKIM","EAST",3606,1694,502,268,6070
"SIKKIM","NORTH",540,299,108,163,1110
"SIKKIM","SOUTH",2215,1139,295,146,3795
"SIKKIM","WEST",2013,862,392,179,3447
"TAMIL NADU","COIMBATORE",951,27,546,0,1525
"TAMIL NADU","CUDDALORE",2266,3816,44,47,6173
"TAMIL NADU","DHARMAPURI",6910,1402,2296,91,10699
"TAMIL NADU","DINDIGUL",1607,2430,657,100,4795
"TAMIL NADU","ERODE",1251,307,147,43,1747
"TAMIL NADU","KANCHEEPURAM",12284,21077,757,870,34987
"TAMIL NADU","KANYAKUMARI",13259,12100,8797,235,34391
"TAMIL NADU","KARUR",4915,1302,462,4726,11405
"TAMIL NADU","MADURAI",11199,53033,2351,2147,68730
"TAMIL NADU","NAGAPATTINAM",0,446,0,0,446
"TAMIL NADU","NAMAKKAL",933,2198,146,6,3283
"TAMIL NADU","NILGIRIS",1747,6,1061,887,3702
"TAMIL NADU","PERAMBALUR",2733,3978,78,36,6825
"TAMIL NADU","PUDUKKOTTAI",35850,37499,1173,135,74658
"TAMIL NADU","RAMANATHAPURAM",1831,62865,15,6,64718
"TAMIL NADU","SALEM",8336,365,244,587,9533
"TAMIL NADU","SIVAGANGA",16827,42995,1376,1125,62323
"TAMIL NADU","THANJAVUR",15710,28541,427,129,44807
"TAMIL NADU","THENI",3617,3609,554,105,7885
"TAMIL NADU","THIRUVALLUR",11290,19719,1286,49,32344
"TAMIL NADU","THIRUVARUR",2216,1347,80,41,3684
"TAMIL NADU","TIRUCHIRAPPALLI",27927,4494,75,1,32498
"TAMIL NADU","TIRUNELVELI",21187,35426,1855,462,58930
"TAMIL NADU","TIRUVANNAMALAI",5817,24925,311,788,31841
"TAMIL NADU","TUTICORIN DISTRICT",23077,7634,2177,552,33440
"TAMIL NADU","VELLORE",2834,2673,420,165,6091
"TAMIL NADU","VILLUPPURAM",25121,12824,478,114,38536
"TAMIL NADU","VIRUDHUNAGAR",5564,9971,170,237,15943
"TRIPURA","DHALAI",157,99,0,5,260
"TRIPURA","NORTH TRIPURA",321,395,9,97,822
"TRIPURA","SOUTH TRIPURA",2553,4346,116,353,7369
"TRIPURA","WEST TRIPURA",1561,3659,24,100,5344
"UTTAR PRADESH","ALIGARH",9,8,4,0,21
"UTTAR PRADESH","ALLAHABAD",927,1231,548,303,3010
"UTTAR PRADESH","BAGHPAT",0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",4,6,4,1,15
"UTTAR PRADESH","BANDA",63,953,56,0,1072
"UTTAR PRADESH","BAREILLY",512,508,450,220,1689
"UTTAR PRADESH","BASTI",0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",78,60,0,12,150
"UTTAR PRADESH","CHANDAULI",114,97,6,0,217
"UTTAR PRADESH","CHITRAKOOT",322,1108,104,6,1541
"UTTAR PRADESH","DEORIA",11,13,2,1,27
"UTTAR PRADESH","FATEHPUR",49,47,0,0,95
"UTTAR PRADESH","GHAZIABAD",993,1332,2125,412,4862
"UTTAR PRADESH","GORAKHPUR",20,20,40,3,83
"UTTAR PRADESH","HAMIRPUR",2049,537,1961,7,4553
"UTTAR PRADESH","JALAUN",37,1867,20,6,1931
"UTTAR PRADESH","JAUNPUR",13,17,0,0,30
"UTTAR PRADESH","JHANSI",123,992,23,0,1137
"UTTAR PRADESH","KANNAUJ",13,7,0,1,21
"UTTAR PRADESH","KANPUR DEHAT",26,33,2,1,63
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",4,6,2,0,12
"UTTAR PRADESH","LALITPUR",83,663,10,0,756
"UTTAR PRADESH","LUCKNOW",15,30,30,5,80
"UTTAR PRADESH","MAHARAJ GANJ",75,141,74,6,296
"UTTAR PRADESH","MAHOBA",29,82,31,3,145
"UTTAR PRADESH","MEERUT",0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",1539,1414,567,84,3603
"UTTAR PRADESH","MORADABAD",12,12,0,0,25
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0
"UTTAR PRADESH","RAMPUR",4,6,7,0,16
