-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to Social status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.4.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to Social status", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Scheduled caste,Scheduled tribe,Other social status of farmers,Total
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,331,407,3241,3979
ANDHRA PRADESH,WARANGAL,RAIPARTHY,264,986,2344,3594
ANDHRA PRADESH,WARANGAL,REGONDA,343,130,3995,4468
ANDHRA PRADESH,WARANGAL,SANGEM,397,580,3230,4207
ANDHRA PRADESH,WARANGAL,SHAYAMPET,300,46,2247,2593
ANDHRA PRADESH,WARANGAL,TADVAI,13,51,140,204
ANDHRA PRADESH,WARANGAL,THORRUR,404,982,2869,4255
ANDHRA PRADESH,WARANGAL,VENKATAPUR,52,80,523,655
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,539,339,4031,4909
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,532,648,2068,3248
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,4,0,316,320
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,0,64,48,112
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,93,19,575,687
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,57,0,646,703
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,51,0,325,376
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,44,0,437,481
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,53,5,795,853
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,59,6,805,870
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,0,0,4,4
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,36,0,252,288
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,123,10,861,994
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,199,46,1600,1845
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,67,3,928,998
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,7,2,38,47
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,219,146,1417,1782
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,0,29,29
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,0,0,16,16
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,0,0,0,0
ARUNACHAL PRADESH,EAST SIANG,MEBO,0,0,0,0
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,0,2,0,2
ASSAM,BARPETA,CHAK-CHAKA,0,0,23,23
ASSAM,CACHAR,LAKHIPUR,0,1,0,1
ASSAM,DHUBRI,GOLOKGANJ,0,0,14,14
ASSAM,GOALPARA,DUDHNAI,0,3,6,9
ASSAM,GOALPARA,KUSHDHAWA,0,6,2,8
ASSAM,JORHAT,JORHAT NORTH WEST,0,2,8,10
ASSAM,KOKRAJHAR,KACHUGAON,0,3,0,3
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,0,1,0,1
ASSAM,LAKHIMPUR,BIHPURIA,0,5,0,5
ASSAM,LAKHIMPUR,NARAYANPUR,1,8,43,52
ASSAM,MORIGAON,MAYONG,0,12,6,18
ASSAM,NAGOAN,BAJIAGAON,0,0,1,1
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,1,0,2,3
ASSAM,SONITPUR,BAGHMARA,0,0,1,1
BIHAR,AURANGABAD,AURANGABAD,104,2,336,442
BIHAR,AURANGABAD,BARUN,71,0,609,680
BIHAR,AURANGABAD,DAUDNAGAR,117,2,199,318
BIHAR,AURANGABAD,DEO,192,6,579,777
BIHAR,AURANGABAD,GOH,78,2,375,455
BIHAR,AURANGABAD,HASPURA,84,2,266,352
BIHAR,AURANGABAD,KUTUMBA,257,2,665,924
BIHAR,AURANGABAD,MADANPUR,245,15,569,829
BIHAR,AURANGABAD,NABINAGAR,84,6,379,469
BIHAR,AURANGABAD,OBRA,16,0,179,195
BIHAR,AURANGABAD,RAFIGANAJ,150,5,422,577
BIHAR,BANKA,AMARPUR,58,13,518,589
BIHAR,BANKA,BANKA,136,96,627,859
BIHAR,BANKA,BARAHAT,58,6,383,447
BIHAR,BANKA,BELHAR,36,75,330,441
BIHAR,BANKA,BOUNSI,29,100,312,441
BIHAR,BANKA,CHANAN,201,181,1094,1476
BIHAR,BANKA,DHORAIYA,31,13,136,180
BIHAR,BANKA,KATORIYA,227,293,1300,1820
BIHAR,BANKA,PHULLIDUMER,54,17,195,266
BIHAR,BANKA,RAJOUN,65,7,200,272
BIHAR,BANKA,SAMBHUGANJ,56,0,454,510
BIHAR,BHAGALPUR,GOURADIH,120,54,453,627
BIHAR,BHAGALPUR,JAGDISHPUR,100,2,664,766
BIHAR,BHAGALPUR,KAHALGAON,75,4,333,412
BIHAR,BHAGALPUR,NATHNAGAR,40,0,191,231
BIHAR,BHAGALPUR,PIRPAINTY,46,101,991,1138
BIHAR,BHAGALPUR,SABOUR,41,1,306,348
BIHAR,BHAGALPUR,SANHAULA,74,34,311,419
BIHAR,BHAGALPUR,SHAHKUND,110,89,595,794
BIHAR,BHAGALPUR,SULTANGANJ,36,0,94,130
BIHAR,BHOJPUR,ARA,1,0,29,30
BIHAR,BHOJPUR,BARHARA,0,0,10,10
BIHAR,BHOJPUR,BEHEA,3,0,17,20
BIHAR,BHOJPUR,CHARPOKHARI,7,1,246,254
BIHAR,BHOJPUR,GARHANI,2,0,46,48
BIHAR,BHOJPUR,JAGDISHPUR,6,19,295,320
BIHAR,BHOJPUR,KOILWAR,14,2,88,104
BIHAR,BHOJPUR,PIRO,18,3,905,926
BIHAR,BHOJPUR,SAHAR,4,1,95,100
BIHAR,BHOJPUR,SANDESH,0,3,126,129
BIHAR,BHOJPUR,SHAHPUR,1,1,16,18
BIHAR,BHOJPUR,TARARI,16,1,503,520
BIHAR,BHOJPUR,UDWANTNAGAR,2,0,67,69
BIHAR,BUXAR,BRAHMPUR,1,0,180,181
BIHAR,BUXAR,BUXAR,0,0,60,60
BIHAR,BUXAR,CHOUGAI,0,0,36,36
BIHAR,BUXAR,CHOUSA,2,0,26,28
BIHAR,BUXAR,DUMRAON,0,0,97,97
BIHAR,BUXAR,ITARHI,2,0,104,106
BIHAR,BUXAR,RAJPUR,28,0,158,186
BIHAR,BUXAR,SIMRI,4,0,46,50
BIHAR,EAST CHAMPARAN,AREARAJ,0,0,20,20
BIHAR,EAST CHAMPARAN,GHORASAHAN,0,0,2,2
BIHAR,GAYA,AMAS,189,0,377,566
BIHAR,GAYA,ATRI,119,0,507,626
BIHAR,GAYA,BANKE BAZAR,113,36,337,486
BIHAR,GAYA,BARACHATTY,538,8,1166,1712
BIHAR,GAYA,BATHANI,86,3,328,417
BIHAR,GAYA,BELAGANJ,55,0,802,857
BIHAR,GAYA,BODHGAYA,75,8,749,832
BIHAR,GAYA,DOBHI,183,2,667,852
BIHAR,GAYA,DUMARIYA,360,12,640,1012
BIHAR,GAYA,FATEHPUR,374,17,818,1209
BIHAR,GAYA,GAYA NAGAR,17,0,51,68
BIHAR,GAYA,GURARU,53,0,217,270
BIHAR,GAYA,GURUA,265,1,474,740
BIHAR,GAYA,IMAMGANJ,626,6,1075,1707
BIHAR,GAYA,KHIZARSARAI,55,3,263,321
BIHAR,GAYA,KONCH,88,9,471,568
BIHAR,GAYA,MANPUR,156,4,877,1037
BIHAR,GAYA,MOHANPUR,381,1,711,1093
BIHAR,GAYA,PARAIYA,46,0,568,614
BIHAR,GAYA,SHERGHATTY,60,0,147,207
BIHAR,GAYA,TANKUPPA,125,1,177,303
BIHAR,GAYA,TEKARI,125,4,782,911
BIHAR,GAYA,WAZIRGANJ,121,5,869,995
BIHAR,GOPAALGANJ,BAIKUNTHPUR,2,0,11,13
BIHAR,GOPAALGANJ,BARAULI,29,1,562,592
BIHAR,GOPAALGANJ,BHOREY,50,0,844,894
BIHAR,GOPAALGANJ,BIJAIPUR,9,0,177,186
BIHAR,GOPAALGANJ,HATHUA,25,0,558,583
BIHAR,GOPAALGANJ,KATEYA,6,0,151,157
BIHAR,GOPAALGANJ,KUCHAIKOTE,23,0,506,529
BIHAR,GOPAALGANJ,MANJHA,9,0,118,127
BIHAR,GOPAALGANJ,PANCHDEWRI,18,0,235,253
BIHAR,GOPAALGANJ,PHULWARIYA,38,1,486,525
BIHAR,GOPAALGANJ,THAWE,2,0,6,8
BIHAR,GOPAALGANJ,UCHKAGAON,22,3,515,540
BIHAR,JAMUI,ALIGANJ,35,0,96,131
BIHAR,JAMUI,BARHAT,62,1,125,188
BIHAR,JAMUI,CHAKAI,234,209,804,1247
BIHAR,JAMUI,GHIDHOR,33,0,82,115
BIHAR,JAMUI,JAMUI,35,12,206,253
BIHAR,JAMUI,JHAJHA,187,230,1281,1698
BIHAR,JAMUI,KHAIRA,148,48,953,1149
BIHAR,JAMUI,LAXMIPUR,209,67,445,721
BIHAR,JAMUI,SIKANDARA,166,9,424,599
BIHAR,JAMUI,SONO,281,135,1120,1536
BIHAR,JEHANABAD,ARWAL,17,0,121,138
BIHAR,JEHANABAD,GHOSHI,5,0,176,181
BIHAR,JEHANABAD,HULASGANJ,7,0,239,246
BIHAR,JEHANABAD,JEHANABAD,1,0,90,91
BIHAR,JEHANABAD,KAKO,21,0,439,460
BIHAR,JEHANABAD,KALER,9,0,55,64
BIHAR,JEHANABAD,KARPI,31,0,425,456
BIHAR,JEHANABAD,KURTHA,14,19,218,251
BIHAR,JEHANABAD,MAKHDUMPUR,4,2,257,263
BIHAR,JEHANABAD,MODANGANJ,6,0,114,120
BIHAR,JEHANABAD,RATNI,0,0,86,86
BIHAR,JEHANABAD,VANSHI,0,0,48,48
BIHAR,KAIMUR (BHABUA),ADHAURA,27,63,6,96
BIHAR,KAIMUR (BHABUA),BHABUA,97,5,1548,1650
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,75,5,687,767
BIHAR,KAIMUR (BHABUA),CHAINPUR,158,27,1101,1286
BIHAR,KAIMUR (BHABUA),CHAND,161,7,843,1011
BIHAR,KAIMUR (BHABUA),DURGAWATI,43,2,535,580
BIHAR,KAIMUR (BHABUA),KUDRA,34,3,849,886
BIHAR,KAIMUR (BHABUA),MOHANIA,49,28,469,546
BIHAR,KAIMUR (BHABUA),NUAON,11,0,419,430
BIHAR,KAIMUR (BHABUA),RAMGARH,24,1,702,727
BIHAR,KAIMUR (BHABUA),RAMPUR,108,4,452,564
BIHAR,KATIHAR,AZAMNAGAR,0,0,15,15
BIHAR,LAKHISARAI,HALSI,10,1,94,105
BIHAR,LAKHISARAI,LAKHISARAI,94,10,310,414
BIHAR,LAKHISARAI,RAMGHAR CHOK,6,0,67,73
BIHAR,LAKHISARAI,SURYAGARAH,43,61,438,542
BIHAR,MADHEPURA,GAMHARIA,0,0,0,0
BIHAR,MADHEPURA,KUMAR KHAND,0,0,2,2
BIHAR,MADHEPURA,SINGHESHWAR,0,0,1,1
BIHAR,MADHUBANI,BABUBARHI,2,0,27,29
BIHAR,MADHUBANI,HARLAKHI,6,0,15,21
BIHAR,MADHUBANI,JAYNAGAR,0,0,62,62
BIHAR,MADHUBANI,LAKHANAUR,0,0,5,5
BIHAR,MUNGER,ASARGANJ,11,0,93,104
BIHAR,MUNGER,BARIYARPUR,7,0,32,39
BIHAR,MUNGER,DHARAHARA,55,68,525,648
BIHAR,MUNGER,HAWALI KHAGARHPUR,122,85,550,757
BIHAR,MUNGER,JAMALPUR,82,0,387,469
BIHAR,MUNGER,SADAR MUNGER,17,0,327,344
BIHAR,MUNGER,SANGRAMPUR,75,1,283,359
BIHAR,MUNGER,TARAPUR,10,0,322,332
BIHAR,MUNGER,TATIA BAMBAR,15,9,164,188
BIHAR,MUZAFFARPUR,KANTI,0,0,49,49
BIHAR,MUZAFFARPUR,KATRA,0,0,2,2
BIHAR,MUZAFFARPUR,KURHANI,2,0,15,17
BIHAR,MUZAFFARPUR,MINAPUR,0,2,2,4
BIHAR,MUZAFFARPUR,MORAUL,0,0,22,22
BIHAR,MUZAFFARPUR,MUSHAHARI,0,0,4,4
BIHAR,NALANDA,ASTHAWAN,154,9,1179,1342
BIHAR,NALANDA,BEN,44,0,877,921
BIHAR,NALANDA,BIHARSHARIF,131,5,2049,2185
BIHAR,NALANDA,BIND,9,0,408,417
BIHAR,NALANDA,CHANDI,95,3,996,1094
BIHAR,NALANDA,EKANGARSARAI,38,4,485,527
BIHAR,NALANDA,GIRIYAK,87,0,604,691
BIHAR,NALANDA,HARNAUT,57,2,1224,1283
BIHAR,NALANDA,HILSA,84,7,1507,1598
BIHAR,NALANDA,ISLAMPUR,38,5,471,514
BIHAR,NALANDA,KARAIPARSURAI,22,0,543,565
BIHAR,NALANDA,KATRISARAI,8,0,246,254
BIHAR,NALANDA,NAGARNAUSA,40,1,584,625
BIHAR,NALANDA,NOORSARAI,194,2,2542,2738
BIHAR,NALANDA,PARWALPUR,12,4,734,750
BIHAR,NALANDA,RAHUI,168,1,1615,1784
BIHAR,NALANDA,RAJGIR,124,1,581,706
BIHAR,NALANDA,SARMERA,38,1,345,384
BIHAR,NALANDA,SILAO,130,3,1480,1613
BIHAR,NALANDA,THARTHARI,32,1,525,558
BIHAR,NAWADA,AKBARPUR,106,135,185,426
BIHAR,NAWADA,GOVINDPUR,105,3,334,442
BIHAR,NAWADA,HASUA,123,16,342,481
BIHAR,NAWADA,KASHICHAK,24,0,95,119
BIHAR,NAWADA,KAWAKOLE,360,221,158,739
BIHAR,NAWADA,MESKAUR,46,1,248,295
BIHAR,NAWADA,NARDIGUNJ,16,137,113,266
BIHAR,NAWADA,NARHAT,17,84,60,161
BIHAR,NAWADA,NAWADA,20,91,199,310
BIHAR,NAWADA,PAKRIBRAWAN,0,0,15,15
BIHAR,NAWADA,RAJAULI,105,50,191,346
BIHAR,NAWADA,ROH,28,26,44,98
BIHAR,NAWADA,SIRDALA,107,259,336,702
BIHAR,NAWADA,WARISALIGUNJ,66,140,393,599
BIHAR,PATNA,ATHAMALGOLA,0,0,6,6
BIHAR,PATNA,BAKHTIARPUR,0,0,68,68
BIHAR,PATNA,BARH,7,0,208,215
BIHAR,PATNA,BELCHCHI,0,0,15,15
BIHAR,PATNA,BIHTA,4,0,273,277
BIHAR,PATNA,DANIYAWAN,4,1,215,220
BIHAR,PATNA,DHANARUA,21,2,448,471
BIHAR,PATNA,DULHIN BAZAR,2,0,107,109
BIHAR,PATNA,FATUHA,2,0,134,136
BIHAR,PATNA,GHOSWARI,7,0,60,67
BIHAR,PATNA,KHUSRUPUR,2,3,112,117
BIHAR,PATNA,MANER,0,0,16,16
BIHAR,PATNA,MASAURHI,28,3,816,847
BIHAR,PATNA,MOKAMA,1,0,32,33
BIHAR,PATNA,NAUBATPUR,14,0,353,367
BIHAR,PATNA,PALIGANJ,1,0,176,177
BIHAR,PATNA,PANDARAK,4,0,138,142
BIHAR,PATNA,PATNA SADAR,5,0,204,209
BIHAR,PATNA,PHULWARI,6,0,263,269
BIHAR,PATNA,PUNPUN,29,1,581,611
BIHAR,PATNA,SAMPATCHAK,9,32,238,279
BIHAR,PATNA,VIKRAM,4,0,95,99
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,0,1,1
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,4,1,210,215
BIHAR,ROHTAS(SASARAM),CHENARI,221,5,905,1131
BIHAR,ROHTAS(SASARAM),DAWATH,3,0,157,160
BIHAR,ROHTAS(SASARAM),DEHRI,1,0,102,103
BIHAR,ROHTAS(SASARAM),DINARA,10,0,61,71
BIHAR,ROHTAS(SASARAM),KARAKAT,8,1,386,395
BIHAR,ROHTAS(SASARAM),KARGAHAR,8,1,330,339
BIHAR,ROHTAS(SASARAM),KOCHAS,12,0,430,442
BIHAR,ROHTAS(SASARAM),NASRIGANJ,3,0,90,93
BIHAR,ROHTAS(SASARAM),NAUHATTA,107,30,691,828
BIHAR,ROHTAS(SASARAM),NOKHA,1,0,1,2
BIHAR,ROHTAS(SASARAM),RAJPUR,2,1,69,72
BIHAR,ROHTAS(SASARAM),ROHTAS,28,30,507,565
BIHAR,ROHTAS(SASARAM),SANJHAULI,2,1,98,101
BIHAR,ROHTAS(SASARAM),SASARAM,105,13,760,878
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,122,19,640,781
BIHAR,ROHTAS(SASARAM),SURAJPURA,14,0,268,282
BIHAR,ROHTAS(SASARAM),TILOUTTHU,5,1,79,85
BIHAR,SARAN,AMNAUR,23,1,1118,1142
BIHAR,SARAN,BANIYAPUR,31,1,1146,1178
BIHAR,SARAN,DARIYAPUR,62,27,1426,1515
BIHAR,SARAN,DIGHWARA,9,0,109,118
BIHAR,SARAN,EKMA,26,1,856,883
BIHAR,SARAN,GARKHA,23,0,368,391
BIHAR,SARAN,ISHUAPUR,45,0,1158,1203
BIHAR,SARAN,JALAPUR,60,13,799,872
BIHAR,SARAN,LAHLADPUR,33,1,370,404
BIHAR,SARAN,MAKER,9,0,151,160
BIHAR,SARAN,MANJHI,0,0,20,20
BIHAR,SARAN,MARAURAH,81,23,1168,1272
BIHAR,SARAN,MASHRAKH,6,0,268,274
BIHAR,SARAN,NAGRA,5,0,139,144
BIHAR,SARAN,PANAPUR,5,0,94,99
BIHAR,SARAN,REVILGANJ,7,0,121,128
BIHAR,SARAN,SADAR,74,0,443,517
BIHAR,SARAN,SONPUR,12,0,329,341
BIHAR,SARAN,TRAIYA,73,1,1155,1229
BIHAR,SHEKHPURA,ARIYARI,40,2,135,177
BIHAR,SHEKHPURA,BARBIGHA,6,0,44,50
BIHAR,SHEKHPURA,CHEWARA,12,0,136,148
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,0,16,16
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,7,2,123,132
BIHAR,SHEKHPURA,SHEKHPURA,2,1,66,69
BIHAR,SIWAN,ANDER,36,2,694,732
BIHAR,SIWAN,BARHARIA,55,1,658,714
BIHAR,SIWAN,BASANTPUR,8,0,438,446
BIHAR,SIWAN,BHAGWANPUR-HAT,57,0,1435,1492
BIHAR,SIWAN,DARAULI,61,10,1000,1071
BIHAR,SIWAN,DARAUNDHA,19,1,479,499
BIHAR,SIWAN,GOREAKOTHI,51,0,1222,1273
BIHAR,SIWAN,GUTHANI,44,0,895,939
BIHAR,SIWAN,HASANPURA,21,0,348,369
BIHAR,SIWAN,HUSSAINGANJ,22,0,496,518
BIHAR,SIWAN,JIRADEI,31,3,705,739
BIHAR,SIWAN,LAKRI NABIGANJ,29,0,530,559
BIHAR,SIWAN,MAHARAJGANJ,54,0,911,965
BIHAR,SIWAN,MAIRWA,26,0,395,421
BIHAR,SIWAN,NAUTAN,27,0,453,480
BIHAR,SIWAN,PACHRUKHI,10,0,299,309
BIHAR,SIWAN,RAGHUNATHPUR,11,2,590,603
BIHAR,SIWAN,SISWAN,18,1,804,823
BIHAR,SIWAN,SIWAN,52,12,891,955
BIHAR,VAISHALI,BIDUPUR,9,1,748,758
BIHAR,VAISHALI,CHEHRAKALA,1,0,0,1
BIHAR,VAISHALI,GORAUL,0,0,1,1
BIHAR,VAISHALI,HAJIPUR,5,1,89,95
BIHAR,VAISHALI,LALGANJ,0,0,16,16
BIHAR,VAISHALI,MAHNAR,3,0,33,36
BIHAR,VAISHALI,PATEDHI BELSAR,0,0,1,1
BIHAR,VAISHALI,PATEPUR,2,0,101,103
BIHAR,VAISHALI,SAHDEI BUZURG,0,0,7,7
CHHATTISGARH,BASTER,JAGDALPUR,8,847,484,1339
CHHATTISGARH,BASTER,KESHKAL,14,729,294,1037
CHHATTISGARH,BASTER,KONDAGAON,23,579,280,882
CHHATTISGARH,BASTER,NARAYANPUR,11,193,76,280
CHHATTISGARH,BILASPUR,BELHA,21,32,89,142
CHHATTISGARH,BILASPUR,BILASPUR,67,31,508,606
CHHATTISGARH,BILASPUR,KOTA,7,49,64,120
CHHATTISGARH,BILASPUR,LORMI,175,138,485,798
CHHATTISGARH,BILASPUR,MASTURI,11,23,65,99
CHHATTISGARH,BILASPUR,MUNGELI,119,32,508,659
CHHATTISGARH,BILASPUR,PENDRA-ROAD,13,177,373,563
CHHATTISGARH,BILASPUR,TAKHATPUR,43,41,355,439
CHHATTISGARH,DANTEWADA,BEEJAPUR,28,98,20,146
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,11,286,55,352
CHHATTISGARH,DANTEWADA,DANTEVADA,0,0,0,0
CHHATTISGARH,DANTEWADA,KONTA,0,29,10,39
CHHATTISGARH,DHAMTARI,DHAMTARI,29,252,471,752
CHHATTISGARH,DHAMTARI,KURUD,143,539,1788,2470
CHHATTISGARH,DHAMTARI,NAGARI,68,1575,738,2381
CHHATTISGARH,DURG,BALOD,85,1202,735,2022
CHHATTISGARH,DURG,BEMETARA,2,0,15,17
CHHATTISGARH,DURG,BERLA,223,37,705,965
CHHATTISGARH,DURG,DHMADHA,74,19,480,573
CHHATTISGARH,DURG,DONDILOHAR,1,77,37,115
CHHATTISGARH,DURG,DURG,75,75,833,983
CHHATTISGARH,DURG,GUNDERDEHI,107,141,722,970
CHHATTISGARH,DURG,GURUR,51,279,609,939
CHHATTISGARH,DURG,NAVAGARH,18,3,72,93
CHHATTISGARH,DURG,PATAN,42,31,477,550
CHHATTISGARH,DURG,SAJA,99,90,770,959
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,106,37,619,762
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,102,95,109,306
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,321,22,480,823
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,200,80,405,685
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,315,49,589,953
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,9,1,143,153
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,198,24,426,648
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,10,27,16,53
CHHATTISGARH,JASHPUR,BAGICHA,59,1313,500,1872
CHHATTISGARH,JASHPUR,JASHPUR,190,1872,315,2377
CHHATTISGARH,JASHPUR,KUNKURI,35,1718,1143,2896
CHHATTISGARH,JASHPUR,PATHALGAON,117,1130,355,1602
CHHATTISGARH,KANKER,ANTAGAR,41,512,197,750
CHHATTISGARH,KANKER,BHANUPRATAPPUR,97,1511,197,1805
CHHATTISGARH,KANKER,CHARAMA,47,221,199,467
CHHATTISGARH,KANKER,KANKER,23,411,212,646
CHHATTISGARH,KANKER,NARHARPUR,61,1480,398,1939
CHHATTISGARH,KANKER,PAKHANJUR,0,14,24,38
CHHATTISGARH,KORBA,KARTALA,51,459,317,827
CHHATTISGARH,KORBA,KATGHORA,29,386,326,741
CHHATTISGARH,KORBA,KORBA,48,133,80,261
CHHATTISGARH,KORBA,PALI,22,286,164,472
CHHATTISGARH,KORIA,BAIKUNTHPUR,400,905,2242,3547
CHHATTISGARH,KORIA,BHARATPUR,0,6,6,12
CHHATTISGARH,KORIA,MANENDRAGARH,89,919,636,1644
CHHATTISGARH,KORIA,SONHAT,26,397,533,956
CHHATTISGARH,KVARDHA,KVARDHA,112,114,468,694
CHHATTISGARH,KVARDHA,PANDARIYA,66,34,417,517
CHHATTISGARH,MAHASAMUND,BASNA,52,215,320,587
CHHATTISGARH,MAHASAMUND,MAHASAMUND,304,1230,2098,3632
CHHATTISGARH,MAHASAMUND,SARIYPALI,57,208,267,532
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,61,917,339,1317
CHHATTISGARH,RAIGARH,GHARGODA,32,464,287,783
CHHATTISGARH,RAIGARH,KHARSIYA,6,65,32,103
CHHATTISGARH,RAIGARH,LAILUNGA,60,1006,382,1448
CHHATTISGARH,RAIGARH,RAIGARH,86,138,196,420
CHHATTISGARH,RAIGARH,SARANGARH,464,394,827,1685
CHHATTISGARH,RAIPUR,ABHANPUR,49,37,618,704
CHHATTISGARH,RAIPUR,ARANG,223,70,1018,1311
CHHATTISGARH,RAIPUR,BHATAPARA,28,25,74,127
CHHATTISGARH,RAIPUR,BILAIGARH,219,136,679,1034
CHHATTISGARH,RAIPUR,BLOUDABAJAR,367,397,1488,2252
CHHATTISGARH,RAIPUR,DEVBHOG,114,517,887,1518
CHHATTISGARH,RAIPUR,GARIYABAND,133,2034,1170,3337
CHHATTISGARH,RAIPUR,KASDOL,270,424,1536,2230
CHHATTISGARH,RAIPUR,PALARI,23,14,82,119
CHHATTISGARH,RAIPUR,RAIPUR,53,5,361,419
CHHATTISGARH,RAIPUR,RAJIM,89,119,644,852
CHHATTISGARH,RAIPUR,SIMGA,24,7,133,164
CHHATTISGARH,RAIPUR,TILDA,237,55,1096,1388
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,12,98,114,224
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,43,60,653,756
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,60,93,465,618
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,50,159,320,529
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,185,172,749,1106
CHHATTISGARH,RAJNANDGAON,MANPUR,34,580,86,700
CHHATTISGARH,RAJNANDGAON,MOHLA,61,1237,204,1502
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,184,355,1413,1952
CHHATTISGARH,SURGUJA,AMBIKAPUR,96,1954,1357,3407
CHHATTISGARH,SURGUJA,LUNDRA,19,522,231,772
CHHATTISGARH,SURGUJA,PAL,46,1251,1132,2429
CHHATTISGARH,SURGUJA,PRATAPPUR,34,1115,621,1770
CHHATTISGARH,SURGUJA,RAJPUR,22,723,349,1094
CHHATTISGARH,SURGUJA,SAMRI,43,1344,262,1649
CHHATTISGARH,SURGUJA,SITAPUR,77,2216,454,2747
CHHATTISGARH,SURGUJA,SURAJPUR,434,5189,7259,12882
CHHATTISGARH,SURGUJA,WADRAFNAGAR,23,376,561,960
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,2,94,0,96
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,0,3,5,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,0,51,4,55
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,4,0,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,35,0,35
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,0,64,0,64
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,18,0,18
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,0,67,63,130
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,0,58,5,63
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,49,12,62
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,0,35,2,37
GOA,NORTH GOA,BARDEZ,8,1,925,934
GOA,NORTH GOA,BICHOLIM,1,0,494,495
GOA,NORTH GOA,PERNEM,1,0,326,327
GOA,NORTH GOA,PONDA,0,2,631,633
GOA,NORTH GOA,SATTARI,11,0,332,343
GOA,NORTH GOA,TISWADI,3,1,637,641
GOA,SOUTH GOA,CANACONA,1,0,525,526
GOA,SOUTH GOA,MORMUGAO,0,0,99,99
GOA,SOUTH GOA,QUEPEM,0,0,173,173
