-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
CHHATTISGARH,DURG,NAVAGARH,0,9,0,0,6,15
CHHATTISGARH,DURG,PATAN,0,71,0,1,51,123
CHHATTISGARH,DURG,SAJA,2,13,0,3,15,33
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,33,35,1,0,1674,1743
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,606,2,1,13,2462,3084
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,45,2,1,0,633,681
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,434,6,0,0,1826,2266
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,176,0,0,0,379,555
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,208,0,0,0,416,624
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,157,1,0,0,313,471
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,1423,1,4,0,3010,4438
CHHATTISGARH,JASHPUR,BAGICHA,173,0,0,0,693,866
CHHATTISGARH,JASHPUR,JASHPUR,42,13,0,1,284,340
CHHATTISGARH,JASHPUR,KUNKURI,47,3,0,1,370,421
CHHATTISGARH,JASHPUR,PATHALGAON,4,3,0,0,212,219
CHHATTISGARH,KANKER,ANTAGAR,0,3,0,3,7,13
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,0,0,0,14,14
CHHATTISGARH,KANKER,CHARAMA,0,2,0,1,28,31
CHHATTISGARH,KANKER,KANKER,0,4,0,2,3,9
CHHATTISGARH,KANKER,NARHARPUR,0,1,0,0,0,1
CHHATTISGARH,KANKER,PAKHANJUR,0,0,0,0,26,26
CHHATTISGARH,KORBA,KARTALA,1568,32,1,9,3114,4724
CHHATTISGARH,KORBA,KATGHORA,330,7,0,0,1304,1641
CHHATTISGARH,KORBA,KORBA,507,1,0,0,1191,1699
CHHATTISGARH,KORBA,PALI,7,60,18,25,687,797
CHHATTISGARH,KORIA,BAIKUNTHPUR,1,0,0,3,99,103
CHHATTISGARH,KORIA,BHARATPUR,4,0,1,10,104,119
CHHATTISGARH,KORIA,MANENDRAGARH,6,1,0,25,598,630
CHHATTISGARH,KORIA,SONHAT,0,1,0,41,559,601
CHHATTISGARH,KVARDHA,KVARDHA,0,3,0,4,27,34
CHHATTISGARH,KVARDHA,PANDARIYA,0,65,0,0,1616,1681
CHHATTISGARH,MAHASAMUND,BASNA,0,25,0,6,0,31
CHHATTISGARH,MAHASAMUND,MAHASAMUND,0,84,4,17,125,230
CHHATTISGARH,MAHASAMUND,SARIYPALI,0,131,0,6,144,281
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,16,11,0,1,3011,3039
CHHATTISGARH,RAIGARH,GHARGODA,27,2,1,8,2054,2092
CHHATTISGARH,RAIGARH,KHARSIYA,3,0,3,0,740,746
CHHATTISGARH,RAIGARH,LAILUNGA,0,0,1,0,297,298
CHHATTISGARH,RAIGARH,RAIGARH,2,113,1,0,460,576
CHHATTISGARH,RAIGARH,SARANGARH,11,27,0,7,543,588
CHHATTISGARH,RAIPUR,ABHANPUR,0,2,0,0,27,29
CHHATTISGARH,RAIPUR,ARANG,0,5,11,0,39,55
CHHATTISGARH,RAIPUR,BHATAPARA,0,1,0,0,10,11
CHHATTISGARH,RAIPUR,BILAIGARH,0,0,0,1,858,859
CHHATTISGARH,RAIPUR,BLOUDABAJAR,0,0,0,0,20,20
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,0,0,22,22
CHHATTISGARH,RAIPUR,GARIYABAND,0,9,1,2,67,79
CHHATTISGARH,RAIPUR,KASDOL,0,1,0,0,238,239
CHHATTISGARH,RAIPUR,PALARI,0,0,0,0,44,44
CHHATTISGARH,RAIPUR,RAIPUR,0,16,0,6,130,152
CHHATTISGARH,RAIPUR,RAJIM,0,0,0,0,14,14
CHHATTISGARH,RAIPUR,SIMGA,0,4,0,0,15,19
CHHATTISGARH,RAIPUR,TILDA,0,37,0,1,79,117
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,0,3,1,1,37,42
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,0,0,0,0,151,151
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,0,1,0,0,62,63
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,0,0,0,0,27,27
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,0,0,0,0,11,11
CHHATTISGARH,RAJNANDGAON,MANPUR,30,0,0,0,278,308
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,0,4,0,7,138,149
CHHATTISGARH,SURGUJA,AMBIKAPUR,30,0,3,14,419,466
CHHATTISGARH,SURGUJA,LUNDRA,0,0,1,0,106,107
CHHATTISGARH,SURGUJA,PAL,19,0,0,1,122,142
CHHATTISGARH,SURGUJA,PRATAPPUR,1,0,0,0,88,89
CHHATTISGARH,SURGUJA,RAJPUR,0,0,0,0,58,58
CHHATTISGARH,SURGUJA,SAMRI,24,0,0,0,70,94
CHHATTISGARH,SURGUJA,SITAPUR,10,1,0,5,286,302
CHHATTISGARH,SURGUJA,SURAJPUR,14,11,0,0,378,403
CHHATTISGARH,SURGUJA,WADRAFNAGAR,9,0,0,0,77,86
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,6,0,0,0,0,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,28,0,0,0,0,28
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,2,0,0,0,0,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,2,0,0,0,0,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,6,0,0,0,0,6
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,1,0,0,0,0,1
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,0,0,0,0,1
DELHI,ALIPUR,ALIPUR,45,0,0,0,10,55
GOA,NORTH GOA,BARDEZ,997,8,13,0,230,1248
GOA,NORTH GOA,BICHOLIM,79,5,9,11,8,112
GOA,NORTH GOA,PERNEM,78,25,15,24,6,148
GOA,NORTH GOA,PONDA,514,76,4,9,172,775
GOA,NORTH GOA,SATTARI,214,1,3,10,10,238
GOA,NORTH GOA,TISWADI,10,0,4,0,222,236
GOA,SOUTH GOA,CANACONA,194,0,0,0,0,194
GOA,SOUTH GOA,MORMUGAO,72,0,0,0,1,73
GOA,SOUTH GOA,QUEPEM,183,27,0,2,36,248
GOA,SOUTH GOA,SALCETE,48,2,0,11,73,134
GOA,SOUTH GOA,SANGUEM,281,6,0,5,26,318
GUJARAT,AHMEDABAD,BARWALA,0,17,0,0,0,17
GUJARAT,AHMEDABAD,BAVLA,0,19,0,0,0,19
GUJARAT,AHMEDABAD,DASKROI,0,43,0,839,158,1040
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,19,0,0,1,20
GUJARAT,AHMEDABAD,DHANDHUKA,0,28,0,0,0,28
GUJARAT,AHMEDABAD,DHOLKA,2,43,1,0,1,47
GUJARAT,AHMEDABAD,MANDAL,0,11,0,0,0,11
GUJARAT,AHMEDABAD,SANAND,0,6,36,0,0,42
GUJARAT,AHMEDABAD,VIRAMGAM,0,15,0,3,0,18
GUJARAT,AMRELI,AMRELI,0,0,0,0,4,4
GUJARAT,AMRELI,BABRA,0,0,0,0,29,29
GUJARAT,AMRELI,DHARI,0,0,0,0,40,40
GUJARAT,AMRELI,JAFRABAD,0,0,0,0,12,12
GUJARAT,AMRELI,KHAMBHA,0,0,0,0,62,62
GUJARAT,AMRELI,KUNKAVAV VADIA,0,0,0,0,12,12
GUJARAT,AMRELI,LATHI,0,0,0,0,30,30
GUJARAT,AMRELI,LILIA,0,0,0,0,14,14
GUJARAT,AMRELI,RAJULA,0,0,0,0,21,21
GUJARAT,AMRELI,SAVARKUNDLA,0,0,0,0,79,79
GUJARAT,BANASKANTHA,AMIRGADH,0,0,1,16,57,74
GUJARAT,BANASKANTHA,BHABHAR,0,0,0,0,12,12
GUJARAT,BANASKANTHA,DANTA,1,5,0,4,48,58
GUJARAT,BANASKANTHA,DANTIWADA,0,0,0,0,11,11
GUJARAT,BANASKANTHA,DEESA,0,0,0,0,12,12
GUJARAT,BANASKANTHA,DHANERA,0,0,0,0,9,9
GUJARAT,BANASKANTHA,KANKAREJ,0,0,0,0,14,14
GUJARAT,BANASKANTHA,PALANPUR,0,0,0,0,36,36
GUJARAT,BANASKANTHA,THARAD,0,0,0,0,10,10
GUJARAT,BANASKANTHA,VADAGAM,0,0,0,3,45,48
GUJARAT,BANASKANTHA,WAV,0,0,0,0,80,80
GUJARAT,BHARUCH,AMOD,0,0,0,0,11,11
GUJARAT,BHARUCH,ANKLESVAR,0,0,0,0,19,19
GUJARAT,BHARUCH,BHARUCH,0,0,0,0,13,13
GUJARAT,BHARUCH,HANSOT,0,0,0,0,17,17
GUJARAT,BHARUCH,JAMBUSAR,0,0,0,0,4,4
GUJARAT,BHARUCH,JHAGADIA,1,0,0,0,46,47
GUJARAT,BHARUCH,VAGRA,0,0,0,0,13,13
GUJARAT,BHARUCH,VALIA,0,0,0,0,69,69
GUJARAT,BHAVNAGAR,BHAVNAGAR,0,0,0,0,53,53
GUJARAT,BHAVNAGAR,BOTAD,0,1,0,0,63,64
GUJARAT,BHAVNAGAR,GADHADA,0,6,0,0,134,140
GUJARAT,BHAVNAGAR,GARIADHAR,0,0,0,0,58,58
GUJARAT,BHAVNAGAR,GHOGHA,0,4,0,0,68,72
GUJARAT,BHAVNAGAR,MAHUVA,0,10,0,0,84,94
GUJARAT,BHAVNAGAR,PALITANA,0,5,0,0,76,81
GUJARAT,BHAVNAGAR,SIHOR,0,13,0,0,103,116
GUJARAT,BHAVNAGAR,TALAJA,0,3,0,0,66,69
GUJARAT,BHAVNAGAR,UMRALA,0,0,0,0,34,34
GUJARAT,BHAVNAGAR,VALLABHIPUR,0,0,0,0,27,27
GUJARAT,DAHOD,DEVGADH BARIA,0,0,1,78,10,89
GUJARAT,DAHOD,DHANPUR,0,58,0,0,0,58
GUJARAT,DAHOD,DOHAD,0,2,0,3,16,21
GUJARAT,DAHOD,FATEPURA,0,32,0,101,0,133
GUJARAT,DAHOD,GARBADA,0,3,1,1,19,24
GUJARAT,DAHOD,JHALOD,0,98,0,60,21,179
GUJARAT,DAHOD,LIMKHEDA,0,77,0,14,1,92
GUJARAT,DANG,DANG,0,0,0,0,225,225
GUJARAT,GANDHINAGAR,KALOL,0,1,0,0,1,2
GUJARAT,JAMNAGAR,BHANVAD,0,17,0,0,66,83
GUJARAT,JAMNAGAR,DHROL,0,4,0,0,32,36
GUJARAT,JAMNAGAR,JAMJODHPUR,0,3,0,0,122,125
GUJARAT,JAMNAGAR,JAMNAGAR,0,0,0,0,77,77
GUJARAT,JAMNAGAR,JODIYA,0,0,0,0,75,75
GUJARAT,JAMNAGAR,KALAVAD,0,4,0,0,145,149
GUJARAT,JAMNAGAR,KALYANPUR,0,2,0,0,153,155
GUJARAT,JAMNAGAR,KHAMBHALIA,0,6,0,0,92,98
GUJARAT,JAMNAGAR,LALPUR,0,3,0,0,122,125
GUJARAT,JAMNAGAR,OKHA MANDAL,0,0,0,0,43,43
GUJARAT,JUNAGADH,BHESANA,0,2,0,0,144,146
GUJARAT,JUNAGADH,JUNAGADH,0,4,0,0,150,154
GUJARAT,JUNAGADH,KESHOD,0,0,0,0,199,199
GUJARAT,JUNAGADH,KODINAR,0,0,0,0,61,61
GUJARAT,JUNAGADH,MALIA,0,3,0,0,143,146
GUJARAT,JUNAGADH,MANAVADAR,0,0,0,0,145,145
GUJARAT,JUNAGADH,MANGROL,0,1,0,0,106,107
GUJARAT,JUNAGADH,MENDARDA,0,0,0,0,152,152
GUJARAT,JUNAGADH,PATAN-VERAVAL,0,0,0,0,70,70
GUJARAT,JUNAGADH,SUTRAPADA,0,2,0,0,54,56
GUJARAT,JUNAGADH,TALALA,0,0,0,0,69,69
GUJARAT,JUNAGADH,UNA,0,3,0,0,170,173
GUJARAT,JUNAGADH,VATHALI,0,0,0,0,169,169
GUJARAT,JUNAGADH,VISAVADAR,0,6,0,0,263,269
GUJARAT,KACHCHH,ABDASA,11,31,0,5,12,59
GUJARAT,KACHCHH,ANJAR,0,10,0,0,40,50
GUJARAT,KACHCHH,BHACHAU,0,20,4,0,46,70
GUJARAT,KACHCHH,BHUJ,0,32,0,0,96,128
GUJARAT,KACHCHH,GANDHIDHAM,0,0,0,0,3,3
GUJARAT,KACHCHH,LAKHPAT,4,15,0,0,60,79
GUJARAT,KACHCHH,MANDVI,2,23,0,0,62,87
GUJARAT,KACHCHH,MUNDRA,18,10,0,0,23,51
GUJARAT,KACHCHH,NAKHATRANA,4,17,0,0,74,95
GUJARAT,KACHCHH,RAPAR,1,20,0,1,88,110
GUJARAT,KHEDA,BALASINOR,0,0,0,0,8,8
GUJARAT,KHEDA,KAPADVANJ,0,1,0,0,11,12
GUJARAT,KHEDA,THASRA,0,0,0,0,6,6
GUJARAT,MEHSANA,BECHARAJI,0,2,0,0,27,29
GUJARAT,MEHSANA,KADI,1,4,0,0,15,20
GUJARAT,MEHSANA,KHERALU,0,0,0,0,17,17
GUJARAT,MEHSANA,MEHSANA,0,0,0,0,36,36
GUJARAT,MEHSANA,SATLASANA,0,0,0,0,12,12
GUJARAT,MEHSANA,UNJHA,0,0,0,0,30,30
GUJARAT,MEHSANA,VADNAGAR,0,0,0,0,28,28
GUJARAT,MEHSANA,VIJAPUR,0,0,0,0,3,3
GUJARAT,MEHSANA,VISNAGAR,0,0,0,0,23,23
GUJARAT,NARMADA,DEDIAPADA,1,0,0,0,36,37
GUJARAT,NARMADA,NANDOD,0,0,0,0,33,33
GUJARAT,NARMADA,SAGBARA,0,0,0,0,24,24
GUJARAT,NARMADA,TILAKWADA,0,0,0,0,7,7
GUJARAT,NAVSARI,BANSDA,0,0,0,0,62,62
GUJARAT,NAVSARI,CHIKHLI,0,0,0,0,57,57
GUJARAT,NAVSARI,GANDEVI,0,0,0,0,6,6
GUJARAT,NAVSARI,JALALPORE,4,0,0,0,0,4
GUJARAT,NAVSARI,NAVSARI,2,0,0,0,0,2
GUJARAT,PANCHMAHAL,GHOGHAMBA,0,0,0,0,31,31
GUJARAT,PANCHMAHAL,GODHRA,0,0,0,0,57,57
GUJARAT,PANCHMAHAL,HALOL,0,1,0,0,38,39
GUJARAT,PANCHMAHAL,JAMBUGHODA,0,0,0,0,19,19
GUJARAT,PANCHMAHAL,KADANA,0,0,0,0,48,48
GUJARAT,PANCHMAHAL,KALOL,0,0,0,0,28,28
GUJARAT,PANCHMAHAL,KHANPUR,0,0,0,0,17,17
GUJARAT,PANCHMAHAL,LUNAWADA,0,0,0,0,20,20
GUJARAT,PANCHMAHAL,MORWAHADAF,0,0,0,0,16,16
GUJARAT,PANCHMAHAL,SANTRAMPUR,0,0,0,0,39,39
GUJARAT,PANCHMAHAL,SHEHERA,0,0,0,0,52,52
GUJARAT,PATAN,CHANASMA,1,0,0,0,32,33
GUJARAT,PATAN,HARIJ,0,0,0,0,31,31
GUJARAT,PATAN,PATAN,0,0,0,0,34,34
GUJARAT,PATAN,RADHANPUR,0,0,0,0,6,6
GUJARAT,PATAN,SAMI,0,4,0,0,54,58
GUJARAT,PATAN,SANTALPUR,0,0,0,0,34,34
GUJARAT,PATAN,SIDHPUR,0,0,0,0,29,29
GUJARAT,PATAN,VAGDOD,0,0,0,0,1,1
GUJARAT,PORBANDAR,KUTIYANA,0,0,0,95,36,131
GUJARAT,PORBANDAR,PORBANDAR,0,0,0,84,173,257
GUJARAT,PORBANDAR,RANAVAV,0,0,0,3,119,122
GUJARAT,RAJKOT,DHORAJI,0,0,4,0,72,76
GUJARAT,RAJKOT,GONDAL,32,4,104,1,293,434
GUJARAT,RAJKOT,JAMKANDORNA,0,1,26,0,114,141
GUJARAT,RAJKOT,JASDAN,0,33,231,1,198,463
GUJARAT,RAJKOT,JETPUR,0,2,16,0,111,129
GUJARAT,RAJKOT,KOTADA SANGANI,1,56,1,0,137,195
GUJARAT,RAJKOT,LODHIKA,0,2,1,0,162,165
GUJARAT,RAJKOT,MALIYA,0,0,1,0,44,45
GUJARAT,RAJKOT,MORVI,0,3,146,0,87,236
GUJARAT,RAJKOT,PADDHARI,0,0,0,0,138,138
GUJARAT,RAJKOT,RAJKOT,0,8,0,0,210,218
GUJARAT,RAJKOT,TANKARA,0,6,72,0,84,162
GUJARAT,RAJKOT,UPLETA,0,4,0,0,114,118
GUJARAT,RAJKOT,WANKANER,0,9,10,0,196,215
GUJARAT,SABARKANTHA,BAYAD,0,39,0,0,0,39
GUJARAT,SABARKANTHA,BHILODA,0,0,0,0,0,0
GUJARAT,SABARKANTHA,DHANSURA,0,0,0,0,0,0
GUJARAT,SABARKANTHA,HIMATNAGAR,0,84,0,0,0,84
GUJARAT,SABARKANTHA,IDAR,0,89,0,0,0,89
GUJARAT,SABARKANTHA,KHEDBRAHMA,0,103,0,0,0,103
GUJARAT,SABARKANTHA,MALPUR,0,43,0,0,0,43
GUJARAT,SABARKANTHA,MEGHRAJ,0,0,0,0,0,0
GUJARAT,SABARKANTHA,MODASA,0,69,0,0,0,69
GUJARAT,SABARKANTHA,PRANTIJ,0,15,11,0,1,27
GUJARAT,SABARKANTHA,TALOD,0,27,0,0,0,27
GUJARAT,SABARKANTHA,VADALI,0,54,0,0,0,54
GUJARAT,SABARKANTHA,VIJAYNAGAR,0,3,0,0,0,3
GUJARAT,SURAT,BARDOLI,0,0,0,0,4,4
GUJARAT,SURAT,CHORASI,0,0,0,0,1,1
GUJARAT,SURAT,KAMREJ,0,0,0,0,1,1
GUJARAT,SURAT,MAHUVA,0,0,0,0,12,12
GUJARAT,SURAT,MANDVI,0,0,0,0,47,47
GUJARAT,SURAT,MANGROL,0,0,0,0,23,23
GUJARAT,SURAT,NIZAR,0,0,0,0,26,26
GUJARAT,SURAT,OLPAD,0,0,0,0,1,1
GUJARAT,SURAT,PALSANA,0,0,0,0,1,1
GUJARAT,SURAT,SONGADH,0,0,0,0,86,86
GUJARAT,SURAT,UMARPADA,0,0,0,0,30,30
GUJARAT,SURAT,VALOD,0,0,0,0,7,7
GUJARAT,SURAT,VYARA,0,0,0,0,82,82
GUJARAT,SURENDRANAGAR,CHOTILA,0,0,60,0,0,60
GUJARAT,SURENDRANAGAR,CHUDA,0,0,0,0,29,29
GUJARAT,SURENDRANAGAR,DASADA,0,0,0,0,68,68
GUJARAT,SURENDRANAGAR,HALVAD,0,124,287,0,52,463
GUJARAT,SURENDRANAGAR,LAKHTAR,0,1,0,0,33,34
GUJARAT,SURENDRANAGAR,LIMDI,0,16,0,1,260,277
GUJARAT,SURENDRANAGAR,MULI,0,0,20,0,0,20
GUJARAT,SURENDRANAGAR,SAYLA,0,0,13,0,0,13
GUJARAT,SURENDRANAGAR,WADHWAN,11,0,0,0,88,99
GUJARAT,VADODARA,CHHOTA UDAIPUR,1,9,0,0,48,58
GUJARAT,VADODARA,DABHOI,0,24,0,0,0,24
GUJARAT,VADODARA,JETPUR  PAVI,4,0,0,0,50,54
GUJARAT,VADODARA,KARJAN,0,0,0,0,2,2
GUJARAT,VADODARA,KAVANT,0,8,0,0,42,50
GUJARAT,VADODARA,NASVADI,0,0,1,0,48,49
GUJARAT,VADODARA,PADARA,0,0,0,0,4,4
GUJARAT,VADODARA,SANKHEDA,2,1,1,0,32,36
GUJARAT,VADODARA,SAVLI,9,9,1,1,31,51
GUJARAT,VADODARA,VADODARA,2,0,0,0,6,8
GUJARAT,VADODARA,VAGHODIA,0,10,0,2,25,37
GUJARAT,VALSAD,DHARMPUR,3,0,0,0,30,33
GUJARAT,VALSAD,KAPRADA,0,0,0,0,70,70
GUJARAT,VALSAD,PARDI,4,0,0,0,24,28
GUJARAT,VALSAD,UMBERGAON,1,0,0,0,31,32
GUJARAT,VALSAD,VALSAD,4,0,0,0,14,18
HARYANA,AMBALA,NARAINGARH,0,0,0,0,6,6
HARYANA,BHIWANI,BHIWANI,0,0,0,0,13,13
HARYANA,BHIWANI,LOHARU,0,0,0,0,72,72
HARYANA,GURGAON,NUH,0,0,0,0,0,0
HARYANA,KARNAL,ASSANDH,0,31,0,0,344,375
HARYANA,PANCHKULA,BARWALA,0,24,2,1,140,167
HARYANA,PANCHKULA,PINJORE,0,1,0,0,84,85
HARYANA,PANCHKULA,RAIPUR RANI,0,0,1,0,0,1
HARYANA,REWARI,BAWAL,0,0,0,0,11,11
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,130,25,0,81,218,454
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,210,1,0,14,0,225
HIMACHAL PRADESH,Bilaspur,JHANDUTA,89,0,0,1,1,91
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),82,0,0,0,31,113
HIMACHAL PRADESH,Chamba,Bhalai,21,0,0,5,10,36
HIMACHAL PRADESH,Chamba,Bhattiyat,21,2,0,62,35,120
HIMACHAL PRADESH,Chamba,Brahmaur,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Chamba,118,0,0,25,30,173
HIMACHAL PRADESH,Chamba,Chaurah,16,0,0,0,0,16
HIMACHAL PRADESH,Chamba,Dalhousie,19,2,1,54,12,88
HIMACHAL PRADESH,Chamba,Pangi,1,0,0,3,49,53
HIMACHAL PRADESH,Chamba,Saluni,21,0,0,9,11,41
HIMACHAL PRADESH,Chamba,Sihunta,10,1,0,37,2,50
HIMACHAL PRADESH,Hamirpur,BARSAR,5,0,0,5,0,10
HIMACHAL PRADESH,Hamirpur,BHORANJ,106,0,0,0,1,107
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),11,0,0,0,0,11
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,17,0,1,7,0,25
HIMACHAL PRADESH,Hamirpur,NADAUN,43,0,0,0,5,48
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,0,0,1,0,0,1
HIMACHAL PRADESH,Kangra,BAIJNATH,94,6,1,2,128,231
HIMACHAL PRADESH,Kangra,BAROH,9,0,0,0,0,9
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,1,0,0,6,7,14
HIMACHAL PRADESH,Kangra,DHARMSALA,290,0,0,9,0,299
HIMACHAL PRADESH,Kangra,DHEERA (ST),52,0,0,1,0,53
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),12,0,0,0,2,14
HIMACHAL PRADESH,Kangra,INDORA,31,0,0,6,2,39
HIMACHAL PRADESH,Kangra,JAISINGHPUR,33,5,0,0,24,62
HIMACHAL PRADESH,Kangra,JASWAN,53,0,0,6,2,61
HIMACHAL PRADESH,Kangra,JAWALI,8,0,0,0,0,8
HIMACHAL PRADESH,Kangra,KANGRA,271,0,1,1,44,317
HIMACHAL PRADESH,Kangra,KHUNDIAN,7,0,0,15,1,23
HIMACHAL PRADESH,Kangra,NURPUR,95,2,1,9,10,117
HIMACHAL PRADESH,Kangra,PALAMPUR,366,4,0,10,46,426
HIMACHAL PRADESH,Kangra,SHAHPUR,121,2,1,1,12,137
HIMACHAL PRADESH,Kangra,THURAL (ST),8,0,0,4,1,13
HIMACHAL PRADESH,Kinnaur,HANGRANG (ST),5,0,0,0,16,21
HIMACHAL PRADESH,Kinnaur,KALPA,0,0,0,20,27,47
HIMACHAL PRADESH,Kinnaur,MORANG,18,0,0,0,38,56
HIMACHAL PRADESH,Kinnaur,NICHAR,8,0,0,5,30,43
HIMACHAL PRADESH,Kinnaur,POOH,4,0,0,0,32,36
HIMACHAL PRADESH,Kinnaur,SANGLA,2,0,0,0,27,29
HIMACHAL PRADESH,Kullu,ANI (ST),9,1,0,0,0,10
HIMACHAL PRADESH,Kullu,BANJAR,1,0,1,3,0,5
HIMACHAL PRADESH,Kullu,KULLU,21,16,1,0,0,38
HIMACHAL PRADESH,Kullu,MANALI,14,0,0,0,1,15
HIMACHAL PRADESH,Kullu,NIRMAND,21,0,0,0,1,22
HIMACHAL PRADESH,Kullu,SAINJ (ST),1,0,0,1,0,2
HIMACHAL PRADESH,Lahul & Spiti,LAHUL,200,0,0,1,0,201
HIMACHAL PRADESH,Lahul & Spiti,SPITI,222,0,0,0,1,223
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),139,0,0,0,0,139
HIMACHAL PRADESH,Mandi,AUT (ST),0,0,0,9,1,10
HIMACHAL PRADESH,Mandi,BALDWARA (ST),339,4,0,5,61,409
HIMACHAL PRADESH,Mandi,BALI CHOWKI (ST),0,0,0,0,6,6
HIMACHAL PRADESH,Mandi,CHACHYOT,85,0,0,40,73,198
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),111,0,0,0,12,123
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,244,0,0,29,224,497
HIMACHAL PRADESH,Mandi,KARSOG,542,0,0,25,99,666
HIMACHAL PRADESH,Mandi,KOTLI (ST),74,0,0,0,0,74
HIMACHAL PRADESH,Mandi,LAD BHAROL,123,5,0,3,66,197
HIMACHAL PRADESH,Mandi,MANDI,355,1,0,9,84,449
HIMACHAL PRADESH,Mandi,NIHRI (ST),279,11,0,10,50,350
HIMACHAL PRADESH,Mandi,PADHAR,82,0,0,11,7,100
HIMACHAL PRADESH,Mandi,SARKAGHAT,538,0,0,0,3,541
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,198,5,0,40,51,294
HIMACHAL PRADESH,Mandi,THUNAG,38,0,0,2,1,41
HIMACHAL PRADESH,Shimla,CHAUPAL,55,0,0,0,0,55
HIMACHAL PRADESH,Shimla,CHIRGAON,96,0,0,8,78,182
HIMACHAL PRADESH,Shimla,JUBBAL,36,0,0,1,8,45
HIMACHAL PRADESH,Shimla,JUNGA (ST),1,0,0,0,45,46
HIMACHAL PRADESH,Shimla,KOTKHAI,3,0,0,0,0,3
HIMACHAL PRADESH,Shimla,KUMHARSAIN,10,0,0,20,20,50
HIMACHAL PRADESH,Shimla,KUPVI (ST),26,0,0,0,0,26
HIMACHAL PRADESH,Shimla,NANKHARI (ST),22,0,0,0,0,22
HIMACHAL PRADESH,Shimla,NERUA (ST),25,0,0,18,162,205
HIMACHAL PRADESH,Shimla,RAMPUR,65,0,0,0,26,91
HIMACHAL PRADESH,Shimla,ROHRU,28,0,0,4,29,61
HIMACHAL PRADESH,Shimla,SEONI,20,0,0,4,106,130
HIMACHAL PRADESH,Shimla,SHIMLA RURAL,111,4,5,24,187,331
HIMACHAL PRADESH,Shimla,THEOG,4,0,0,2,0,6
HIMACHAL PRADESH,Shimla,TIKKAR (ST),0,0,0,0,1,1
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),50,0,0,19,129,198
HIMACHAL PRADESH,Sirmaur,KAMRAU (ST),35,0,0,20,81,136
HIMACHAL PRADESH,Sirmaur,NAHAN,76,0,0,20,32,128
HIMACHAL PRADESH,Sirmaur,NOHRA (ST),129,0,0,0,2,131
HIMACHAL PRADESH,Sirmaur,PACHHAD,87,27,1,3,295,413
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,3,0,0,0,125,128
