-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.10.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.10.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
MAHARASHTRA,WASHIM,MANGRULPIR,22,171,2,0,1,1,0,197
MAHARASHTRA,WASHIM,MANORA,38,149,78,0,0,0,157,422
MAHARASHTRA,WASHIM,RISOD,1,128,49,33,2,2,22,237
MAHARASHTRA,WASHIM,WASHIM,12,126,60,1,2,0,75,276
MAHARASHTRA,YAVATMAL,ARNI,1,330,182,37,4,0,0,554
MAHARASHTRA,YAVATMAL,BABULGAON,3,57,59,3,4,0,0,126
MAHARASHTRA,YAVATMAL,DARWHA,0,436,51,0,1,0,1,489
MAHARASHTRA,YAVATMAL,DIGRAS,2,381,50,0,0,14,1,448
MAHARASHTRA,YAVATMAL,GHATANJI,8,177,407,42,8,17,2,661
MAHARASHTRA,YAVATMAL,KALAMB,1,56,58,0,0,0,1,116
MAHARASHTRA,YAVATMAL,KELAPUR,0,91,316,2,2,2,0,413
MAHARASHTRA,YAVATMAL,MAHAGAON,0,143,41,2,0,2,0,188
MAHARASHTRA,YAVATMAL,MAREGAON,1,33,145,3,11,0,0,193
MAHARASHTRA,YAVATMAL,NER,0,40,24,3,0,0,3,70
MAHARASHTRA,YAVATMAL,PUSAD,1,597,112,0,0,1,26,737
MAHARASHTRA,YAVATMAL,RALEGAON,7,139,137,24,3,2,16,328
MAHARASHTRA,YAVATMAL,WANI,6,108,548,58,15,3,4,742
MAHARASHTRA,YAVATMAL,YAVATMAL,20,136,126,1,0,1,4,288
MAHARASHTRA,YAVATMAL,ZARI JAMANI,1,67,225,63,10,0,1,367
MANIPUR,IMPHAL EAST,IRILBUNG,0,0,0,0,0,2,0,2
MANIPUR,IMPHAL EAST,SAWOMBUNG,0,0,0,0,2,3,0,5
MANIPUR,IMPHAL WEST,HAORANG SABAL,0,0,0,0,0,2,0,2
MANIPUR,IMPHAL WEST,WANGOI,0,0,0,0,0,16,0,16
MANIPUR,THOUBAL,KAKCHING,0,0,0,0,0,5,0,5
MANIPUR,THOUBAL,THOUBAL,0,0,0,0,0,14,0,14
MEGHALAYA,EAST GARO HILLS,SAMANDA,0,0,0,0,0,2,0,2
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,0,0,1,0,0,1,0,2
MEGHALAYA,JAINTIA HILLS,LASKEIN,0,0,0,0,0,0,1,1
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,0,0,0,0,0,0,1,1
MEGHALAYA,WEST GARO HILLS,BETASING,0,0,0,0,1,3,0,4
MEGHALAYA,WEST GARO HILLS,DALU,0,0,0,0,1,0,0,1
MIZORAM,CHAMPHAI,KHAWZAWL,0,0,17,0,0,0,0,17
MIZORAM,KOLASIB,THINGDAWL,0,0,17,0,10,0,0,27
MIZORAM,MAMIT,REIEK,0,0,0,2,0,0,0,2
MIZORAM,SERCHHIP,EAST LUNGDAR,0,2,168,0,0,0,0,170
NAGALAND,DIMAPUR,DHANSIRI,0,0,2,0,0,0,5,7
NAGALAND,DIMAPUR,KUHUBOTO,0,0,8,0,5,0,1,14
NAGALAND,DIMAPUR,MEDZIPHEMA,0,0,13,0,2,0,0,15
NAGALAND,DIMAPUR,NIULAND,0,0,1,0,1,0,0,2
ORISSA,ANGUL,ANUGUL,3,56,68,1,31,4,25,188
ORISSA,ANGUL,ATHAMALLIK,3,3,1,4,27,12,1,51
ORISSA,ANGUL,BANRAPALA,0,1,2,4,30,4,1,42
ORISSA,ANGUL,CHHENDIPADA,3,3,3,0,16,3,5,33
ORISSA,ANGUL,KANIHA,0,0,12,1,43,15,3,74
ORISSA,ANGUL,KISHOR NAGAR,0,1,1,0,18,2,1,23
ORISSA,ANGUL,PALALAHADA,3,2,9,2,17,4,105,142
ORISSA,ANGUL,TALACHERA,0,0,3,0,19,8,0,30
ORISSA,BALASORE,BAHANAGA,0,0,5,0,2,1,0,8
ORISSA,BALASORE,BALASORE,0,0,0,0,15,1,2,18
ORISSA,BALASORE,BALIAPAL,0,4,22,2,3,0,1,32
ORISSA,BALASORE,BASTA,6,2,20,1,4,2,16,51
ORISSA,BALASORE,BHOGRAI,2,1,34,23,16,8,0,84
ORISSA,BALASORE,JALESWAR,0,2,28,0,20,1,1,52
ORISSA,BALASORE,KHAIRA,0,0,2,1,0,0,2,5
ORISSA,BALASORE,NILAGIRI,2,1,5,5,10,0,0,23
ORISSA,BALASORE,OUPADA,4,0,2,0,0,0,0,6
ORISSA,BALASORE,REMUNA,0,0,52,11,0,0,1,64
ORISSA,BALASORE,SIMULIA,0,2,0,1,6,4,0,13
ORISSA,BALASORE,SORO,0,1,13,4,19,5,1,43
ORISSA,BARGARH,AMBABHANA,1,0,7,0,14,10,3,35
ORISSA,BARGARH,ATABIRA,4,7,36,6,3,3,1,60
ORISSA,BARGARH,BARAPALI,1,2,9,6,13,4,0,35
ORISSA,BARGARH,BARGARH,14,24,62,6,25,15,11,157
ORISSA,BARGARH,BHATALI,5,42,60,4,10,6,83,210
ORISSA,BARGARH,BHEDEN,0,14,121,18,28,11,3,195
ORISSA,BARGARH,BIJEPUR,26,13,20,0,10,2,11,82
ORISSA,BARGARH,GAISILAT,9,3,1,0,10,13,12,48
ORISSA,BARGARH,JHARABANDH,10,6,13,0,3,6,7,45
ORISSA,BARGARH,PADMAPUR (RAJABUDASA,4,6,12,0,26,16,7,71
ORISSA,BARGARH,PAIKMAL,10,10,91,2,15,10,32,170
ORISSA,BARGARH,SOHELA,4,24,20,0,7,1,22,78
ORISSA,BHADRAK,BANTA,16,1,6,0,0,0,1,24
ORISSA,BHADRAK,BASUDEBPUR,0,0,20,0,0,10,51,81
ORISSA,BHADRAK,BHADRAK,7,4,32,0,1,0,4,48
ORISSA,BHADRAK,BHANDARI POKHARI,0,0,1,0,9,0,0,10
ORISSA,BHADRAK,CHANDABALI,0,5,0,3,2,4,294,308
ORISSA,BHADRAK,DHAMNAGAR,8,10,126,12,55,3,26,240
ORISSA,BHADRAK,TIHIDI,1,1,29,1,2,21,56,111
ORISSA,BOLANGIR,AGALPUR,2,8,2,0,10,0,15,37
ORISSA,BOLANGIR,BALANGIR,20,42,43,0,15,0,45,165
ORISSA,BOLANGIR,BANGOMUNDA,0,11,0,0,1,0,2,14
ORISSA,BOLANGIR,BELAPARA,5,9,43,20,6,1,3,87
ORISSA,BOLANGIR,DEOGAON,51,99,48,8,14,0,29,249
ORISSA,BOLANGIR,GUDVELA,19,33,13,2,23,3,3,96
ORISSA,BOLANGIR,KHAPRAKHOL,81,56,28,0,8,0,6,179
ORISSA,BOLANGIR,LOISINGHA,12,25,36,0,5,2,26,106
ORISSA,BOLANGIR,MURIBAHAL,0,0,18,2,3,0,0,23
ORISSA,BOLANGIR,PATNAGARH,36,86,111,6,23,1,28,291
ORISSA,BOLANGIR,PUINTALA,32,77,8,0,4,1,54,176
ORISSA,BOLANGIR,SAINTALA,10,78,17,0,22,3,16,146
ORISSA,BOLANGIR,TITILAGARH,2,2,0,5,34,1,0,44
ORISSA,BOLANGIR,TUREIKELA,0,0,6,1,0,0,1,8
ORISSA,BOUDH,BOUDH,1,3,8,2,31,3,5,53
ORISSA,BOUDH,HARABHANGA,0,0,0,0,20,2,2,24
ORISSA,BOUDH,KANTAMAL,2,2,24,2,40,6,5,81
ORISSA,CUTTACK,ATHAGARH,10,14,4,7,42,4,5,86
ORISSA,CUTTACK,BADAMBA,0,1,1,23,11,5,10,51
ORISSA,CUTTACK,BANKI,6,4,3,1,15,1,21,51
ORISSA,CUTTACK,BARANGA,43,2,9,0,4,0,6,64
ORISSA,CUTTACK,CUTTACKSADAR,35,11,45,1,0,0,114,206
ORISSA,CUTTACK,DAMPADA,0,0,0,4,54,0,26,84
ORISSA,CUTTACK,KANTAPADA,38,222,14,2,0,1,35,312
ORISSA,CUTTACK,MAHANGA,22,78,42,6,25,3,74,250
ORISSA,CUTTACK,NARASINGHPUR,3,1,3,6,5,1,21,40
ORISSA,CUTTACK,NIALI,352,279,32,0,0,0,250,913
ORISSA,CUTTACK,NISCHINTAKOILI,32,113,12,0,1,0,89,247
ORISSA,CUTTACK,SALIPUR,50,61,48,0,1,1,176,337
ORISSA,CUTTACK,TANGI CHOUDWAR,7,9,13,17,10,3,44,103
ORISSA,CUTTACK,TIGIRIA,12,0,1,0,4,3,3,23
ORISSA,DEOGARH,BARAKOTE,10,11,33,1,7,5,77,144
ORISSA,DEOGARH,RIAMAL,32,15,11,0,16,0,428,502
ORISSA,DEOGARH,TILEIBANI,11,15,21,0,19,5,2,73
ORISSA,DHENKANAL,BHUBAN,4,7,5,7,24,1,4,52
ORISSA,DHENKANAL,GANDIA,8,3,23,6,18,2,22,82
ORISSA,DHENKANAL,HINDOL,15,3,3,3,24,10,8,66
ORISSA,DHENKANAL,KAMAKHYANAGAR,0,0,13,1,18,5,2,39
ORISSA,DHENKANAL,KANKADAHAD,1,2,5,5,3,0,44,60
ORISSA,DHENKANAL,ODAPADA,2,3,1,8,24,14,31,83
ORISSA,DHENKANAL,PARJANG,0,0,1,0,28,3,0,32
ORISSA,DHENKANAL,SADAR,2,2,12,1,26,7,8,58
ORISSA,GAJAPATI,GUMMA,1,15,9,0,9,0,1,35
ORISSA,GAJAPATI,KASINAGAR,0,10,9,0,20,0,0,39
ORISSA,GAJAPATI,MOHANA,1,1,1,4,6,3,8,24
ORISSA,GAJAPATI,NUAGADA,0,0,0,0,1,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,0,1,9,3,64,3,4,84
ORISSA,GAJAPATI,R.UDAYGIRI,0,1,1,0,1,0,5,8
ORISSA,GAJAPATI,RAYAGADA,0,0,2,0,11,12,1,26
ORISSA,GANJAM,ASKA,28,7,4,1,1,2,147,190
ORISSA,GANJAM,BELLAGUNTHA,3,1,1,2,9,5,2,23
ORISSA,GANJAM,BHANJANAGAR,0,1,8,0,17,15,9,50
ORISSA,GANJAM,BUGUDA,3,4,15,1,7,0,8,38
ORISSA,GANJAM,CHHATRAPUR,0,8,14,0,0,1,11,34
ORISSA,GANJAM,CHIKETI,10,8,5,0,19,0,2,44
ORISSA,GANJAM,DHARAKOTE,12,30,15,1,9,4,40,111
ORISSA,GANJAM,DIGAPAHANDI,38,18,5,0,29,2,290,382
ORISSA,GANJAM,GANJAM,10,3,2,1,14,0,9,39
ORISSA,GANJAM,HINJILICUT,8,0,10,0,3,0,17,38
ORISSA,GANJAM,JAGANNATHPRASAD,0,4,1,1,16,8,51,81
ORISSA,GANJAM,KABISURYANAGAR,0,5,2,1,4,0,47,59
ORISSA,GANJAM,KHALLIKOTE,0,0,0,1,11,0,0,12
ORISSA,GANJAM,KODALA,0,2,6,2,5,2,2,19
ORISSA,GANJAM,KUKUDAHANDI,0,0,19,0,2,0,0,21
ORISSA,GANJAM,PATRAPUR,6,0,2,0,26,8,5,47
ORISSA,GANJAM,POLASARA,5,3,19,0,6,0,11,44
ORISSA,GANJAM,PURUSOTTAMPUR,16,14,6,0,2,22,2,62
ORISSA,GANJAM,RANGEILUNDA,5,0,1,9,0,0,7,22
ORISSA,GANJAM,SANAKHEMUNDI,23,12,20,3,19,5,13,95
ORISSA,GANJAM,SHERAGAD,17,5,3,0,6,2,120,153
ORISSA,GANJAM,SORADA,20,14,26,5,20,1,24,110
ORISSA,JAGATSINGHPUR,BALIKUDA,2,13,2,3,10,0,2,32
ORISSA,JAGATSINGHPUR,BIRIDI,1,0,1,0,0,0,1,3
ORISSA,JAGATSINGHPUR,ERASAMA,0,1,0,0,6,1,10,18
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,0,0,2,0,0,0,0,2
ORISSA,JAGATSINGHPUR,KUJANG,0,0,4,5,9,0,0,18
ORISSA,JAGATSINGHPUR,NAUGAON,0,0,0,0,0,1,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,0,0,1,0,1,0,0,2
ORISSA,JAGATSINGHPUR,TIRTOL,0,0,13,3,6,0,0,22
ORISSA,JAJAPUR,BADACHANA,3,18,35,23,53,1,2,135
ORISSA,JAJAPUR,BARI,0,2,0,9,31,9,30,81
ORISSA,JAJAPUR,BINJHARPUR,0,6,6,5,21,7,0,45
ORISSA,JAJAPUR,DANAGADI,1,1,4,10,9,7,2,34
ORISSA,JAJAPUR,DASARATHPUR,0,13,129,0,7,1,5,155
ORISSA,JAJAPUR,DHARMASALA,81,77,52,0,34,13,85,342
ORISSA,JAJAPUR,JAJPUR,1,7,17,4,2,2,29,62
ORISSA,JAJAPUR,KOREI,0,0,0,0,1,0,0,1
ORISSA,JAJAPUR,RASULPUR,0,0,0,0,1,0,0,1
ORISSA,JAJAPUR,SUKINDA,0,0,5,2,11,9,2,29
ORISSA,JHARSUGUDA,JHARSUGUDA,5,1,10,4,14,11,12,57
ORISSA,JHARSUGUDA,KIRMIRA,1,2,41,0,8,0,80,132
ORISSA,JHARSUGUDA,KOLABIRA,0,1,48,0,13,1,25,88
ORISSA,JHARSUGUDA,LAIKERA,1,10,114,0,4,1,17,147
ORISSA,JHARSUGUDA,LAKHANPUR,7,4,32,0,12,7,89,151
ORISSA,KALAHANDI,BHAWANIPATANA,3,10,16,2,9,0,1,41
ORISSA,KALAHANDI,DHARMGAD,1,1,7,0,7,0,9,25
ORISSA,KALAHANDI,GOLAMUNDA,0,0,0,0,4,23,4,31
ORISSA,KALAHANDI,JAIPATNA,0,0,0,0,0,0,6,6
ORISSA,KALAHANDI,JUNAGAD,0,5,13,10,15,3,11,57
ORISSA,KALAHANDI,KALAMPUR,2,9,22,0,9,0,0,42
ORISSA,KALAHANDI,KARLAMUNDA,0,0,1,0,0,2,0,3
ORISSA,KALAHANDI,KESINGA,38,5,12,0,23,13,1,92
ORISSA,KALAHANDI,KOKASARA,0,0,3,4,1,0,2,10
ORISSA,KALAHANDI,LANJIGARH,3,3,5,0,12,7,4,34
ORISSA,KALAHANDI,MADANPUR RAMAPUR,0,3,6,0,24,12,1,46
ORISSA,KALAHANDI,NARLA,7,9,24,5,20,3,5,73
ORISSA,KANDHAMAL,BALIGUDA,1,0,0,0,1,2,4,8
ORISSA,KANDHAMAL,CHAKAPAD,1,0,0,0,9,2,1,13
ORISSA,KANDHAMAL,DARINGBADI,0,0,0,0,0,0,1,1
ORISSA,KANDHAMAL,FIRINGIA,3,5,8,0,14,3,2,35
ORISSA,KANDHAMAL,G.UDAYAGIRI,2,0,6,0,3,0,0,11
ORISSA,KANDHAMAL,KHAJURIPADA,0,1,1,0,3,2,9,16
ORISSA,KANDHAMAL,KOTAGARH,0,0,0,2,2,0,2,6
ORISSA,KANDHAMAL,NUAGAON,0,5,0,0,7,2,2,16
ORISSA,KANDHAMAL,PHULBANI,3,3,0,0,14,3,7,30
ORISSA,KANDHAMAL,RAIKIA,0,3,0,0,6,0,0,9
ORISSA,KANDHAMAL,TIKABALI,0,0,2,0,2,1,9,14
ORISSA,KANDHAMAL,TUMUDIBANDHA,0,0,1,2,1,8,0,12
ORISSA,KENDRAPARA,AUL,0,4,83,105,55,54,104,405
ORISSA,KENDRAPARA,DERABISHI,1,31,29,6,9,5,0,81
ORISSA,KENDRAPARA,GARADPUR,28,11,20,18,16,1,4,98
ORISSA,KENDRAPARA,KENDRAPADA,3,5,0,42,0,0,17,67
ORISSA,KENDRAPARA,MAHAKALPADA,25,13,62,30,88,9,13,240
ORISSA,KENDRAPARA,MARSHAGHAI,2,5,25,18,51,3,45,149
ORISSA,KENDRAPARA,PATTAMUNDAI,3,21,33,32,25,16,158,288
ORISSA,KENDRAPARA,RAJKANIKA,2,29,132,44,15,11,247,480
ORISSA,KENDRAPARA,RAJNAGAR,3,5,39,37,9,3,241,337
ORISSA,KEONJHAR,ANANDPUR,0,13,16,0,3,2,11,45
ORISSA,KEONJHAR,BANSPAL,22,4,7,0,1,8,53,95
ORISSA,KEONJHAR,CHAMPUA,55,1,0,1,55,8,106,226
ORISSA,KEONJHAR,GHASIPURA,5,21,12,0,1,7,14,60
ORISSA,KEONJHAR,GHATAGAON,5,1,0,0,0,1,52,59
ORISSA,KEONJHAR,HARICHANDANPUR,78,36,28,4,10,1,5,162
ORISSA,KEONJHAR,HATADIHI,3,9,16,4,12,5,60,109
ORISSA,KEONJHAR,JHUMPURA,40,5,4,0,4,1,151,205
ORISSA,KEONJHAR,JODA,3,2,1,9,22,7,3,47
ORISSA,KEONJHAR,KEONJHAR SADAR,89,26,17,5,19,2,59,217
ORISSA,KEONJHAR,PATANA,7,2,3,0,25,16,42,95
ORISSA,KEONJHAR,SAHARPADA,0,0,6,0,20,9,22,57
ORISSA,KEONJHAR,TELKOI,2,16,7,0,0,0,126,151
ORISSA,KHURDA,BALIANTA,13,1,1,0,0,0,2,17
ORISSA,KHURDA,BANAPUR,11,1,5,0,8,0,28,53
ORISSA,KHURDA,BEGUNIA,1,51,6,1,0,2,38,99
ORISSA,KHURDA,BHUBANESWAR,0,0,11,20,5,3,0,39
ORISSA,KHURDA,BOLAGARH,2,7,1,0,0,0,36,46
ORISSA,KHURDA,CHILIKA,0,0,1,6,5,0,0,12
ORISSA,KHURDA,JATANI,0,0,1,10,15,1,0,27
ORISSA,KHURDA,KHURDA,0,0,10,0,11,4,18,43
ORISSA,KHURDA,TANGI,3,6,16,13,12,3,140,193
ORISSA,KORAPUT,BANDHUGAON,0,0,0,0,11,29,9,49
ORISSA,KORAPUT,BOIPARIGUDA,12,5,57,0,12,1,200,287
ORISSA,KORAPUT,BORIGUMMA,39,57,214,0,11,6,497,824
ORISSA,KORAPUT,DASAMANTAPUR,0,0,2,0,2,0,1,5
ORISSA,KORAPUT,JEYPORE,6,19,22,1,16,0,33,97
ORISSA,KORAPUT,KORAPUT,5,5,13,0,4,1,16,44
ORISSA,KORAPUT,KOTPAD,41,12,3,0,3,0,227,286
ORISSA,KORAPUT,KUNDURA,14,3,3,0,17,32,269,338
ORISSA,KORAPUT,LAMTAPUT,0,0,2,1,3,2,2,10
ORISSA,KORAPUT,LAXMIPUR,0,0,4,0,11,0,4,19
ORISSA,KORAPUT,NANDAPUR,0,0,2,0,10,0,0,12
ORISSA,KORAPUT,NARAYANAPATNA,1,0,9,0,4,4,0,18
ORISSA,KORAPUT,POTANGI,0,1,0,0,0,0,1,2
ORISSA,KORAPUT,SEMILIGUDA,0,0,1,0,3,9,0,13
ORISSA,MALKANAGIRI,KALIMELA,0,1,1,0,12,0,4,18
ORISSA,MALKANAGIRI,KHAIRPUT,0,0,2,0,5,0,4,11
ORISSA,MALKANAGIRI,KORKONDA,14,29,13,2,0,1,4,63
ORISSA,MALKANAGIRI,KUDUMULUGUMMA,0,1,2,1,1,0,0,5
ORISSA,MALKANAGIRI,MALKANGIRI,0,2,4,0,7,0,0,13
ORISSA,MALKANAGIRI,MATHILI,0,3,1,0,21,0,15,40
ORISSA,MALKANAGIRI,PODIA,1,0,0,0,6,0,5,12
ORISSA,MAYURBHANJA,BADASAHI,21,5,43,1,34,1,4,109
ORISSA,MAYURBHANJA,BAHALADA,1,1,2,0,0,0,2,6
ORISSA,MAYURBHANJA,BANGIRIPOSI,9,8,165,0,33,0,8,223
ORISSA,MAYURBHANJA,BARIPADA,1,8,90,1,3,1,29,133
ORISSA,MAYURBHANJA,BETANATI,2,2,50,2,8,0,32,96
ORISSA,MAYURBHANJA,BIJATALA,6,0,5,0,3,0,4,18
ORISSA,MAYURBHANJA,BISOI,0,1,11,0,0,0,9,21
ORISSA,MAYURBHANJA,GOPABANDHUNAGAR,10,27,64,16,12,0,57,186
ORISSA,MAYURBHANJA,JAMADA,0,5,16,0,6,0,90,117
ORISSA,MAYURBHANJA,JASIPUR,4,2,9,1,20,2,8,46
ORISSA,MAYURBHANJA,KAPTIPADA,5,0,11,0,3,0,0,19
ORISSA,MAYURBHANJA,KARANJIA,1,0,10,0,16,6,2,35
ORISSA,MAYURBHANJA,KHUNTA,1,10,83,3,0,0,20,117
ORISSA,MAYURBHANJA,KULIANA,6,3,109,3,16,1,1,139
ORISSA,MAYURBHANJA,KUSUMI,1,0,1,0,7,0,57,66
ORISSA,MAYURBHANJA,MURUDA,5,3,60,2,22,0,7,99
ORISSA,MAYURBHANJA,RARUAN,0,0,3,3,23,0,7,36
ORISSA,MAYURBHANJA,RASAGOBINDAPUR,0,1,20,4,25,1,1,52
ORISSA,MAYURBHANJA,RIRANGAPUR,0,11,23,0,6,0,44,84
ORISSA,MAYURBHANJA,SAMAKHUNTA,4,7,114,2,5,0,7,139
ORISSA,MAYURBHANJA,SARASAKANA,3,4,60,5,10,0,14,96
ORISSA,MAYURBHANJA,SUKRULI,0,0,2,10,6,6,1,25
ORISSA,MAYURBHANJA,SULIAPADA,5,15,172,5,30,2,51,280
ORISSA,MAYURBHANJA,THAKURMUNDA,1,0,1,0,3,0,1,6
ORISSA,MAYURBHANJA,TIRING,0,0,0,0,0,0,10,10
ORISSA,MAYURBHANJA,UDALA,3,5,52,0,4,1,7,72
ORISSA,NAWARANGAPUR,CHANDAHANDI,1,3,2,1,7,8,9,31
ORISSA,NAWARANGAPUR,DABUGAON,21,38,14,0,0,0,277,350
ORISSA,NAWARANGAPUR,JHARIGAON,1,15,26,2,8,2,135,189
ORISSA,NAWARANGAPUR,KOSAGUMUDA,4,2,62,0,37,1,185,291
ORISSA,NAWARANGAPUR,NANDAHANDI,8,8,5,0,14,0,190,225
ORISSA,NAWARANGAPUR,NAWARANGPUR,5,2,3,1,33,0,85,129
ORISSA,NAWARANGAPUR,PAPADAHANDI,25,30,12,0,11,1,380,459
ORISSA,NAWARANGAPUR,RAIGHAR,47,24,58,0,0,0,25,154
ORISSA,NAWARANGAPUR,TENTULIKHUNTI,79,23,3,0,5,0,3,113
ORISSA,NAWARANGAPUR,UMARKOTE,5,38,50,0,0,0,157,250
ORISSA,NAYAGARH,BHAPUR,0,2,4,24,4,0,2,36
ORISSA,NAYAGARH,GANIA,0,0,5,0,4,0,2,11
ORISSA,NAYAGARH,KHANDAPARA,0,0,6,25,3,0,1,35
ORISSA,NAYAGARH,NAYAGARH,0,0,1,2,1,0,1,5
ORISSA,NAYAGARH,NUAGAON,0,1,17,0,0,1,0,19
ORISSA,NAYAGARH,ODAGAON,1,7,26,0,2,0,4,40
ORISSA,NAYAGARH,RANAPUR,3,12,23,3,5,2,30,78
ORISSA,NUAPADA,BODEN,0,0,0,2,3,1,3,9
ORISSA,NUAPADA,KHARIAR,0,19,17,3,37,0,0,76
ORISSA,NUAPADA,KOMANA,1,6,4,2,21,2,9,45
ORISSA,NUAPADA,NUAPADA,8,1,5,0,6,1,1,22
ORISSA,NUAPADA,SINAPALI,3,8,5,15,19,0,1,51
ORISSA,PURI,ASTARANG,97,0,0,0,0,0,30,127
ORISSA,PURI,BRAHMAGIRI,1,31,264,15,16,0,439,766
ORISSA,PURI,DELANGA,27,60,84,2,12,1,99,285
ORISSA,PURI,GOP,74,48,276,5,2,2,54,461
ORISSA,PURI,KAKATPUR,215,17,14,0,5,0,13,264
ORISSA,PURI,KANAS,20,46,286,13,10,4,197,576
ORISSA,PURI,KRISHNAPRASAD,0,23,27,0,0,0,0,50
ORISSA,PURI,NIMAPARA,26,104,32,1,0,0,68,231
ORISSA,PURI,PIPILI,34,98,70,9,1,0,302,514
ORISSA,PURI,PURISADAR,374,96,208,20,18,6,307,1029
ORISSA,PURI,SATYABADI,78,60,181,0,1,2,627,949
ORISSA,RAYAGADA,BISAMCUTTACK,2,11,11,1,4,0,7,36
ORISSA,RAYAGADA,CHANDRAPUR,0,0,0,0,1,1,0,2
ORISSA,RAYAGADA,GUDARI,2,1,2,2,13,11,48,79
ORISSA,RAYAGADA,GUNUPUR,0,0,10,0,26,3,6,45
ORISSA,RAYAGADA,K.SINGPUR,1,0,3,0,12,14,1,31
ORISSA,RAYAGADA,KASHIPUR,1,0,3,1,3,5,2,15
ORISSA,RAYAGADA,KOLNARA,2,0,14,0,9,4,9,38
ORISSA,RAYAGADA,MUNIGUDA,4,2,7,0,8,18,2,41
ORISSA,RAYAGADA,PADMAPUR,1,0,2,0,11,4,16,34
ORISSA,RAYAGADA,RAMNAGUDA,0,0,6,0,46,1,0,53
ORISSA,RAYAGADA,RAYAGADA,1,2,75,0,55,17,5,155
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,6,6,16,2,25,21,1,77
ORISSA,SAMBALPUR,GOVINDAPUR,22,114,221,1,13,6,23,400
ORISSA,SAMBALPUR,JAMANKIRA,1,77,48,3,7,0,41,177
ORISSA,SAMBALPUR,JUJUMURA,86,25,13,5,4,2,65,200
ORISSA,SAMBALPUR,KUCHINDA,3,71,131,3,20,10,110,348
ORISSA,SAMBALPUR,MANESWAR,5,13,50,5,25,19,5,122
ORISSA,SAMBALPUR,NAKTIDEUL,4,1,7,1,6,0,39,58
ORISSA,SAMBALPUR,RAIRAKHOLA,5,4,1,0,6,3,11,30
ORISSA,SAMBALPUR,RENGALI,1,1,2,0,0,1,7,12
ORISSA,SONEPUR,BINIKA,10,16,30,1,7,2,2,68
ORISSA,SONEPUR,BIRMAHARAJPUR,0,2,2,0,24,15,2,45
ORISSA,SONEPUR,DUNGURIPALI,1,1,27,1,6,2,9,47
ORISSA,SONEPUR,SONEPUR,3,1,1,0,4,12,2,23
ORISSA,SONEPUR,TARAVA,5,0,1,0,2,3,18,29
ORISSA,SONEPUR,ULLUNDA,0,2,4,1,41,37,9,94
ORISSA,SUNDARGARH,BADAGAON,10,5,18,13,32,2,0,80
ORISSA,SUNDARGARH,BALISANKARA,0,11,8,5,19,5,1,49
ORISSA,SUNDARGARH,BISHRA,15,1,31,4,7,22,0,80
ORISSA,SUNDARGARH,BONAI,2,2,21,0,17,4,12,58
ORISSA,SUNDARGARH,GURUNDIA,3,1,16,0,14,5,0,39
ORISSA,SUNDARGARH,HEMAGIRI,1,6,27,9,6,10,4,63
ORISSA,SUNDARGARH,KOIDA,0,0,8,0,12,0,1,21
ORISSA,SUNDARGARH,KUANRAMUNDA,1,5,72,11,33,0,3,125
ORISSA,SUNDARGARH,KUTRA,1,3,50,3,36,1,1,95
ORISSA,SUNDARGARH,LAHUNIPADA,1,1,5,1,18,4,5,35
ORISSA,SUNDARGARH,LATHIKATA,2,6,9,5,15,10,0,47
ORISSA,SUNDARGARH,LEPHRIPADA,15,45,26,4,12,18,6,126
ORISSA,SUNDARGARH,NUAGAON,29,39,72,12,26,5,0,183
ORISSA,SUNDARGARH,RAJAGANGAPUR,0,5,27,1,27,8,0,68
ORISSA,SUNDARGARH,SUBDEGA,7,11,23,4,18,1,1,65
ORISSA,SUNDARGARH,SUNDARGARH,17,7,37,10,24,19,1,115
ORISSA,SUNDARGARH,TANGARPALI,7,2,18,4,20,10,0,61
PONDICHERRY,KARAIKAL,TRPATTINAM,0,0,0,0,0,6,0,6
PONDICHERRY,PONDICHERRY,VILLIANUR,0,0,1,0,0,0,0,1
PUNJAB,AMRITSER,VERKA,0,2,4,10,5,0,0,21
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,0,15,21,1,0,0,0,37
PUNJAB,GURDASPUR,DHARKALAN,0,1,1,2,3,4,0,11
PUNJAB,GURDASPUR,PATHANKOT,0,2,4,4,0,0,0,10
PUNJAB,HOSHIARPUR,TALWARA,0,0,0,0,0,5,0,5
