-----
{
 "description": "This data provides details of Hon\u2019ble Members of the Second Lok Sabha from 5th April 1957 to 31st March 1962. It consists of name of members, constituency name, state name and party name.", 
 "file_name": "Members_of_Second_Lok_Sabha_From_5th_April_1957_to_31st_March_1962.xls", 
 "title": "Download XLS for Members of Second Lok Sabha from 5th April 1957 to 31st March 1962", 
 "url": "http://data.gov.in/sites/default/files/Members_of_Second_Lok_Sabha_From_5th_April_1957_to_31st_March_1962.xls"
}
-----
"Lok Sabha","Member Name","Gender","Constituency Name","State Name","Party Name"
"Second Lok Sabha","Shri Shah Nawaz Khan","Male","Meerut                                                                                              ","Uttar Pradesh                                               ","Congress"
"Second Lok Sabha","Shri Gopalrao Bajirao Khedkar","Male","Akola-SC                                                                                            ","Bombay                                                      ","Congress"
"Second Lok Sabha","Shri Bhawanji Arjan Khimji","Male","Kutch                                                                                               ","Bombay                                                      ","Congress"
"Second Lok Sabha","Shri Muhammed Khuda Buksh","Male","Murshidabad                                                                                         ","West Bengal                                                 ","Congress"
"Second Lok Sabha","Shri A. Jamal Y. Khwaja","Male","Aligarh                                                                                             ","Uttar Pradesh                                               ","Congress"
"Second Lok Sabha","Shri R.S. Kiledar","Male","Hoshangabad                                                                                         ","Madhya Pradesh                                              ","Congress"
"Second Lok Sabha","Shri Surti Kistaiya","Male","Bastar-ST                                                                                           ","Madhya Pradesh                                              ","Congress"
"Second Lok Sabha","Shri P.K. Kodiyan","Male","Quilon                                                                                              ","Kerala                                                      ","Communist Party"
"Second Lok Sabha","Shri V.K. Koratkar","Male","Hyderabad City                                                                                      ","Andhra Pradesh                                              ","Congress"
"Second Lok Sabha","Shri Liladhar Kotoki","Male","Nowgong                                                                                             ","Assam                                                       ","Congress"
"Second Lok Sabha","Shri George Thomas Kottukapally","Male","Muvattupuzha                                                                                        ","Kerala                                                      ","Congress"
"Second Lok Sabha","Shri K. Nalla Koya","Male","NA","Laccadives, Minicoy and Amindivi Islands                    ","Congress"
"Second Lok Sabha","Acharya J.B. Kripalani","Male","Sitamarhi                                                                                           ","Bihar                                                       ","Praja Socialist Party (PSP)"
"Second Lok Sabha","Smt. Sucheta Kripalani","Female","New Delhi                                                                                           ","Delhi                                                       ","Congress"
"Second Lok Sabha","Shri M.R. Krishna","Male","Karimnagar                                                                                          ","Andhra Pradesh                                              ","Congress"
"Second Lok Sabha","Shri Krishna Chandra","Male","Jalesar                                                                                             ","Uttar Pradesh                                               ","Congress"
"Second Lok Sabha","Shri D. Balarama Krishnaiah","Male","Gudiwada                                                                                            ","Andhra Pradesh                                              ","Congress"
"Second Lok Sabha","Shri T.T. Krishnamachari","Male","Madras South                                                                                        ","Madras                                                      ","Congress"
"Second Lok Sabha","Smt. Parvathi Krishnan","Female","Coimbatore                                                                                          ","Madras                                                      ","Communist Party"
