-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.9.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.9.csv"
}
-----
State,District,Block,Electric pumps,Diesel pumps,Wind mills,Solar pumps,Man/Animal operated,Others,Total
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,750,100,0,0,1,0,851
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,99,71,0,0,0,0,170
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,2,311,0,0,0,0,313
ASSAM,BARPETA,BAJALI,0,437,0,1,0,0,438
ASSAM,BARPETA,BARPETA,0,404,0,0,0,0,404
ASSAM,BARPETA,BHAWANIPUR,0,211,0,0,0,0,211
ASSAM,BARPETA,CHENGA,0,316,0,0,0,0,316
ASSAM,BARPETA,GOBARDHANA,0,313,0,0,0,0,313
ASSAM,BARPETA,JALAH,0,328,0,0,0,0,328
ASSAM,BARPETA,MANDIA,0,293,0,0,0,0,293
ASSAM,BARPETA,RUPSI,0,60,0,0,0,0,60
ASSAM,BONGAIGAON,BOITAMARI,0,185,0,0,0,0,185
ASSAM,BONGAIGAON,BOROBAZAR,0,192,0,0,0,0,192
ASSAM,BONGAIGAON,MANIKPUR,0,186,0,0,0,0,186
ASSAM,BONGAIGAON,SIDLI-CHIRANG,0,73,0,0,0,0,73
ASSAM,BONGAIGAON,SRIJANGRAM,0,216,0,0,0,0,216
ASSAM,CACHAR,SONAI,0,1,0,0,0,0,1
ASSAM,DARRANG,DALGAON SIALMARI,30,717,0,0,0,0,747
ASSAM,DARRANG,KALAIGAON,54,288,0,0,0,0,342
ASSAM,DARRANG,KHAIRABARI,100,132,0,0,0,0,232
ASSAM,DARRANG,MAZBAT,0,649,0,0,0,0,649
ASSAM,DARRANG,SIPAJHAR,0,212,0,0,0,0,212
ASSAM,DARRANG,UDALGURI,0,69,0,0,0,0,69
ASSAM,DHEMAJI,BORDOLONI,0,219,0,0,0,0,219
ASSAM,DHEMAJI,DHEMAJI,0,422,0,0,0,0,422
ASSAM,DHEMAJI,MURKONGSELLECK,0,76,0,0,0,0,76
ASSAM,DHUBRI,AGAMONI,0,606,0,0,0,0,606
ASSAM,DHUBRI,BILASIPARA,0,604,1,0,0,0,605
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,117,0,0,0,0,117
ASSAM,DHUBRI,GAURIPUR,0,550,0,0,0,0,550
ASSAM,DHUBRI,GOLOKGANJ,0,100,0,0,0,0,100
ASSAM,DHUBRI,MANKACHAR,0,131,0,0,0,0,131
ASSAM,DHUBRI,SOUTH SALMARA,0,379,0,0,0,0,379
ASSAM,DIBRUGARH,BARBARUAH,0,204,0,0,0,0,204
ASSAM,DIBRUGARH,JOYPUR,0,182,0,0,0,0,182
ASSAM,DIBRUGARH,KHOWANG,0,263,0,0,0,0,263
ASSAM,DIBRUGARH,LAHOWAL,0,277,0,0,0,0,277
ASSAM,DIBRUGARH,PANITOLA,0,303,0,0,0,0,303
ASSAM,DIBRUGARH,TENGAKHAT,0,232,0,0,0,0,232
ASSAM,GOALPARA,BALIJANA,0,88,0,0,0,0,88
ASSAM,GOALPARA,DUDHNOI,0,27,0,0,0,0,27
ASSAM,GOALPARA,LAKHIPUR,0,149,0,0,0,0,149
ASSAM,GOALPARA,MATIA,0,117,0,0,0,0,117
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,26,0,0,0,0,26
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,32,0,0,0,0,32
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,110,0,0,0,0,110
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,1,152,0,0,0,0,153
ASSAM,GOLAGHAT,GOLAGHAT WEST,3,167,0,0,0,0,170
ASSAM,GOLAGHAT,GOMARIGURI,0,4,0,0,0,0,4
ASSAM,HAILAKANDI,HAILAKANDI,3,73,0,0,0,0,76
ASSAM,HAILAKANDI,LALA,0,4,0,0,0,0,4
ASSAM,JORHAT,JORHAT,0,22,0,0,1,0,23
ASSAM,JORHAT,JORHAT CENTRAL,0,93,0,0,0,0,93
ASSAM,JORHAT,JORHAT EAST,1,155,0,0,0,0,156
ASSAM,JORHAT,MAJULI,15,1055,0,0,0,0,1070
ASSAM,JORHAT,NORTH WEST JORHAT,16,128,0,0,0,0,144
ASSAM,JORHAT,TITABOR,0,3,0,0,1,0,4
ASSAM,KAMRUP,BOKO BANGAON,0,24,0,0,0,0,24
ASSAM,KAMRUP,CHAMARIA,0,46,0,0,0,0,46
ASSAM,KAMRUP,CHHAYGAON,0,49,0,0,0,0,49
ASSAM,KAMRUP,DIMORIA,0,32,0,0,0,0,32
ASSAM,KAMRUP,HAJO,0,198,0,0,0,1,199
ASSAM,KAMRUP,KAMALPUR,0,141,0,0,0,0,141
ASSAM,KAMRUP,KARARA,0,319,0,0,0,0,319
ASSAM,KAMRUP,RAMPUR,0,62,0,0,0,0,62
ASSAM,KAMRUP,RANGIA,2,308,0,0,0,0,310
ASSAM,KAMRUP,RANI,0,86,0,0,0,0,86
ASSAM,KARBI ANGLONG,AMRI,0,1,0,0,0,0,1
ASSAM,KARBI ANGLONG,BOKAJAN,0,4,0,0,0,0,4
ASSAM,KARBI ANGLONG,HOWRAGHAT,0,20,0,0,0,0,20
ASSAM,KARBI ANGLONG,LUMBAJONG,0,2,0,0,0,0,2
ASSAM,KARBI ANGLONG,RONGKHONG,0,52,0,0,0,0,52
ASSAM,KARBI ANGLONG,SAMILONGSO,0,2,0,0,0,0,2
ASSAM,KARIMGANJ,BADARPUR,0,1,0,0,0,0,1
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,14,0,0,0,0,14
ASSAM,KARIMGANJ,PATHARKANDI,0,23,0,0,0,0,23
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,18,0,0,0,0,18
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,28,0,0,0,0,28
ASSAM,KOKRAJHAR,DOTOMA,0,249,0,0,0,0,249
ASSAM,KOKRAJHAR,GOSSAIGAON,0,62,0,0,0,0,62
ASSAM,KOKRAJHAR,KACHUGAON,0,281,0,0,0,0,281
ASSAM,KOKRAJHAR,KOKRAJHAR,0,113,0,0,0,0,113
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),0,53,0,0,0,0,53
ASSAM,LAKHIMPUR,BIHPURIA,0,330,0,0,0,0,330
ASSAM,LAKHIMPUR,BORDALANI,0,51,0,0,0,0,51
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,155,0,0,0,0,155
ASSAM,LAKHIMPUR,LAKHIMPUR,0,237,0,0,0,0,237
ASSAM,LAKHIMPUR,NARAYANPUR,0,197,0,0,0,0,197
ASSAM,LAKHIMPUR,NOWBOICHA,0,196,0,0,0,0,196
ASSAM,MARIGAON,BHURBANDHA,99,317,0,0,0,0,416
ASSAM,MARIGAON,KAPILI,0,10,0,0,0,0,10
ASSAM,MARIGAON,LAHARIGHAT,0,402,0,0,0,0,402
ASSAM,MARIGAON,MAYONG,0,567,0,0,0,0,567
ASSAM,NAGAON,BATADRAVA,0,218,0,0,0,0,218
ASSAM,NAGAON,JUGIJAN,2,333,0,0,0,0,335
ASSAM,NAGAON,JURIA,0,119,0,0,0,0,119
ASSAM,NAGAON,KALIABOR,0,434,0,0,0,0,434
ASSAM,NAGAON,KAPILI,0,10,0,0,0,0,10
ASSAM,NAGAON,KAPILI PT.I,0,337,0,0,0,0,337
ASSAM,NAGAON,KATHIATOLI,4,984,0,0,0,0,988
ASSAM,NAGAON,KHAGARIJAN,0,168,0,0,0,0,168
ASSAM,NAGAON,LANKA,4,365,0,0,0,0,369
ASSAM,NAGAON,LAOKHOWA,0,144,0,0,0,0,144
ASSAM,NAGAON,RUPAHI,0,135,0,0,0,0,135
ASSAM,NALBARI,BARIGOG BANBHAG,0,100,0,0,0,0,100
ASSAM,NALBARI,BARKHETRI,68,223,0,0,0,0,291
ASSAM,NALBARI,BASKA,0,245,0,0,0,0,245
ASSAM,NALBARI,PASCHIM NALBARI,0,182,0,0,0,0,182
ASSAM,NALBARI,PUB NALBARI,0,268,0,0,0,0,268
ASSAM,NALBARI,TAMULPUR,0,168,0,0,0,0,168
ASSAM,NALBARI,TIHU BARAMA,0,163,0,0,0,0,163
ASSAM,SIBSAGAR,AMGURI,0,109,0,0,0,0,109
ASSAM,SIBSAGAR,DEMOW,0,264,0,0,0,0,264
ASSAM,SIBSAGAR,NAZIRA,0,102,0,0,0,0,102
ASSAM,SIBSAGAR,SAPEKHATI,0,47,0,0,0,0,47
ASSAM,SIBSAGAR,SONARI,1,265,0,0,0,0,266
ASSAM,SONITPUR,BALIPARA,0,525,0,0,0,0,525
ASSAM,SONITPUR,BEHALI,0,225,0,0,0,0,225
ASSAM,SONITPUR,BISWANATH,0,60,0,0,0,0,60
ASSAM,SONITPUR,CHAIDUAR,0,758,0,0,0,0,758
ASSAM,SONITPUR,DHEKIAJULI,0,495,0,0,0,0,495
ASSAM,SONITPUR,GABHORU,0,410,0,0,0,0,410
ASSAM,SONITPUR,NADUAR,0,394,0,0,0,0,394
ASSAM,TINSUKIA,HAPJAN,0,458,0,0,0,0,458
ASSAM,TINSUKIA,KAKOPATHAR,7,694,0,0,0,0,701
ASSAM,TINSUKIA,MARGHERITA,0,93,0,0,0,0,93
ASSAM,TINSUKIA,SADIYA,0,160,0,0,0,0,160
BIHAR,ARARIA,ARARIA,0,1734,0,0,2,2,1738
BIHAR,ARARIA,BHARGAMA,2,1122,0,0,1,83,1208
BIHAR,ARARIA,FORBESGANJ,0,2930,0,0,12,0,2942
BIHAR,ARARIA,JOKIHAT,0,1503,0,0,0,0,1503
BIHAR,ARARIA,KURSAKATTA,0,1022,0,0,1,0,1023
BIHAR,ARARIA,NARPAIGANJ,2,913,0,0,2,0,917
BIHAR,ARARIA,PALASI,4,1889,7,0,9,4,1913
BIHAR,ARARIA,RANIGANJ,0,736,1,0,1,0,738
BIHAR,ARARIA,SIKTI,3,1100,0,0,5,1,1109
BIHAR,AURANGABAD,AURANGABAD,266,385,0,0,12,0,663
BIHAR,AURANGABAD,BARUN,704,313,17,0,33,1,1068
BIHAR,AURANGABAD,DAUDNAGAR,10,311,0,0,2,0,323
BIHAR,AURANGABAD,DEO,244,203,2,2,9,0,460
BIHAR,AURANGABAD,GOH,19,1192,0,0,6,0,1217
BIHAR,AURANGABAD,HASPURA,0,930,0,0,4,0,934
BIHAR,AURANGABAD,KUTUMBA,205,567,0,0,25,0,797
BIHAR,AURANGABAD,MADANPUR,162,358,1,0,121,0,642
BIHAR,AURANGABAD,NABINAGAR,405,108,3,0,1,0,517
BIHAR,AURANGABAD,OBRA,8,700,0,0,2,9,719
BIHAR,AURANGABAD,RAFIGANJ,206,1224,1,0,6,0,1437
BIHAR,BANKA,AMARPUR,199,1067,0,0,9,1,1276
BIHAR,BANKA,BANKA,45,180,0,0,2,0,227
BIHAR,BANKA,BARAHAT,0,438,0,0,0,0,438
BIHAR,BANKA,BELHAR,0,403,0,0,0,0,403
BIHAR,BANKA,DHURAIYA,24,1198,1,2,3,0,1228
BIHAR,BANKA,KATORIA,0,13,0,0,0,0,13
BIHAR,BANKA,PHULLIDUMAR,0,328,0,0,1,0,329
BIHAR,BANKA,RAJAN,15,993,0,0,5,0,1013
BIHAR,BANKA,SAMBHUGANJ,0,982,0,0,16,0,998
BIHAR,BEGUSARAI,BACHHAWARA,4,2050,0,0,1,2,2057
BIHAR,BEGUSARAI,BAKHARI,0,729,0,0,1,0,730
BIHAR,BEGUSARAI,BALIA,3,1373,0,0,1,0,1377
BIHAR,BEGUSARAI,BARAUNI,43,1353,20,0,3,2,1421
BIHAR,BEGUSARAI,BEGUSARAI,25,2329,0,0,12,4,2370
BIHAR,BEGUSARAI,BHAGAWANPUR,53,1614,0,0,3,36,1706
BIHAR,BEGUSARAI,BIRPUR,31,763,1,0,0,0,795
BIHAR,BEGUSARAI,CHERIA BARIARPUR,9,1429,0,0,1,0,1439
BIHAR,BEGUSARAI,CHHAURAHI,2,1439,3,0,6,0,1450
BIHAR,BEGUSARAI,DANDARI,0,1115,12,0,0,1,1128
BIHAR,BEGUSARAI,GARHPURA,11,856,0,0,0,0,867
BIHAR,BEGUSARAI,KHUDABANDPUR,23,690,1,0,1,0,715
BIHAR,BEGUSARAI,MANSURCHAK,0,369,0,0,0,0,369
BIHAR,BEGUSARAI,MATIHANI,0,1611,0,0,9,0,1620
BIHAR,BEGUSARAI,NAOKHOTHI,12,1212,1,0,1,0,1226
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,1,900,0,0,2,0,903
BIHAR,BEGUSARAI,TEGHRA,63,1271,9,2,4,1,1350
BIHAR,BHABUA,BHABUA,635,695,2,0,2,1,1335
BIHAR,BHABUA,BHAGWANPUR,59,173,0,0,0,0,232
BIHAR,BHABUA,CHAINPUR,209,617,1,0,0,1,828
BIHAR,BHABUA,CHAND,70,449,0,0,1,11,531
BIHAR,BHABUA,DURGAWATI,1342,271,7,0,1,0,1621
BIHAR,BHABUA,KUDRA,631,1171,0,0,1,14,1817
BIHAR,BHABUA,MOHANIA,1289,1124,1,0,5,0,2419
BIHAR,BHABUA,NUAWN,451,743,1,1,0,1,1197
BIHAR,BHABUA,RAMGAR,1294,254,0,0,0,0,1548
BIHAR,BHABUA,RAMPUR,7,106,0,0,0,0,113
BIHAR,BHAGALPUR,BIHPUR,41,803,0,0,0,2,846
BIHAR,BHAGALPUR,GAURIDIH,0,198,0,0,11,0,209
BIHAR,BHAGALPUR,GOPALPUR,6,649,1,0,0,36,692
BIHAR,BHAGALPUR,ISMAILPUR,4,308,0,0,0,11,323
BIHAR,BHAGALPUR,JAGDISHPUR,1,55,0,0,0,0,56
BIHAR,BHAGALPUR,KAHALGAON,21,531,0,0,0,0,552
BIHAR,BHAGALPUR,KHARIK,3,1087,1,0,0,13,1104
BIHAR,BHAGALPUR,NARAINPUR,0,375,0,0,0,0,375
BIHAR,BHAGALPUR,NATHNAGAR,75,604,0,0,6,0,685
BIHAR,BHAGALPUR,NAUGACHHIA,0,983,0,0,3,0,986
BIHAR,BHAGALPUR,PIRPAINTI,0,1161,0,0,0,0,1161
BIHAR,BHAGALPUR,RANGRACHOWK,0,499,0,0,0,0,499
BIHAR,BHAGALPUR,SABOUR,20,259,0,0,0,0,279
BIHAR,BHAGALPUR,SHAHKUND,94,1232,0,1,3,0,1330
BIHAR,BHAGALPUR,SONHAULLA,10,597,0,0,1,0,608
BIHAR,BHAGALPUR,SULTANGANJ,44,831,10,1,7,0,893
BIHAR,BHOJPUR,AGIAON,0,460,0,0,2,5,467
BIHAR,BHOJPUR,ARRAHSADAR,9,1279,2,7,18,2,1317
BIHAR,BHOJPUR,BARBARA,2,886,0,0,8,0,896
BIHAR,BHOJPUR,BEHIA,100,1272,1,0,5,0,1378
BIHAR,BHOJPUR,CHARPOKHARI,0,715,0,0,6,1,722
BIHAR,BHOJPUR,GARHANI,8,596,0,1,1,1,607
BIHAR,BHOJPUR,JAGDISHPUR,96,2711,13,10,22,2,2854
BIHAR,BHOJPUR,KOILWAR,169,1201,1,0,22,4,1397
BIHAR,BHOJPUR,PIRO,3,1287,1,0,9,2,1302
BIHAR,BHOJPUR,SAHAR,0,256,0,24,23,0,303
BIHAR,BHOJPUR,SAHPUR,6,629,0,12,0,0,647
BIHAR,BHOJPUR,SANDISH,1,1132,12,0,8,2,1155
BIHAR,BHOJPUR,TARARI,2,851,5,6,8,0,872
BIHAR,BHOJPUR,UDWABTNAGAR,3,860,17,0,5,3,888
BIHAR,BUXAR,BRAHAMPUR,5,548,2,1,17,5,578
BIHAR,BUXAR,BUXAR,96,1182,2,0,0,1,1281
BIHAR,BUXAR,CHANGAIN,50,510,0,0,1,3,564
BIHAR,BUXAR,CHARKKI,0,189,3,3,0,0,195
BIHAR,BUXAR,CHAUSA,57,670,1,4,45,3,780
BIHAR,BUXAR,DUMRAIN,581,528,0,0,3,0,1112
BIHAR,BUXAR,ITARHI,122,2663,0,1,9,20,2815
BIHAR,BUXAR,KESATH,35,183,0,0,0,0,218
BIHAR,BUXAR,NAWANAGAR,208,1331,19,0,0,36,1594
BIHAR,BUXAR,RAJPUR,56,2523,6,4,30,5,2624
BIHAR,BUXAR,SIMRI,10,1253,2,0,0,0,1265
BIHAR,CHAMPARAN EAST,ADAPUR,0,815,0,0,1,0,816
BIHAR,CHAMPARAN EAST,ARERAJ,0,763,2,1,6,0,772
BIHAR,CHAMPARAN EAST,BANJARIA,1,688,1,0,2,0,692
BIHAR,CHAMPARAN EAST,CHAKIYA,1,1755,0,1,8,1,1766
BIHAR,CHAMPARAN EAST,CHAURADANO,3,1013,0,0,5,1,1022
BIHAR,CHAMPARAN EAST,CHIRAIYA,2,1157,1,1,2,2,1165
BIHAR,CHAMPARAN EAST,DHAKA,5,897,0,0,13,6,921
BIHAR,CHAMPARAN EAST,FENHARA,0,928,0,0,0,0,928
BIHAR,CHAMPARAN EAST,GHORASAHAN,20,1284,1,1,1,1,1308
BIHAR,CHAMPARAN EAST,HARSIDHI,2,2091,0,1,0,0,2094
BIHAR,CHAMPARAN EAST,KALYANPUR,0,1631,0,0,0,0,1631
BIHAR,CHAMPARAN EAST,KESARIA,0,1391,0,0,0,0,1391
BIHAR,CHAMPARAN EAST,KOTWA,0,923,1,2,2,0,928
BIHAR,CHAMPARAN EAST,MADHUBAN,2,1150,1,0,0,0,1153
BIHAR,CHAMPARAN EAST,MEHSHI,3,1553,0,0,2,0,1558
BIHAR,CHAMPARAN EAST,MOTIHARI,1,1967,2,3,6,0,1979
BIHAR,CHAMPARAN EAST,PAHARPUR,1,1222,1,0,2,2,1228
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,1,1752,0,0,1,0,1754
BIHAR,CHAMPARAN EAST,PATAHI,0,1182,0,0,7,0,1189
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,0,884,0,0,0,0,884
BIHAR,CHAMPARAN EAST,RAMGARHWA,1,625,0,0,0,1,627
BIHAR,CHAMPARAN EAST,RAXAUL,23,655,0,0,0,0,678
BIHAR,CHAMPARAN EAST,SANGRAMPUR,0,638,0,0,0,0,638
BIHAR,CHAMPARAN EAST,SUGAULI,7,1710,1,0,1,1,1720
BIHAR,CHAMPARAN EAST,TETARIA,0,779,0,1,1,0,781
BIHAR,CHAMPARAN EAST,TURKAULIA,3,978,1,0,1,1,984
BIHAR,CHAMPARAN WEST,BAGAHA,16,997,0,0,2,1,1016
BIHAR,CHAMPARAN WEST,BAIRIA,1,1625,1,2,2,5,1636
BIHAR,CHAMPARAN WEST,BETTIAN,1,898,0,0,1,0,900
BIHAR,CHAMPARAN WEST,BHITAHA,0,817,0,0,2,1,820
BIHAR,CHAMPARAN WEST,CHANPATIYA,84,1271,0,0,1,0,1356
BIHAR,CHAMPARAN WEST,GAUNAHA,2,356,0,0,0,0,358
BIHAR,CHAMPARAN WEST,LAURIYA,1,1536,0,0,0,0,1537
BIHAR,CHAMPARAN WEST,MADHUBANI,1,934,1,0,5,0,941
BIHAR,CHAMPARAN WEST,MAINATANR,0,1031,1,0,1,0,1033
BIHAR,CHAMPARAN WEST,MAJHAWALIA,1,2971,0,0,2,0,2974
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,1,1201,0,0,4,0,1206
BIHAR,CHAMPARAN WEST,NAUTAN,2,1528,0,0,1,0,1531
BIHAR,CHAMPARAN WEST,PIPRASI,0,357,0,0,0,0,357
BIHAR,CHAMPARAN WEST,RAMNAGAR,2,1369,4,0,1,0,1376
BIHAR,CHAMPARAN WEST,SIDHAW,3,1072,0,2,2,5,1084
BIHAR,CHAMPARAN WEST,SIKTA,0,780,1,0,1,1,783
BIHAR,CHAMPARAN WEST,THAKRAHA,1,759,1,0,0,0,761
BIHAR,CHAMPARAN WEST,YOGAPATTI,0,1488,0,0,1,0,1489
BIHAR,CHATRA,CHATRA,0,4,0,0,6,0,10
BIHAR,CHATRA,HUNTERGANJ,27,15,1,0,0,0,43
BIHAR,CHATRA,PRATAP PUR,9,80,0,0,0,0,89
BIHAR,DARBHANGA,AUNAGAR,0,847,0,0,0,0,847
BIHAR,DARBHANGA,BAHADURPUR,0,784,0,0,0,0,784
BIHAR,DARBHANGA,BAHERI,0,1681,0,0,0,0,1681
BIHAR,DARBHANGA,BENIPUR,0,723,0,0,1,0,724
BIHAR,DARBHANGA,BIRAUL,0,999,0,0,0,0,999
BIHAR,DARBHANGA,DARBHANGA,0,576,1,0,0,2,579
BIHAR,DARBHANGA,GHANSHYAMPUR,0,476,0,0,0,0,476
BIHAR,DARBHANGA,GORA BOURAM,1,517,0,0,0,0,518
BIHAR,DARBHANGA,HAYAGHAT,38,617,0,0,0,0,655
BIHAR,DARBHANGA,JALE,0,800,0,0,1,0,801
BIHAR,DARBHANGA,KEOTI(RANWAY),1,1028,0,0,0,0,1029
BIHAR,DARBHANGA,KIRATPUR,0,219,0,0,0,0,219
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,0,142,0,0,0,0,142
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,0,329,0,0,0,0,329
BIHAR,DARBHANGA,MANIGACHHI,2,1120,0,0,10,0,1132
BIHAR,DARBHANGA,SINGHWARA,0,969,0,0,0,0,969
BIHAR,DEOGHAR,DEOGHAR,0,1,0,0,0,0,1
BIHAR,DHANBAD,BAGHMARA,0,0,0,0,1,0,1
BIHAR,DHANBAD,TOPCHACHI,0,1,0,0,3,0,4
BIHAR,GAYA,AMAS,63,95,0,1,3,0,162
BIHAR,GAYA,ATARI,109,785,0,0,2,1,897
BIHAR,GAYA,BANROYBAZAR,16,410,0,0,0,0,426
BIHAR,GAYA,BARACHATTI,7,177,5,0,0,0,189
BIHAR,GAYA,BELAGANJ,118,2055,13,0,5,0,2191
BIHAR,GAYA,BODHGAYA,2146,394,9,0,0,18,2567
BIHAR,GAYA,DOBBI,39,305,0,0,8,0,352
BIHAR,GAYA,DUMARIA,2,280,3,0,8,11,304
BIHAR,GAYA,FETHPUR,11,754,0,1,0,4,770
BIHAR,GAYA,GARARU,1,1254,2,0,2,0,1259
BIHAR,GAYA,GAYA SADAR,853,149,0,0,0,40,1042
BIHAR,GAYA,GURUA,136,953,1,0,2,7,1099
BIHAR,GAYA,IMAMGANJ,2,550,4,0,0,1,557
BIHAR,GAYA,KHIZIRSORAI,8,2822,4,0,3,18,2855
BIHAR,GAYA,KONCH,28,1795,1,0,16,0,1840
BIHAR,GAYA,MANPUR,290,379,3,0,0,0,672
BIHAR,GAYA,MOHANPUR,40,193,0,0,4,0,237
BIHAR,GAYA,NIMCHAK BATHANI,2,966,0,0,0,0,968
BIHAR,GAYA,PARAIYA,54,658,0,0,0,0,712
BIHAR,GAYA,SHERGHATI,633,483,1,0,1,1,1119
BIHAR,GAYA,TANKUPPA,20,703,0,0,1,4,728
BIHAR,GAYA,TEKARI,3,2465,0,0,15,10,2493
BIHAR,GAYA,WAZGANJ,23,1231,0,0,0,4,1258
BIHAR,GIRIDIH,BIRNI,0,2,0,0,0,0,2
BIHAR,GIRIDIH,GANDEY,0,2,0,0,0,0,2
BIHAR,GIRIDIH,GAWAN,233,74,0,0,11,0,318
BIHAR,GIRIDIH,TISRI,32,14,0,0,1,0,47
BIHAR,GODDA,BOARIJORE,0,1,0,0,5,0,6
BIHAR,GODDA,GODDA,23,158,13,0,13,2,209
BIHAR,GODDA,MAHAGAMA,14,60,1,0,10,0,85
BIHAR,GODDA,PATHARGAMA,0,312,0,0,2,0,314
BIHAR,GOPALGANJ,BAIKUNTHPUR,0,1731,3,0,4,0,1738
BIHAR,GOPALGANJ,BARAULI,0,1482,0,20,0,1,1503
BIHAR,GOPALGANJ,BHOREY,21,1697,0,0,10,2,1730
BIHAR,GOPALGANJ,BIJAIPUR,2,1153,3,0,1,1,1160
BIHAR,GOPALGANJ,GOPALGANJ,0,1554,1,0,0,0,1555
BIHAR,GOPALGANJ,HATHUA,1,813,0,0,2,0,816
BIHAR,GOPALGANJ,KATAIYA,2,1084,1,0,0,0,1087
BIHAR,GOPALGANJ,KUCHAIKOTE,12,1566,1,0,0,0,1579
BIHAR,GOPALGANJ,MANJHA,0,1209,34,0,17,1,1261
BIHAR,GOPALGANJ,PHULWARIYA,13,939,0,0,0,0,952
BIHAR,GOPALGANJ,PUNCHDEORI,0,585,0,0,1,0,586
BIHAR,GOPALGANJ,SIDHWALIA,0,1077,2,0,2,1,1082
BIHAR,GOPALGANJ,THAWE,0,707,0,0,0,0,707
BIHAR,GOPALGANJ,UCHKAGAON,42,1380,0,0,2,0,1424
BIHAR,HAZARIBAG,ICHAK,3,0,0,0,0,0,3
BIHAR,JAMUI,ALIGANJ,3,431,22,1,1,0,458
BIHAR,JAMUI,BARHAT,23,38,0,0,0,0,61
BIHAR,JAMUI,GIDHOUR,56,162,25,0,6,0,249
BIHAR,JAMUI,JAMUI,171,1112,3,4,3,3,1296
BIHAR,JAMUI,JHAJHA,60,65,0,0,0,0,125
BIHAR,JAMUI,KHAIRA,314,179,4,0,1,0,498
BIHAR,JAMUI,SIKANDRA,3,206,1,0,6,0,216
BIHAR,JAMUI,SONO,173,77,0,0,0,0,250
BIHAR,JEHANABAD,ARWAL,0,794,15,0,1,0,810
BIHAR,JEHANABAD,BANSI SURUJPUR,0,1155,0,0,2,0,1157
BIHAR,JEHANABAD,GHOSI,71,3336,55,8,1,19,3490
BIHAR,JEHANABAD,JEHANABAD,258,1851,0,0,2,0,2111
BIHAR,JEHANABAD,KAKU,405,1683,0,0,0,9,2097
BIHAR,JEHANABAD,KALEV,1,318,0,0,2,0,321
BIHAR,JEHANABAD,KARPI,13,2168,7,0,11,0,2199
BIHAR,JEHANABAD,KURTHA,0,1552,0,0,1,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,691,2015,0,0,2,3,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,9,1367,0,0,0,0,1376
BIHAR,KATIHAR,AMDABAET,4,1047,0,0,0,1,1052
BIHAR,KATIHAR,AZAMNAGAR,0,3639,0,0,1,30,3670
BIHAR,KATIHAR,BALRAMPUR,1,1718,4,0,1,1,1725
BIHAR,KATIHAR,BANPUR,0,1263,0,0,0,0,1263
BIHAR,KATIHAR,BARARI,2,2164,1,0,4,0,2171
BIHAR,KATIHAR,BARSOI,0,2723,17,0,1,0,2741
BIHAR,KATIHAR,DANDKHORA,0,954,0,0,0,0,954
BIHAR,KATIHAR,FALKA,1,838,0,0,2,0,841
BIHAR,KATIHAR,HASANGANJ,1,697,0,0,0,0,698
BIHAR,KATIHAR,KADWA,4,2941,0,0,5,0,2950
BIHAR,KATIHAR,KATIHAR,0,702,19,0,2,0,723
BIHAR,KATIHAR,KORHA,6,2774,0,15,3,1,2799
BIHAR,KATIHAR,KURSELA,0,481,0,0,0,0,481
BIHAR,KATIHAR,MANIHARI,23,1377,0,0,0,0,1400
BIHAR,KATIHAR,MANSHAHI,1,529,0,0,0,0,530
BIHAR,KATIHAR,SAMELI,1,518,0,0,0,1,520
BIHAR,KHAGARIA,ALAULI,4,1905,20,0,7,1,1937
BIHAR,KHAGARIA,BELDAUR,0,1425,0,0,1,115,1541
BIHAR,KHAGARIA,CHAUTHAM,0,1804,0,0,4,10,1818
BIHAR,KHAGARIA,GOGRI,0,1357,0,0,15,1,1373
BIHAR,KHAGARIA,KHAGARIA,1,1872,5,0,17,3,1898
BIHAR,KHAGARIA,MANSI,0,609,40,0,0,0,649
