-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.9.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.9.csv"
}
-----
State,District,Block,Electric pumps,Diesel pumps,Wind mills,Solar pumps,Man/Animal operated,Others,Total
UTTAR PRADESH,BIJNOR,DHAMPUR,1055,5060,17,0,49,18,6199
UTTAR PRADESH,BIJNOR,HALDOOR,4282,1174,30,0,37,39,5562
UTTAR PRADESH,BIJNOR,JALILPUR,3313,4721,39,0,6,5,8084
UTTAR PRADESH,BIJNOR,KIRATPUR,1994,1247,56,0,1,6,3304
UTTAR PRADESH,BIJNOR,KOTWALI,1003,4668,24,0,7,21,5723
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,1648,3604,3,2,10,0,5267
UTTAR PRADESH,BIJNOR,NAJIVABAD,1500,2023,13,2,5,2,3545
UTTAR PRADESH,BIJNOR,NOORPUR,2114,5423,21,2,39,16,7615
UTTAR PRADESH,BIJNOR,SHIVHARA,505,5901,41,4,8,36,6495
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,1461,1418,1,0,0,1,2881
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,1154,875,1,0,0,1,2031
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,654,1943,0,0,0,2,2599
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,1563,1204,17,0,0,2,2786
UTTAR PRADESH,BULANDSHAHR,DANKAOR,2314,2092,18,2,0,28,4454
UTTAR PRADESH,BULANDSHAHR,DANPUR,1235,1116,17,2,0,22,2392
UTTAR PRADESH,BULANDSHAHR,DIBAI,954,2406,2,0,0,1,3363
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,1549,534,0,0,0,0,2083
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,777,771,1,0,0,6,1555
UTTAR PRADESH,BULANDSHAHR,JEWAR,2615,134,0,0,0,0,2749
UTTAR PRADESH,BULANDSHAHR,KHURJA,377,2935,1,0,0,26,3339
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,339,2378,2,0,0,0,2719
UTTAR PRADESH,BULANDSHAHR,PAHASU,896,1561,0,0,0,2,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,997,1839,0,0,0,17,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,786,1103,0,0,0,0,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,0,2505,0,0,0,0,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,218,2160,0,0,0,0,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,63,231,2,0,0,7,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,13,5,0,0,0,0,18
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,49,88,0,0,0,0,137
UTTAR PRADESH,DEORIA,BAITALPUR,83,2746,43,0,0,0,2872
UTTAR PRADESH,DEORIA,BANKATA,0,1493,2,1,0,0,1496
UTTAR PRADESH,DEORIA,BARHAJ,20,2279,0,0,0,0,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,76,2047,1,0,0,2,2126
UTTAR PRADESH,DEORIA,BHALUWANI,65,3807,3,0,0,0,3875
UTTAR PRADESH,DEORIA,BHATANI,31,1192,2,0,0,1,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,40,902,3,0,0,0,945
UTTAR PRADESH,DEORIA,DEORIA SADAR,93,2318,1,0,0,0,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,9,2150,0,0,0,1,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,342,3262,1,1,0,0,3606
UTTAR PRADESH,DEORIA,LAR,64,1686,19,0,0,1,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,5,2833,0,1,0,1,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,10,2515,2,0,0,22,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,13,2927,1,0,0,0,2941
UTTAR PRADESH,DEORIA,SALEMPUR,83,1901,8,0,0,1,1993
UTTAR PRADESH,ETAH,ALIGANJ,12,5122,0,0,1,0,5135
UTTAR PRADESH,ETAH,AMANPUR,14,2463,0,0,0,0,2477
UTTAR PRADESH,ETAH,AWAGARH,0,2326,0,0,0,0,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,7,3128,0,0,0,0,3135
UTTAR PRADESH,ETAH,JAITHRA,0,3871,0,0,0,0,3871
UTTAR PRADESH,ETAH,JALESAR,15,3311,0,0,0,0,3326
UTTAR PRADESH,ETAH,KASGANJ,41,2266,0,0,0,0,2307
UTTAR PRADESH,ETAH,MARAHERA,8,2025,0,0,0,0,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,0,2024,0,0,0,0,2024
UTTAR PRADESH,ETAH,PATIYALI,0,2119,0,0,0,0,2119
UTTAR PRADESH,ETAH,SAHAWAR,16,2342,0,0,0,0,2358
UTTAR PRADESH,ETAH,SAKIT,0,2685,0,0,0,0,2685
UTTAR PRADESH,ETAH,SHEETALPUR,0,3822,0,0,0,0,3822
UTTAR PRADESH,ETAH,SIDHPURA,0,2029,0,0,0,0,2029
UTTAR PRADESH,ETAH,SORON,33,2317,0,0,0,0,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,87,2903,2,0,0,106,3098
UTTAR PRADESH,ETAWAH,AIRWA KATRA,19,1910,2,5,0,0,1936
UTTAR PRADESH,ETAWAH,AJEETMAL,108,1904,5,1,1,2,2021
UTTAR PRADESH,ETAWAH,AURAIYA,41,1134,1,0,0,3,1179
UTTAR PRADESH,ETAWAH,BADPURA,379,969,0,1,0,8,1357
UTTAR PRADESH,ETAWAH,BASREHAR,49,1719,0,0,1,24,1793
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,53,2367,1,0,3,3,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,177,2271,3,0,1,8,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,21,3265,2,2,0,0,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,17,272,27,0,0,3,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,641,2718,3,2,0,8,3372
UTTAR PRADESH,ETAWAH,MAHEWA,392,2064,15,0,0,2,2473
UTTAR PRADESH,ETAWAH,SAHAR,16,2772,3,4,0,0,2795
UTTAR PRADESH,ETAWAH,TAKHA,20,1161,0,0,2,30,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,169,2606,14,0,0,17,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,1821,1846,1,1,0,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,854,2593,12,0,0,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,705,2765,0,1,0,5,3476
UTTAR PRADESH,FAIZABAD,MAYA,312,2977,0,32,0,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,767,3270,4,1,5,0,4047
UTTAR PRADESH,FAIZABAD,PURA,797,2284,0,0,6,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,1223,1264,0,0,0,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,2144,2178,7,0,0,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,417,1479,1,0,0,1,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,424,4264,11,0,0,0,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,7,1886,17,0,0,3,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,505,2419,0,0,0,1,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,1479,3446,6,0,0,4,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,753,2220,18,0,0,8,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,129,2663,1,1,0,2,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,1067,2375,112,0,0,28,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,55,2178,1,0,0,4,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,39,2417,11,0,0,1,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,38,3395,1,1,0,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,616,4352,18,1,0,1,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,362,4562,15,3,0,4,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,277,5820,13,1,0,26,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,138,2106,0,0,0,0,2244
UTTAR PRADESH,FATEHPUR,AMAULI,827,720,0,0,0,0,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,18,597,0,0,0,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,100,1521,0,0,0,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,902,1115,0,0,0,0,2017
UTTAR PRADESH,FATEHPUR,DHATA,141,1188,0,0,0,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,42,801,0,0,0,0,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,147,152,0,0,0,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,90,918,0,0,0,0,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,188,803,0,0,0,0,991
UTTAR PRADESH,FIROZABAD,ARANV,1088,920,0,0,0,0,2008
UTTAR PRADESH,FIROZABAD,EKA,392,1608,0,0,2,0,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,1144,391,40,0,7,0,1582
UTTAR PRADESH,FIROZABAD,JASRANA,589,1386,1,0,35,2,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,1070,1371,0,0,0,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,522,2518,36,1,1,2,3080
UTTAR PRADESH,FIROZABAD,NARKHI,474,2396,0,0,3,1,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,1234,818,0,0,1,0,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,596,1682,57,0,2,0,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,1755,2050,1,0,18,2,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,203,933,0,0,0,12,1148
UTTAR PRADESH,GHAZIABAD,DADRI,455,3462,2,0,7,0,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,527,2993,1,0,1,16,3538
UTTAR PRADESH,GHAZIABAD,GARH,1070,3086,2,0,0,16,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,4108,160,0,0,0,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,794,1444,0,0,0,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,1624,1795,2,2,3,14,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,997,594,16,0,0,15,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,1757,1230,17,0,1,2,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,779,536,2,3,3,0,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,128,232,0,3,0,0,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,455,2873,143,0,1,0,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,644,299,1,0,5,0,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,471,384,6,0,29,0,890
UTTAR PRADESH,GHAZIPUR,KARNDA,552,384,2,4,2,1,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,592,616,1,5,3,0,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,828,786,0,1,2,3,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,292,290,0,0,1,0,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,799,762,5,0,8,1,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,151,334,1,0,1,0,487
UTTAR PRADESH,GHAZIPUR,SADAR,599,250,11,0,2,0,862
UTTAR PRADESH,GHAZIPUR,SADAT,274,406,1,1,6,0,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,736,224,27,1,3,0,991
UTTAR PRADESH,GHAZIPUR,VIRNO,830,703,22,19,2,1,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,1374,1180,2,2,24,1,2583
UTTAR PRADESH,GONDA,BELSAR,109,2252,0,0,0,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,9,5143,0,0,0,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,36,5928,1,2,2,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,10,1702,6,0,0,0,1718
UTTAR PRADESH,GONDA,HALDAR MAU,22,2998,5,0,0,94,3119
UTTAR PRADESH,GONDA,ITIYATHOK,0,76,0,0,0,0,76
UTTAR PRADESH,GONDA,JHANJHRI,59,3215,6,0,0,2,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,3,2871,24,0,0,0,2898
UTTAR PRADESH,GONDA,MANKAPUR,85,6464,2,0,0,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,55,3896,4,0,1,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,14,2674,0,0,0,1,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,31,3282,0,0,0,4,3317
UTTAR PRADESH,GONDA,PARASPUR,147,3366,0,0,0,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,18,2493,1,0,0,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,73,4288,0,16,0,0,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,35,2245,0,0,0,1,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,109,1897,15,0,0,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,12,2683,22,0,0,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,4,2531,1,0,0,1,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,337,2448,0,0,0,6,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,1,3819,1,0,0,4,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,12,2393,24,0,0,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,41,2687,72,1,0,2,2803
UTTAR PRADESH,GORAKHPUR,GOLA,72,2053,56,1,0,0,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,4,3365,3,0,0,2,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,14,2404,12,3,0,0,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,1,1935,0,0,0,1,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,360,1346,5,0,0,1,1712
UTTAR PRADESH,GORAKHPUR,PALI,40,2232,2,0,0,1,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,34,1758,0,0,0,4,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,7,1982,121,0,0,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,0,2295,1,0,0,0,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,313,1421,18,1,0,1,1754
UTTAR PRADESH,GORAKHPUR,URUWA,40,2966,3,0,0,2,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,19,1012,0,0,0,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,40,223,0,1,0,0,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,24,1346,3,0,0,0,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,68,877,1,1,0,0,947
UTTAR PRADESH,HAMIRPUR,RATH,10,944,0,0,0,0,954
UTTAR PRADESH,HAMIRPUR,SARILA,1,1052,0,0,0,0,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,235,1613,2,0,0,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,0,2756,0,0,0,0,2756
UTTAR PRADESH,HARDOI,BAVAN,0,2230,0,0,0,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,0,1230,0,0,0,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,0,1402,0,0,0,0,1402
UTTAR PRADESH,HARDOI,BHARKHANI,0,5418,0,0,0,0,5418
UTTAR PRADESH,HARDOI,BILGRAM,0,1678,0,0,0,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,0,1622,0,0,0,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,0,1738,0,0,0,0,1738
UTTAR PRADESH,HARDOI,KACHOUNA,0,2228,0,0,0,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,0,2301,0,0,0,0,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,2063,0,0,0,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,0,2194,0,0,0,0,2194
UTTAR PRADESH,HARDOI,PIHANI,0,2436,0,0,0,0,2436
UTTAR PRADESH,HARDOI,SANDI,0,2959,0,0,0,0,2959
UTTAR PRADESH,HARDOI,SANDILA,0,1277,0,0,0,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,0,3672,0,0,0,0,3672
UTTAR PRADESH,HARDOI,SURSA,0,1828,0,0,0,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,0,1594,0,0,0,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,0,2834,0,0,0,0,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,153,3105,1,0,0,33,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,1472,2923,242,0,0,21,4658
UTTAR PRADESH,HARDWAR,KHANPUR,7,1627,1,0,8,20,1663
UTTAR PRADESH,HARDWAR,LAKSAR,317,6485,7,0,0,80,6889
UTTAR PRADESH,HARDWAR,NARSAN,717,2024,10,1,0,29,2781
UTTAR PRADESH,HARDWAR,ROORKEE,707,3174,0,0,0,166,4047
UTTAR PRADESH,JALAUN,DAKOR,19,319,0,0,0,1,339
UTTAR PRADESH,JALAUN,JALAUN,18,963,2,0,0,6,989
UTTAR PRADESH,JALAUN,KADAURA,7,202,0,0,0,0,209
UTTAR PRADESH,JALAUN,KONCH,8,610,0,0,1,0,619
UTTAR PRADESH,JALAUN,KUTHAUND,54,742,12,0,0,6,814
UTTAR PRADESH,JALAUN,MADHOGHARH,1,1022,0,0,0,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,6,156,0,0,0,36,198
UTTAR PRADESH,JALAUN,NADIGAON,31,171,0,0,0,11,213
UTTAR PRADESH,JALAUN,RAMPURA,27,851,0,0,1,0,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,860,3508,1,0,1,0,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,699,2149,0,0,0,0,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,534,1585,2,0,1,0,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,424,1674,1,0,2,0,2101
UTTAR PRADESH,JAUNPUR,DOBHI,1280,562,1,0,1,0,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,1041,819,4,0,0,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,733,3664,2,0,0,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,1005,1262,0,0,0,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,423,1862,18,5,6,0,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,553,2632,0,0,0,0,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,485,2365,3,0,0,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,369,3238,12,2,3,1,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,911,1160,47,0,0,0,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,739,1262,0,0,1,0,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,764,1209,1,0,2,1,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,1042,946,36,0,0,0,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,65,3484,2,1,2,0,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,1126,1447,4,0,0,2,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,850,1698,0,0,2,0,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,444,2123,0,0,0,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,126,2648,86,1,0,1,2862
UTTAR PRADESH,JHANSI,BADAGAON,4,111,0,0,0,0,115
UTTAR PRADESH,JHANSI,BANGRA,1,90,0,0,1,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,75,243,0,0,2,2,322
UTTAR PRADESH,JHANSI,GURSARAJ,7,214,0,0,12,4,237
UTTAR PRADESH,JHANSI,MAURANIPUR,0,100,0,0,4,0,104
UTTAR PRADESH,JHANSI,MOTH,33,173,20,0,0,1,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,116,2387,3,13,0,25,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,106,110,0,0,0,0,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,291,3677,76,5,0,7,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,70,2317,1,0,0,2,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,68,2074,25,1,2,0,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,15,1764,0,0,0,7,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,136,272,0,0,0,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,155,2042,6,0,0,1,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,7,2748,0,0,0,1,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,61,2813,3,0,1,27,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,54,833,0,0,0,12,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,7,1666,0,0,0,5,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,11,422,1,0,0,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,19,2961,2,0,0,0,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,12,1218,1,0,0,71,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,156,1220,0,0,0,2,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,3,3326,0,0,1,2,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,479,1590,1,0,0,1,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,1144,1787,1,0,1,1,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,276,2427,0,0,1,65,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,12,2020,5,1,0,0,2038
UTTAR PRADESH,KHIRI,BEHJAM,67,3762,2,0,2,1,3834
UTTAR PRADESH,KHIRI,BIJUA,103,1665,0,1,0,0,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,1,1134,1,1,0,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,26,3394,1,2,0,41,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,320,6440,2,1,1,44,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,194,6216,86,0,4,24,6524
UTTAR PRADESH,KHIRI,MITAULI,263,4871,1,1,0,38,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,476,3009,3,0,0,18,3506
UTTAR PRADESH,KHIRI,NAKAHA,201,4301,2,7,1,18,4530
UTTAR PRADESH,KHIRI,NIGHASAN,1004,4170,22,0,2,0,5198
UTTAR PRADESH,KHIRI,PALIA,384,3982,34,7,1,41,4449
UTTAR PRADESH,KHIRI,PASGAWAN,42,2413,0,0,1,0,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,545,5737,5,2,0,2,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,44,1588,1,0,0,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,1,2355,0,0,0,0,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,6,1740,0,0,1,1,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,6,1980,1,0,1,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,0,1968,0,0,0,0,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,1,3810,3,0,1,1,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,10,1210,0,0,3,1,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,0,1425,0,0,0,0,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,7,2129,0,0,19,247,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,0,1372,0,0,0,0,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,7,2655,1,0,2,4,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,0,1069,0,0,0,0,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,4,772,0,1,3,0,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,0,3457,0,0,1,0,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,0,1574,0,0,0,0,1574
UTTAR PRADESH,LALITPUR,BAR,0,257,0,0,29,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,259,3710,1,3,0,3,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,189,1330,0,2,0,1,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,161,5877,17,28,0,25,6108
UTTAR PRADESH,LUCKNOW,KAKORI,248,1263,1,3,0,0,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,24,1502,0,0,0,0,1526
UTTAR PRADESH,LUCKNOW,MALL,51,1566,225,2,0,0,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,476,2499,0,0,0,17,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,406,2539,1,0,0,0,2946
UTTAR PRADESH,MAHOBA,KABARAI,2,151,0,0,0,0,153
UTTAR PRADESH,MAHOBA,PANWADI,0,20,0,0,0,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,78,3350,11,2,13,4,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,47,868,0,0,2,0,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,6,2558,1,0,4,1,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,6,3179,1,0,9,0,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,4,2911,1,3,15,3,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,0,2573,10,0,0,0,2583
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,16,1769,118,1,2,0,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,2,1910,5,4,1,0,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,3,3181,2,2,0,0,3188
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,19,2563,4,0,2,2,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,29,2883,1,2,2,1,2918
UTTAR PRADESH,MAHRAJGANJ,SISWA,4,2227,2,1,4,2,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,971,622,0,0,0,0,1593
UTTAR PRADESH,MAINPURI,BEWAR,222,3234,0,0,0,0,3456
UTTAR PRADESH,MAINPURI,GHIROR,355,1552,0,0,0,0,1907
UTTAR PRADESH,MAINPURI,JAGIR,100,1672,55,0,0,0,1827
UTTAR PRADESH,MAINPURI,KARHAL,286,1641,0,0,1,0,1928
UTTAR PRADESH,MAINPURI,KISHANI,5,1805,1,0,0,0,1811
UTTAR PRADESH,MAINPURI,KURAWALI,255,1679,0,0,0,0,1934
UTTAR PRADESH,MAINPURI,MAINPURI,309,2742,0,0,0,33,3084
