-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total
UTTAR PRADESH,MORADABAD,BANIYA KHERA,5,585,6351,96,2422,9459
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,2,415,4527,87,1803,6834
UTTAR PRADESH,MORADABAD,BILARI,2,562,4699,101,2013,7377
UTTAR PRADESH,MORADABAD,BILARI-I,5,787,10005,219,2693,13709
UTTAR PRADESH,MORADABAD,CHAILLAT,4,417,4300,81,1462,6264
UTTAR PRADESH,MORADABAD,DINGPUR,4,616,6400,129,2079,9228
UTTAR PRADESH,MORADABAD,MORADABAD,1,241,2934,50,913,4139
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,3,419,4726,77,1457,6682
UTTAR PRADESH,MORADABAD,PAWASA,5,561,6996,146,2015,9723
UTTAR PRADESH,MORADABAD,SAMBHAL,2,711,6143,129,2099,9084
UTTAR PRADESH,MORADABAD,THAKURDWARA,2,537,4910,96,2136,7681
UTTAR PRADESH,MUZZAFARNAGAR,BAGHARA,0,1542,84,163,3953,5742
UTTAR PRADESH,MUZZAFARNAGAR,BUDHANA,0,2819,39,69,678,3605
UTTAR PRADESH,MUZZAFARNAGAR,CHARTHAWAL,0,1078,798,105,4648,6629
UTTAR PRADESH,MUZZAFARNAGAR,JANSATH,0,628,691,0,11747,13066
UTTAR PRADESH,MUZZAFARNAGAR,KAIRANA,0,2609,357,62,1282,4310
UTTAR PRADESH,MUZZAFARNAGAR,KANDHLA,0,2930,110,104,968,4112
UTTAR PRADESH,MUZZAFARNAGAR,KHATOLI,0,296,309,64,7433,8102
UTTAR PRADESH,MUZZAFARNAGAR,MORNA,0,761,215,82,5621,6679
UTTAR PRADESH,MUZZAFARNAGAR,MUZAFFER NAGAR SADAR,0,1293,257,328,5613,7491
UTTAR PRADESH,MUZZAFARNAGAR,PURKAZI,0,16,33,36,4213,4298
UTTAR PRADESH,MUZZAFARNAGAR,SHAHPUR,0,3648,262,8,825,4743
UTTAR PRADESH,MUZZAFARNAGAR,SHAMLI,0,2776,35,599,993,4403
UTTAR PRADESH,MUZZAFARNAGAR,THANA BHAVAN,0,1432,2462,1638,67,5599
UTTAR PRADESH,MUZZAFARNAGAR,UN,0,1378,452,382,9920,12132
UTTAR PRADESH,PILIBHIT,AMREYA,0,123,111,24,9374,9632
UTTAR PRADESH,PILIBHIT,BERKHEDA,0,69,416,141,7443,8069
UTTAR PRADESH,PILIBHIT,BILSANDA,0,537,528,383,6084,7532
UTTAR PRADESH,PILIBHIT,BISALPUR,0,181,26,5,6805,7017
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,0,16,532,4,5529,6081
UTTAR PRADESH,PILIBHIT,MARORI,0,28,9,11,11057,11105
UTTAR PRADESH,PILIBHIT,PURANPUR,0,42,380,46,23209,23677
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,3965,269,110,755,902,6001
UTTAR PRADESH,PRATAPGARH,BABAGANJ,658,87,35,31,3959,4770
UTTAR PRADESH,PRATAPGARH,BIHAR,1333,32,173,61,3007,4606
UTTAR PRADESH,PRATAPGARH,GAURA,1403,19,86,5,2958,4471
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,71,131,25,6,2426,2659
UTTAR PRADESH,PRATAPGARH,KUNDA,6098,321,1118,104,3308,10949
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,2867,13,52,5,120,3057
UTTAR PRADESH,PRATAPGARH,MANDHATA,4136,65,170,23,1808,6202
UTTAR PRADESH,PRATAPGARH,MANGRAURA,10677,221,696,111,2782,14487
UTTAR PRADESH,PRATAPGARH,PATTI,3144,59,194,7,2982,6386
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,2410,8,48,8,154,2628
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,614,0,1,0,3853,4468
UTTAR PRADESH,PRATAPGARH,SADAR,1262,54,149,18,2603,4086
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,392,448,75,1196,1816,3927
UTTAR PRADESH,PRATAPGARH,SANGIPUR,1770,10,23,3,2577,4383
UTTAR PRADESH,PRATAPGARH,SHIVGARH,1933,180,406,309,4073,6901
UTTAR PRADESH,RAEBARELI,AMANWA,1650,434,151,13,813,3061
UTTAR PRADESH,RAEBARELI,BACHRAVAN,2552,176,18,2,875,3623
UTTAR PRADESH,RAEBARELI,BAHADUR PUR,189,77,8,23,2272,2569
UTTAR PRADESH,RAEBARELI,CHHATOH,1781,72,6,14,737,2610
UTTAR PRADESH,RAEBARELI,DALMAU,3366,582,228,220,399,4795
UTTAR PRADESH,RAEBARELI,DEEH,1989,0,2,2,845,2838
UTTAR PRADESH,RAEBARELI,DEENSHAH GOURA,138,34,86,30,2285,2573
UTTAR PRADESH,RAEBARELI,HARCHANDPUR,95,0,11,0,2998,3104
UTTAR PRADESH,RAEBARELI,JAGAT PUR,240,29,104,49,1473,1895
UTTAR PRADESH,RAEBARELI,KHEERO,2229,143,911,390,557,4230
UTTAR PRADESH,RAEBARELI,LAL GANJ,257,120,187,1945,522,3031
UTTAR PRADESH,RAEBARELI,MAHARAJ GANJ,67,11,47,11,2783,2919
UTTAR PRADESH,RAEBARELI,RAHI,4212,23,302,82,469,5088
UTTAR PRADESH,RAEBARELI,ROHANIYA,979,3,63,10,235,1290
UTTAR PRADESH,RAEBARELI,SALON,433,365,871,494,2963,5126
UTTAR PRADESH,RAEBARELI,SARANI,953,336,277,279,1459,3304
UTTAR PRADESH,RAEBARELI,SATAON,1180,467,234,1231,439,3551
UTTAR PRADESH,RAEBARELI,SHIV GARH,3030,0,0,1,47,3078
UTTAR PRADESH,RAEBARELI,SINGHPUR,751,11,33,161,2818,3774
UTTAR PRADESH,RAEBARELI,TILOI,138,59,102,1,1738,2038
UTTAR PRADESH,RAEBARELI,UCHAHAR,2553,30,8,84,482,3157
UTTAR PRADESH,RAMPUR,BILASPUR,5,553,7006,148,1889,9601
UTTAR PRADESH,RAMPUR,CHAMRAOA,4,533,5530,113,1864,8044
UTTAR PRADESH,RAMPUR,MILAK,5,838,9480,161,3147,13631
UTTAR PRADESH,RAMPUR,SAID NAGAR,3,479,5896,125,1665,8168
UTTAR PRADESH,RAMPUR,SHAHABAD,5,831,8280,158,2933,12207
UTTAR PRADESH,RAMPUR,SUAR,8,1219,14103,290,4110,19730
UTTAR PRADESH,SAHARANPUR,BALYA KHERI,0,164,41,74,6182,6461
UTTAR PRADESH,SAHARANPUR,DEOBAND,0,78,159,45,5068,5350
UTTAR PRADESH,SAHARANPUR,GANGOH,0,131,0,48,8994,9173
UTTAR PRADESH,SAHARANPUR,MUZAFFARABAD,0,201,287,569,4203,5260
UTTAR PRADESH,SAHARANPUR,NAGAL,0,150,325,4,7984,8463
UTTAR PRADESH,SAHARANPUR,NAKUR,0,876,280,766,7703,9625
UTTAR PRADESH,SAHARANPUR,NANAUTA,0,406,0,0,6476,6882
UTTAR PRADESH,SAHARANPUR,PUVARKA,0,233,23,440,6918,7614
UTTAR PRADESH,SAHARANPUR,RAMPUR MANIHARAN,0,464,13,44,5357,5878
UTTAR PRADESH,SAHARANPUR,SADAULI QADEEM,0,88,104,10,4064,4266
UTTAR PRADESH,SAHARANPUR,SARSAWAN,0,156,5,0,10501,10662
UTTAR PRADESH,SANT KABIR NAGAR,BAGHAULEE,21,86,286,1600,2076,4069
UTTAR PRADESH,SANT KABIR NAGAR,HAISAR BAZAR,28,28,475,1404,6303,8238
UTTAR PRADESH,SANT KABIR NAGAR,KHALILABAD,0,159,6,2672,1595,4432
UTTAR PRADESH,SANT KABIR NAGAR,MENHDAWAL,0,0,23,56,3566,3645
UTTAR PRADESH,SANT KABIR NAGAR,NATHNAGAR,1,493,485,1090,2520,4589
UTTAR PRADESH,SANT KABIR NAGAR,SAANTHA,2,20,920,1082,3630,5654
UTTAR PRADESH,SANT KABIR NAGAR,SEMARIYAWAN,0,161,207,3385,1241,4994
UTTAR PRADESH,SANT RAVI DAS NAGAR,AURAI,0,939,36,0,90,1065
UTTAR PRADESH,SANT RAVI DAS NAGAR,BHADOHI,0,1395,82,33,498,2008
UTTAR PRADESH,SANT RAVI DAS NAGAR,DEEH,3,316,18,8,11,356
UTTAR PRADESH,SANT RAVI DAS NAGAR,GYANPUR,0,1059,12,19,471,1561
UTTAR PRADESH,SANT RAVI DAS NAGAR,SURIYAWA,0,1205,560,107,279,2151
UTTAR PRADESH,SHAHJAHANPUR,BANDA,0,18,89,147,6075,6329
UTTAR PRADESH,SHAHJAHANPUR,BHAAWAL KHERA,0,95,324,1157,3675,5251
UTTAR PRADESH,SHAHJAHANPUR,DADROL,0,8,565,228,7320,8121
UTTAR PRADESH,SHAHJAHANPUR,JAITIPUR,0,21,6,13,5493,5533
UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,0,7,239,2,9693,9941
UTTAR PRADESH,SHAHJAHANPUR,KALAN,0,1,314,2184,4377,6876
UTTAR PRADESH,SHAHJAHANPUR,KANTH,0,5,21,64,5213,5303
UTTAR PRADESH,SHAHJAHANPUR,KATRA,0,10,54,4,2483,2551
UTTAR PRADESH,SHAHJAHANPUR,KHUTAR,0,844,0,0,9895,10739
UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,0,198,300,81,5397,5976
UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,0,0,8,6133,1055,7196
UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,0,0,0,8,7938,7946
UTTAR PRADESH,SHAHJAHANPUR,SINDHAULI,0,274,28,214,4819,5335
UTTAR PRADESH,SHAHJAHANPUR,TILHER,0,7,327,9,6112,6455
UTTAR PRADESH,SHRAWASTI,GILAULA,10,1,53,4,7859,7927
UTTAR PRADESH,SHRAWASTI,HARIHAR PUR RANI,0,268,1101,966,348,2683
UTTAR PRADESH,SHRAWASTI,IKAUNA,3,25,161,291,8245,8725
UTTAR PRADESH,SHRAWASTI,JAMUNHA,3,13,0,7,5490,5513
UTTAR PRADESH,SHRAWASTI,PAYAG PUR,0,0,33,104,6572,6709
UTTAR PRADESH,SHRAWASTI,SIRSHIYA,0,0,29,219,168,416
UTTAR PRADESH,SHRAWASTI,VISHESHAR GANJ,0,17,0,7342,552,7911
UTTAR PRADESH,SIDDHARTH NAGAR,BADHANI,35,31,197,150,1352,1765
UTTAR PRADESH,SIDDHARTH NAGAR,BANSI,2,77,109,42,3276,3506
UTTAR PRADESH,SIDDHARTH NAGAR,BHANAWAPUR,6,1,216,0,5661,5884
UTTAR PRADESH,SIDDHARTH NAGAR,BIRDPUR,0,0,812,31,153,996
UTTAR PRADESH,SIDDHARTH NAGAR,DUMARIYA GANJ,3,2,7,346,8158,8516
UTTAR PRADESH,SIDDHARTH NAGAR,ITWA,0,0,35,6,4369,4410
UTTAR PRADESH,SIDDHARTH NAGAR,JOGIYA,0,0,42,18,1968,2028
UTTAR PRADESH,SIDDHARTH NAGAR,KHESRAHA,8,23,456,35,4341,4863
UTTAR PRADESH,SIDDHARTH NAGAR,KHUNION,0,227,333,2318,1338,4216
UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,3,2,968,87,4861,5921
UTTAR PRADESH,SIDDHARTH NAGAR,NAUGHAR,1,6,156,5,793,961
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,26,124,399,113,1007,1669
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,0,23,1411,255,262,1951
UTTAR PRADESH,SITAPUR,AILIYA,0,0,0,0,5822,5822
UTTAR PRADESH,SITAPUR,BEHTA,0,0,0,0,2922,2922
UTTAR PRADESH,SITAPUR,BESWAN,0,0,0,0,8041,8041
UTTAR PRADESH,SITAPUR,GODLAMAO,0,0,0,0,6183,6183
UTTAR PRADESH,SITAPUR,HARGAON,0,0,0,0,5224,5224
UTTAR PRADESH,SITAPUR,KASMANDA,0,0,0,0,4814,4814
UTTAR PRADESH,SITAPUR,KHAIRABAD,0,0,0,0,5129,5129
UTTAR PRADESH,SITAPUR,LAHERPUR,0,0,0,0,3714,3714
UTTAR PRADESH,SITAPUR,MACHREHTA,0,0,0,0,5684,5684
UTTAR PRADESH,SITAPUR,MAHMOODABAD,0,0,0,0,8625,8625
UTTAR PRADESH,SITAPUR,MAHOLI,0,0,0,0,5289,5289
UTTAR PRADESH,SITAPUR,MISHRIKH,0,0,0,0,4818,4818
UTTAR PRADESH,SITAPUR,PAHLA,0,0,0,0,7693,7693
UTTAR PRADESH,SITAPUR,PERSENDI,0,0,0,0,5484,5484
UTTAR PRADESH,SITAPUR,PISWAN,0,0,0,0,9323,9323
UTTAR PRADESH,SITAPUR,RAMPUR MATHURA,0,0,0,0,8744,8744
UTTAR PRADESH,SITAPUR,REUSA,0,0,0,0,6673,6673
UTTAR PRADESH,SITAPUR,SAKEREN,0,0,0,0,6423,6423
UTTAR PRADESH,SITAPUR,SIDHAOLI,0,0,0,0,6096,6096
UTTAR PRADESH,SONBHADRA,BABHANI,17,37,18,32,146,250
UTTAR PRADESH,SONBHADRA,CHATRA,555,17,2,72,547,1193
UTTAR PRADESH,SONBHADRA,CHOPAN,155,10,0,0,4,169
UTTAR PRADESH,SONBHADRA,DUDDHI,174,0,0,135,5,314
UTTAR PRADESH,SONBHADRA,LALGANJ,525,0,1,24,94,644
UTTAR PRADESH,SONBHADRA,MEYOURPUR,87,273,9,3,357,729
UTTAR PRADESH,SONBHADRA,NAGAOA,80,0,0,10,0,90
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,892,1,2,136,312,1343
UTTAR PRADESH,SULTANPUR,AKHANDNAGAR,5057,2323,472,1380,1458,10690
UTTAR PRADESH,SULTANPUR,AMETHI,3103,109,71,43,4314,7640
UTTAR PRADESH,SULTANPUR,BALDERAI,1206,126,663,223,1438,3656
UTTAR PRADESH,SULTANPUR,BHADAIYAN,3550,171,180,96,698,4695
UTTAR PRADESH,SULTANPUR,BHADAR,1460,231,2053,64,1090,4898
UTTAR PRADESH,SULTANPUR,BHETUA,2810,106,502,425,509,4352
UTTAR PRADESH,SULTANPUR,DHANPATGANJ,1057,49,512,0,4996,6614
UTTAR PRADESH,SULTANPUR,DOSTPUR,5785,422,534,494,850,8085
UTTAR PRADESH,SULTANPUR,DUBEYPUR,3183,201,162,13,1982,5541
UTTAR PRADESH,SULTANPUR,GAURIGANJ,3852,187,421,108,1380,5948
UTTAR PRADESH,SULTANPUR,JAGDISHPUR,1648,189,2877,63,616,5393
UTTAR PRADESH,SULTANPUR,JAISINGHPUR,738,332,1668,174,1283,4195
UTTAR PRADESH,SULTANPUR,JAMON,679,66,90,223,2149,3207
UTTAR PRADESH,SULTANPUR,KADIPUR,4039,15,141,20,535,4750
UTTAR PRADESH,SULTANPUR,KUREBHAR,1305,392,1391,338,879,4305
UTTAR PRADESH,SULTANPUR,KURWAR,449,28,126,7,6148,6758
UTTAR PRADESH,SULTANPUR,LAMBHUA,2606,288,431,91,4009,7425
UTTAR PRADESH,SULTANPUR,MUSAFIRKHANA,2522,215,631,445,1617,5430
UTTAR PRADESH,SULTANPUR,PRATAPPUR KAMAINCHA,3077,469,216,204,1004,4970
UTTAR PRADESH,SULTANPUR,SANGRAMPUR,1091,317,265,37,405,2115
UTTAR PRADESH,SULTANPUR,SHAHGARH,373,137,600,177,2390,3677
UTTAR PRADESH,SULTANPUR,SHUKUL_BAZAR,1182,61,1879,418,396,3936
UTTAR PRADESH,UNNAO,ASOHA,2729,4,263,29,1212,4237
UTTAR PRADESH,UNNAO,AURAS,1127,210,359,1045,399,3140
UTTAR PRADESH,UNNAO,BANGARMAU,255,1,3,0,3802,4061
UTTAR PRADESH,UNNAO,BICHHIYA,2358,1,286,1,1145,3791
UTTAR PRADESH,UNNAO,BIGHAPUR,2931,0,0,0,1597,4528
UTTAR PRADESH,UNNAO,FATEHPUR CHAURASI,3886,0,0,0,320,4206
UTTAR PRADESH,UNNAO,GANJ MORADABAD,4724,3,50,120,180,5077
UTTAR PRADESH,UNNAO,HASAN GANJ,1903,1,775,2,2092,4773
UTTAR PRADESH,UNNAO,HILAULI,3189,1,361,5,746,4302
UTTAR PRADESH,UNNAO,MIANGANJ,3109,2,398,17,1296,4822
UTTAR PRADESH,UNNAO,NAWABGANJ,1075,64,1503,30,2401,5073
UTTAR PRADESH,UNNAO,PURWA,2784,1,50,0,330,3165
UTTAR PRADESH,UNNAO,SAFIPUR,1725,24,70,72,1105,2996
UTTAR PRADESH,UNNAO,SIKANDARPUR KARAN,5186,62,624,80,411,6363
UTTAR PRADESH,UNNAO,SIKANDARPUR SARAUSI,3400,0,49,884,113,4446
UTTAR PRADESH,UNNAO,SUMERPUR,2809,1,92,0,51,2953
UTTAR PRADESH,VARANASI,AARAJILAINS,1,1623,221,2,442,2289
UTTAR PRADESH,VARANASI,BADAGOAN,1,1007,331,3,527,1869
UTTAR PRADESH,VARANASI,CHIRAI GOAN,0,693,413,130,762,1998
UTTAR PRADESH,VARANASI,CHOLA PUR,0,474,170,123,1232,1999
UTTAR PRADESH,VARANASI,HARAHUAA,0,1206,83,78,91,1458
UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,0,397,328,33,120,878
UTTAR PRADESH,VARANASI,PINDRA,1,1541,437,18,559,2556
UTTAR PRADESH,VARANASI,SAVAPURI,0,777,68,1,330,1176
UTTARANCHAL,CHAMPAWAT,CHAMPAWAT,611,0,0,0,0,611
UTTARANCHAL,DEHRA DUN,DOIWALA,0,8,2,0,44,54
UTTARANCHAL,DEHRA DUN,RAIPUR,0,0,0,0,2,2
UTTARANCHAL,DEHRA DUN,SEHASPUR,0,0,0,0,43,43
UTTARANCHAL,DEHRA DUN,VIKASH NAGAR,0,2,2,0,68,72
UTTARANCHAL,HARIDWAR,BHADRABAD,10,0,1,0,4160,4171
UTTARANCHAL,HARIDWAR,BHAGWAN PUR,0,5,6,0,4167,4178
UTTARANCHAL,HARIDWAR,KHANPUR,2,0,1,12,2508,2523
UTTARANCHAL,HARIDWAR,LAXUR,2,0,3,0,7860,7865
UTTARANCHAL,HARIDWAR,NARSAN,6,59,49,54,2791,2959
UTTARANCHAL,HARIDWAR,ROORKEE,9,25,1,0,4049,4084
UTTARANCHAL,NAINITAL,RAMNAGAR,553,0,0,0,1,554
UTTARANCHAL,UDHAM SINGH NAGAR,BAZPUR,2486,6,2,0,0,2494
UTTARANCHAL,UDHAM SINGH NAGAR,GADARPUR,1404,46,81,3,17,1551
UTTARANCHAL,UDHAM SINGH NAGAR,JASPUR,2105,713,313,119,938,4188
UTTARANCHAL,UDHAM SINGH NAGAR,KASHIPUR,2625,7,19,101,281,3033
UTTARANCHAL,UDHAM SINGH NAGAR,KHATIMA,5628,0,41,1,0,5670
UTTARANCHAL,UDHAM SINGH NAGAR,RUDRAPUR,3076,49,9,0,130,3264
UTTARANCHAL,UDHAM SINGH NAGAR,SITARGANJ,3823,273,1,3,0,4100
WEST BENGAL,BANKURA,BANKURA-I,1,0,0,0,7,8
WEST BENGAL,BANKURA,BANKURA-II,130,0,0,0,451,581
WEST BENGAL,BANKURA,BISHNUPUR,2925,0,0,0,501,3426
WEST BENGAL,BANKURA,BORJORA,864,0,0,0,638,1502
WEST BENGAL,BANKURA,CHHATNA,0,0,0,0,4,4
WEST BENGAL,BANKURA,GANGAJAL GHATI,0,0,0,0,5,5
WEST BENGAL,BANKURA,INDUS,1222,0,0,0,1714,2936
WEST BENGAL,BANKURA,JOYPUR,1320,0,0,0,583,1903
WEST BENGAL,BANKURA,KATUL PUR,1034,0,0,0,2511,3545
WEST BENGAL,BANKURA,MEJIA,96,0,0,0,3,99
WEST BENGAL,BANKURA,ONDA,1187,0,0,0,2157,3344
WEST BENGAL,BANKURA,PATRASAYER,1866,0,0,0,1237,3103
WEST BENGAL,BANKURA,RAIPUR,30,0,0,0,869,899
WEST BENGAL,BANKURA,SARENGA,397,0,0,0,233,630
WEST BENGAL,BANKURA,SIMLAPAL,376,0,0,0,423,799
WEST BENGAL,BANKURA,SONAMUKHI,2130,0,0,0,1199,3329
WEST BENGAL,BANKURA,TALDANGRA,578,0,0,0,553,1131
WEST BENGAL,BIRBHUM,BOLPUR SRINEKATAN,114,0,0,0,1309,1423
WEST BENGAL,BIRBHUM,DUBRAJ PUR,101,0,0,0,517,618
WEST BENGAL,BIRBHUM,ILLAM BAZAR,81,0,0,0,1408,1489
WEST BENGAL,BIRBHUM,KHOYRASOLE,10,0,0,0,614,624
WEST BENGAL,BIRBHUM,LABPUR,146,0,0,0,1604,1750
WEST BENGAL,BIRBHUM,MAYURESWAR-1,68,0,0,0,560,628
WEST BENGAL,BIRBHUM,MAYUURESWAR-2,615,0,0,0,570,1185
WEST BENGAL,BIRBHUM,MD.BAZAR,8,0,0,0,174,182
WEST BENGAL,BIRBHUM,MURARAI-1,25,0,0,0,421,446
WEST BENGAL,BIRBHUM,MURARAI-2,1,0,0,0,848,849
WEST BENGAL,BIRBHUM,NALHATI-1,28,0,0,0,852,880
WEST BENGAL,BIRBHUM,NALHATI-2,28,0,0,0,1024,1052
WEST BENGAL,BIRBHUM,NANOOR,308,0,0,0,1766,2074
WEST BENGAL,BIRBHUM,RAJ NAGAR,0,0,0,0,4,4
WEST BENGAL,BIRBHUM,RAMPURHAT-I,14,0,0,0,334,348
WEST BENGAL,BIRBHUM,RAMPURHAT-II,65,0,0,0,864,929
WEST BENGAL,BIRBHUM,SAINTHIA,91,0,0,0,1444,1535
WEST BENGAL,BIRBHUM,SURI-I,0,0,0,0,113,113
WEST BENGAL,BIRBHUM,SURI-II,9,0,0,0,307,316
WEST BENGAL,BURDWAN,ANDAL,0,0,0,0,23,23
WEST BENGAL,BURDWAN,AUSGRAM-I,104,0,0,0,1506,1610
WEST BENGAL,BURDWAN,AUSGRAM-II,174,0,0,0,1297,1471
WEST BENGAL,BURDWAN,BHATAR,46,0,0,0,2884,2930
WEST BENGAL,BURDWAN,BURDWAN-1,217,0,0,0,1399,1616
WEST BENGAL,BURDWAN,BURDWAN-2,99,0,0,0,1845,1944
WEST BENGAL,BURDWAN,DURGAPUR FARIDPUR,21,0,0,0,96,117
WEST BENGAL,BURDWAN,GALSI-1,61,0,0,0,1230,1291
WEST BENGAL,BURDWAN,GALSI-2,405,0,0,0,2140,2545
WEST BENGAL,BURDWAN,JAMALPUR,313,0,0,0,2622,2935
WEST BENGAL,BURDWAN,JAMURIA,0,0,0,0,2,2
WEST BENGAL,BURDWAN,KALNA-1,395,0,0,0,858,1253
WEST BENGAL,BURDWAN,KALNA-2,455,0,0,0,1222,1677
WEST BENGAL,BURDWAN,KANKSHA,99,0,0,0,717,816
WEST BENGAL,BURDWAN,KATUGRAM-I,7,0,0,0,2125,2132
WEST BENGAL,BURDWAN,KATUGRAM-II,0,0,0,0,1451,1451
WEST BENGAL,BURDWAN,KATWA-I,33,0,0,0,1011,1044
WEST BENGAL,BURDWAN,KATWA-II,2,0,0,0,1334,1336
WEST BENGAL,BURDWAN,KHANDAGHOSH,169,0,0,0,2798,2967
WEST BENGAL,BURDWAN,MANGALCOTE,186,0,0,0,1889,2075
WEST BENGAL,BURDWAN,MEMARI(1),123,0,0,0,1071,1194
WEST BENGAL,BURDWAN,MEMARI-2,488,0,0,0,1114,1602
WEST BENGAL,BURDWAN,MONTESWAR,338,0,0,0,3053,3391
WEST BENGAL,BURDWAN,PURBASTHALI-1,107,0,0,0,1491,1598
WEST BENGAL,BURDWAN,PURBASTHALI-2,697,0,0,0,2607,3304
WEST BENGAL,BURDWAN,RAINA,123,0,0,0,2056,2179
WEST BENGAL,BURDWAN,RAINA-1,148,0,0,0,1935,2083
WEST BENGAL,BURDWAN,RANIGANGE,0,0,0,0,3,3
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-I,102,0,0,0,5186,5288
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-II,5,0,0,0,3936,3941
WEST BENGAL,COOCHBEHAR,DINHATA-1,216,0,0,0,4702,4918
WEST BENGAL,COOCHBEHAR,DINHATA-II,126,0,0,0,3770,3896
WEST BENGAL,COOCHBEHAR,HALDIBARI,107,0,0,0,1023,1130
WEST BENGAL,COOCHBEHAR,MATHABHANGA-I,3,0,0,0,2617,2620
WEST BENGAL,COOCHBEHAR,MATHABHANGA-II,283,0,0,0,4798,5081
WEST BENGAL,COOCHBEHAR,MEKHLIGANJ,18,0,0,0,944,962
WEST BENGAL,COOCHBEHAR,SITAI,19,0,0,0,1367,1386
WEST BENGAL,COOCHBEHAR,SITALKUCHI,56,0,0,0,2940,2996
WEST BENGAL,COOCHBEHAR,TUFANGANJ-I,125,0,0,0,4626,4751
WEST BENGAL,COOCHBEHAR,TUFANGANJ-II,96,0,0,0,2622,2718
WEST BENGAL,DAKSHIN DINAJPUR,BALURGHAT,1808,0,0,0,2520,4328
WEST BENGAL,DAKSHIN DINAJPUR,BANSIHARI,1181,0,0,0,539,1720
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,2509,0,0,0,2814,5323
WEST BENGAL,DAKSHIN DINAJPUR,HARIRAMPUR,1493,0,0,0,494,1987
WEST BENGAL,DAKSHIN DINAJPUR,HILI,663,0,0,0,457,1120
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,631,0,0,0,2388,3019
WEST BENGAL,DAKSHIN DINAJPUR,KUSHMANDI,761,0,0,0,3182,3943
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,1385,0,0,0,1191,2576
WEST BENGAL,DARJEELING,KHARIBARI,0,0,0,0,433,433
WEST BENGAL,DARJEELING,MATIGARA,0,0,0,0,29,29
WEST BENGAL,DARJEELING,NAXALBARI,0,0,0,0,50,50
WEST BENGAL,DARJEELING,PHANSIDEWA,0,0,0,0,700,700
WEST BENGAL,HAORA,AMTA-I,11,0,0,0,59,70
WEST BENGAL,HAORA,AMTA-II,5,0,0,0,49,54
WEST BENGAL,HAORA,BAGNAN-I,0,0,0,0,9,9
WEST BENGAL,HAORA,DOMJUR,0,0,0,0,4,4
WEST BENGAL,HAORA,JAGOTBALLAVPUR,21,0,0,0,103,124
WEST BENGAL,HAORA,UDAY NARAYANPUR,201,0,0,0,598,799
WEST BENGAL,HOOGHLY,ARAMBAGH,190,0,0,0,2185,2375
WEST BENGAL,HOOGHLY,BALAGARH,581,0,0,0,1118,1699
WEST BENGAL,HOOGHLY,CHANDITALA-I,65,0,0,0,373,438
WEST BENGAL,HOOGHLY,CHANDITALA-II,29,0,0,0,96,125
WEST BENGAL,HOOGHLY,CHINSURAH-MOGRA,68,0,0,0,69,137
WEST BENGAL,HOOGHLY,DHANIAKHALI,864,0,0,0,433,1297
WEST BENGAL,HOOGHLY,GOGHAT-I,204,0,0,0,1248,1452
WEST BENGAL,HOOGHLY,GOGHAT-II,135,0,0,0,2079,2214
WEST BENGAL,HOOGHLY,HARIPAL,191,0,0,0,465,656
WEST BENGAL,HOOGHLY,JANGIPARA,233,0,0,0,531,764
WEST BENGAL,HOOGHLY,KHANAKUL-I,204,0,0,0,1172,1376
WEST BENGAL,HOOGHLY,KHANAKUL-II,64,0,0,0,148,212
WEST BENGAL,HOOGHLY,PANDUA,1462,0,0,0,238,1700
WEST BENGAL,HOOGHLY,POLBA DADPUR,771,0,0,0,692,1463
