-----
{
 "description": "It provides details of major head/demand wise plan as well as non-plan revenue expenditure.", 
 "file_name": "annex1r.xls", 
 "title": "Download XLS for Budget Provisions by Heads of Accounts - Revenue(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/ub2013-14/eb/annex1r.xls"
}
-----
"Expenditure Budget Vol. I, 2013-2014","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"ANNEX-1","","","","","","","","","","","","",""
"BUDGET PROVISIONS BY HEADS OF ACCOUNTS","","","","","","","","","","","","",""
"(In crores of Rupees)","","","","","","","","","","","","",""
"","","Actuals 2011-2012","","","Budget 2012-2013","","","Revised 2012-2013","","","Budget 2013-2014","",""
"Major Head","","Plan","Non-Plan","Total","Plan","Non-Plan","Total","Plan","Non-Plan","Total","Plan","Non-Plan","Total"
"","","","","","","","","","","","","",""
"TOTAL","",412375.28,891989.7,1304364.98,521025.0,969900.29,1490925.29,429187.04,1001638.2,1430825.24,555322.0,1109975.32,1665297.32
"REVENUE EXPENDITURE","",333736.57,812048.76,1145785.33,420513.4,865595.85,1286109.25,343372.71,919699.43,1263072.14,443260.43,992908.3,1436168.73
"A. GENERAL SERVICES","",528.66,489657.93,490186.59,1636.29,553765.67,555401.96,511.48,547661.36,548172.84,1705.39,622140.58,623845.97
"","(a) Organs of State",95.06,4163.98,4259.04,400.0,4135.41,4535.41,106.34,4176.49,4282.83,197.0,4726.85,4923.85
2011.0,"Parliament/State/Union Territory Legislatures","...",636.17,636.17,"...",719.05,719.05,"...",758.19,758.19,"...",837.32,837.32
"","Demand 78","...",415.58,415.58,"...",435.0,435.0,"...",479.4,479.4,"...",535.98,535.98
"","Demand 79","...",220.59,220.59,"...",284.05,284.05,"...",278.79,278.79,"...",301.34,301.34
2012.0,"President, Vice President/Governor, Administrator of Union Territories","...",32.29,32.29,"...",33.36,33.36,"...",34.32,34.32,"...",38.29,38.29
"","Demand 77","...",29.49,29.49,"...",30.24,30.24,"...",31.2,31.2,"...",34.54,34.54
"","Demand 81","...",2.8,2.8,"...",3.12,3.12,"...",3.12,3.12,"...",3.75,3.75
2013.0,"Council of Ministers","...",775.76,775.76,"...",390.69,390.69,"...",395.44,395.44,"...",402.82,402.82
"","Demand 47","...",1.37,1.37,"...",1.5,1.5,"...",1.5,1.5,"...",1.5,1.5
"","Demand 53","...",0.01,0.01,"...",1.0,1.0,"...",0.7,0.7,"...",1.0,1.0
"","Demand 54","...",774.38,774.38,"...",388.09,388.09,"...",393.16,393.16,"...",400.22,400.22
"","Demand 60","...","...","...","...",0.04,0.04,"...",0.04,0.04,"...",0.04,0.04
"","Demand 89","...","...","...","...",0.06,0.06,"...",0.04,0.04,"...",0.06,0.06
2014.0,"Administration of Justice",95.06,259.03,354.09,400.0,287.37,687.37,106.34,279.34,385.68,197.0,366.55,563.55
"","Demand 20","...",19.2,19.2,"...",27.9,27.9,"...",23.31,23.31,"...",27.08,27.08
"","Demand 64",95.06,68.62,163.68,400.0,82.68,482.68,106.34,72.27,178.61,197.0,140.78,337.78
"","Demand 65","...",109.55,109.55,"...",111.75,111.75,"...",120.05,120.05,"...",129.41,129.41
"","Demand 73","...",61.66,61.66,"...",65.04,65.04,"...",63.71,63.71,"...",69.28,69.28
2015.0,"Elections","...",188.1,188.1,"...",299.24,299.24,"...",243.83,243.83,"...",468.0,468.0
"","Demand 63","...",34.17,34.17,"...",72.17,72.17,"...",38.78,38.78,"...",67.5,67.5
"","Demand 64","...",153.93,153.93,"...",227.07,227.07,"...",205.05,205.05,"...",400.5,400.5
2016.0,"Audit","...",2272.63,2272.63,"...",2405.7,2405.7,"...",2465.37,2465.37,"...",2613.87,2613.87
"","Demand 41","...",2272.63,2272.63,"...",2405.7,2405.7,"...",2465.37,2465.37,"...",2613.87,2613.87
"","(b) Tax Collection","...",7138.92,7138.92,"...",7565.42,7565.42,"...",7840.12,7840.12,"...",8702.27,8702.27
2020.0,"Collection of Taxes on Income and Expenditure","...",2949.51,2949.51,"...",3043.05,3043.05,"...",3267.32,3267.32,"...",3728.41,3728.41
"","Demand 42","...",0.29,0.29,"...",0.4,0.4,"...",0.36,0.36,"...",0.4,0.4
"","Demand 43","...",2903.97,2903.97,"...",2994.4,2994.4,"...",3218.97,3218.97,"...",3677.61,3677.61
"","Demand 64","...",45.25,45.25,"...",48.25,48.25,"...",47.99,47.99,"...",50.4,50.4
2031.0,"Collection of Taxes on Wealth, Securities Transaction Tax and Other Taxes","...",74.4,74.4,"...",76.78,76.78,"...",82.54,82.54,"...",94.3,94.3
"","Demand 43","...",74.4,74.4,"...",76.78,76.78,"...",82.54,82.54,"...",94.3,94.3
2037.0,"Customs","...",1888.4,1888.4,"...",2026.24,2026.24,"...",2018.57,2018.57,"...",2211.28,2211.28
"","Demand 20","...",925.84,925.84,"...",971.21,971.21,"...",959.98,959.98,"...",1054.81,1054.81
"","Demand 44","...",962.56,962.56,"...",1055.03,1055.03,"...",1058.59,1058.59,"...",1156.47,1156.47
2038.0,"Union Excise Duties","...",2226.61,2226.61,"...",2419.35,2419.35,"...",2471.69,2471.69,"...",2668.28,2668.28
"","Demand 44","...",2226.61,2226.61,"...",2419.35,2419.35,"...",2471.69,2471.69,"...",2668.28,2668.28
"","(c) Other Fiscal Services","...",90.03,90.03,"...",103.67,103.67,"...",108.04,108.04,"...",223.59,223.59
2047.0,"Other Fiscal Services","...",90.03,90.03,"...",103.67,103.67,"...",108.04,108.04,"...",223.59,223.59
"","Demand 33","...",14.09,14.09,"...",13.2,13.2,"...",12.64,12.64,"...",13.68,13.68
"","Demand 34","...",7.48,7.48,"...",8.23,8.23,"...",6.5,6.5,"...",7.32,7.32
"","Demand 42","...",68.46,68.46,"...",82.24,82.24,"...",88.9,88.9,"...",202.59,202.59
"","(d) Interest Payment and Servicing of Debt","...",273149.88,273149.88,"...",319759.43,319759.43,"...",316674.16,316674.16,"...",370684.49,370684.49
2048.0,"Appropriation for Reduction Or Avoidance of Debt","...","...","...","...",100.0,100.0,"...","...","...","...",2000.0,2000.0
"","Demand 35","...","...","...","...",100.0,100.0,"...","...","...","...",2000.0,2000.0
2049.0,"Interest Payments","...",273149.88,273149.88,"...",319659.43,319659.43,"...",316674.16,316674.16,"...",368684.49,368684.49
"","Demand 35","...",273149.88,273149.88,"...",319659.43,319659.43,"...",316674.16,316674.16,"...",368684.49,368684.49
"","(e) Administrative Services",433.6,41048.37,41481.97,1236.29,44188.47,45424.76,405.14,45813.32,46218.46,1508.39,50062.72,51571.11
2051.0,"Public Service Commission","...",198.55,198.55,"...",204.01,204.01,"...",249.26,249.26,"...",262.64,262.64
"","Demand 73","...",53.78,53.78,"...",53.44,53.44,"...",102.73,102.73,"...",104.72,104.72
"","Demand 80","...",144.77,144.77,"...",150.57,150.57,"...",146.53,146.53,"...",157.92,157.92
2052.0,"Secretariat-General Services",37.82,2137.06,2174.88,51.9,2401.77,2453.67,35.98,2456.47,2492.45,47.76,2711.94,2759.7
"","Demand 20","...",1219.96,1219.96,"...",1342.82,1342.82,"...",1430.39,1430.39,"...",1539.38,1539.38
"","Demand 28","...",8.56,8.56,"...",8.98,8.98,"...",8.7,8.7,"...",9.57,9.57
"","Demand 32","...",245.98,245.98,"...",227.57,227.57,"...",241.93,241.93,"...",270.67,270.67
"","Demand 33","...",75.8,75.8,"...",81.03,81.03,"...",88.23,88.23,"...",98.26,98.26
"","Demand 34","...",14.04,14.04,"...",15.07,15.07,"...",21.62,21.62,"...",19.81,19.81
"","Demand 39","...",67.4,67.4,"...",89.45,89.45,"...",84.39,84.39,"...",93.91,93.91
"","Demand 42","...",120.62,120.62,"...",161.76,161.76,"...",145.39,145.39,"...",178.97,178.97
"","Demand 53","...",174.04,174.04,"...",206.5,206.5,"...",196.64,196.64,"...",234.1,234.1
"","Demand 58",2.04,4.06,6.1,3.5,4.85,8.35,3.0,4.68,7.68,3.5,4.87,8.37
"","Demand 64","...",70.33,70.33,"...",92.41,92.41,"...",83.27,83.27,"...",94.71,94.71
"","Demand 70","...",21.83,21.83,"...",38.1,38.1,"...",25.33,25.33,"...",28.91,28.91
"","Demand 72","...",8.96,8.96,"...",11.72,11.72,"...",12.15,12.15,"...",13.28,13.28
"","Demand 73",33.89,62.43,96.32,47.15,74.85,122.0,31.73,71.25,102.98,42.21,78.5,120.71
"","Demand 91","...",4.72,4.72,"...",5.06,5.06,"...","...","...","...","...","..."
"","Demand 101",1.89,38.33,40.22,1.25,41.6,42.85,1.25,42.5,43.75,2.05,47.0,49.05
2055.0,"Police",286.43,33106.46,33392.89,997.52,35611.28,36608.8,264.76,37130.97,37395.73,1164.95,40895.49,42060.44
"","Demand 20","...",733.82,733.82,"...",805.44,805.44,"...",834.29,834.29,"...",885.32,885.32
"","Demand 54","...",181.24,181.24,"...",211.92,211.92,"...",244.65,244.65,"...","...","..."
"","Demand 55",277.13,31895.26,32172.39,979.85,34277.23,35257.08,252.06,35715.95,35968.01,1151.65,39625.35,40777.0
"","Demand 73",9.3,296.14,305.44,17.67,316.69,334.36,12.7,336.08,348.78,13.3,384.82,398.12
