2056.0,"Jails","...",0.74,0.74,"...",0.9,0.9,"...",0.81,0.81,"...",0.9,0.9
"","Demand 56","...",0.74,0.74,"...",0.9,0.9,"...",0.81,0.81,"...",0.9,0.9
2057.0,"Supplies and Disposals",4.29,61.66,65.95,20.0,76.26,96.26,2.35,83.31,85.66,25.0,81.5,106.5
"","Demand 11",4.29,61.66,65.95,20.0,76.26,96.26,2.35,83.31,85.66,25.0,81.5,106.5
2058.0,"Stationery and Printing","...",76.91,76.91,"...",102.78,102.78,"...",79.39,79.39,"...",90.95,90.95
"","Demand 103","...",76.91,76.91,"...",102.78,102.78,"...",79.39,79.39,"...",90.95,90.95
2059.0,"Public Works",10.9,1244.66,1255.56,12.5,1315.69,1328.19,12.5,1298.84,1311.34,25.0,1405.8,1430.8
"","Demand 20","...",16.72,16.72,"...",16.34,16.34,"...",16.17,16.17,"...",16.48,16.48
"","Demand 102",10.9,1227.94,1238.84,12.5,1299.35,1311.85,12.5,1282.67,1295.17,25.0,1389.32,1414.32
2061.0,"External Affairs",7.17,3828.47,3835.64,15.0,4024.85,4039.85,12.0,4085.8,4097.8,125.0,4123.2,4248.2
"","Demand 32",7.17,3786.34,3793.51,15.0,3968.18,3983.18,12.0,4036.13,4048.13,125.0,4056.32,4181.32
"","Demand 70","...",42.13,42.13,"...",56.67,56.67,"...",49.67,49.67,"...",66.88,66.88
2070.0,"Other Administrative Services",86.99,393.86,480.85,139.37,450.93,590.3,77.55,428.47,506.02,120.68,490.3,610.98
"","Demand 1",1.74,9.62,11.36,3.17,10.13,13.3,3.07,10.68,13.75,2.87,11.66,14.53
"","Demand 12",2.45,23.53,25.98,3.0,25.61,28.61,3.0,25.31,28.31,3.0,27.47,30.47
"","Demand 28","...",10.54,10.54,"...",11.35,11.35,"...",10.9,10.9,"...",11.4,11.4
"","Demand 33","...",7.45,7.45,"...",12.15,12.15,"...",16.77,16.77,"...",20.14,20.14
"","Demand 34","...",71.36,71.36,"...",81.12,81.12,"...",84.74,84.74,"...",107.12,107.12
"","Demand 39",2.45,47.82,50.27,4.0,41.8,45.8,2.88,37.58,40.46,4.0,42.21,46.21
"","Demand 42","...",27.13,27.13,"...",30.22,30.22,"...",27.81,27.81,"...",30.62,30.62
"","Demand 53",14.09,72.39,86.48,24.62,95.0,119.62,8.92,80.16,89.08,9.32,96.29,105.61
"","Demand 54","...",2.64,2.64,"...",2.78,2.78,"...",2.84,2.84,"...",2.78,2.78
"","Demand 56","...",29.61,29.61,"...",33.0,33.0,"...",29.7,29.7,"...",34.0,34.0
"","Demand 64","...",8.1,8.1,"...",10.19,10.19,"...",10.71,10.71,"...",11.06,11.06
"","Demand 73",66.26,83.67,149.93,104.58,97.58,202.16,59.68,91.27,150.95,101.49,95.55,197.04
"","(f) Pensions and Miscellaneous General Services","...",61055.85,61055.85,"...",64184.61,64184.61,"...",64124.34,64124.34,"...",70809.25,70809.25
2071.0,"Pensions and other Retirement Benefits","...",61166.05,61166.05,"...",63183.41,63183.41,"...",63836.41,63836.41,"...",70726.0,70726.0
"","Demand 14","...",4822.98,4822.98,"...",4806.0,4806.0,"...",5100.0,5100.0,"...",5508.0,5508.0
"","Demand 21","...",37569.39,37569.39,"...",39000.0,39000.0,"...",39500.0,39500.0,"...",44500.0,44500.0
"","Demand 40","...",17935.75,17935.75,"...",18747.41,18747.41,"...",18511.41,18511.41,"...",19993.0,19993.0
"","Demand 47","...",837.93,837.93,"...",630.0,630.0,"...",725.0,725.0,"...",725.0,725.0
2075.0,"Miscellaneous General Services","...",-110.2,-110.2,"...",1001.2,1001.2,"...",287.93,287.93,"...",83.25,83.25
"","Demand 20","...",592.84,592.84,"...",700.0,700.0,"...",-13.27,-13.27,"...",-218.0,-218.0
"","Demand 32","...","...","...","...",0.01,0.01,"...",0.01,0.01,"...",0.01,0.01
"","Demand 33","...",300.0,300.0,"...",300.01,300.01,"...",300.01,300.01,"...",300.01,300.01
"","Demand 36","...",-1004.45,-1004.45,"...","...","...","...","...","...","...","...","..."
"","Demand 56","...",0.02,0.02,"...",0.03,0.03,"...",0.03,0.03,"...",0.03,0.03
"","Demand 94","...",1.39,1.39,"...",1.15,1.15,"...",1.15,1.15,"...",1.2,1.2
"","(g) Defence Services","...",103010.9,103010.9,"...",113828.66,113828.66,"...",108924.89,108924.89,"...",116931.41,116931.41
2076.0,"Defence Services - Army","...",69791.58,69791.58,"...",78114.36,78114.36,"...",76185.7,76185.7,"...",81833.93,81833.93
"","Demand 22","...",69791.58,69791.58,"...",78114.36,78114.36,"...",76185.7,76185.7,"...",81833.93,81833.93
2077.0,"Defence Services - Navy","...",11903.79,11903.79,"...",12548.02,12548.02,"...",11401.91,11401.91,"...",12194.43,12194.43
"","Demand 23","...",11903.79,11903.79,"...",12548.02,12548.02,"...",11401.91,11401.91,"...",12194.43,12194.43
2078.0,"Defence Services - Air Force","...",16772.83,16772.83,"...",17705.81,17705.81,"...",17103.72,17103.72,"...",18295.1,18295.1
"","Demand 24","...",16772.83,16772.83,"...",17705.81,17705.81,"...",17103.72,17103.72,"...",18295.1,18295.1
2079.0,"Defence Services - Ordnance Factories","...",-734.85,-734.85,"...",-535.09,-535.09,"...",-968.37,-968.37,"...",-944.62,-944.62
"","Demand 25","...",-734.85,-734.85,"...",-535.09,-535.09,"...",-968.37,-968.37,"...",-944.62,-944.62
2080.0,"Defence Services - Research and Development","...",5277.55,5277.55,"...",5995.56,5995.56,"...",5201.93,5201.93,"...",5552.57,5552.57
"","Demand 26","...",5277.55,5277.55,"...",5995.56,5995.56,"...",5201.93,5201.93,"...",5552.57,5552.57
"B. SOCIAL SERVICES","",86080.36,19639.85,105720.21,98270.82,20966.39,119237.21,84754.79,21443.71,106198.5,110172.58,23248.26,133420.84
2202.0,"General Education",40226.84,7171.22,47398.06,43979.51,7835.58,51815.09,40450.64,7790.92,48241.56,47506.42,8375.66,55882.08
"","Demand 59",33363.1,2557.03,35920.13,36173.98,2806.35,38980.33,33724.18,2807.58,36531.76,39453.59,3035.94,42489.53
"","Demand 60",6863.74,4609.6,11473.34,7805.53,5029.77,12835.3,6726.46,4981.64,11708.1,8052.83,5337.88,13390.71
"","Demand 103","...",4.59,4.59,"...",-0.54,-0.54,"...",1.7,1.7,"...",1.84,1.84
2203.0,"Technical Education",4639.57,2262.1,6901.67,5097.9,2471.6,7569.5,4829.47,2632.07,7461.54,5716.65,2872.21,8588.86
"","Demand 60",4638.96,2262.1,6901.06,5089.9,2471.6,7561.5,4827.87,2632.07,7459.94,5716.65,2872.21,8588.86
"","Demand 75",0.61,"...",0.61,8.0,"...",8.0,1.6,"...",1.6,"...","...","..."
2204.0,"Sports and Youth Services",668.41,86.9,755.31,676.75,92.97,769.72,628.55,96.77,725.32,823.96,106.0,929.96
"","Demand 106",668.41,86.9,755.31,676.75,92.97,769.72,628.55,96.77,725.32,823.96,106.0,929.96
2205.0,"Art and Culture",718.69,543.68,1262.37,710.6,566.01,1276.61,724.6,569.15,1293.75,1240.88,607.83,1848.71
"","Demand 19",717.67,538.26,1255.93,710.6,559.34,1269.94,724.6,562.56,1287.16,1240.88,600.79,1841.67
"","Demand 61",1.02,5.42,6.44,"...",6.67,6.67,"...",6.59,6.59,"...",7.04,7.04
2210.0,"Medical and Public Health",6410.01,2998.87,9408.88,7890.5,3231.35,11121.85,6565.14,3489.01,10054.15,9371.54,3696.2,13067.74
"","Demand 47",3969.03,2645.71,6614.74,4942.27,2804.16,7746.43,4001.93,3045.61,7047.54,6214.32,3234.81,9449.13
"","Demand 48",572.59,171.31,743.9,852.81,187.19,1040.0,578.66,190.4,769.06,930.7,189.39,1120.09
"","Demand 49",564.44,181.85,746.29,586.0,240.0,826.0,420.77,253.0,673.77,648.4,272.0,920.4
"","Demand 50",1303.95,"...",1303.95,1509.42,"...",1509.42,1563.78,"...",1563.78,1578.12,"...",1578.12
2211.0,"Family Welfare",9606.78,145.35,9752.13,10815.24,78.34,10893.58,8020.25,89.73,8109.98,10933.6,78.71,11012.31
"","Demand 47",9606.78,145.35,9752.13,10815.24,78.34,10893.58,8020.25,89.73,8109.98,10933.6,78.71,11012.31
2215.0,"Water Supply and Sanitation",10020.83,"...",10020.83,12600.0,"...",12600.0,11700.0,"...",11700.0,13734.0,"...",13734.0
"","Demand 29",9992.88,"...",9992.88,12600.0,"...",12600.0,11700.0,"...",11700.0,13734.0,"...",13734.0
"","Demand 58",19.89,"...",19.89,"...","...","...","...","...","...","...","...","..."
"","Demand 101",8.06,"...",8.06,"...","...","...","...","...","...","...","...","..."
2216.0,"Housing",9901.02,669.32,10570.34,10048.75,749.2,10797.95,8141.92,722.64,8864.56,13709.41,764.57,14473.98
"","Demand 20","...",16.03,16.03,"...",16.3,16.3,"...",16.3,16.3,"...",17.0,17.0
"","Demand 44","...",3.96,3.96,"...",7.0,7.0,"...",5.0,5.0,"...",5.0,5.0
"","Demand 58",27.93,2.61,30.54,81.0,3.15,84.15,20.02,2.66,22.68,43.11,3.15,46.26
"","Demand 83",9872.06,"...",9872.06,9966.0,"...",9966.0,8121.0,"...",8121.0,13665.6,"...",13665.6
"","Demand 101",1.03,646.72,647.75,1.75,722.75,724.5,0.9,698.68,699.58,0.7,739.42,740.12
2217.0,"Urban Development",342.25,21.33,363.58,466.01,24.92,490.93,285.25,24.88,310.13,591.07,26.77,617.84
"","Demand 58",26.31,"...",26.31,106.58,"...",106.58,72.25,"...",72.25,279.8,"...",279.8
"","Demand 101",315.94,21.33,337.27,359.43,24.92,384.35,213.0,24.88,237.88,311.27,26.77,338.04
2220.0,"Information and Publicity",169.82,309.09,478.91,141.85,322.36,464.21,133.49,319.19,452.68,237.35,347.89,585.24
"","Demand 61",169.82,309.09,478.91,141.85,322.36,464.21,133.49,319.19,452.68,237.35,347.89,585.24
2221.0,"Broadcasting",124.5,1462.35,1586.85,112.0,1462.37,1574.37,79.02,1650.02,1729.04,450.35,1730.02,2180.37
"","Demand 61",124.5,1462.35,1586.85,112.0,1462.37,1574.37,79.02,1650.02,1729.04,450.35,1730.02,2180.37
2225.0,"Welfare of Scheduled Castes, Scheduled Tribes, Other Backward Classes and Minorities",626.18,24.71,650.89,914.78,30.01,944.79,384.26,26.39,410.65,1327.53,36.32,1363.85
"","Demand 62",4.9,4.14,9.04,6.2,4.48,10.68,6.2,4.65,10.85,7.13,5.04,12.17
"","Demand 68",294.31,"...",294.31,247.6,"...",247.6,114.17,"...",114.17,286.51,7.17,293.68
"","Demand 89",106.29,16.0,122.29,427.48,18.92,446.4,107.27,17.23,124.5,785.98,18.98,804.96
"","Demand 95",220.68,4.57,225.25,233.5,6.61,240.11,156.62,4.51,161.13,247.91,5.13,253.04
2230.0,"Labour and Employment",1301.42,1854.51,3155.93,1967.49,1916.43,3883.92,1630.03,1928.87,3558.9,1939.63,2616.42,4556.05
"","Demand 10","...",26.98,26.98,"...",25.75,25.75,"...",24.21,24.21,"...",24.0,24.0
"","Demand 62",1301.42,1827.53,3128.95,1967.49,1890.68,3858.17,1630.03,1904.66,3534.69,1939.63,2592.42,4532.05
2235.0,"Social Security and Welfare",1136.48,1492.54,2629.02,2129.99,1496.94,3626.93,816.94,1398.37,2215.31,1820.15,1222.55,3042.7
"","Demand 33",500.0,"...",500.0,1000.0,0.1,1000.1,120.0,0.05,120.05,609.55,0.05,609.6
"","Demand 34","...",512.32,512.32,"...",577.28,577.28,"...",443.03,443.03,"...",309.25,309.25
"","Demand 40","...",41.81,41.81,"...",52.59,52.59,"...",52.59,52.59,"...",56.0,56.0
"","Demand 56","...",844.71,844.71,"...",765.33,765.33,"...",802.47,802.47,"...",750.33,750.33
"","Demand 68",0.61,2.04,2.65,36.85,3.23,40.08,13.04,2.91,15.95,79.59,3.21,82.8
"","Demand 89",335.63,45.29,380.92,444.0,49.35,493.35,277.61,48.76,326.37,528.1,52.55,580.65
"","Demand 105",300.24,46.37,346.61,649.14,49.06,698.2,406.29,48.56,454.85,602.91,51.16,654.07
2236.0,"Nutrition",4.66,10.81,15.47,233.98,12.34,246.32,83.89,12.22,96.11,116.7,13.0,129.7
"","Demand 105",4.66,10.81,15.47,233.98,12.34,246.32,83.89,12.22,96.11,116.7,13.0,129.7
2245.0,"Relief on account of Natural Calamities",86.43,304.97,391.4,150.0,334.76,484.76,130.0,349.22,479.22,356.0,383.46,739.46
"","Demand 56",86.43,304.97,391.4,150.0,334.76,484.76,130.0,349.22,479.22,356.0,383.46,739.46
2250.0,"Other Social Services",39.74,8.9,48.64,192.0,12.16,204.16,40.5,10.35,50.85,138.0,3.46,141.46
"","Demand 15","...",0.09,0.09,"...",0.8,0.8,"...",0.72,0.72,"...",0.8,0.8
"","Demand 28",26.82,"...",26.82,27.0,"...",27.0,20.5,"...",20.5,27.0,"...",27.0
"","Demand 53","...",0.36,0.36,"...",0.91,0.91,"...",0.3,0.3,"...",0.56,0.56
"","Demand 56",12.92,2.31,15.23,165.0,2.1,167.1,20.0,1.89,21.89,111.0,2.1,113.1
"","Demand 68","...",6.14,6.14,"...",8.35,8.35,"...",7.44,7.44,"...","...","..."
2251.0,"Secretariat-Social Services",56.73,273.2,329.93,143.47,329.05,472.52,110.84,333.91,444.75,159.34,367.19,526.53
"","Demand 19",2.05,20.82,22.87,4.5,22.3,26.8,4.5,22.37,26.87,4.66,24.85,29.51
"","Demand 47",3.01,47.32,50.33,4.0,52.0,56.0,4.21,56.18,60.39,8.0,61.48,69.48
"","Demand 48",14.88,0.4,15.28,21.39,0.81,22.2,21.39,0.6,21.99,22.0,0.61,22.61
"","Demand 49",0.06,0.08,0.14,8.0,8.0,16.0,0.83,8.0,8.83,5.0,10.0,15.0
"","Demand 50",9.73,"...",9.73,12.58,"...",12.58,11.78,"...",11.78,13.38,"...",13.38
"","Demand 59","...",4.77,4.77,"...",5.65,5.65,"...",5.42,5.42,"...",6.06,6.06
"","Demand 60",1.9,58.02,59.92,1.5,84.1,85.6,1.5,83.0,84.5,"...",90.38,90.38
"","Demand 61",23.03,36.22,59.25,86.1,40.92,127.02,61.75,41.6,103.35,98.0,45.7,143.7
"","Demand 62","...",30.7,30.7,"...",33.67,33.67,"...",33.68,33.68,"...",36.67,36.67
"","Demand 68",0.6,6.19,6.79,1.0,8.12,9.12,1.0,7.91,8.91,1.5,9.6,11.1
"","Demand 89",1.0,23.02,24.02,1.0,24.97,25.97,1.48,27.17,28.65,2.0,28.73,30.73
"","Demand 95",0.28,10.27,10.55,1.4,11.39,12.79,1.4,11.04,12.44,2.8,11.67,14.47
"","Demand 105",0.19,21.73,21.92,2.0,22.6,24.6,1.0,22.22,23.22,2.0,25.84,27.84
"","Demand 106","...",13.66,13.66,"...",14.52,14.52,"...",14.72,14.72,"...",15.6,15.6
"C. ECONOMIC SERVICES","",119463.98,245210.96,364674.94,168441.98,219664.91,388106.89,126868.4,285317.55,412185.95,169711.9,262000.61,431712.51
"","(a) Agriculture and Allied Activities",12362.52,129127.2,141489.72,14463.87,127681.85,142145.72,12281.53,140398.67,152680.2,16282.33,144834.06,161116.39
2401.0,"Crop Husbandry",6633.13,50600.54,57233.67,7673.35,42186.33,49859.68,7064.63,46170.76,53235.39,9405.34,45173.57,54578.91
"","Demand 1",6617.92,94.37,6712.29,7638.35,212.21,7850.56,7038.03,196.64,7234.67,9373.84,202.05,9575.89
"","Demand 7","...",50506.17,50506.17,"...",41974.12,41974.12,"...",45974.12,45974.12,"...",44971.52,44971.52
"","Demand 75",15.21,"...",15.21,35.0,"...",35.0,26.6,"...",26.6,31.5,"...",31.5
2402.0,"Soil and Water Conservation",14.65,2.67,17.32,15.5,2.76,18.26,15.5,2.35,17.85,18.5,2.41,20.91
"","Demand 1",14.65,2.67,17.32,15.5,2.76,18.26,15.5,2.35,17.85,18.5,2.41,20.91
2403.0,"Animal Husbandry",413.26,29.66,442.92,592.03,32.45,624.48,410.76,31.43,442.19,509.46,32.0,541.46
"","Demand 3",413.26,29.66,442.92,592.03,32.45,624.48,410.76,31.43,442.19,509.46,32.0,541.46
2404.0,"Dairy Development",173.24,28.16,201.4,351.0,18.0,369.0,494.3,"...",494.3,532.59,"...",532.59
"","Demand 3",173.24,28.16,201.4,351.0,18.0,369.0,494.3,"...",494.3,532.59,"...",532.59
2405.0,"Fisheries",162.67,32.09,194.76,160.6,34.42,195.02,153.43,33.38,186.81,177.0,37.73,214.73
"","Demand 3",164.17,32.09,196.26,160.6,34.42,195.02,153.43,33.38,186.81,177.0,37.73,214.73
"","Demand 46",-1.5,"...",-1.5,"...","...","...","...","...","...","...","...","..."
2406.0,"Forestry and Wild Life",598.74,66.2,664.94,621.25,74.93,696.18,474.46,71.74,546.2,745.83,74.11,819.94
"","Demand 31",598.74,66.2,664.94,621.25,74.93,696.18,474.46,71.74,546.2,745.83,74.11,819.94
2407.0,"Plantations",594.62,182.13,776.75,446.25,125.78,572.03,403.67,128.68,532.35,458.01,125.75,583.76
"","Demand 11",594.62,182.13,776.75,446.25,125.78,572.03,403.67,128.68,532.35,458.01,125.75,583.76
2408.0,"Food Storage and Warehousing",528.24,73926.52,74454.76,547.69,76405.71,76953.4,442.62,86377.57,86820.19,480.11,90989.15,91469.26
"","Demand 16","...",250.0,250.0,"...",300.0,300.0,"...",270.0,270.0,"...",250.0,250.0
"","Demand 17",15.83,73673.7,73689.53,15.15,76101.58,76116.73,7.18,86103.51,86110.69,9.37,90734.76,90744.13
"","Demand 20","...",2.42,2.42,"...",3.68,3.68,"...",3.62,3.62,"...",3.93,3.93
"","Demand 46",512.41,0.4,512.81,532.54,0.45,532.99,435.44,0.44,435.88,470.74,0.46,471.2
2415.0,"Agricultural Research and Education",2572.97,2152.92,4725.89,2898.0,2168.18,5066.18,2293.6,2096.23,4389.83,3113.0,2309.27,5422.27
"","Demand 2",2572.97,2152.92,4725.89,2898.0,2168.18,5066.18,2293.6,2096.23,4389.83,3113.0,2309.27,5422.27
2416.0,"Agricultural Financial Institutions",100.0,2076.8,2176.8,200.0,6600.01,6800.01,"...",5454.02,5454.02,100.0,6055.01,6155.01
"","Demand 33","...",39.76,39.76,"...",50.0,50.0,"...",54.0,54.0,"...",55.0,55.0
"","Demand 34",100.0,2037.04,2137.04,200.0,6550.01,6750.01,"...",5400.02,5400.02,100.0,6000.01,6100.01
2425.0,"Co-operation",94.17,"...",94.17,95.0,"...",95.0,68.2,"...",68.2,96.5,0.5,97.0
"","Demand 1",94.17,"...",94.17,95.0,"...",95.0,68.2,"...",68.2,96.5,0.5,97.0
2435.0,"Other Agricultural Programmes",476.83,29.51,506.34,863.2,33.28,896.48,460.36,32.51,492.87,645.99,34.56,680.55
