-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
ANDHRA PRADESH,KARIMNAGAR,KATARAM,560,18,21,0,33,632
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,4256,5,25,32,0,4318
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,4238,4,21,0,1,4264
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,4456,53,23,54,5,4591
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,3682,10,16,56,151,3915
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,3071,132,29,0,0,3232
ANDHRA PRADESH,KARIMNAGAR,KORATLA,3246,38,15,0,1,3300
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,421,4,5,0,0,430
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,632,56,24,0,39,751
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,3973,117,3,0,6,4099
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,4932,270,64,0,0,5266
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,6051,59,58,23,1,6192
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,1052,13,41,0,0,1106
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,5070,162,66,0,1,5299
ANDHRA PRADESH,KARIMNAGAR,METPALLE,3405,12,10,0,2,3429
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,3074,48,17,14,58,3211
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,303,15,48,0,0,366
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,1780,5,20,0,0,1805
ANDHRA PRADESH,KARIMNAGAR,ODELA,3516,73,45,0,1,3635
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,3579,9,34,24,1,3647
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,3096,479,20,0,11,3606
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3278,549,25,0,0,3852
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,4541,6,17,0,0,4564
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,1398,21,12,0,1,1432
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,4496,170,119,0,4,4789
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,3119,2,16,0,17,3154
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,3679,101,100,0,6,3886
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,2222,2,9,38,0,2271
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,3939,69,107,0,11,4126
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,6161,256,56,32,14,6519
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,4087,47,43,1,163,4341
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,3539,50,15,5,0,3609
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,3866,86,171,0,4,4127
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,912,0,5,0,1,918
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,54,1,0,143,0,198
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,218,5,6,21,4,254
ANDHRA PRADESH,KHAMMAM,BAYYARAM,854,86,62,143,81,1226
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,56,26,14,39,0,135
ANDHRA PRADESH,KHAMMAM,BONAKAL,569,34,13,4,4,624
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,42,12,11,81,30,176
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,279,50,35,52,4,420
ANDHRA PRADESH,KHAMMAM,CHERLA,10,1,4,29,0,44
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,1107,17,33,1,2,1160
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,0,3,60,0,63
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,37,21,0,8,0,66
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,32,0,0,51,5,88
ANDHRA PRADESH,KHAMMAM,ENKURU,593,88,11,166,2,860
ANDHRA PRADESH,KHAMMAM,GARLA,1702,16,6,63,0,1787
ANDHRA PRADESH,KHAMMAM,GUNDALA,10,103,1,0,0,114
ANDHRA PRADESH,KHAMMAM,JULURPAD,681,163,83,225,29,1181
ANDHRA PRADESH,KHAMMAM,KALLURU,395,3,22,33,0,453
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,1075,34,34,286,0,1429
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,2943,187,151,124,1,3406
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1905,803,255,89,15,3067
ANDHRA PRADESH,KHAMMAM,KONIJERLA,956,149,78,110,5,1298
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,519,83,44,251,0,897
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,28,0,2,142,0,172
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,0,6,22,0,28
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,3480,109,56,119,2,3766
ANDHRA PRADESH,KHAMMAM,MADHIRA,531,129,85,63,5,813
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,2241,80,27,19,1,2368
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,107,42,0,186,0,335
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,922,36,5,44,146,1153
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,67,25,121,4,0,217
ANDHRA PRADESH,KHAMMAM,PENUBALLI,502,11,34,162,0,709
ANDHRA PRADESH,KHAMMAM,PINAPAKA,2,7,14,6,0,29
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,187,187,10,8,0,392
ANDHRA PRADESH,KHAMMAM,SINGARENI,782,201,81,206,76,1346
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,316,67,104,50,2,539
ANDHRA PRADESH,KHAMMAM,THALLADA,131,5,3,14,0,153
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,4774,110,110,614,7,5615
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,0,0,3,71,0,74
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,2,2,3,0,11,18
ANDHRA PRADESH,KHAMMAM,VEMSOOR,401,12,0,8,0,421
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,6,0,0,0,0,6
ANDHRA PRADESH,KHAMMAM,WAZEED,3,0,0,1,0,4
ANDHRA PRADESH,KHAMMAM,WYRA,170,18,10,15,0,213
ANDHRA PRADESH,KHAMMAM,YELLANDU,309,236,47,89,4,685
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,860,42,28,37,3,970
ANDHRA PRADESH,KRISHNA,A KONDURU,698,590,36,278,4,1606
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,627,49,3,64,22,765
ANDHRA PRADESH,KRISHNA,BAPULAPADU,18,685,0,0,0,703
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,615,66,5,59,1,746
ANDHRA PRADESH,KRISHNA,CHATRAI,791,205,20,147,1,1164
ANDHRA PRADESH,KRISHNA,G KONDURU,77,466,19,2,5,569
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,66,761,33,20,45,925
ANDHRA PRADESH,KRISHNA,GANNAVARAM,1,289,19,2,2,313
ANDHRA PRADESH,KRISHNA,GUDIVADA,0,6,0,0,0,6
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,9,60,0,1,0,70
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,796,119,45,21,2,983
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,161,22,31,15,56,285
ANDHRA PRADESH,KRISHNA,MUSUNURU,993,310,24,53,439,1819
ANDHRA PRADESH,KRISHNA,MYLAVARAM,684,4,7,49,2,746
ANDHRA PRADESH,KRISHNA,NANDIGAMA,415,14,12,35,0,476
ANDHRA PRADESH,KRISHNA,NUZVID,782,346,1,35,5,1169
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,1,0,0,0,1
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,371,6,5,11,1,394
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,697,11,22,78,10,818
ANDHRA PRADESH,KRISHNA,TIRUVURU,577,70,59,21,14,741
ANDHRA PRADESH,KRISHNA,UNGUTURU,0,144,4,0,0,148
ANDHRA PRADESH,KRISHNA,VATSAVAI,1070,67,20,16,0,1173
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,510,6,33,88,1,638
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,12,80,1,1,2,96
ANDHRA PRADESH,KRISHNA,VISSANNAPET,336,61,33,167,1,598
ANDHRA PRADESH,KURNOOL,ADONI,933,136,31,65,9,1174
ANDHRA PRADESH,KURNOOL,ALLAGADDA,288,73,52,35,7,455
ANDHRA PRADESH,KURNOOL,ALUR,42,0,6,0,0,48
ANDHRA PRADESH,KURNOOL,ASPARI,507,3,20,52,1,583
ANDHRA PRADESH,KURNOOL,ATMAKUR,401,262,69,225,63,1020
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,504,30,12,19,1,566
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,182,17,5,0,0,204
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,54,3,1,1,0,59
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1461,10,6,226,0,1703
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,306,167,0,102,10,585
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,23,14,0,0,0,37
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,719,26,64,51,1,861
ANDHRA PRADESH,KURNOOL,DHONE,667,79,28,27,1,802
ANDHRA PRADESH,KURNOOL,DORNIPADU,3,1,0,0,0,4
ANDHRA PRADESH,KURNOOL,GADIVEMULA,236,11,19,7,18,291
ANDHRA PRADESH,KURNOOL,GONEGANDLA,1668,204,78,234,0,2184
ANDHRA PRADESH,KURNOOL,GOSPADU,123,16,7,80,1,227
ANDHRA PRADESH,KURNOOL,GUDUR,431,4,16,154,1,606
ANDHRA PRADESH,KURNOOL,HALAHARVI,75,1,1,1,3,81
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,257,4,0,33,0,294
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,269,280,80,311,0,940
ANDHRA PRADESH,KURNOOL,KALLUR,453,117,48,12,2,632
ANDHRA PRADESH,KURNOOL,KODUMUR,579,103,24,68,2,776
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,67,5,2,0,1,75
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,177,5,22,16,3,223
ANDHRA PRADESH,KURNOOL,KOSIGI,1734,193,113,43,14,2097
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,255,306,28,264,2,855
ANDHRA PRADESH,KURNOOL,KOWTHALAM,730,75,31,12,5,853
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,695,155,6,95,1,952
ANDHRA PRADESH,KURNOOL,KURNOOL,424,16,54,19,23,536
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,250,58,14,1,0,323
ANDHRA PRADESH,KURNOOL,MAHANANDI,850,19,59,0,0,928
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,464,161,20,46,2,693
ANDHRA PRADESH,KURNOOL,MIDTHUR,410,66,11,68,100,655
ANDHRA PRADESH,KURNOOL,NANDAVARAM,432,17,37,55,0,541
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,224,72,38,17,2,353
ANDHRA PRADESH,KURNOOL,NANDYAL,392,18,4,1,1,416
ANDHRA PRADESH,KURNOOL,ORVAKAL,531,129,54,105,1,820
ANDHRA PRADESH,KURNOOL,OWK,390,11,5,47,2,455
ANDHRA PRADESH,KURNOOL,PAGIDYALA,93,51,203,32,0,379
ANDHRA PRADESH,KURNOOL,PAMULAPADU,408,313,50,215,16,1002
ANDHRA PRADESH,KURNOOL,PANYAM,136,39,0,0,0,175
ANDHRA PRADESH,KURNOOL,PATTIKANDA,269,1,12,39,28,349
ANDHRA PRADESH,KURNOOL,PEAPALLY,660,21,102,117,0,900
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,920,63,54,12,33,1082
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,290,42,65,125,0,522
ANDHRA PRADESH,KURNOOL,SANJAMALA,298,29,17,112,3,459
ANDHRA PRADESH,KURNOOL,SIRVEL,845,49,25,97,1,1017
ANDHRA PRADESH,KURNOOL,TUGGALI,401,13,192,63,87,756
ANDHRA PRADESH,KURNOOL,UYYALAWADA,43,14,0,0,0,57
ANDHRA PRADESH,KURNOOL,VELDURTHI,759,160,81,16,7,1023
ANDHRA PRADESH,KURNOOL,VELGODU,189,39,0,10,0,238
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,1305,249,148,162,12,1876
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,1096,161,65,81,1,1404
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,1315,280,30,56,0,1681
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,1442,42,23,4,0,1511
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,187,195,11,30,0,423
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,1380,307,102,30,9,1828
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,296,1,40,146,3,486
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,1065,617,33,82,124,1921
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,1519,405,102,129,10,2165
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,766,186,165,89,180,1386
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,1280,17,25,35,1,1358
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,858,140,29,26,77,1130
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,582,90,62,7,0,741
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,932,143,28,46,0,1149
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,837,27,12,9,96,981
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,1216,208,9,18,0,1451
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,1817,314,131,94,150,2506
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,1254,65,12,41,0,1372
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,1554,226,86,44,6,1916
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,851,40,5,13,0,909
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,919,84,163,4,36,1206
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,1948,107,160,30,117,2362
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,2570,403,54,157,40,3224
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,1751,29,27,48,29,1884
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,1316,162,10,18,41,1547
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,1370,97,39,42,2,1550
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,1449,92,71,92,64,1768
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,916,62,9,4,0,991
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,1498,255,109,127,54,2043
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,619,85,62,5,1,772
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,2065,136,76,47,3,2327
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,1172,183,154,72,6,1587
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,1771,111,22,10,73,1987
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,1552,193,26,15,2,1788
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,534,226,21,18,0,799
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,1473,87,24,36,2,1622
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,1415,47,24,10,166,1662
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,1348,15,5,7,7,1382
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,1054,74,18,23,2,1171
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,480,25,17,4,0,526
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,1116,130,63,11,1,1321
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,200,22,11,1,3,237
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,1225,90,45,16,0,1376
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,1351,303,28,111,0,1793
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,1047,82,35,29,0,1193
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,1970,202,53,29,3,2257
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,953,45,37,28,0,1063
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,1540,311,74,314,83,2322
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,1648,200,48,154,2,2052
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,2037,145,46,74,0,2302
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,1337,35,31,46,80,1529
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,1291,20,22,40,2,1375
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,1447,211,11,5,0,1674
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,1419,238,12,71,0,1740
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,555,113,6,7,0,681
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,1842,244,80,82,0,2248
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,1688,262,40,61,0,2051
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,2067,80,155,26,0,2328
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,526,746,16,22,4,1314
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,1993,353,11,80,0,2437
ANDHRA PRADESH,MEDAK,ALLADURG,181,56,4,10,0,251
ANDHRA PRADESH,MEDAK,ANDOLE,21,22,0,0,0,43
ANDHRA PRADESH,MEDAK,CHEGUNTA,1572,21,20,3,0,1616
ANDHRA PRADESH,MEDAK,CHINNA KODUR,5770,295,35,13,13,6126
ANDHRA PRADESH,MEDAK,DOULTABAD,2307,0,0,19,0,2326
ANDHRA PRADESH,MEDAK,DUBBAK,1572,0,30,1,0,1603
ANDHRA PRADESH,MEDAK,GAJWEL,1578,11,0,3,11,1603
ANDHRA PRADESH,MEDAK,HATHNOORA,17,28,0,0,0,45
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1210,39,16,1,0,1266
ANDHRA PRADESH,MEDAK,JHARASANGAM,1082,83,45,153,0,1363
ANDHRA PRADESH,MEDAK,JINNARAM,566,0,0,0,0,566
ANDHRA PRADESH,MEDAK,KALHER,57,0,4,0,0,61
ANDHRA PRADESH,MEDAK,KANGTI,192,2,8,2,17,221
ANDHRA PRADESH,MEDAK,KOHIR,2056,191,93,3,2,2345
ANDHRA PRADESH,MEDAK,KONDAPAK,2880,5,50,26,0,2961
ANDHRA PRADESH,MEDAK,KONDAPUR,673,470,16,29,15,1203
ANDHRA PRADESH,MEDAK,KOWDIPALLE,823,0,0,0,0,823
ANDHRA PRADESH,MEDAK,KULCHARAM,69,0,0,0,0,69
ANDHRA PRADESH,MEDAK,MANOOR,488,53,7,16,0,564
ANDHRA PRADESH,MEDAK,MEDAK,365,0,1,2,0,368
ANDHRA PRADESH,MEDAK,MIRDODDI,2259,57,26,19,12,2373
ANDHRA PRADESH,MEDAK,MULUG,1116,0,0,0,54,1170
ANDHRA PRADESH,MEDAK,MUNPALLE,227,123,29,11,0,390
ANDHRA PRADESH,MEDAK,NANGANUR,3659,23,10,35,0,3727
ANDHRA PRADESH,MEDAK,NARAYANKHED,649,14,3,6,0,672
ANDHRA PRADESH,MEDAK,NARSAPUR,278,74,0,0,0,352
ANDHRA PRADESH,MEDAK,NYALKAL,893,118,20,4,127,1162
ANDHRA PRADESH,MEDAK,PAPANNAPET,54,16,0,13,0,83
ANDHRA PRADESH,MEDAK,PATANCHERU,96,18,1,0,0,115
ANDHRA PRADESH,MEDAK,PULKAL,48,12,29,0,0,89
ANDHRA PRADESH,MEDAK,RAIKODE,571,4,11,26,0,612
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,1,12,1,0,116,130
ANDHRA PRADESH,MEDAK,RAMAYAMPET,1357,1,2,0,0,1360
ANDHRA PRADESH,MEDAK,REGODE,598,30,3,45,0,676
ANDHRA PRADESH,MEDAK,SADASIVPET,385,3,7,2,44,441
ANDHRA PRADESH,MEDAK,SANGAREDDY,754,1,2,2,0,759
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),52,19,3,3,0,77
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),193,0,0,0,0,193
ANDHRA PRADESH,MEDAK,SHIVAMPET,1618,20,0,0,0,1638
ANDHRA PRADESH,MEDAK,SIDDIPET,5285,0,20,2,73,5380
ANDHRA PRADESH,MEDAK,TEKMAL,3,134,0,0,0,137
ANDHRA PRADESH,MEDAK,TUPRAN,574,1,1,0,25,601
ANDHRA PRADESH,MEDAK,WARGAL,917,492,1,0,0,1410
ANDHRA PRADESH,MEDAK,YELDURTHY,240,20,0,0,0,260
ANDHRA PRADESH,MEDAK,ZAHIRABAD,2574,230,30,1,54,2889
ANDHRA PRADESH,NALGONDA,ALAIR,2456,93,48,4,0,2601
ANDHRA PRADESH,NALGONDA,ANUMULA,706,8,0,0,0,714
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),2506,76,25,5,1,2613
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),2097,215,22,11,0,2345
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,2320,232,0,0,0,2552
ANDHRA PRADESH,NALGONDA,BIBINAGAR,1005,1,1,0,0,1007
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,1073,1,1,0,0,1075
ANDHRA PRADESH,NALGONDA,CHANDAM PET,1738,262,39,34,5,2078
ANDHRA PRADESH,NALGONDA,CHANDUR,1836,0,44,1,0,1881
ANDHRA PRADESH,NALGONDA,CHILKUR,218,3,4,6,0,231
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,1552,168,135,0,0,1855
ANDHRA PRADESH,NALGONDA,CHITYALA,2587,48,50,23,0,2708
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,2058,231,46,22,229,2586
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,2019,86,40,14,7,2166
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,355,170,80,3,3,611
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,1848,2,106,0,16,1972
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,829,14,92,5,0,940
ANDHRA PRADESH,NALGONDA,GUNDALA,2108,88,78,34,1,2309
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,1512,11,109,50,1,1683
ANDHRA PRADESH,NALGONDA,GURRAMPODE,685,80,50,46,91,952
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,553,4,0,0,0,557
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1203,14,83,30,4,1334
ANDHRA PRADESH,NALGONDA,KANGAL,794,20,0,9,0,823
ANDHRA PRADESH,NALGONDA,KATTANGOOR,1888,34,62,16,1,2001
ANDHRA PRADESH,NALGONDA,KETHEPALLE,2600,4,0,0,0,2604
ANDHRA PRADESH,NALGONDA,KODAD,1279,23,0,0,0,1302
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,1581,356,44,76,45,2102
ANDHRA PRADESH,NALGONDA,MARRI GUDA,1280,42,26,19,0,1367
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,533,53,212,10,3,811
ANDHRA PRADESH,NALGONDA,MELLACHERVU,172,7,18,2,4,203
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,622,6,1,1,0,630
ANDHRA PRADESH,NALGONDA,MOTHEY,3299,69,53,45,9,3475
ANDHRA PRADESH,NALGONDA,MOTHKUR,2691,0,0,0,0,2691
ANDHRA PRADESH,NALGONDA,MUNAGALA,2289,590,261,47,37,3224
ANDHRA PRADESH,NALGONDA,MUNUGODE,1457,86,16,32,36,1627
ANDHRA PRADESH,NALGONDA,NADIGUDEM,1200,271,0,27,0,1498
ANDHRA PRADESH,NALGONDA,NAKREKAL,2817,66,51,109,6,3049
ANDHRA PRADESH,NALGONDA,NALGONDA,2876,0,0,0,0,2876
ANDHRA PRADESH,NALGONDA,NAMPALLE,1596,35,5,61,31,1728
ANDHRA PRADESH,NALGONDA,NARAYANAPUR,1347,33,4,41,6,1431
ANDHRA PRADESH,NALGONDA,NARKETPALLE,2427,64,43,33,1,2568
ANDHRA PRADESH,NALGONDA,NERED CHERLA,700,50,1,19,1,771
ANDHRA PRADESH,NALGONDA,NIDAMANUR,994,15,9,18,0,1036
ANDHRA PRADESH,NALGONDA,NUTHANKAL,3009,320,55,37,106,3527
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLAPALLE,1245,213,68,18,15,1559
ANDHRA PRADESH,NALGONDA,PEDDAVURA,1560,56,85,48,0,1749
ANDHRA PRADESH,NALGONDA,PENPAHAD,1560,747,57,43,82,2489
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,736,1,10,17,0,764
ANDHRA PRADESH,NALGONDA,RAJAPET,2028,69,18,15,0,2130
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,1816,103,11,28,1,1959
ANDHRA PRADESH,NALGONDA,SALIGOURARAM,3021,6,6,3,7,3043
ANDHRA PRADESH,NALGONDA,SURYAPET,2025,1260,151,59,64,3559
ANDHRA PRADESH,NALGONDA,THIPPARTHI,2478,0,13,0,0,2491
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,1465,41,86,1,0,1593
ANDHRA PRADESH,NALGONDA,THRIPURARAM,515,19,11,13,86,644
ANDHRA PRADESH,NALGONDA,THUNGA THURTHI,3349,138,59,12,5,3563
ANDHRA PRADESH,NALGONDA,VALIGONDA,2398,143,23,12,0,2576
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,1008,0,0,0,0,1008
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,2150,0,0,0,0,2150
ANDHRA PRADESH,NELLORE,ALLUR,12,0,0,5,0,17
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,684,103,148,102,0,1037
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,978,1,0,65,0,1044
ANDHRA PRADESH,NELLORE,ATMAKUR,169,37,17,6,0,229
ANDHRA PRADESH,NELLORE,BALAYAPALLE,1252,118,89,321,3,1783
ANDHRA PRADESH,NELLORE,BOGOLE,305,45,5,31,0,386
