-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to ownership", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"MAHARASHTRA","NASHIK",427,381,451,6272,160637,36,168204
"MAHARASHTRA","OSMANABAD",49,16,48,11326,31256,7,42702
"MAHARASHTRA","PARBHANI",88,23,11,7150,20271,2,27545
"MAHARASHTRA","PUNE",232,490,96,49521,66152,179,116670
"MAHARASHTRA","RAIGHAR",120,3,0,0,4499,0,4622
"MAHARASHTRA","RATNAGIRI",11,3,0,27,2708,8,2757
"MAHARASHTRA","SANGLI",618,306,266,59911,27975,515,89591
"MAHARASHTRA","SATARA",0,0,0,62,75421,0,75483
"MAHARASHTRA","SINDHUDURGA",113,2,0,7,4751,1,4874
"MAHARASHTRA","SOLAPUR",404,469,130,35017,94724,617,131361
"MAHARASHTRA","THANE",1,0,0,1,6146,0,6148
"MAHARASHTRA","WARDHA",64,68,40,2362,41292,152,43978
"MAHARASHTRA","WASHIM",2,0,0,0,19441,0,19443
"MAHARASHTRA","YAVATMAL",1,0,0,2,36514,0,36517
"MANIPUR","IMPHAL WEST",3,0,0,0,0,0,3
"MEGHALAYA","JAINTIA HILLS",0,0,0,0,11,0,11
"NAGALAND","DIMAPUR",0,0,0,98,175,0,273
"NAGALAND","MOKOKCHUNG",0,0,0,1,9,0,10
"ORISSA","ANGUL",128,2,27,1,26146,1,26305
"ORISSA","BALASORE",1,0,0,2,3012,0,3015
"ORISSA","BARGARH",5,1,1,6,19047,1,19061
"ORISSA","BHADRAK",0,0,0,0,340,0,340
"ORISSA","BOLANGIR",34,0,1,0,57746,1,57782
"ORISSA","BOUDH",13,0,3,1,10523,0,10540
"ORISSA","CUTTACK",31,1,0,33,14347,2,14414
"ORISSA","DEOGARH",1,0,0,0,7543,0,7544
"ORISSA","DHENKANAL",26,0,1,11,11251,4,11293
"ORISSA","GAJAPATI",15,2,0,4,4599,4,4624
"ORISSA","GANJAM",24,1,8,265,32396,9,32703
"ORISSA","JAGATSINGHPUR",1,0,0,0,1126,0,1127
"ORISSA","JAJAPUR",0,0,0,10,2865,0,2875
"ORISSA","JHARSUGUDA",4,0,1,7,7048,0,7060
"ORISSA","KALAHANDI",45,0,5,0,17826,4,17880
"ORISSA","KANDHAMAL",131,2,5,0,8206,7,8351
"ORISSA","KENDRAPARA",4,0,0,0,323,0,327
"ORISSA","KEONJHAR",70,1,0,7,20822,1,20901
"ORISSA","KHURDA",303,0,0,12,14651,10,14976
"ORISSA","KORAPUT",21,1,1,1,5549,4,5577
"ORISSA","MALKANAGIRI",5,0,0,0,2084,0,2089
"ORISSA","MAYURBHANJA",9,0,0,3,13628,1,13641
"ORISSA","NAWARANGAPUR",5,0,1,1,11317,0,11324
"ORISSA","NAYAGARH",48,1,2,2,15462,2,15517
"ORISSA","NUAPADA",13,1,1,0,13611,1,13627
"ORISSA","PURI",21,0,0,73,997,1,1092
"ORISSA","RAYAGADA",47,0,1,2,2070,1,2121
"ORISSA","SAMBALPUR",32,0,29,52,16459,0,16572
"ORISSA","SONEPUR",32,0,4,0,12056,0,12092
"ORISSA","SUNDARGARH",14,0,4,15,23573,3,23609
"PONDICHERRY","KARAIKAL",0,0,0,0,1,0,1
"PONDICHERRY","PONDICHERRY",0,0,0,0,77,0,77
"PUNJAB","BATHINDA",0,0,0,0,96,0,96
"PUNJAB","FATEHGARH SAHIB",0,0,0,0,69,0,69
"PUNJAB","GURDASPUR",0,0,0,2,113,0,115
"PUNJAB","HOSHIARPUR",0,0,0,0,522,0,522
"PUNJAB","LUDHIANA",0,0,0,0,92,0,92
"PUNJAB","MOGA",0,0,0,0,10,0,10
"PUNJAB","ROPAR",1,5,1,31,1711,0,1749
"PUNJAB","SANGRUR",0,0,0,0,278,0,278
"RAJASTHAN","AJMER",3552,97,162,54693,13134,887,72525
"RAJASTHAN","ALWAR",1655,108,58,51129,21491,193,74634
"RAJASTHAN","BANSWARA",57,21,8,2427,8133,1,10647
"RAJASTHAN","BARAN",445,8,22,12676,8867,23,22041
"RAJASTHAN","BARMER",23,2,1,7157,13939,24,21146
"RAJASTHAN","BHARATPUR",61,2,4,5890,2243,7,8207
"RAJASTHAN","BHILWARA",1725,75,159,81244,24168,1115,108486
"RAJASTHAN","BIKANER",2,0,0,313,2037,1,2353
"RAJASTHAN","BUNDI",417,14,23,15841,7052,109,23456
"RAJASTHAN","CHITTORGARH",643,26,75,56112,34741,298,91895
"RAJASTHAN","CHURU",0,2,0,523,4990,22,5537
"RAJASTHAN","DAUSA",645,16,26,32618,8021,174,41500
"RAJASTHAN","DHOLPUR",338,3,1,2771,911,7,4031
"RAJASTHAN","DUNGARPUR",114,1,10,9214,8559,146,18044
"RAJASTHAN","GANGANAGAR",0,0,0,125,40,0,165
"RAJASTHAN","HANUMANGARH",0,1,0,1,335,0,337
"RAJASTHAN","JAIPUR",3008,206,60,89327,27739,935,121275
"RAJASTHAN","JAISALMER",3,0,0,89,78,36,206
"RAJASTHAN","JALORE",156,10,53,29960,22185,104,52468
"RAJASTHAN","JHALAWAR",838,20,28,37405,25319,135,63745
"RAJASTHAN","JHUNJHUNU",424,11,10,25132,10979,316,36872
"RAJASTHAN","JODHPUR",89,11,26,4865,2373,29,7393
"RAJASTHAN","KAROLI",1350,15,39,22429,6405,181,30419
"RAJASTHAN","KOTA",1698,14,16,6154,6936,72,14890
"RAJASTHAN","NAGAUR",137,13,10,20451,10975,100,31686
"RAJASTHAN","PALI",485,76,182,35025,9058,405,45231
"RAJASTHAN","RAJSAMAND",651,27,26,41393,5574,207,47878
"RAJASTHAN","SAWAI MADHOPUR",361,7,13,20001,12094,87,32563
"RAJASTHAN","SIKAR",1096,31,21,35250,15895,559,52852
"RAJASTHAN","SIROHI",60,7,35,13504,4358,198,18162
"RAJASTHAN","TONK",2371,37,149,32834,12824,271,48486
"RAJASTHAN","UDAIPUR",334,45,38,45304,16463,184,62368
"TAMIL NADU","COIMBATORE",74,304,255,24386,82009,413,107441
"TAMIL NADU","CUDDALORE",0,0,0,9,11923,0,11932
"TAMIL NADU","DHARMAPURI",204,218,92,8001,116812,67,125394
"TAMIL NADU","DINDIGUL",223,75,50,39403,57285,291,97327
"TAMIL NADU","ERODE",762,128,332,39985,82296,694,124197
"TAMIL NADU","KANCHEEPURAM",2,0,155,163,47773,10,48103
"TAMIL NADU","KANYAKUMARI",1,0,61,10,3121,7,3200
"TAMIL NADU","KARUR",17,3,12,1097,46773,69,47971
"TAMIL NADU","MADURAI",217,36,43,14780,38375,223,53674
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,5676,0,5676
"TAMIL NADU","NAMAKKAL",8,84,7,5477,55273,15,60864
"TAMIL NADU","NILGIRIS",0,0,0,3,977,0,980
"TAMIL NADU","PERAMBALUR",8,1,1,2,47512,1,47525
"TAMIL NADU","PUDUKKOTTAI",14,5,11,585,42739,18,43372
"TAMIL NADU","RAMANATHAPURAM",15,0,8,23,7854,7,7907
"TAMIL NADU","SALEM",198,71,47,10396,90942,72,101726
"TAMIL NADU","SIVAGANGA",129,8,136,62,18405,21,18761
"TAMIL NADU","THANJAVUR",1,0,57,3,4777,0,4838
"TAMIL NADU","THENI",22,10,7,3116,22452,453,26060
"TAMIL NADU","THIRUVALLUR",5,1,0,54,21503,74,21637
"TAMIL NADU","THIRUVARUR",0,0,0,0,298,1,299
"TAMIL NADU","TIRUCHIRAPPALLI",130,16,24,19201,57717,565,77653
"TAMIL NADU","TIRUNELVELI",149,152,93,12922,74588,1048,88952
"TAMIL NADU","TIRUVANNAMALAI",201,112,18,18416,150611,113,169471
"TAMIL NADU","TUTICORIN DISTRICT",108,26,28,1794,29632,172,31760
"TAMIL NADU","VELLORE",107,88,49,14864,112413,257,127778
"TAMIL NADU","VILLUPPURAM",245,34,103,20743,135637,75,156837
"TAMIL NADU","VIRUDHUNAGAR",101,11,43,7679,36557,775,45166
"TRIPURA","DHALAI",0,0,0,0,5,0,5
"TRIPURA","SOUTH TRIPURA",2,0,4,2,198,0,206
"TRIPURA","WEST TRIPURA",10,0,8,1,29,0,48
"UTTAR PRADESH","AGRA",0,0,0,0,1749,0,1749
"UTTAR PRADESH","ALIGARH",67,0,0,0,0,0,67
"UTTAR PRADESH","ALLAHABAD",5,0,0,0,2869,0,2874
"UTTAR PRADESH","AMBEDAKAR NAGAR",0,0,0,0,121,0,121
"UTTAR PRADESH","AZAMGARH",0,0,0,0,11,0,11
"UTTAR PRADESH","BAGHPAT",0,0,0,0,79,0,79
"UTTAR PRADESH","BAHARAICH",33,0,0,0,36,0,69
"UTTAR PRADESH","BALLIA",0,0,0,0,731,1,732
"UTTAR PRADESH","BALRAMPUR",8,0,4,1,104,5,122
"UTTAR PRADESH","BANDA",0,0,0,0,3032,0,3032
"UTTAR PRADESH","BARABANKI",0,0,0,0,466,0,466
"UTTAR PRADESH","BAREILLY",0,0,0,0,89,0,89
"UTTAR PRADESH","BASTI",0,0,0,0,44,0,44
"UTTAR PRADESH","CHANDAULI",1,0,1,0,429,0,431
"UTTAR PRADESH","CHITRAKOOT",2,0,0,0,3668,0,3670
"UTTAR PRADESH","DEORIA",0,0,0,0,27,0,27
"UTTAR PRADESH","FAIZABAD",0,0,0,0,375,0,375
"UTTAR PRADESH","FARRUKHABAD",0,0,0,0,29,0,29
"UTTAR PRADESH","FATEHPUR",0,0,0,0,771,0,771
"UTTAR PRADESH","FIROZABAD",0,0,0,0,61,0,61
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,78,0,78
"UTTAR PRADESH","GONDA",0,0,0,0,14,0,14
"UTTAR PRADESH","GORAKHPUR",0,0,0,0,85,0,85
