-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.2.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.2.csv"
}
-----
State,District,Block,Government,Cooperative Societies,Panchayat,Group of farmers,Individual farmers,Others,Total
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,0,0,0,1,97,0,98
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,0,0,0,2,3,0,5
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,0,0,0,0,53,0,53
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,3,0,0,0,0,0,3
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,3,0,0,0,71,0,74
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,0,0,0,4,15,0,19
ANDHRA PRADESH,KARIMNAGAR,METPALLE,3,0,0,2,2,0,7
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,1,0,0,0,2,0,3
ANDHRA PRADESH,KARIMNAGAR,SHANKARA PATNAM,0,0,0,1,0,0,1
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,14,0,0,81,285,0,380
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,0,0,0,6,94,0,100
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,0,0,0,0,26,0,26
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,0,15,0,0,0,0,15
ANDHRA PRADESH,KHAMMAM,CHERLA,0,0,0,0,388,0,388
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,0,0,0,41,549,162,752
ANDHRA PRADESH,KHAMMAM,ENKURU,0,0,0,0,119,0,119
ANDHRA PRADESH,KHAMMAM,GUNDALA,0,0,0,0,1,0,1
ANDHRA PRADESH,KHAMMAM,KHAMMAM (RURAL),0,0,0,1,4,0,5
ANDHRA PRADESH,KHAMMAM,KHAMMAM (URBAN),0,0,4,9,1,0,14
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,0,10,0,0,25,0,35
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,0,0,0,0,8,0,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,0,12,0,0,377,0,389
ANDHRA PRADESH,KHAMMAM,MADHIRA,0,0,1,3,120,36,160
ANDHRA PRADESH,KHAMMAM,MANUGUR,0,0,0,2,68,0,70
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,0,0,0,0,24,0,24
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,0,0,0,6,31,0,37
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,0,0,0,4,0,0,4
ANDHRA PRADESH,KHAMMAM,PALWANCHA,0,29,0,0,17,0,46
ANDHRA PRADESH,KHAMMAM,PENUBALLI,0,0,0,0,42,0,42
ANDHRA PRADESH,KHAMMAM,PINAPAKA,0,6,0,0,721,0,727
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,0,0,2,0,203,0,205
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,0,0,0,0,21,0,21
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,0,0,0,1,214,0,215
ANDHRA PRADESH,KHAMMAM,VEMSOOR,0,3,0,0,236,0,239
ANDHRA PRADESH,KHAMMAM,WAZEED,0,0,0,29,36,0,65
ANDHRA PRADESH,KHAMMAM,WYRA,0,0,0,0,21,0,21
ANDHRA PRADESH,KHAMMAM,YELLANDU,0,0,0,0,4,0,4
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,0,0,0,0,202,0,202
ANDHRA PRADESH,KRISHNA,A.KONDURU,0,0,0,0,3,0,3
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,0,0,0,0,11,0,11
ANDHRA PRADESH,KRISHNA,AVANIGADDA,0,0,0,0,224,0,224
ANDHRA PRADESH,KRISHNA,BAPULAPADU,0,0,0,0,15,0,15
ANDHRA PRADESH,KRISHNA,CHALLAPALLE,0,0,0,1,407,0,408
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,0,0,0,0,114,0,114
ANDHRA PRADESH,KRISHNA,CHATRAI,0,0,0,12,58,0,70
ANDHRA PRADESH,KRISHNA,G.KONDURU,0,0,0,0,367,0,367
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,0,0,0,1,110,0,111
ANDHRA PRADESH,KRISHNA,GANNAVARAM,6,0,0,2,23,0,31
ANDHRA PRADESH,KRISHNA,GHANTASALA,0,0,0,1,248,0,249
ANDHRA PRADESH,KRISHNA,GUDIVADA,0,0,0,1,126,0,127
ANDHRA PRADESH,KRISHNA,GUDLAVALLERU,0,0,0,0,38,0,38
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,0,0,0,2,388,0,390
ANDHRA PRADESH,KRISHNA,KANCHIKACHERLA,0,0,0,0,282,0,282
ANDHRA PRADESH,KRISHNA,KANKIPADU,0,0,0,39,1374,0,1413
ANDHRA PRADESH,KRISHNA,KODURU,0,0,0,0,85,0,85
ANDHRA PRADESH,KRISHNA,MOPIDEVI,0,0,0,0,468,0,468
ANDHRA PRADESH,KRISHNA,MOVVA,0,0,0,0,346,0,346
ANDHRA PRADESH,KRISHNA,MUSUNURU,0,0,0,0,57,0,57
ANDHRA PRADESH,KRISHNA,MYLAVARAM,0,0,0,0,46,0,46
ANDHRA PRADESH,KRISHNA,NANDIGAMA,0,0,0,0,248,0,248
ANDHRA PRADESH,KRISHNA,NANDIVADA,0,0,0,0,22,0,22
ANDHRA PRADESH,KRISHNA,PAMARRU,0,0,0,13,229,0,242
ANDHRA PRADESH,KRISHNA,PAMIDIMUKKALA,0,0,0,2,974,0,976
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,0,0,2,465,0,467
ANDHRA PRADESH,KRISHNA,PENAMALURU,0,0,0,125,1054,0,1179
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,0,0,0,151,0,151
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,0,0,0,0,57,0,57
ANDHRA PRADESH,KRISHNA,THOTLAVALLURU,0,141,0,254,1674,0,2069
ANDHRA PRADESH,KRISHNA,TIRUVURU,0,0,0,0,73,0,73
ANDHRA PRADESH,KRISHNA,UNGUTURU,1,0,0,0,503,0,504
ANDHRA PRADESH,KRISHNA,VATSAVAI,0,0,0,0,7,0,7
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,0,0,0,0,59,0,59
ANDHRA PRADESH,KRISHNA,VIJAYAWADA (URBAN),0,0,0,0,88,0,88
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,0,0,0,2,311,1,314
ANDHRA PRADESH,KRISHNA,VISSANNAPET,0,0,0,24,113,0,137
ANDHRA PRADESH,KRISHNA,VUYYURU,0,0,0,158,1089,0,1247
ANDHRA PRADESH,KURNOOL,ADONI,0,4,0,34,191,0,229
ANDHRA PRADESH,KURNOOL,ALLAGADDA,0,0,0,2,71,0,73
ANDHRA PRADESH,KURNOOL,ALUR,0,0,0,0,117,0,117
ANDHRA PRADESH,KURNOOL,ASPARI,1,0,0,4,144,0,149
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,0,8,0,28,496,0,532
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,0,0,2,6,172,0,180
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,0,0,0,0,643,0,643
ANDHRA PRADESH,KURNOOL,C.BELAGAL,0,0,0,0,6,0,6
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,0,0,0,5,129,0,134
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,0,0,0,0,56,0,56
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,0,1,0,17,367,0,385
ANDHRA PRADESH,KURNOOL,DHONE,0,0,0,5,194,0,199
ANDHRA PRADESH,KURNOOL,GADIVEMULA,0,0,0,1,302,0,303
ANDHRA PRADESH,KURNOOL,GONEGANDLA,0,0,0,15,233,0,248
ANDHRA PRADESH,KURNOOL,GOSPADU,0,0,0,0,23,0,23
ANDHRA PRADESH,KURNOOL,GUDUR,0,1,0,1,24,0,26
ANDHRA PRADESH,KURNOOL,HALAHARVI,1,0,0,0,23,0,24
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,0,0,0,0,72,0,72
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,0,0,0,2,28,0,30
ANDHRA PRADESH,KURNOOL,KALLUR,0,0,0,6,587,3,596
ANDHRA PRADESH,KURNOOL,KODUMUR,0,0,0,5,413,0,418
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,0,0,0,0,48,0,48
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,0,0,0,10,178,0,188
ANDHRA PRADESH,KURNOOL,KOSIGI,0,0,0,0,7,0,7
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,0,0,0,1,26,0,27
ANDHRA PRADESH,KURNOOL,KOWTHALAM,0,0,0,0,126,0,126
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,0,0,0,0,179,0,179
ANDHRA PRADESH,KURNOOL,KURNOOL,0,2,0,0,213,0,215
ANDHRA PRADESH,KURNOOL,MADDIKERA (EAST),0,0,0,0,43,0,43
ANDHRA PRADESH,KURNOOL,MAHANANDI,0,0,0,11,445,0,456
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,0,0,0,0,5,0,5
ANDHRA PRADESH,KURNOOL,MIDTHUR,0,0,0,1,141,1,143
ANDHRA PRADESH,KURNOOL,NANDAVARAM,0,0,0,0,15,0,15
ANDHRA PRADESH,KURNOOL,NANDIKOTKUR,0,8,0,2,95,2,107
ANDHRA PRADESH,KURNOOL,NANDYAL,5,0,0,0,122,0,127
ANDHRA PRADESH,KURNOOL,ORVAKAL,0,0,0,3,416,0,419
ANDHRA PRADESH,KURNOOL,OWK,0,0,0,1,72,0,73
ANDHRA PRADESH,KURNOOL,PAMULAPADU,0,0,0,0,10,0,10
ANDHRA PRADESH,KURNOOL,PANYAM,0,1,0,14,490,0,505
ANDHRA PRADESH,KURNOOL,PATTIKONDA,0,0,0,0,70,0,70
ANDHRA PRADESH,KURNOOL,PEAPALLY,0,0,0,18,443,0,461
ANDHRA PRADESH,KURNOOL,PEDDA KADALUR,0,0,0,0,19,0,19
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,0,0,0,12,308,0,320
ANDHRA PRADESH,KURNOOL,SANJAMALA,0,0,0,5,220,0,225
ANDHRA PRADESH,KURNOOL,SIRVEL,0,0,0,11,214,0,225
ANDHRA PRADESH,KURNOOL,TUGGALI,0,0,0,0,23,0,23
ANDHRA PRADESH,KURNOOL,UYYALAWADA,0,0,0,0,10,0,10
ANDHRA PRADESH,KURNOOL,VELDURTHI,0,0,0,1,137,0,138
ANDHRA PRADESH,KURNOOL,VELGODE,0,0,0,0,3,0,3
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,0,0,0,17,95,0,112
ANDHRA PRADESH,MAHABOOB NAGAR,ACHAMPETA,0,0,0,3,37,1,41
ANDHRA PRADESH,MAHABOOB NAGAR,ADDAKAL,0,0,0,170,466,0,636
ANDHRA PRADESH,MAHABOOB NAGAR,AIZA,0,0,0,3,91,0,94
ANDHRA PRADESH,MAHABOOB NAGAR,ALAMPUR,0,0,0,0,25,0,25
ANDHRA PRADESH,MAHABOOB NAGAR,AMANGAL,2,1,1,7,267,0,278
ANDHRA PRADESH,MAHABOOB NAGAR,AMRABAD,0,0,0,8,57,0,65
ANDHRA PRADESH,MAHABOOB NAGAR,ATMAKUR,0,0,0,17,70,0,87
ANDHRA PRADESH,MAHABOOB NAGAR,BALANAGAR,0,0,0,9,669,0,678
ANDHRA PRADESH,MAHABOOB NAGAR,BALMOOR,2,0,0,6,85,1,94
ANDHRA PRADESH,MAHABOOB NAGAR,BHOOTHPUR,2,0,1,43,425,0,471
ANDHRA PRADESH,MAHABOOB NAGAR,BIJINAPALLE,0,0,0,16,799,1,816
ANDHRA PRADESH,MAHABOOB NAGAR,BOMRASPETA,0,0,0,1,255,0,256
ANDHRA PRADESH,MAHABOOB NAGAR,CHINNACHITAKUNTA,0,0,0,174,502,0,676
ANDHRA PRADESH,MAHABOOB NAGAR,DAMARAGIDDA,0,0,0,6,151,1,158
ANDHRA PRADESH,MAHABOOB NAGAR,DEVARAKADARA,0,0,0,1,573,0,574
ANDHRA PRADESH,MAHABOOB NAGAR,DHANWADA,0,0,0,3,472,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,DHARUR,0,0,0,0,6,0,6
ANDHRA PRADESH,MAHABOOB NAGAR,DOULATABAD,3,2,0,18,187,2,212
ANDHRA PRADESH,MAHABOOB NAGAR,FAROOQNAGAR,0,1,0,6,1686,0,1693
ANDHRA PRADESH,MAHABOOB NAGAR,GADWAL,2,0,1,13,43,1,60
ANDHRA PRADESH,MAHABOOB NAGAR,GHANPUR,0,0,0,25,450,0,475
ANDHRA PRADESH,MAHABOOB NAGAR,GOPALPETA,0,0,7,15,165,0,187
ANDHRA PRADESH,MAHABOOB NAGAR,HANWADA,0,0,0,19,113,0,132
ANDHRA PRADESH,MAHABOOB NAGAR,ITIKYAL,0,0,0,0,32,0,32
ANDHRA PRADESH,MAHABOOB NAGAR,JADCHERLA,4,2,0,8,680,0,694
ANDHRA PRADESH,MAHABOOB NAGAR,KALWAKURTHY,0,0,1,55,765,0,821
ANDHRA PRADESH,MAHABOOB NAGAR,KESHAMPETA,4,0,0,11,935,0,950
ANDHRA PRADESH,MAHABOOB NAGAR,KODAIR,1,0,0,0,53,1,55
ANDHRA PRADESH,MAHABOOB NAGAR,KOILKONDA,0,0,0,3,442,1,446
ANDHRA PRADESH,MAHABOOB NAGAR,KOLLAPUR,0,0,0,0,2,1,3
ANDHRA PRADESH,MAHABOOB NAGAR,KONDURG,1,0,0,10,411,6,428
ANDHRA PRADESH,MAHABOOB NAGAR,KOSGI,0,0,0,0,365,0,365
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHAKOTA,0,0,0,9,190,0,199
ANDHRA PRADESH,MAHABOOB NAGAR,KOTHUR,0,0,1,151,1106,1,1259
ANDHRA PRADESH,MAHABOOB NAGAR,LINGAL,0,0,0,1,16,0,17
ANDHRA PRADESH,MAHABOOB NAGAR,MADDUR,0,0,0,25,217,0,242
ANDHRA PRADESH,MAHABOOB NAGAR,MADGUL,0,0,0,33,637,0,670
ANDHRA PRADESH,MAHABOOB NAGAR,MAGANOOR,0,0,0,3,263,0,266
ANDHRA PRADESH,MAHABOOB NAGAR,MAHBUBNAGAR,0,1,0,97,557,0,655
ANDHRA PRADESH,MAHABOOB NAGAR,MAKTHAL,1,0,0,2,203,0,206
ANDHRA PRADESH,MAHABOOB NAGAR,MALDAKAL,0,0,0,1,53,0,54
ANDHRA PRADESH,MAHABOOB NAGAR,MANOPADU,0,0,0,0,15,0,15
ANDHRA PRADESH,MAHABOOB NAGAR,MIDJIL,0,0,0,10,1312,2,1324
ANDHRA PRADESH,MAHABOOB NAGAR,NAGARKURNOOL,0,0,0,3,252,0,255
ANDHRA PRADESH,MAHABOOB NAGAR,NARAYANPET,0,0,0,20,217,0,237
ANDHRA PRADESH,MAHABOOB NAGAR,NARVA,0,0,0,15,339,0,354
ANDHRA PRADESH,MAHABOOB NAGAR,NAWABPET,0,12,2,55,489,1,559
ANDHRA PRADESH,MAHABOOB NAGAR,PANGAL,0,0,0,1,99,0,100
ANDHRA PRADESH,MAHABOOB NAGAR,PEBBAIR,0,0,0,0,4,0,4
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAKOTHAPALLE,1,0,3,0,31,0,35
ANDHRA PRADESH,MAHABOOB NAGAR,PEDDAMANDADI,0,0,0,38,152,0,190
ANDHRA PRADESH,MAHABOOB NAGAR,TADOOR,0,0,0,17,531,0,548
ANDHRA PRADESH,MAHABOOB NAGAR,TALAKONDAPALLE,0,0,0,14,414,0,428
ANDHRA PRADESH,MAHABOOB NAGAR,TELKAPALLE,0,1,0,2,178,0,181
ANDHRA PRADESH,MAHABOOB NAGAR,THIMMAJIPETA,0,0,0,3,482,0,485
ANDHRA PRADESH,MAHABOOB NAGAR,UPPUNUNTHALA,0,0,0,3,106,0,109
ANDHRA PRADESH,MAHABOOB NAGAR,UTKOOR,0,0,0,0,307,0,307
ANDHRA PRADESH,MAHABOOB NAGAR,VANGOOR,0,0,1,28,274,0,303
ANDHRA PRADESH,MAHABOOB NAGAR,VEEPANGANDLA,0,1,0,1,71,0,73
ANDHRA PRADESH,MAHABOOB NAGAR,VELDANDA,6,0,1,1,173,0,181
ANDHRA PRADESH,MAHABOOB NAGAR,WADDEPALLE,0,0,7,1,12,0,20
ANDHRA PRADESH,MAHABOOB NAGAR,WANAPARTHY,0,0,0,5,164,0,169
ANDHRA PRADESH,MEDAK,ALLADURG,0,0,1,0,351,0,352
ANDHRA PRADESH,MEDAK,ANDOLE,0,0,0,0,625,0,625
ANDHRA PRADESH,MEDAK,CHEGUNTA,0,0,1,4,1164,1,1170
ANDHRA PRADESH,MEDAK,CHINNAKODUR,0,0,0,0,66,0,66
ANDHRA PRADESH,MEDAK,DOULTABAD,0,0,0,1,2156,1,2158
ANDHRA PRADESH,MEDAK,DUBBAK,0,0,3,1,655,1,660
ANDHRA PRADESH,MEDAK,GAJWEL,0,0,0,0,2348,1,2349
ANDHRA PRADESH,MEDAK,HATHNOORA,0,0,0,0,823,2,825
ANDHRA PRADESH,MEDAK,JAGDEVPUR,1,2,0,7,938,3,951
ANDHRA PRADESH,MEDAK,JHARASANGAM,0,0,0,0,42,0,42
ANDHRA PRADESH,MEDAK,JINNARAM,0,0,0,188,1052,0,1240
ANDHRA PRADESH,MEDAK,KALHER,2,3,0,0,475,0,480
ANDHRA PRADESH,MEDAK,KANGTI,0,1,0,0,34,0,35
ANDHRA PRADESH,MEDAK,KOHIR,5,0,0,11,120,1,137
ANDHRA PRADESH,MEDAK,KONDAPAK,0,0,0,6,722,0,728
ANDHRA PRADESH,MEDAK,KONDAPUR,0,0,0,0,352,0,352
ANDHRA PRADESH,MEDAK,KOWDIPALLI,0,0,0,1,2546,0,2547
ANDHRA PRADESH,MEDAK,KULCHARAM,0,0,1,24,951,0,976
ANDHRA PRADESH,MEDAK,MEDAK,0,0,0,10,1577,0,1587
ANDHRA PRADESH,MEDAK,MIRDODDI,0,0,0,0,995,0,995
ANDHRA PRADESH,MEDAK,MULUG,0,0,1,0,1639,0,1640
ANDHRA PRADESH,MEDAK,MUNPALLE,0,0,0,0,220,0,220
ANDHRA PRADESH,MEDAK,NANGANUR,0,0,0,2,145,0,147
ANDHRA PRADESH,MEDAK,NARAYANKHED,0,0,0,0,57,0,57
ANDHRA PRADESH,MEDAK,NARSAPUR,2,0,0,0,1566,2,1570
ANDHRA PRADESH,MEDAK,NYALKAL,0,0,0,0,89,0,89
ANDHRA PRADESH,MEDAK,PAPANNAPET,0,0,0,0,482,0,482
ANDHRA PRADESH,MEDAK,PATANCHERU,2,0,0,3,561,0,566
ANDHRA PRADESH,MEDAK,RAIKODE,0,0,0,3,29,0,32
ANDHRA PRADESH,MEDAK,RAMAYAMPET,0,0,1,29,646,0,676
ANDHRA PRADESH,MEDAK,RAMCHANDRAPURAM,0,0,0,0,282,0,282
ANDHRA PRADESH,MEDAK,REGODE,11,0,0,1,73,0,85
ANDHRA PRADESH,MEDAK,SADASIVPET,0,0,0,33,574,1,608
ANDHRA PRADESH,MEDAK,SANGAREDDY,0,0,0,0,915,0,915
ANDHRA PRADESH,MEDAK,SHANKARAMPET[A],1,0,0,30,82,0,113
ANDHRA PRADESH,MEDAK,SHANKARAMPET[R],0,0,0,0,594,0,594
ANDHRA PRADESH,MEDAK,SHIVAMPET,1,0,0,0,578,2,581
ANDHRA PRADESH,MEDAK,SIDDIPET,0,0,0,1,137,0,138
ANDHRA PRADESH,MEDAK,TEKMAL,0,0,0,0,447,0,447
ANDHRA PRADESH,MEDAK,TUPRAN,0,0,0,0,286,0,286
ANDHRA PRADESH,MEDAK,WARGAL,0,1,2,14,2189,7,2213
ANDHRA PRADESH,MEDAK,YELDURTHY,0,1,6,0,552,0,559
ANDHRA PRADESH,MEDAK,ZAHIRABAD,0,0,0,0,331,0,331
ANDHRA PRADESH,NALGONDA,ALAIR,0,0,0,9,232,0,241
ANDHRA PRADESH,NALGONDA,ANUMULA,0,0,0,1,441,0,442
ANDHRA PRADESH,NALGONDA,ATMAKUR(M),0,0,0,0,23,0,23
ANDHRA PRADESH,NALGONDA,ATMAKUR(S),0,0,0,0,525,0,525
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,0,0,0,6,429,0,435
ANDHRA PRADESH,NALGONDA,BIBINAGAR,0,0,0,101,263,0,364
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,0,0,0,87,508,0,595
ANDHRA PRADESH,NALGONDA,CHANDAM PET,0,0,4,2,79,0,85
ANDHRA PRADESH,NALGONDA,CHANDUR,0,0,1,66,494,0,561
ANDHRA PRADESH,NALGONDA,CHILKUR,0,0,0,1,2,0,3
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,0,0,0,0,25,1,26
ANDHRA PRADESH,NALGONDA,CHITYALA,0,0,0,21,459,0,480
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,0,0,0,0,102,0,102
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,0,0,0,0,262,0,262
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,0,0,0,5,70,0,75
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,0,0,0,0,14,0,14
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,0,0,0,1,24,0,25
ANDHRA PRADESH,NALGONDA,GUNDALA,0,0,0,0,181,0,181
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,0,0,0,0,279,0,279
ANDHRA PRADESH,NALGONDA,GURRAMPODE,0,0,0,6,79,0,85
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,0,0,0,0,4,0,4
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,0,0,0,0,420,0,420
ANDHRA PRADESH,NALGONDA,KANGAL,0,0,0,3,1097,0,1100
ANDHRA PRADESH,NALGONDA,KATTANGOOR,0,0,0,0,272,0,272
ANDHRA PRADESH,NALGONDA,KETHE PALLE,0,0,0,3,10,0,13
ANDHRA PRADESH,NALGONDA,KODAD,0,0,0,0,2,0,2
ANDHRA PRADESH,NALGONDA,M.TURKA PALLE,0,0,0,0,226,0,226
ANDHRA PRADESH,NALGONDA,MARRIGUDA,0,0,0,0,223,0,223
ANDHRA PRADESH,NALGONDA,MELLA CHERVU,0,0,0,0,85,0,85
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,0,0,0,13,177,0,190
ANDHRA PRADESH,NALGONDA,MOTHEY,0,0,0,25,360,0,385
ANDHRA PRADESH,NALGONDA,MOTHKUR,0,0,0,0,615,0,615
ANDHRA PRADESH,NALGONDA,MUNAGALA,0,0,0,0,1,0,1
ANDHRA PRADESH,NALGONDA,MUNUGODE,0,0,0,49,241,0,290
ANDHRA PRADESH,NALGONDA,NADIGUDEM,0,0,0,0,11,0,11
ANDHRA PRADESH,NALGONDA,NAKREKAL,0,0,0,9,31,0,40
ANDHRA PRADESH,NALGONDA,NALGONDA,0,0,0,101,503,0,604
ANDHRA PRADESH,NALGONDA,NARAYANPUR,0,0,0,127,495,0,622
ANDHRA PRADESH,NALGONDA,NARKETPALLE,0,0,0,24,120,0,144
ANDHRA PRADESH,NALGONDA,NEREDCHERLA,2,0,0,0,32,0,34
ANDHRA PRADESH,NALGONDA,NIDAMANOOR,0,0,0,4,380,0,384
ANDHRA PRADESH,NALGONDA,PEDDA ADISERLA PALLE,0,0,0,3,40,0,43
ANDHRA PRADESH,NALGONDA,PEDDAVOORA,0,0,0,13,405,0,418
ANDHRA PRADESH,NALGONDA,PENPAHAD,0,0,0,2,209,0,211
ANDHRA PRADESH,NALGONDA,POCHAMPALLE,0,0,0,0,87,0,87
ANDHRA PRADESH,NALGONDA,RAJAPET,0,0,0,4,161,0,165
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,1,0,0,25,241,0,267
ANDHRA PRADESH,NALGONDA,SALI GOURARAM,0,0,0,27,72,0,99
ANDHRA PRADESH,NALGONDA,SURYAPET,0,0,0,0,68,0,68
ANDHRA PRADESH,NALGONDA,THIPPARTHI,0,0,0,32,247,0,279
ANDHRA PRADESH,NALGONDA,THIRUMALAGIRI,0,0,0,15,361,0,376
ANDHRA PRADESH,NALGONDA,THRIPURARAM,0,0,0,0,140,0,140
ANDHRA PRADESH,NALGONDA,THUNGATHURTHI,0,0,0,8,140,0,148
ANDHRA PRADESH,NALGONDA,VALIGONDA,0,0,0,0,180,0,180
ANDHRA PRADESH,NALGONDA,VEMULA PALLE,0,0,0,18,646,0,664
ANDHRA PRADESH,NALGONDA,YADAGIRIGUTTA,0,0,0,0,106,0,106
ANDHRA PRADESH,NELLORE,ALLUR,0,0,0,0,128,0,128
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,4,0,6,47,306,0,363
ANDHRA PRADESH,NELLORE,ANUMASAMUDRAMPETA,0,0,0,5,26,0,31
ANDHRA PRADESH,NELLORE,ATMAKUR,0,0,0,180,325,1,506
ANDHRA PRADESH,NELLORE,BALAYAPALLE,0,0,0,16,81,0,97
ANDHRA PRADESH,NELLORE,BOGOLE,0,0,0,56,69,0,125
ANDHRA PRADESH,NELLORE,BUT'PALEM (VAVVERU),0,0,0,41,1953,0,1994
ANDHRA PRADESH,NELLORE,CHEJERLA,0,0,0,43,247,0,290
ANDHRA PRADESH,NELLORE,CHILLAKUR,0,0,0,4,203,0,207
ANDHRA PRADESH,NELLORE,CHITTAMUR,0,0,0,58,1110,0,1168
ANDHRA PRADESH,NELLORE,DAGADARTHI,12,0,0,26,23,0,61
ANDHRA PRADESH,NELLORE,DAKKILI,0,0,0,6,103,0,109
ANDHRA PRADESH,NELLORE,DORAVARISATRAM,0,0,0,3,590,0,593
ANDHRA PRADESH,NELLORE,DUTTALUR,0,0,0,9,25,0,34
ANDHRA PRADESH,NELLORE,GUDUR,0,0,0,55,460,0,515
ANDHRA PRADESH,NELLORE,INDUKURPET,0,7,2,9,3116,0,3134
ANDHRA PRADESH,NELLORE,JALADANKI,0,0,0,26,112,0,138
ANDHRA PRADESH,NELLORE,KALIGIRI,0,1,0,11,32,0,44
ANDHRA PRADESH,NELLORE,KALUVOYA,0,0,0,19,122,0,141
ANDHRA PRADESH,NELLORE,KAVALI,0,0,0,2,80,0,82
ANDHRA PRADESH,NELLORE,KODAVALUR,0,0,0,0,789,0,789
ANDHRA PRADESH,NELLORE,KONDAPURAM,0,2,0,30,47,0,79
ANDHRA PRADESH,NELLORE,KOTA,0,0,0,2,1616,0,1618
ANDHRA PRADESH,NELLORE,KOVUR,0,0,1,0,2169,0,2170
ANDHRA PRADESH,NELLORE,MANUBOLU,0,0,0,65,428,0,493
ANDHRA PRADESH,NELLORE,MARRIPADU,0,0,0,78,225,0,303
ANDHRA PRADESH,NELLORE,MUTHUKUR,25,0,2,2,1554,33,1616
ANDHRA PRADESH,NELLORE,NAIDUPETA,0,1,0,202,1703,0,1906
ANDHRA PRADESH,NELLORE,NELLORE,0,24,0,9,1216,0,1249
ANDHRA PRADESH,NELLORE,OJILI,0,0,0,11,400,0,411
ANDHRA PRADESH,NELLORE,PELLAKUR,0,1,0,1,967,0,969
ANDHRA PRADESH,NELLORE,PODALAKUR,0,0,0,79,792,0,871
