-----
{
 "description": "The table refers to Block-wise Potential Utilized through Lift Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.13.csv", 
 "title": "Download CSV for Blockwise Potential Utilized through Lift Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Kharif,Rabi,Perennial,Others,Total
ANDHRA PRADESH,GUNTUR,PEDAKAKANI,161,0,0,0,161
ANDHRA PRADESH,GUNTUR,PEDAKURAPADU,106,0,0,0,106
ANDHRA PRADESH,GUNTUR,PEDANANDIPADU,393,0,0,0,393
ANDHRA PRADESH,GUNTUR,PHIRANGIPURAM,53,0,0,0,53
ANDHRA PRADESH,GUNTUR,PITTALAVANIPALEM,106,0,4,0,110
ANDHRA PRADESH,GUNTUR,PONNUR,187,0,0,0,187
ANDHRA PRADESH,GUNTUR,RAJUPALEM,118,0,3,0,121
ANDHRA PRADESH,GUNTUR,REPALLE,215,0,0,0,215
ANDHRA PRADESH,GUNTUR,SATTENAPALLE,444,0,0,0,444
ANDHRA PRADESH,GUNTUR,SAVALYAPURAM,379,0,0,0,379
ANDHRA PRADESH,GUNTUR,TADIKONDA,56,0,0,0,56
ANDHRA PRADESH,GUNTUR,THADEPALLE,959,102,1,0,1063
ANDHRA PRADESH,GUNTUR,VATTICHERUKURU,109,0,0,0,109
ANDHRA PRADESH,GUNTUR,VEMURU,128,7,0,0,134
ANDHRA PRADESH,GUNTUR,VINUKONDA,745,0,52,0,797
ANDHRA PRADESH,KARIMNAGAR,CHIGURUMAMIDI,28,28,0,0,56
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,77,77,0,0,154
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,24,21,0,0,45
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,45,45,0,0,90
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,84,116,0,0,201
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,51,20,0,0,71
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,69,36,0,0,105
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,137,80,0,0,218
ANDHRA PRADESH,KARIMNAGAR,ODELA,40,33,0,0,72
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,52,52,0,0,103
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,54,25,0,0,79
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,89,88,8,0,186
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,68,58,0,0,126
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,21,10,0,0,32
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,225,50,0,0,275
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,163,0,0,0,163
ANDHRA PRADESH,KHAMMAM,BAYYARAM,241,0,0,0,241
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,121,86,0,0,207
ANDHRA PRADESH,KHAMMAM,BONAKAL,404,68,0,0,471
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,175,85,0,0,259
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,1,1,0,0,2
ANDHRA PRADESH,KHAMMAM,CHERLA,232,61,0,0,293
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,75,0,0,0,75
ANDHRA PRADESH,KHAMMAM,CHINTUR,142,72,0,0,213
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,66,107,0,0,173
ANDHRA PRADESH,KHAMMAM,ENKURU,135,29,0,0,164
ANDHRA PRADESH,KHAMMAM,GARLA,133,2,0,0,135
ANDHRA PRADESH,KHAMMAM,GUNDALA,12,0,0,0,12
ANDHRA PRADESH,KHAMMAM,KALLURU,449,0,0,0,449
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,589,144,0,0,733
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,300,23,0,0,323
ANDHRA PRADESH,KHAMMAM,KONIJERLA,81,0,0,0,81
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,466,72,0,0,538
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,445,465,0,0,910
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,29,200,0,0,229
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,24,0,0,0,24
ANDHRA PRADESH,KHAMMAM,MADHIRA,774,17,0,0,791
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,133,16,0,0,149
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,127,69,0,0,196
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,84,0,0,0,84
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,415,93,0,0,508
ANDHRA PRADESH,KHAMMAM,PENUBALLI,411,7,0,0,418
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,122,47,0,0,169
ANDHRA PRADESH,KHAMMAM,SINGARENI,10,0,0,0,10
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,233,0,0,0,233
ANDHRA PRADESH,KHAMMAM,THALLADA,592,7,0,0,598
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,6,0,0,0,6
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,63,141,0,0,204
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,60,43,0,0,103
ANDHRA PRADESH,KHAMMAM,VEMSOOR,59,142,0,0,200
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,241,102,0,0,343
ANDHRA PRADESH,KHAMMAM,WAZEED,192,6,0,0,198
ANDHRA PRADESH,KHAMMAM,WYRA,679,7,0,0,686
ANDHRA PRADESH,KHAMMAM,YELLANDU,35,0,0,0,35
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,107,0,0,0,107
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,431,0,0,0,431
ANDHRA PRADESH,KRISHNA,BAPULAPADU,947,189,0,0,1135
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,1132,0,2,15,1149
ANDHRA PRADESH,KRISHNA,CHATRAI,32,0,0,0,32
ANDHRA PRADESH,KRISHNA,G KONDURU,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,577,0,0,0,577
ANDHRA PRADESH,KRISHNA,GANNAVARAM,1094,32,0,0,1126
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,1543,0,89,0,1632
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,388,181,0,0,569
ANDHRA PRADESH,KRISHNA,KAIKALUR,60,19,0,42,121
ANDHRA PRADESH,KRISHNA,KALIDINDI,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,896,0,0,0,896
ANDHRA PRADESH,KRISHNA,MUSUNURU,45,0,0,0,45
ANDHRA PRADESH,KRISHNA,NAGAYALANKA,0,425,0,0,425
ANDHRA PRADESH,KRISHNA,NANDIGAMA,1122,0,0,101,1223
ANDHRA PRADESH,KRISHNA,NANDIVADA,76,76,0,0,152
ANDHRA PRADESH,KRISHNA,PEDANA,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,73,73,0,0,147
ANDHRA PRADESH,KRISHNA,PENAMALURU,97,0,0,75,172
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,73,0,0,0,73
ANDHRA PRADESH,KRISHNA,TIRUVURU,25,5,0,0,30
ANDHRA PRADESH,KRISHNA,UNGUTURU,206,55,0,0,261
ANDHRA PRADESH,KRISHNA,VATSAVAI,103,0,0,0,103
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,773,0,0,0,773
ANDHRA PRADESH,KRISHNA,VISSANNAPET,626,0,0,0,626
ANDHRA PRADESH,KURNOOL,ADONI,69,36,0,0,105
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,21,0,0,0,21
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,409,63,0,0,472
ANDHRA PRADESH,KURNOOL,C.BELAGAL,1923,1636,0,0,3559
ANDHRA PRADESH,KURNOOL,DORNIPADU,49,0,0,0,50
ANDHRA PRADESH,KURNOOL,GOSPADU,115,0,0,0,115
ANDHRA PRADESH,KURNOOL,HALAHARVI,270,145,0,0,415
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,148,82,0,0,231
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,633,92,4,0,729
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,7,0,0,0,7
ANDHRA PRADESH,KURNOOL,KOWTHALAM,106,209,0,0,315
ANDHRA PRADESH,KURNOOL,MAHANANDI,8,0,0,0,8
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,406,396,36,0,839
ANDHRA PRADESH,KURNOOL,NANDAVARAM,1054,695,0,0,1748
ANDHRA PRADESH,KURNOOL,NANDYAL,247,64,0,0,310
ANDHRA PRADESH,KURNOOL,PANYAM,84,41,0,0,125
ANDHRA PRADESH,KURNOOL,UYYALAWADA,590,84,0,0,674
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,139,67,0,0,207
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,1211,849,0,0,2060
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,447,377,0,0,825
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,18,19,0,0,37
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,419,323,0,0,742
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,589,106,30,0,725
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,26,19,0,0,44
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,0,0,0,0,0
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,658,459,0,0,1117
ANDHRA PRADESH,MEDAK,ANDOLE,45,36,39,0,120
ANDHRA PRADESH,MEDAK,KOWDIPALLE,99,62,0,0,161
ANDHRA PRADESH,MEDAK,KULCHARAM,250,142,0,0,392
ANDHRA PRADESH,MEDAK,MANOOR,31,11,0,0,43
ANDHRA PRADESH,MEDAK,PAPANNAPET,220,26,0,0,246
ANDHRA PRADESH,MEDAK,PULKAL,63,28,156,0,247
ANDHRA PRADESH,MEDAK,SADASIVPET,80,43,0,0,122
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),142,99,0,0,240
ANDHRA PRADESH,NALGONDA,ANUMULA,348,336,0,0,684
ANDHRA PRADESH,NALGONDA,CHILKUR,484,104,0,0,588
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,370,29,0,0,398
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,844,447,3,0,1293
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,662,484,28,0,1175
ANDHRA PRADESH,NALGONDA,KETHEPALLE,24,24,0,0,49
ANDHRA PRADESH,NALGONDA,KODAD,2031,1087,196,0,3314
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,428,311,0,0,740
ANDHRA PRADESH,NALGONDA,MELLACHERVU,207,88,3,0,298
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,1295,1104,0,0,2399
ANDHRA PRADESH,NALGONDA,MOTHEY,0,0,0,0,0
ANDHRA PRADESH,NALGONDA,MUNAGALA,243,0,0,0,243
ANDHRA PRADESH,NALGONDA,NADIGUDEM,282,246,11,0,539
ANDHRA PRADESH,NALGONDA,NERED CHERLA,251,147,12,45,454
ANDHRA PRADESH,NALGONDA,NIDAMANUR,333,195,0,0,528
ANDHRA PRADESH,NALGONDA,PEDDAVURA,85,85,0,0,170
ANDHRA PRADESH,NALGONDA,PENPAHAD,31,39,0,0,70
ANDHRA PRADESH,NALGONDA,RAMANNAPETA,8,6,0,0,13
ANDHRA PRADESH,NALGONDA,THRIPURARAM,566,364,0,0,930
ANDHRA PRADESH,NALGONDA,VEMULAPALLE,456,202,0,0,658
ANDHRA PRADESH,NELLORE,ALLUR,22,255,0,0,277
ANDHRA PRADESH,NELLORE,ANANTHASAGARAM,11,4,0,0,15
ANDHRA PRADESH,NELLORE,ATMAKUR,201,29,0,0,230
ANDHRA PRADESH,NELLORE,BALAYAPALLE,12,90,1,441,545
ANDHRA PRADESH,NELLORE,BUTCHIREDDIPALEM,412,51,0,0,463
ANDHRA PRADESH,NELLORE,CHEJERLA,0,308,11,0,320
ANDHRA PRADESH,NELLORE,CHILLAKUR,41,47,0,0,88
ANDHRA PRADESH,NELLORE,CHITTAMUR,0,10,0,0,10
ANDHRA PRADESH,NELLORE,DAGADARTHI,0,204,0,0,204
ANDHRA PRADESH,NELLORE,DAKKILI,37,0,0,20,57
ANDHRA PRADESH,NELLORE,DUTTALUR,4,47,0,0,51
ANDHRA PRADESH,NELLORE,GUDUR,0,16,0,0,16
ANDHRA PRADESH,NELLORE,KALIGIRI,0,0,0,0,0
ANDHRA PRADESH,NELLORE,KALUVOYA,0,124,4,0,129
ANDHRA PRADESH,NELLORE,KAVALI,0,20,0,0,20
ANDHRA PRADESH,NELLORE,KONDAPURAM,3,141,0,0,145
ANDHRA PRADESH,NELLORE,MANUBOLU,0,14,0,0,14
ANDHRA PRADESH,NELLORE,MARRIPADU,111,13,0,0,124
ANDHRA PRADESH,NELLORE,NELLORE,0,397,0,3,400
ANDHRA PRADESH,NELLORE,PODLAKUR,63,1212,4,10,1289
ANDHRA PRADESH,NELLORE,RAPUR,10,37,0,44,92
ANDHRA PRADESH,NELLORE,SANGAM,0,702,0,0,702
ANDHRA PRADESH,NELLORE,SULLURPETA,19,41,0,0,60
ANDHRA PRADESH,NELLORE,SYDAPURAM,100,119,32,2,253
ANDHRA PRADESH,NELLORE,TADA,14,154,0,0,167
ANDHRA PRADESH,NELLORE,VARIKUNTAPADU,18,201,0,0,220
ANDHRA PRADESH,NELLORE,VENKATACHALAM,25,234,1,0,260
ANDHRA PRADESH,NELLORE,VENKATAGIRI,17,90,0,18,126
ANDHRA PRADESH,NELLORE,VIDAVALUR,17,37,0,0,55
ANDHRA PRADESH,NELLORE,VINJAMUR,38,60,0,0,98
ANDHRA PRADESH,NIZAMABAD,BANSWADA,488,435,0,0,923
ANDHRA PRADESH,NIZAMABAD,BICHKUNDA,177,81,7,1,266
ANDHRA PRADESH,NIZAMABAD,BIRKOOR,580,502,0,0,1082
ANDHRA PRADESH,NIZAMABAD,BODHAN,130,92,0,0,222
ANDHRA PRADESH,NIZAMABAD,JUKKAL,34,34,0,0,67
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,262,195,0,2,459
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,95,25,1,9,131
ANDHRA PRADESH,NIZAMABAD,MADNUR,5,0,0,0,5
ANDHRA PRADESH,NIZAMABAD,MORTAD,167,149,0,0,316
ANDHRA PRADESH,NIZAMABAD,NAGA REDDIPET,197,151,30,0,378
ANDHRA PRADESH,NIZAMABAD,NIZAM SAGAR,522,403,5,0,931
ANDHRA PRADESH,NIZAMABAD,PITLAM,540,298,0,0,838
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,151,54,0,0,205
ANDHRA PRADESH,PRAKASAM,ADDANKI,108,178,0,0,286
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,6,0,5,0,11
ANDHRA PRADESH,PRAKASAM,BALLIKURUVA,294,68,0,0,363
ANDHRA PRADESH,PRAKASAM,CHADRASEKARAPURAM,199,137,5,0,341
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,6,8,22,1,37
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,411,0,0,0,411
ANDHRA PRADESH,PRAKASAM,CHIRALA,1546,0,5,0,1551
ANDHRA PRADESH,PRAKASAM,INKOLLU,10,97,0,0,107
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,239,324,0,0,563
ANDHRA PRADESH,PRAKASAM,KANDUKUR,114,178,0,0,292
ANDHRA PRADESH,PRAKASAM,KANIGIRI,57,0,0,0,57
ANDHRA PRADESH,PRAKASAM,KARAMCHEDU,376,0,0,0,376
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,26,26,0,0,51
ANDHRA PRADESH,PRAKASAM,KONDAPI,403,365,436,25,1230
ANDHRA PRADESH,PRAKASAM,KORISAPADU,40,266,0,0,306
ANDHRA PRADESH,PRAKASAM,KOTHAPATNAM,0,89,0,0,89
ANDHRA PRADESH,PRAKASAM,KURICHEDU,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,126,62,0,0,189
ANDHRA PRADESH,PRAKASAM,MADDIPADU,896,40,0,0,936
ANDHRA PRADESH,PRAKASAM,MARKAPUR,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,MARTUR,284,123,0,0,407
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,466,0,0,0,466
ANDHRA PRADESH,PRAKASAM,NAGULUPPALAPADU,4886,7,15,0,4908
ANDHRA PRADESH,PRAKASAM,ONGOLE,0,704,0,0,704
ANDHRA PRADESH,PRAKASAM,PAMUR,8,47,23,0,78
ANDHRA PRADESH,PRAKASAM,PARCHUR,3318,0,0,0,3318
ANDHRA PRADESH,PRAKASAM,PEDACHERLOPALLE,91,715,0,0,806
ANDHRA PRADESH,PRAKASAM,PODILI,16,20,0,0,35
ANDHRA PRADESH,PRAKASAM,PONNALURU,115,434,0,0,549
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,155,0,0,0,155
ANDHRA PRADESH,PRAKASAM,SANTHANUTHLAPADU,386,41,0,0,427
ANDHRA PRADESH,PRAKASAM,SINGARAYAKONDA,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,TANGUTUR,25,1189,4,79,1296
ANDHRA PRADESH,PRAKASAM,THALLUR,26,8,0,0,34
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,11,0,0,0,11
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,0,0,0,0,0
ANDHRA PRADESH,PRAKASAM,VETAPALEM,24,67,0,0,91
ANDHRA PRADESH,PRAKASAM,VOLETIVARIPALEM,0,65,0,0,65
ANDHRA PRADESH,PRAKASAM,YEDDANAPUDI,2,812,0,0,815
ANDHRA PRADESH,PRAKASAM,ZARUGUMILLI,154,672,73,0,899
ANDHRA PRADESH,RANGAREDDY,BASHEERABAD,40,20,0,0,61
ANDHRA PRADESH,RANGAREDDY,GHATKESAR,121,78,91,0,290
ANDHRA PRADESH,RANGAREDDY,MARPALLE,22,19,0,0,41
ANDHRA PRADESH,RANGAREDDY,TANDUR,21,18,0,0,39
ANDHRA PRADESH,RANGAREDDY,UPPAL,1,0,84,0,85
ANDHRA PRADESH,SRIKAKULAM,BHAMINI,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,ETCHERLA,182,0,0,0,182
ANDHRA PRADESH,SRIKAKULAM,GARA,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,KOTHURU,34,4,0,0,38
ANDHRA PRADESH,SRIKAKULAM,L.N.PETA,10,0,0,0,10
ANDHRA PRADESH,SRIKAKULAM,MANDASA,16,0,0,0,16
ANDHRA PRADESH,SRIKAKULAM,MEILAPUTTI,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,PALAKONDA,16,0,0,0,16
ANDHRA PRADESH,SRIKAKULAM,PATHAPATNAM,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,REGIDIAMADALAVALASA,0,0,5,0,5
ANDHRA PRADESH,SRIKAKULAM,SARAVAKOTA,121,0,0,0,121
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,88,0,0,0,88
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,79,0,0,0,79
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,0,0,0,0,0
ANDHRA PRADESH,SRIKAKULAM,VANGARA,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,0,0,0,0,0
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,105,0,0,0,105
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,305,0,0,0,305
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,8,0,0,0,8
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,0,0,45,0,45
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,34,0,0,0,34
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,0,40,0,0,40
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,8,6,0,0,14
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,140,0,0,0,140
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,0,0,0,0,0
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,0,0,0,0,0
