-----
{
 "description": "The table refers to district wise distribution of shallow tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Districtshtbwl2.9.csv", 
 "title": "Download CSV for District wise Distribution of Shallow Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Districtshtbwl2.9.csv"
}
-----
State,District,Electric pumps,Diesel pumps,Wind mills,Solar pumps,Man/Animal operated,Others,Total
HARYANA,KURUKSHETRA,31575,3961,134,17,65,155,35907
HARYANA,MEHANDERGARH,20795,3085,89,8,42,211,24230
HARYANA,PANCHKULA,1087,95,1,0,0,0,1183
HARYANA,PANIPAT,21448,4656,86,8,76,76,26350
HARYANA,RIWARI,19318,3589,161,49,54,87,23258
HARYANA,ROHTAK,27729,22514,136,19,114,143,50655
HARYANA,SIRSA,15901,8213,89,7,47,465,24722
HARYANA,SONIPAT,24130,11380,388,11,106,115,36130
HARYANA,YAMUNA NAGAR,21250,4220,174,9,127,160,25940
HIMACHAL PRADESH,Bilaspur,22,0,0,0,0,0,22
HIMACHAL PRADESH,Hamirpur,10,2,0,0,0,0,12
HIMACHAL PRADESH,Kangra,193,114,2,0,0,0,309
HIMACHAL PRADESH,Mandi,51,23,0,0,3,2,79
HIMACHAL PRADESH,Sirmaur,143,32,0,0,1,1,177
HIMACHAL PRADESH,Solan,84,1,0,0,0,0,85
HIMACHAL PRADESH,Una,442,489,1,0,2,6,940
JAMMU & KASHMIR,Budgam,1,0,0,0,0,0,1
JAMMU & KASHMIR,Jammu,941,127,0,0,0,0,1068
JAMMU & KASHMIR,Kathua,216,11,0,0,0,0,227
JAMMU & KASHMIR,Kupwara,4,7,0,0,0,0,11
JAMMU & KASHMIR,Srinagar,2,4,0,0,0,0,6
KARNATAKA,BANGALORE RURAL,7351,100,2,1,17,108,7579
KARNATAKA,BANGALORE URBAN,2149,13,7,77,20,72,2338
KARNATAKA,BELGAUM,4980,1,20,2,29,58,5090
KARNATAKA,BELLARY,1292,4,0,3,12,194,1505
KARNATAKA,BIDAR,298,0,0,0,4,2,304
KARNATAKA,BIJAPUR,2176,45,1,0,0,32,2254
KARNATAKA,CHIKKAMAGALORE,2866,28,12,0,4,31,2941
KARNATAKA,CHITRADURGA,9477,39,2,1,42,49,9610
KARNATAKA,DAKSHINA KANNADA,481,43,0,0,2,4,530
KARNATAKA,DHARWAR,7433,65,49,3,58,25,7633
KARNATAKA,GULBARGA,645,22,3,0,2,35,707
KARNATAKA,HASSAN,10444,48,12,4,50,65,10623
KARNATAKA,KODAGU,11,0,0,0,0,0,11
KARNATAKA,KOLAR,6691,62,12,0,35,102,6902
KARNATAKA,MANDYA,1074,7,0,0,2,28,1111
KARNATAKA,MYSORE,2579,38,20,4,11,53,2705
KARNATAKA,RAICHUR,3673,12,9,0,8,14,3716
KARNATAKA,SHIMOGA,3690,9,6,0,27,53,3785
KARNATAKA,TUMKUR,9828,23,41,0,90,131,10113
KARNATAKA,UTTARA KANNADA,133,3,3,0,0,0,139
KERALA,ALAPUZHA,470,3,0,0,7,1,481
KERALA,ERANAKULAM,114,0,0,0,14,0,128
KERALA,IDUKKI,1,0,0,0,1,0,2
KERALA,KANNUR,0,0,0,0,3,0,3
KERALA,KASARAGODE,26,2,0,0,12,10,50
KERALA,KOLLAM,65,0,0,0,1,1,67
KERALA,KOTTAYAM,14,0,0,0,0,0,14
KERALA,KOZHIKODE,1,0,0,0,0,0,1
KERALA,MALAPPURAM,125,57,0,0,2,0,184
KERALA,PALAKKAD,180,7,1,0,1,0,189
KERALA,PATHANAMTHITTA,38,0,0,0,6,0,44
KERALA,THIRUVANANTHAPURAM,192,0,0,0,1,0,193
KERALA,THRISSUR,811,185,1,2,9,0,1008
MADHYA PRADESH,BALAGHAT,75,2,0,0,0,0,77
MADHYA PRADESH,BASTAR,29,0,0,0,4,0,33
MADHYA PRADESH,BETUL,555,15,0,0,2,0,572
MADHYA PRADESH,BHIND,444,2,0,0,19,0,465
MADHYA PRADESH,BHOPAL,2917,9,8,0,6,12,2952
MADHYA PRADESH,BILASPUR,1490,13,0,2,276,59,1840
MADHYA PRADESH,CHHATARPUR,273,5,0,1,3,0,282
MADHYA PRADESH,CHHINDWARA,549,6,0,0,31,0,586
MADHYA PRADESH,DAMOH,2584,115,1,0,3,7,2710
MADHYA PRADESH,DEWAS,6410,56,3,2,1,90,6562
MADHYA PRADESH,DHAR,14351,129,4,2,56,254,14796
MADHYA PRADESH,DURG,5299,49,10,3,138,30,5529
MADHYA PRADESH,GUNA,1937,0,0,0,3,0,1940
MADHYA PRADESH,GWALIOR,662,0,0,0,0,0,662
MADHYA PRADESH,HOSHANGABAD,2496,21,11,0,0,1,2529
MADHYA PRADESH,INDORE,17496,12,0,3,41,14,17566
MADHYA PRADESH,JABALPUR,1257,3,1,0,0,0,1261
MADHYA PRADESH,JHABUA,66,12,0,0,0,0,78
MADHYA PRADESH,KHANDWA,62,0,0,0,0,0,62
MADHYA PRADESH,KHARGONE,801,2,3,0,3,20,829
MADHYA PRADESH,MANDLA,32,19,0,0,0,0,51
MADHYA PRADESH,MANDSAUR,393,6,0,0,3,0,402
MADHYA PRADESH,MORENA,1875,0,19,0,19,0,1913
MADHYA PRADESH,NARSIMHAPUR,5279,399,0,0,0,0,5678
MADHYA PRADESH,PANNA,129,17,0,0,0,0,146
MADHYA PRADESH,RAIGARH,1713,10,0,0,4,0,1727
MADHYA PRADESH,RAIPUR,3731,26,17,3,143,0,3920
MADHYA PRADESH,RAISEN,5384,144,18,2,16,1,5565
MADHYA PRADESH,RAJGARH,1144,0,1,0,0,0,1145
MADHYA PRADESH,RAJNANDGAON,220,3,0,0,7,0,230
MADHYA PRADESH,RATLAM,4004,15,1,22,8,17,4067
MADHYA PRADESH,REWA,1167,0,0,1,2,0,1170
MADHYA PRADESH,SAGAR,1554,0,0,0,0,0,1554
MADHYA PRADESH,SATNA,2538,13,2,0,0,44,2597
MADHYA PRADESH,SEHORE,5408,231,1,1,3,0,5644
MADHYA PRADESH,SEONI,40,0,0,0,0,0,40
MADHYA PRADESH,SHAHDOL,61,3,0,0,0,1,65
MADHYA PRADESH,SHAJAPUR,3091,1,2,0,6,7,3107
MADHYA PRADESH,SHIVPURI,234,0,0,0,3,0,237
MADHYA PRADESH,SIDHI,330,1,0,0,3,0,334
MADHYA PRADESH,SURGUJA,18,0,0,0,0,0,18
MADHYA PRADESH,TIKAMGARH,876,8,0,0,13,0,897
MADHYA PRADESH,UJJAIN,16931,46,21,5,22,67,17092
MADHYA PRADESH,VIDISHA,1925,643,4,0,0,2,2574
MANIPUR,BISHNUPUR,0,2,0,0,0,1,3
MANIPUR,CHURACHANDPUR,0,1,0,0,0,1,2
MANIPUR,IMPHAL,0,4,0,0,0,5,9
MANIPUR,SENAPATI,0,3,0,0,0,0,3
MANIPUR,THOUBAL,0,13,0,0,0,6,19
MEGHALAYA,WEST GARO HILLS,0,80,0,0,0,29,109
MEGHALAYA,WEST KHASI HILLS,0,0,0,0,1,0,1
NAGALAND,KOHIMA,2,4,0,0,0,0,6
ORISSA,ANGUL,1,0,0,0,1,0,2
ORISSA,BALASORE,1777,4727,11,2,362,10,6889
ORISSA,BARAGARH,182,3,0,1,4,0,190
ORISSA,BHADRAK,687,493,0,1,64,11,1256
ORISSA,BOLANGIR,17,0,0,0,0,0,17
ORISSA,CUTTACK,872,733,3,0,99,6,1713
ORISSA,GAJAPATI,85,1,0,0,1,0,87
ORISSA,GANJAM,880,7,3,0,2,7,899
ORISSA,JAGATSINGHPUR,1229,327,3,1,15,1,1576
ORISSA,JAJPUR,991,323,0,0,11,0,1325
ORISSA,JHARSUGUDA,0,0,0,0,9,0,9
ORISSA,KALAHANDI,3,2,0,0,5,0,10
ORISSA,KENDRAPARA,430,133,0,0,17,5,585
ORISSA,KEONJHAR,100,10,0,0,12,0,122
ORISSA,KHURDA,247,100,1,0,7,0,355
ORISSA,KORAPUT,2,0,0,0,0,0,2
ORISSA,MAYURBHANJ,160,87,2,0,8,0,257
ORISSA,NAYAGARH,173,25,2,0,47,0,247
ORISSA,NUAPADA,3,0,1,0,0,0,4
ORISSA,PURI,1040,1052,6,5,121,0,2224
ORISSA,RAYAGADA,279,11,0,1,28,0,319
ORISSA,SAMBALPUR,2,0,0,0,0,0,2
ORISSA,SONEPUR,1,1,0,0,0,0,2
ORISSA,SUNDARGARH,3,0,0,0,0,0,3
PUNJAB,AMRITSAR,90846,3536,833,82,178,154,95629
PUNJAB,BATHINDA,8945,22177,81,8,16,985,32212
PUNJAB,FARIDKOT,35027,67057,398,177,19,640,103318
PUNJAB,FATEHGARH SAHIB,16622,8032,63,18,7,6,24748
PUNJAB,FEROZEPUR,62562,34990,162,25,50,16,97805
PUNJAB,GURDASPUR,48565,10844,379,47,130,89,60054
PUNJAB,HOSHIARPUR,29830,20641,237,41,483,78,51310
PUNJAB,JALANDHAR,62283,26088,315,31,222,82,89021
PUNJAB,KAPURTHALA,27568,12217,150,8,66,61,40070
PUNJAB,LUDHIANA,64864,39607,274,32,161,40,104978
PUNJAB,MANSA,5298,27487,61,12,96,457,33411
PUNJAB,PATIALA,48238,27799,59,27,104,21,76248
PUNJAB,ROPAR,12547,11241,32,8,36,30,23894
PUNJAB,SANGRUR,67012,41680,1990,67,350,412,111511
RAJASTHAN,AJMER,1,0,0,0,0,0,1
RAJASTHAN,ALWAR,2923,14558,23,6,32,267,17809
RAJASTHAN,BANSWARA,13,0,0,0,0,0,13
RAJASTHAN,BARAN,750,1289,3,1,7,19,2069
RAJASTHAN,BHARATPUR,4836,24230,55,3,71,394,29589
RAJASTHAN,BHILWARA,13,0,0,0,0,2,15
RAJASTHAN,BIKANER,20,0,0,0,0,0,20
RAJASTHAN,BUNDI,9,3,0,0,0,80,92
RAJASTHAN,CHITTORGARH,412,7,3,0,0,1,423
RAJASTHAN,CHURU,89,1,0,0,0,0,90
RAJASTHAN,DAUSA,1156,2226,1,3,3,1,3390
RAJASTHAN,DHOLPUR,416,3615,1,0,1,69,4102
RAJASTHAN,DUNGARPUR,21,0,0,0,0,0,21
RAJASTHAN,JAIPUR,9,12,0,0,0,2,23
RAJASTHAN,JAISALMER,18,0,0,0,0,0,18
RAJASTHAN,JALORE,24,45,0,0,0,5,74
RAJASTHAN,JHALAWAR,59,10,0,0,0,0,69
RAJASTHAN,JODHPUR,262,2,0,0,0,4,268
RAJASTHAN,KOTA,1370,346,2,1,3,194,1916
RAJASTHAN,NAGAUR,286,170,1,0,1,66,524
RAJASTHAN,PALI,128,8,0,0,0,0,136
RAJASTHAN,RAJSAMAND,7,0,0,0,0,0,7
RAJASTHAN,SAWAI-MADHOPUR,751,1554,1,2,41,49,2398
RAJASTHAN,SIROHI,1,0,0,0,0,0,1
RAJASTHAN,TONK,0,5,0,0,0,0,5
RAJASTHAN,UDAIPUR,26,0,0,0,0,0,26
TAMIL NADU,COIMBATORE,738,32,0,0,3,0,773
TAMIL NADU,CUDDALORE,20392,726,96,7,258,123,21602
TAMIL NADU,DHARMAPURI,39,33,0,0,2,3,77
TAMIL NADU,DINDIGUL,316,8,0,0,17,1,342
TAMIL NADU,ERODE,168,10,0,0,2,0,180
TAMIL NADU,KANCHIPURAM,3229,366,10,3,230,0,3838
TAMIL NADU,KANNIYAKUMARI,14,41,0,0,0,0,55
TAMIL NADU,KARUR,245,56,0,0,0,0,301
TAMIL NADU,MADURAI,26,23,0,0,0,0,49
TAMIL NADU,NAGAPATTINAM,1810,263,0,0,172,0,2245
TAMIL NADU,NAMAKKAL,36,0,0,0,0,0,36
TAMIL NADU,PERAMBALUR,1699,750,0,0,193,667,3309
TAMIL NADU,PUDUKOTTAI,325,192,5,41,33,0,596
TAMIL NADU,RAMNATHAPURAM,141,133,9,0,1,7,291
TAMIL NADU,SALEM,143,4,0,0,0,0,147
TAMIL NADU,SIVAGANGA,12,16,10,0,0,0,38
TAMIL NADU,THANJAVUR,9395,9320,21,41,91,35,18903
TAMIL NADU,THENI,346,37,0,0,0,12,395
TAMIL NADU,TIRUNELVELI,24,9,2,0,1,2,38
TAMIL NADU,TIRUVALLUR,4803,210,0,0,86,80,5179
TAMIL NADU,TIRUVARUR,6699,4577,7,2,24,4,11313
TAMIL NADU,TRICHIRAPPALLI,487,216,0,1,18,27,749
TAMIL NADU,VILLUPURAM,4535,897,5,4,346,78,5865
TRIPURA,DHALAI,0,0,0,0,58,0,58
TRIPURA,NORTH,0,0,0,0,5,0,5
TRIPURA,SOUTH,39,0,0,0,16,4,59
TRIPURA,WEST,13,1,0,0,0,0,14
UTTAR PRADESH,AGRA,6463,28823,0,0,0,63,35349
UTTAR PRADESH,ALIGARH,20398,28216,303,37,112,59,49125
UTTAR PRADESH,ALLAHABAD,7647,20078,0,0,0,0,27725
UTTAR PRADESH,AMBEDKAR NAGAR,4035,30772,775,13,2,34,35631
UTTAR PRADESH,AZAMGARH,0,28543,0,0,0,0,28543
UTTAR PRADESH,BADAUN,4650,48901,196,13,349,17,54126
UTTAR PRADESH,BAHRAICH,500,50250,92,0,12,2128,52982
UTTAR PRADESH,BALLIA,4700,18725,11,5,5,55,23501
UTTAR PRADESH,BANDA,517,5483,109,0,21,32,6162
UTTAR PRADESH,BARABANKI,929,31885,378,13,24,14,33243
UTTAR PRADESH,BAREILLY,1021,46961,91,7,445,89,48614
UTTAR PRADESH,BASTI,3080,42691,282,46,0,152,46251
UTTAR PRADESH,BIJNOR,19995,40279,281,12,172,172,60911
UTTAR PRADESH,BULANDSHAHR,17889,26974,60,4,0,108,45035
UTTAR PRADESH,DEHRADUN,125,324,2,0,0,7,458
UTTAR PRADESH,DEORIA,934,34058,86,3,0,29,35110
UTTAR PRADESH,ETAH,146,41850,0,0,1,0,41997
UTTAR PRADESH,ETAWAH,2020,27429,64,15,8,197,29733
UTTAR PRADESH,FAIZABAD,8792,21783,38,35,11,22,30681
UTTAR PRADESH,FARUKHABAD,6168,43476,225,7,0,83,49959
UTTAR PRADESH,FATEHPUR,2593,9921,0,0,0,0,12514
UTTAR PRADESH,FIROZABAD,7109,13090,134,1,51,5,20390
UTTAR PRADESH,GHAZIABAD,13290,17747,41,2,30,77,31187
UTTAR PRADESH,GHAZIPUR,9504,10259,224,39,92,7,20125
UTTAR PRADESH,GONDA,671,50648,49,18,3,101,51490
UTTAR PRADESH,GORAKHPUR,1436,44460,356,6,0,26,46284
UTTAR PRADESH,HAMIRPUR,397,7067,6,2,0,0,7472
UTTAR PRADESH,HARDOI,0,43460,0,0,0,0,43460
UTTAR PRADESH,HARDWAR,3373,19338,261,1,8,349,23330
UTTAR PRADESH,JALAUN,171,5036,14,0,2,60,5283
UTTAR PRADESH,JAUNPUR,14473,41297,220,9,21,5,56025
UTTAR PRADESH,JHANSI,120,931,20,0,19,7,1097
UTTAR PRADESH,KANPUR DEHAT,1287,31850,118,19,4,162,33440
UTTAR PRADESH,KANPUR NAGAR,1899,5804,2,0,2,67,7774
UTTAR PRADESH,KHIRI,3682,54702,165,23,12,227,58811
UTTAR PRADESH,KUSHI NAGAR,42,27516,5,1,31,254,27849
UTTAR PRADESH,LALITPUR,0,257,0,0,29,0,286
UTTAR PRADESH,LUCKNOW,1814,20286,245,38,0,46,22429
UTTAR PRADESH,MAHOBA,2,171,0,0,0,0,173
UTTAR PRADESH,MAHRAJGANJ,214,29972,156,15,54,13,30424
UTTAR PRADESH,MAINPURI,3217,16714,60,0,1,33,20025
UTTAR PRADESH,MATHURA,4581,34069,0,0,0,25,38675
UTTAR PRADESH,MAU,5166,5357,36,2,0,139,10700
UTTAR PRADESH,MEERUT,32828,19780,208,3,62,265,53146
UTTAR PRADESH,MIRZAPUR,634,1472,3,0,17,31,2157
UTTAR PRADESH,MORADABAD,5027,62734,553,113,210,92,68729
UTTAR PRADESH,MUZAFFER NAGAR,25387,36887,87,5,18,271,62655
UTTAR PRADESH,NAINITAL,9,176,1,0,0,0,186
UTTAR PRADESH,PILIBHIT,1067,25631,47,13,6,15,26779
UTTAR PRADESH,PRATAPGARH,2897,35247,37,20,0,6,38207
UTTAR PRADESH,RAEBARELY,5085,34264,339,10,0,14,39712
UTTAR PRADESH,RAMPUR,3544,42254,0,0,8,7,45813
UTTAR PRADESH,SAHARANPUR,16319,37427,48,14,0,1605,55413
UTTAR PRADESH,SANT RAVIDAS NAGAR,5170,2046,11,0,18,24,7269
UTTAR PRADESH,SHAHJAHANPUR,2908,71623,160,21,11,72,74795
UTTAR PRADESH,SIDDHARTH NAGAR,948,21190,404,42,0,105,22689
UTTAR PRADESH,SITAPUR,1413,56215,199,6,47,174,58054
UTTAR PRADESH,SONBHADRA,107,1133,0,0,0,0,1240
UTTAR PRADESH,SULTANPUR,0,0,177,32310,89,0,32576
UTTAR PRADESH,UDHAMSINGH NAGAR,5330,17000,33,5,46,26,22440
UTTAR PRADESH,UNNAO,2774,44499,85,342,0,60,47760
UTTAR PRADESH,VARANASI,10481,7892,127,9,29,29,18567
WEST BENGAL,BANKURA,2394,19394,41,9,236,77,22151
WEST BENGAL,BIRBHUM,5433,13913,12,0,131,0,19489
WEST BENGAL,BURDWAN,8249,36938,103,0,68,300,45658
WEST BENGAL,COOCHBEHAR,922,19481,229,4,1635,113,22384
WEST BENGAL,DAKSHIN DINAJPUR,414,12217,41,1,46,1,12720
WEST BENGAL,DARJEELING,38,681,1,5,1821,46,2592
WEST BENGAL,HOOGLY,6128,13500,13,41,54,919,20655
WEST BENGAL,HOWRAH,107,900,0,1,0,42,1050
WEST BENGAL,JALPAIGURI,995,5110,34,0,865,20,7024
WEST BENGAL,MALDA,1759,27959,12,2,56,3,29791
WEST BENGAL,MIDNAPORE,6665,54512,219,12,214,1111,62733
WEST BENGAL,MURSHIDABAD,8402,67169,16,3,7,38,75635
WEST BENGAL,NADIA,14150,70543,130,5,165,165,85158
WEST BENGAL,NORTH 24 PARGANAS,5822,50932,461,5,111,8,57339
WEST BENGAL,PURULIA,0,0,0,0,11,0,11
WEST BENGAL,SOUTH 24 PARGANAS,54,6101,7,1,36,15,6214
WEST BENGAL,UTTAR DINAJPUR,1722,32203,104,0,5,0,34034
DELHI,EAST,135,208,0,0,2,1,346
DELHI,NORTH-EAST,2,468,1,0,0,0,471
DELHI,NORTH-WEST,3611,58,0,1,5,0,3675
DELHI,SOUTH-WEST,4167,5,3,2,2,1,4180
DELHI,WEST,330,15,0,0,2,1,348
PONDICHERRY,KARAIKAL,204,46,0,0,0,0,250
PONDICHERRY,PONDICHERRY,3550,9,0,0,1,85,3645
