-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.7.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.7.csv"
}
-----
State,District,Block,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
UTTAR PRADESH,BASTI,BAGHAULEE,3,357,39,1151,1,0,1551
UTTAR PRADESH,BASTI,BAHADUR PUR,100,1246,368,1383,3,5,3105
UTTAR PRADESH,BASTI,BANKATI,88,771,678,1700,22,4,3263
UTTAR PRADESH,BASTI,BASTI SADAR,230,1459,223,517,10,33,2472
UTTAR PRADESH,BASTI,GAUR,290,763,252,686,3,7,2001
UTTAR PRADESH,BASTI,HAISAR BAZAR,88,398,227,1276,22,63,2074
UTTAR PRADESH,BASTI,HARIYA,137,1571,1346,1162,3,14,4233
UTTAR PRADESH,BASTI,KAPTAN GANG,10,562,230,2088,0,4,2894
UTTAR PRADESH,BASTI,KHALILABAD,14,479,29,1630,0,2,2154
UTTAR PRADESH,BASTI,KUDRAHA,54,522,97,648,0,3,1324
UTTAR PRADESH,BASTI,MENHDAWAL,2,127,20,755,0,0,904
UTTAR PRADESH,BASTI,NATHNAGAR,224,337,374,874,16,1,1826
UTTAR PRADESH,BASTI,PARASRAMPUR,12,1316,356,1838,0,1,3523
UTTAR PRADESH,BASTI,RAM NAGAR,36,123,119,357,1,4,640
UTTAR PRADESH,BASTI,RUDHOULI,11,1543,908,1746,32,6,4246
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,179,1080,181,1147,35,27,2649
UTTAR PRADESH,BASTI,SAUGHAT,43,619,39,632,14,3,1350
UTTAR PRADESH,BASTI,SEMARIYAWAN,138,928,313,530,1,0,1910
UTTAR PRADESH,BASTI,VIKRAM JOT,151,1554,932,1340,154,1,4132
UTTAR PRADESH,BIJNOR,AFJAL GAR,295,2895,1242,213,11,150,4806
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,358,3519,207,225,1,0,4310
UTTAR PRADESH,BIJNOR,DHAMPUR,1166,4397,518,109,5,1,6196
UTTAR PRADESH,BIJNOR,HALDOOR,1027,3834,560,19,113,9,5562
UTTAR PRADESH,BIJNOR,JALILPUR,1192,5339,1090,363,30,68,8082
UTTAR PRADESH,BIJNOR,KIRATPUR,146,1111,1632,405,8,0,3302
UTTAR PRADESH,BIJNOR,KOTWALI,35,3970,863,851,1,3,5723
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,641,3870,329,426,0,1,5267
UTTAR PRADESH,BIJNOR,NAJIVABAD,107,2722,638,61,6,0,3534
UTTAR PRADESH,BIJNOR,NOORPUR,640,6396,367,194,14,2,7613
UTTAR PRADESH,BIJNOR,SHIVHARA,211,5660,132,415,77,0,6495
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,0,0,2881,0,0,0,2881
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,265,1096,442,195,1,32,2031
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,230,2094,110,165,0,0,2599
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,0,148,2638,0,0,0,2786
UTTAR PRADESH,BULANDSHAHR,DANKAOR,0,0,4454,0,0,0,4454
UTTAR PRADESH,BULANDSHAHR,DANPUR,145,2123,122,2,0,0,2392
UTTAR PRADESH,BULANDSHAHR,DIBAI,0,0,3363,0,0,0,3363
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,76,1884,72,50,1,0,2083
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,135,1235,172,4,8,1,1555
UTTAR PRADESH,BULANDSHAHR,JEWAR,4,2654,57,33,1,0,2749
UTTAR PRADESH,BULANDSHAHR,KHURJA,127,2472,339,327,74,0,3339
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,282,2351,4,74,8,0,2719
UTTAR PRADESH,BULANDSHAHR,PAHASU,529,994,309,622,5,0,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,0,0,2853,0,0,0,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,245,1607,31,6,0,0,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,0,0,2505,0,0,0,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,0,0,2378,0,0,0,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,75,192,3,32,1,0,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,4,8,0,6,0,0,18
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,6,0,0,24,107,0,137
UTTAR PRADESH,DEORIA,BAITALPUR,359,925,575,1013,0,0,2872
UTTAR PRADESH,DEORIA,BANKATA,28,0,103,1362,1,2,1496
UTTAR PRADESH,DEORIA,BARHAJ,39,422,1671,157,3,7,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,47,653,367,1050,9,0,2126
UTTAR PRADESH,DEORIA,BHALUWANI,236,411,1384,1844,0,0,3875
UTTAR PRADESH,DEORIA,BHATANI,14,151,97,964,0,0,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,15,178,29,721,0,2,945
UTTAR PRADESH,DEORIA,DEORIA SADAR,15,864,202,1331,0,0,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,11,905,224,1005,15,0,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,38,1490,439,1637,1,1,3606
UTTAR PRADESH,DEORIA,LAR,85,578,167,893,3,44,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,56,370,59,2273,82,0,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,40,929,198,1333,48,1,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,64,1022,254,747,854,0,2941
UTTAR PRADESH,DEORIA,SALEMPUR,5,273,16,1699,0,0,1993
UTTAR PRADESH,ETAH,ALIGANJ,142,2921,1062,984,25,1,5135
UTTAR PRADESH,ETAH,AMANPUR,133,1316,237,787,3,1,2477
UTTAR PRADESH,ETAH,AWAGARH,189,1325,262,547,3,0,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,87,1658,386,972,32,0,3135
UTTAR PRADESH,ETAH,JAITHRA,242,1601,534,1482,4,6,3869
UTTAR PRADESH,ETAH,JALESAR,914,2071,215,123,1,0,3324
UTTAR PRADESH,ETAH,KASGANJ,358,1317,376,254,1,0,2306
UTTAR PRADESH,ETAH,MARAHERA,26,1074,701,230,0,2,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,109,1093,462,352,0,0,2016
UTTAR PRADESH,ETAH,PATIYALI,245,764,788,322,0,0,2119
UTTAR PRADESH,ETAH,SAHAWAR,37,1188,141,991,1,0,2358
UTTAR PRADESH,ETAH,SAKIT,227,948,870,640,0,0,2685
UTTAR PRADESH,ETAH,SHEETALPUR,101,1475,898,1336,10,2,3822
UTTAR PRADESH,ETAH,SIDHPURA,387,1091,227,318,6,0,2029
UTTAR PRADESH,ETAH,SORON,136,1231,521,461,0,1,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,267,1166,344,1201,0,119,3097
UTTAR PRADESH,ETAWAH,AIRWA KATRA,9,577,420,923,1,4,1934
UTTAR PRADESH,ETAWAH,AJEETMAL,10,607,292,1106,1,4,2020
UTTAR PRADESH,ETAWAH,AURAIYA,75,516,279,306,2,1,1179
UTTAR PRADESH,ETAWAH,BADPURA,12,635,464,246,0,0,1357
UTTAR PRADESH,ETAWAH,BASREHAR,20,694,328,685,15,43,1785
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,61,611,590,1157,1,7,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,152,937,348,985,11,27,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,33,1358,83,1789,2,25,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,3,92,174,44,0,6,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,202,1557,482,1053,5,44,3343
UTTAR PRADESH,ETAWAH,MAHEWA,117,1153,402,800,0,1,2473
UTTAR PRADESH,ETAWAH,SAHAR,14,1267,405,1107,0,2,2795
UTTAR PRADESH,ETAWAH,TAKHA,62,348,364,405,0,34,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,26,1610,153,1010,7,0,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,6,2358,163,1138,4,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,352,1550,325,1231,0,1,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,78,2046,401,922,29,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,180,1706,515,920,0,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,483,2057,524,975,7,1,4047
UTTAR PRADESH,FAIZABAD,PURA,14,1373,220,1448,32,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,13,2017,57,399,1,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,112,2817,468,931,1,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,101,917,659,198,4,19,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,151,3420,599,514,12,3,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,338,790,168,608,1,8,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,140,1680,783,296,11,15,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,394,3147,723,588,27,46,4925
UTTAR PRADESH,FARUKHABAD,KANNAUJ,306,1849,630,209,0,4,2998
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,259,1918,362,256,1,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,147,1508,417,1287,45,178,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,12,1354,10,861,1,0,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,151,1121,490,624,81,0,2467
UTTAR PRADESH,FARUKHABAD,SAURIKH,63,1228,490,1654,0,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,55,3372,1008,547,5,1,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,177,2894,1487,386,0,2,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,522,2268,1382,1906,7,52,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,127,756,691,614,2,53,2243
UTTAR PRADESH,FATEHPUR,AMAULI,41,1251,163,92,0,0,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,26,213,107,268,1,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,13,650,551,406,1,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,240,1285,333,132,0,27,2017
UTTAR PRADESH,FATEHPUR,DHATA,33,771,326,196,3,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,67,268,187,319,1,1,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,16,187,71,25,0,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,46,362,134,463,2,1,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,78,520,136,256,1,0,991
UTTAR PRADESH,FIROZABAD,ARANV,29,1031,746,202,0,0,2008
UTTAR PRADESH,FIROZABAD,EKA,4,1160,467,371,0,0,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,305,1019,248,10,0,0,1582
UTTAR PRADESH,FIROZABAD,JASRANA,37,944,527,476,21,8,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,36,1782,456,167,0,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,261,1412,368,1036,0,3,3080
UTTAR PRADESH,FIROZABAD,NARKHI,489,1510,479,353,13,30,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,58,1399,533,63,0,0,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,194,1325,384,434,0,0,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,255,2932,203,434,2,0,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,64,946,29,83,25,1,1148
UTTAR PRADESH,GHAZIABAD,DADRI,76,3043,419,386,2,0,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,131,2153,393,859,0,2,3538
UTTAR PRADESH,GHAZIABAD,GARH,269,2264,213,1408,4,16,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,281,3656,331,0,0,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,537,1139,193,368,0,1,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,418,2532,248,219,20,3,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,7,1369,217,28,1,0,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,549,1287,873,290,6,2,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,21,410,135,730,5,20,1321
UTTAR PRADESH,GHAZIPUR,BHADORA,69,167,60,20,43,0,359
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,385,2042,790,246,3,3,3469
UTTAR PRADESH,GHAZIPUR,DEVKALI,30,369,231,318,1,0,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,12,400,214,263,0,0,889
UTTAR PRADESH,GHAZIPUR,KARNDA,52,462,169,259,2,0,944
UTTAR PRADESH,GHAZIPUR,KASIMABAD,25,162,175,751,1,103,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,365,273,659,306,16,1,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,78,178,196,131,0,0,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,34,320,455,692,7,34,1542
UTTAR PRADESH,GHAZIPUR,REVTIPUR,47,114,84,242,0,0,487
UTTAR PRADESH,GHAZIPUR,SADAR,149,280,258,158,4,8,857
UTTAR PRADESH,GHAZIPUR,SADAT,25,247,212,201,0,0,685
UTTAR PRADESH,GHAZIPUR,SAIDPUR,33,283,511,162,1,0,990
UTTAR PRADESH,GHAZIPUR,VIRNO,148,135,928,345,19,0,1575
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,68,556,783,1059,97,17,2580
UTTAR PRADESH,GONDA,BELSAR,127,716,413,1100,5,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,42,2358,556,2195,1,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,19,3110,186,2627,27,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,23,331,402,946,14,2,1718
UTTAR PRADESH,GONDA,HALDAR MAU,189,1640,246,951,88,5,3119
UTTAR PRADESH,GONDA,ITIYATHOK,0,19,0,57,0,0,76
UTTAR PRADESH,GONDA,JHANJHRI,158,1136,372,1600,16,0,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,160,758,775,1063,139,3,2898
UTTAR PRADESH,GONDA,MANKAPUR,124,2051,399,3968,9,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,147,2508,133,1168,0,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,4,802,55,1826,2,0,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,9,1176,538,1558,28,8,3317
UTTAR PRADESH,GONDA,PARASPUR,9,1457,364,1683,0,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,111,1366,209,815,11,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,12,1313,463,2582,1,6,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,31,428,363,1456,3,0,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,64,614,340,960,43,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,20,380,809,1498,10,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,7,253,337,1861,79,0,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,213,697,467,1373,40,1,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,3,105,910,2802,5,0,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,34,646,141,1572,36,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,39,888,702,1165,9,0,2803
UTTAR PRADESH,GORAKHPUR,GOLA,3,776,316,1071,15,1,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,19,663,821,1845,24,2,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,158,315,227,1721,10,2,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,69,125,147,1580,16,0,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,10,793,69,840,0,0,1712
UTTAR PRADESH,GORAKHPUR,PALI,13,715,483,1063,1,0,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,22,368,682,689,35,0,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,72,432,52,1519,35,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,17,200,252,1820,1,6,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,10,671,180,889,4,0,1754
UTTAR PRADESH,GORAKHPUR,URUWA,34,422,312,2217,11,15,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,175,713,136,6,1,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,22,141,88,12,0,1,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,25,356,499,487,1,4,1372
UTTAR PRADESH,HAMIRPUR,MUSKARA,123,472,339,11,2,0,947
UTTAR PRADESH,HAMIRPUR,RATH,42,214,645,53,0,0,954
UTTAR PRADESH,HAMIRPUR,SARILA,1,347,705,0,0,0,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,56,375,982,437,0,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,30,1096,135,1495,0,0,2756
UTTAR PRADESH,HARDOI,BAVAN,122,674,65,1312,57,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,7,381,6,829,7,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,52,288,160,862,32,8,1402
UTTAR PRADESH,HARDOI,BHARKHANI,71,3485,417,1387,47,11,5418
UTTAR PRADESH,HARDOI,BILGRAM,113,41,557,903,64,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,270,611,216,524,1,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,10,827,152,673,4,72,1738
UTTAR PRADESH,HARDOI,KACHOUNA,44,1449,239,485,11,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,57,1409,259,548,27,0,2300
UTTAR PRADESH,HARDOI,MAHDHOGANJ,269,862,191,736,1,4,2063
UTTAR PRADESH,HARDOI,MALLAWAN,25,647,48,1463,3,7,2193
UTTAR PRADESH,HARDOI,PIHANI,65,901,179,1272,14,5,2436
UTTAR PRADESH,HARDOI,SANDI,95,544,724,1392,201,3,2959
UTTAR PRADESH,HARDOI,SANDILA,143,287,22,820,5,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,149,1622,633,1257,11,0,3672
UTTAR PRADESH,HARDOI,SURSA,126,647,59,984,12,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,33,700,545,241,75,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,63,1252,420,964,104,31,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,139,2385,202,473,70,23,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,234,3771,221,387,44,1,4658
UTTAR PRADESH,HARDWAR,KHANPUR,9,1244,19,36,12,343,1663
UTTAR PRADESH,HARDWAR,LAKSAR,21,6153,161,487,62,5,6889
UTTAR PRADESH,HARDWAR,NARSAN,8,2370,71,326,5,1,2781
UTTAR PRADESH,HARDWAR,ROORKEE,15,2958,531,540,1,2,4047
UTTAR PRADESH,JALAUN,DAKOR,47,171,93,21,5,2,339
UTTAR PRADESH,JALAUN,JALAUN,49,415,278,216,27,3,988
UTTAR PRADESH,JALAUN,KADAURA,1,75,82,51,0,0,209
UTTAR PRADESH,JALAUN,KONCH,72,248,86,189,24,0,619
UTTAR PRADESH,JALAUN,KUTHAUND,117,341,288,67,1,0,814
UTTAR PRADESH,JALAUN,MADHOGHARH,523,265,191,44,0,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,94,48,28,28,0,0,198
UTTAR PRADESH,JALAUN,NADIGAON,57,122,31,3,0,0,213
UTTAR PRADESH,JALAUN,RAMPURA,90,130,121,535,2,1,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,15,799,499,3040,17,0,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,21,168,93,2565,1,0,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,40,1037,935,108,2,0,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,28,108,387,1577,0,1,2101
UTTAR PRADESH,JAUNPUR,DOBHI,151,876,579,238,0,0,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,223,1366,55,220,0,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,4,63,4008,324,0,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,18,251,272,1725,1,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,407,500,178,1223,1,5,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,302,757,336,1732,1,57,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,15,645,786,1407,0,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,4,600,1655,1366,0,0,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,2,31,65,2019,0,0,2117
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,173,579,494,743,11,2,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,56,529,444,948,0,0,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,118,1093,530,280,3,0,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,17,339,279,2919,0,0,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,150,861,511,1057,0,0,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,31,632,451,1426,10,0,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,172,296,278,1821,0,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,27,568,302,1953,12,0,2862
UTTAR PRADESH,JHANSI,BADAGAON,26,4,0,81,4,0,115
UTTAR PRADESH,JHANSI,BANGRA,90,1,0,0,1,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,121,153,42,6,0,0,322
UTTAR PRADESH,JHANSI,GURSARAJ,90,131,4,11,1,0,237
UTTAR PRADESH,JHANSI,MAURANIPUR,68,20,12,0,0,4,104
UTTAR PRADESH,JHANSI,MOTH,15,38,81,92,0,0,226
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,76,1000,482,757,13,216,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,5,84,105,18,1,0,213
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,267,1738,901,843,4,303,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,334,1404,323,147,7,175,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,20,570,610,820,0,150,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,3,845,478,284,0,176,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,73,287,35,13,0,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,130,1100,259,710,2,3,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,10,898,751,1051,1,13,2724
UTTAR PRADESH,KANPUR DEHAT,MAITHA,120,1214,913,603,37,18,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,98,367,27,357,2,48,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,35,402,817,348,4,72,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,110,122,95,87,1,19,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,112,1204,687,679,0,300,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,3,234,4,927,4,129,1301
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,8,444,393,411,1,121,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,23,798,32,2479,0,0,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,7,1165,7,678,0,214,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,41,1753,214,703,0,223,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,25,753,607,1023,1,360,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,947,487,230,373,0,1,2038
UTTAR PRADESH,KHIRI,BEHJAM,216,742,1548,1012,245,71,3834
UTTAR PRADESH,KHIRI,BIJUA,68,820,62,799,19,1,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,43,443,66,585,0,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,313,1776,366,886,122,1,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,521,3060,1770,1425,14,18,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,261,2526,964,2695,73,5,6524
UTTAR PRADESH,KHIRI,MITAULI,472,3192,334,1166,8,2,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,176,2363,147,808,9,3,3506
UTTAR PRADESH,KHIRI,NAKAHA,298,1363,927,1904,35,3,4530
UTTAR PRADESH,KHIRI,NIGHASAN,318,2658,325,1880,17,0,5198
UTTAR PRADESH,KHIRI,PALIA,322,3032,358,664,68,5,4449
UTTAR PRADESH,KHIRI,PASGAWAN,180,606,28,1636,5,1,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,59,4102,264,1734,131,1,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,52,1073,164,330,14,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,38,1234,9,909,165,1,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,5,700,12,972,56,2,1747
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,4,252,10,1720,2,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,17,313,155,1355,45,82,1967
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,218,1406,159,1984,27,22,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,0,271,16,937,0,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,2,23,6,1298,93,3,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,8,773,127,1379,86,28,2401
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,41,521,32,680,80,18,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,3,522,65,1977,94,8,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,1,119,78,804,63,4,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,5,3,0,749,9,14,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,7,1193,232,1912,33,81,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,18,201,146,1186,22,1,1574
UTTAR PRADESH,LALITPUR,BAR,286,0,0,0,0,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,827,2010,442,697,0,0,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,105,800,132,485,0,0,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,204,1945,520,3423,5,11,6108
UTTAR PRADESH,LUCKNOW,KAKORI,22,616,333,541,1,2,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,459,655,108,300,4,0,1526
UTTAR PRADESH,LUCKNOW,MALL,5,507,33,1299,0,0,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,165,1339,688,791,9,0,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,146,1240,699,851,10,0,2946
UTTAR PRADESH,MAHOBA,KABARAI,7,63,29,36,17,0,152
UTTAR PRADESH,MAHOBA,PANWADI,20,0,0,0,0,0,20
