-----
{
 "description": "The table shows the Direction of Exports of India by Regions and Countries (in Rs. Cr. and US$ Mn.) since 2010-11. It gives details of the percentage change in value of Exports over the years. It also shows the country-wise share in Total Exports.", 
 "file_name": "tab74.xls", 
 "title": "Download XLS for Direction of Exports: Exports by Regions and Countries (US $ Mn.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab74.xls"
}
-----
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7.4 (A): DIRECTION OF IMPORTS: IMPORTS BY REGIONS AND COUNTRIES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","2010-11","","2011-12","","Change ","Share","April-Nov. 2011","","April-Nov. 2012 (P)","","Change ","Share","","","","TABLE 7.4 (B):  DIRECTION OF EXPORTS : EXPORTS BY REGIONS AND COUNTRIES","","","","","","","","","","","",""
"Countries/Regions ","(US$","(Rs.","(US$","(Rs.","(4) over ","(Percent)","(US$","(Rs.","(US$","(Rs.","(10) over ","(Percent)","","","","","2010-11","","2011-12","","Change ","Share","April-Nov. 2011","","April-Nov. 2012 (P)","","Change ","Share"
"","Million)","Crore)","Million)","Crore)","(2) (Percent)","","Million)","Crore)","Million)","Crore)","(8) (Percent)","","","","","Countries/Regions ","(US$","(Rs.","(US$","(Rs.","(4) over ","(Percent)","(US$","(Rs.","(US$","(Rs.","(10) over ","(Percent)"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,"","","","","Million)","Crore)","Million)","Crore)","(2) (Percent)","","Million)","Crore)","Million)","Crore)","(8) (Percent)",""
"I    Europe ",71180.68,323856.68,91541.44,438486.34,28.6043347717,18.7131939864,61167.61,283983.81,53486.75,290820.3,-12.5570706457,16.6534381741,"","","",1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0
"(a)      EU Countries (27) ",44539.93,202778.58,57294.62,274453.61,28.636529065,11.7123494937,38150.49,177002.37,35069.56,190910.76,-8.0757285162,10.91912949,"","","","I    Europe ",49925.51,227218.38,57762.18,276549.03,15.6967249809,18.9618254034,38821.2,180103.58,34919.93,190026.27,-10.0493287173,18.6876731804
"           1) GERMANY ",11891.37,54136.02,15718.61,75355.57,32.1850215745,3.21324853668,10528.4,48951.52,9464.73,51535.37,-10.1028646328,2.94690359555,"","","","(a)    EU Countries (27) ",46077.64,209707.62,52570.34,251787.6,14.0907824272,17.2574790023,35323.45,163963.6,31361.77,170680.08,-11.2154390355,16.7834960757
"           2) BELGIUM ",8609.82,39178.67,10450.97,50006.18,21.38430304,2.13642071783,6774.26,31309.59,6408.61,34773.56,-5.39763752794,1.99536128886,"","","","        1) NETHERLAND ",7681.47,34967.4,9145.45,43877.51,19.0585916498,3.00221401158,6342.17,29581.86,6480.42,35184.46,2.17985326789,3.46804735954
"           3) U K ",5396.78,24561.69,7593.18,36249.74,40.6983423449,1.55222214456,5400.34,25078.44,4421.98,24076.91,-18.1166371006,1.37681146334,"","","","        2) U K ",7311.98,33296.12,8597.19,41169.46,17.5767712713,2.82223447487,5767.6,26762.45,5358.85,29210.52,-7.08700325959,2.86783041727
"           4) ITALY ",4256.02,19394.7,5414.44,25905.03,27.2183871316,1.10683714444,3642.81,16876.46,3385.49,18474.84,-7.0637776881,1.05409374105,"","","","        3) GERMANY ",6754.35,30733.15,7938.73,37943.53,17.5350699919,2.60607913663,5316.22,24599.25,4516.78,24607.24,-15.037752388,2.41719008222
"           5) FRANCE ",3704.57,16866.57,3832.69,18416.71,3.45843107297,0.783490749758,2468.72,11485.09,2697.93,14728.13,9.28456852134,0.840017582915,"","","","        4) BELGIUM ",5784.42,26347.23,7160.75,34204.34,23.7937425014,2.35068848262,4797.92,22173.07,3317.2,18039.96,-30.8617067396,1.77522547938
"           6) NETHERLAND ",1853.1,8421.68,2672.35,12952.32,44.2097026604,0.546290335278,1595.25,7458.88,1930.32,10524.84,21.0042313117,0.601017350581,"","","","        5) ITALY ",4554.06,20701.97,4878.49,23247.97,7.12397289452,1.60148172406,3342.32,15434.93,2678.86,14581.69,-19.8502836353,1.43361284447
"           7) FINLAND ",1653.02,7527.69,2051.17,9854.55,24.0862179526,0.419306732656,1312.37,6089.87,755.28,4095.48,-42.4491568689,0.235161208787,"","","","        6) FRANCE ",5209.7,23688.07,4563.69,22048.91,-12.4001382037,1.49814104965,2703.11,12551.56,3302.73,17967.29,22.1825970826,1.7674817459
"           8) SWEDEN ",1619.38,7367.67,2004.38,9513.04,23.7745309933,0.409741771184,1387.86,6381.51,1230.06,6702.64,-11.370022913,0.38298696706,"","","","        7) SPAIN ",2566.28,11687.13,2981.58,14279.06,16.1829574325,0.978775374928,1927.87,8918.1,1857.74,10121.14,-3.63769341294,0.994184065494
"           9) SPAIN ",1487.58,6776.2,1802.15,8623.94,21.1464257384,0.368401267694,1256.06,5847.21,1206.41,6586.95,-3.95283664793,0.37562338986,"","","","        8) MALTA ",746.78,3413.32,848.99,4092.11,13.6867618308,0.278701395086,815.57,3922.01,265.26,1438.78,-67.475507927,0.141955960044
"          10) AUSTRIA ",817.07,3717.72,1075.69,5168.57,31.6521228291,0.219895990703,683.55,3162.91,684.34,3695.21,0.115573110965,0.21307359075,"","","","        9) SWEDEN ",627.74,2857.93,824.65,3950.92,31.3680823271,0.27071120444,533.68,2468.06,424.99,2317.47,-20.3661370109,0.227436716653
"          11) CZECH REPUBLIC ",676.78,3079.24,713.35,3408.06,5.40352847306,0.145825288855,468.66,2165.78,455.79,2477.26,-2.74612725643,0.141913101569,"","","","      10) GREECE ",364.88,1657.39,789.45,3769.21,116.358802894,0.259155957491,615.75,2883.68,180.0,980.48,-70.7673568819,0.0963284053683
"          12) POLAND ",386.04,1764.56,657.67,3153.75,70.3631748005,0.134443005146,429.74,1989.35,571.49,3110.25,32.9850607344,0.17793702893,"","","","      11) POLAND ",666.41,3030.33,785.95,3763.79,17.9379060938,0.258006998278,517.56,2399.07,496.01,2703.09,-4.16376845197,0.265443624149
"          13) DENMARK ",472.82,2153.69,619.85,2953.82,31.0964003215,0.126711719768,424.07,1956.98,326.43,1780.06,-23.0245006721,0.101636046744,"","","","      12) DENMARK ",690.75,3142.47,757.39,3615.81,9.64748461817,0.248631491094,500.21,2309.02,446.34,2433.37,-10.7694768197,0.238862335845
"          14) HUNGARY ",342.97,1566.32,425.99,2023.4,24.2061987929,0.0870822384512,305.14,1406.25,180.44,983.96,-40.8664875139,0.0561811361529,"","","","      13) PORTUGAL ",526.84,2395.03,524.66,2498.55,-0.413787867284,0.172232268867,363.04,1677.98,310.42,1690.26,-14.4942706038,0.166123686636
"          15) ROMANIA ",237.45,1081.4,416.72,2006.7,75.4979995789,0.0851872353984,219.55,1004.93,209.74,1144.68,-4.46823047142,0.0653038766167,"","","","      14) IRELAND ",270.52,1229.95,422.68,2051.97,56.2472275617,0.138754880122,267.24,1262.71,229.1,1246.87,-14.2718155965,0.122604653722
"          16) IRELAND ",259.26,1180.93,394.3,1892.45,52.0867083237,0.0806040672816,258.96,1207.16,270.48,1473.85,4.44856348471,0.0842156600901,"","","","      15) AUSTRIA ",593.77,2692.68,341.67,1630.54,-42.4575172205,0.112161398437,230.45,1065.3,203.3,1108.06,-11.7812974615,0.108797582285
"          17) PORTUGAL ",85.37,389.33,310.66,1491.14,263.898324939,0.0635061109351,222.47,1041.79,248.08,1353.27,11.5116644941,0.0772412783021,"","","","      16) HUNGARY ",212.85,968.05,316.06,1516.07,48.4895466291,0.103754299734,203.55,943.37,203.74,1109.98,0.093343158929,0.109033051721
"          18) ESTONIA ",44.9,203.14,232.62,1156.09,418.084632517,0.0475529245018,78.75,359.85,191.73,1048.27,143.466666667,0.0596963491166,"","","","      17) FINLAND ",254.93,1160.1,314.47,1512.9,23.3554309026,0.103232343977,194.1,900.63,194.9,1060.58,0.412158681092,0.104302256702
"          19) LITHUANIA ",125.45,580.29,201.88,977.52,60.9246711837,0.0412689553711,169.61,808.74,39.81,216.25,-76.5285065739,0.0123950954902,"","","","      18) CZECH REPUBLIC ",215.77,981.91,271.9,1306.8,26.0138110025,0.0892577171979,173.75,806.52,164.65,896.73,-5.23741007194,0.0881137330217
"          20) LATVIA ",196.32,899.82,141.56,661.15,-27.8932355338,0.0289381480203,121.8,560.51,49.77,273.03,-59.1379310345,0.0154962045352,"","","","      19) ROMANIA ",426.03,1942.08,269.43,1284.07,-36.7579747905,0.0884468802672,190.7,884.19,167.95,916.01,-11.9297325642,0.0898797537867
"          21) SLOVENIA ",92.0,419.95,137.02,657.81,48.9347826087,0.0280100666978,86.93,404.96,77.86,423.64,-10.4336822731,0.0242422038399,"","","","      20) SLOVENIA ",187.46,852.47,227.01,1085.91,21.0978342046,0.0745214945977,147.11,680.81,151.34,824.98,2.87539936102,0.0809907826025
"          22) GREECE ",93.39,424.4,116.18,550.6,24.4030410108,0.0237498872351,87.72,406.15,70.18,383.16,-19.9954400365,0.0218509872269,"","","","      21) LITHUANIA ",83.3,379.21,134.75,656.9,61.7647058824,0.0442349297257,61.54,288.92,81.45,444.09,32.3529411765,0.0435886034292
"          23) BULGARIA ",57.58,262.66,97.86,454.33,69.9548454324,0.0200048542333,80.99,368.45,52.93,289.04,-34.6462526238,0.0164800905374,"","","","      22) ESTONIA ",52.91,241.36,110.24,530.58,108.353808354,0.0361889324895,73.84,345.5,63.08,343.41,-14.5720476706,0.0337577545035
"          24) SLOVAK REP ",88.03,400.01,90.86,436.29,3.21481313189,0.0185738918418,63.71,297.62,70.85,385.36,11.2070318631,0.0220595959678,"","","","      23) BULGARIA ",69.71,317.37,108.78,520.61,56.0464782671,0.0357096523604,72.71,337.19,91.48,498.32,25.8148810342,0.0489562362394
"          25) LUXEMBOURG ",36.62,167.2,55.81,266.23,52.403058438,0.0114088587243,38.02,174.41,32.22,175.83,-15.2551288795,0.0100319009468,"","","","      24) LATVIA ",103.19,471.1,96.15,460.3,-6.82236650838,0.0315635509694,62.47,288.77,64.03,349.02,2.49719865535,0.0342661544207
"          26) MALTA ",35.87,163.98,44.54,212.63,24.1706161137,0.00910500927397,29.45,136.65,22.96,124.38,-22.0373514431,0.0071487413327,"","","","      25) SLOVAK REP ",59.47,270.87,94.71,454.8,59.2567681184,0.0310908363215,62.63,291.75,70.3,382.96,12.2465272234,0.0376215938744
"          27) CYPRUS ",20.4,93.04,22.14,106.0,8.52941176471,0.00452592962114,15.31,71.3,13.67,74.58,-10.7119529719,0.00425624102866,"","","","      26) CYPRUS ",43.31,197.31,56.62,272.74,30.7319325791,0.0185868773363,33.95,157.43,35.5,194.03,4.56553755523,0.0189981021699
"(b)     Other WE Countries ",26589.4,120842.82,34077.65,163249.43,28.1625384552,6.96626222014,22881.34,106367.5,18343.34,99511.13,-19.8327545502,5.71131501906,"","","","      27) LUXEMBOURG ",18.76,85.63,8.91,42.23,-52.5053304904,0.0029249218839,6.39,29.48,5.38,29.29,-15.8059467919,0.0028791490049
"          1) SWITZERLAND ",24802.0,112739.57,32307.72,154626.13,30.262559471,6.60444746791,21838.86,101468.79,17052.18,92502.11,-21.9181770477,5.30930418025,"","","","(b)  Other WE Countries ",3703.57,16854.0,5008.29,23883.26,35.2287117565,1.64409169719,3371.21,15551.77,3409.16,18535.19,1.12570857348,1.82443859136
"          2) NORWAY ",961.49,4338.74,842.88,4152.3,-12.3360617375,0.172304225793,496.15,2360.29,557.33,3029.0,12.3309483019,0.173528223299,"","","","      1) TURKEY ",2749.15,12509.82,3536.65,16839.58,28.6452176127,1.16099045799,2404.37,11073.98,2508.49,13631.16,4.3304483087,1.34243800879
"          3) TURKEY ",821.06,3742.45,921.85,4446.59,12.2755949626,0.188447525802,541.97,2518.31,731.72,3968.5,35.0111629795,0.227825653657,"","","","      2) SWITZERLAND ",690.55,3141.44,1103.31,5317.21,59.7726449931,0.362188054291,693.25,3231.69,730.98,3979.0,5.44248106744,0.391189654201
"          4) ICELAND ",4.63,21.05,4.61,21.61,-0.431965442765,0.000942390946407,4.01,18.55,1.47,8.03,-63.3416458853,0.000457693804837,"","","","      3) NORWAY ",179.35,815.93,334.16,1565.97,86.3172567605,0.109696060239,248.53,1131.9,154.13,840.4,-37.9833420513,0.0824838728857
"          5) LIECHTENSTEIN ",0.22,1.01,0.59,2.8,168.181818182,0.000120609687284,0.35,1.56,0.64,3.49,82.8571428571,0.000199268051086,"","","","      4) ICELAND ",84.36,386.06,34.03,159.85,-59.6609767662,0.0111711662973,24.96,113.73,15.47,84.12,-38.0208333333,0.0082788912836
"(c)      East Europe ",51.37,235.28,169.16,783.29,229.297255207,0.0345802283068,135.79,613.96,73.86,398.41,-45.607187569,0.0229967785206,"","","","      5) LIECHTENSTEIN ",0.16,0.75,0.14,0.65,-12.5,4.59583685462e-05,0.1,0.47,0.09,0.51,-10.0,4.81642026842e-05
"          1) ALBANIA ",0.12,0.52,105.89,478.42,88141.6666667,0.0216463725195,92.39,410.44,30.16,161.76,-67.3557744345,0.00939050690741,"","","","(c)  East Europe ",144.29,656.76,183.55,878.17,27.2090927992,0.0602547039047,126.55,588.23,149.0,811.0,17.740023706,0.0797385133327
"          2) CROATIA ",28.06,130.02,27.34,131.15,-2.56593014968,0.00558893025483,23.37,110.85,8.21,45.12,-64.8694908002,0.00255623546783,"","","","    1) CROATIA ",97.69,444.68,114.56,549.07,17.2689118641,0.0376070764332,79.8,372.03,81.59,443.28,2.24310776942,0.0436635255222
"          3) BOSNIA-HRZGOVIN ",19.09,86.04,18.91,88.42,-0.942902042954,0.00386564268906,15.32,69.93,19.14,102.04,24.9347258486,0.00595936015278,"","","","    2) UNION OF SERBIA & MONTENEGRO ",23.56,107.32,41.72,197.93,77.0797962649,0.0136955938268,30.06,138.72,46.38,253.12,54.2914171657,0.0248206191166
"          4) MACEDONIA ",1.02,4.62,14.74,73.47,1345.09803922,0.00301319795012,4.43,21.41,15.22,83.35,243.566591422,0.00473884333988,"","","","   3) ALBANIA ",11.5,52.27,12.63,60.67,9.82608695652,0.00414610139099,8.13,37.84,11.59,63.2,42.5584255843,0.00620247899011
"          5) UNION OF SERBIA & MONTENEGRO ",3.08,14.08,2.28,11.83,-25.974025974,0.000466084893234,0.28,1.33,1.13,6.14,303.571428571,0.000351832652698,"","","","   4) MACEDONIA ",8.34,37.99,8.86,42.57,6.23501199041,0.00290850818085,5.26,24.37,5.48,29.82,4.1825095057,0.00293266478566
"II    Africa ",31956.42,145455.58,43061.54,205795.9,34.7508262815,8.80277775149,28487.54,131762.12,27774.21,151238.14,-2.504007015,8.64767608928,"","","","   5) BOSNIA-HRZGOVIN ",3.2,14.5,5.78,27.93,80.625,0.00189742407284,3.3,15.27,3.96,21.58,20.0,0.0021192249181
"(a)      Southern Africa ",12573.98,57264.97,16974.56,81362.24,34.9975107325,3.4699938532,10993.01,50942.62,10500.45,57211.58,-4.48066544104,3.26938157347,"","","","II     Africa ",19713.47,89745.44,24660.73,118668.26,25.0958354871,8.09547798542,15667.49,72897.44,17918.67,97629.3,14.3684789331,9.58931615234
"          1) SOUTH AFRICA ",7140.55,32525.14,9970.57,47643.4,39.6330814853,2.03821581313,6719.08,31095.95,4854.28,26431.71,-27.7537996273,1.51141080472,"","","","(a)   Southern Africa ",5619.12,25639.02,6217.82,29878.21,10.6546932616,2.04114902224,4030.38,18745.83,4594.68,25048.01,14.0011611808,2.45887887543
"          2) BOTSWANA ",26.77,121.66,51.38,253.96,91.9312663429,0.0105032639537,22.39,106.8,39.91,216.64,78.2492184011,0.0124262311232,"","","","     1) SOUTH AFRICA ",3912.37,17884.68,4730.71,22727.19,20.9167333355,1.55296938332,3108.65,14471.42,3214.31,17530.84,3.39890306081,1.72016309255
"          3) SWAZILAND ",109.49,504.18,45.94,228.06,-58.0418303041,0.00939120175227,19.47,91.6,43.69,239.0,124.396507447,0.0136031580499,"","","","     2) NAMIBIA ",55.41,252.29,64.33,307.57,16.0981772243,0.021117870347,44.35,206.23,36.89,200.25,-16.8207440812,0.0197419715224
"          4) NAMIBIA ",36.76,170.11,9.95,46.81,-72.9325353645,0.00203401082793,8.14,37.73,5.32,28.89,-34.6437346437,0.00165641567465,"","","","     3) BOTSWANA ",33.59,152.88,50.44,241.81,50.1637392081,0.0165581436391,34.83,162.6,30.69,166.8,-11.8863049096,0.0164239931153
"          5) LESOTHO ",1.13,5.1,3.15,14.62,178.761061947,0.000643933076178,2.18,9.73,2.84,15.48,30.2752293578,0.000884251976692,"","","","     4) SWAZILAND ",86.9,392.23,23.06,112.32,-73.4637514384,0.00756999984768,13.53,63.58,36.96,204.55,173.170731707,0.019779432569
"          6) ANGOLA ",5112.12,23273.04,6622.9,31858.13,29.5529056438,1.35387440325,4074.66,18913.37,5135.7,27995.01,26.0399640706,1.59903270306,"","","","     5) LESOTHO ",18.64,84.48,21.2,101.33,13.7339055794,0.00695941009414,15.17,70.65,9.42,51.97,-37.903757416,0.00504118654761
"          7) ZAMBIA ",32.09,145.29,168.36,830.21,424.649423496,0.0344166897477,78.67,372.59,193.19,1054.5,145.570102962,0.0601509293582,"","","","     6) MOZAMBIQUE ",605.17,2758.84,533.46,2547.36,-11.8495629327,0.175121080605,343.55,1577.89,694.34,3778.14,102.107407946,0.37158147213
"          8) MOZAMBIQUE ",103.45,467.56,98.36,468.18,-4.92025132914,0.0201070658327,65.5,301.14,201.21,1099.1,207.190839695,0.0626480071233,"","","","     7) ANGOLA ",675.44,3060.51,454.34,2205.36,-32.7342176951,0.149148036895,252.57,1181.37,337.54,1837.87,33.6421586095,0.180637166378
"          9) ZIMBABWE ",11.62,52.89,3.95,18.87,-66.0068846816,0.000807471635208,2.92,13.71,24.31,131.25,732.534246575,0.00756907237795,"","","","     8) ZAMBIA ",118.45,539.05,210.96,1015.87,78.1004643309,0.0692526959179,134.01,624.35,151.58,825.42,13.1109618685,0.0811192204763
"(b)      West Africa ",12862.58,58504.68,18060.97,85864.0,40.4148312391,3.69208126059,11986.01,55102.53,12003.22,65342.76,0.143584061752,3.73727852524,"","","","     9) ZIMBABWE ",113.15,514.06,129.32,619.4,14.2907644719,0.0424524015742,83.72,387.74,82.95,452.17,-0.919732441472,0.0443913401406
"          1) NIGERIA ",10787.72,49005.15,14622.57,69429.82,35.5482900928,2.98919253388,9789.83,44956.11,9023.11,48981.26,-7.83180096079,2.80940241317,"","","","(b)   West Africa ",4296.61,19538.37,6451.88,31066.23,50.1621045429,2.11798484897,4053.77,18868.49,4195.66,22860.35,3.50019858058,2.24534020704
"          2) COTE D' IVOIRE ",250.84,1152.13,492.37,2376.39,96.2884707383,0.100651850387,300.16,1399.54,313.05,1718.41,4.29437633262,0.0974700990505,"","","","     1) NIGERIA ",2098.94,9541.66,2700.23,13042.28,28.6473172173,0.886415467854,1716.88,8042.77,1844.17,10050.83,7.41403010111,0.986921974045
"          3) CAMEROON ",138.1,627.59,478.31,2235.29,246.350470673,0.0977776602117,323.83,1465.93,99.84,543.96,-69.1690084303,0.0310858159694,"","","","     2) GHANA ",579.77,2636.84,797.54,3828.93,37.5614467806,0.261811694645,517.44,2403.04,488.27,2660.31,-5.6373685838,0.261301502718
"          4) SENEGAL ",205.65,940.3,429.08,2056.88,108.645757355,0.0877139061354,289.63,1349.75,254.38,1387.11,-12.170700549,0.0792028231799,"","","","     3) BENIN ",263.66,1199.4,654.99,3084.53,148.422210423,0.215016227243,492.48,2260.71,247.32,1346.0,-49.7807017544,0.132355228976
"         5) GHANA ",159.75,729.44,403.6,1883.8,152.644757433,0.0825052030304,329.33,1503.13,212.92,1164.49,-35.3475237604,0.0662939897455,"","","","     4) SENEGAL ",210.16,956.72,365.08,1782.56,73.7152645603,0.119846294206,171.1,798.13,307.23,1679.35,79.561659848,0.16441653323
"         6) GUINEA BISSAU ",59.45,275.72,298.05,1433.77,401.345668629,0.0609283343984,275.41,1316.12,99.81,548.25,-63.7594858574,0.0310764752795,"","","","     5) TOGO ",204.86,932.1,353.02,1724.94,72.3225617495,0.11588730903,180.3,840.45,166.25,902.46,-7.79256794232,0.0889699855138
"         7) BENIN ",153.43,700.43,285.51,1307.93,86.0848595451,0.0583648674856,259.45,1175.14,224.88,1237.52,-13.3243399499,0.0700178114502,"","","","     6) CONGO P REP ",241.88,1100.32,347.56,1637.39,43.6910864892,0.114094932657,256.44,1174.32,132.11,718.79,-48.4830759632,0.0706996979623
"         8) CONGO P REP ",543.33,2480.16,258.51,1279.84,-52.421180498,0.0528454411184,86.81,408.86,446.21,2455.46,414.007602811,0.13893030793,"","","","     7) COTE D' IVOIRE ",94.15,429.02,284.27,1406.08,201.933085502,0.0933184673331,116.78,552.99,281.83,1534.31,141.334132557,0.150823524916
"         9) GUINEA ",103.22,478.19,262.01,1259.57,153.836465801,0.0535609223141,117.33,530.57,73.63,407.05,-37.2453762891,0.0229251665647,"","","","     8) CAMEROON ",121.18,551.58,192.22,929.93,58.6235352368,0.0631008400139,113.1,527.5,152.08,827.56,34.4650751547,0.0813867993801
"        10) GABON ",307.71,1412.03,146.26,719.34,-52.4682330766,0.0298989370546,46.44,214.1,738.03,4053.01,1489.2118863,0.229790312098,"","","","     9) GUINEA ",96.4,438.66,131.85,626.05,36.7738589212,0.0432829349487,92.73,426.95,141.44,769.23,52.5288471908,0.0756927203072
"        11) TOGO ",91.89,420.71,146.75,704.66,59.7018173904,0.029999104422,92.64,434.92,123.37,673.87,33.1714162349,0.03841203041,"","","","    10) MALI ",65.45,296.1,98.37,474.99,50.2979373568,0.0322923193849,58.16,270.8,41.0,223.35,-29.5048143054,0.0219414701117
"        12) EQUTL GUINEA ",0.12,0.56,76.58,393.02,63716.6666667,0.0156547285631,0.65,3.22,245.44,1351.37,37660.0,0.0764192975913,"","","","    11) NIGER ",47.08,214.32,88.46,417.02,87.8929481733,0.02903912344,67.65,311.29,33.98,184.71,-49.770879527,0.0181846623023
"        13) NIGER ",10.47,49.0,73.68,370.75,603.724928367,0.0150619012866,0.07,0.3,69.05,386.87,98542.8571429,0.0214991545742,"","","","    12) SIERRA LEONE ",54.3,246.55,86.07,415.6,58.5082872928,0.0282545484341,49.6,230.14,112.69,614.77,127.197580645,0.0603069333387
"        14) GAMBIA ",14.73,68.23,40.13,186.29,172.437202987,0.00820350296732,37.82,174.35,24.92,137.23,-34.1089370703,0.00775899973915,"","","","    13) BURKINA FASO ",45.85,208.3,85.24,407.2,85.9105779716,0.0279820809634,56.52,261.41,49.73,270.8,-12.0134465676,0.026613397772
"        15) BURKINA FASO ",4.11,18.95,18.16,85.45,341.849148418,0.00371232528997,17.8,83.58,12.76,68.98,-28.3146067416,0.00397290676852,"","","","    14) LIBERIA ",43.96,200.46,78.52,378.73,78.6169244768,0.0257760792732,46.01,213.3,82.33,450.62,78.9393610085,0.0440595422999
"        16) LIBERIA ",17.75,80.52,10.94,51.49,-38.3661971831,0.00223638979473,8.52,39.0,9.46,51.44,11.0328638498,0.00294543088011,"","","","    15) GAMBIA ",41.7,189.47,64.15,308.96,53.8369304556,0.021058781016,41.22,191.99,36.15,196.67,-12.2998544396,0.0193459547448
