-----
{
 "description": "The table shows the Direction of Exports of India by Regions and Countries (in Rs. Cr. and US$ Mn.) since 2010-11. It gives details of the percentage change in value of Exports over the years. It also shows the country-wise share in Total Exports.", 
 "file_name": "tab74.xls", 
 "title": "Download XLS for Direction of Exports: Exports by Regions and Countries (US $ Mn.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab74.xls"
}
-----
"","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"(d)   East Africa ",579.71,2634.65,537.12,2600.39,-7.34677683669,0.109799788532,301.84,1401.45,479.99,2614.17,59.0213358071,0.149447924751,"","","","     7) C AFRI REP ",3.52,15.97,6.28,30.52,78.4090909091,0.00206156110336,2.89,13.59,3.89,21.19,34.6020761246,0.00208176387157
"       1) TANZANIA REP ",326.57,1481.45,232.18,1141.43,-28.9034510212,0.0474629782943,99.92,467.05,278.51,1517.86,178.732986389,0.0867158514185,"","","","(d)   East Africa ",5346.87,24310.58,6590.82,31730.61,23.2650129889,2.16359524701,4215.49,19637.25,4800.04,26170.6,13.8667153759,2.5687788828
"       2) KENYA ",123.98,566.11,118.73,566.48,-4.23455396032,0.024271166392,85.3,395.94,70.06,382.47,-17.8663540445,0.0218136244673,"","","","      1) KENYA ",2182.01,9947.53,2277.72,10988.42,4.38632270246,0.747716394322,1396.63,6509.48,2508.78,13655.31,79.6309688321,1.34259320456
"       3) MADAGASCAR ",32.08,145.81,80.05,386.84,149.532418953,0.0163640770629,41.61,192.11,55.82,301.78,34.1504446047,0.0173799103306,"","","","      2) TANZANIA REP ",1474.81,6701.41,1610.88,7677.57,9.22627321485,0.528810119455,1138.25,5282.11,990.87,5422.11,-12.947946409,0.530271816818
"       4) MAURITIUS ",16.51,75.13,39.02,183.92,136.341611145,0.00797659321666,29.07,133.26,20.39,111.59,-29.8589611283,0.00634855556506,"","","","      3) MAURITIUS ",853.91,3860.61,1400.51,6769.08,64.011429776,0.459751105233,868.79,4044.3,282.62,1543.02,-67.4696992369,0.151246299584
"       5) REUNION ",18.33,83.53,28.92,139.0,57.7741407529,0.00591191890891,19.66,91.68,17.89,97.61,-9.00305188199,0.0055701647405,"","","","      4) DJIBOUTI ",319.87,1452.74,475.39,2294.86,48.6197517742,0.15605820588,297.42,1389.87,248.98,1355.83,-16.2867325667,0.133243590937
"       6) ETHIOPIA ",32.74,149.4,27.43,130.27,-16.2186927306,0.00560732834272,19.92,91.7,23.19,125.77,16.4156626506,0.00722035328855,"","","","      5) ETHIOPIA ",273.66,1245.45,464.02,2240.92,69.5607688372,0.152325729806,297.18,1389.95,463.09,2531.02,55.8281176391,0.247826229122
"       7) SOMALIA ",9.24,41.82,3.43,16.46,-62.8787878788,0.000701171571839,2.38,11.04,6.41,35.02,169.327731092,0.00199579407415,"","","","      6) SOMALIA ",89.45,406.21,145.05,712.66,62.1576299609,0.0476161525545,80.11,382.02,137.72,749.89,71.9136187742,0.0737019332629
"       8) COMOROS ",8.56,38.24,2.91,14.42,-66.0046728972,0.00059487150847,1.19,5.57,3.42,18.63,187.394957983,0.00106483864799,"","","","      7) MADAGASCAR ",79.33,360.47,123.57,597.27,55.7670490357,0.0405648257232,75.7,353.89,101.35,551.01,33.8837516513,0.0542382438005
"       9) SEYCHELLES ",9.29,42.22,2.5,12.12,-73.08934338,0.000511057996967,1.49,6.99,1.53,8.34,2.68456375839,0.000476375184627,"","","","      8) REUNION ",38.21,173.98,47.99,230.31,25.5953938759,0.0157538721895,32.73,152.66,32.46,176.95,-0.824931255729,0.0173712224348
"      10) DJIBOUTI ",2.41,10.94,1.95,9.45,-19.0871369295,0.000398625237634,1.3,6.11,2.77,15.1,113.076923077,0.000862457033605,"","","","      9) SEYCHELLES ",27.02,122.95,34.72,166.75,28.4974093264,0.0113976753995,22.3,103.52,20.11,109.18,-9.82062780269,0.0107620235109
"III    America ",36286.67,165177.98,44539.43,213679.18,22.7432277473,9.10489275274,29059.61,134939.5,37086.67,202124.55,27.6227382267,11.5471694565,"","","","     10) COMOROS ",8.61,39.22,10.98,52.78,27.5261324042,0.00360444919027,6.38,29.45,14.06,76.28,120.376175549,0.00752431877488
"(a)    North America ",22080.7,100601.81,25932.34,124410.12,17.4434687306,5.30117189483,17446.0,81146.25,18396.16,100317.3,5.4462914135,5.7277608604,"","","","III    America ",36882.36,168014.8,50013.89,239498.28,35.603822532,16.4182627789,32725.97,151554.17,36521.89,198923.91,11.5991061533,19.5449745819
"        1) U S A ",20050.72,91358.5,23388.76,112106.29,16.6479807209,4.78120513486,15809.79,73476.64,16646.57,90776.95,5.29279642551,5.18301493931,"","","","(a)    North America ",26644.66,121352.32,36375.07,174295.4,36.5191749491,11.9409919497,23663.81,109627.9,26446.87,144087.83,11.7608280323,14.1532489671
"        2) CANADA ",2029.98,9243.31,2543.58,12303.83,25.3007418792,0.51996675997,1636.21,7669.61,1749.59,9540.35,6.92942837411,0.544745921092,"","","","      1) U S A ",25295.8,115212.29,34353.39,164527.44,35.8066951826,11.2773268459,22439.02,103921.85,25173.14,137148.21,12.1846676013,13.4716024129
"(b)    Latin America ",14205.95,64576.21,18607.08,89269.07,30.9808918094,3.80371881368,11613.6,53793.27,18690.53,101807.27,60.9365743611,5.81941482321,"","","","      2) CANADA ",1348.86,6140.03,2021.68,9767.96,49.8806399478,0.663665103732,1224.79,5706.05,1273.73,6939.62,3.99578703288,0.681646554277
"        1) VENEZUELA ",5209.96,23748.25,6666.62,32128.5,27.9591398015,1.3628117855,3962.05,18398.61,8308.35,45286.81,109.698262263,2.58685736287,"","","","(b)    Latin America ",10237.69,46662.49,13638.81,65202.85,33.221556816,4.47726754651,9062.16,41926.29,10075.04,54836.09,11.1770262277,5.3917363179
"        2) BRAZIL ",3548.88,16064.3,4315.25,20630.32,21.5947002998,0.882137208565,2702.94,12512.24,3406.6,18717.54,26.0331342908,1.06066647317,"","","","      1) BRAZIL ",4024.29,18336.48,5769.28,27574.45,43.3614376698,1.8939049749,3789.88,17536.17,3997.09,21732.93,5.46745543395,2.13907392119
"       3) CHILE ",1550.25,7056.38,2057.83,9929.78,32.7418158362,0.420668191159,1219.99,5627.86,1644.06,8890.64,34.7601209846,0.511888487606,"","","","      2) BAHAMAS ",2173.18,9930.38,2243.52,10561.49,3.23673142584,0.736489421434,1655.37,7553.04,1898.01,10311.12,14.6577502311,1.01573487041
"       4) ARGENTINA ",1022.73,4690.05,1052.61,4966.8,2.92159220909,0.215177903275,850.08,3944.32,967.53,5257.27,13.8163466968,0.301246589792,"","","","      3) MEXICO ",913.22,4156.57,1368.79,6585.35,49.8861172554,0.449338252017,853.9,3965.11,1043.73,5687.64,22.2309403911,0.558560258528
"       5) MEXICO ",1163.45,5268.83,2577.66,12397.08,121.55313937,0.526933502585,1368.39,6288.29,2059.04,11117.01,50.4717222429,0.641095137355,"","","","      4) COLOMBIA ",561.31,2555.02,887.34,4267.99,58.0837683277,0.291290705327,569.32,2649.31,609.7,3323.29,7.09267195953,0.326285715295
"       6) COLOMBIA ",856.31,3865.58,559.13,2719.43,-34.704721421,0.114299143138,393.13,1854.07,1165.17,6367.07,196.382875893,0.362783054818,"","","","      5) PERU ",417.6,1899.8,563.86,2718.14,35.0239463602,0.18510061206,343.29,1596.38,421.3,2296.27,22.7242273297,0.225461984343
"       7) PERU ",187.36,852.77,470.16,2218.17,150.939368061,0.0961116111416,353.91,1623.77,306.54,1667.71,-13.384758837,0.0954431693434,"","","","      6) CHILE ",507.55,2313.37,521.83,2513.12,2.81351590976,0.171303253275,331.61,1544.25,455.79,2487.61,37.4476041133,0.243919577127
"       8) COSTA RICA ",95.33,435.96,204.11,978.6,114.108884926,0.0417248191044,126.52,585.5,134.95,736.79,6.66297818527,0.0420175367094,"","","","      7) ARGENTINA ",404.48,1843.22,473.45,2275.78,17.051522943,0.155421354201,318.49,1482.77,344.49,1879.45,8.16352161763,0.184356513141
"       9) TRINIDAD ",80.18,367.28,205.25,954.93,155.986530307,0.041957861551,203.06,943.76,3.02,16.47,-98.5127548508,0.00094029611606,"","","","      8) VENEZUELA ",176.0,799.17,249.6,1203.35,41.8181818182,0.0819372056366,154.98,721.97,162.53,888.18,4.87159633501,0.0869791984695
"      10) PANAMA REPUBLIC ",188.47,862.52,163.19,746.29,-13.4132753223,0.03335982181,153.94,698.83,89.17,485.95,-42.074834351,0.0277636439302,"","","","      9) ECUADOR ",121.46,552.76,231.55,1123.62,90.6388934629,0.0760118588348,172.35,822.28,114.16,622.09,-33.7626921961,0.0610936153158
"       11) FR GUIANA ",0.21,0.97,106.47,507.14,50600.0,0.0217649379748,106.45,507.04,0.54,2.9,-99.4927195867,0.000168132418103,"","","","     10) PANAMA REPUBLIC ",124.16,565.15,232.17,1115.36,86.9925902062,0.0762153887526,149.06,693.51,170.46,928.48,14.3566349121,0.0912229998838
"       12) ECUADOR ",169.11,754.95,62.42,306.55,-63.0891135947,0.0127600960683,40.99,197.64,439.83,2348.47,973.017809222,0.136943854545,"","","","     11) GUATEMALA ",112.68,513.9,191.38,921.64,69.8438054668,0.0628250898027,120.95,562.97,150.49,819.53,24.4233154196,0.080535898466
"       13) NETHERLANDANTIL ",3.47,15.73,53.99,250.51,1455.90778098,0.0110368085025,49.46,227.79,9.91,54.66,-79.9636069551,0.00308554122853,"","","","     12) URUGUAY ",85.34,388.35,140.67,675.4,64.8347785329,0.0461783121671,99.85,466.95,97.48,532.66,-2.37356034051,0.052167183085
"       14) URUGUAY ",17.32,79.21,30.55,143.27,76.3856812933,0.00624512872294,22.95,104.6,21.79,119.55,-5.05446623094,0.00678445442681,"","","","     13) DOMINIC REP ",82.75,376.98,103.43,490.67,24.9909365559,0.0339533861338,72.07,331.29,74.83,408.64,3.82961010129,0.0400458587428
"       15) PARAGUAY ",5.31,24.64,11.43,54.82,115.254237288,0.00233655716213,10.97,52.44,8.34,44.76,-23.9744758432,0.00259671179071,"","","","     14) HONDURAS ",63.07,288.09,91.66,442.1,45.3305850642,0.0300896004353,57.18,266.48,76.42,417.54,33.6481287163,0.0408967596569
"       16) EL SALVADOR ",5.4,24.58,11.13,53.72,106.111111111,0.0022752302025,7.49,34.94,4.87,26.64,-34.9799732977,0.00151630532623,"","","","     15) TRINIDAD ",62.96,286.9,82.46,394.6,30.9720457433,0.0270694790737,52.22,240.56,51.93,283.18,-0.555342780544,0.0277907449488
"       17) GUYANA ",9.24,42.0,8.68,41.64,-6.06060606061,0.00177439336547,6.8,31.95,3.56,19.5,-47.6470588235,0.00110842853416,"","","","     16) PARAGUAY ",41.53,188.99,66.9,322.87,61.0883698531,0.0219615346839,43.91,205.06,49.91,271.9,13.6643133683,0.0267097261774
"       18) HONDURAS ",1.43,6.54,7.68,38.5,437.062937063,0.00156997016668,3.7,18.01,10.27,56.22,177.567567568,0.00319762950726,"","","","     17) COSTA RICA ",61.47,279.47,65.49,315.96,6.53977550024,0.0214986682578,38.45,178.14,52.36,286.07,36.1768530559,0.028020862806
"       19) DOMINIC REP ",15.77,72.17,7.87,37.81,-50.0951173114,0.00160881057445,4.91,22.84,7.25,39.65,47.6578411405,0.0022573333912,"","","","     18) HAITI ",60.53,275.37,48.3,231.1,-20.2048570957,0.0158556371484,33.62,156.4,44.21,241.01,31.499107674,0.0236593266741
"       20) GUATEMALA ",40.18,179.95,7.33,34.36,-81.7570930811,0.00149842204711,5.33,24.21,4.93,27.15,-7.50469043152,0.00153498670602,"","","","     19) NICARAGUA ",30.01,136.34,45.7,219.01,52.2825724758,0.0150021245897,31.37,146.14,37.48,204.63,19.4772075231,0.0200577146289
"       21) SURINAME ",0.88,4.01,4.58,21.96,420.454545455,0.000936258250444,2.84,13.11,7.92,43.29,178.873239437,0.00246594213218,"","","","     20) NETHERLANDANTIL ",52.32,239.52,39.24,184.62,-25.0,0.0128814741554,29.11,133.09,42.76,234.37,46.8911027138,0.0228833478531
"       22) CUBA ",1.12,5.03,4.11,19.45,266.964285714,0.000840179347014,3.09,14.29,2.35,12.82,-23.9482200647,0.00073168737508,"","","","     21) EL SALVADOR ",24.06,109.45,37.51,181.06,55.9019118869,0.0123135600298,23.43,109.45,34.33,186.88,46.5215535638,0.018371967535
"       23) BOLIVIA ",6.69,30.48,4.04,19.11,-39.6113602392,0.000825869723099,3.17,14.68,2.24,12.18,-29.3375394322,0.0006974381788,"","","","     22) CUBA ",25.51,116.27,36.67,174.07,43.7475499804,0.0120378098185,26.85,124.44,24.36,132.32,-9.27374301676,0.0130364441932
"       24) BAHAMAS ",4.5,20.29,3.49,15.69,-22.4444444444,0.000713436963766,3.42,15.37,0.1,0.54,-97.0760233918,3.11356329821e-05,"","","","     23) JAMAICA ",22.34,101.51,26.66,128.05,19.3375111907,0.00875178646744,17.67,82.35,20.94,114.44,18.505942275,0.0112062044912
"       25) FALKLAND IS ",1.35,6.2,2.35,10.63,74.0740740741,0.000480394517149,2.35,10.63,0.99,5.54,-57.8723404255,0.000308242766523,"","","","     24) BELIZE ",14.3,65.25,26.1,125.49,82.5174825175,0.00856795299326,16.99,79.16,16.39,89.11,-3.53148911124,0.00877123646659
"       26) HAITI ",1.33,6.08,2.06,10.22,54.8872180451,0.000421111789501,0.88,4.16,0.81,4.42,-7.95454545455,0.000252198627155,"","","","     25) BOLIVIA ",15.71,71.44,24.85,120.75,58.179503501,0.00815761041695,13.65,63.78,34.1,185.44,149.816849817,0.0182488812392
"       27) GUADELOUPE ",0.05,0.22,1.89,8.85,3680.0,0.000386359845707,1.2,5.46,0.27,1.51,-77.5,8.40662090517e-05,"","","","     26) GUYANA ",16.04,73.18,21.53,102.24,34.2269326683,0.00706774053428,15.81,73.07,14.71,80.16,-6.95762175838,0.00787217134982
"       28) JAMAICA ",0.77,3.51,1.62,7.77,110.38961039,0.000331165582035,1.06,4.92,1.72,9.56,62.2641509434,0.000535532887293,"","","","     27) SURINAME ",12.06,54.91,10.43,50.55,-13.5157545605,0.00342389845669,5.91,27.4,14.67,79.98,148.223350254,0.00785076503752
"       29) NICARAGUA ",0.91,4.14,1.02,4.92,12.0879120879,0.000208511662763,0.74,3.48,75.51,418.97,10104.0540541,0.0235105164648,"","","","     28) BARBADOS ",5.44,24.82,7.55,36.16,38.7867647059,0.00247846916088,5.06,23.51,4.23,23.0,-16.4031620553,0.00226371752616
"       30) BARBADOS ",0.15,0.7,0.83,3.8,453.333333333,0.000169671254993,0.77,3.5,0.08,0.43,-89.6103896104,2.49085063857e-05,"","","","     29) GUADELOUPE ",6.21,28.31,7.09,33.5,14.1706924316,0.0023274630928,5.12,23.46,4.65,25.44,-9.1796875,0.00248848380535
"       31) BR VIRGN IS ",0.87,3.98,0.5,2.46,-42.5287356322,0.000102211599393,0.32,1.58,0.52,2.87,62.5,0.000161905291507,"","","","     30) MARTINIQUE ",4.87,22.08,6.28,29.53,28.9527720739,0.00206156110336,4.57,20.92,3.73,20.3,-18.3807439825,0.00199613862236
"       32) ST LUCIA ",0.32,1.45,0.45,2.2,40.625,9.19904394541e-05,0.26,1.25,0.23,1.23,-11.5384615385,7.16119558589e-05,"","","","     31) VIRGIN IS US ",1.33,6.02,3.72,18.74,179.69924812,0.00122117950708,1.09,5.18,1.07,5.84,-1.83486238532,0.000572618854134
"       33) DOMINICA ",0.34,1.54,0.28,1.39,-17.6470588235,5.72384956603e-05,0.13,0.61,0.32,1.79,146.153846154,9.96340255428e-05,"","","","     32) DOMINICA ",2.47,11.26,2.82,13.59,14.1700404858,0.000925732852145,1.75,8.23,1.46,7.93,-16.5714285714,0.000781330399099
"       34) VIRGIN IS US ",0.34,1.56,0.21,0.99,-38.2352941176,4.29288717452e-05,0.12,0.56,1.33,7.16,1008.33333333,0.000414103918662,"","","","     33) FR GUIANA ",3.6,16.35,1.62,7.61,-55.0,0.000531803978892,1.41,6.54,0.79,4.28,-43.9716312057,0.000422774668005
"       35) BELIZE ",0.21,0.95,0.09,0.46,-57.1428571429,1.83980878908e-05,0.03,0.17,0.14,0.75,366.666666667,4.3589886175e-05,"","","","     34) FALKLAND IS ",0.04,0.18,1.38,6.89,3350.0,0.000453018204241,0.58,2.75,0.18,0.18,-100.0,0.0
"       36) ANTIGUA ",15.63,72.77,0.06,0.28,-99.6161228407,1.22653919272e-05,0.06,0.27,0.23,1.18,283.333333333,7.16119558589e-05,"","","","     35) ST LUCIA ",2.56,11.79,1.32,6.45,-48.4375,0.000433321760578,0.7,3.25,0.72,3.94,2.85714285714,0.000385313621473
"       37) GRENADA ",0.01,0.06,0.03,0.13,200.0,6.1326959636e-06,0.0,0.01,0.23,0.23,0.0,0.0,"","","","     36) GRENADA ",1.01,4.62,1.03,4.95,1.9801980198,0.000338122282876,0.7,3.28,0.49,2.69,-30.0,0.000262227325725
"       38) TURKS C IS ",0.08,0.35,0.01,0.06,-87.5,2.04423198787e-06,0.01,0.06,0.23,0.23,0.0,0.0,"","","","     37) BERMUDA ",0.9,4.11,1.02,4.81,13.3333333333,0.000334839542265,0.69,3.1,0.99,5.39,43.4782608696,0.000529806229526
"       39) CAYMAN IS ",0.03,0.12,0.01,0.04,-66.6666666667,2.04423198787e-06,0.0,0.0,0.23,0.23,0.0,0.0,"","","","     38) BR VIRGN IS ",0.42,1.89,1.04,4.79,147.619047619,0.000341405023486,0.87,3.92,0.37,2.03,-57.4712643678,0.000198008388813
"       40) BERMUDA ",0.0,0.02,0.01,0.04,0.04,0.0,0.0,0.0,0.01,0.08,0.0,3.11356329821e-06,"","","","     39) CAYMAN IS ",0.29,1.3,0.98,4.49,237.931034483,0.000321708579823,0.89,4.05,0.26,1.4,-70.7865168539,0.000139141029976
"       41) MARTINIQUE ",0.01,0.06,0.01,0.04,0.04,0.0,0.0,0.0,0.04,0.19,0.0,1.24542531929e-05,"","","","     40) ANTIGUA ",0.94,4.29,0.87,4.18,-7.44680851064,0.000285598433109,0.52,2.37,0.71,3.82,36.5384615385,0.000379962043397
"       42) MONTSERRAT ",0.0,0.01,0.01,0.04,0.04,0.0,0.0,0.0,0.04,0.19,0.0,0.0,"","","","     41) ST KITT N A ",0.74,3.36,0.66,3.24,-10.8108108108,0.000216660880289,0.37,1.71,0.5,2.71,35.1351351351,0.000267578903801
"       43) ST VINCENT ",0.0,0.02,0.01,0.04,0.04,0.0,0.0,0.0,0.04,0.19,0.0,0.0,"","","","     42) ST VINCENT ",0.36,1.65,0.61,2.99,69.4444444444,0.000200247177237,0.19,0.86,0.17,0.91,-10.5263157895,9.09768272923e-05
"       44) ST KITT N A ",0.0,0.02,0.09,0.44,0.04,1.83980878908e-05,0.09,0.44,0.04,0.19,0.0,0.0,"","","","     43) MONTSERRAT ",0.53,2.38,0.28,1.26,-47.1698113208,9.19167370924e-05,0.28,1.24,0.04,0.21,-85.7142857143,2.14063123041e-05
"IV)   Asia ",220253.9,1003044.9,297627.31,1426817.07,35.1291895399,60.8419267565,197670.65,918092.4,196259.64,1068601.97,-0.713818667566,61.1066812024,"","","","     44)TURKS C IS ",0.05,0.24,0.17,0.84,240.0,5.58065903775e-05,0.08,0.4,0.23,1.28,187.5,0.000123086295748
"(a)   East Asia ",11640.79,53071.11,15939.67,76370.53,36.9294523825,3.25843832901,10656.46,49489.52,8807.36,48021.7,-17.3519161147,2.74222728501,"","","","IV   Asia",127345.87,579221.49,152361.08,731313.03,19.6435188672,50.0161904767,97256.05,451158.8,94192.51,513268.49,-3.14997370344,50.4078571441
"       1) AUSTRALIA ",10789.0,49187.56,14855.35,71129.37,37.6897766243,3.0367781661,9963.75,46242.66,8238.89,44916.25,-17.311353657,2.5652305522,"","","","(a)   East Asia ",2506.33,11387.17,2806.26,13568.94,11.9668998097,0.921222366546,1648.26,7673.03,1908.56,10411.21,15.7924113914,1.02138078528
"       2) NEW ZEALAND ",625.21,2853.8,824.85,3959.59,31.9316709586,0.168618475519,538.46,2502.9,502.0,2740.27,-6.77116220332,0.15630087757,"","","","     1) AUSTRALIA ",1713.02,7802.98,2466.24,11937.71,43.9702980701,0.80960262031,1421.72,6619.55,1634.38,8914.54,14.957938272,0.874651217588
"       3) PAPUA N GNA ",216.94,985.39,197.66,989.39,-8.88724993086,0.0404062894722,108.21,531.1,30.01,164.67,-72.2668884576,0.00934380345794,"","","","     2) NEW ZEALAND ",190.59,867.85,251.62,1208.73,32.0216170838,0.08260031924,167.65,781.41,218.44,1192.66,30.2952579779,0.116899871493
"       4) SOLOMON IS ",0.04,0.19,22.45,109.41,56025.0,0.00458930081276,12.68,59.81,8.78,48.33,-30.7570977918,0.00273370857583,"","","","     3) FIJI IS ",28.47,129.83,36.81,175.18,29.2939936776,0.012083768187,26.7,123.75,28.94,157.91,8.38951310861,0.015487466952
"       5) TIMOR LESTE ",1.7,7.79,22.17,100.78,1204.11764706,0.0045320623171,21.64,97.99,0.1,0.54,-99.5378927911,3.11356329821e-05,"","","","     4) PAPUA N GNA ",21.95,99.8,35.92,170.17,63.6446469248,0.0117916042727,25.54,117.33,20.09,109.63,-21.3390759593,0.0107513203547
"       6) NAURU RP ",4.05,18.92,15.18,72.33,274.814814815,0.00310314415758,10.06,47.14,20.98,115.49,108.548707753,0.00653225579965,"","","","     5) TIMOR LESTE ",546.08,2458.42,7.42,37.4,-98.641224729,0.00243579353295,2.03,9.5,1.48,8.1,-27.0935960591,0.000792033555251
"      7) FIJI IS ",2.99,13.55,1.9,9.11,-36.4548494983,0.000388404077695,1.6,7.63,0.84,4.62,-47.5,0.00026153931705,"","","","     6) VANUATU REP ",2.49,11.31,2.67,12.76,7.22891566265,0.000876491742988,1.79,8.29,2.51,13.68,40.2234636872,0.00134324609708
"      8) SAMOA ",0.12,0.56,0.1,0.51,-16.6666666667,2.04423198787e-05,0.06,0.29,0.31,1.7,416.666666667,9.65204622446e-05,"","","","     7) SAMOA ",1.53,6.94,2.2,10.48,43.7908496732,0.000722202934297,1.51,7.03,0.86,4.62,-43.0463576159,0.000460235714538
"      9) TUVALU ",0.12,0.12,0.01,0.04,2.04423198787e-06,2.04423198787e-06,0.06,0.29,0.31,0.31,0.0,0.0,"","","","     8) KIRIBATI REP ",0.13,0.57,1.21,5.89,830.769230769,0.000397211613864,0.17,0.78,0.32,1.71,88.2352941176,0.000171250498433
"     10) VANUATU REP ",0.07,0.33,0.01,0.04,0.0,0.0,0.06,0.29,5.37,29.4,0.0,0.00167198349114,"","","","     9) SOLOMON IS ",1.14,5.18,1.18,5.76,3.50877192982,0.000387363392032,0.61,2.85,0.81,4.38,32.7868852459,0.000433477824158
"     11) TONGA ",0.22,0.99,0.01,0.04,0.0,0.0,0.06,0.29,0.29,0.29,0.0,0.0,"","","","    10) TONGA ",0.72,3.24,0.77,3.74,6.94444444444,0.000252771027004,0.49,2.32,0.73,3.95,48.9795918367,0.000390665199549
"     12) KIRIBATI REP ",0.45,2.03,0.01,0.04,0.0,0.0,0.06,0.29,0.08,0.43,0.0,2.49085063857e-05,"","","","    11) NAURU RP ",0.11,0.5,0.21,1.03,90.9090909091,6.89375528193e-05,0.05,0.22,0.0,0.01,0.0,0.0
"(b)  ASEAN ",30607.97,139439.33,42563.64,203154.36,39.0606433553,8.70099544081,29029.66,134394.46,28519.0,155351.45,-1.75909741967,8.87957117017,"","","","    12) TUVALU ",0.12,0.56,0.01,0.07,-91.6666666667,3.28274061044e-06,0.0,0.0,0.01,0.03,0.0,5.35157807602e-06
"      1) INDONESIA ",9918.63,45136.29,14650.11,69892.74,47.7029589772,2.99482234878,10201.53,47298.51,9468.22,51560.48,-7.18823549017,2.94799022914,"","","","(b)   ASEAN ",25627.99,116658.32,36649.51,175446.82,43.0057917144,12.031083483,23555.69,108821.82,19179.69,104332.11,-18.57725246,10.2641608509
"      2) MALAYSIA ",6523.58,29745.9,9555.7,45775.78,46.479387085,1.95340676065,6190.41,28627.36,7299.11,39801.5,17.9099607296,2.27262410056,"","","","     1) SINGAPORE ",9825.44,44731.74,16794.88,80044.95,70.9325994561,5.51332346235,11256.95,51842.58,8180.06,44450.51,-27.3332474605,4.37762297565
"      3) SINGAPORE ",7139.31,32545.77,8576.94,40613.66,20.1368199448,1.7533255106,6075.73,27964.39,4667.3,25444.8,-23.1812473563,1.45319339817,"","","","     2) INDONESIA ",5700.87,25924.83,6666.51,32044.08,16.9384672866,2.18844231069,3917.32,18094.65,3237.9,17622.64,-17.3440004901,1.73278746523
"      4) THAILAND ",4272.09,19459.91,5418.23,25962.39,26.8285546419,1.10761190836,3537.51,16414.69,3643.81,19830.22,3.00493850194,1.13452330817,"","","","     3) MALAYSIA ",3871.18,17677.24,3977.3,19087.54,2.74128301965,1.30564442299,2423.12,11184.53,2278.87,12402.11,-5.95306877084,1.21955507301
"      5) VIETNAM SOC REP ",1064.9,4847.59,1733.44,8373.16,62.7796037187,0.354355349705,1115.65,5215.13,1323.09,7206.32,18.5936449603,0.411952446423,"","","","     4) VIETNAM SOC REP ",2651.44,12045.07,3713.81,18057.74,40.0676613463,1.21914749065,2241.37,10547.71,2149.97,11696.8,-4.07786309266,1.15057323161
"      6) MYANMAR ",1017.67,4651.15,1324.74,6351.7,30.1738284513,0.270807588361,918.15,4282.8,938.68,5125.38,2.23601807983,0.292263959677,"","","","     5) THAILAND ",2274.21,10346.26,2951.71,14206.4,29.7905646356,0.968969828725,1828.5,8493.44,2175.96,11855.11,19.0024610336,1.16448198303
"      7) BRUNEI ",234.17,1064.86,751.68,3511.51,220.997565871,0.153660830064,615.03,2823.5,734.71,3953.92,19.4592133717,0.228756609083,"","","","     6) PHILIPPINES ",881.1,4004.62,991.81,4757.65,12.5649755987,0.325585496484,644.12,2986.8,759.24,4141.29,17.8724461281,0.406313213844
"      8) PHILIPPINES ",429.39,1950.47,455.65,2195.28,6.11565243718,0.0931454305272,323.95,1523.68,357.38,1946.53,10.319493749,0.111272525152,"","","","     7) BRUNEI ",23.07,105.25,895.49,4062.36,3781.62115301,0.293966138925,885.07,4009.08,22.06,120.6,-97.5075417764,0.0118055812357
"      9) LAO PD RP ",0.22,1.01,89.53,441.91,40595.4545455,0.0183020089874,46.42,220.22,78.3,436.82,68.6772942697,0.024379200625,"","","","     8) MYANMAR ",320.62,1459.03,543.57,2635.35,69.5371467781,0.178439931362,291.46,1349.17,289.68,1575.94,-0.610718451932,0.155024513706
"     10) CAMBODIA ",8.01,36.38,7.62,36.23,-4.86891385768,0.00155770477476,5.28,24.18,8.4,45.48,59.0909090909,0.0026153931705,"","","","     9) CAMBODIA ",66.94,304.83,99.45,477.53,48.5658798924,0.0326468553709,62.11,287.64,71.37,387.96,14.9090323619,0.0381942127285
"(c)   WANA ",105616.45,480858.99,145324.19,697636.9,37.5961699148,29.7076357809,94235.36,437692.4,100003.98,544111.61,6.12150258671,31.1368721803,"","","","    10) LAO PD RP ",13.11,59.44,14.97,73.2,14.1876430206,0.00491426269383,5.66,26.22,14.57,79.15,157.4204947,0.00779724925676
"      1) U ARAB EMTS ",32753.16,149123.38,35723.75,170783.63,9.06962870147,7.30276324766,23843.12,110437.79,25759.52,140334.06,8.03753871138,8.02038960516,"","","","(c )   WANA ",54222.44,246627.33,59483.27,285410.93,9.70231144154,19.5268146071,38153.82,176992.3,43426.42,236842.22,13.8193239891,23.2399877192
"      2) SAUDI ARAB ",20385.28,92854.91,30992.92,149000.62,52.0357826824,6.33567184614,20430.06,95209.24,21506.76,116831.21,5.27017541799,6.69626585995,"","","","     1) U ARAB EMTS ",33822.4,153866.18,35858.16,171941.88,6.0189696769,11.7713038048,23317.61,108186.33,23747.4,129614.8,1.8431991958,12.7086065202
