-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CEGS","A","A Union Govt",12894.1019,13661.7226,17823.7733,16348.1687,18776.1326,34072.811,35032.6078,36415.5504,41551.9973,45753.146,58315.4748,70933.2322
"CEGS","B","A UT Puducherry",7.632,9.3751,14.5705,20.1349,11.092,15.0389,26.0398,33.2923,33.823,33.2633,44.1527,51.5117
"CEGS","B","Andhra Pradesh",29.841,50.5771,71.6958,278.3999,260.9123,279.8853,25.8185,344.2225,35.7766,58.352,91.5317,108.361
"CEGS","B","Arunachal Pradesh",15.2898,15.8775,22.0334,18.1976,15.0776,14.5259,16.0711,22.0192,23.1073,47.2218,62.4033,89.0969
"CEGS","B","Assam",10.5361,7.8651,9.8035,11.2492,17.623,23.1951,10.4144,23.1689,43.282,36.4702,74.822,53.5835
"CEGS","B","Bihar",10.9026,8.6595,19.1886,80.9264,22.2277,67.651,71.9139,155.1006,222.5121,206.6546,274.4838,395.7132
"CEGS","B","Chattisgarh",0.0,8.4664,20.0835,19.22,21.8018,29.2736,27.566,74.7883,106.5479,102.1042,76.8113,52.8747
"CEGS","B","D NCT Delhi",74.4509,62.78,49.5449,60.2462,55.387,93.2544,83.6947,146.8371,282.0499,333.4827,356.1271,264.5506
"CEGS","B","Goa",12.6373,5.1335,6.991,15.1362,27.7848,69.6614,95.1515,83.2089,96.7485,150.5942,179.5429,205.4777
"CEGS","B","Gujarat",29.7725,39.9547,28.1237,37.8191,58.2766,84.5208,89.3729,62.9179,55.1387,80.1888,188.5884,242.9922
"CEGS","B","Haryana",27.2611,30.0751,50.666,45.3565,66.4569,58.1314,82.1707,89.8982,170.7746,194.8065,187.3735,198.9409
"CEGS","B","Himachal Pradesh",33.779,19.3207,8.3054,11.1724,23.033,29.8243,51.7323,61.2513,58.8288,64.2794,63.5554,73.3239
