-----
{
 "description": "This dataset contains detailed profile of current members of Rajya Sabha such as name, state, party, address details and their biographical details as on 17th July, 2013 in English.", 
"Eleventh Lok Sabha","Prof. Meijinlung Kamson","Male","Outer Manipur-ST                                                                                    ","Manipur                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Dr. Gendan Lal Kanaujia","Male","Kheri                                                                                               ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri K. Kandasamy","Male","Rasipuram-SC                                                                                        ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri V. Kandasamy","Male","Pollachi-SC                                                                                         ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Mahesh Kumar Kanodia","Male","Patan-SC                                                                                            ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Kanshi Ram","Male","Hoshiarpur                                                                                          ","Punjab                                                      ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Ghulam Rasool Kar","Male","Baramullah                                                                                          ","Jammu and Kashmir                                           ","Indian National Congress"
"Eleventh Lok Sabha","Shri Mahendra Karma","Male","Bastar-ST                                                                                           ","Madhya Pradesh                                              ","Independent"
"Eleventh Lok Sabha","Shri Prabhu Dayal Katheria","Male","Firozabad-SC                                                                                        ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Vallabhbhai Kathiria","Male","Rajkot                                                                                              ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Vinaya Katiyar","Male","Faizabad                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ramakant D. Khalap","Male","Panaji                                                                                              ","Goa                                                         ","Maharashtrawadi Gomantak Party"
"Eleventh Lok Sabha","Shri Basant Singh Khalsa","Male","Ropar-SC                                                                                            ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Harinder Singh Khalsa","Male","Bhatinda-SC                                                                                         ","Punjab                                                      ","Shiromani Akali Dal"
"Eleventh Lok Sabha","Shri Sunil Khan","Male","Durgapur-SC                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Vijay Kumar Khandelwal","Male","Betul                                                                                               ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ghanshyam Chandra Kharvar","Male","Akbarpur-SC                                                                                         ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Salarapatty Kuppusamy Kharventhan","Male","Palani                                                                                              ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Khelsai Singh","Male","Surguja-ST                                                                                          ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Puli Kodandaramaiah","Male","Chitradurga                                                                                         ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Suresh Kodikunnil","Male","Adoor-SC                                                                                            ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ganga Ram Koli","Male","Bayana-SC                                                                                           ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri K.C. Kondaiah","Male","Bellary                                                                                             ","Karnataka                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Chandresh Patel Kordia","Male","Jamnagar                                                                                            ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sydaiah Kota","Male","Narasaraopet                                                                                        ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Shivanand Hemappa Koujalgi","Male","Belgaum                                                                                             ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Krishna","Male","Mandya                                                                                              ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri N.N. Krishnadas","Male","Palghat                                                                                             ","Kerala                                                      ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Faggan Singh Kulaste","Male","Mandla-ST                                                                                           ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Smt. Meira Kumar","Female","Karol Bagh-SC                                                                                       ","Delhi                                                       ","Indian National Congress"
"Eleventh Lok Sabha","Shri H.D. Kumaraswamy","Male","Kanakapura                                                                                          ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Gangadhar Kunturkar","Male","Nanded                                                                                              ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Prof. P.J. Kurien","Male","Kottayam                                                                                            ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Sukh Lal Kushwaha","Male","Satna                                                                                               ","Madhya Pradesh                                              ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Dr. Ramkrishna Kusmaria","Male","Damoh                                                                                               ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Samik Lahiri","Male","Diamond Harbour                                                                                     ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Harbhajan Lakha","Male","Phillaur-SC                                                                                         ","Punjab                                                      ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Gumanmal Lodha","Male","Pali                                                                                                ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ghulam Mohd. Mir Magami","Male","Srinagar                                                                                            ","Jammu and Kashmir                                           ","Indian National Congress"
"Eleventh Lok Sabha","Shri Pramod Mahajan","Male","Mumbai North East                                                                                   ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sat Mahajan","Male","Kangra                                                                                              ","Himachal Pradesh                                            ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Sumitra Mahajan","Female","Indore                                                                                              ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Keshab Mahanta","Male","Kaliabor                                                                                            ","Assam                                                       ","Asom Gana Parishad"
"Eleventh Lok Sabha","Shri Satpal Maharaj","Male","Garhwal                                                                                             ","Uttar Pradesh                                               ","All India Indira Congress (Tiwari)"
"Eleventh Lok Sabha","Shri Bir Sing Mahato","Male","Purulia                                                                                             ","West Bengal                                                 ","All India Forward Bloc"
"Eleventh Lok Sabha","Dr. Mallikarjun","Male","Mahbubnagar                                                                                         ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Gowdar Mallikarjunappa","Male","Davangere                                                                                           ","Karnataka                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Brahmanand Mandal","Male","Monghyr                                                                                             ","Bihar                                                       ","Samata Party"
"Eleventh Lok Sabha","Shri Sanat Kumar Mandal","Male","Joynagar-SC                                                                                         ","West Bengal                                                 ","Revolutionary Socialist Party"
"Eleventh Lok Sabha","Shri Shivaji Mane","Male","Hingoli                                                                                             ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Murasoli Maran","Male","Madras Central                                                                                      ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Ananda Ratna Maurya","Male","Chandauli                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bheru Lal Meena","Male","Salumber-ST                                                                                         ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Usha Meena","Female","Sawai Madhopur-ST                                                                                   ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Datta Raghobaji Meghe","Male","Ramtek                                                                                              ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Parsaram Meghwal","Male","Jalore-SC                                                                                           ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Prof. Ajit Kumar Mehta","Male","Samastipur                                                                                          ","Bihar                                                       ","Rashtriya Janata Dal"
"Eleventh Lok Sabha","Smt. Jayawanti Ben Navinchandra Mehta","Female","Mumbai South                                                                                        ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sanat Mehta","Male","Surendranagar                                                                                       ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri H.Y. Meti","Male","Bagalkot                                                                                            ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Bhanu Prakash Mirdha","Male","Nagaur                                                                                              ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Nathu Ram Mirdha","Male","Nagaur                                                                                              ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Chaturanan Mishra","Male","Madhubani                                                                                           ","Bihar                                                       ","Communist Party of India"
"Eleventh Lok Sabha","Shri Ram Nagina Mishra","Male","Padrauna                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pinaki Misra","Male","Puri                                                                                                ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Shyam Bihari Misra","Male","Bilhaur                                                                                             ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Punnulal Mohale","Male","Bilaspur-SC                                                                                         ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Mohan Singh","Male","Ferozepur                                                                                           ","Punjab                                                      ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Kartik Mohapatra","Male","Balasore                                                                                            ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Hannan Mollah","Male","Uluberia                                                                                            ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Vijay Annaji Mude","Male","Wardha                                                                                              ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Smt. Geeta Mukherjee","Female","Panskura                                                                                            ","West Bengal                                                 ","Communist Party of India"
"Eleventh Lok Sabha","Shri Pramothes Mukherjee","Male","Berhampore                                                                                          ","West Bengal                                                 ","Revolutionary Socialist Party"
"Eleventh Lok Sabha","Shri Subrata Mukherjee","Male","Raiganj                                                                                             ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Ajoy Mukhopadhyay","Male","Krishnagar                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Ramachandran Mullappally","Male","Cannanore                                                                                           ","Kerala                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Kariya Munda","Male","Khunti-ST                                                                                           ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Muni Lall","Male","Sasaram-SC                                                                                          ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri K.H. Muniyappa","Male","Kolar-SC                                                                                            ","Karnataka                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Rupchand Murmu","Male","Jhargram-ST                                                                                         ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri K.S.R. Murthy","Male","Amalapuram-SC                                                                                       ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri T. Nagaratnam","Male","Sriperumbudur-SC                                                                                    ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri K.P. Naidu","Male","Bobbili                                                                                             ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Raja Rangappa Naik","Male","Raichur                                                                                             ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Ram Naik","Male","Mumbai North                                                                                        ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Hindurao Naik-Nimbalkar","Male","Satara                                                                                              ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Nakli Singh","Male","Saharanpur                                                                                          ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri P. Namgyal","Male","Ladakh                                                                                              ","Jammu and Kashmir                                           ","Indian National Congress"
"Eleventh Lok Sabha","Shri C. Narasimhan","Male","Krishnagiri                                                                                         ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri C. Narayanaswamy","Male","Bangalore North                                                                                     ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Smt. Alka Nath","Female","Chhindwara                                                                                          ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri K. Natrayan","Male","Karur                                                                                               ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Mrutyunjaya Nayak","Male","Phulbani-SC                                                                                         ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Chhabila Arvind Netam","Female","Kanker-ST                                                                                           ","Madhya Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Dr. Ompal Singh Nidar","Male","Jalesar                                                                                             ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Capt.(Retd.) Jainarain Prasad Nishad","Male","Muzaffarpur                                                                                         ","Bihar                                                       ","Janata Dal (United)  "
"Eleventh Lok Sabha","Shri Vishambhar Prasad Nishad","Male","Fatehpur                                                                                            ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Nitish Kumar","Male","Barh                                                                                                ","Bihar                                                       ","Samata Party"
"Eleventh Lok Sabha","Begum Noor Bano","Female","Rampur                                                                                              ","Uttar Pradesh                                               ","Indian National Congress"
"Eleventh Lok Sabha","Shri Neil O`brien","Male","Nominated Anglo-Indian                                                                              ","NA","Nominated"
"Eleventh Lok Sabha","Shri Sis Ram Ola","Male","Jhunjhunu                                                                                           ","Rajasthan                                                   ","All India Indira Congress (Tiwari)"
"Eleventh Lok Sabha","Shri Lalit Oraon","Male","Lohardaga-ST                                                                                        ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sultan Salahuddin Owaisi","Male","Hyderabad                                                                                           ","Andhra Pradesh                                              ","All India Majlis-E-Ittehadul Muslimeen"
"Eleventh Lok Sabha","Dr. Debiprosad Pal","Male","Calcutta North West                                                                                 ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Rupchand Pal","Male","Hooghly                                                                                             ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri S.S. Palanimanickam","Male","Thanjavur                                                                                           ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Smt. Lakshmi Panabaka","Female","Nellore-SC                                                                                          ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Dr. Laxminarayan Pandey","Male","Mandsaur                                                                                            ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Manharan Lal Pandey","Male","Janjgir                                                                                             ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ravindra Kumar Pandey","Male","Giridih                                                                                             ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Sriballava Panigrahi","Male","Deogarh                                                                                             ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ajit Kumar Panja","Male","Calcutta North East                                                                                 ","West Bengal                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Ch. Paragi Lal","Male","Misrikh-SC                                                                                          ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Baburao Paranjpe","Male","Jabalpur                                                                                            ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Prakash Vishwanath Paranjpe","Male","Thane                                                                                               ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Kulasekara Parasuraman","Male","Chengalpattu                                                                                        ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Kameshwar Paswan","Male","Nawada-SC                                                                                           ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Pitambar Paswan","Male","Rosera-SC                                                                                           ","Bihar                                                       ","Rashtriya Janata Dal"
"Eleventh Lok Sabha","Shri Ram Vilas Paswan","Male","Hajipur-SC                                                                                          ","Bihar                                                       ","Janata Dal"
"Eleventh Lok Sabha","Shri Sukdeo Paswan","Male","Araria-SC                                                                                           ","Bihar                                                       ","Janata Dal"
"Eleventh Lok Sabha","Dr. A.K. Patel","Male","Mehsana                                                                                             ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Budhsen Patel","Male","Rewa                                                                                                ","Madhya Pradesh                                              ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Dinsha J. Patel","Male","Kaira                                                                                               ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Jang Bahadur Singh Patel","Male","Phulpur                                                                                             ","Uttar Pradesh                                               ","Samajwadi Party"
"Eleventh Lok Sabha","Shri Praful Manoharbhai Patel","Male","Bhandara                                                                                            ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Prahlad Singh Patel","Male","Seoni                                                                                               ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Shantilal Purshottamdas Patel","Male","Godhra                                                                                              ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Vijay Patel","Male","Gandhinagar                                                                                         ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Harin Pathak","Male","Ahmedabad                                                                                           ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Rameshwar Patidar","Male","Khargone                                                                                            ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Anna Saheb M.K. Patil","Male","Erandol                                                                                             ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri B.R. Patil","Male","Bijapur                                                                                             ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Madan Patil","Male","Sangli                                                                                              ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Rajani Ashokrao Patil","Female","Beed                                                                                                ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Shivraj V. Patil","Male","Latur                                                                                               ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Biju Patnaik","Male","Aska                                                                                                ","Odisha                                                      ","Janata Dal"
"Eleventh Lok Sabha","Shri Naveen Patnaik","Male","Aska                                                                                                ","Odisha                                                      ","Janata Dal"
"Eleventh Lok Sabha","Shri Soumya Ranjan Patnaik","Male","Bhubaneswar                                                                                         ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Sarat Pattanayak","Male","Bolangir                                                                                            ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri Sundar Lal Patwa","Male","Chhindwara                                                                                          ","Madhya Pradesh                                              ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Sebastian Paul","Male","Ernakulam                                                                                           ","Kerala                                                      ","Independent"
"Eleventh Lok Sabha","Shri Sharad Chandra Govindrao Pawar","Male","Baramati                                                                                            ","Maharashtra                                                 ","Indian National Congress"
"Eleventh Lok Sabha","Shri Uttamsingh R. Pawar","Male","Jalna                                                                                               ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Smt. Phoolan Devi","Female","Mirzapur                                                                                            ","Uttar Pradesh                                               ","Samajwadi Party"
"Eleventh Lok Sabha","Shri Rajesh Pilot","Male","Dausa                                                                                               ","Rajasthan                                                   ","Indian National Congress"
"Eleventh Lok Sabha","Shri Suresh Prabhakar Prabhu","Male","Rajapur                                                                                             ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Ashok Kumar Pradhan","Male","Khurja-SC                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Khagapati Pradhani","Male","Nowrangpur-ST                                                                                       ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Prof. Radhika Ranjan Pramanik","Male","Mathurapur-SC                                                                                       ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri N.K. Premachandran","Male","Quilon                                                                                              ","Kerala                                                      ","Revolutionary Socialist Party"
"Eleventh Lok Sabha","Shri Mangal Ram Premi","Male","Bijnor-SC                                                                                           ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Banwari Lal Purohit","Male","Nagpur                                                                                              ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri V.V. Raghavan","Male","Trichur                                                                                             ","Kerala                                                      ","Communist Party of India"
"Eleventh Lok Sabha","Shri Kalpnath Rai","Male","Ghosi                                                                                               ","Uttar Pradesh                                               ","Independent"
"Eleventh Lok Sabha","Shri Nawal Kishore Rai","Male","Sitamarhi                                                                                           ","Bihar                                                       ","Janata Dal"
"Eleventh Lok Sabha","Shri Ratna Bahadur Rai","Male","Darjeeling                                                                                          ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Andimuthu Raja","Male","Perambalur-SC                                                                                       ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Smt. Vasundhara Raje","Female","Jhalawar                                                                                            ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri P.V. Rajendran","Male","Mayiladuturai                                                                                       ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Wangcha Rajkumar","Male","Arunachal East                                                                                      ","Arunachal Pradesh                                           ","Independent"
"Eleventh Lok Sabha","Shri Ganga Charan Rajput","Male","Hamirpur                                                                                            ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Braj Mohan Ram","Male","Palamau-SC                                                                                          ","Bihar                                                       ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ram Sagar","Male","Barabanki-SC                                                                                        ","Uttar Pradesh                                               ","Samajwadi Party"
"Eleventh Lok Sabha","Shri Ram Sajeevan","Male","Banda                                                                                               ","Uttar Pradesh                                               ","Bahujan Samaj Party"
"Eleventh Lok Sabha","Shri Ram Shakal","Male","Robertsganj-SC                                                                                      ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Dr. Bolla Bulli Ramaiah","Male","Eluru                                                                                               ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Sode Ramaiah","Male","Bhadrachalam-ST                                                                                     ","Andhra Pradesh                                              ","Communist Party of India"
"Eleventh Lok Sabha","Dr. K.P. Ramalingam","Male","Tiruchengode                                                                                        ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri Lgandula Ramana","Male","Karimnagar                                                                                          ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri M. Ramanathan","Male","Coimbatore                                                                                          ","Tamil Nadu                                                  ","Dravida Munnetra Kazhagam"
"Eleventh Lok Sabha","Shri A. Govindarajalu Subbaraman Rambabu","Male","Madurai                                                                                             ","Tamil Nadu                                                  ","Tamil Manila Congress (Moopanar)"
"Eleventh Lok Sabha","Shri Ramchandra Veerappa","Male","Bidar-SC                                                                                            ","Karnataka                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Ramendra Kumar","Male","Begusarai                                                                                           ","Bihar                                                       ","Independent"
"Eleventh Lok Sabha","Shri Kashi Ram Rana","Male","Surat                                                                                               ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Rajendrasinh (Raju Rana) Rana ","Male","Bhavnagar                                                                                           ","Gujarat                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Rajesh Ranjan (Pappu Yadav)","Male","Purnea                                                                                              ","Bihar                                                       ","Samajwadi Party"
"Eleventh Lok Sabha","Shri P.V. Narasimha Rao","Male","Berhampur                                                                                           ","Odisha                                                      ","Indian National Congress"
"Eleventh Lok Sabha","Shri P.V. Rajeshwar Rao","Male","Secunderabad                                                                                        ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Col.(Retd.) Ram Singh Rao","Male","Mahendragarh                                                                                        ","Haryana                                                     ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Rayapati Sambasiva Rao","Male","Guntur                                                                                              ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Naranbhai J. Rathwa","Male","Chhota Udaipur-ST                                                                                   ","Gujarat                                                     ","Indian National Congress"
"Eleventh Lok Sabha","Shri Kachru Raut","Male","Malegaon-ST                                                                                         ","Maharashtra                                                 ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Mohan Rawale","Male","Mumbai South Central                                                                                ","Maharashtra                                                 ","Shiv Sena"
"Eleventh Lok Sabha","Shri Bachi Singh Rawat","Male","Almora                                                                                              ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Bhagwan Shankar Rawat","Male","Agra                                                                                                ","Uttar Pradesh                                               ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Prof. Rasa Singh Rawat","Male","Ajmer                                                                                               ","Rajasthan                                                   ","Bharatiya Janata Party"
"Eleventh Lok Sabha","Shri Balai Ray","Male","Burdwan                                                                                             ","West Bengal                                                 ","Communist Party of India (Marxist)"
"Eleventh Lok Sabha","Shri Basavaraj Rayareddi","Male","Koppal                                                                                              ","Karnataka                                                   ","Janata Dal"
"Eleventh Lok Sabha","Shri Anantha Venkatarami Reddy","Male","Anantapur                                                                                           ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Atmacharan Reddy","Male","Nizamabad                                                                                           ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Dr. B.N. Reddy","Male","Miryalguda                                                                                          ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Bhuma Nagi Reddy","Male","Nandyal                                                                                             ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri Kotla Vijaya Bhaskara Reddy","Male","Kurnool                                                                                             ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri M. Baga Reddy","Male","Medak                                                                                               ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Magunta Parvathi Subramma Reddy","Female","Ongole                                                                                              ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Shri Nootanakalava Ramakrishna Reddy","Male","Chittoor                                                                                            ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Shri S. Ramachandra Reddy","Male","Hindupur                                                                                            ","Andhra Pradesh                                              ","Telugu Desam Party"
"Eleventh Lok Sabha","Dr. T. Subbarami Reddy","Male","Visakhapatnam                                                                                       ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Dr. Y.S. Raja Sekara Reddy","Male","Cuddapah                                                                                            ","Andhra Pradesh                                              ","Indian National Congress"
"Eleventh Lok Sabha","Smt. Hedwig Rego","Female","Nominated Anglo-Indian                                                                              ","NA","Nominated"
