-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,In use,Not in use - Temporarily,Not in use - Salinity,Not in use - Dried up,Not in use - Destroyed,Not in use - Others,Total - Not in use,Grand total ( Use  + Not in use)
ASSAM,LAKHIMPUR,NARAYANPUR,9,23,2,2,1,0,28,37
ASSAM,LAKHIMPUR,NOWBOICHA,2,5,1,5,2,0,13,15
ASSAM,MORIGAON,BHUR- BANDHA,0,4,1,0,0,0,5,5
ASSAM,MORIGAON,DULONGGHAT,1,0,0,0,0,0,0,1
ASSAM,MORIGAON,LAHORIGHAT,1,0,0,0,0,0,0,1
ASSAM,MORIGAON,MAIRABARI,1,0,0,0,0,0,0,1
ASSAM,MORIGAON,MAYONG,1,0,0,0,0,0,0,1
ASSAM,NAGOAN,BAJIAGAON,1,0,0,0,0,0,0,1
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,1,0,1,1
ASSAM,NAGOAN,JOGIJAN,1,0,0,0,0,0,0,1
ASSAM,NAGOAN,KALIABOR,6,0,0,0,0,0,0,6
ASSAM,NAGOAN,KATHITOLI,4,0,0,0,0,0,0,4
ASSAM,NAGOAN,UDALI,6,3,0,0,0,0,3,9
ASSAM,NALBARI,BARIGOG-BANBHAG,1,4,0,1,0,0,5,6
ASSAM,NALBARI,BARKHETRI,0,4,0,0,0,0,4,4
ASSAM,NALBARI,BASKA,1,0,1,0,0,0,1,2
ASSAM,NALBARI,DHAMDHAMA,0,1,0,0,0,0,1,1
ASSAM,NALBARI,MADHUPUR,0,2,0,0,0,0,2,2
ASSAM,NALBARI,PACHIM NALBARI,0,10,0,0,0,0,10,10
ASSAM,NALBARI,PUB-NALBARI,4,11,0,0,0,3,14,18
ASSAM,NALBARI,TIHU BARAMA,0,0,0,0,1,0,1,1
ASSAM,NC HILLS,DIYUNGBRA,1,0,0,0,0,0,0,1
ASSAM,SIBSAGAR,GOURISAGAR,2,0,0,0,0,0,0,2
ASSAM,SIBSAGAR,NAZIRA,0,1,0,0,0,0,1,1
ASSAM,SIBSAGAR,SEPEKHATI,2,0,0,0,0,0,0,2
ASSAM,SIBSAGAR,SIBSAGAR,9,6,0,0,0,0,6,15
ASSAM,SIBSAGAR,SONARI,1,0,0,0,0,0,0,1
ASSAM,SONITPUR,BAGHMARA,4,0,0,0,0,0,0,4
ASSAM,SONITPUR,BIHAGURI,1,0,0,0,0,0,0,1
ASSAM,SONITPUR,BORCHALA,2,0,0,0,0,0,0,2
ASSAM,SONITPUR,PUB-CHAIDUAR,0,0,0,1,0,0,1,1
ASSAM,TINSUKIA,GUIJAN,3,1,0,0,0,0,1,4
ASSAM,TINSUKIA,HAPJAN,0,1,0,0,0,0,1,1
ASSAM,TINSUKIA,KAKAPATHAR,7,0,0,0,0,0,0,7
ASSAM,TINSUKIA,MARGHERITA,1,1,0,0,0,0,1,2
ASSAM,TINSUKIA,SAIKHOWA,0,136,0,0,3,0,139,139
BIHAR,AURANGABAD,AURANGABAD,0,1,0,0,0,0,1,1
BIHAR,AURANGABAD,BARUN,9,5,1,4,4,0,14,23
BIHAR,AURANGABAD,DEO,0,5,1,0,0,0,6,6
BIHAR,AURANGABAD,GOH,1,0,2,0,9,0,11,12
BIHAR,AURANGABAD,HASPURA,3,3,0,4,0,0,7,10
BIHAR,AURANGABAD,KUTUMBA,34,3,1,2,1,0,7,41
BIHAR,AURANGABAD,OBRA,3,0,0,0,0,0,0,3
BIHAR,BANKA,BANKA,1,0,0,0,0,0,0,1
BIHAR,BANKA,DHORAIYA,0,0,0,0,2,0,2,2
BIHAR,BEGUSARAI,BACHHAWARA,2,8,0,0,0,0,8,10
BIHAR,BEGUSARAI,BAKHRI,2,9,0,2,0,0,11,13
BIHAR,BEGUSARAI,BALLIA,3,2,1,1,3,0,7,10
BIHAR,BEGUSARAI,BARAUNI,2,17,1,0,0,0,18,20
BIHAR,BEGUSARAI,BEGUSARAI,13,16,8,1,7,0,32,45
BIHAR,BEGUSARAI,BHAGWANPUR,7,1,4,0,2,0,7,14
BIHAR,BEGUSARAI,BIRPUR,4,0,2,0,0,0,2,6
BIHAR,BEGUSARAI,CH.BARIYARPUR,2,7,0,6,0,0,13,15
BIHAR,BEGUSARAI,CHHAURAHI,5,17,0,0,0,0,17,22
BIHAR,BEGUSARAI,DANDARI,1,2,0,0,5,0,7,8
BIHAR,BEGUSARAI,GADHPURA,4,10,0,0,5,0,15,19
BIHAR,BEGUSARAI,KHODAWANDPUR,4,8,0,0,0,0,8,12
BIHAR,BEGUSARAI,MANSOORCHAK,0,3,0,1,0,0,4,4
BIHAR,BEGUSARAI,MATIHANI,7,1,0,0,9,0,10,17
BIHAR,BEGUSARAI,NAWAKOTHI,2,2,0,1,12,0,15,17
BIHAR,BEGUSARAI,S.KAMAL,3,3,0,0,1,0,4,7
BIHAR,BEGUSARAI,TEGHRA,3,0,0,10,0,0,10,13
BIHAR,BHAGALPUR,BIHPUR,2,15,0,0,0,0,15,17
BIHAR,BHAGALPUR,GOPALPUR,5,5,0,0,0,0,5,10
BIHAR,BHAGALPUR,GOURADIH,2,1,1,0,0,0,2,4
BIHAR,BHAGALPUR,JAGDISHPUR,0,1,0,0,0,0,1,1
BIHAR,BHAGALPUR,KAHALGAON,0,1,1,0,0,0,2,2
BIHAR,BHAGALPUR,KHARIK,5,5,0,3,1,0,9,14
BIHAR,BHAGALPUR,NATHNAGAR,10,2,0,4,3,1,10,20
BIHAR,BHAGALPUR,NAVGACHHIA,8,0,10,0,1,0,11,19
BIHAR,BHAGALPUR,RANGRA CHOWK,2,0,0,4,0,0,4,6
BIHAR,BHAGALPUR,SABOUR,6,8,0,1,0,0,9,15
BIHAR,BHAGALPUR,SANHAULA,5,2,1,3,3,0,9,14
BIHAR,BHAGALPUR,SULTANGANJ,7,16,0,9,1,0,26,33
BIHAR,BHOJPUR,ARA,4,18,2,15,0,0,35,39
BIHAR,BHOJPUR,BEHEA,1,8,0,0,5,0,13,14
BIHAR,BHOJPUR,GARHANI,0,1,3,0,5,0,9,9
BIHAR,BHOJPUR,KOILWAR,13,13,6,6,2,0,27,40
BIHAR,BHOJPUR,SHAHPUR,0,0,0,1,2,0,3,3
BIHAR,BHOJPUR,UDWANTNAGAR,1,33,1,1,1,0,36,37
BIHAR,BUXAR,BRAHMPUR,0,7,5,0,22,0,34,34
BIHAR,BUXAR,BUXAR,5,19,4,21,0,0,44,49
BIHAR,BUXAR,CHOUGAI,0,2,0,0,0,0,2,2
BIHAR,BUXAR,CHOUSA,6,2,0,4,1,0,7,13
BIHAR,BUXAR,DUMRAON,6,22,0,0,0,0,22,28
BIHAR,BUXAR,ITARHI,5,0,0,0,0,0,0,5
BIHAR,BUXAR,SIMRI,1,3,1,16,3,0,23,24
BIHAR,DARBHANGA,ALINAGAR,0,0,0,0,4,0,4,4
BIHAR,DARBHANGA,BAHADURPUR,10,1,1,1,0,0,3,13
BIHAR,DARBHANGA,BAHERI,3,3,0,1,7,0,11,14
BIHAR,DARBHANGA,BENIPUR,6,17,0,6,2,0,25,31
BIHAR,DARBHANGA,BIRAUL,0,3,4,0,1,0,8,8
BIHAR,DARBHANGA,DARBHANGA,5,16,3,1,0,0,20,25
BIHAR,DARBHANGA,GHANSHYAMPUR,0,0,0,0,3,0,3,3
BIHAR,DARBHANGA,HANUMAN NAGAR,0,1,0,0,3,0,4,4
BIHAR,DARBHANGA,HAYAGHAT,2,1,9,1,2,0,13,15
BIHAR,DARBHANGA,JALE,0,5,18,1,3,0,27,27
BIHAR,DARBHANGA,KEOTI RUNWAY,8,3,1,1,5,0,10,18
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,0,0,1,0,0,0,1,1
BIHAR,DARBHANGA,MANIGACHHI,13,0,1,1,0,0,2,15
BIHAR,DARBHANGA,SINGHWARA,14,1,0,21,0,0,22,36
BIHAR,DARBHANGA,TARDIH,0,2,0,0,0,0,2,2
BIHAR,EAST CHAMPARAN,ADAPUR,35,0,0,3,0,0,3,38
BIHAR,EAST CHAMPARAN,AREARAJ,1,0,0,0,0,0,0,1
BIHAR,EAST CHAMPARAN,BANKATWA,0,2,2,0,0,0,4,4
BIHAR,EAST CHAMPARAN,CHAKIYA,8,1,0,3,9,0,13,21
BIHAR,EAST CHAMPARAN,DHAKA,1,6,0,0,2,0,8,9
BIHAR,EAST CHAMPARAN,GHORASAHAN,5,4,4,4,0,0,12,17
BIHAR,EAST CHAMPARAN,KALYANPUR,3,1,2,3,0,0,6,9
BIHAR,EAST CHAMPARAN,KESARIA,2,11,4,2,1,0,18,20
BIHAR,EAST CHAMPARAN,MEHSI,4,10,2,0,0,0,12,16
BIHAR,EAST CHAMPARAN,MOTIHARI,4,19,0,0,0,0,19,23
BIHAR,EAST CHAMPARAN,PAHARPUR,0,0,0,0,1,0,1,1
BIHAR,EAST CHAMPARAN,PAKRIDYAL,2,24,0,0,0,0,24,26
BIHAR,EAST CHAMPARAN,PATAHI,1,11,0,0,0,0,11,12
BIHAR,EAST CHAMPARAN,PHENHARA,2,7,0,2,0,0,9,11
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,7,13,0,0,3,0,16,23
BIHAR,EAST CHAMPARAN,RAMGARHWA,1,1,0,1,0,0,2,3
BIHAR,EAST CHAMPARAN,RAXAUL,0,0,0,8,0,0,8,8
BIHAR,EAST CHAMPARAN,SANGRAMPUR,5,5,0,0,0,0,5,10
BIHAR,EAST CHAMPARAN,TETARIA,5,2,0,0,0,0,2,7
BIHAR,EAST CHAMPARAN,TURKAULIA,12,4,0,0,7,0,11,23
BIHAR,GAYA,BARACHATTY,2,0,0,0,0,0,0,2
BIHAR,GAYA,BELAGANJ,14,12,1,12,6,0,31,45
BIHAR,GAYA,GAYA NAGAR,0,0,1,0,0,0,1,1
BIHAR,GAYA,KONCH,1,0,0,0,2,0,2,3
BIHAR,GAYA,PARAIYA,1,3,0,0,1,0,4,5
BIHAR,GAYA,TEKARI,0,0,1,1,1,0,3,3
BIHAR,GOPAALGANJ,BAIKUNTHPUR,1,1,0,0,0,0,1,2
BIHAR,GOPAALGANJ,BHOREY,2,2,0,2,3,0,7,9
BIHAR,GOPAALGANJ,BIJAIPUR,4,6,4,1,3,0,14,18
BIHAR,GOPAALGANJ,HATHUA,1,0,0,0,0,0,0,1
BIHAR,GOPAALGANJ,KATEYA,0,1,0,0,3,0,4,4
BIHAR,GOPAALGANJ,KUCHAIKOTE,2,0,0,0,0,0,0,2
BIHAR,GOPAALGANJ,MANJHA,0,5,0,0,2,0,7,7
BIHAR,GOPAALGANJ,THAWE,0,5,0,0,4,0,9,9
BIHAR,GOPAALGANJ,UCHKAGAON,1,2,0,0,1,0,3,4
BIHAR,JAMUI,JHAJHA,3,0,0,0,0,0,0,3
BIHAR,JEHANABAD,JEHANABAD,0,2,0,12,0,0,14,14
BIHAR,JEHANABAD,KAKO,1,1,0,2,2,0,5,6
BIHAR,JEHANABAD,KARPI,0,1,1,1,1,0,4,4
BIHAR,JEHANABAD,MAKHDUMPUR,2,0,9,1,0,0,10,12
BIHAR,KAIMUR (BHABUA),BHABUA,3,0,0,1,3,0,4,7
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,0,0,0,0,1,0,1,1
BIHAR,KAIMUR (BHABUA),CHAINPUR,0,0,18,0,0,0,18,18
BIHAR,KAIMUR (BHABUA),DURGAWATI,25,4,1,0,1,0,6,31
BIHAR,KAIMUR (BHABUA),KUDRA,3,4,0,0,0,0,4,7
BIHAR,KAIMUR (BHABUA),MOHANIA,4,4,3,1,0,0,8,12
BIHAR,KAIMUR (BHABUA),NUAON,15,11,0,0,0,0,11,26
BIHAR,KAIMUR (BHABUA),RAMGARH,42,1,1,0,1,0,3,45
BIHAR,KATIHAR,BARARI,14,11,0,0,0,0,11,25
BIHAR,KATIHAR,FALKA,3,0,0,1,0,0,1,4
BIHAR,KATIHAR,HASANGANJ,6,0,0,0,0,0,0,6
BIHAR,KATIHAR,KADWA,0,6,0,0,0,0,6,6
BIHAR,KATIHAR,KORHA,3,4,0,3,6,0,13,16
BIHAR,KATIHAR,KURSELA,1,0,0,0,0,0,0,1
BIHAR,KATIHAR,MANSAHI,0,3,0,0,1,0,4,4
BIHAR,KATIHAR,SAMELI,0,0,0,0,5,0,5,5
BIHAR,KHAGARIA,ALAULI,5,10,0,0,0,0,10,15
BIHAR,KHAGARIA,CHAUTHAM,7,7,2,0,0,0,9,16
BIHAR,KHAGARIA,GOGRI,6,17,0,7,0,0,24,30
BIHAR,KHAGARIA,KHAGARIA,7,11,6,0,4,0,21,28
BIHAR,KHAGARIA,MANSI,0,8,0,0,0,0,8,8
BIHAR,KHAGARIA,PARBATTA,9,20,0,0,0,0,20,29
BIHAR,KISHANGANJ,BAHADURGANJ,4,2,0,0,1,0,3,7
BIHAR,KISHANGANJ,KISHANGANJ,1,0,0,0,0,0,0,1
BIHAR,KISHANGANJ,POTHIA,0,1,0,1,0,0,2,2
BIHAR,LAKHISARAI,HALSI,0,0,0,0,0,1,1,1
BIHAR,LAKHISARAI,LAKHISARAI,31,1,0,2,0,0,3,34
BIHAR,LAKHISARAI,PIPARYA,1,0,0,0,0,0,0,1
BIHAR,LAKHISARAI,SURYAGARAH,9,0,0,0,0,0,0,9
BIHAR,MADHEPURA,CHAUSA,2,0,0,0,13,0,13,15
BIHAR,MADHEPURA,GAWALPARA,1,2,0,0,0,0,2,3
BIHAR,MADHEPURA,MADHEPURA,4,0,0,0,0,0,0,4
BIHAR,MADHEPURA,SHANKARPUR,0,0,0,0,4,0,4,4
BIHAR,MADHEPURA,SINGHESHWAR,4,1,0,1,0,0,2,6
BIHAR,MADHEPURA,UDAKISHUNGANJ,0,1,0,0,2,0,3,3
BIHAR,MADHUBANI,ANDHARATHADHI,0,0,0,0,1,0,1,1
BIHAR,MADHUBANI,BABUBARHI,29,1,1,0,1,0,3,32
BIHAR,MADHUBANI,BASOPATTI,6,0,0,0,0,0,0,6
BIHAR,MADHUBANI,BENIPATTI,5,1,0,0,0,0,1,6
BIHAR,MADHUBANI,GHOGHARDIHA,0,0,0,0,1,0,1,1
BIHAR,MADHUBANI,HARLAKHI,8,0,0,2,1,0,3,11
BIHAR,MADHUBANI,JAYNAGAR,1,4,0,0,0,0,4,5
BIHAR,MADHUBANI,JHANJHARPUR,1,6,4,0,0,0,10,11
BIHAR,MADHUBANI,KHUTAUNA,4,0,0,0,0,0,0,4
BIHAR,MADHUBANI,LADANIA,4,1,0,0,1,0,2,6
BIHAR,MADHUBANI,MADHEPUR,1,0,2,0,0,0,2,3
BIHAR,MADHUBANI,MADHWAPUR,206,3,6,4,0,0,13,219
BIHAR,MADHUBANI,PANDAUL,15,2,2,0,0,0,4,19
BIHAR,MADHUBANI,RAJNAGAR,4,0,0,0,1,0,1,5
BIHAR,MADHUBANI,ROHIKA,257,12,6,35,2,1,56,313
BIHAR,MUNGER,ASARGANJ,0,0,0,1,0,0,1,1
BIHAR,MUNGER,SANGRAMPUR,1,0,0,0,0,0,0,1
BIHAR,MUZAFFARPUR,AURAI,0,1,0,0,8,0,9,9
BIHAR,MUZAFFARPUR,BANDRA,2,8,0,0,0,0,8,10
BIHAR,MUZAFFARPUR,BOCHAHAN,0,14,0,0,0,0,14,14
BIHAR,MUZAFFARPUR,GAIGHAT,1,8,1,14,4,0,27,28
BIHAR,MUZAFFARPUR,KANTI,0,9,0,0,0,0,9,9
BIHAR,MUZAFFARPUR,KATRA,1,1,4,7,10,0,22,23
BIHAR,MUZAFFARPUR,KURHANI,2,1,0,1,0,0,2,4
BIHAR,MUZAFFARPUR,MINAPUR,0,16,0,0,3,0,19,19
BIHAR,MUZAFFARPUR,MORAUL,3,4,1,1,1,0,7,10
BIHAR,MUZAFFARPUR,MOTIPUR,7,11,0,2,5,0,18,25
BIHAR,MUZAFFARPUR,MUSHAHARI,13,1,0,27,5,0,33,46
BIHAR,MUZAFFARPUR,PAROO,0,3,1,1,0,0,5,5
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,1,1,0,1,0,3,3
BIHAR,MUZAFFARPUR,SAKRA,15,3,0,1,0,0,4,19
BIHAR,MUZAFFARPUR,SARAIYA,5,7,8,5,0,0,20,25
BIHAR,NALANDA,ASTHAWAN,10,13,0,7,0,0,20,30
BIHAR,NALANDA,BEN,4,0,0,0,0,0,0,4
BIHAR,NALANDA,BIHARSHARIF,5,5,0,0,0,0,5,10
BIHAR,NALANDA,BIND,2,2,0,0,0,0,2,4
BIHAR,NALANDA,CHANDI,1,2,1,0,0,0,3,4
BIHAR,NALANDA,EKANGARSARAI,5,1,3,0,0,0,4,9
BIHAR,NALANDA,GIRIYAK,4,7,0,0,0,0,7,11
BIHAR,NALANDA,HARNAUT,4,6,3,0,7,0,16,20
BIHAR,NALANDA,HILSA,5,10,6,0,4,0,20,25
BIHAR,NALANDA,ISLAMPUR,2,2,0,0,0,0,2,4
BIHAR,NALANDA,KARAIPARSURAI,0,0,1,0,0,0,1,1
BIHAR,NALANDA,KATRISARAI,16,1,1,0,0,0,2,18
BIHAR,NALANDA,NAGARNAUSA,0,1,2,0,1,0,4,4
BIHAR,NALANDA,NOORSARAI,15,13,0,2,1,0,16,31
BIHAR,NALANDA,RAHUI,5,0,0,1,2,0,3,8
BIHAR,NALANDA,RAJGIR,0,1,0,0,0,0,1,1
BIHAR,NALANDA,SARMERA,1,0,0,1,2,0,3,4
BIHAR,NAWADA,AKBARPUR,0,1,0,0,0,0,1,1
BIHAR,NAWADA,HASUA,0,1,0,0,0,0,1,1
BIHAR,NAWADA,KASHICHAK,34,1,7,3,14,5,30,64
BIHAR,NAWADA,NAWADA,9,11,8,1,3,0,23,32
BIHAR,NAWADA,PAKRIBRAWAN,1,9,1,1,0,0,11,12
BIHAR,NAWADA,ROH,0,2,3,2,0,0,7,7
BIHAR,NAWADA,WARISALIGUNJ,9,17,5,2,0,0,24,33
BIHAR,PATNA,ATHAMALGOLA,8,11,0,0,2,0,13,21
BIHAR,PATNA,BAKHTIARPUR,8,10,0,4,0,0,14,22
BIHAR,PATNA,BARH,2,6,0,0,5,0,11,13
BIHAR,PATNA,BELCHCHI,1,0,0,0,0,0,0,1
BIHAR,PATNA,BIHTA,26,10,1,8,7,0,26,52
BIHAR,PATNA,DHANARUA,4,4,0,2,0,0,6,10
BIHAR,PATNA,DULHIN BAZAR,0,0,0,4,0,0,4,4
BIHAR,PATNA,MANER,5,5,2,0,3,0,10,15
BIHAR,PATNA,MASAURHI,3,21,1,5,1,0,28,31
BIHAR,PATNA,MOKAMA,0,1,0,3,0,0,4,4
BIHAR,PATNA,NAUBATPUR,8,7,2,0,3,0,12,20
BIHAR,PATNA,PALIGANJ,1,10,3,7,0,0,20,21
BIHAR,PATNA,PANDARAK,2,9,2,2,7,0,20,22
BIHAR,PATNA,PATNA SADAR,1,0,2,0,0,0,2,3
BIHAR,PATNA,PHULWARI,7,0,7,0,3,0,10,17
BIHAR,PATNA,PUNPUN,7,0,0,3,10,0,13,20
BIHAR,PATNA,SAMPATCHAK,12,7,0,0,0,0,7,19
BIHAR,PATNA,VIKRAM,3,8,0,0,2,0,10,13
BIHAR,PURNIA,BHAWANIPUR,0,0,0,0,1,0,1,1
BIHAR,PURNIA,KRITYANAND NAGAR,2,0,0,0,0,0,0,2
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,8,6,0,0,1,0,7,15
BIHAR,ROHTAS(SASARAM),DEHRI,9,3,0,5,10,0,18,27
BIHAR,ROHTAS(SASARAM),KOCHAS,13,0,0,0,0,0,0,13
BIHAR,ROHTAS(SASARAM),NOKHA,2,0,0,0,0,0,0,2
BIHAR,ROHTAS(SASARAM),ROHTAS,1,1,0,0,0,0,1,2
BIHAR,ROHTAS(SASARAM),SASARAM,0,2,0,0,1,0,3,3
BIHAR,ROHTAS(SASARAM),TILOUTTHU,15,8,0,3,0,0,11,26
BIHAR,SAHARSA,KAHARA,1,0,0,0,0,0,0,1
BIHAR,SAHARSA,SATTAR KATTAIYA,0,0,0,0,4,0,4,4
BIHAR,SAHARSA,SAUR BAZAR,0,5,0,0,0,0,5,5
BIHAR,SAHARSA,SONBARSA,1,0,0,0,4,0,4,5
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,1,0,0,0,0,1,1
BIHAR,SAMASTIPUR,BITHAN,0,2,0,2,4,0,8,8
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,2,0,0,0,0,2,2
BIHAR,SAMASTIPUR,HASANPUR,2,10,2,12,0,0,24,26
BIHAR,SAMASTIPUR,KALYANPUR,4,20,4,0,3,0,27,31
BIHAR,SAMASTIPUR,KHANPUR,2,9,5,2,0,0,16,18
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,0,3,0,0,1,0,4,4
BIHAR,SAMASTIPUR,MORWA,1,6,1,0,0,0,7,8
BIHAR,SAMASTIPUR,PATORI,0,5,1,6,0,0,12,12
BIHAR,SAMASTIPUR,PUSA,7,2,0,1,18,0,21,28
BIHAR,SAMASTIPUR,ROSERA,6,4,0,0,0,0,4,10
BIHAR,SAMASTIPUR,SAMASTIPUR,11,6,1,2,1,0,10,21
BIHAR,SAMASTIPUR,SARAIRANJAN,0,6,0,0,1,0,7,7
BIHAR,SAMASTIPUR,SHIVAJINAGAR,3,15,0,0,1,0,16,19
BIHAR,SAMASTIPUR,SINGHIA,2,5,0,2,1,0,8,10
BIHAR,SAMASTIPUR,TAJPUR,2,11,0,3,1,0,15,17
BIHAR,SAMASTIPUR,UJIYARPUR,0,6,0,2,0,0,8,8
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,0,1,0,2,2,0,5,5
BIHAR,SAMASTIPUR,WARISHNAGAR,5,8,2,2,5,0,17,22
BIHAR,SARAN,DARIYAPUR,0,2,0,1,6,0,9,9
BIHAR,SARAN,DIGHWARA,1,1,0,8,0,0,9,10
BIHAR,SARAN,GARKHA,2,3,6,0,1,0,10,12
BIHAR,SARAN,JALAPUR,0,0,1,2,0,0,3,3
BIHAR,SARAN,MAKER,66,0,0,0,1,0,1,67
BIHAR,SARAN,NAGRA,0,2,1,0,0,0,3,3
BIHAR,SARAN,REVILGANJ,0,1,0,3,6,0,10,10
BIHAR,SARAN,SADAR,10,4,0,0,1,0,5,15
BIHAR,SARAN,SONPUR,0,13,0,0,0,0,13,13
BIHAR,SARAN,TRAIYA,1,6,0,2,0,0,8,9
BIHAR,SHEKHPURA,BARBIGHA,29,15,0,0,0,0,15,44
BIHAR,SHEKHPURA,CHEWARA,2,1,0,0,0,0,1,3
BIHAR,SHEKHPURA,GHAT KUSUMBHA,40,0,0,6,3,0,9,49
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,4,4,0,0,0,0,4,8
BIHAR,SHEKHPURA,SHEKHPURA,10,5,5,15,2,0,27,37
BIHAR,SHEOHAR,PIPRAHARI,2,1,0,1,0,0,2,4
BIHAR,SHEOHAR,TRIYANI,4,2,0,1,8,0,11,15
BIHAR,SITAMARHI,BAIRGANIA,1,0,0,2,1,0,3,4
BIHAR,SITAMARHI,BAJPATTI,87,16,0,6,3,2,27,114
BIHAR,SITAMARHI,BATHNAHA,102,7,1,1,7,0,16,118
BIHAR,SITAMARHI,BELSAND,5,1,0,0,5,0,6,11
BIHAR,SITAMARHI,BOKHRA,59,0,0,2,0,2,4,63
BIHAR,SITAMARHI,CHORAUT,217,6,0,0,0,0,6,223
BIHAR,SITAMARHI,DUMRA,1,10,0,3,7,1,21,22
BIHAR,SITAMARHI,MEJARGANJ,0,6,0,0,0,0,6,6
BIHAR,SITAMARHI,NANPUR,217,1,0,2,10,0,13,230
BIHAR,SITAMARHI,PARIHAR,231,6,1,11,25,1,44,275
BIHAR,SITAMARHI,PARSAUNI,1,3,0,0,1,1,5,6
BIHAR,SITAMARHI,PUPARI,110,0,0,4,2,0,6,116
BIHAR,SITAMARHI,RIGA,4,13,0,1,1,0,15,19
BIHAR,SITAMARHI,RUNNISAIDPUR,14,1,0,0,9,1,11,25
BIHAR,SITAMARHI,SONWARSA,30,7,0,1,0,0,8,38
BIHAR,SITAMARHI,SURSAND,576,0,0,1,1,0,2,578
BIHAR,SIWAN,ANDER,0,3,0,1,0,0,4,4
BIHAR,SIWAN,BARHARIA,3,3,0,0,1,0,4,7
BIHAR,SIWAN,BASANTPUR,0,0,0,0,1,0,1,1
BIHAR,SIWAN,BHAGWANPUR-HAT,0,0,0,1,0,0,1,1
BIHAR,SIWAN,DARAULI,0,2,0,0,0,0,2,2
BIHAR,SIWAN,DARAUNDHA,1,5,0,0,0,0,5,6
BIHAR,SIWAN,GOREAKOTHI,0,0,0,8,9,0,17,17
BIHAR,SIWAN,GUTHANI,0,0,0,1,0,0,1,1
BIHAR,SIWAN,HASANPURA,0,8,0,0,0,0,8,8
BIHAR,SIWAN,HUSSAINGANJ,2,3,2,1,4,0,10,12
BIHAR,SIWAN,JIRADEI,0,8,1,0,0,0,9,9
BIHAR,SIWAN,LAKRI NABIGANJ,0,1,0,1,0,0,2,2
BIHAR,SIWAN,MAHARAJGANJ,0,3,0,0,3,0,6,6
BIHAR,SIWAN,NAUTAN,0,0,1,0,0,0,1,1
BIHAR,SIWAN,PACHRUKHI,1,12,0,0,1,0,13,14
BIHAR,SIWAN,SISWAN,1,1,0,0,0,0,1,2
BIHAR,SIWAN,SIWAN,2,9,1,0,0,0,10,12
BIHAR,SUPAUL,BASANTPUR,10,19,0,3,0,0,22,32
BIHAR,SUPAUL,PIPRA,2,0,0,0,0,0,0,2
BIHAR,SUPAUL,SUPAUL,2,0,0,3,1,0,4,6
BIHAR,SUPAUL,TRIVENIGANJ,0,0,0,2,0,0,2,2
BIHAR,VAISHALI,BHAGWANPUR,2,0,0,0,0,0,0,2
BIHAR,VAISHALI,BIDUPUR,8,3,1,2,0,0,6,14
BIHAR,VAISHALI,CHEHRAKALA,0,0,3,0,0,0,3,3
BIHAR,VAISHALI,GORAUL,2,3,0,0,1,0,4,6
BIHAR,VAISHALI,HAJIPUR,2,9,2,0,0,0,11,13
BIHAR,VAISHALI,JANDAHA,1,4,1,0,4,0,9,10
BIHAR,VAISHALI,LALGANJ,0,1,0,0,0,0,1,1
BIHAR,VAISHALI,MAHNAR,0,2,0,0,11,0,13,13
BIHAR,VAISHALI,PATEDHI BELSAR,1,0,0,0,0,0,0,1
BIHAR,VAISHALI,PATEPUR,2,0,0,0,1,0,1,3
BIHAR,VAISHALI,RAJAPAKAR,2,0,0,0,0,0,0,2
BIHAR,VAISHALI,SAHDEI BUZURG,0,0,0,0,1,0,1,1
BIHAR,VAISHALI,VAISHALI,0,0,0,0,1,0,1,1
BIHAR,WEST CHAMPARAN,GAUNAHA,1,0,0,0,0,0,0,1
BIHAR,WEST CHAMPARAN,MAJHAULIA,9,3,0,2,1,0,6,15
BIHAR,WEST CHAMPARAN,NAUTAN,0,0,0,0,5,0,5,5
BIHAR,WEST CHAMPARAN,SIDHAW,0,0,2,1,0,0,3,3
BIHAR,WEST CHAMPARAN,SIKTA,1,0,2,0,0,0,2,3
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,55,2,0,0,0,0,2,57
CHHATTISGARH,BASTER,JAGDALPUR,4,0,0,0,0,0,0,4
CHHATTISGARH,BILASPUR,BELHA,53,0,0,0,0,0,0,53
CHHATTISGARH,BILASPUR,BILASPUR,16,1,0,0,0,0,1,17
CHHATTISGARH,BILASPUR,KOTA,10,0,0,0,0,0,0,10
